year,agency_code,target,pct_met,target_met,target_assign
2018,01B000,Reading Grades 3-8,0.0,0,5
2018,01B000,Reading Grade 10,50.0,1,2
2018,01C000,Total Targets,45.5,5,11
2018,01C000,4 Year Graduation Rate,100.0,1,1
2018,01C000,Math Grades 3-8,0.0,0,3
2018,01C000,Math Grade 11,100.0,2,2
2018,01C000,Reading Grades 3-8,0.0,0,3
2018,01C000,Reading Grade 10,100.0,2,2
2018,01D000,Total Targets,50.0,4,8
2018,01D000,4 Year Graduation Rate,100.0,2,2
2018,01D000,Math Grades 3-8,0.0,0,2
2018,01D000,Math Grade 11,100.0,1,1
2018,01D000,Reading Grades 3-8,0.0,0,2
2018,01D000,Reading Grade 10,100.0,1,1
2018,020302,Total Targets,7.7,1,13
2018,020302,4 Year Graduation Rate,25.0,1,4
2018,020302,Math Grade 11,0.0,0,4
2018,020302,Reading Grade 10,0.0,0,5
2018,020304,Total Targets,50.0,3,6
2018,020304,Math Grades 3-8,0.0,0,3
2018,020304,Reading Grades 3-8,100.0,3,3
2018,020306,Total Targets,60.0,6,10
2018,020306,Math Grades 3-8,100.0,5,5
2018,020306,Reading Grades 3-8,20.0,1,5
2018,020308,Total Targets,50.0,3,6
2018,020308,Math Grades 3-8,0.0,0,3
2018,020308,Reading Grades 3-8,100.0,3,3
2018,020316,Total Targets,20.0,2,10
2018,020316,Math Grades 3-8,20.0,1,5
2018,020316,Reading Grades 3-8,20.0,1,5
2018,020320,Total Targets,83.3,5,6
2018,020320,Math Grades 3-8,100.0,3,3
2018,020320,Reading Grades 3-8,66.7,2,3
2018,020324,Total Targets,100.0,6,6
2018,020324,Math Grades 3-8,100.0,3,3
2018,020324,Reading Grades 3-8,100.0,3,3
2018,020328,Total Targets,100.0,6,6
2018,020328,Math Grades 3-8,100.0,3,3
2018,020328,Reading Grades 3-8,100.0,3,3
2018,020330,Total Targets,50.0,4,8
2018,020330,Math Grades 3-8,100.0,4,4
2018,020330,Reading Grades 3-8,0.0,0,4
2018,020332,Total Targets,83.3,5,6
2018,020332,Math Grades 3-8,100.0,3,3
2018,020332,Reading Grades 3-8,66.7,2,3
2018,030304,Total Targets,33.3,3,9
2018,030304,4 Year Graduation Rate,100.0,3,3
2018,030304,Math Grade 11,0.0,0,3
2018,030304,Reading Grade 10,0.0,0,3
2018,030308,Total Targets,37.5,3,8
2018,030308,Math Grades 3-8,50.0,2,4
2018,030308,Reading Grades 3-8,25.0,1,4
2018,030316,Total Targets,16.7,1,6
2018,030316,Math Grades 3-8,33.3,1,3
2018,030316,Reading Grades 3-8,0.0,0,3
2018,030320,Total Targets,0.0,0,10
2018,030320,Math Grades 3-8,0.0,0,5
2018,030320,Reading Grades 3-8,0.0,0,5
2018,040304,Total Targets,33.3,1,3
2018,040304,4 Year Graduation Rate,100.0,1,1
2018,040304,Math Grade 11,0.0,0,1
2018,040304,Reading Grade 10,0.0,0,1
2018,040306,Total Targets,58.3,7,12
2018,040306,4 Year Graduation Rate,75.0,3,4
2018,040306,Math Grade 11,100.0,4,4
2018,040306,Reading Grade 10,0.0,0,4
2018,040308,Total Targets,0.0,0,8
2018,040308,Math Grades 3-8,0.0,0,4
2018,040308,Reading Grades 3-8,0.0,0,4
2018,040309,Total Targets,91.7,11,12
2018,040309,Math Grades 3-8,83.3,5,6
2018,040309,Reading Grades 3-8,100.0,6,6
2018,040311,Total Targets,0.0,0,6
2018,040311,Math Grades 3-8,0.0,0,3
2018,040311,Reading Grades 3-8,0.0,0,3
2018,040316,Total Targets,50.0,5,10
2018,040316,Math Grades 3-8,100.0,5,5
2018,040316,Reading Grades 3-8,0.0,0,5
2018,040324,Total Targets,0.0,0,6
2018,040324,Math Grades 3-8,0.0,0,3
2018,040324,Reading Grades 3-8,0.0,0,3
2018,040328,Total Targets,70.0,7,10
2018,040328,Math Grades 3-8,80.0,4,5
2018,040328,Reading Grades 3-8,60.0,3,5
2018,040330,Total Targets,33.3,2,6
2018,040330,Math Grades 3-8,66.7,2,3
2018,040330,Reading Grades 3-8,0.0,0,3
2018,050302,Total Targets,33.3,3,9
2018,050302,4 Year Graduation Rate,100.0,3,3
2018,050302,Math Grade 11,0.0,0,3
2018,050302,Reading Grade 10,0.0,0,3
2018,050305,Total Targets,90.0,9,10
2018,050305,Math Grades 3-8,100.0,5,5
2018,050305,Reading Grades 3-8,80.0,4,5
2018,050310,Total Targets,87.5,7,8
2018,050310,Math Grades 3-8,75.0,3,4
2018,050310,Reading Grades 3-8,100.0,4,4
2018,050330,Total Targets,70.0,7,10
2018,050330,Math Grades 3-8,60.0,3,5
2018,050330,Reading Grades 3-8,80.0,4,5
2018,050335,Total Targets,60.0,6,10
2018,050335,Math Grades 3-8,100.0,5,5
2018,050335,Reading Grades 3-8,20.0,1,5
2018,060302,Total Targets,33.3,3,9
2018,060302,4 Year Graduation Rate,0.0,0,3
2018,060302,Math Grade 11,100.0,3,3
2018,060302,Reading Grade 10,0.0,0,3
2018,060304,Total Targets,33.3,2,6
2018,060304,Math Grades 3-8,33.3,1,3
2018,060304,Reading Grades 3-8,33.3,1,3
2018,060310,Total Targets,100.0,6,6
2018,060310,Math Grades 3-8,100.0,3,3
2018,060310,Reading Grades 3-8,100.0,3,3
2018,060316,Total Targets,0.0,0,6
2018,060316,Math Grades 3-8,0.0,0,3
2018,060316,Reading Grades 3-8,0.0,0,3
2018,060318,Total Targets,70.0,7,10
2018,060318,Math Grades 3-8,60.0,3,5
2018,060318,Reading Grades 3-8,80.0,4,5
2018,060322,Total Targets,16.7,1,6
2018,060322,Math Grades 3-8,33.3,1,3
2018,060322,Reading Grades 3-8,0.0,0,3
2018,060328,Total Targets,0.0,0,10
2018,060328,Math Grades 3-8,0.0,0,5
2018,060328,Reading Grades 3-8,0.0,0,5
2018,060332,Total Targets,0.0,0,6
2018,060332,Math Grades 3-8,0.0,0,3
2018,060332,Reading Grades 3-8,0.0,0,3
2018,060700,Total Targets,100.0,4,4
2018,060700,Math Grade 11,100.0,2,2
2018,060700,Reading Grade 10,100.0,2,2
2018,06B000,Total Targets,100.0,4,4
2018,06B000,Math Grades 3-8,100.0,2,2
2018,06B000,Reading Grades 3-8,100.0,2,2
2018,070308,Total Targets,60.0,6,10
2018,070308,Math Grades 3-8,40.0,2,5
2018,070308,Reading Grades 3-8,80.0,4,5
2018,070311,Total Targets,60.0,3,5
2018,070311,4 Year Graduation Rate,100.0,1,1
2018,070311,Math Grade 11,0.0,0,2
2018,070311,Reading Grade 10,100.0,2,2
2018,070325,Total Targets,100.0,12,12
2018,070325,Math Grades 3-8,100.0,6,6
2018,070325,Reading Grades 3-8,100.0,6,6
2018,070326,Total Targets,37.5,3,8
2018,070326,Math Grades 3-8,50.0,2,4
2018,070326,Reading Grades 3-8,25.0,1,4
2018,070327,Total Targets,33.3,5,15
2018,070327,EL Progress,0.0,0,1
2018,070327,Math Grades 3-8,71.4,5,7
2018,070327,Reading Grades 3-8,0.0,0,7
2018,070328,Total Targets,33.3,4,12
2018,070328,Math Grades 3-8,0.0,0,6
2018,070328,Reading Grades 3-8,66.7,4,6
2018,070329,Total Targets,25.0,3,12
2018,070329,Math Grades 3-8,33.3,2,6
2018,070329,Reading Grades 3-8,16.7,1,6
2018,070330,Total Targets,0.0,0,7
2018,070330,4 Year Graduation Rate,0.0,0,2
2018,070330,Math Grade 11,0.0,0,2
2018,070330,Reading Grade 10,0.0,0,3
2018,070338,Total Targets,33.3,4,12
2018,070338,Math Grades 3-8,16.7,1,6
2018,070338,Reading Grades 3-8,50.0,3,6
2018,070339,Total Targets,50.0,6,12
2018,070339,4 Year Graduation Rate,0.0,0,4
2018,070339,Math Grade 11,75.0,3,4
2018,070339,Reading Grade 10,75.0,3,4
2018,070340,Total Targets,50.0,3,6
2018,070340,Math Grades 3-8,100.0,3,3
2018,070340,Reading Grades 3-8,0.0,0,3
2018,070342,Total Targets,42.9,6,14
2018,070342,4 Year Graduation Rate,60.0,3,5
2018,070342,EL Progress,0.0,0,1
2018,070342,Math Grade 11,25.0,1,4
2018,070342,Reading Grade 10,50.0,2,4
2018,07A000,Total Targets,100.0,4,4
2018,07A000,Math Grades 3-8,100.0,2,2
2018,07A000,Reading Grades 3-8,100.0,2,2
2018,080311,Total Targets,0.0,0,2
2018,080311,Math Grade 11,0.0,0,1
2018,080311,Reading Grade 10,0.0,0,1
2018,080312,Total Targets,11.1,1,9
2018,080312,4 Year Graduation Rate,33.3,1,3
2018,080312,Math Grade 11,0.0,0,3
2018,080312,Reading Grade 10,0.0,0,3
2018,080314,Total Targets,60.0,6,10
2018,080314,Math Grades 3-8,60.0,3,5
2018,080314,Reading Grades 3-8,60.0,3,5
2018,080348,Total Targets,16.7,1,6
2018,080348,Math Grades 3-8,33.3,1,3
2018,080348,Reading Grades 3-8,0.0,0,3
2018,080356,Total Targets,83.3,5,6
2018,080356,Math Grades 3-8,100.0,3,3
2018,080356,Reading Grades 3-8,66.7,2,3
2018,080360,Total Targets,33.3,2,6
2018,080360,Math Grades 3-8,66.7,2,3
2018,080360,Reading Grades 3-8,0.0,0,3
2018,080362,Total Targets,62.5,5,8
2018,080362,Math Grades 3-8,100.0,4,4
2018,080362,Reading Grades 3-8,25.0,1,4
2018,08A000,Total Targets,50.0,3,6
2018,08A000,Math Grades 3-8,100.0,3,3
2018,08A000,Reading Grades 3-8,0.0,0,3
2018,090304,Total Targets,0.0,0,6
2018,090304,Math Grades 3-8,0.0,0,3
2018,090304,Reading Grades 3-8,0.0,0,3
2018,090315,Total Targets,83.3,10,12
2018,090315,Math Grades 3-8,83.3,5,6
2018,090315,Reading Grades 3-8,83.3,5,6
2018,090317,Total Targets,100.0,6,6
2018,090317,Math Grades 3-8,100.0,3,3
2018,090317,Reading Grades 3-8,100.0,3,3
2018,090318,Total Targets,25.0,1,4
2018,090318,Math Grades 3-8,50.0,1,2
2018,090318,Reading Grades 3-8,0.0,0,2
2018,090320,Total Targets,50.0,4,8
2018,090320,Math Grades 3-8,25.0,1,4
2018,090320,Reading Grades 3-8,75.0,3,4
2018,090324,Total Targets,33.3,3,9
2018,090324,EL Progress,100.0,1,1
2018,090324,Math Grades 3-8,25.0,1,4
2018,090324,Reading Grades 3-8,25.0,1,4
2018,090328,Total Targets,50.0,4,8
2018,090328,Math Grades 3-8,75.0,3,4
2018,090328,Reading Grades 3-8,25.0,1,4
2018,090330,Total Targets,50.0,6,12
2018,090330,4 Year Graduation Rate,50.0,2,4
2018,090330,Math Grade 11,100.0,4,4
2018,090330,Reading Grade 10,0.0,0,4
2018,090332,Total Targets,58.3,7,12
2018,090332,Math Grades 3-8,66.7,4,6
2018,090332,Reading Grades 3-8,50.0,3,6
2018,090333,Total Targets,50.0,4,8
2018,090333,Math Grades 3-8,50.0,2,4
2018,090333,Reading Grades 3-8,50.0,2,4
2018,090352,Total Targets,60.0,3,5
2018,090352,EL Progress,100.0,1,1
2018,090352,Math Grades 3-8,100.0,2,2
2018,090352,Reading Grades 3-8,0.0,0,2
2018,090365,Total Targets,10.0,1,10
2018,090365,Math Grades 3-8,0.0,0,5
2018,090365,Reading Grades 3-8,20.0,1,5
2018,090368,Total Targets,71.4,10,14
2018,090368,4 Year Graduation Rate,100.0,4,4
2018,090368,Math Grade 11,60.0,3,5
2018,090368,Reading Grade 10,60.0,3,5
2018,09A000,Total Targets,0.0,0,6
2018,09A000,Math Grades 3-8,0.0,0,3
2018,09A000,Reading Grades 3-8,0.0,0,3
2018,100302,Total Targets,61.5,8,13
2018,100302,EL Progress,100.0,1,1
2018,100302,Math Grades 3-8,50.0,3,6
2018,100302,Reading Grades 3-8,66.7,4,6
2018,100304,Total Targets,37.5,3,8
2018,100304,Math Grades 3-8,75.0,3,4
2018,100304,Reading Grades 3-8,0.0,0,4
2018,100307,Total Targets,28.6,2,7
2018,100307,4 Year Graduation Rate,100.0,2,2
2018,100307,Math Grade 11,0.0,0,2
2018,100307,Reading Grade 10,0.0,0,3
2018,100308,Total Targets,50.0,1,2
2018,100308,4 Year Graduation Rate,50.0,1,2
2018,100309,Total Targets,50.0,6,12
2018,100309,Math Grades 3-8,66.7,4,6
2018,100309,Reading Grades 3-8,33.3,2,6
2018,100310,Total Targets,27.3,3,11
2018,100310,EL Progress,100.0,1,1
2018,100310,Math Grades 3-8,20.0,1,5
2018,100310,Reading Grades 3-8,20.0,1,5
2018,100316,Total Targets,71.4,10,14
2018,100316,Math Grades 3-8,57.1,4,7
2018,100316,Reading Grades 3-8,85.7,6,7
2018,100320,Total Targets,66.7,10,15
2018,100320,EL Progress,100.0,1,1
2018,100320,Math Grades 3-8,42.9,3,7
2018,100320,Reading Grades 3-8,85.7,6,7
2018,100326,Total Targets,84.6,11,13
2018,100326,4 Year Graduation Rate,75.0,3,4
2018,100326,Math Grade 11,100.0,4,4
2018,100326,Reading Grade 10,80.0,4,5
2018,100332,Total Targets,33.3,4,12
2018,100332,Math Grades 3-8,16.7,1,6
2018,100332,Reading Grades 3-8,50.0,3,6
2018,100334,Total Targets,44.4,4,9
2018,100334,4 Year Graduation Rate,100.0,3,3
2018,100334,Math Grade 11,33.3,1,3
2018,100334,Reading Grade 10,0.0,0,3
2018,100335,Total Targets,28.6,4,14
2018,100335,Math Grades 3-8,28.6,2,7
2018,100335,Reading Grades 3-8,28.6,2,7
2018,100336,Total Targets,25.0,2,8
2018,100336,Math Grades 3-8,0.0,0,4
2018,100336,Reading Grades 3-8,50.0,2,4
2018,100338,Total Targets,15.4,2,13
2018,100338,EL Progress,100.0,1,1
2018,100338,Math Grades 3-8,0.0,0,6
2018,100338,Reading Grades 3-8,16.7,1,6
2018,100339,Total Targets,100.0,8,8
2018,100339,Math Grades 3-8,100.0,4,4
2018,100339,Reading Grades 3-8,100.0,4,4
2018,100340,Total Targets,92.3,12,13
2018,100340,EL Progress,100.0,1,1
2018,100340,Math Grades 3-8,100.0,6,6
2018,100340,Reading Grades 3-8,83.3,5,6
2018,100342,Total Targets,50.0,5,10
2018,100342,Math Grades 3-8,20.0,1,5
2018,100342,Reading Grades 3-8,80.0,4,5
2018,100344,Total Targets,15.4,2,13
2018,100344,EL Progress,100.0,1,1
2018,100344,Math Grades 3-8,16.7,1,6
2018,100344,Reading Grades 3-8,0.0,0,6
2018,100348,Total Targets,18.8,3,16
2018,100348,4 Year Graduation Rate,25.0,1,4
2018,100348,Math Grade 11,33.3,2,6
2018,100348,Reading Grade 10,0.0,0,6
2018,10A000,Total Targets,28.6,4,14
2018,10A000,Math Grades 3-8,28.6,2,7
2018,10A000,Reading Grades 3-8,28.6,2,7
2018,110303,Total Targets,0.0,0,1
2018,110303,4 Year Graduation Rate,0.0,0,1
2018,110304,Total Targets,8.3,1,12
2018,110304,4 Year Graduation Rate,0.0,0,4
2018,110304,Math Grade 11,25.0,1,4
2018,110304,Reading Grade 10,0.0,0,4
2018,110306,Total Targets,28.6,4,14
2018,110306,Math Grades 3-8,0.0,0,7
2018,110306,Reading Grades 3-8,57.1,4,7
2018,110308,Total Targets,16.7,1,6
2018,110308,Math Grades 3-8,0.0,0,3
2018,110308,Reading Grades 3-8,33.3,1,3
2018,110318,Total Targets,50.0,4,8
2018,110318,Math Grades 3-8,75.0,3,4
2018,110318,Reading Grades 3-8,25.0,1,4
2018,110320,Total Targets,33.3,2,6
2018,110320,Math Grades 3-8,0.0,0,3
2018,110320,Reading Grades 3-8,66.7,2,3
2018,110322,Total Targets,16.7,1,6
2018,110322,4 Year Graduation Rate,0.0,0,2
2018,110322,Math Grade 11,0.0,0,2
2018,110322,Reading Grade 10,50.0,1,2
2018,110323,Total Targets,0.0,0,2
2018,110323,4 Year Graduation Rate,0.0,0,2
2018,110324,Total Targets,54.5,6,11
2018,110324,EL Progress,100.0,1,1
2018,110324,Math Grades 3-8,20.0,1,5
2018,110324,Reading Grades 3-8,80.0,4,5
2018,110326,Total Targets,30.0,3,10
2018,110326,Math Grades 3-8,0.0,0,5
2018,110326,Reading Grades 3-8,60.0,3,5
2018,110332,Total Targets,37.5,3,8
2018,110332,Math Grades 3-8,25.0,1,4
2018,110332,Reading Grades 3-8,50.0,2,4
2018,110336,Total Targets,77.8,7,9
2018,110336,4 Year Graduation Rate,33.3,1,3
2018,110336,Math Grade 11,100.0,3,3
2018,110336,Reading Grade 10,100.0,3,3
2018,110338,Total Targets,40.0,4,10
2018,110338,Math Grades 3-8,0.0,0,5
2018,110338,Reading Grades 3-8,80.0,4,5
2018,110340,Total Targets,28.6,4,14
2018,110340,4 Year Graduation Rate,75.0,3,4
2018,110340,EL Progress,100.0,1,1
2018,110340,Math Grade 11,0.0,0,4
2018,110340,Reading Grade 10,0.0,0,5
2018,110342,Total Targets,17.6,3,17
2018,110342,EL Progress,100.0,1,1
2018,110342,Math Grades 3-8,12.5,1,8
2018,110342,Reading Grades 3-8,12.5,1,8
2018,110348,Total Targets,11.1,1,9
2018,110348,EL Progress,100.0,1,1
2018,110348,Math Grades 3-8,0.0,0,4
2018,110348,Reading Grades 3-8,0.0,0,4
2018,110352,Total Targets,81.3,13,16
2018,110352,4 Year Graduation Rate,80.0,4,5
2018,110352,EL Progress,100.0,1,1
2018,110352,Math Grade 11,80.0,4,5
2018,110352,Reading Grade 10,80.0,4,5
2018,110356,Total Targets,0.0,0,8
2018,110356,Math Grades 3-8,0.0,0,4
2018,110356,Reading Grades 3-8,0.0,0,4
2018,110366,Total Targets,33.3,2,6
2018,110366,Math Grades 3-8,66.7,2,3
2018,110366,Reading Grades 3-8,0.0,0,3
2018,110368,Total Targets,66.7,4,6
2018,110368,Math Grades 3-8,100.0,3,3
2018,110368,Reading Grades 3-8,33.3,1,3
2018,110370,Total Targets,66.7,4,6
2018,110370,Math Grades 3-8,66.7,2,3
2018,110370,Reading Grades 3-8,66.7,2,3
2018,110372,Total Targets,20.0,1,5
2018,110372,EL Progress,100.0,1,1
2018,110372,Math Grades 3-8,0.0,0,2
2018,110372,Reading Grades 3-8,0.0,0,2
2018,110376,Total Targets,75.0,6,8
2018,110376,Math Grades 3-8,50.0,2,4
2018,110376,Reading Grades 3-8,100.0,4,4
2018,110379,Total Targets,90.9,10,11
2018,110379,EL Progress,100.0,1,1
2018,110379,Math Grades 3-8,100.0,5,5
2018,110379,Reading Grades 3-8,80.0,4,5
2018,110380,Total Targets,55.6,5,9
2018,110380,4 Year Graduation Rate,66.7,2,3
2018,110380,Math Grade 11,100.0,3,3
2018,110380,Reading Grade 10,0.0,0,3
2018,110381,Total Targets,10.0,1,10
2018,110381,Math Grades 3-8,0.0,0,5
2018,110381,Reading Grades 3-8,20.0,1,5
2018,110382,Total Targets,50.0,5,10
2018,110382,Math Grades 3-8,40.0,2,5
2018,110382,Reading Grades 3-8,60.0,3,5
2018,110384,Total Targets,18.2,2,11
2018,110384,EL Progress,100.0,1,1
2018,110384,Math Grades 3-8,0.0,0,5
2018,110384,Reading Grades 3-8,20.0,1,5
2018,110388,Total Targets,50.0,3,6
2018,110388,Math Grades 3-8,100.0,3,3
2018,110388,Reading Grades 3-8,0.0,0,3
2018,110401,Total Targets,75.0,9,12
2018,110401,Math Grades 3-8,100.0,6,6
2018,110401,Reading Grades 3-8,50.0,3,6
2018,110408,Total Targets,46.2,6,13
2018,110408,EL Progress,100.0,1,1
2018,110408,Math Grades 3-8,16.7,1,6
2018,110408,Reading Grades 3-8,66.7,4,6
2018,110410,Total Targets,54.5,6,11
2018,110410,EL Progress,100.0,1,1
2018,110410,Math Grades 3-8,60.0,3,5
2018,110410,Reading Grades 3-8,40.0,2,5
2018,110412,Total Targets,27.3,3,11
2018,110412,EL Progress,100.0,1,1
2018,110412,Math Grades 3-8,0.0,0,5
2018,110412,Reading Grades 3-8,40.0,2,5
2018,110416,Total Targets,42.1,8,19
2018,110416,4 Year Graduation Rate,16.7,1,6
2018,110416,EL Progress,100.0,1,1
2018,110416,Math Grade 11,83.3,5,6
2018,110416,Reading Grade 10,16.7,1,6
2018,110420,Total Targets,37.5,6,16
2018,110420,Math Grades 3-8,25.0,2,8
2018,110420,Reading Grades 3-8,50.0,4,8
2018,110422,Total Targets,40.0,6,15
2018,110422,EL Progress,0.0,0,1
2018,110422,Math Grades 3-8,57.1,4,7
2018,110422,Reading Grades 3-8,28.6,2,7
2018,110428,Total Targets,87.5,7,8
2018,110428,Math Grades 3-8,75.0,3,4
2018,110428,Reading Grades 3-8,100.0,4,4
2018,110436,Total Targets,77.8,7,9
2018,110436,EL Progress,100.0,1,1
2018,110436,Math Grades 3-8,100.0,4,4
2018,110436,Reading Grades 3-8,50.0,2,4
2018,110444,Total Targets,0.0,0,6
2018,110444,Math Grades 3-8,0.0,0,3
2018,110444,Reading Grades 3-8,0.0,0,3
2018,110450,Total Targets,14.3,2,14
2018,110450,Math Grades 3-8,14.3,1,7
2018,110450,Reading Grades 3-8,14.3,1,7
2018,110451,Total Targets,33.3,5,15
2018,110451,EL Progress,100.0,1,1
2018,110451,Math Grades 3-8,28.6,2,7
2018,110451,Reading Grades 3-8,28.6,2,7
2018,110500,Total Targets,100.0,4,4
2018,110500,Math Grade 11,100.0,2,2
2018,110500,Reading Grade 10,100.0,2,2
2018,111302,Total Targets,38.5,5,13
2018,111302,4 Year Graduation Rate,40.0,2,5
2018,111302,Math Grade 11,25.0,1,4
2018,111302,Reading Grade 10,50.0,2,4
2018,111304,Total Targets,62.5,5,8
2018,111304,Math Grades 3-8,75.0,3,4
