year,agency_code,csi_lp,csi_lg,tsi_cu,tsi_at
2018,120376,N,N,Y,Y
2018,120380,N,N,Y,Y
2018,120386,N,N,Y,Y
2018,120390,N,N,Y,Y
2018,12A000,N,N,Y,Y
2018,130304,N,N,Y,Y
2018,130307,N,N,N,N
2018,130308,N,N,Y,Y
2018,130309,N,N,Y,Y
2018,130310,N,N,Y,Y
2018,130311,N,N,Y,Y
2018,130312,N,N,Y,Y
2018,130313,N,N,Y,Y
2018,130314,N,N,Y,Y
2018,130315,N,N,N,N
2018,130316,N,N,Y,Y
2018,130317,N,N,Y,Y
2018,130318,N,N,Y,Y
2018,130319,N,N,N,N
2018,130320,N,N,Y,Y
2018,130321,N,N,Y,Y
2018,130322,N,N,Y,N
2018,130323,N,N,Y,Y
2018,130324,N,N,N,N
2018,130325,N,N,N,N
2018,130326,N,N,N,N
2018,130327,N,N,Y,Y
2018,130328,N,N,Y,Y
2018,130329,N,N,Y,Y
2018,130330,N,N,Y,Y
2018,130331,N,N,N,N
2018,130332,N,N,N,N
2018,130333,N,Y,N,N
2018,130336,N,N,Y,Y
2018,130337,N,N,Y,Y
2018,130338,N,N,Y,Y
2018,130340,N,N,Y,Y
2018,130342,N,N,Y,Y
2018,130344,N,N,Y,Y
2018,130345,N,N,Y,N
2018,130346,N,N,N,N
2018,130349,N,N,N,N
2018,130350,N,N,N,N
2018,130355,N,N,Y,Y
2018,132304,N,N,Y,Y
2018,132308,N,N,Y,Y
2018,132312,N,N,Y,Y
2018,132314,N,N,Y,Y
2018,132328,N,N,Y,N
2018,132330,N,N,Y,Y
2018,132332,N,N,Y,Y
2018,132336,N,N,Y,Y
2018,13A000,N,N,Y,Y
2018,13B000,N,N,Y,Y
2018,13C000,N,N,Y,Y
2018,13D000,N,N,Y,Y
2018,140304,N,N,Y,Y
2018,140305,N,N,N,N
2018,140306,Y,N,N,N
2018,140307,N,N,Y,Y
2018,140308,N,N,Y,N
2018,140309,N,N,N,N
2018,140312,N,N,Y,Y
2018,140316,N,N,N,N
2018,140324,N,N,Y,Y
2018,140332,N,N,Y,Y
2018,140336,N,N,Y,Y
2018,140340,N,N,N,N
2018,140344,N,N,Y,Y
2018,140348,N,N,Y,Y
2018,140352,N,N,N,N
2018,140356,N,N,Y,Y
2018,140360,N,N,Y,N
2018,140368,N,N,Y,Y
2018,140372,N,N,N,N
2018,140376,N,N,Y,Y
2018,140384,N,N,Y,Y
2018,140386,N,N,N,N
2018,140388,N,N,Y,Y
2018,140390,N,N,Y,N
2018,140392,N,N,Y,Y
2018,140396,N,N,Y,Y
2018,150304,N,N,Y,Y
2018,150308,N,N,N,N
2018,150310,N,N,N,N
2018,150312,N,N,Y,N
2018,150350,N,N,N,N
2018,160304,N,N,N,N
2018,160306,N,N,Y,Y
2018,160308,N,N,Y,Y
2018,160309,Y,N,N,N
2018,160310,N,N,Y,Y
2018,160311,N,N,Y,Y
2018,160313,N,N,Y,Y
2018,160314,N,N,N,N
2018,160316,N,N,N,N
2018,160317,N,N,Y,Y
2018,160318,N,N,Y,Y
2018,160322,N,N,Y,Y
2018,160324,N,N,Y,N
2018,160326,N,N,Y,Y
2018,160332,N,N,Y,Y
2018,160344,N,N,N,N
2018,160352,N,N,N,N
2018,16B000,N,N,N,N
2018,170316,N,N,Y,Y
2018,170334,N,N,Y,N
2018,170338,N,N,Y,Y
2018,170339,N,N,Y,Y
2018,170342,N,N,Y,Y
2018,170344,N,N,Y,Y
2018,180302,N,N,Y,Y
2018,180304,N,N,N,N
2018,180308,N,N,Y,Y
2018,180312,N,N,Y,Y
2018,180316,N,N,Y,Y
2018,180320,N,N,Y,Y
2018,180323,N,Y,N,N
2018,180324,N,N,Y,Y
2018,180325,N,N,N,N
2018,180326,N,N,Y,Y
2018,180332,N,N,Y,N
2018,180336,N,N,N,N
2018,180340,N,N,Y,Y
2018,180342,N,N,Y,Y
2018,180343,N,N,Y,Y
2018,180344,N,N,Y,N
2018,180346,N,N,Y,Y
2018,180348,N,N,N,N
2018,180352,N,N,Y,Y
2018,180356,N,N,Y,Y
2018,180360,N,N,Y,Y
2018,180364,N,N,Y,Y
2018,180368,N,N,N,N
2018,180372,N,N,Y,Y
2018,180376,N,N,N,N
2018,180379,N,N,N,N
2018,180380,N,N,N,N
2018,180388,N,N,Y,N
2018,181312,N,N,Y,Y
2018,181316,N,N,Y,Y
2018,181318,N,N,N,N
2018,181322,N,N,Y,Y
2018,181326,N,N,Y,Y
2018,181332,N,N,N,N
2018,181336,N,N,N,N
2018,181342,N,N,N,N
2018,181344,N,N,Y,Y
2018,182304,N,N,N,N
2018,182316,N,N,Y,Y
2018,182321,N,N,Y,Y
2018,182322,N,N,N,N
2018,182324,N,N,Y,Y
2018,182328,N,N,Y,Y
2018,182700,N,N,N,N
2018,190304,N,N,Y,Y
2018,190308,N,N,Y,Y
2018,190310,N,N,N,N
2018,190312,N,N,Y,Y
2018,190316,N,N,Y,Y
2018,190328,N,N,Y,Y
2018,190332,N,N,Y,Y
2018,190336,N,N,Y,Y
2018,190339,N,N,Y,Y
2018,190340,N,N,Y,Y
2018,190341,N,N,Y,Y
2018,190342,N,N,Y,Y
2018,190346,N,N,Y,Y
2018,190348,N,N,Y,Y
2018,190350,N,N,Y,Y
2018,190352,N,N,Y,Y
2018,190370,N,N,Y,Y
2018,190501,N,N,N,N
2018,19A000,N,N,Y,Y
2018,19B000,N,N,N,N
2018,19C000,N,N,Y,Y
2018,200304,N,N,N,N
2018,200308,N,N,N,N
2018,200310,N,N,Y,Y
2018,200312,N,N,Y,Y
2018,200314,N,N,N,N
2018,200320,N,N,Y,Y
2018,200322,N,N,N,N
2018,200324,N,N,Y,Y
2018,200328,N,N,Y,Y
2018,200330,N,N,Y,Y
2018,200332,N,N,N,N
2018,200336,N,N,Y,Y
2018,200350,N,N,N,N
2018,20A000,N,N,Y,Y
2018,210304,N,N,Y,Y
2018,210306,N,N,Y,Y
2018,210312,N,N,Y,Y
2018,210316,N,N,Y,Y
2018,220308,N,N,Y,Y
2018,220310,N,N,N,N
2018,220312,N,N,Y,Y
2018,230304,N,N,Y,Y
2018,230308,N,N,Y,Y
2018,230312,N,N,Y,Y
2018,230316,N,N,Y,Y
2018,230320,N,N,Y,Y
2018,230322,N,N,N,N
2018,230324,N,N,Y,Y
2018,230328,N,N,Y,Y
2018,230330,N,Y,Y,Y
2018,230334,N,N,N,N
2018,230336,N,N,Y,Y
2018,230340,N,N,Y,Y
2018,230342,N,N,N,N
2018,230344,N,N,Y,Y
2018,230346,N,N,Y,Y
2018,230348,N,N,Y,Y
2018,230350,N,N,Y,Y
2018,230351,N,N,Y,N
2018,230352,N,N,Y,Y
2018,230355,N,N,Y,Y
2018,230357,N,N,Y,Y
2018,230359,N,N,Y,Y
2018,230361,N,N,Y,Y
2018,230362,N,N,N,N
2018,230364,N,N,Y,Y
2018,230368,N,N,Y,Y
2018,230370,N,N,Y,Y
2018,230376,N,N,Y,Y
2018,230380,N,N,Y,Y
2018,23A000,N,N,Y,Y
2018,240304,Y,N,N,N
2018,240308,N,N,Y,Y
2018,240328,N,N,N,N
2018,240330,N,N,Y,Y
2018,240332,N,N,Y,Y
2018,240334,N,N,N,N
2018,240344,N,N,Y,Y
2018,240352,N,N,Y,N
2018,240354,N,N,N,N
2018,240356,N,N,Y,Y
2018,240368,N,N,Y,Y
2018,240370,N,N,N,N
2018,240371,N,N,Y,Y
2018,240372,N,N,Y,Y
2018,240373,N,N,N,N
2018,240376,N,N,Y,Y
2018,240380,N,N,N,N
2018,240388,N,N,Y,Y
2018,241304,N,N,Y,Y
2018,241308,N,N,N,N
2018,241312,N,N,N,N
2018,241316,N,N,Y,Y
2018,241320,N,N,N,N
2018,24B000,N,Y,N,N
2018,24N000,N,N,Y,Y
2018,250304,N,N,N,N
2018,250306,N,N,Y,Y
2018,250308,N,N,Y,Y
2018,250312,N,N,Y,Y
2018,250314,N,N,N,N
2018,250316,N,N,N,N
2018,250320,N,N,Y,Y
2018,250321,N,N,N,N
2018,250324,N,N,Y,Y
2018,250328,N,N,N,N
2018,250332,N,N,Y,Y
2018,250336,N,N,Y,Y
2018,250340,N,N,Y,Y
2018,250344,N,N,Y,Y
2018,250348,N,N,Y,Y
2018,250350,N,N,N,N
2018,250356,N,N,Y,Y
2018,250360,N,N,Y,Y
2018,250362,N,N,Y,Y
2018,250364,N,N,N,N
2018,250368,N,N,Y,Y
2018,250372,N,N,Y,Y
2018,250376,N,N,Y,Y
2018,250378,N,N,N,N
2018,250380,N,N,Y,N
2018,260302,N,N,Y,Y
2018,260306,N,N,N,N
2018,260308,N,N,Y,Y
2018,260310,N,N,Y,Y
2018,260312,N,N,N,N
2018,260316,N,N,N,N
2018,260318,N,N,N,N
2018,260320,N,N,Y,Y
2018,260321,N,N,Y,Y
2018,260322,N,N,Y,N
2018,260325,N,N,N,N
2018,260326,N,N,Y,Y
2018,260332,N,N,N,N
2018,260336,N,N,Y,Y
2018,260338,N,N,Y,Y
2018,260340,N,N,Y,Y
2018,260342,N,N,Y,Y
2018,260344,N,N,Y,Y
2018,260347,N,N,N,N
2018,260348,N,N,N,N
2018,260352,N,N,Y,Y
2018,260354,N,N,N,N
2018,260356,N,N,N,N
2018,260357,N,N,N,N
2018,260358,N,N,Y,Y
2018,260359,N,N,N,N
2018,260361,N,N,Y,Y
2018,260362,N,N,Y,Y
2018,260363,N,N,Y,Y
2018,260364,N,N,Y,Y
2018,260365,N,N,Y,Y
2018,260366,N,N,Y,Y
2018,260367,N,N,Y,Y
2018,260368,N,N,Y,Y
2018,260369,N,N,N,N
2018,260370,N,N,Y,Y
2018,260371,N,N,Y,Y
2018,260372,N,N,Y,Y
2018,260373,N,N,Y,Y
2018,260374,N,Y,N,N
2018,260375,N,N,Y,Y
2018,260380,N,N,N,N
2018,260382,N,N,Y,Y
2018,260383,N,N,Y,Y
2018,260386,N,N,Y,Y
2018,260388,N,N,N,N
2018,260396,N,N,Y,Y
2018,260397,N,N,Y,Y
2018,260398,N,N,Y,Y
2018,260400,N,N,Y,Y
2018,260401,N,N,Y,Y
2018,260402,N,N,Y,Y
2018,260403,N,N,Y,N
2018,260404,N,N,Y,Y
2018,260405,N,N,Y,Y
2018,260406,N,N,Y,Y
2018,260407,N,N,Y,Y
2018,260408,N,N,N,N
2018,260410,N,N,Y,Y
2018,260411,N,N,N,N
2018,260412,N,N,N,N
2018,260413,N,N,Y,Y
2018,260414,N,N,Y,Y
2018,260415,N,N,Y,Y
2018,260416,N,N,N,N
2018,260417,N,N,Y,Y
2018,260418,N,N,Y,Y
2018,260419,N,N,Y,Y
2018,260424,N,N,N,N
2018,260425,N,N,Y,Y
2018,260426,N,N,Y,Y
2018,260427,N,N,N,N
2018,260428,N,N,Y,Y
2018,260430,N,N,N,N
2018,260432,N,N,N,N
2018,260434,N,N,N,N
2018,260440,N,N,Y,Y
2018,260444,N,N,Y,Y
2018,260446,N,N,Y,N
2018,260448,N,N,Y,Y
2018,260449,N,N,N,N
2018,260450,N,N,Y,Y
2018,260452,N,N,Y,Y
2018,260454,N,N,Y,Y
2018,260455,N,N,Y,Y
2018,260459,N,N,Y,Y
2018,260700,N,N,N,N
2018,26B000,N,N,Y,Y
2018,26C000,N,N,Y,Y
2018,270304,N,N,N,N
2018,270306,N,N,Y,Y
2018,270308,N,N,Y,Y
2018,270309,N,N,Y,Y
2018,270310,N,N,Y,Y
2018,270311,N,N,N,N
2018,270312,N,N,N,N
2018,270316,N,N,Y,Y
2018,270318,N,N,Y,Y
2018,270320,N,N,Y,Y
2018,27A000,N,N,N,N
2018,280302,N,N,N,N
2018,280304,N,N,Y,Y
2018,280306,N,N,N,N
2018,280308,N,N,N,N
2018,280310,N,N,Y,Y
2018,280312,N,N,Y,Y
2018,280316,N,N,N,N
2018,280320,N,N,Y,Y
2018,280324,N,N,Y,Y
2018,280328,N,N,Y,Y
2018,280330,N,N,N,N
2018,290302,N,N,Y,Y
2018,290306,N,N,N,N
2018,290307,N,N,Y,Y
2018,290308,N,N,N,N
2018,290309,N,N,Y,Y
2018,290310,N,N,Y,Y
2018,290312,N,N,Y,Y
2018,290314,N,N,N,N
2018,290315,N,N,N,N
2018,290316,N,N,Y,Y
2018,290320,N,N,Y,Y
2018,290322,N,N,Y,Y
2018,290324,N,N,Y,Y
2018,290328,N,N,Y,Y
2018,290330,N,N,N,N
2018,290332,N,N,N,N
2018,290333,N,N,Y,Y
2018,290334,N,N,Y,Y
2018,290336,N,N,Y,Y
2018,290344,N,N,Y,Y
2018,290348,N,N,N,N
2018,290349,N,N,N,N
2018,290350,N,N,Y,Y
2018,290351,N,N,Y,Y
2018,290352,N,N,Y,Y
2018,290356,N,N,Y,Y
2018,290364,N,N,Y,Y
2018,290365,N,N,Y,Y
2018,290366,N,N,Y,Y
2018,290367,N,N,Y,Y
2018,290375,N,N,N,N
2018,290376,N,N,Y,Y
2018,290380,N,N,N,N
2018,290384,N,N,Y,Y
2018,290388,N,N,Y,N
2018,290389,N,N,N,N
2018,291308,N,N,Y,Y
2018,291332,N,N,Y,Y
2018,291336,N,N,Y,Y
2018,291340,N,N,Y,Y
2018,291348,N,N,Y,Y
2018,291350,N,N,N,N
2018,291352,N,N,Y,Y
2018,292316,N,N,Y,Y
2018,292318,N,N,Y,Y
2018,292320,N,N,Y,Y
2018,292324,N,N,Y,Y
2018,298202,N,N,N,N
2018,298203,N,N,N,N
2018,298204,N,N,N,N
2018,300306,Y,N,N,N
2018,300308,N,N,Y,Y
2018,300310,N,N,Y,Y
2018,300312,N,N,Y,Y
2018,300314,N,N,N,N
2018,300320,N,N,N,N
2018,300325,N,N,Y,Y
2018,300326,N,N,Y,Y
2018,300328,N,N,N,N
2018,300330,N,N,Y,Y
2018,300336,N,N,N,N
2018,300337,N,N,Y,Y
2018,310304,N,N,Y,Y
2018,310308,N,N,Y,Y
2018,310330,N,N,Y,Y
2018,310336,N,N,Y,Y
2018,310338,N,N,N,N
2018,310344,N,N,Y,Y
2018,310352,N,N,Y,Y
2018,310356,N,N,Y,Y
2018,310360,N,N,Y,Y
2018,310364,N,N,N,N
2018,310384,N,N,Y,Y
2018,310388,N,N,Y,Y
2018,310392,N,N,Y,Y
2018,320304,N,N,Y,Y
2018,320306,Y,N,N,N
2018,320308,N,N,Y,N
2018,320309,N,N,N,N
2018,320310,N,N,Y,Y
2018,320312,N,N,N,N
2018,320313,N,N,Y,Y
2018,320314,N,N,Y,Y
2018,320315,N,N,Y,Y
2018,320316,N,N,Y,Y
2018,320317,N,N,N,N
2018,320318,N,N,Y,Y
2018,320319,N,N,N,N
2018,320320,N,N,Y,Y
2018,320322,N,Y,Y,Y
2018,320323,N,N,N,N
2018,320324,N,N,N,N
2018,320325,N,N,Y,Y
2018,320327,N,N,Y,Y
2018,320328,N,N,Y,Y
2018,320329,N,N,N,N
2018,320332,N,N,N,N
2018,320336,N,N,N,N
2018,320338,Y,N,N,N
2018,320339,Y,N,N,N
2018,320340,N,N,Y,N
2018,320341,N,Y,Y,Y
2018,320342,N,N,Y,Y
2018,320343,N,N,Y,Y
2018,320344,N,N,Y,N
2018,320346,N,N,Y,Y
2018,320347,N,N,Y,N
2018,320348,N,N,N,N
2018,320352,N,N,Y,Y
2018,320353,N,N,N,N
2018,320354,N,N,N,N
2018,320355,N,N,Y,Y
2018,320356,N,N,Y,Y
2018,320360,N,N,Y,Y
2018,320362,N,N,Y,Y
2018,320363,N,N,Y,Y
2018,320364,N,N,N,N
2018,320365,N,N,N,N
2018,320366,N,N,Y,Y
2018,320367,N,N,Y,Y
2018,320368,N,N,N,N
2018,320369,N,N,Y,Y
2018,320370,N,N,Y,Y
2018,320372,N,N,Y,N
2018,320374,N,N,Y,Y
2018,320376,N,N,Y,Y
2018,320388,N,N,Y,Y
2018,320400,Y,N,N,N
2018,320701,N,N,N,N
2018,32A000,N,N,Y,Y
2018,32B000,N,N,Y,Y
2018,32C000,N,N,Y,Y
2018,32D000,N,N,Y,Y
2018,32H000,N,N,Y,Y
2018,32K000,N,N,Y,Y
2018,32L000,N,N,N,N
2018,32M000,N,N,Y,Y
2018,32N000,N,N,N,N
2018,32P000,N,N,Y,Y
2018,32Q000,N,N,Y,Y
2018,32R000,N,N,Y,Y
2018,32S000,N,N,Y,Y
2018,330304,N,N,Y,Y
2018,330308,N,N,Y,Y
2018,330312,Y,N,N,N
2018,330326,N,N,N,N
2018,330328,N,N,N,N
2018,330332,Y,N,N,N
2018,330334,N,N,Y,Y
2018,330340,N,N,Y,Y
2018,330344,N,N,Y,Y
2018,330348,N,N,Y,Y
2018,330350,N,N,Y,Y
2018,330354,Y,N,N,N
2018,330358,N,N,Y,Y
2018,330360,N,N,Y,Y
2018,33A000,N,N,Y,Y
2018,340308,Y,N,N,N
2018,340311,N,N,Y,Y
2018,340314,N,N,Y,Y
2018,340320,N,N,Y,Y
2018,340326,N,N,Y,Y
2018,340330,N,Y,Y,Y
2018,340332,N,N,N,N
2018,340334,N,N,Y,Y
2018,340336,N,Y,Y,Y
2018,340344,N,N,Y,Y
2018,340348,N,N,N,N
2018,340350,N,N,Y,Y
2018,340351,Y,N,N,N
2018,340354,N,N,N,N
2018,340362,N,N,N,N
2018,340364,N,N,Y,N
2018,340366,N,N,Y,Y
2018,340368,N,N,Y,Y
2018,340372,N,N,Y,Y
2018,340376,Y,N,N,N
2018,340380,N,N,Y,Y
2018,340382,N,N,Y,Y
2018,340384,N,N,Y,Y
2018,340385,Y,Y,N,N
2018,340390,N,N,Y,Y
2018,340392,N,N,Y,Y
2018,340398,N,N,N,N
2018,340400,N,N,Y,Y
2018,340403,N,N,N,N
2018,340406,N,N,Y,Y
2018,340416,N,N,Y,Y
2018,340420,N,N,Y,Y
2018,340424,Y,N,N,N
2018,340426,N,N,Y,Y
2018,340427,Y,N,N,N
2018,340428,N,N,N,N
2018,340430,N,N,Y,Y
2018,340432,N,N,N,N
2018,340436,N,N,Y,Y
2018,340440,N,N,N,N
2018,340442,N,N,N,N
2018,340446,N,N,N,N
2018,340447,Y,N,N,N
2018,340448,N,N,Y,Y
2018,340452,Y,N,N,N
2018,340453,N,N,Y,Y
2018,340454,N,N,Y,Y
2018,340457,N,N,N,N
2018,340460,N,N,N,N
2018,340462,N,N,Y,Y
2018,340464,N,N,Y,Y
2018,340472,N,N,Y,Y
2018,340476,N,N,Y,Y
2018,340480,N,N,Y,Y
2018,340486,N,N,Y,Y
2018,340488,N,N,Y,Y
2018,340490,Y,N,N,N
2018,340492,Y,N,N,N
2018,340494,N,N,N,N
2018,340495,N,N,Y,Y
2018,340496,N,N,Y,Y
2018,340504,N,N,Y,Y
2018,340508,N,N,Y,Y
2018,340512,N,N,N,N
2018,340514,N,N,Y,Y
2018,340516,N,N,Y,Y
2018,340520,N,N,Y,Y
2018,340528,N,N,N,N
2018,340530,N,N,Y,Y
2018,340531,N,N,Y,Y
2018,340532,N,N,Y,Y
2018,340536,N,N,N,N
2018,340540,N,N,Y,Y
2018,340542,N,N,Y,Y
2018,340544,N,N,Y,Y
2018,340548,N,N,Y,Y
2018,340556,N,N,N,N
2018,340560,N,N,N,N
2018,340564,N,N,Y,Y
2018,340568,N,N,Y,Y
2018,34B000,N,N,Y,Y
2018,34D000,N,N,N,N
2018,34F000,N,N,Y,Y
2018,34G000,N,N,Y,Y
2018,34H000,N,N,N,N
2018,350304,N,N,Y,Y
2018,350308,N,N,Y,Y
2018,350310,N,N,Y,Y
2018,350312,N,N,Y,Y
2018,350316,N,N,N,N
2018,350317,N,N,N,N
2018,350318,N,N,Y,Y
2018,350321,N,N,Y,Y
2018,350324,N,N,Y,Y
2018,350330,N,N,N,N
2018,350331,N,N,Y,Y
2018,350332,N,N,Y,Y
2018,350336,N,N,N,N
2018,350338,N,N,Y,Y
2018,350339,N,N,Y,Y
2018,350340,N,N,Y,Y
2018,35A000,N,N,Y,Y
2018,35B000,N,N,N,N
2018,360310,N,N,N,N
2018,360320,N,N,N,N
2018,360324,N,N,Y,Y
2018,360332,N,N,Y,Y
2018,360336,N,N,Y,Y
2018,360337,N,N,N,N
2018,360338,N,N,Y,Y
2018,360339,N,N,Y,Y
2018,360340,N,N,Y,Y
2018,360344,N,N,Y,Y
2018,360348,N,N,Y,Y
2018,360352,N,N,Y,Y
2018,360360,N,N,Y,Y
2018,360364,N,N,N,N
2018,360372,Y,Y,N,N
2018,360376,N,N,Y,Y
2018,360378,N,N,N,N
2018,360380,N,N,N,N
2018,360390,N,N,Y,N
2018,360392,N,N,Y,Y
2018,360394,N,N,Y,Y
2018,360396,N,N,N,N
2018,360400,N,N,Y,Y
2018,360408,N,N,Y,Y
2018,360418,N,N,N,N
2018,360420,N,N,N,N
2018,360426,N,N,Y,Y
2018,360428,N,N,N,N
2018,360430,N,N,N,N
2018,360431,N,N,Y,Y
