year,agency_code,stu_enroll,cte_enroll,pct
2018,120314,929,674,72.55
2018,120315,646,620,95.98
2018,120318,1097,814,74.20
2018,120334,519,493,94.99
2018,120346,600,439,73.17
2018,120350,557,470,84.38
2018,120370,978,762,77.91
2018,120376,500,409,81.80
2018,120390,473,447,94.50
2018,130307,1769,1298,73.37
2018,130310,1642,1230,74.91
2018,130313,892,406,45.52
2018,130314,1208,830,68.71
2018,130315,631,282,44.69
2018,130316,1281,851,66.43
2018,130317,166,60,36.14
2018,130318,1052,550,52.28
2018,130320,1319,1000,75.82
2018,130323,642,412,64.17
2018,130324,849,550,64.78
2018,130326,1259,947,75.22
2018,130327,894,512,57.27
2018,130332,1701,1082,63.61
2018,130333,144,69,47.92
2018,130346,1197,771,64.41
2018,130349,122,58,47.54
2018,130350,234,23,9.83
2018,130355,1005,898,89.35
2018,132304,1603,1252,78.10
2018,132330,1209,1122,92.80
2018,13A000,428,65,15.19
2018,140305,233,213,91.42
2018,140306,90,54,60.00
2018,140308,115,115,100.00
2018,140309,386,67,17.36
2018,140332,538,418,77.70
2018,140336,585,520,88.89
2018,140344,98,98,100.00
2018,140348,830,553,66.63
2018,140356,647,553,85.47
2018,140360,44,44,100.00
2018,140368,573,409,71.38
2018,140376,44,23,52.27
2018,140386,1429,959,67.11
2018,140390,818,539,65.89
2018,150304,430,360,83.72
2018,150312,268,157,58.58
2018,150350,167,60,35.93
2018,160310,279,263,94.27
2018,160311,638,331,51.88
2018,160313,559,408,72.99
2018,160314,901,660,73.25
2018,160318,512,297,58.01
2018,160326,391,289,73.91
2018,160332,171,136,79.53
2018,160344,1218,883,72.50
2018,170316,793,689,86.89
2018,170338,571,483,84.59
2018,180302,638,620,97.18
2018,180308,895,661,73.85
2018,180320,908,702,77.31
2018,180323,24,15,62.50
2018,180325,407,44,10.81
2018,180340,968,741,76.55
2018,180342,484,396,81.82
2018,180346,423,411,97.16
2018,180348,903,712,78.85
2018,180352,387,312,80.62
2018,180364,474,455,95.99
2018,180376,1261,940,74.54
2018,181312,543,415,76.43
2018,181316,454,350,77.09
2018,181318,152,132,86.84
2018,181322,1079,661,61.26
2018,182316,775,609,78.58
2018,182321,628,450,71.66
2018,182700,216,84,38.89
2018,190304,77,72,93.51
2018,190308,113,79,69.91
2018,190310,36,32,88.89
2018,190312,575,546,94.96
2018,190316,414,339,81.88
2018,190328,353,209,59.21
2018,190332,95,95,100.00
2018,190336,871,703,80.71
2018,190339,669,556,83.11
2018,190340,116,75,64.66
2018,190342,1368,952,69.59
2018,190352,144,142,98.61
2018,190501,34,19,55.88
2018,19A000,318,82,25.79
2018,200308,225,147,65.33
2018,200310,164,50,30.49
2018,200312,62,36,58.06
2018,200314,200,170,85.00
2018,200320,68,40,58.82
2018,200322,77,46,59.74
2018,200328,520,398,76.54
2018,200330,325,214,65.85
2018,200336,87,54,62.07
2018,200350,136,59,43.38
2018,210304,437,306,70.02
2018,210312,609,484,79.47
2018,220310,382,320,83.77
2018,220312,318,125,39.31
2018,230312,963,695,72.17
2018,230316,766,363,47.39
2018,230322,211,154,72.99
2018,230324,1150,813,70.70
2018,230328,875,468,53.49
2018,230330,193,120,62.18
2018,230350,1222,982,80.36
2018,230352,624,321,51.44
2018,230361,887,681,76.78
2018,230362,450,207,46.00
2018,23A000,226,194,85.84
2018,240304,125,125,100.00
2018,240328,116,79,68.10
2018,240330,105,103,98.10
2018,240334,431,298,69.14
2018,240344,91,89,97.80
2018,240356,221,73,33.03
2018,240368,182,60,32.97
2018,240371,755,457,60.53
2018,240373,323,177,54.80
2018,240376,167,56,33.53
2018,240380,440,288,65.45
2018,240388,236,79,33.47
2018,241304,478,378,79.08
2018,241312,36,1,2.78
2018,241316,652,462,70.86
2018,24B000,121,4,3.31
2018,250321,193,98,50.78
2018,250324,569,367,64.50
2018,250332,849,572,67.37
2018,250340,1069,809,75.68
2018,250344,387,294,75.97
2018,250356,1740,1081,62.13
2018,250368,516,354,68.60
2018,250372,926,711,76.78
2018,250376,725,624,86.07
2018,260318,1976,1526,77.23
2018,260321,585,540,92.31
2018,260322,1118,870,77.82
2018,260325,1435,1179,82.16
2018,260336,424,368,86.79
2018,260347,245,7,2.86
2018,260357,1477,1159,78.47
2018,260358,526,485,92.21
2018,260359,961,653,67.95
2018,260362,1075,1057,98.33
2018,260365,721,706,97.92
2018,260368,559,474,84.79
2018,260369,1018,809,79.47
2018,260371,293,1,0.34
2018,260372,543,510,93.92
2018,260374,179,45,25.14
2018,260383,1136,863,75.97
2018,260388,289,25,8.65
2018,260406,816,681,83.46
2018,260408,1618,1274,78.74
2018,260411,290,156,53.79
2018,260413,148,131,88.51
2018,260417,387,287,74.16
2018,260418,472,469,99.36
2018,260419,324,306,94.44
2018,260424,1458,1218,83.54
2018,260425,631,498,78.92
2018,260427,1706,1178,69.05
2018,260428,469,410,87.42
2018,260446,1228,745,60.67
2018,260449,156,110,70.51
2018,260454,734,691,94.14
2018,260455,1163,828,71.20
2018,260700,235,34,14.47
2018,270306,940,672,71.49
2018,270308,385,284,73.77
2018,270311,292,130,44.52
2018,270318,563,430,76.38
2018,280304,341,217,63.64
2018,280316,503,302,60.04
2018,280320,451,262,58.09
2018,280328,661,282,42.66
2018,280330,805,329,40.87
2018,290308,944,741,78.50
2018,290309,803,364,45.33
2018,290314,129,70,54.26
2018,290315,149,12,8.05
2018,290322,682,413,60.56
2018,290324,864,742,85.88
2018,290334,708,384,54.24
2018,290336,1115,836,74.98
2018,290348,1269,1009,79.51
2018,290349,494,405,81.98
2018,290350,737,479,64.99
2018,290351,694,304,43.80
2018,290365,383,327,85.38
2018,290367,283,208,73.50
2018,290376,614,307,50.00
2018,290388,753,667,88.58
2018,290389,190,175,92.11
2018,291332,742,453,61.05
2018,291336,857,719,83.90
2018,292320,520,372,71.54
2018,292324,682,544,79.77
2018,298202,48,37,77.08
2018,298203,53,40,75.47
2018,298204,59,54,91.53
2018,300312,1715,1213,70.73
2018,300314,170,9,5.29
2018,300325,441,425,96.37
2018,300330,566,488,86.22
2018,300337,480,453,94.38
2018,310304,286,217,75.87
2018,310308,281,275,97.86
2018,310330,175,175,100.00
2018,310336,258,257,99.61
2018,310338,199,71,35.68
2018,310344,962,772,80.25
2018,310352,644,497,77.17
2018,310356,175,134,76.57
2018,310360,108,108,100.00
2018,310364,504,373,74.01
2018,310384,364,320,87.91
2018,310388,350,297,84.86
2018,310392,651,554,85.10
2018,320306,524,401,76.53
2018,320312,1900,1188,62.53
2018,320314,586,3,0.51
2018,320316,855,722,84.44
2018,320317,338,318,94.08
2018,320322,181,80,44.20
2018,320323,1704,132,7.75
2018,320325,1367,886,64.81
2018,320338,452,351,77.65
2018,320340,118,113,95.76
2018,320341,180,64,35.56
2018,320342,293,147,50.17
2018,320343,475,355,74.74
2018,320346,587,461,78.53
2018,320353,194,67,34.54
2018,320355,779,725,93.07
2018,320356,1505,799,53.09
2018,320365,1807,1069,59.16
2018,320366,919,617,67.14
2018,320368,1401,860,61.38
2018,320370,618,484,78.32
2018,320701,326,269,82.52
2018,32L000,730,263,36.03
2018,330326,172,31,18.02
2018,330328,240,169,70.42
2018,330332,127,58,45.67
2018,330340,364,240,65.93
2018,330344,269,123,45.72
2018,330348,333,298,89.49
2018,330350,863,681,78.91
2018,330358,594,496,83.50
2018,330360,190,79,41.58
2018,33A000,491,221,45.01
2018,340311,943,914,96.92
2018,340330,584,321,54.97
2018,340336,187,126,67.38
2018,340350,1119,873,78.02
2018,340354,127,127,100.00
2018,340362,258,23,8.91
2018,340364,1779,1015,57.05
2018,340366,733,524,71.49
2018,340372,835,509,60.96
2018,340382,1453,727,50.03
2018,340385,141,32,22.70
2018,340392,712,528,74.16
2018,340406,1258,978,77.74
2018,340420,664,506,76.20
2018,340427,65,18,27.69
2018,340436,132,121,91.67
2018,340442,1170,1000,85.47
2018,340446,105,17,16.19
2018,340452,354,297,83.90
2018,340454,1547,857,55.40
2018,340460,1021,685,67.09
2018,340464,935,651,69.63
2018,340480,753,513,68.13
2018,340486,1450,751,51.79
2018,340488,328,319,97.26
2018,340492,479,275,57.41
2018,340495,1990,970,48.74
2018,340496,1696,734,43.28
2018,340516,1136,980,86.27
2018,340542,714,508,71.15
2018,340544,688,496,72.09
2018,340556,2342,1151,49.15
2018,340564,617,502,81.36
2018,340568,346,127,36.71
2018,34B000,248,1,0.40
2018,34D000,186,83,44.62
2018,34H000,392,23,5.87
2018,350308,884,699,79.07
2018,350310,615,477,77.56
2018,350312,605,489,80.83
2018,350317,181,84,46.41
2018,350321,1041,812,78.00
2018,350324,239,146,61.09
2018,350336,552,424,76.81
2018,350338,438,362,82.65
2018,360310,1295,867,66.95
2018,360324,702,695,99.00
2018,360336,655,500,76.34
2018,360337,252,14,5.56
2018,360360,519,411,79.19
2018,360372,202,96,47.52
2018,360378,1036,686,66.22
2018,360380,846,796,94.09
2018,360390,856,526,61.45
2018,360396,1175,690,58.72
2018,360408,684,626,91.52
2018,360418,548,547,99.82
2018,360426,735,694,94.42
2018,360428,1127,858,76.13
2018,360431,407,364,89.43
2018,360436,565,524,92.74
2018,360456,682,633,92.82
2018,360470,1045,708,67.75
2018,360494,1033,629,60.89
2018,360498,818,759,92.79
2018,360500,549,505,91.99
2018,360514,685,627,91.53
2018,360526,391,296,75.70
2018,36B000,661,21,3.18
2018,36C000,862,34,3.94
2018,370308,390,379,97.18
2018,370312,493,337,68.36
2018,380308,366,234,63.93
2018,380310,195,178,91.28
2018,390309,429,383,89.28
2018,390314,59,12,20.34
2018,390320,562,489,87.01
2018,390322,639,500,78.25
2018,390323,216,101,46.76
2018,390324,510,417,81.76
2018,390331,323,255,78.95
2018,390334,374,290,77.54
2018,390352,809,628,77.63
2018,390700,253,195,77.08
2018,39A000,440,9,2.05
2018,400308,762,567,74.41
2018,400312,685,550,80.29
2018,400315,163,19,11.66
2018,410311,282,195,69.15
2018,410313,771,503,65.24
2018,410316,703,537,76.39
2018,410319,765,621,81.18
2018,410325,595,493,82.86
2018,410326,104,82,78.85
2018,410355,1380,987,71.52
2018,410358,1241,934,75.26
2018,410367,739,600,81.19
2018,410390,115,23,20.00
2018,410391,591,217,36.72
2018,410394,1708,603,35.30
2018,410395,197,56,28.43
2018,410397,637,438,68.76
2018,410399,130,15,11.54
2018,410401,196,54,27.55
2018,410402,655,654,99.85
2018,410406,1408,817,58.03
2018,410407,123,107,86.99
2018,410408,134,60,44.78
2018,410415,478,369,77.20
2018,410421,1108,795,71.75
2018,410437,776,598,77.06
2018,410442,900,578,64.22
2018,410448,546,207,37.91
2018,410458,84,84,100.00
2018,410460,966,584,60.46
2018,410463,718,482,67.13
2018,410464,38,8,21.05
2018,410483,120,99,82.50
2018,410484,1021,785,76.89
2018,410487,704,579,82.24
2018,410488,881,490,55.62
2018,410489,1341,605,45.12
2018,410490,2053,829,40.38
2018,410493,1053,763,72.46
2018,410508,1879,844,44.92
2018,410529,1427,1069,74.91
2018,410533,59,25,42.37
2018,410534,36,15,41.67
2018,410544,1238,829,66.96
2018,410545,204,196,96.08
2018,410547,1314,976,74.28
2018,410550,948,762,80.38
2018,410556,1093,850,77.77
2018,410562,1560,995,63.78
2018,410565,1200,821,68.42
2018,410569,183,139,75.96
2018,410579,200,125,62.50
2018,410589,303,51,16.83
2018,410592,358,349,97.49
2018,410595,1217,614,50.45
2018,41F000,658,98,14.89
2018,41H000,176,6,3.41
2018,420324,236,134,56.78
2018,420346,406,303,74.63
2018,420358,262,218,83.21
2018,420376,301,227,75.42
2018,421306,609,516,84.73
2018,421316,1007,767,76.17
2018,422310,160,111,69.38
2018,422315,203,171,84.24
2018,422318,158,139,87.97
2018,430330,607,288,47.45
2018,430332,360,162,45.00
2018,430341,45,23,51.11
2018,430345,148,57,38.51
2018,430346,1512,1147,75.86
2018,430347,1157,528,45.64
2018,430351,877,350,39.91
2018,430370,746,244,32.71
2018,430371,1784,1367,76.63
2018,430378,1306,1043,79.86
2018,430384,1396,1087,77.87
2018,430386,729,203,27.85
2018,440318,260,194,74.62
2018,440320,560,363,64.82
2018,440326,132,74,56.06
2018,440346,158,46,29.11
2018,440378,1017,834,82.01
2018,440390,1000,792,79.20
2018,440396,772,372,48.19
2018,450301,850,471,55.41
2018,450316,851,663,77.91
2018,450328,741,464,62.62
2018,450334,792,570,71.97
2018,450335,558,417,74.73
2018,450341,989,714,72.19
2018,450342,855,511,59.77
2018,450343,221,147,66.52
2018,450352,1126,797,70.78
2018,450354,200,92,46.00
2018,460318,664,598,90.06
2018,460320,659,494,74.96
2018,460322,163,123,75.46
2018,460340,66,66,100.00
2018,470312,1949,1280,65.67
2018,470320,579,216,37.31
2018,470332,677,351,51.85
2018,470342,125,82,65.60
2018,470442,632,377,59.65
2018,470443,367,29,7.90
2018,480316,86,61,70.93
2018,480318,199,163,81.91
2018,490307,100,97,97.00
2018,490308,739,470,63.60
2018,490310,118,50,42.37
2018,490320,228,94,41.23
2018,490327,476,273,57.35
2018,490335,1960,1282,65.41
2018,490338,543,379,69.80
2018,490344,443,426,96.16
2018,490346,997,773,77.53
2018,490347,429,426,99.30
2018,490349,587,465,79.22
2018,490350,231,96,41.56
2018,490352,370,299,80.81
2018,490354,914,672,73.52
2018,490355,263,100,38.02
2018,490362,1621,961,59.28
2018,490366,383,291,75.98
2018,490380,833,608,72.99
2018,490384,615,269,43.74
2018,491308,951,774,81.39
2018,491312,1892,1305,68.97
2018,49E000,1120,178,15.89
2018,49F000,695,76,10.94
2018,500302,168,95,56.55
2018,500304,164,108,65.85
2018,500314,258,170,65.89
2018,500323,127,39,30.71
2018,500324,134,73,54.48
2018,500332,122,117,95.90
2018,500337,107,103,96.26
2018,500340,894,569,63.65
2018,510310,363,206,56.75
2018,510324,1802,1313,72.86
2018,510325,123,27,21.95
2018,510327,1671,1158,69.30
2018,510329,1014,857,84.52
2018,510333,1895,1409,74.35
2018,510342,507,415,81.85
2018,510344,654,412,63.00
2018,510359,720,663,92.08
2018,510360,203,161,79.31
2018,510364,1127,793,70.36
2018,510368,789,574,72.75
2018,510376,996,840,84.34
2018,510379,1276,886,69.44
2018,510382,98,2,2.04
2018,510390,362,301,83.15
2018,510397,612,556,90.85
2018,510399,1346,775,57.58
2018,510402,1245,861,69.16
2018,510406,1422,1071,75.32
2018,510411,643,472,73.41
2018,510412,593,480,80.94
2018,51A000,461,90,19.52
2018,520320,324,262,80.86
2018,520324,166,162,97.59
2018,530306,87,44,50.57
2018,530314,624,408,65.38
2018,530335,296,54,18.24
2018,530336,1468,1168,79.56
2018,530341,879,763,86.80
2018,530343,1140,872,76.49
2018,530356,661,443,67.02
2018,540308,336,313,93.15
2018,540312,508,270,53.15
2018,540315,694,571,82.28
2018,540317,198,39,19.70
2018,540318,102,19,18.63
2018,540324,865,724,83.70
2018,540330,464,252,54.31
2018,540336,725,591,81.52
2018,540344,614,495,80.62
2018,550308,75,35,46.67
2018,550320,933,721,77.28
2018,550322,690,435,63.04
2018,550332,842,601,71.38
2018,550334,621,253,40.74
2018,550344,989,723,73.10
2018,550350,717,467,65.13
2018,550368,872,649,74.43
2018,550372,607,372,61.29
2018,55A000,1146,49,4.28
2018,560320,926,730,78.83
2018,560324,189,89,47.09
2018,560329,147,64,43.54
2018,560330,558,450,80.65
2018,560332,44,40,90.91
2018,560350,123,99,80.49
2018,570317,244,54,22.13
2018,570318,536,420,78.36
2018,570319,508,323,63.58
2018,580344,244,195,79.92
2018,580350,215,159,73.95
2018,580368,578,453,78.37
2018,580372,472,335,70.97
2018,58B000,402,252,62.69
2018,590310,573,279,48.69
2018,590328,280,96,34.29
2018,590330,1512,1204,79.63
2018,590356,594,380,63.97
2018,590393,284,157,55.28
2018,600301,1139,784,68.83
2018,600302,3189,2103,65.95
2018,600305,895,725,81.01
2018,600311,174,35,20.11
2018,600312,2589,1597,61.68
2018,600313,1613,892,55.30
2018,600317,775,638,82.32
2018,600319,222,92,41.44
2018,600333,1081,739,68.36
2018,600334,248,66,26.61
2018,600341,906,593,65.45
2018,600344,232,122,52.59
2018,600345,1849,1108,59.92
2018,600351,753,735,97.61
2018,600353,778,474,60.93
2018,600361,2063,1396,67.67
2018,600364,158,110,69.62
2018,600366,164,164,100.00
2018,600374,147,117,79.59
2018,600377,2015,1249,61.99
2018,600381,838,638,76.13
2018,600386,241,236,97.93
2018,600394,1040,625,60.10
2018,600397,1698,877,51.65
2018,600399,1460,767,52.53
2018,600404,173,56,32.37
2018,600405,1481,898,60.63
2018,600415,1610,1124,69.81
2018,600426,2206,1361,61.70
2018,600428,1055,767,72.70
2018,600429,369,369,100.00
2018,600431,1189,777,65.35
2018,600434,987,714,72.34
2018,600439,322,178,55.28
2018,600443,258,92,35.66
2018,600445,2608,1561,59.85
2018,600448,944,723,76.59
2018,600450,1092,692,63.37
2018,600455,1226,703,57.34
2018,600457,1555,956,61.48
2018,600461,69,19,27.54
2018,600462,246,206,83.74
2018,600466,3151,1763,55.95
2018,600479,636,538,84.59
2018,600480,2319,1420,61.23
2018,600481,731,544,74.42
2018,600482,1044,450,43.10
2018,600488,134,93,69.40
2018,600489,215,180,83.72
2018,600496,1600,1427,89.19
2018,600497,1053,308,29.25
2018,600498,160,126,78.75
2018,600499,3,1,33.33
2018,600508,2025,1244,61.43
2018,600509,967,647,66.91
2018,600513,1114,827,74.24
2018,600514,928,675,72.74
2018,600517,238,118,49.58
2018,600518,1242,918,73.91
2018,600520,578,332,57.44
2018,600532,444,218,49.10
2018,600535,2952,1656,56.10
2018,600537,970,567,58.45
2018,600538,1405,1001,71.25
2018,600553,198,129,65.15
2018,600567,301,300,99.67
2018,600574,125,104,83.20
2018,600576,1364,850,62.32
2018,600577,166,135,81.33
2018,600579,1556,1137,73.07
2018,600582,168,116,69.05
2018,600592,1716,1018,59.32
2018,600594,109,21,19.27
2018,600693,609,345,56.65
2018,600694,603,456,75.62
2018,600695,421,330,78.38
2018,600696,376,313,83.24
2018,600697,629,446,70.91
2018,60D000,1397,30,2.15
2018,60G000,736,12,1.63
2018,60K000,346,21,6.07
2018,60S000,505,257,50.89
2018,60V000,243,13,5.35
2018,610302,160,68,42.50
2018,610326,237,111,46.84
2018,610332,138,75,54.35
2018,610334,514,450,87.55
2018,620310,68,27,39.71
2018,620314,449,302,67.26
2018,620316,567,408,71.96
2018,620339,368,312,84.78
2018,620340,476,378,79.41
2018,620350,122,76,62.30
2018,630317,405,189,46.67
2018,630320,223,171,76.68
2018,630328,93,86,92.47
2018,630330,107,4,3.74
2018,630331,568,339,59.68
2018,630332,550,446,81.09
2018,630336,2086,1394,66.83
2018,630350,690,285,41.30
2018,630360,1300,940,72.31
2018,630374,853,446,52.29
2018,630376,106,61,57.55
2018,63B000,194,5,2.58
2018,640320,633,485,76.62
2018,640329,427,332,77.75
2018,640334,271,150,55.35
2018,640335,363,322,88.71
2018,640340,128,57,44.53
2018,640346,989,739,74.72
2018,640347,295,53,17.97
2018,640350,1070,832,77.76
2018,640358,842,584,69.36
2018,640361,1155,810,70.13
2018,640362,805,584,72.55
2018,640364,1089,780,71.63
2018,64A000,69,5,7.25
2018,650310,962,670,69.65
2018,650325,738,317,42.95
2018,650326,2285,1302,56.98
2018,650327,1949,1252,64.24
2018,650332,59,45,76.27
2018,650340,223,65,29.15
2018,650342,1796,1059,58.96
2018,650343,639,419,65.57
2018,650350,886,552,62.30
2018,650351,699,480,68.67
2018,650352,1534,889,57.95
2018,650354,97,48,49.48
2018,650355,107,56,52.34
2018,650364,845,637,75.38
2018,650392,648,489,75.46
2018,650394,243,88,36.21
2018,650395,43,43,100.00
2018,650409,154,124,80.52
2018,660308,216,92,42.59
2018,660325,129,33,25.58
2018,660336,347,296,85.30
2018,660400,117,46,39.32
2018,670300,53,53,100.00
2018,670318,712,483,67.84
2018,670320,928,667,71.88
2018,670322,707,478,67.61
2018,670324,1285,1018,79.22
2018,670325,1016,737,72.54
2018,670331,487,410,84.19
2018,670333,1214,848,69.85
2018,670336,635,598,94.17
2018,670340,908,759,83.59
2018,670344,787,627,79.67
2018,670345,572,325,56.82
2018,670351,838,526,62.77
2018,670352,1138,988,86.82
2018,670356,796,574,72.11
2018,670364,1094,762,69.65
2018,680304,632,491,77.69
2018,680310,1114,795,71.36
2018,680316,638,435,68.18
2018,680327,461,297,64.43
2018,680332,1291,923,71.49
2018,680335,50,19,38.00
2018,681305,848,334,39.39
2018,681308,1542,700,45.40
2018,681309,659,359,54.48
2018,681314,1441,649,45.04
2018,681322,704,347,49.29
2018,681324,678,391,57.67
2018,681336,824,362,43.93
2018,681338,41,16,39.02
2018,68A000,307,33,10.75
2018,690316,301,208,69.10
2018,690320,434,328,75.58
2018,69A000,289,198,68.51
2018,700308,578,415,71.80
2018,700310,48,38,79.17
2018,700317,761,572,75.16
2018,700319,821,654,79.66
2018,700322,564,398,70.57
2018,70A000,327,78,23.85
2018,710316,266,226,84.96
2018,710320,461,423,91.76
2018,710321,776,593,76.42
2018,710326,667,489,73.31
2018,710327,221,65,29.41
2018,710328,178,117,65.73
2018,710342,1490,1102,73.96
2018,710346,1029,890,86.49
2018,710348,172,120,69.77
2018,720316,476,329,69.12
2018,720320,355,297,83.66
2018,730344,471,299,63.48
2018,730350,102,72,70.59
2018,730352,1240,1008,81.29
2018,730360,453,266,58.72
2018,73B000,706,12,1.70
2018,740302,825,445,53.94
2018,740308,341,219,64.22
2018,740309,693,520,75.04
2018,740320,85,52,61.18
2018,740324,532,342,64.29
2018,740332,332,80,24.10
2018,740333,1668,1241,74.40
2018,740337,783,383,48.91
2018,740340,649,397,61.17
2018,740344,755,563,74.57
2018,740352,176,68,38.64
2018,740358,151,74,49.01
2018,740362,814,312,38.33
2018,740366,1450,936,64.55
2018,740374,886,677,76.41
2018,740376,177,94,53.11
2018,740378,25,1,4.00
2018,740388,1665,1257,75.50
2018,740396,75,29,38.67
2018,740402,409,246,60.15
2018,740500,202,49,24.26
2018,750317,66,30,45.45
2018,750318,625,522,83.52
2018,750319,494,487,98.58
2018,760318,712,571,80.20
2018,760338,582,428,73.54
2018,760339,781,632,80.92
2018,760348,870,765,87.93
2018,760352,671,439,65.42
2018,760354,350,41,11.71
2018,760357,568,381,67.08
2018,760358,970,821,84.64
2018,760360,505,338,66.93
2018,760378,697,394,56.53
2018,760380,702,559,79.63
2018,760382,395,379,95.95
2018,760388,843,667,79.12
2018,761304,1342,1089,81.15
2018,761308,545,333,61.10
2018,761336,459,326,71.02
2018,76A000,893,54,6.05
2018,770316,235,220,93.62
2018,770328,483,481,99.59
2018,770342,92,52,56.52
2018,770348,1391,1156,83.11
2018,770349,266,76,28.57
2018,770351,494,386,78.14
2018,770360,674,581,86.20
2018,770364,268,243,90.67
2018,780324,163,152,93.25
2018,780325,654,519,79.36
2018,780326,287,162,56.45
2018,780336,458,156,34.06
2018,780341,403,341,84.62
2018,780342,2019,1476,73.11
2018,780344,374,296,79.14
2018,780352,241,154,63.90
2018,780360,181,180,99.45
2018,780368,631,541,85.74
2018,780384,314,221,70.38
2018,780385,212,126,59.43
2018,780391,741,520,70.18
2018,780393,527,370,70.21
2018,780396,147,143,97.28
2018,780401,960,783,81.56
2018,780402,474,369,77.85
2018,780403,487,328,67.35
2018,780410,143,88,61.54
2018,780420,1619,1122,69.30
2018,790314,919,704,76.61
2018,790330,644,524,81.37
2018,790354,817,590,72.22
2018,790366,687,491,71.47
2018,790374,543,404,74.40
2018,790378,1063,832,78.27
2018,790379,325,143,44.00
2018,790380,739,636,86.06
2018,790392,53,13,24.53
2018,790394,605,576,95.21
2018,800308,124,60,48.39
2018,800314,796,501,62.94
2018,800320,486,188,38.68
2018,800328,516,294,56.98
2018,800340,983,744,75.69
2018,800361,1280,891,69.61
2018,800363,572,254,44.41
2018,800376,581,433,74.53
2018,800377,489,261,53.37
2018,800394,232,48,20.69
2018,800396,841,588,69.92
2018,800398,720,424,58.89
2018,800400,941,799,84.91
2018,800408,1067,805,75.45
2018,800410,648,335,51.70
2018,810324,716,565,78.91
2018,810326,567,506,89.24
2018,810340,703,598,85.06
2018,810342,599,446,74.46
2018,810378,653,498,76.26
2018,810384,819,568,69.35
2018,810385,182,74,40.66
2018,810386,146,21,14.38
2018,81A000,631,1,0.16
2018,81B000,247,30,12.15
2018,820324,258,44,17.05
2018,820347,409,326,79.71
2018,820348,532,457,85.90
2018,820349,528,392,74.24
2018,820352,780,662,84.87
2018,820354,640,623,97.34
2018,820370,402,308,76.62
2018,820372,435,401,92.18
2018,820388,518,415,80.12
2018,821308,857,717,83.66
2018,821320,681,651,95.59
2018,830304,658,573,87.08
2018,830316,66,29,43.94
2018,830343,1454,1136,78.13
2018,830348,182,27,14.84
2018,830349,569,360,63.27
2018,840302,418,309,73.92
2018,840303,352,166,47.16
2018,840332,580,509,87.76
2018,840342,48,48,100.00
2018,840350,559,372,66.55
2018,840356,500,404,80.80
2018,840358,382,297,77.75
2018,840361,207,74,35.75
2018,840368,729,617,84.64
2018,840370,35,24,68.57
2018,850304,648,461,71.14
2018,850324,118,82,69.49
