year,agency_code,category_code,total_expense,pct_salary,pct_benefits,pct_services,pct_supplies,pct_instruct_equip,pct_building,pct_other,local_perpupil,state_perpupil,federal_perpupil
2008,84B000,H,7401,0.507,0.108,0.122,0.062,0.201,,0,428,5536,1436
2008,91A000,I,7493,0.613,0.153,0.147,0.064,0.023,,0,1355,5988,148
2008,90A000,A,7340,0.559,0.104,0.208,0.088,0.041,,0,2155,5083,101
2008,68A000,I,8249,0.55,0.157,0.233,0.048,0.012,,0,2229,5724,295
2008,88A000,I,7741,0.598,0.179,0.184,0.039,0,,0,1398,5948,394
2008,87A000,I,9868,0.612,0.174,0.163,0.039,0.012,,0,1552,7991,324
2008,86T000,I,7841,0.443,0.125,0.37,0.047,0.015,,0,2041,5654,145
2008,68N000,T,10839,0.526,0.154,0.248,0.051,0.021,,0,2275,8161,402
2008,78A000,M,9297,0.519,0.07,0.226,0.114,0.071,,0,787,7486,1023
2008,95A000,I,8717,0.537,0.149,0.266,0.036,0.012,,0,2174,6296,247
2008,810LEA,,8456,0.661,0.175,0.069,0.091,0.004,,0,1621,5982,851
2008,820LEA,,8199,0.639,0.163,0.083,0.113,0.002,,0,1191,5954,1054
2008,92F000,A,6865,0.581,0.103,0.23,0.056,0.03,,0,1738,4990,136
2008,780LEA,,9057,0.611,0.156,0.094,0.113,0.025,,0.001,1083,6387,1586
2008,800LEA,,8241,0.676,0.169,0.065,0.087,0.003,,0,1933,5460,847
2008,960LEA,,8298,0.648,0.157,0.089,0.105,0.001,,0,1327,6032,939
2008,860LEA,,8292,0.659,0.171,0.052,0.108,0.01,,0,1557,5861,873
2008,821LEA,,8871,0.67,0.157,0.094,0.075,0.004,,0,1757,6035,1077
2008,790LEA,,8337,0.669,0.169,0.086,0.075,0.001,,0,1629,5842,865
2008,681LEA,,10578,0.693,0.161,0.08,0.058,0.008,,0,4906,5195,477
2008,650LEA,,9459,0.654,0.162,0.093,0.087,0.004,,0,3268,5368,822
2008,610LEA,,9334,0.652,0.163,0.076,0.109,0,,0,1434,7155,743
2008,570LEA,,9058,0.631,0.16,0.095,0.113,0.001,,0,1360,6792,905
2008,550LEA,,7622,0.658,0.16,0.096,0.085,0.001,,0,1589,5403,628
2008,530LEA,,8180,0.663,0.163,0.069,0.102,0.003,,0,1753,5601,826
2008,460LEA,,10578,0.637,0.157,0.076,0.101,0.029,,0,1388,7665,1524
2008,422LEA,,12052,0.636,0.155,0.124,0.085,0,,0,2956,7208,1887
2008,420LEA,,9909,0.637,0.162,0.089,0.097,0.015,,0,1090,7295,1523
2008,400LEA,,9771,0.628,0.154,0.127,0.08,0.011,,0,1321,7198,1251
2008,360LEA,,7522,0.66,0.161,0.077,0.092,0.01,,0,1558,5176,787
2008,340LEA,,9096,0.686,0.165,0.072,0.071,0.006,,0,2624,5681,791
2008,320LEA,,9700,0.652,0.158,0.101,0.084,0.005,,0,3176,5619,904
2008,291LEA,,9602,0.661,0.165,0.098,0.073,0.003,,0,1962,6250,1389
2008,280LEA,,11011,0.634,0.161,0.121,0.08,0.004,,0,4670,5825,515
2008,260LEA,,8138,0.683,0.163,0.067,0.071,0.016,,0,1610,5379,1148
2008,230LEA,,8666,0.665,0.168,0.07,0.087,0.01,,0,1871,5897,897
2008,190LEA,,9768,0.644,0.161,0.099,0.088,0.008,,0,3399,5557,812
2008,181LEA,,8087,0.663,0.165,0.089,0.082,0.001,,0,1810,5365,911
2008,170LEA,,9381,0.648,0.161,0.075,0.091,0.025,,0,1040,7357,983
2008,150LEA,,8741,0.671,0.162,0.079,0.085,0.003,,0,1260,7106,375
2008,132LEA,,8653,0.618,0.153,0.112,0.091,0.026,,0,1909,5470,1273
2008,110LEA,,8431,0.683,0.168,0.056,0.08,0.013,,0,2176,5526,728
2008,090LEA,,9208,0.656,0.161,0.09,0.089,0.004,,0,1199,6375,1632
2008,070LEA,,9054,0.632,0.154,0.096,0.108,0.01,,0,1834,6041,1179
2008,050LEA,,9495,0.657,0.172,0.068,0.094,0.009,,0,1607,6744,1142
2008,040LEA,,9924,0.611,0.15,0.108,0.124,0.007,,0,1454,7035,1434
2008,030LEA,,10670,0.651,0.158,0.077,0.108,0.006,,0,2326,7364,980
2008,010LEA,,7658,0.669,0.167,0.077,0.082,0.005,,0,1700,5294,664
2008,93A000,A,9148,0.595,0.171,0.159,0.075,0,,0,1770,6509,867
2008,96C000,E,12025,0.575,0.087,0.16,0.149,0.029,,0,1704,6727,3592
2008,020LEA,,7646,0.667,0.169,0.054,0.093,0.017,,0,1411,5561,673
2008,92E000,I,6920,0.574,0.129,0.256,0.032,0.009,,0,1772,4987,159
2008,92K000,H,7457,0.622,0.134,0.193,0.041,0.01,,0,2296,5009,151
2008,100LEA,,8974,0.649,0.163,0.089,0.09,0.009,,0,2504,5677,792
2008,111LEA,,12209,0.662,0.161,0.104,0.072,0.001,,0,4926,5938,1344
2008,080LEA,,10504,0.589,0.14,0.118,0.111,0.042,,0,1543,7278,1682
2008,130LEA,,7612,0.655,0.161,0.063,0.107,0.014,,0,1981,5076,554
2008,160LEA,,9271,0.668,0.164,0.089,0.071,0.008,,0,2764,5797,710
2008,140LEA,,7938,0.675,0.17,0.061,0.085,0.009,,0,1382,5725,831
2008,200LEA,,9418,0.66,0.159,0.066,0.094,0.021,,0,1683,6744,991
2008,220LEA,,9825,0.634,0.158,0.094,0.084,0.03,,0,1308,7783,734
2008,182LEA,,9041,0.67,0.168,0.075,0.084,0.003,,0,2033,5645,1362
2008,060LEA,,10483,0.661,0.17,0.07,0.093,0.006,,0,2225,7155,1101
2008,180LEA,,7895,0.664,0.161,0.065,0.096,0.014,,0,1857,5468,570
2008,290LEA,,7022,0.666,0.17,0.061,0.087,0.016,,0,1295,5233,493
2008,270LEA,,9094,0.633,0.161,0.089,0.09,0.027,,0,2528,6021,544
2008,310LEA,,8445,0.647,0.159,0.079,0.1,0.015,,0,1163,6141,1140
2008,292LEA,,9669,0.647,0.157,0.107,0.087,0.002,,0,1915,5838,1915
2008,350LEA,,8138,0.638,0.163,0.087,0.097,0.015,,0,1600,5636,901
2008,330LEA,,8122,0.661,0.164,0.079,0.085,0.011,,0,1006,6094,1021
2008,370LEA,,10253,0.651,0.158,0.069,0.113,0.009,,0,1841,7548,864
2008,250LEA,,8059,0.665,0.16,0.08,0.088,0.007,,0,1454,5527,1077
2008,390LEA,,7962,0.656,0.161,0.084,0.093,0.006,,0,1611,5674,676
2008,421LEA,,9210,0.655,0.172,0.107,0.063,0.003,,0,2097,6080,1031
2008,430LEA,,7904,0.642,0.157,0.078,0.098,0.025,,0,1450,5622,831
2008,410LEA,,9011,0.649,0.156,0.103,0.082,0.01,,0,2821,5306,883
2008,450LEA,,8033,0.671,0.166,0.064,0.089,0.01,,0,1801,5451,781
2008,97D000,I,9747,0.509,0.129,0.161,0.13,0.071,,0,2206,6963,577
2008,470LEA,,8767,0.626,0.147,0.101,0.113,0.013,,0,1273,6376,1117
2008,500LEA,,9160,0.666,0.169,0.075,0.084,0.006,,0,2334,5970,854
2008,490LEA,,7829,0.663,0.166,0.061,0.108,0.002,,0,1956,5274,598
2008,491LEA,,7902,0.647,0.157,0.112,0.08,0.004,,0,2308,5152,441
2008,510LEA,,7902,0.655,0.163,0.077,0.103,0.002,,0,1785,5481,634
2008,480LEA,,16310,0.604,0.152,0.12,0.122,0.002,,0,2205,12284,1819
2008,520LEA,,11971,0.649,0.158,0.086,0.105,0.002,,0,1351,9151,1468
2008,540LEA,,8754,0.639,0.154,0.105,0.1,0.002,,0,1468,6203,1082
2008,920LEA,,8118,0.686,0.165,0.091,0.057,0.001,,0,2440,5180,497
2008,240LEA,,8832,0.639,0.159,0.092,0.088,0.022,,0,1116,6615,1100
2008,590LEA,,8306,0.666,0.165,0.067,0.1,0.002,,0,1483,5970,852
2008,580LEA,,11009,0.651,0.164,0.082,0.095,0.008,,0,2037,7354,1617
2008,600LEA,,8596,0.677,0.161,0.086,0.072,0.004,,0,2592,5238,765
2008,720LEA,,10351,0.638,0.159,0.103,0.097,0.003,,0,1583,7370,1397
2008,730LEA,,8422,0.67,0.167,0.068,0.082,0.013,,0,1790,5874,757
2008,670LEA,,7854,0.665,0.163,0.073,0.097,0.002,,0,1800,5264,789
2008,690LEA,,11085,0.682,0.165,0.07,0.062,0.021,,0,1679,8172,1233
2008,620LEA,,9252,0.664,0.167,0.077,0.089,0.003,,0,1774,6314,1163
2008,92B000,M,7931,0.589,0.121,0.229,0.046,0.015,,0,2680,5102,148
2008,630LEA,,8149,0.678,0.17,0.06,0.089,0.003,,0,2036,5414,698
2008,710LEA,,7879,0.635,0.153,0.128,0.083,0.001,,0,1549,5521,808
2008,680LEA,,9796,0.682,0.161,0.082,0.073,0.002,,0,3679,5598,519
2008,660LEA,,11164,0.653,0.159,0.098,0.087,0.003,,0,2001,7593,1569
2008,740LEA,,8254,0.661,0.167,0.078,0.093,0.001,,0,1786,5615,852
2008,700LEA,,9297,0.657,0.163,0.085,0.094,0.001,,0,2024,6167,1105
2008,750LEA,,10449,0.636,0.15,0.125,0.084,0.005,,0,2925,6682,840
2008,560LEA,,8624,0.67,0.169,0.06,0.099,0.002,,0,2030,5795,797
2008,761LEA,,8928,0.66,0.171,0.085,0.075,0.009,,0,2107,5803,1016
2008,760LEA,,7452,0.676,0.166,0.069,0.087,0.002,,0,1481,5346,625
2008,850LEA,,8375,0.64,0.162,0.086,0.095,0.017,,0,1716,5923,734
2008,640LEA,,8396,0.659,0.162,0.092,0.087,0,,0,1593,5805,998
2008,770LEA,,8812,0.657,0.165,0.071,0.107,0,,0,1296,6520,994
2008,840LEA,,8224,0.667,0.169,0.081,0.081,0.002,,0,1470,5990,763
2008,830LEA,,10341,0.662,0.166,0.072,0.095,0.005,,0,1767,6822,1751
2008,890LEA,,16273,0.627,0.154,0.092,0.116,0.011,,0,1534,13014,1724
2008,900LEA,,7739,0.674,0.163,0.073,0.088,0.002,,0,2183,5048,507
2008,930LEA,,10395,0.606,0.148,0.115,0.128,0.003,,0,1624,7381,1389
2008,870LEA,,10421,0.635,0.162,0.092,0.096,0.015,,0,1588,7457,1376
2008,995LEA,,9417,0.685,0.169,0.058,0.087,0.001,,0,1388,6971,1057
2008,990LEA,,8262,0.664,0.167,0.064,0.103,0.002,,0,1579,5961,722
2008,120LEA,,8253,0.679,0.173,0.068,0.074,0.006,,0,1603,5689,960
2008,970LEA,,8140,0.675,0.169,0.072,0.083,0.001,,0,1652,5617,870
2008,980LEA,,8111,0.651,0.166,0.077,0.105,0.001,,0,1734,5335,1040
2008,910LEA,,9151,0.672,0.173,0.074,0.079,0.002,,0,1324,6580,1246
2008,210LEA,,10347,0.655,0.162,0.086,0.093,0.004,,0,2133,7126,1086
2008,241LEA,,8777,0.669,0.164,0.073,0.092,0.002,,0,1227,6302,1247
2008,300LEA,,7750,0.694,0.171,0.053,0.077,0.005,,0,1753,5452,544
2008,380LEA,,11134,0.621,0.158,0.08,0.117,0.024,,0,1283,8560,1290
2008,440LEA,,8780,0.668,0.167,0.064,0.086,0.015,,0,2288,5665,827
2008,862LEA,,10069,0.65,0.161,0.098,0.086,0.005,,0,2471,6336,1261
2008,92R000,E,10345,0.506,0.126,0.301,0.04,0.027,,0,4743,5167,434
2008,950LEA,,9304,0.691,0.171,0.055,0.076,0.007,,0,3018,5717,568
2008,880LEA,,8859,0.656,0.162,0.095,0.085,0.002,,0,2359,5630,869
2008,940LEA,,11422,0.638,0.159,0.105,0.09,0.008,,0,1872,7778,1770
2008,92Q000,E,8756,0.621,0.115,0.219,0.039,0.006,,0,2498,5389,868
2008,92P000,H,8368,0.528,0.131,0.313,0.028,0,,0,2403,5472,492
2008,861LEA,,9358,0.637,0.16,0.104,0.097,0.002,,0,2443,6265,649
2008,98A000,I,8263,0.534,0.124,0.193,0.137,0.012,,0,1307,5763,1192
2008,92N000,I,6669,0.654,0.053,0.228,0.026,0.039,,0,1437,5105,126
2008,92M000,I,7735,0.434,0.107,0.328,0.128,0.003,,0,1952,5189,593
2008,92G000,A,7470,0.5,0.14,0.227,0.042,0.091,,0,2254,5038,177
2008,92L000,E,8983,0.384,0.063,0.426,0.099,0.028,,0,2582,5563,837
2008,92D000,I,7632,0.613,0.124,0.201,0.04,0.022,,0,2196,5261,174
2008,92I000,I,9370,0.541,0.075,0.304,0.08,0,,0,1381,5226,2762
2008,35A000,I,8431,0.59,0.157,0.209,0.044,0,,0,1325,6744,360
2008,53A000,T,13772,0.418,0.069,0.372,0.141,0,,0,7117,5635,1019
2008,60B000,I,8712,0.526,0.079,0.311,0.064,0.02,,0,2654,5336,721
2008,51A000,E,9407,0.404,0.12,0.285,0.167,0.024,,0,3081,5153,1172
2008,36B000,A,6297,0.598,0.132,0.174,0.07,0.026,,0,935,5077,285
2008,36A000,E,11749,0.352,0.104,0.388,0.156,0,,0,4896,5188,1665
2008,45A000,I,7205,0.586,0.147,0.189,0.043,0.035,,0,1710,5337,157
2008,49B000,I,7046,0.54,0.15,0.24,0.054,0.016,,0,1676,5184,185
2008,60H000,H,8271,0.596,0.114,0.24,0.047,0.003,,0,2026,6020,223
2008,60A000,E,9009,0.487,0.155,0.295,0.038,0.025,,0,2977,5588,443
2008,34F000,I,6192,0.391,0.11,0.367,0.129,0.003,,0,276,5551,363
2008,34B000,A,9837,0.35,0.063,0.449,0.071,0.067,,0,4206,4757,873
2008,60D000,M,10715,0.312,0.081,0.13,0.024,0.453,,0,5648,4920,146
2008,34D000,A,10444,0.352,0.073,0.452,0.094,0.029,,0,3449,5735,1260
2008,60L000,E,15529,0.261,0.069,0.293,0.097,0.28,,0,8329,5025,2174
2008,34C000,M,9184,0.531,0.129,0.261,0.078,0.001,,0,2821,5705,657
2008,49D000,I,8557,0.46,0.118,0.334,0.079,0.009,,0,2225,5446,884
2008,49E000,E,7334,0.447,0.113,0.287,0.139,0.014,,0,1580,4825,928
2008,41B000,I,5324,0.421,0.121,0.371,0.078,0.009,,0,155,4964,204
2008,60F000,I,7446,0.582,0.114,0.239,0.055,0.01,,0,2596,4820,29
2008,60G000,A,5538,0.439,0.123,0.339,0.096,0.003,,0,235,5098,204
2008,60C000,T,11297,0.506,0.159,0.208,0.122,0.005,,0,4231,6026,1039
2008,50A000,I,9502,0.61,0.142,0.189,0.056,0.003,,0,3832,5508,161
2008,60I000,E,10405,0.452,0.103,0.155,0.031,0.259,,0,4751,5525,129
2008,34G000,E,7800,0.548,0.142,0.242,0.059,0.009,,0,2142,5440,217
2008,60J000,E,7740,0.404,0.109,0.339,0.072,0.076,,0,2519,4815,405
2008,60K000,M,10835,0.356,0.08,0.387,0.161,0.016,,0,3013,5001,2820
2008,55A000,A,9376,0.399,0.087,0.146,0.054,0.314,,0,4112,5129,134
2008,41D000,E,8002,0.5,0.101,0.298,0.071,0.03,,0,2601,5156,244
2008,41C000,I,7835,0.545,0.132,0.288,0.035,0,,0,2243,5154,437
2008,54B000,I,8499,0.522,0.125,0.268,0.081,0.004,,0,1326,5724,1448
2008,54A000,E,15733,0.331,0.106,0.459,0.103,0.001,,0,7032,6004,2695
2008,24A000,E,10308,0.205,0.042,0.604,0.149,0,,0,3197,5618,1492
2008,12A000,E,8377,0.505,0.113,0.262,0.049,0.071,,0,1744,6114,518
2008,06B000,A,15532,0.685,0.128,0.1,0.087,0,,0,5204,7817,2511
2008,20A000,I,9568,0.557,0.078,0.239,0.12,0.006,,0,2461,6725,382
2008,19B000,A,31011,0.131,0.028,0.104,0.015,0.722,,0,25445,5374,190
2008,11B000,I,7103,0.62,0.125,0.181,0.05,0.024,,0,1136,5686,280
2008,07A000,I,9660,0.416,0.104,0.186,0.032,0.262,,0,3461,6003,194
2008,19A000,I,7525,0.586,0.124,0.23,0.05,0.01,,0,1937,5255,331
2008,11A000,I,8171,0.588,0.159,0.157,0.061,0.035,,0,2426,5424,320
2008,32G000,I,10372,0.554,0.109,0.293,0.044,0,,0,3163,5729,1480
2008,32D000,T,9122,0.37,0.084,0.495,0.037,0.014,,0,3400,5510,211
2008,32L000,I,8084,0.468,0.103,0.234,0.074,0.121,,0,2277,5028,778
2008,01D000,H,8949,0.62,0.118,0.197,0.061,0.004,,0,1992,6672,284
2008,06A000,A,23399,0.481,0.125,0.31,0.008,0.076,,0,10918,8948,3532
2008,16B000,E,8183,0.621,0.1,0.155,0.046,0.078,,0,1959,5953,270
2008,16A000,H,8986,0.627,0.164,0.115,0.094,0,,0,3106,5460,419
2008,01C000,A,6292,0.471,0.129,0.278,0.072,0.05,,0,1012,5039,239
2008,01B000,A,6963,0.511,0.148,0.268,0.048,0.025,,0,1731,4990,241
2008,32A000,I,9096,0.538,0.098,0.307,0.045,0.012,,0,2853,5507,735
2008,26B000,I,7008,0.516,0.07,0.282,0.081,0.051,,0,1121,5180,706
2008,11K000,I,9860,0.562,0.146,0.135,0.039,0.118,,0,3696,5859,304
2008,32C000,I,9792,0.446,0.11,0.375,0.069,0,,0,2650,5189,1951
2008,32H000,I,6767,0.431,0.116,0.331,0.117,0.005,,0,1394,5058,314
2008,32K000,E,8680,0.636,0.149,0.154,0.051,0.01,,0,3042,5507,131
2008,10A000,I,7763,0.348,0.082,0.534,0.036,0,,0,1932,5489,341
2008,32B000,I,9657,0.444,0.107,0.352,0.07,0.027,,0,2607,5569,1481
2008,13A000,A,8638,0.581,0.139,0.202,0.066,0.012,,0,3431,5073,133
2009,24N000,E,7632.82,0.29,0.071,0.594,0.04,0.005,,0,1525.69,5863.03,244.1
2009,12A000,E,8021.65,0.566,0.13,0.26,0.044,0,,0,1253.85,6427.98,339.82
2009,06B000,A,13830.64,0.736,0.137,0.054,0.073,0,,0,4137.74,7490.86,2202.04
2009,20A000,I,9790,0.599,0.08,0.211,0.105,0.005,,0,2040.72,7303.48,445.8
2009,11K000,I,10911.75,0.501,0.129,0.148,0.028,0.194,,0,4677.74,5897.12,336.89
2009,19B000,A,8483.58,0.53,0.113,0.253,0.049,0.055,,0,2913.99,5425.39,144.2
2009,07A000,I,11056.46,0.404,0.096,0.173,0.028,0.299,,0,4377.62,6353.63,325.21
2009,11B000,I,9625.45,0.535,0.11,0.136,0.032,0.187,,0,3412.47,5832.44,380.54
2009,19A000,I,7812.91,0.582,0.124,0.246,0.048,0,,0,2245.66,5365.95,201.3
2009,11A000,I,8768.12,0.598,0.161,0.167,0.064,0.01,,0,2837.15,5608.52,322.45
2009,32H000,I,7143.81,0.448,0.117,0.326,0.109,0,,0,1396.01,5447.99,299.81
2009,32D000,T,11338.93,0.304,0.075,0.573,0.044,0.004,,0,5514.45,5638.68,185.8
2009,32C000,I,10997.51,0.478,0.112,0.343,0.067,0,,0,3750.65,4963.45,2283.41
2009,32B000,I,14205.84,0.337,0.084,0.479,0.055,0.045,,0,7006.02,5575.15,1624.67
2009,32A000,I,9378.09,0.571,0.1,0.275,0.045,0.009,,0,3253.71,5546.09,578.29
2009,32L000,I,7872.35,0.473,0.113,0.288,0.061,0.065,,0,2973.56,4709.93,188.86
2009,01D000,H,9125.4,0.623,0.183,0.163,0.028,0.003,,0,3202.93,5621.06,301.41
2009,06A000,A,21140.74,0.381,0.103,0.39,0.011,0.115,,0,11437.61,7436.63,2266.5
2009,16B000,E,19738.66,0.298,0.058,0.088,0.019,0.537,,0,13411.47,6075.01,252.18
2009,16A000,H,7859.29,0.64,0.173,0.135,0.05,0.002,,0,2591.78,4960.93,306.58
2009,01C000,A,6596.81,0.478,0.133,0.279,0.078,0.032,,0,1293.29,5055.14,248.38
2009,01B000,A,7159.01,0.503,0.146,0.29,0.047,0.014,,0,1919.3,4974.22,265.49
2009,26B000,I,7346.02,0.468,0.078,0.306,0.078,0.07,,0,1324.76,5550.95,470.31
2009,32K000,E,8282.81,0.645,0.155,0.159,0.035,0.006,,0,2782.49,5387.02,113.3
2009,10A000,I,8114.14,0.349,0.081,0.525,0.04,0.005,,0,2273.24,5460.96,379.94
2009,13A000,A,6992.43,0.519,0.13,0.291,0.053,0.007,,0,1999.56,4851.55,141.32
2009,35A000,I,8468.66,0.573,0.164,0.222,0.041,0,,0,1415.67,6622.8,430.19
2009,53A000,T,15246.64,0.401,0.08,0.387,0.129,0.003,,0,8449.8,5596.38,1200.46
2009,34D000,A,11819.56,0.39,0.077,0.386,0.087,0.06,,0,4834.78,6012.32,972.46
2009,34C000,M,9013.12,0.557,0.133,0.246,0.063,0.001,,0,2112.87,5941.06,959.19
2009,51A000,I,7757.93,0.536,0.154,0.264,0.035,0.011,,0,2393.9,5231.52,132.51
2009,36B000,A,6238.87,0.609,0.133,0.173,0.074,0.011,,0,886.44,5173.79,178.64
2009,36A000,E,9965.5,0.428,0.102,0.335,0.134,0.001,,0,3744.95,5152.91,1067.64
2009,45A000,I,7364.07,0.608,0.15,0.188,0.05,0.004,,0,1917.78,5297.82,148.47
2009,49E000,A,7741.4,0.406,0.103,0.343,0.108,0.04,,0,2475.81,5055.85,209.74
2009,49D000,I,8945.95,0.436,0.116,0.371,0.076,0.001,,0,2572.47,5113.28,1260.2
2009,60C000,T,12544.62,0.481,0.153,0.254,0.111,0.001,,0,5959.56,5606.76,978.3
2009,60B000,I,9239.66,0.53,0.097,0.289,0.06,0.024,,0,2750.32,5247.08,1242.26
2009,60A000,E,10130.33,0.507,0.166,0.292,0.03,0.005,,0,3608.28,5733.13,788.92
2009,34F000,I,7153.64,0.395,0.112,0.39,0.103,0,,0,937.29,5559.21,657.14
2009,34B000,A,10714.59,0.402,0.076,0.422,0.052,0.048,,0,3874.49,5839.16,1000.94
2009,34G000,E,7413.48,0.569,0.131,0.214,0.078,0.008,,0,1886.93,5286.59,239.96
2009,49B000,I,7639,0.547,0.152,0.243,0.048,0.01,,0,2083.98,5235.22,319.8
2009,60D000,T,6741.4,0.505,0.137,0.248,0.048,0.062,,0,1693.79,4911.63,135.98
2009,60F000,I,7346.95,0.596,0.122,0.197,0.057,0.028,,0,2443.22,4823.63,80.1
2009,60G000,A,6318.5,0.458,0.111,0.341,0.09,0,,0,985.51,5172.72,160.27
2009,50A000,I,9177.2,0.628,0.15,0.173,0.047,0.002,,0,3500.27,5528.88,148.05
2009,60H000,H,9056.89,0.598,0.114,0.232,0.045,0.011,,0,2558.7,6174.58,323.61
2009,60I000,I,7931.64,0.596,0.139,0.215,0.037,0.013,,0,2240.17,5570.46,121.01
2009,60J000,E,7436.26,0.446,0.134,0.368,0.045,0.007,,0,2286.72,4985.62,163.92
2009,60L000,I,12296.87,0.328,0.083,0.327,0.028,0.234,,0,6685.37,5251.24,360.26
2009,60K000,M,8408.11,0.46,0.119,0.293,0.038,0.09,,0,3019.48,5111.06,277.57
2009,55A000,A,7462.28,0.532,0.121,0.224,0.063,0.06,,0,2155.36,5182.24,124.68
2009,41F000,E,7213.9,0.488,0.086,0.29,0.111,0.025,,0,1676.88,5310.05,226.97
2009,41D000,E,7527.51,0.539,0.104,0.298,0.054,0.005,,0,2194.56,5121.53,211.42
2009,41C000,I,9530.3,0.54,0.124,0.29,0.046,0,,0,3699.02,5205.16,626.12
2009,41B000,I,5559.49,0.45,0.113,0.373,0.064,0,,0,449.81,4948.42,161.26
2009,54B000,I,8493.31,0.531,0.13,0.251,0.082,0.006,,0,1795.59,5814.86,882.86
2009,54A000,E,9213.25,0.364,0.105,0.461,0.069,0.001,,0,2865.02,5089.75,1258.48
2009,970LEA,,8301.49,0.678,0.175,0.062,0.076,0.001,,0.008,1757.77,5713.19,830.53
2009,950LEA,,9933.48,0.69,0.175,0.061,0.071,0.003,,0,3344.92,5925.06,663.5
2009,930LEA,,11051.82,0.612,0.153,0.114,0.117,0.004,,0,1768,7646.13,1637.69
2009,890LEA,,15581.09,0.65,0.164,0.098,0.087,0.001,,0,1677.37,12182.59,1721.13
2009,870LEA,,10082.92,0.64,0.166,0.093,0.086,0.015,,0,1406.14,7314.43,1362.35
2009,861LEA,,9649.66,0.66,0.168,0.082,0.09,0,,0,2382.57,6465.89,801.2
2009,830LEA,,10506.31,0.678,0.171,0.071,0.074,0.006,,0,1974.8,6838.95,1692.56
2009,820LEA,,8186.04,0.652,0.168,0.084,0.094,0.001,,0.001,1108.35,5841.37,1236.32
2009,810LEA,,8756.04,0.667,0.175,0.064,0.092,0.002,,0,1605.17,6131.75,1019.12
2009,800LEA,,8390.8,0.671,0.171,0.064,0.091,0.003,,0,1979.57,5565.56,845.67
2009,761LEA,,9086.24,0.648,0.172,0.08,0.089,0.011,,0,2014.58,5773.45,1298.21
2009,750LEA,,10143.5,0.661,0.158,0.091,0.089,0.001,,0,2300.6,6918.44,924.46
2009,730LEA,,8986.99,0.648,0.164,0.074,0.11,0.004,,0,1896.78,6187.59,902.62
2009,690LEA,,11760.77,0.665,0.166,0.08,0.053,0.036,,0,1842.71,8243.24,1674.82
2009,680LEA,,9861.69,0.687,0.164,0.085,0.062,0.002,,0,3534.82,5758.45,568.42
2009,660LEA,,11470.92,0.631,0.152,0.105,0.109,0.003,,0,1634.37,8003.98,1832.57
2009,640LEA,,8606.26,0.652,0.162,0.095,0.091,0,,0,1644.18,5830.92,1131.16
2009,620LEA,,9644.78,0.659,0.168,0.08,0.081,0.012,,0,1889.01,6513.89,1241.88
2009,600LEA,,8619.34,0.677,0.169,0.085,0.067,0.002,,0,2533.9,5283.33,802.11
2009,580LEA,,10102.44,0.658,0.167,0.086,0.082,0.007,,0,1758.75,6975.06,1368.63
2009,540LEA,,8401.74,0.645,0.163,0.104,0.087,0.001,,0,1314.13,6073.87,1013.74
2009,520LEA,,12696.34,0.665,0.164,0.095,0.073,0.003,,0,1794.64,9345.83,1555.87
2009,500LEA,,9175.09,0.666,0.172,0.082,0.079,0.001,,0,2096.95,6145.38,932.76
2009,470LEA,,8900.15,0.646,0.155,0.096,0.1,0.003,,0,1249.9,6352.24,1298.01
2009,450LEA,,8064.88,0.687,0.165,0.065,0.078,0.005,,0,1824.97,5365.37,874.54
2009,430LEA,,7748.65,0.669,0.167,0.076,0.071,0.017,,0,1344.16,5517.97,886.52
2009,410LEA,,9108.53,0.663,0.159,0.102,0.072,0.004,,0,2866.67,5329,912.86
2009,390LEA,,8230.52,0.657,0.162,0.085,0.093,0.003,,0,1702.13,5618.43,909.96
2009,380LEA,,11005.59,0.637,0.165,0.087,0.108,0.003,,0,1434.41,8322.7,1248.48
2009,370LEA,,10040.13,0.676,0.165,0.071,0.086,0.002,,0,1872.73,7343.95,823.45
2009,330LEA,,8852.55,0.634,0.159,0.074,0.13,0.003,,0,1188.94,6454.4,1209.21
2009,310LEA,,8657.12,0.647,0.161,0.085,0.085,0.022,,0,1322.43,6184.18,1150.51
2009,292LEA,,10038.32,0.631,0.158,0.091,0.118,0.002,,0,1810.11,5926.36,2301.85
2009,270LEA,,9386.65,0.655,0.168,0.098,0.077,0.002,,0,2692.75,6109.49,584.41
2009,250LEA,,8130.71,0.667,0.165,0.084,0.081,0.003,,0,1547.94,5506.91,1075.86
2009,240LEA,,8931.64,0.631,0.159,0.105,0.097,0.008,,0,1291.5,6274.66,1365.48
2009,770LEA,,8993.58,0.657,0.167,0.075,0.1,0.001,,0,1322.18,6440.35,1231.05
2009,200LEA,,9888.23,0.671,0.169,0.063,0.09,0.007,,0,1979.11,6765.39,1143.73
2009,180LEA,,7956.42,0.675,0.169,0.065,0.087,0.004,,0,1878.69,5425.89,651.84
2009,140LEA,,7973.31,0.687,0.176,0.06,0.075,0.002,,0,1429.45,5677.34,866.52
2009,111LEA,,12716.81,0.653,0.159,0.102,0.084,0.002,,0,5070.79,5986.47,1659.55
2009,080LEA,,11872.12,0.612,0.144,0.124,0.099,0.021,,0,1898.87,7878.13,2095.12
2009,060LEA,,10303.99,0.662,0.173,0.071,0.092,0.002,,0,2199.15,7056.57,1048.27
