year,agency_code,category_code,avg_sat_score,pct_sat_participation
2006,650326,H,992,0.595
2006,650327,H,1001,0.574
2006,650342,H,1103,0.78
2006,650352,H,975,0.602
2006,650LEA,,1028,0.628
2006,660324,H,811,0.544
2006,660336,H,806,0.544
2006,660LEA,,808,0.544
2006,670320,H,975,0.451
2006,670324,H,1000,0.578
2006,670333,H,997,0.528
2006,670340,H,1020,0.487
2006,670344,H,951,0.462
2006,670352,H,1029,0.492
2006,670364,H,1021,0.526
2006,670LEA,,1003,0.513
2006,680310,H,1073,0.728
2006,680332,H,1030,0.589
2006,680LEA,,1053,0.659
2006,681308,H,1202,0.911
2006,681314,H,1175,0.948
2006,681LEA,,1189,0.928
2006,690320,H,968,0.46
2006,690LEA,,968,0.46
2006,700317,H,983,0.533
2006,700319,H,958,0.57
2006,700LEA,,969,0.552
2006,710321,H,931,0.509
2006,710326,H,933,0.593
2006,710342,H,1046,0.57
2006,710LEA,,977,0.559
2006,720316,H,934,0.535
2006,720LEA,,934,0.535
2006,730352,H,967,0.518
2006,730LEA,,967,0.518
2006,740309,H,1016,0.378
2006,740333,H,1049,0.608
2006,740344,H,959,0.608
2006,740366,H,1045,0.681
2006,740374,H,897,0.576
2006,740388,H,990,0.58
2006,740LEA,,1005,0.595
2006,750318,H,1010,0.419
2006,750LEA,,1010,0.419
2006,760318,H,969,0.48
2006,760348,H,941,0.477
2006,760358,H,981,0.429
2006,760380,H,1008,0.535
2006,760LEA,,978,0.482
2006,761304,H,1023,0.591
2006,761LEA,,1023,0.591
2006,770348,H,957,0.263
2006,770LEA,,957,0.263
2006,780325,H,872,0.292
2006,780342,H,898,0.493
2006,780391,H,812,0.284
2006,780401,H,876,0.342
2006,780402,H,838,0.368
2006,780420,H,856,0.496
2006,780LEA,,874,0.423
2006,790314,H,1020,0.562
2006,790354,H,978,0.643
2006,790366,H,930,0.685
2006,790378,H,1024,0.543
2006,790LEA,,989,0.603
2006,800340,H,987,0.475
2006,800376,H,931,0.517
2006,800396,H,1022,0.689
2006,800400,H,996,0.476
2006,800408,H,998,0.428
2006,800LEA,,991,0.502
2006,810324,H,924,0.442
2006,810340,H,932,0.564
2006,810384,H,1019,0.528
2006,810LEA,,965,0.496
2006,81A000,T,1024,1.357
2006,820348,H,962,0.431
2006,820349,H,889,0.454
2006,820352,H,954,0.382
2006,820388,H,862,0.409
2006,820LEA,,916,0.417
2006,821308,H,952,0.506
2006,821LEA,,952,0.506
2006,830346,H,943,0.862
2006,830LEA,,943,0.561
2006,840302,H,943,0.601
2006,840332,H,951,0.32
2006,840356,H,985,0.563
2006,840368,H,1039,0.461
2006,840LEA,,986,0.476
2006,84B000,H,1111,0.938
2006,850332,H,904,0.391
2006,850352,H,953,0.438
2006,850358,H,1027,0.53
2006,850LEA,,985,0.473
2006,860316,H,989,0.536
2006,860336,H,1039,0.362
2006,860352,H,1003,0.417
2006,860LEA,,1009,0.431
2006,861308,H,1020,0.696
2006,861LEA,,1020,0.696
2006,862312,H,1016,0.636
2006,862LEA,,1016,0.636
2006,870314,H,1038,0.398
2006,870LEA,,1038,0.398
2006,880308,H,1100,0.702
2006,880328,H,1071,0.395
2006,880LEA,,1092,0.565
2006,890304,H,900,0.5
2006,890LEA,,900,0.5
2006,900316,H,950,0.424
2006,900336,H,934,0.623
2006,900344,H,1034,0.64
2006,900348,H,1023,0.655
2006,900360,H,1025,0.645
2006,900377,H,1065,0.857
2006,900LEA,,1023,0.665
2006,910364,H,880,0.516
2006,910370,H,833,0.534
2006,910LEA,,854,0.499
2006,920316,H,1107,0.918
2006,920318,H,1082,0.833
2006,920348,H,1091,0.865
2006,920368,H,1092,0.802
2006,920411,H,961,0.495
2006,920412,H,1173,0.863
2006,920428,H,1048,0.648
2006,920436,H,955,0.587
2006,920441,H,1113,0.925
2006,920473,H,1098,0.837
2006,920495,H,1020,0.774
2006,920500,H,1045,0.929
2006,920552,H,1033,0.694
2006,920562,H,1004,0.762
2006,920588,H,1012,0.722
2006,920595,H,1045,0.845
2006,920LEA,,1066,0.789
2006,92F000,A,1007,0.875
2006,92G000,A,1010,0.316
2006,92K000,H,1271,0.914
2006,92P000,H,965,0.474
2006,930352,H,847,0.502
2006,930LEA,,847,0.502
2006,940308,T,977,0.381
2006,940316,H,793,0.516
2006,940LEA,,813,0.497
2006,950336,H,1100,0.754
2006,950LEA,,1100,0.754
2006,960324,H,1018,0.389
2006,960330,H,1015,0.613
2006,960335,H,840,0.5
2006,960372,H,965,0.525
2006,960380,H,918,0.396
2006,960386,T,929,0.451
2006,960LEA,,961,0.476
2006,970320,H,1060,0.4
2006,970356,H,1016,0.439
2006,970388,H,1028,0.407
2006,970390,H,1015,0.586
2006,970LEA,,1024,0.471
2006,980318,H,880,0.51
2006,980336,H,975,0.568
2006,980342,H,978,0.52
2006,980LEA,,950,0.533
2006,990322,H,1007,0.55
2006,990326,H,984,0.415
2006,990LEA,,999,0.494
2006,995330,H,1038,0.38
2006,995LEA,,1038,0.38
2006,NATION,,,0.48
2007,010303,H,,0.034
2007,010324,H,1024,0.632
2007,010348,H,887,0.679
2007,010360,H,848,0.633
2007,010388,H,975,0.56
2007,010396,H,1026,0.79
2007,010400,H,988,0.716
2007,010LEA,,972,0.657
2007,01B000,A,989,1.071
2007,01C000,A,976,1.111
2007,01D000,H,970,0.357
2007,020302,H,976,0.398
2007,020LEA,,976,0.398
2007,030304,H,980,0.374
2007,030LEA,,980,0.374
2007,040306,H,859,0.519
2007,040LEA,,859,0.5
2007,050302,H,1023,0.513
2007,050LEA,,1023,0.513
2007,060302,H,1002,0.557
2007,060LEA,,1002,0.557
2007,06B000,A,904,1
2007,070330,H,1012,0.547
2007,070339,H,945,0.438
2007,070342,H,959,0.561
2007,070LEA,,972,0.529
2007,080312,H,837,0.483
2007,080LEA,,837,0.462
2007,090330,H,861,0.577
2007,090368,H,890,0.513
2007,090LEA,,876,0.541
2007,100308,T,,0.167
2007,100326,H,928,0.357
2007,100334,H,998,0.537
2007,100348,H,981,0.391
2007,100LEA,,978,0.429
2007,110304,H,1100,0.68
2007,110336,H,1055,0.594
2007,110340,H,987,0.451
2007,110352,H,1028,0.613
2007,110380,H,1060,0.62
2007,110416,H,1088,0.647
2007,110LEA,,1060,0.597
2007,111302,H,1056,0.761
2007,111LEA,,1056,0.761
2007,120314,H,1039,0.332
2007,120318,H,1020,0.502
2007,120LEA,,1027,0.405
2007,130310,H,1015,0.688
2007,130314,H,1003,0.633
2007,130316,H,1027,0.672
2007,130324,H,1003,0.529
2007,130326,H,1028,0.704
2007,130LEA,,1018,0.655
2007,132304,H,989,0.411
2007,132LEA,,989,0.411
2007,140348,H,1000,0.46
2007,140386,H,1037,0.442
2007,140390,H,953,0.233
2007,140LEA,,1012,0.389
2007,150304,H,981,0.62
2007,150LEA,,981,0.62
2007,160313,H,966,0.598
2007,160314,H,1060,0.799
2007,160344,H,1061,0.57
2007,160LEA,,1040,0.653
2007,16A000,H,,0.05
2007,170316,H,909,0.497
2007,170LEA,,909,0.497
2007,180308,H,959,0.628
2007,180320,H,915,0.475
2007,180340,H,1030,0.552
2007,180348,H,1001,0.457
2007,180376,H,1052,0.652
2007,180LEA,,1002,0.564
2007,181318,T,,0.111
2007,181322,H,1025,0.762
2007,181LEA,,1023,0.739
2007,182316,H,954,0.575
2007,182LEA,,954,0.52
2007,190316,H,937,0.5
2007,190336,H,938,0.64
2007,190342,H,998,0.668
2007,190LEA,,967,0.616
2007,19B000,A,1099,1
2007,200308,H,971,0.725
2007,200314,H,958,0.389
2007,200328,H,1018,0.504
2007,200LEA,,1000,0.508
2007,210312,H,942,0.593
2007,210LEA,,942,0.593
2007,220310,H,1068,0.591
2007,220LEA,,1068,0.591
2007,230312,H,921,0.489
2007,230324,H,972,0.572
2007,230350,H,1033,0.542
2007,230361,H,1035,0.683
2007,230LEA,,991,0.556
2007,240334,H,840,0.683
2007,240371,H,993,0.343
2007,240380,H,837,0.423
2007,240LEA,,888,0.47
2007,241316,H,894,0.604
2007,241LEA,,894,0.578
2007,250340,H,983,0.392
2007,250356,H,1043,0.588
2007,250372,H,946,0.313
2007,250LEA,,1011,0.461
2007,260318,H,996,0.592
2007,260322,H,879,0.584
2007,260325,H,970,0.428
2007,260346,H,,0.097
2007,260357,H,932,0.438
2007,260359,H,863,0.568
2007,260388,H,1005,0.8
2007,260408,H,905,0.609
2007,260409,H,,0.038
2007,260411,T,926,0.696
2007,260424,H,923,0.461
2007,260427,H,933,0.541
2007,260446,H,1073,0.747
2007,260451,H,,0.056
2007,260455,H,815,0.461
2007,260LEA,,942,0.54
2007,270306,H,994,0.57
2007,270LEA,,994,0.57
2007,280304,T,919,0.66
2007,280316,H,1020,0.729
2007,280330,H,1019,0.775
2007,280LEA,,1007,0.746
2007,290308,H,984,0.424
2007,290314,T,,0.048
2007,290315,H,1069,0.647
2007,290324,H,980,0.515
2007,290336,H,1008,0.584
2007,290348,H,997,0.639
2007,290365,H,947,0.431
2007,290388,H,992,0.47
2007,290LEA,,991,0.523
2007,291336,H,866,0.381
2007,291LEA,,866,0.363
2007,292324,H,882,0.52
2007,292LEA,,882,0.52
2007,300312,H,1030,0.488
2007,300LEA,,1030,0.487
2007,310344,H,987,0.353
2007,310352,H,809,0.461
2007,310364,T,995,0.519
2007,310392,H,872,0.479
2007,310LEA,,910,0.44
2007,320312,H,1060,0.912
2007,320323,T,1074,0.885
2007,320325,H,849,0.583
2007,320341,T,,0.182
2007,320353,H,1023,0.649
2007,320356,H,952,0.729
2007,320365,H,1027,0.741
2007,320368,H,847,0.561
2007,320LEA,,983,0.728
2007,330326,H,911,0.5
2007,330328,H,895,0.317
2007,330350,H,914,0.478
2007,330358,H,880,0.486
2007,330LEA,,900,0.457
2007,340330,H,806,0.577
2007,340364,H,1031,0.698
2007,340382,H,962,0.553
2007,340446,H,1042,0.205
2007,340454,H,1090,0.87
2007,340460,H,952,0.533
2007,340486,H,871,0.572
2007,340495,H,1010,0.749
2007,340496,H,1064,0.667
2007,340556,H,1084,0.82
2007,340LEA,,1013,0.664
2007,34D000,A,671,0.8
2007,350308,H,961,0.497
2007,350321,H,898,0.541
2007,350336,H,974,0.4
2007,350LEA,,943,0.482
2007,360310,H,953,0.593
2007,360336,H,919,0.373
2007,360360,H,994,0.421
2007,360390,H,955,0.523
2007,360396,H,991,0.708
2007,360418,H,1042,0.821
2007,360428,H,879,0.451
2007,360470,H,951,0.425
2007,360494,H,1012,0.634
2007,360LEA,,970,0.552
2007,370312,H,939,0.532
2007,370LEA,,939,0.532
2007,380308,H,970,0.432
2007,380LEA,,970,0.432
2007,390324,H,983,0.55
2007,390352,H,969,0.526
2007,390700,H,951,0.597
2007,390704,H,959,0.682
2007,390LEA,,969,0.561
2007,400308,H,915,0.431
2007,400LEA,,915,0.431
2007,410319,H,842,0.577
2007,410326,H,771,0.37
2007,410355,H,861,0.851
2007,410358,H,901,0.577
2007,410390,H,1015,0.9
2007,410394,H,1095,0.869
2007,410395,H,1285,0.978
2007,410399,H,846,0.194
2007,410401,H,941,0.355
2007,410406,H,934,0.84
2007,410408,H,911,0.167
2007,410483,H,756,0.324
2007,410484,H,891,0.531
2007,410490,H,1101,0.793
2007,410508,H,974,0.801
2007,410529,H,1002,0.683
2007,410544,H,804,0.612
2007,410545,H,838,0.226
2007,410547,H,982,0.737
2007,410556,H,924,0.601
2007,410562,H,977,0.764
2007,410589,H,1117,0.886
2007,410595,H,1019,0.762
2007,410LEA,,985,0.706
2007,420346,H,815,0.337
2007,420358,H,791,0.363
2007,420LEA,,806,0.347
2007,421316,H,951,0.624
2007,421LEA,,951,0.624
2007,422324,H,736,0.545
2007,422LEA,,736,0.545
2007,430346,H,1022,0.556
2007,430371,H,893,0.448
2007,430378,H,930,0.467
2007,430384,H,956,0.502
2007,430LEA,,959,0.493
2007,440378,H,1006,0.533
2007,440390,H,1048,0.631
2007,440LEA,,1032,0.569
2007,450316,H,1048,0.49
2007,450334,H,1093,0.667
2007,450341,H,1022,0.529
2007,450352,H,1047,0.628
2007,450LEA,,1053,0.568
2007,460320,H,822,0.482
2007,460LEA,,822,0.482
2007,470312,H,870,0.524
2007,470LEA,,870,0.517
2007,480307,H,981,0.526
2007,480316,A,835,1
2007,480LEA,,942,0.6
2007,490335,H,1069,0.891
2007,490346,H,1032,0.44
2007,490354,H,1022,0.437
2007,490362,H,1019,0.451
2007,490380,H,1017,0.382
2007,490LEA,,1045,0.559
2007,491312,H,1014,0.568
2007,491LEA,,1014,0.568
2007,500316,A,873,0.65
2007,500340,H,1003,0.552
2007,500LEA,,989,0.53
2007,510324,H,1008,0.659
2007,510357,H,977,0.317
2007,510368,H,1040,0.397
2007,510376,A,977,0.478
2007,510399,H,987,0.593
2007,510402,H,1026,0.35
2007,510406,H,1035,0.455
2007,510LEA,,1012,0.5
2007,520320,H,905,0.421
2007,520LEA,,905,0.421
2007,530336,H,1010,0.628
2007,530343,H,984,0.391
2007,530LEA,,1003,0.525
2007,540315,H,950,0.521
2007,540324,H,912,0.46
2007,540336,H,978,0.464
2007,540LEA,,943,0.464
2007,550320,H,977,0.638
2007,550332,H,979,0.398
2007,550344,H,1011,0.632
2007,550368,H,958,0.394
2007,550LEA,,984,0.52
2007,55A000,A,799,0.476
2007,560320,H,1033,0.557
2007,560324,A,1087,0.656
2007,560332,A,934,0.778
2007,560LEA,,1036,0.579
2007,570318,H,1034,0.503
2007,570LEA,,1034,0.503
2007,580304,T,993,0.649
2007,580328,T,1007,0.468
2007,580344,H,882,0.466
2007,580368,H,938,0.556
2007,580LEA,,945,0.526
2007,590330,H,983,0.454
2007,590LEA,,983,0.454
2007,600302,H,958,
2007,600361,H,1020,0.809
2007,600376,H,874,0.344
2007,600377,H,982,0.739
2007,600386,T,753,0.273
2007,600396,H,867,0.523
2007,600405,H,925,0.765
2007,600415,H,994,0.677
2007,600426,H,917,0.657
2007,600466,H,1135,0.826
2007,600480,H,1057,0.774
2007,600482,T,1016,0.619
2007,600490,H,955,
2007,600496,H,852,0.792
2007,600498,H,983,0.415
2007,600508,H,1113,0.932
2007,600535,H,1033,0.823
2007,600576,H,785,0.564
2007,600579,H,863,0.439
2007,600592,H,916,0.623
2007,600693,H,887,0.372
2007,600695,H,906,0.243
2007,600696,H,821,0.6
2007,600697,H,877,0.353
2007,600LEA,,996,0.702
2007,60C000,T,,0.077
2007,60H000,H,749,0.244
2007,610334,H,1010,0.421
2007,610LEA,,1010,0.421
2007,620316,H,874,0.43
2007,620340,H,896,0.472
2007,620LEA,,886,0.449
2007,630332,H,1037,0.403
2007,630336,H,1054,0.66
2007,630360,H,1057,0.533
2007,630LEA,,1053,0.575
2007,640346,H,930,0.464
2007,640347,H,974,0.114
2007,640350,H,966,0.52
2007,640361,H,945,0.52
2007,640364,H,948,0.424
2007,640LEA,,949,0.46
2007,64A000,A,924,0.75
2007,650326,H,983,0.635
2007,650327,H,1017,0.633
2007,650342,H,1069,0.927
2007,650352,H,972,0.663
2007,650LEA,,1017,0.705
2007,660324,H,792,0.729
2007,660336,H,807,0.555
2007,660LEA,,800,0.627
2007,670320,H,942,0.538
2007,670324,H,986,0.761
2007,670333,H,943,0.517
2007,670340,H,1025,0.403
2007,670344,H,949,0.542
2007,670352,H,997,0.407
2007,670364,H,1041,0.532
2007,670LEA,,985,0.536
2007,680310,H,1073,0.778
2007,680332,H,999,0.674
2007,680LEA,,1040,0.727
2007,681308,H,1176,0.966
2007,681314,H,1193,0.958
2007,681LEA,,1185,0.962
2007,68N000,H,,0.024
2007,690320,H,976,0.464
2007,690LEA,,976,0.464
2007,700317,H,905,0.533
2007,700319,H,878,0.698
2007,700LEA,,890,0.603
2007,710321,H,907,0.504
2007,710326,H,945,0.513
2007,710342,H,1014,0.665
2007,710LEA,,972,0.58
2007,720316,H,925,0.525
2007,720LEA,,925,0.525
2007,730352,H,948,0.519
2007,730LEA,,948,0.519
2007,740309,H,929,0.46
2007,740333,H,1021,0.596
2007,740344,H,915,0.517
2007,740366,H,1023,0.604
2007,740374,H,908,0.481
2007,740388,H,1005,0.674
2007,740LEA,,988,0.577
2007,750318,H,1040,0.556
2007,750LEA,,1040,0.556
2007,760318,H,965,0.481
2007,760348,H,979,0.5
2007,760358,H,979,0.399
2007,760380,H,994,0.584
2007,760LEA,,980,0.49
2007,761304,H,957,0.661
2007,761LEA,,957,0.661
2007,770348,H,945,0.318
2007,770LEA,,945,0.306
2007,780325,H,890,0.333
2007,780342,H,881,0.538
2007,780391,H,829,0.41
2007,780401,H,870,0.318
2007,780402,H,809,0.367
2007,780420,H,866,0.43
2007,780LEA,,867,0.427
2007,790314,H,966,0.532
2007,790354,H,994,0.523
2007,790366,H,898,0.567
2007,790378,H,1020,0.585
2007,790LEA,,974,0.548
2007,800340,H,996,0.485
2007,800361,H,958,0.205
2007,800376,H,981,0.51
2007,800396,H,973,0.733
2007,800400,H,990,0.512
2007,800408,H,949,0.541
2007,800LEA,,976,0.512
2007,810324,H,949,0.346
2007,810340,H,922,0.573
2007,810384,H,996,0.45
2007,810LEA,,958,0.449
2007,81A000,T,1116,0.882
2007,820348,H,953,0.389
2007,820349,H,906,0.382
2007,820352,H,918,0.402
2007,820388,H,856,0.481
2007,820LEA,,906,0.414
2007,821308,H,926,0.604
2007,821LEA,,926,0.61
2007,830LEA,,899,0.598
2007,840302,H,981,0.653
2007,840332,H,936,0.492
2007,840356,H,934,0.528
2007,840368,H,1049,0.546
2007,840LEA,,987,0.545
2007,84B000,H,1060,0.976
2007,850332,H,942,0.469
2007,850352,H,927,0.354
2007,850358,H,1011,0.544
2007,850LEA,,978,0.464
2007,860316,H,965,0.493
2007,860336,H,975,0.406
2007,860352,H,972,0.503
2007,860LEA,,971,0.46
2007,861308,T,1062,0.641
2007,861LEA,,1062,0.641
2007,862312,H,1022,0.684
2007,862LEA,,1022,0.684
2007,870314,H,1007,0.363
2007,870LEA,,1007,0.346
2007,880308,H,1026,0.675
2007,880328,H,1016,0.53
2007,880LEA,,1024,0.607
2007,890304,H,942,0.455
2007,890LEA,,942,0.455
2007,900316,H,978,0.538
2007,900336,H,963,0.51
2007,900342,H,1011,0.681
2007,900344,H,1033,0.703
2007,900348,H,992,0.66
2007,900360,H,1008,0.638
2007,900365,T,1162,5
2007,900377,H,1070,0.895
2007,900LEA,,1023,0.683
2007,910364,H,819,0.538
2007,910370,H,859,0.602
2007,910LEA,,841,0.54
2007,920316,H,1099,0.894
2007,920318,H,1080,0.844
2007,920348,H,1076,0.964
2007,920368,H,1110,0.831
2007,920411,H,933,0.75
2007,920412,H,1157,0.875
2007,920428,H,1009,0.59
2007,920436,H,948,0.62
2007,920441,H,1106,0.974
2007,920466,H,911,0.624
2007,920473,H,1080,0.861
2007,920495,H,1027,0.716
2007,920500,H,1022,0.887
2007,920528,H,831,0.19
2007,920552,H,1061,0.709
2007,920562,H,1006,0.778
2007,920588,H,1022,0.754
2007,920595,H,1046,0.808
2007,920700,H,863,0.179
2007,920LEA,,1057,0.798
2007,92F000,A,1059,0.949
2007,92G000,A,912,1.048
2007,92K000,H,1252,0.95
2007,92P000,H,900,0.444
2007,930352,H,825,0.535
2007,930LEA,,825,0.535
2007,940308,T,779,0.692
2007,940316,H,860,0.525
2007,940LEA,,851,0.541
2007,950336,H,1079,0.685
2007,950LEA,,1079,0.685
2007,960324,H,1003,0.518
2007,960330,H,998,0.614
2007,960335,H,829,0.722
2007,960372,H,956,0.534
2007,960380,H,947,0.434
2007,960386,T,976,0.418
2007,960490,H,1085,0.318
2007,960LEA,,961,0.527
2007,970320,H,1060,0.387
2007,970356,H,976,0.481
2007,970388,H,1012,0.407
2007,970390,H,1034,0.551
2007,970LEA,,1021,0.47
2007,980318,H,910,0.465
2007,980336,H,1003,0.61
2007,980342,H,962,0.556
2007,980LEA,,965,0.548
2007,990322,H,979,0.612
2007,990326,H,959,0.478
2007,990LEA,,973,0.558
2007,995330,H,1030,0.406
2007,995LEA,,1030,0.406
2007,NATION,,,0.48
2008,010303,H,1002,0.167
2008,010324,H,1018,0.657
2008,010348,H,920,0.546
2008,010360,H,841,0.58
2008,010388,H,992,0.514
2008,010396,H,1022,0.764
2008,010400,H,1035,0.701
2008,010LEA,,989,0.621
2008,01B000,A,962,0.724
2008,01C000,A,886,0.615
2008,01D000,H,839,0.4
2008,020302,H,953,0.481
2008,020LEA,,953,0.481
2008,030304,H,999,0.437
2008,030LEA,,999,0.437
2008,040304,H,,0.125
2008,040305,T,,0.143
2008,040306,H,843,0.466
2008,040LEA,,843,0.443
2008,050302,H,1032,0.503
2008,050LEA,,1032,0.503
2008,060302,H,992,0.508
2008,060LEA,,992,0.508
2008,06B000,A,,1
2008,070330,H,1034,0.477
2008,070339,H,966,0.344
2008,070342,H,965,0.535
2008,070LEA,,980,0.471
2008,080312,H,832,0.52
2008,080LEA,,832,0.505
2008,090330,H,843,0.565
2008,090368,H,871,0.503
2008,090LEA,,856,0.531
2008,100326,H,944,0.321
2008,100334,H,1032,0.487
2008,100348,H,1001,0.46
2008,100LEA,,1003,0.423
2008,110304,H,1103,0.576
2008,110323,H,997,0.189
2008,110336,H,1060,0.605
2008,110340,H,992,0.41
2008,110352,H,1011,0.522
2008,110380,H,1069,0.515
2008,110416,H,1100,0.738
2008,110LEA,,1064,0.551
2008,111302,H,1066,0.819
2008,111LEA,,1066,0.819
2008,120310,H,997,0.667
2008,120314,H,996,0.415
2008,120318,H,1031,0.493
2008,120370,H,997,0.156
2008,120LEA,,1013,0.409
2008,130310,H,1029,0.652
2008,130314,H,1045,0.61
2008,130316,H,1043,0.555
2008,130324,H,1022,0.536
2008,130326,H,1042,0.637
2008,130333,H,762,0.571
2008,130LEA,,1034,0.601
2008,132304,H,998,0.357
2008,132LEA,,998,0.357
2008,140305,H,880,0.188
2008,140348,H,1006,0.417
2008,140386,H,1033,0.438
2008,140390,H,978,0.413
2008,140LEA,,1009,0.411
2008,150304,H,966,0.588
2008,150LEA,,966,0.588
2008,160313,H,1024,0.528
2008,160314,H,1063,0.783
2008,160344,H,1037,0.568
2008,160LEA,,1044,0.622
2008,16A000,H,,0.042
2008,170316,H,935,0.429
2008,170LEA,,935,0.429
2008,180308,H,981,0.575
2008,180320,H,974,0.481
2008,180340,H,1041,0.612
2008,180348,H,958,0.559
2008,180376,H,1056,0.612
2008,180LEA,,1013,0.576
2008,181322,H,1042,0.758
2008,181LEA,,1042,0.738
2008,182316,H,987,0.702
2008,182700,H,941,0.783
2008,182LEA,,981,0.642
2008,190316,H,990,0.531
2008,190336,H,973,0.486
2008,190342,H,1015,0.679
2008,190LEA,,998,0.579
2008,19B000,A,1232,0.938
2008,200308,H,922,0.623
2008,200314,H,1050,0.359
2008,200328,H,1007,0.638
2008,200LEA,,988,0.518
2008,210312,H,951,0.52
2008,210LEA,,951,0.52
2008,220310,H,1008,0.705
2008,220LEA,,1008,0.705
2008,230312,H,938,0.489
2008,230324,H,1004,0.507
2008,230350,H,1012,0.49
2008,230361,H,986,0.597
2008,230LEA,,986,0.511
2008,240334,H,858,0.556
2008,240371,H,975,0.438
2008,240380,H,853,0.42
2008,240LEA,,897,0.468
2008,241316,H,882,0.542
2008,241LEA,,882,0.52
2008,250340,H,996,0.363
2008,250356,H,981,0.564
2008,250372,H,980,0.283
2008,250LEA,,984,0.431
2008,260318,H,1002,0.619
2008,260322,H,846,0.504
2008,260325,H,970,0.429
2008,260346,H,,0.053
2008,260357,H,954,0.447
2008,260359,H,874,0.49
2008,260388,H,1048,0.774
2008,260408,H,922,0.622
2008,260409,H,,0.048
2008,260411,T,949,0.921
2008,260424,H,931,0.42
2008,260427,H,964,0.538
2008,260446,H,1026,0.702
2008,260455,H,835,0.464
2008,260LEA,,946,0.532
2008,270306,H,993,0.561
2008,270LEA,,993,0.561
2008,280304,T,1038,0.794
2008,280316,H,1007,0.729
2008,280330,H,1029,0.816
2008,280LEA,,1024,0.784
2008,290308,H,1007,0.4
2008,290315,H,1080,1
2008,290324,H,992,0.568
2008,290336,H,1042,0.609
2008,290348,H,1014,0.582
2008,290365,H,976,0.405
2008,290388,H,994,0.407
2008,290LEA,,1013,0.498
2008,291336,H,876,0.463
2008,291LEA,,876,0.434
2008,292324,H,904,0.558
2008,292LEA,,904,0.558
2008,300312,H,1034,0.521
2008,300LEA,,1034,0.521
2008,310344,H,934,0.333
2008,310352,H,811,0.602
2008,310364,T,907,0.6
2008,310392,H,927,0.491
2008,310LEA,,888,0.476
2008,320309,H,902,0.719
2008,320312,H,1069,0.834
2008,320322,H,,0.167
2008,320323,T,1057,0.864
2008,320325,H,854,0.65
2008,320353,H,1088,0.531
2008,320356,H,911,0.698
2008,320365,H,1009,0.7
2008,320368,H,842,0.485
2008,320700,H,,0
2008,320LEA,,967,0.684
2008,32D000,T,884,0.435
2008,330326,H,808,0.385
2008,330328,H,918,0.239
2008,330350,H,902,0.403
2008,330358,H,872,0.532
2008,330LEA,,886,0.425
2008,340330,H,790,0.573
2008,340364,H,1060,0.646
2008,340382,H,954,0.584
2008,340446,H,1066,0.3
2008,340454,H,1093,0.782
2008,340460,H,905,0.527
2008,340486,H,871,0.551
2008,340495,H,1081,0.773
2008,340496,H,1079,0.64
2008,340556,H,1087,0.77
2008,340568,T,884,0.794
2008,340700,H,825,0.529
2008,340701,H,804,0.425
2008,340702,H,794,0.647
2008,340LEA,,1009,0.645
2008,34D000,A,729,0.778
2008,350308,H,985,0.462
2008,350321,H,942,0.413
2008,350336,H,956,0.35
2008,350LEA,,962,0.409
2008,360310,H,991,0.566
2008,360336,H,964,0.317
2008,360360,H,1005,0.387
2008,360390,H,947,0.541
2008,360396,H,981,0.661
2008,360418,H,1010,0.864
2008,360428,H,910,0.349
2008,360470,H,928,0.332
2008,360494,H,1021,0.649
2008,360LEA,,979,0.524
2008,36B000,A,966,0.571
2008,370312,H,960,0.4
2008,370LEA,,960,0.4
2008,380308,H,966,0.444
2008,380LEA,,966,0.444
2008,390324,H,947,0.5
2008,390700,H,957,0.644
2008,390704,H,917,0.477
2008,390705,H,919,0.299
2008,390706,H,926,0.146
2008,390LEA,,943,0.531
2008,400308,H,933,0.515
2008,400LEA,,933,0.515
2008,410319,H,869,0.587
2008,410326,H,774,0.414
2008,410355,H,855,0.537
2008,410358,H,933,0.549
2008,410390,H,921,0.807
2008,410394,H,1101,0.708
2008,410395,H,1279,1.02
2008,410399,H,1004,0.222
2008,410401,H,946,0.375
2008,410406,H,978,0.667
2008,410407,H,834,0.24
2008,410408,H,916,0.289
2008,410483,H,681,0.579
2008,410484,H,908,0.556
2008,410490,H,1090,0.772
2008,410508,H,1004,0.724
2008,410529,H,995,0.68
2008,410544,H,845,0.495
2008,410545,H,812,0.652
2008,410547,H,964,0.699
2008,410556,H,889,0.506
2008,410562,H,970,0.7
2008,410589,H,1108,0.938
2008,410595,H,1045,0.774
2008,410LEA,,991,0.65
2008,420346,H,814,0.448
2008,420358,H,790,0.405
2008,420LEA,,805,0.434
2008,421316,H,983,0.543
2008,421LEA,,983,0.543
2008,422324,H,788,0.6
2008,422LEA,,788,0.6
2008,430346,H,991,0.489
2008,430371,H,922,0.488
2008,430378,H,935,0.387
2008,430384,H,961,0.505
2008,430LEA,,955,0.463
2008,440326,H,,0.083
2008,440378,H,1023,0.437
2008,440390,H,1082,0.571
2008,440LEA,,1058,0.498
2008,450316,H,1073,0.398
2008,450334,H,1077,0.685
2008,450341,H,1009,0.491
2008,450352,H,1057,0.585
2008,450LEA,,1055,0.524
2008,460320,H,834,0.437
2008,460LEA,,834,0.437
2008,470312,H,832,0.619
2008,470LEA,,832,0.605
2008,480307,H,932,0.41
2008,480316,A,1082,1
2008,480LEA,,967,0.477
2008,490335,H,1087,0.82
2008,490346,H,1021,0.464
