year,agency_code,subgroup,den,pct,masking
2018,00A000,ALL,18,33.3,
2018,00A000,ELS,18,33.3,
2018,00A000,FEM,11,54.5,
2018,00A000,HI7,13,30.8,
2018,00B000,ALL,10,40.0,
2018,00B000,ELS,10,40.0,
2018,010304,ALL,68,64.7,
2018,010304,EDS,61,62.3,
2018,010304,ELS,68,64.7,
2018,010304,FEM,32,59.4,
2018,010304,HI7,64,64.1,
2018,010304,MALE,36,69.4,
2018,010308,ALL,28,53.6,
2018,010308,EDS,26,57.7,
2018,010308,ELS,28,53.6,
2018,010308,FEM,17,52.9,
2018,010308,HI7,28,53.6,
2018,010308,MALE,11,54.5,
2018,010310,ALL,99,26.3,
2018,010310,EDS,42,23.8,
2018,010310,ELS,99,26.3,
2018,010310,FEM,37,29.7,
2018,010310,HI7,97,26.8,
2018,010310,MALE,62,24.2,
2018,010310,SWD,35,20.0,
2018,010312,ALL,53,66.0,
2018,010312,AS7,17,88.2,
2018,010312,EDS,29,62.1,
2018,010312,ELS,53,66.0,
2018,010312,FEM,23,73.9,
2018,010312,HI7,30,56.7,
2018,010312,MALE,30,60.0,
2018,010312,SWD,12,16.7,
2018,010320,ALL,10,50.0,
2018,010320,ELS,10,50.0,
2018,010324,ALL,38,28.9,
2018,010324,EDS,28,17.9,
2018,010324,ELS,38,28.9,
2018,010324,FEM,13,30.8,
2018,010324,HI7,37,27.0,
2018,010324,MALE,25,28.0,
2018,010324,SWD,13,30.8,
2018,010326,ALL,150,47.3,
2018,010326,EDS,74,45.9,
2018,010326,ELS,150,47.3,
2018,010326,FEM,64,35.9,
2018,010326,HI7,143,48.3,
2018,010326,MALE,86,55.8,
2018,010326,SWD,21,38.1,
2018,010340,ALL,42,45.2,
2018,010340,EDS,39,41.0,
2018,010340,ELS,42,45.2,
2018,010340,FEM,14,50.0,
2018,010340,HI7,41,46.3,
2018,010340,MALE,28,42.9,
2018,010346,ALL,46,45.7,
2018,010346,EDS,39,46.2,
2018,010346,ELS,46,45.7,
2018,010346,FEM,24,37.5,
2018,010346,HI7,46,45.7,
2018,010346,MALE,22,54.5,
2018,010347,ALL,57,63.2,
2018,010347,EDS,51,60.8,
2018,010347,ELS,57,63.2,
2018,010347,FEM,29,65.5,
2018,010347,HI7,52,63.5,
2018,010347,MALE,28,60.7,
2018,010347,SWD,10,50.0,
2018,010348,ALL,63,14.3,
2018,010348,EDS,49,14.3,
2018,010348,ELS,63,14.3,
2018,010348,FEM,36,16.7,
2018,010348,HI7,58,15.5,
2018,010348,MALE,27,11.1,
2018,010348,SWD,22,13.6,
2018,010350,ALL,57,22.8,
2018,010350,EDS,53,20.8,
2018,010350,ELS,57,22.8,
2018,010350,FEM,27,18.5,
2018,010350,HI7,53,20.8,
2018,010350,MALE,30,26.7,
2018,010350,SWD,21,28.6,
2018,010351,ALL,57,63.2,
2018,010351,EDS,24,45.8,
2018,010351,ELS,57,63.2,
2018,010351,FEM,26,53.8,
2018,010351,HI7,50,64.0,
2018,010351,MALE,31,71.0,
2018,010351,SWD,13,38.5,
2018,010353,ALL,32,34.4,
2018,010353,EDS,30,36.7,
2018,010353,ELS,32,34.4,
2018,010353,FEM,13,38.5,
2018,010353,HI7,29,34.5,
2018,010353,MALE,19,31.6,
2018,010353,SWD,16,25.0,
2018,010354,ALL,95,49.5,
2018,010354,EDS,44,45.5,
2018,010354,ELS,95,49.5,
2018,010354,FEM,41,58.5,
2018,010354,HI7,94,48.9,
2018,010354,MALE,54,42.6,
2018,010354,SWD,11,18.2,
2018,010357,ALL,119,61.3,
2018,010357,EDS,51,54.9,
2018,010357,ELS,119,61.3,
2018,010357,FEM,50,60.0,
2018,010357,HI7,114,61.4,
2018,010357,MALE,69,62.3,
2018,010357,SWD,23,39.1,
2018,010358,ALL,69,55.1,
2018,010358,EDS,25,36.0,
2018,010358,ELS,69,55.1,
2018,010358,FEM,28,57.1,
2018,010358,HI7,66,57.6,
2018,010358,MALE,41,53.7,
2018,010358,SWD,10,60.0,
2018,010360,ALL,120,30.8,
2018,010360,EDS,86,33.7,
2018,010360,ELS,120,30.8,
2018,010360,FEM,44,25.0,
2018,010360,HI7,117,30.8,
2018,010360,MALE,76,34.2,
2018,010360,SWD,28,25.0,
2018,010362,ALL,28,78.6,
2018,010362,EDS,21,81.0,
2018,010362,ELS,28,78.6,
2018,010362,FEM,15,86.7,
2018,010362,HI7,25,76.0,
2018,010362,MALE,13,69.2,
