year,agency_code,status,subgroup,count,pct_enrolled
2011,750LEA,NOENROLL,WH7,52,65.33
2011,760318,ENROLL,AM7,,
2011,760318,ENROLL,AS7,,75
2011,760318,ENROLL,ALL,94,61.03
2011,760318,ENROLL,BL7,13,76.47
2011,760318,ENROLL,EDS,39,52
2011,760318,ENROLL,FEM,56,76.71
2011,760318,ENROLL,HI7,,18.75
2011,760318,ENROLL,ELS,,25
2011,760318,ENROLL,MALE,38,46.91
2011,760318,ENROLL,MU7,,75
2011,760318,ENROLL,PI7,,
2011,760318,ENROLL,SWD,5,31.25
2011,760318,ENROLL,WH7,72,63.71
2011,760318,NOENROLL,AM7,,
2011,760318,NOENROLL,AS7,,75
2011,760318,NOENROLL,ALL,60,61.03
2011,760318,NOENROLL,BL7,,76.47
2011,760318,NOENROLL,EDS,36,52
2011,760318,NOENROLL,FEM,17,76.71
2011,760318,NOENROLL,HI7,13,18.75
2011,760318,NOENROLL,ELS,,25
2011,760318,NOENROLL,MALE,43,46.91
2011,760318,NOENROLL,MU7,,75
2011,760318,NOENROLL,PI7,,
2011,760318,NOENROLL,SWD,11,31.25
2011,760318,NOENROLL,WH7,41,63.71
2011,760339,ENROLL,AM7,,95
2011,760339,ENROLL,AS7,,
2011,760339,ENROLL,ALL,116,68.63
2011,760339,ENROLL,BL7,,50
2011,760339,ENROLL,EDS,33,56.89
2011,760339,ENROLL,FEM,56,73.68
2011,760339,ENROLL,HI7,7,63.63
2011,760339,ENROLL,ELS,,
2011,760339,ENROLL,MALE,60,64.51
2011,760339,ENROLL,MU7,,66.66
2011,760339,ENROLL,PI7,,
2011,760339,ENROLL,SWD,,26.66
2011,760339,ENROLL,WH7,103,69.59
2011,760339,NOENROLL,AM7,,95
2011,760339,NOENROLL,AS7,,
2011,760339,NOENROLL,ALL,53,68.63
2011,760339,NOENROLL,BL7,,50
2011,760339,NOENROLL,EDS,25,56.89
2011,760339,NOENROLL,FEM,20,73.68
2011,760339,NOENROLL,HI7,,63.63
2011,760339,NOENROLL,ELS,,
2011,760339,NOENROLL,MALE,33,64.51
2011,760339,NOENROLL,MU7,,66.66
2011,760339,NOENROLL,PI7,,
2011,760339,NOENROLL,SWD,11,26.66
2011,760339,NOENROLL,WH7,45,69.59
2011,760348,ENROLL,AM7,,
2011,760348,ENROLL,AS7,,95
2011,760348,ENROLL,ALL,99,57.89
2011,760348,ENROLL,BL7,,33.33
2011,760348,ENROLL,EDS,26,37.68
2011,760348,ENROLL,FEM,60,67.41
2011,760348,ENROLL,HI7,5,21.73
2011,760348,ENROLL,ELS,,12.5
2011,760348,ENROLL,MALE,39,47.56
2011,760348,ENROLL,MU7,,95
2011,760348,ENROLL,PI7,,
2011,760348,ENROLL,SWD,,6.66
2011,760348,ENROLL,WH7,91,63.63
2011,760348,NOENROLL,AM7,,
2011,760348,NOENROLL,AS7,,95
2011,760348,NOENROLL,ALL,72,57.89
2011,760348,NOENROLL,BL7,,33.33
2011,760348,NOENROLL,EDS,43,37.68
2011,760348,NOENROLL,FEM,29,67.41
2011,760348,NOENROLL,HI7,18,21.73
2011,760348,NOENROLL,ELS,7,12.5
2011,760348,NOENROLL,MALE,43,47.56
2011,760348,NOENROLL,MU7,,95
2011,760348,NOENROLL,PI7,,
2011,760348,NOENROLL,SWD,14,6.66
2011,760348,NOENROLL,WH7,52,63.63
2011,760354,ENROLL,AM7,,
2011,760354,ENROLL,AS7,,95
2011,760354,ENROLL,ALL,57,83.82
2011,760354,ENROLL,BL7,,95
2011,760354,ENROLL,EDS,14,66.66
2011,760354,ENROLL,FEM,41,83.67
2011,760354,ENROLL,HI7,10,71.42
2011,760354,ENROLL,ELS,,
2011,760354,ENROLL,MALE,16,84.21
2011,760354,ENROLL,MU7,,66.66
2011,760354,ENROLL,PI7,,95
2011,760354,ENROLL,SWD,,95
2011,760354,ENROLL,WH7,41,89.13
2011,760354,NOENROLL,AM7,,
2011,760354,NOENROLL,AS7,,95
2011,760354,NOENROLL,ALL,11,83.82
2011,760354,NOENROLL,BL7,,95
2011,760354,NOENROLL,EDS,7,66.66
2011,760354,NOENROLL,FEM,8,83.67
2011,760354,NOENROLL,HI7,,71.42
2011,760354,NOENROLL,ELS,,
2011,760354,NOENROLL,MALE,,84.21
2011,760354,NOENROLL,MU7,,66.66
2011,760354,NOENROLL,PI7,,95
2011,760354,NOENROLL,SWD,,95
2011,760354,NOENROLL,WH7,5,89.13
2011,760358,ENROLL,AM7,,
2011,760358,ENROLL,AS7,,95
2011,760358,ENROLL,ALL,143,57.2
2011,760358,ENROLL,BL7,,50
2011,760358,ENROLL,EDS,40,43.95
2011,760358,ENROLL,FEM,77,65.81
2011,760358,ENROLL,HI7,10,32.25
2011,760358,ENROLL,ELS,,
2011,760358,ENROLL,MALE,66,49.62
2011,760358,ENROLL,MU7,,33.33
2011,760358,ENROLL,PI7,,
2011,760358,ENROLL,SWD,5,23.8
2011,760358,ENROLL,WH7,128,61.24
2011,760358,NOENROLL,AM7,,
2011,760358,NOENROLL,AS7,,95
2011,760358,NOENROLL,ALL,107,57.2
2011,760358,NOENROLL,BL7,,50
2011,760358,NOENROLL,EDS,51,43.95
2011,760358,NOENROLL,FEM,40,65.81
2011,760358,NOENROLL,HI7,21,32.25
2011,760358,NOENROLL,ELS,,
2011,760358,NOENROLL,MALE,67,49.62
2011,760358,NOENROLL,MU7,,33.33
2011,760358,NOENROLL,PI7,,
2011,760358,NOENROLL,SWD,16,23.8
2011,760358,NOENROLL,WH7,81,61.24
2011,760380,ENROLL,AM7,,
2011,760380,ENROLL,AS7,,95
2011,760380,ENROLL,ALL,102,64.55
2011,760380,ENROLL,BL7,,95
2011,760380,ENROLL,EDS,24,53.33
2011,760380,ENROLL,FEM,62,72.09
2011,760380,ENROLL,HI7,,20
2011,760380,ENROLL,ELS,,66.66
2011,760380,ENROLL,MALE,40,55.55
2011,760380,ENROLL,MU7,,50
2011,760380,ENROLL,PI7,,
2011,760380,ENROLL,SWD,5,35.71
2011,760380,ENROLL,WH7,91,65.46
2011,760380,NOENROLL,AM7,,
2011,760380,NOENROLL,AS7,,95
2011,760380,NOENROLL,ALL,56,64.55
2011,760380,NOENROLL,BL7,,95
2011,760380,NOENROLL,EDS,21,53.33
2011,760380,NOENROLL,FEM,24,72.09
2011,760380,NOENROLL,HI7,,20
2011,760380,NOENROLL,ELS,,66.66
2011,760380,NOENROLL,MALE,32,55.55
2011,760380,NOENROLL,MU7,,50
2011,760380,NOENROLL,PI7,,
2011,760380,NOENROLL,SWD,9,35.71
2011,760380,NOENROLL,WH7,48,65.46
2011,760388,ENROLL,AM7,,66.66
2011,760388,ENROLL,AS7,,
2011,760388,ENROLL,ALL,92,54.43
2011,760388,ENROLL,BL7,,95
2011,760388,ENROLL,EDS,21,35.59
2011,760388,ENROLL,FEM,51,60
2011,760388,ENROLL,HI7,,57.14
2011,760388,ENROLL,ELS,,95
2011,760388,ENROLL,MALE,41,48.8
2011,760388,ENROLL,MU7,,
2011,760388,ENROLL,PI7,,
2011,760388,ENROLL,SWD,,16.66
2011,760388,ENROLL,WH7,84,53.5
2011,760388,NOENROLL,AM7,,66.66
2011,760388,NOENROLL,AS7,,
2011,760388,NOENROLL,ALL,77,54.43
2011,760388,NOENROLL,BL7,,95
2011,760388,NOENROLL,EDS,38,35.59
2011,760388,NOENROLL,FEM,34,60
2011,760388,NOENROLL,HI7,,57.14
2011,760388,NOENROLL,ELS,,95
2011,760388,NOENROLL,MALE,43,48.8
2011,760388,NOENROLL,MU7,,
2011,760388,NOENROLL,PI7,,
2011,760388,NOENROLL,SWD,15,16.66
2011,760388,NOENROLL,WH7,73,53.5
2011,760LEA,ENROLL,AM7,,42.85
2011,760LEA,ENROLL,AS7,11,91.66
2011,760LEA,ENROLL,ALL,703,61.72
2011,760LEA,ENROLL,BL7,26,70.27
2011,760LEA,ENROLL,EDS,197,47.12
2011,760LEA,ENROLL,FEM,403,70.08
2011,760LEA,ENROLL,HI7,40,37.38
2011,760LEA,ENROLL,ELS,7,29.16
2011,760LEA,ENROLL,MALE,300,53.19
2011,760LEA,ENROLL,MU7,12,60
2011,760LEA,ENROLL,PI7,,95
2011,760LEA,ENROLL,SWD,24,24
2011,760LEA,ENROLL,WH7,610,63.87
2011,760LEA,NOENROLL,AM7,,42.85
2011,760LEA,NOENROLL,AS7,,91.66
2011,760LEA,NOENROLL,ALL,436,61.72
2011,760LEA,NOENROLL,BL7,11,70.27
2011,760LEA,NOENROLL,EDS,221,47.12
2011,760LEA,NOENROLL,FEM,172,70.08
2011,760LEA,NOENROLL,HI7,67,37.38
2011,760LEA,NOENROLL,ELS,17,29.16
2011,760LEA,NOENROLL,MALE,264,53.19
2011,760LEA,NOENROLL,MU7,8,60
2011,760LEA,NOENROLL,PI7,,95
2011,760LEA,NOENROLL,SWD,76,24
2011,760LEA,NOENROLL,WH7,345,63.87
2011,761304,ENROLL,AM7,,95
2011,761304,ENROLL,AS7,6,95
2011,761304,ENROLL,ALL,182,67.65
2011,761304,ENROLL,BL7,25,67.56
2011,761304,ENROLL,EDS,62,53.91
2011,761304,ENROLL,FEM,92,74.19
2011,761304,ENROLL,HI7,23,43.39
2011,761304,ENROLL,ELS,,15.38
2011,761304,ENROLL,MALE,90,62.06
2011,761304,ENROLL,MU7,7,53.84
2011,761304,ENROLL,PI7,,
2011,761304,ENROLL,SWD,8,44.44
2011,761304,ENROLL,WH7,120,75.47
2011,761304,NOENROLL,AM7,,95
2011,761304,NOENROLL,AS7,,95
2011,761304,NOENROLL,ALL,87,67.65
2011,761304,NOENROLL,BL7,12,67.56
2011,761304,NOENROLL,EDS,53,53.91
2011,761304,NOENROLL,FEM,32,74.19
2011,761304,NOENROLL,HI7,30,43.39
2011,761304,NOENROLL,ELS,11,15.38
2011,761304,NOENROLL,MALE,55,62.06
2011,761304,NOENROLL,MU7,6,53.84
2011,761304,NOENROLL,PI7,,
2011,761304,NOENROLL,SWD,10,44.44
2011,761304,NOENROLL,WH7,39,75.47
2011,761LEA,ENROLL,AM7,,95
2011,761LEA,ENROLL,AS7,6,95
2011,761LEA,ENROLL,ALL,182,67.65
2011,761LEA,ENROLL,BL7,25,67.56
2011,761LEA,ENROLL,EDS,62,53.91
2011,761LEA,ENROLL,FEM,92,74.19
2011,761LEA,ENROLL,HI7,23,43.39
2011,761LEA,ENROLL,ELS,,15.38
2011,761LEA,ENROLL,MALE,90,62.06
2011,761LEA,ENROLL,MU7,7,53.84
2011,761LEA,ENROLL,PI7,,
2011,761LEA,ENROLL,SWD,8,44.44
2011,761LEA,ENROLL,WH7,120,75.47
2011,761LEA,NOENROLL,AM7,,95
2011,761LEA,NOENROLL,AS7,,95
2011,761LEA,NOENROLL,ALL,87,67.65
2011,761LEA,NOENROLL,BL7,12,67.56
2011,761LEA,NOENROLL,EDS,53,53.91
2011,761LEA,NOENROLL,FEM,32,74.19
2011,761LEA,NOENROLL,HI7,30,43.39
2011,761LEA,NOENROLL,ELS,11,15.38
2011,761LEA,NOENROLL,MALE,55,62.06
2011,761LEA,NOENROLL,MU7,6,53.84
2011,761LEA,NOENROLL,PI7,,
2011,761LEA,NOENROLL,SWD,10,44.44
2011,761LEA,NOENROLL,WH7,39,75.47
2011,770312,ENROLL,AM7,,
2011,770312,ENROLL,AS7,,
2011,770312,ENROLL,ALL,,
2011,770312,ENROLL,BL7,,
2011,770312,ENROLL,EDS,,
2011,770312,ENROLL,FEM,,
2011,770312,ENROLL,HI7,,
2011,770312,ENROLL,ELS,,
2011,770312,ENROLL,MALE,,
2011,770312,ENROLL,MU7,,
2011,770312,ENROLL,PI7,,
2011,770312,ENROLL,SWD,,
2011,770312,ENROLL,WH7,,
2011,770312,NOENROLL,AM7,,
2011,770312,NOENROLL,AS7,,
2011,770312,NOENROLL,ALL,6,
2011,770312,NOENROLL,BL7,,
2011,770312,NOENROLL,EDS,,
2011,770312,NOENROLL,FEM,,
2011,770312,NOENROLL,HI7,,
2011,770312,NOENROLL,ELS,,
2011,770312,NOENROLL,MALE,5,
2011,770312,NOENROLL,MU7,,
2011,770312,NOENROLL,PI7,,
2011,770312,NOENROLL,SWD,6,
2011,770312,NOENROLL,WH7,,
2011,770342,ENROLL,AM7,,
2011,770342,ENROLL,AS7,,
2011,770342,ENROLL,ALL,10,47.61
2011,770342,ENROLL,BL7,10,50
2011,770342,ENROLL,EDS,8,47.05
2011,770342,ENROLL,FEM,5,50
2011,770342,ENROLL,HI7,,
2011,770342,ENROLL,ELS,,
2011,770342,ENROLL,MALE,5,45.45
2011,770342,ENROLL,MU7,,
2011,770342,ENROLL,PI7,,
2011,770342,ENROLL,SWD,,95
2011,770342,ENROLL,WH7,,
2011,770342,NOENROLL,AM7,,
2011,770342,NOENROLL,AS7,,
2011,770342,NOENROLL,ALL,11,47.61
2011,770342,NOENROLL,BL7,10,50
2011,770342,NOENROLL,EDS,9,47.05
2011,770342,NOENROLL,FEM,5,50
2011,770342,NOENROLL,HI7,,
2011,770342,NOENROLL,ELS,,
2011,770342,NOENROLL,MALE,6,45.45
2011,770342,NOENROLL,MU7,,
2011,770342,NOENROLL,PI7,,
2011,770342,NOENROLL,SWD,,95
2011,770342,NOENROLL,WH7,,
2011,770348,ENROLL,AM7,11,68.75
2011,770348,ENROLL,AS7,,95
2011,770348,ENROLL,ALL,280,67.63
2011,770348,ENROLL,BL7,136,69.38
2011,770348,ENROLL,EDS,159,68.24
2011,770348,ENROLL,FEM,151,77.04
2011,770348,ENROLL,HI7,12,52.17
2011,770348,ENROLL,ELS,,
2011,770348,ENROLL,MALE,129,59.17
2011,770348,ENROLL,MU7,,95
2011,770348,ENROLL,PI7,,
2011,770348,ENROLL,SWD,11,37.93
2011,770348,ENROLL,WH7,117,67.24
2011,770348,NOENROLL,AM7,5,68.75
2011,770348,NOENROLL,AS7,,95
2011,770348,NOENROLL,ALL,134,67.63
2011,770348,NOENROLL,BL7,60,69.38
2011,770348,NOENROLL,EDS,74,68.24
2011,770348,NOENROLL,FEM,45,77.04
2011,770348,NOENROLL,HI7,11,52.17
2011,770348,NOENROLL,ELS,,
2011,770348,NOENROLL,MALE,89,59.17
2011,770348,NOENROLL,MU7,,95
2011,770348,NOENROLL,PI7,,
2011,770348,NOENROLL,SWD,18,37.93
2011,770348,NOENROLL,WH7,57,67.24
2011,770LEA,ENROLL,AM7,11,68.75
2011,770LEA,ENROLL,AS7,,95
2011,770LEA,ENROLL,ALL,290,65.75
2011,770LEA,ENROLL,BL7,146,66.66
2011,770LEA,ENROLL,EDS,167,65.74
2011,770LEA,ENROLL,FEM,156,75.36
2011,770LEA,ENROLL,HI7,12,52.17
2011,770LEA,ENROLL,ELS,,
2011,770LEA,ENROLL,MALE,134,57.26
2011,770LEA,ENROLL,MU7,,95
2011,770LEA,ENROLL,PI7,,
2011,770LEA,ENROLL,SWD,12,33.33
2011,770LEA,ENROLL,WH7,117,65.73
2011,770LEA,NOENROLL,AM7,5,68.75
2011,770LEA,NOENROLL,AS7,,95
2011,770LEA,NOENROLL,ALL,151,65.75
2011,770LEA,NOENROLL,BL7,73,66.66
2011,770LEA,NOENROLL,EDS,87,65.74
2011,770LEA,NOENROLL,FEM,51,75.36
2011,770LEA,NOENROLL,HI7,11,52.17
2011,770LEA,NOENROLL,ELS,,
2011,770LEA,NOENROLL,MALE,100,57.26
2011,770LEA,NOENROLL,MU7,,95
2011,770LEA,NOENROLL,PI7,,
2011,770LEA,NOENROLL,SWD,24,33.33
2011,770LEA,NOENROLL,WH7,61,65.73
2011,780325,ENROLL,AM7,14,50
2011,780325,ENROLL,AS7,,95
2011,780325,ENROLL,ALL,79,56.83
2011,780325,ENROLL,BL7,37,59.67
2011,780325,ENROLL,EDS,52,53.06
2011,780325,ENROLL,FEM,51,73.91
2011,780325,ENROLL,HI7,,
2011,780325,ENROLL,ELS,,
2011,780325,ENROLL,MALE,28,40
2011,780325,ENROLL,MU7,,50
2011,780325,ENROLL,PI7,,
2011,780325,ENROLL,SWD,,13.33
2011,780325,ENROLL,WH7,23,57.5
2011,780325,NOENROLL,AM7,14,50
2011,780325,NOENROLL,AS7,,95
2011,780325,NOENROLL,ALL,60,56.83
2011,780325,NOENROLL,BL7,25,59.67
2011,780325,NOENROLL,EDS,46,53.06
2011,780325,NOENROLL,FEM,18,73.91
2011,780325,NOENROLL,HI7,,
2011,780325,NOENROLL,ELS,,
2011,780325,NOENROLL,MALE,42,40
2011,780325,NOENROLL,MU7,,50
2011,780325,NOENROLL,PI7,,
2011,780325,NOENROLL,SWD,13,13.33
2011,780325,NOENROLL,WH7,17,57.5
2011,780342,ENROLL,AM7,65,58.03
2011,780342,ENROLL,AS7,,66.66
2011,780342,ENROLL,ALL,274,56.61
2011,780342,ENROLL,BL7,85,47.22
2011,780342,ENROLL,EDS,140,48.1
2011,780342,ENROLL,FEM,183,68.28
2011,780342,ENROLL,HI7,9,37.5
2011,780342,ENROLL,ELS,,25
2011,780342,ENROLL,MALE,91,42.12
2011,780342,ENROLL,MU7,,50
2011,780342,ENROLL,PI7,,95
2011,780342,ENROLL,SWD,9,15.25
2011,780342,ENROLL,WH7,106,69.28
2011,780342,NOENROLL,AM7,47,58.03
2011,780342,NOENROLL,AS7,,66.66
2011,780342,NOENROLL,ALL,210,56.61
2011,780342,NOENROLL,BL7,95,47.22
2011,780342,NOENROLL,EDS,151,48.1
2011,780342,NOENROLL,FEM,85,68.28
2011,780342,NOENROLL,HI7,15,37.5
2011,780342,NOENROLL,ELS,6,25
2011,780342,NOENROLL,MALE,125,42.12
2011,780342,NOENROLL,MU7,,50
2011,780342,NOENROLL,PI7,,95
2011,780342,NOENROLL,SWD,50,15.25
2011,780342,NOENROLL,WH7,47,69.28
2011,780385,ENROLL,AM7,10,83.33
2011,780385,ENROLL,AS7,,
2011,780385,ENROLL,ALL,21,67.74
2011,780385,ENROLL,BL7,,28.57
2011,780385,ENROLL,EDS,10,58.82
2011,780385,ENROLL,FEM,8,57.14
2011,780385,ENROLL,HI7,,
2011,780385,ENROLL,ELS,,
2011,780385,ENROLL,MALE,13,76.47
2011,780385,ENROLL,MU7,,95
2011,780385,ENROLL,PI7,,
2011,780385,ENROLL,SWD,,
2011,780385,ENROLL,WH7,8,88.88
2011,780385,NOENROLL,AM7,,83.33
2011,780385,NOENROLL,AS7,,
2011,780385,NOENROLL,ALL,10,67.74
2011,780385,NOENROLL,BL7,5,28.57
2011,780385,NOENROLL,EDS,7,58.82
2011,780385,NOENROLL,FEM,6,57.14
2011,780385,NOENROLL,HI7,,
2011,780385,NOENROLL,ELS,,
2011,780385,NOENROLL,MALE,,76.47
2011,780385,NOENROLL,MU7,,95
2011,780385,NOENROLL,PI7,,
2011,780385,NOENROLL,SWD,,
2011,780385,NOENROLL,WH7,,88.88
2011,780391,ENROLL,AM7,25,44.64
2011,780391,ENROLL,AS7,,
2011,780391,ENROLL,ALL,67,45.57
2011,780391,ENROLL,BL7,34,54.83
2011,780391,ENROLL,EDS,51,42.14
2011,780391,ENROLL,FEM,37,52.85
2011,780391,ENROLL,HI7,,21.05
2011,780391,ENROLL,ELS,,11.11
2011,780391,ENROLL,MALE,30,38.96
2011,780391,ENROLL,MU7,,33.33
2011,780391,ENROLL,PI7,,
2011,780391,ENROLL,SWD,,7.69
2011,780391,ENROLL,WH7,,42.85
2011,780391,NOENROLL,AM7,31,44.64
2011,780391,NOENROLL,AS7,,
2011,780391,NOENROLL,ALL,80,45.57
2011,780391,NOENROLL,BL7,28,54.83
2011,780391,NOENROLL,EDS,70,42.14
2011,780391,NOENROLL,FEM,33,52.85
2011,780391,NOENROLL,HI7,15,21.05
2011,780391,NOENROLL,ELS,8,11.11
2011,780391,NOENROLL,MALE,47,38.96
2011,780391,NOENROLL,MU7,,33.33
2011,780391,NOENROLL,PI7,,
2011,780391,NOENROLL,SWD,24,7.69
2011,780391,NOENROLL,WH7,,42.85
2011,780401,ENROLL,AM7,18,45
2011,780401,ENROLL,AS7,,95
2011,780401,ENROLL,ALL,82,47.39
2011,780401,ENROLL,BL7,32,44.44
2011,780401,ENROLL,EDS,54,43.2
2011,780401,ENROLL,FEM,41,57.74
2011,780401,ENROLL,HI7,,36.36
2011,780401,ENROLL,ELS,,33.33
2011,780401,ENROLL,MALE,41,40.19
2011,780401,ENROLL,MU7,,33.33
2011,780401,ENROLL,PI7,,
2011,780401,ENROLL,SWD,,16
2011,780401,ENROLL,WH7,24,57.14
2011,780401,NOENROLL,AM7,22,45
2011,780401,NOENROLL,AS7,,95
2011,780401,NOENROLL,ALL,91,47.39
2011,780401,NOENROLL,BL7,40,44.44
2011,780401,NOENROLL,EDS,71,43.2
2011,780401,NOENROLL,FEM,30,57.74
2011,780401,NOENROLL,HI7,7,36.36
2011,780401,NOENROLL,ELS,,33.33
2011,780401,NOENROLL,MALE,61,40.19
2011,780401,NOENROLL,MU7,,33.33
2011,780401,NOENROLL,PI7,,
2011,780401,NOENROLL,SWD,21,16
2011,780401,NOENROLL,WH7,18,57.14
2011,780402,ENROLL,AM7,27,55.1
2011,780402,ENROLL,AS7,,
2011,780402,ENROLL,ALL,61,53.98
2011,780402,ENROLL,BL7,33,62.26
2011,780402,ENROLL,EDS,45,51.72
2011,780402,ENROLL,FEM,35,66.03
2011,780402,ENROLL,HI7,,
2011,780402,ENROLL,ELS,,
2011,780402,ENROLL,MALE,26,43.33
2011,780402,ENROLL,MU7,,
2011,780402,ENROLL,PI7,,
2011,780402,ENROLL,SWD,,22.22
2011,780402,ENROLL,WH7,,25
2011,780402,NOENROLL,AM7,22,55.1
2011,780402,NOENROLL,AS7,,
2011,780402,NOENROLL,ALL,52,53.98
2011,780402,NOENROLL,BL7,20,62.26
2011,780402,NOENROLL,EDS,42,51.72
2011,780402,NOENROLL,FEM,18,66.03
2011,780402,NOENROLL,HI7,,
2011,780402,NOENROLL,ELS,,
2011,780402,NOENROLL,MALE,34,43.33
2011,780402,NOENROLL,MU7,,
2011,780402,NOENROLL,PI7,,
2011,780402,NOENROLL,SWD,14,22.22
2011,780402,NOENROLL,WH7,,25
2011,780420,ENROLL,AM7,176,62.85
2011,780420,ENROLL,AS7,,
2011,780420,ENROLL,ALL,209,57.89
2011,780420,ENROLL,BL7,15,28.84
2011,780420,ENROLL,EDS,133,52.56
2011,780420,ENROLL,FEM,125,69.06
2011,780420,ENROLL,HI7,,66.66
2011,780420,ENROLL,ELS,,50
2011,780420,ENROLL,MALE,84,46.66
2011,780420,ENROLL,MU7,11,68.75
2011,780420,ENROLL,PI7,,
2011,780420,ENROLL,SWD,7,16.66
2011,780420,ENROLL,WH7,,42.85
2011,780420,NOENROLL,AM7,104,62.85
2011,780420,NOENROLL,AS7,,
2011,780420,NOENROLL,ALL,152,57.89
2011,780420,NOENROLL,BL7,37,28.84
2011,780420,NOENROLL,EDS,120,52.56
2011,780420,NOENROLL,FEM,56,69.06
2011,780420,NOENROLL,HI7,,66.66
2011,780420,NOENROLL,ELS,,50
2011,780420,NOENROLL,MALE,96,46.66
2011,780420,NOENROLL,MU7,5,68.75
2011,780420,NOENROLL,PI7,,
2011,780420,NOENROLL,SWD,35,16.66
2011,780420,NOENROLL,WH7,,42.85
2011,780LEA,ENROLL,AM7,335,58.05
2011,780LEA,ENROLL,AS7,8,72.72
2011,780LEA,ENROLL,ALL,793,54.76
2011,780LEA,ENROLL,BL7,238,48.77
2011,780LEA,ENROLL,EDS,485,48.89
2011,780LEA,ENROLL,FEM,480,66.11
2011,780LEA,ENROLL,HI7,21,31.81
2011,780LEA,ENROLL,ELS,5,20.83
2011,780LEA,ENROLL,MALE,313,43.35
2011,780LEA,ENROLL,MU7,22,51.16
2011,780LEA,ENROLL,PI7,,95
2011,780LEA,ENROLL,SWD,28,15.13
2011,780LEA,ENROLL,WH7,168,64.12
2011,780LEA,NOENROLL,AM7,242,58.05
2011,780LEA,NOENROLL,AS7,,72.72
2011,780LEA,NOENROLL,ALL,655,54.76
2011,780LEA,NOENROLL,BL7,250,48.77
2011,780LEA,NOENROLL,EDS,507,48.89
2011,780LEA,NOENROLL,FEM,246,66.11
2011,780LEA,NOENROLL,HI7,45,31.81
2011,780LEA,NOENROLL,ELS,19,20.83
2011,780LEA,NOENROLL,MALE,409,43.35
2011,780LEA,NOENROLL,MU7,21,51.16
2011,780LEA,NOENROLL,PI7,,95
2011,780LEA,NOENROLL,SWD,157,15.13
2011,780LEA,NOENROLL,WH7,94,64.12
2011,790314,ENROLL,AM7,,
2011,790314,ENROLL,AS7,,95
2011,790314,ENROLL,ALL,132,61.97
2011,790314,ENROLL,BL7,36,78.26
2011,790314,ENROLL,EDS,47,51.08
2011,790314,ENROLL,FEM,61,60.39
2011,790314,ENROLL,HI7,,36.36
2011,790314,ENROLL,ELS,,
2011,790314,ENROLL,MALE,71,63.39
2011,790314,ENROLL,MU7,,66.66
2011,790314,ENROLL,PI7,,
2011,790314,ENROLL,SWD,,19.04
2011,790314,ENROLL,WH7,87,58.38
2011,790314,NOENROLL,AM7,,
2011,790314,NOENROLL,AS7,,95
2011,790314,NOENROLL,ALL,81,61.97
2011,790314,NOENROLL,BL7,10,78.26
2011,790314,NOENROLL,EDS,45,51.08
2011,790314,NOENROLL,FEM,40,60.39
2011,790314,NOENROLL,HI7,7,36.36
2011,790314,NOENROLL,ELS,,
2011,790314,NOENROLL,MALE,41,63.39
2011,790314,NOENROLL,MU7,,66.66
2011,790314,NOENROLL,PI7,,
2011,790314,NOENROLL,SWD,17,19.04
2011,790314,NOENROLL,WH7,62,58.38
2011,790354,ENROLL,AM7,,95
2011,790354,ENROLL,AS7,,95
2011,790354,ENROLL,ALL,147,65.91
2011,790354,ENROLL,BL7,35,63.63
2011,790354,ENROLL,EDS,46,54.76
2011,790354,ENROLL,FEM,83,68.03
2011,790354,ENROLL,HI7,5,55.55
2011,790354,ENROLL,ELS,,50
2011,790354,ENROLL,MALE,64,63.36
2011,790354,ENROLL,MU7,,44.44
2011,790354,ENROLL,PI7,,
2011,790354,ENROLL,SWD,7,31.81
2011,790354,ENROLL,WH7,98,67.58
2011,790354,NOENROLL,AM7,,95
2011,790354,NOENROLL,AS7,,95
2011,790354,NOENROLL,ALL,76,65.91
2011,790354,NOENROLL,BL7,20,63.63
2011,790354,NOENROLL,EDS,38,54.76
2011,790354,NOENROLL,FEM,39,68.03
2011,790354,NOENROLL,HI7,,55.55
2011,790354,NOENROLL,ELS,,50
2011,790354,NOENROLL,MALE,37,63.36
2011,790354,NOENROLL,MU7,5,44.44
2011,790354,NOENROLL,PI7,,
2011,790354,NOENROLL,SWD,15,31.81
2011,790354,NOENROLL,WH7,47,67.58
2011,790366,ENROLL,AM7,,95
2011,790366,ENROLL,AS7,,33.33
2011,790366,ENROLL,ALL,115,56.65
2011,790366,ENROLL,BL7,60,59.4
2011,790366,ENROLL,EDS,58,53.21
2011,790366,ENROLL,FEM,67,65.04
2011,790366,ENROLL,HI7,5,33.33
2011,790366,ENROLL,ELS,,
2011,790366,ENROLL,MALE,48,48
2011,790366,ENROLL,MU7,7,77.77
2011,790366,ENROLL,PI7,,
2011,790366,ENROLL,SWD,6,27.27
2011,790366,ENROLL,WH7,41,55.4
2011,790366,NOENROLL,AM7,,95
2011,790366,NOENROLL,AS7,,33.33
2011,790366,NOENROLL,ALL,88,56.65
2011,790366,NOENROLL,BL7,41,59.4
2011,790366,NOENROLL,EDS,51,53.21
2011,790366,NOENROLL,FEM,36,65.04
2011,790366,NOENROLL,HI7,10,33.33
2011,790366,NOENROLL,ELS,,
2011,790366,NOENROLL,MALE,52,48
2011,790366,NOENROLL,MU7,,77.77
2011,790366,NOENROLL,PI7,,
2011,790366,NOENROLL,SWD,16,27.27
2011,790366,NOENROLL,WH7,33,55.4
2011,790378,ENROLL,AM7,,
