year,agency_code,category_code,avg_student_num
2006,290348,,1535
2006,290350,,1240
2006,290352,,515
2006,290356,,660
2006,290364,,265
2006,290365,,456
2006,290366,,1066
2006,290367,,423
2006,290376,,651
2006,290380,,782
2006,290384,,647
2006,290388,,765
2006,291308,,467
2006,291332,,717
2006,291336,,731
2006,291340,,337
2006,291348,,363
2006,291350,,37
2006,291352,,367
2006,292316,,572
2006,292318,,655
2006,292320,,654
2006,292324,,699
2006,300308,,510
2006,300310,,445
2006,300312,,1740
2006,300320,,542
2006,300325,,811
2006,300326,,545
2006,300328,,643
2006,300330,,759
2006,300336,,355
2006,310304,,853
2006,310308,,892
2006,310324,,540
2006,310330,,529
2006,310336,,517
2006,310340,,359
2006,310344,,867
2006,310352,,586
2006,310356,,377
2006,310360,,637
2006,310364,,460
2006,310384,,689
2006,310388,,735
2006,310392,,630
2006,310396,,225
2006,320304,,731
2006,320306,,841
2006,320308,,311
2006,320309,,158
2006,320310,,404
2006,320312,,1730
2006,320313,,670
2006,320314,,767
2006,320315,,649
2006,320316,,1271
2006,320318,,468
2006,320319,,621
2006,320320,,722
2006,320323,,1344
2006,320324,,734
2006,320325,,1402
2006,320327,,775
2006,320328,,605
2006,320332,,631
2006,320336,,26
2006,320338,,433
2006,320339,,233
2006,320340,,602
2006,320341,,186
2006,320344,,328
2006,320346,,695
2006,320347,,371
2006,320348,,345
2006,320352,,544
2006,320353,,43
2006,320354,,190
2006,320355,,825
2006,320356,,1560
2006,320360,,986
2006,320362,,759
2006,320363,,399
2006,320364,,825
2006,320365,,1809
2006,320366,,1005
2006,320367,,307
2006,320368,,1479
2006,320370,,605
2006,320372,,810
2006,320374,,203
2006,320388,,177
2006,320400,,304
2006,32A000,,200
2006,32B000,,326
2006,32C000,,140
2006,32D000,,181
2006,32G000,,65
2006,32H000,,722
2006,32J000,,29
2006,32K000,,221
2006,330304,,552
2006,330308,,615
2006,330310,,16
2006,330312,,329
2006,330324,,486
2006,330326,,70
2006,330328,,341
2006,330330,,530
2006,330332,,390
2006,330334,,347
2006,330336,,134
2006,330340,,562
2006,330348,,690
2006,330350,,988
2006,330354,,637
2006,330358,,782
2006,340308,,427
2006,340314,,668
2006,340320,,534
2006,340330,,1061
2006,340334,,735
2006,340336,,162
2006,340344,,40
2006,340348,,753
2006,340350,,1151
2006,340351,,203
2006,340354,,264
2006,340360,,266
2006,340364,,1731
2006,340366,,702
2006,340368,,479
2006,340376,,482
2006,340380,,799
2006,340382,,1541
2006,340384,,716
2006,340385,,108
2006,340390,,627
2006,340392,,604
2006,340396,,443
2006,340398,,30
2006,340400,,414
2006,340403,,768
2006,340406,,1087
2006,340416,,945
2006,340420,,770
2006,340424,,215
2006,340428,,615
2006,340430,,243
2006,340432,,596
2006,340436,,87
2006,340440,,690
2006,340442,,1122
2006,340446,,85
2006,340447,,516
2006,340448,,643
2006,340452,,519
2006,340453,,569
2006,340454,,1720
2006,340460,,1319
2006,340462,,381
2006,340464,,889
2006,340472,,545
2006,340476,,693
2006,340480,,672
2006,340486,,1380
2006,340488,,240
2006,340490,,373
2006,340492,,469
2006,340494,,793
2006,340495,,870
2006,340496,,1567
2006,340504,,593
2006,340508,,984
2006,340512,,494
2006,340516,,950
2006,340520,,439
2006,340528,,925
2006,340530,,328
2006,340532,,1022
2006,340536,,659
2006,340540,,822
2006,340544,,623
2006,340548,,846
2006,340556,,2018
2006,340560,,479
2006,340564,,746
2006,340568,,472
2006,340700,,176
2006,340701,,172
2006,340702,,168
2006,34B000,,153
2006,34C000,,358
2006,34D000,,330
2006,34E000,,0
2006,34F000,,669
2006,34G000,,239
2006,350304,,624
2006,350308,,884
2006,350310,,662
2006,350312,,685
2006,350316,,464
2006,350318,,580
2006,350321,,715
2006,350330,,310
2006,350332,,448
2006,350336,,663
2006,350337,,75
2006,350338,,562
2006,350339,,614
2006,350340,,652
2006,35A000,,246
2006,360310,,1483
2006,360320,,701
2006,360324,,671
2006,360332,,490
2006,360336,,716
2006,360338,,285
2006,360339,,243
2006,360340,,638
2006,360344,,529
2006,360348,,303
2006,360352,,565
2006,360360,,601
2006,360364,,484
2006,360372,,84
2006,360376,,553
2006,360380,,808
2006,360390,,1517
2006,360392,,515
2006,360394,,141
2006,360396,,1310
2006,360400,,513
2006,360408,,787
2006,360418,,540
2006,360426,,812
2006,360428,,1113
2006,360430,,246
2006,360431,,560
2006,360432,,489
2006,360436,,594
2006,360438,,413
2006,360440,,532
2006,360448,,159
2006,360456,,711
2006,360460,,357
2006,360464,,434
2006,360468,,360
2006,360470,,1121
2006,360478,,478
2006,360480,,266
2006,360482,,646
2006,360484,,407
2006,360488,,610
2006,360490,,700
2006,360492,,594
2006,360494,,1184
2006,360498,,817
2006,360499,,525
2006,360500,,566
2006,360504,,487
2006,360510,,647
2006,360514,,676
2006,360520,,303
2006,360526,,509
2006,36A000,,95
2006,36B000,,630
2006,370304,,280
2006,370308,,497
2006,370312,,636
2006,370316,,276
2006,370324,,314
2006,380306,,671
2006,380308,,345
2006,380310,,200
2006,390309,,481
2006,390311,,508
2006,390312,,439
2006,390316,,538
2006,390320,,625
2006,390324,,1043
2006,390332,,658
2006,390333,,537
2006,390334,,754
2006,390336,,232
2006,390352,,1004
2006,390360,,450
2006,390364,,415
2006,390368,,533
2006,390700,,229
2006,390704,,216
2006,400308,,857
2006,400312,,752
2006,400321,,848
2006,400332,,738
2006,410304,,861
2006,410307,,339
2006,410310,,500
2006,410313,,672
2006,410316,,783
2006,410319,,1037
2006,410322,,398
2006,410325,,606
2006,410326,,83
2006,410328,,394
2006,410331,,402
2006,410334,,751
2006,410337,,415
2006,410340,,725
2006,410341,,194
2006,410343,,585
2006,410346,,936
2006,410349,,475
2006,410355,,1583
2006,410358,,930
2006,410361,,228
2006,410364,,551
2006,410366,,571
2006,410367,,577
2006,410370,,712
2006,410373,,311
2006,410376,,477
2006,410379,,162
2006,410382,,412
2006,410385,,267
2006,410388,,474
2006,410390,,99
2006,410391,,551
2006,410394,,1651
2006,410395,,176
2006,410397,,935
2006,410399,,96
2006,410400,,346
2006,410401,,132
2006,410402,,632
2006,410403,,292
2006,410406,,1278
2006,410408,,112
2006,410409,,466
2006,410412,,647
2006,410415,,552
2006,410418,,516
2006,410421,,1213
2006,410423,,813
2006,410424,,944
2006,410427,,348
2006,410430,,698
2006,410436,,362
2006,410437,,981
2006,410439,,236
2006,410442,,895
2006,410445,,328
2006,410448,,589
2006,410451,,330
2006,410454,,511
2006,410457,,74
2006,410460,,880
2006,410461,,299
2006,410463,,946
2006,410466,,461
2006,410469,,420
2006,410472,,443
2006,410478,,381
2006,410481,,384
2006,410483,,101
2006,410484,,1150
2006,410487,,971
2006,410490,,2262
2006,410493,,1165
2006,410496,,543
2006,410499,,355
2006,410502,,684
2006,410505,,610
2006,410508,,1654
2006,410511,,421
2006,410514,,340
2006,410517,,341
2006,410522,,914
2006,410523,,538
2006,410529,,1438
2006,410532,,645
2006,410533,,82
2006,410534,,50
2006,410535,,335
2006,410538,,413
2006,410541,,593
2006,410544,,1527
2006,410547,,1297
2006,410550,,1044
2006,410553,,269
2006,410556,,927
2006,410559,,757
2006,410562,,1262
2006,410565,,1006
2006,410568,,389
2006,410571,,507
2006,410574,,751
2006,410577,,523
2006,410578,,386
2006,410580,,406
2006,410583,,225
2006,410586,,203
2006,410589,,256
2006,410592,,697
2006,410595,,1467
2006,410598,,186
2006,41A000,,133
2006,41B000,,719
2006,41C000,,211
2006,41D000,,347
2006,420304,,403
2006,420308,,141
2006,420312,,271
2006,420316,,158
2006,420320,,269
2006,420324,,251
2006,420328,,271
2006,420336,,235
2006,420340,,386
2006,420344,,161
2006,420346,,871
2006,420348,,248
2006,420356,,155
2006,420358,,658
2006,420376,,471
2006,421304,,710
2006,421306,,722
2006,421316,,849
2006,421328,,669
2006,422314,,441
2006,422318,,258
2006,422324,,315
2006,430304,,596
2006,430308,,277
2006,430312,,534
2006,430316,,610
2006,430320,,225
2006,430328,,661
2006,430330,,646
2006,430332,,488
2006,430336,,307
2006,430340,,289
2006,430344,,689
2006,430345,,66
2006,430346,,1355
2006,430347,,1134
2006,430348,,348
2006,430349,,1035
2006,430352,,617
2006,430358,,573
2006,430368,,617
2006,430370,,882
2006,430371,,1019
2006,430376,,580
2006,430378,,1318
2006,430380,,344
2006,430384,,1119
2006,430386,,981
2006,440314,,514
2006,440318,,311
2006,440320,,566
2006,440324,,263
2006,440326,,66
2006,440328,,499
2006,440332,,255
2006,440348,,509
2006,440349,,391
2006,440350,,445
2006,440364,,321
2006,440368,,462
2006,440378,,963
2006,440390,,1206
2006,440396,,1028
2006,450301,,785
2006,450302,,396
2006,450306,,429
2006,450307,,686
2006,450308,,585
2006,450316,,1029
2006,450322,,538
2006,450324,,560
2006,450328,,718
2006,450332,,574
2006,450333,,386
2006,450334,,679
2006,450335,,467
2006,450336,,369
2006,450339,,494
2006,450340,,442
2006,450341,,895
2006,450342,,792
2006,450343,,130
2006,450346,,585
2006,450352,,1039
2006,45A000,,159
2006,460308,,530
2006,460312,,748
2006,460318,,575
2006,460320,,1055
2006,460332,,561
2006,470312,,1623
2006,470316,,350
2006,470320,,687
2006,470328,,527
2006,470330,,460
2006,470332,,904
2006,470336,,365
2006,470340,,527
2006,470342,,54
2006,470346,,880
2006,470441,,587
2006,480306,,207
2006,480307,,170
2006,480309,,143
2006,480316,,107
2006,490308,,955
2006,490312,,605
2006,490316,,387
2006,490320,,48
2006,490324,,450
2006,490326,,516
2006,490327,,722
2006,490328,,250
2006,490332,,499
2006,490335,,1586
2006,490336,,746
2006,490337,,698
2006,490338,,682
2006,490340,,310
2006,490342,,24
2006,490344,,594
2006,490345,,328
2006,490346,,1075
2006,490347,,310
2006,490348,,349
2006,490349,,645
2006,490350,,243
2006,490352,,572
2006,490354,,1139
2006,490356,,257
2006,490360,,470
2006,490361,,44
2006,490362,,811
2006,490363,,621
2006,490364,,799
2006,490366,,428
2006,490368,,290
2006,490380,,1059
2006,490384,,853
2006,490390,,836
2006,491303,,646
2006,491306,,771
2006,491308,,800
2006,491312,,1387
2006,491316,,566
2006,491320,,638
2006,49A000,,299
2006,49B000,,175
2006,49D000,,92
2006,500304,,631
2006,500314,,800
2006,500316,,280
2006,500324,,100
2006,500332,,481
2006,500337,,427
2006,500340,,914
2006,50A000,,163
2006,510308,,551
2006,510310,,452
2006,510324,,1616
2006,510326,,941
2006,510328,,1071
2006,510329,,929
2006,510330,,479
2006,510332,,684
2006,510336,,1043
2006,510340,,1034
2006,510342,,498
2006,510344,,597
2006,510356,,600
2006,510357,,61
2006,510358,,1033
2006,510359,,658
2006,510360,,533
2006,510368,,668
2006,510372,,515
2006,510376,,1353
2006,510377,,574
2006,510378,,680
2006,510379,,927
2006,510380,,55
2006,510381,,62
2006,510388,,841
2006,510390,,601
2006,510396,,497
2006,510397,,820
2006,510399,,1496
2006,510402,,1040
2006,510404,,533
2006,510406,,1746
2006,510408,,699
2006,510410,,846
2006,510412,,700
2006,520304,,153
2006,520308,,119
2006,520320,,372
2006,520324,,325
2006,520328,,118
2006,520336,,230
2006,530302,,620
2006,530306,,35
2006,530308,,664
2006,530312,,505
2006,530314,,1007
2006,530316,,60
2006,530320,,667
2006,530336,,1681
2006,530340,,622
2006,530343,,861
2006,530346,,648
2006,530354,,677
2006,530356,,1086
2006,53A000,,76
2006,540304,,503
2006,540306,,238
2006,540308,,477
2006,540312,,650
2006,540313,,127
2006,540315,,1046
2006,540316,,593
2006,540318,,38
2006,540320,,437
2006,540324,,982
2006,540326,,578
2006,540328,,495
2006,540330,,701
2006,540332,,286
2006,540336,,807
2006,540338,,289
2006,540340,,369
2006,540342,,412
2006,540344,,778
2006,54A000,,115
2006,54B000,,277
2006,550308,,36
2006,550312,,534
2006,550314,,495
2006,550316,,409
2006,550320,,878
2006,550322,,633
2006,550328,,480
2006,550332,,817
2006,550334,,655
2006,550336,,391
2006,550342,,489
2006,550344,,921
2006,550348,,604
2006,550350,,696
2006,550356,,540
2006,550360,,364
2006,550362,,432
2006,550364,,632
2006,550368,,1021
2006,550372,,783
2006,55A000,,661
2006,560304,,381
2006,560308,,139
2006,560312,,181
2006,560316,,378
2006,560320,,1012
2006,560324,,407
2006,560328,,139
2006,560330,,900
2006,560332,,134
2006,560338,,512
2006,570306,,447
2006,570312,,131
2006,570316,,111
2006,570318,,784
2006,570319,,575
2006,570320,,553
2006,580304,,266
2006,580308,,454
2006,580312,,409
2006,580316,,352
2006,580320,,180
2006,580324,,307
2006,580328,,275
2006,580344,,357
2006,580350,,325
2006,580356,,351
2006,580368,,557
2006,580372,,422
2006,590306,,325
2006,590310,,710
2006,590316,,480
2006,590320,,449
2006,590330,,1349
2006,590332,,535
2006,590336,,259
2006,590340,,517
2006,590344,,450
2006,590352,,532
2006,590356,,791
2006,600300,,748
2006,600301,,804
2006,600305,,1799
2006,600308,,355
2006,600311,,251
2006,600314,,886
2006,600316,,681
2006,600319,,313
2006,600322,,760
2006,600329,,596
2006,600333,,1103
2006,600335,,380
2006,600336,,60
2006,600338,,622
2006,600341,,597
2006,600344,,537
2006,600345,,738
2006,600346,,1421
2006,600349,,461
2006,600351,,1242
2006,600352,,795
2006,600353,,1087
2006,600357,,919
2006,600358,,246
2006,600360,,324
2006,600361,,2354
2006,600362,,1218
2006,600365,,507
2006,600368,,369
2006,600374,,360
2006,600376,,1137
2006,600377,,2191
2006,600379,,408
2006,600381,,826
2006,600382,,1001
2006,600384,,517
2006,600385,,786
2006,600386,,168
2006,600393,,577
2006,600394,,1730
2006,600396,,1633
2006,600398,,744
2006,600399,,1007
2006,600405,,1435
2006,600406,,1227
2006,600410,,814
2006,600412,,566
2006,600413,,232
2006,600414,,584
2006,600415,,2435
2006,600416,,786
2006,600420,,757
2006,600422,,500
2006,600424,,734
2006,600426,,2355
2006,600427,,537
2006,600428,,1186
2006,600429,,721
2006,600431,,1102
2006,600432,,626
2006,600434,,694
2006,600436,,1502
2006,600438,,582
2006,600439,,563
2006,600440,,719
2006,600441,,425
2006,600442,,1567
2006,600444,,657
2006,600446,,972
2006,600447,,1036
2006,600448,,851
2006,600449,,793
2006,600450,,891
2006,600451,,869
2006,600453,,558
2006,600454,,194
2006,600455,,1191
2006,600459,,494
2006,600461,,27
2006,600462,,1132
2006,600464,,670
2006,600466,,2640
2006,600468,,1047
2006,600471,,472
2006,600474,,818
2006,600478,,721
2006,600479,,1007
2006,600480,,2882
2006,600481,,829
2006,600482,,1112
2006,600485,,459
2006,600487,,462
2006,600488,,287
2006,600489,,322
2006,600490,,1763
2006,600491,,753
2006,600492,,369
2006,600494,,882
2006,600495,,495
2006,600496,,1053
2006,600497,,962
2006,600500,,744
2006,600501,,386
2006,600503,,727
2006,600507,,803
2006,600508,,2454
2006,600509,,1198
2006,600512,,566
2006,600513,,822
2006,600514,,1080
2006,600516,,749
2006,600517,,439
2006,600519,,464
2006,600520,,523
2006,600522,,565
2006,600527,,433
2006,600530,,562
2006,600532,,916
2006,600534,,1073
2006,600535,,2491
2006,600537,,1040
2006,600538,,1076
2006,600541,,505
2006,600546,,512
2006,600549,,1148
2006,600550,,436
2006,600553,,395
2006,600557,,951
2006,600562,,648
2006,600565,,471
2006,600566,,1102
2006,600571,,289
2006,600574,,402
2006,600576,,1651
2006,600577,,335
2006,600579,,1634
2006,600581,,660
2006,600585,,497
2006,600586,,516
2006,600587,,642
2006,600589,,556
2006,600592,,2223
2006,60A000,,98
2006,60B000,,539
2006,60C000,,94
2006,60D000,,630
2006,60F000,,156
2006,60G000,,720
2006,60H000,,172
2006,60I000,,407
2006,60J000,,65
2006,610302,,196
2006,610308,,99
2006,610310,,301
2006,610320,,240
2006,610322,,308
2006,610326,,339
2006,610334,,674
2006,610336,,95
2006,620310,,41
2006,620312,,589
2006,620314,,496
2006,620316,,551
2006,620324,,339
2006,620330,,330
2006,620334,,515
2006,620336,,359
2006,620339,,542
2006,620340,,715
2006,630304,,321
2006,630308,,291
2006,630312,,246
2006,630316,,376
2006,630320,,217
2006,630324,,524
2006,630328,,304
2006,630330,,30
2006,630331,,912
2006,630332,,580
2006,630336,,1864
2006,630340,,282
2006,630342,,614
2006,630348,,487
2006,630350,,762
2006,630352,,398
2006,630356,,352
2006,630360,,1167
2006,630364,,559
2006,630368,,541
2006,630374,,761
2006,630376,,416
2006,63A000,,138
2006,63B000,,157
2006,640304,,656
2006,640306,,290
2006,640308,,738
2006,640316,,260
2006,640320,,754
2006,640324,,614
2006,640326,,452
2006,640327,,184
2006,640328,,657
2006,640329,,899
2006,640331,,153
2006,640332,,612
2006,640334,,546
2006,640336,,368
2006,640340,,71
2006,640346,,1210
2006,640347,,138
2006,640348,,765
2006,640350,,1338
2006,640354,,329
2006,640358,,966
2006,640360,,465
2006,640361,,1190
2006,640362,,1031
2006,640364,,1271
2006,640376,,586
2006,640384,,137
2006,640396,,555
2006,640400,,692
2006,64A000,,809
2006,650304,,417
2006,650308,,487
2006,650310,,931
2006,650312,,404
2006,650316,,490
2006,650320,,358
2006,650324,,366
2006,650325,,805
2006,650326,,1840
2006,650327,,1561
2006,650328,,369
