year,agency_code,category_code,esea_att
2013,900320,E,Met
2013,900328,E,Met
2013,900332,E,Met
2013,900334,E,Met
2013,900336,H,Did Not Meet
2013,900340,E,Met
2013,900341,E,Met
2013,900342,H,Did Not Meet
2013,900343,M,Met
2013,900344,H,Did Not Meet
2013,900346,M,Met
2013,900347,E,Met
2013,900348,H,Did Not Meet
2013,900350,M,Met
2013,900351,E,Met
2013,900352,E,Met
2013,900353,E,Met
2013,900354,E,Met
2013,900356,E,Met
2013,900358,E,Met
2013,900360,H,Did Not Meet
2013,900362,M,Met
2013,900363,E,Met
2013,900364,E,Met
2013,900365,T,Did Not Meet
2013,900366,H,Did Not Meet
2013,900367,H,Did Not Meet
2013,900368,E,Met
2013,900370,E,Met
2013,900372,E,Met
2013,900376,E,Met
2013,900377,H,Did Not Meet
2013,900378,M,Met
2013,900380,E,Met
2013,900384,E,Met
2013,900388,E,Met
2013,900391,M,Met
2013,900392,A,Did Not Meet
2013,900393,H,Did Not Meet
2013,900LEA,,Met
2013,90A000,A,Did Not Meet
2013,910304,E,Met
2013,910308,E,Met
2013,910311,E,Met
2013,910314,E,Met
2013,910316,M,Met
2013,910320,M,Met
2013,910340,E,Met
2013,910346,E,Met
2013,910356,E,Met
2013,910360,E,Met
2013,910364,H,Did Not Meet
2013,910368,H,Did Not Meet
2013,910370,H,Did Not Meet
2013,910376,E,Met
2013,910380,E,Met
2013,910382,H,Did Not Meet
2013,910LEA,,Met
2013,91A000,I,Met
2013,91B000,E,Met
2013,920302,E,Met
2013,920304,E,Met
2013,920306,E,Met
2013,920307,E,Met
2013,920308,E,Met
2013,920312,M,Met
2013,920316,H,Did Not Meet
2013,920318,H,Did Not Meet
2013,920320,E,Met
2013,920324,T,Met
2013,920325,E,Met
2013,920326,E,Met
2013,920327,E,Met
2013,920328,E,Met
2013,920329,E,Met
2013,920334,E,Met
2013,920336,E,Met
2013,920340,E,Met
2013,920342,E,Met
2013,920344,E,Met
2013,920348,H,Did Not Meet
2013,920352,E,Met
2013,920356,M,Met
2013,920358,E,Met
2013,920360,M,Met
2013,920362,E,Met
2013,920364,E,Met
2013,920368,H,Did Not Meet
2013,920369,E,Met
2013,920370,M,Met
2013,920376,E,Met
2013,920380,E,Met
2013,920384,E,Met
2013,920388,M,Met
2013,920390,E,Met
2013,920391,M,Met
2013,920393,E,Met
2013,920394,M,Met
2013,920396,E,Met
2013,920398,E,Met
2013,920399,M,Met
2013,920400,M,Met
2013,920402,M,Met
2013,920403,E,Met
2013,920404,M,Met
2013,920408,M,Met
2013,920410,M,Met
2013,920412,H,Did Not Meet
2013,920413,E,Met
2013,920414,E,Met
2013,920415,E,Met
2013,920416,E,Met
2013,920417,E,Met
2013,920420,E,Met
2013,920424,M,Met
2013,920428,H,Did Not Meet
2013,920436,H,Did Not Meet
2013,920438,M,Did Not Meet
2013,920439,E,Met
2013,920440,E,Met
2013,920441,H,Did Not Meet
2013,920442,E,Met
2013,920443,E,Met
2013,920444,M,Met
2013,920445,H,Did Not Meet
2013,920446,E,Met
2013,920447,E,Met
2013,920448,E,Met
2013,920449,E,Met
2013,920450,M,Met
2013,920451,E,Met
2013,920452,E,Met
2013,920453,E,Met
2013,920454,E,Met
2013,920455,H,Did Not Meet
2013,920456,E,Met
2013,920457,E,Met
2013,920458,M,Met
2013,920460,E,Met
2013,920464,E,Met
2013,920466,H,Did Not Meet
2013,920467,E,Met
2013,920468,E,Met
2013,920469,E,Met
2013,920470,E,Met
2013,920471,M,Met
2013,920472,M,Met
2013,920473,H,Did Not Meet
2013,920474,E,Met
2013,920476,E,Met
2013,920480,E,Met
2013,920484,M,Met
2013,920488,E,Met
2013,920492,M,Met
2013,920494,E,Met
2013,920495,H,Did Not Meet
2013,920496,E,Met
2013,920500,H,Did Not Meet
2013,920501,E,Met
2013,920502,M,Met
2013,920504,E,Met
2013,920506,M,Met
2013,920508,I,Met
2013,920512,M,Met
2013,920514,E,Met
2013,920516,E,Met
2013,920520,E,Met
2013,920522,E,Met
2013,920523,E,Met
2013,920524,E,Met
2013,920525,E,Met
2013,920526,H,Did Not Meet
2013,920528,H,Did Not Meet
2013,920530,E,Met
2013,920531,E,Met
2013,920532,E,Met
2013,920536,E,Met
2013,920540,E,Met
2013,920542,E,Met
2013,920543,E,Met
2013,920544,E,Met
2013,920545,M,Met
2013,920548,E,Met
2013,920550,E,Met
2013,920551,M,Met
2013,920552,H,Did Not Meet
2013,920554,E,Met
2013,920560,E,Met
2013,920562,H,Did Not Meet
2013,920564,E,Met
2013,920568,E,Met
2013,920569,E,Met
2013,920570,E,Met
2013,920571,E,Met
2013,920572,E,Met
2013,920576,E,Met
2013,920580,E,Met
2013,920582,H,Met
2013,920583,H,Did Not Meet
2013,920584,E,Met
2013,920585,M,Met
2013,920586,M,Met
2013,920588,H,Did Not Meet
2013,920592,M,Met
2013,920593,E,Met
2013,920594,M,Met
2013,920595,H,Did Not Meet
2013,920596,E,Met
2013,920597,E,Met
2013,920598,E,Met
2013,920599,E,Met
2013,920600,E,Met
2013,920601,M,Met
2013,920604,M,Met
2013,920606,E,Met
2013,920607,M,Met
2013,920608,M,Met
2013,920616,E,Met
2013,920618,E,Met
2013,920620,E,Met
2013,920624,E,Met
2013,920626,E,Met
2013,920628,E,Met
2013,920632,E,Met
2013,920636,M,Met
2013,920700,H,Did Not Meet
2013,920701,H,Did Not Meet
2013,920702,H,Did Not Meet
2013,920703,H,Did Not Meet
2013,920LEA,,Met
2013,92B000,M,Met
2013,92D000,I,Met
2013,92E000,I,Met
2013,92F000,A,Did Not Meet
2013,92G000,A,Did Not Meet
2013,92K000,H,Did Not Meet
2013,92L000,E,Met
2013,92M000,I,Met
2013,92N000,I,Met
2013,92P000,T,Did Not Meet
2013,92Q000,E,Met
2013,92R000,I,Met
2013,92S000,I,Met
2013,92T000,E,Met
2013,930330,E,Met
2013,930340,E,Met
2013,930344,E,Met
2013,930348,E,Met
2013,930352,H,Did Not Meet
2013,930354,M,Met
2013,930360,H,Did Not Meet
2013,930700,H,Did Not Meet
2013,930LEA,,Met
2013,93A000,A,Did Not Meet
2013,940306,E,Met
2013,940308,T,Did Not Meet
2013,940314,E,Met
2013,940316,H,Did Not Meet
2013,940328,M,Met
2013,940LEA,,Met
2013,94Z000,H,Did Not Meet
2013,950308,I,Met
2013,950312,I,Met
2013,950316,I,Met
2013,950320,I,Met
2013,950322,I,Met
2013,950324,I,Met
2013,950328,I,Met
2013,950332,I,Met
2013,950336,H,Did Not Meet
2013,950LEA,,Met
2013,95A000,I,Met
2013,960312,M,Met
2013,960314,E,Met
2013,960316,E,Met
2013,960318,E,Met
2013,960324,H,Did Not Meet
2013,960326,M,Met
2013,960329,E,Met
2013,960330,H,Did Not Meet
2013,960331,M,Met
2013,960332,A,Met
2013,960334,E,Met
2013,960335,H,Did Not Meet
2013,960336,I,Met
2013,960340,M,Met
2013,960344,E,Met
2013,960348,M,Met
2013,960360,M,Met
2013,960370,E,Met
2013,960372,H,Did Not Meet
2013,960374,M,Met
2013,960376,E,Met
2013,960380,H,Did Not Meet
2013,960382,E,Met
2013,960386,T,Did Not Meet
2013,960388,E,Met
2013,960390,E,Met
2013,960450,E,Met
2013,960454,E,Met
2013,960488,T,Did Not Meet
2013,960490,H,Did Not Meet
2013,960700,T,Did Not Meet
2013,960LEA,,Met
2013,96C000,E,Met
2013,970308,E,Met
2013,970310,E,Met
2013,970312,E,Met
2013,970315,M,Met
2013,970320,H,Did Not Meet
2013,970322,M,Met
2013,970337,E,Met
2013,970340,E,Met
2013,970344,E,Met
2013,970348,E,Met
2013,970352,E,Met
2013,970356,H,Did Not Meet
2013,970358,M,Met
2013,970360,E,Met
2013,970368,E,Met
2013,970370,E,Met
2013,970376,E,Met
2013,970388,H,Did Not Meet
2013,970389,M,Met
2013,970390,H,Did Not Meet
2013,970392,E,Met
2013,970393,H,Met
2013,970LEA,,Met
2013,97D000,I,Met
2013,980306,T,Did Not Meet
2013,980308,E,Met
2013,980317,M,Met
2013,980318,H,Did Not Meet
2013,980320,E,Met
2013,980324,M,Met
2013,980336,H,Did Not Meet
2013,980338,M,Met
2013,980340,E,Met
2013,980342,H,Did Not Meet
2013,980344,E,Met
2013,980348,E,Met
2013,980352,E,Met
2013,980356,E,Met
2013,980357,E,Met
2013,980360,E,Met
2013,980364,E,Met
2013,980380,M,Met
2013,980384,M,Met
2013,980388,E,Met
2013,980390,M,Met
2013,980392,E,Met
2013,980396,E,Met
2013,980398,H,Did Not Meet
2013,980400,E,Met
2013,980LEA,,Met
2013,98A000,I,Met
2013,990304,E,Met
2013,990308,E,Met
2013,990312,E,Met
2013,990316,E,Met
2013,990320,E,Met
2013,990321,M,Met
2013,990322,H,Did Not Meet
2013,990324,E,Met
2013,990325,M,Met
2013,990326,H,Did Not Meet
2013,990328,E,Met
2013,990332,H,Did Not Meet
2013,990336,E,Met
2013,990340,A,Did Not Meet
2013,990LEA,,Met
2013,995304,E,Met
2013,995308,E,Did Not Meet
2013,995312,E,Met
2013,995316,M,Met
2013,995320,E,Met
2013,995324,M,Met
2013,995328,E,Met
2013,995330,H,Did Not Meet
2013,995336,E,Met
2013,995LEA,,Met
2014,010303,H,Did Not Meet
2014,010304,E,Met
2014,010308,E,Met
2014,010310,M,Met
2014,010311,H,Did Not Meet
2014,010312,E,Met
2014,010320,E,Met
2014,010324,H,Did Not Meet
2014,010326,E,Met
2014,010328,E,Met
2014,010340,E,Met
2014,010346,E,Met
2014,010347,E,Met
2014,010348,H,Did Not Meet
2014,010350,M,Met
2014,010351,E,Met
2014,010353,M,Met
2014,010354,E,Met
2014,010357,E,Met
2014,010358,E,Met
2014,010360,H,Did Not Meet
2014,010362,E,Met
2014,010364,E,Met
2014,010372,E,Met
2014,010374,E,Met
2014,010378,A,Did Not Meet
2014,010380,E,Met
2014,010384,E,Met
2014,010388,H,Did Not Meet
2014,010390,M,Met
2014,010392,E,Met
2014,010394,M,Met
2014,010396,H,Did Not Meet
2014,010400,H,Did Not Meet
2014,010403,M,Met
2014,010406,M,Met
2014,010LEA,,Met
2014,01B000,A,Did Not Meet
2014,01C000,A,Did Not Meet
2014,01D000,T,Did Not Meet
2014,020302,H,Did Not Meet
2014,020304,E,Met
2014,020306,M,Met
2014,020308,E,Met
2014,020316,E,Met
2014,020320,E,Met
2014,020324,E,Met
2014,020328,E,Met
2014,020330,M,Met
2014,020332,E,Met
2014,020LEA,,Met
2014,030304,H,Did Not Meet
2014,030308,I,Met
2014,030316,I,Met
2014,030320,I,Met
2014,030LEA,,Met
2014,040304,H,Did Not Meet
2014,040305,H,Did Not Meet
2014,040306,H,Did Not Meet
2014,040308,E,Met
2014,040309,M,Met
2014,040311,E,Met
2014,040316,E,Met
2014,040324,E,Met
2014,040328,E,Met
2014,040330,M,Met
2014,040700,H,Did Not Meet
2014,040LEA,,Met
2014,050302,H,Did Not Meet
2014,050305,M,Met
2014,050310,E,Met
2014,050330,E,Met
2014,050335,E,Met
2014,050LEA,,Met
2014,060302,H,Did Not Meet
2014,060304,E,Met
2014,060310,M,Met
2014,060316,E,Met
2014,060318,M,Met
2014,060322,E,Met
2014,060328,E,Met
2014,060332,E,Met
2014,060334,T,Did Not Meet
2014,060700,H,Did Not Meet
2014,060701,H,Did Not Meet
2014,060LEA,,Met
2014,06A000,A,Did Not Meet
2014,06B000,A,Did Not Meet
2014,070302,E,Did Not Meet
2014,070308,I,Met
2014,070310,T,Did Not Meet
2014,070311,H,Did Not Meet
2014,070325,M,Met
2014,070326,E,Met
2014,070327,E,Met
2014,070328,E,Met
2014,070329,I,Met
2014,070330,H,Did Not Meet
2014,070338,M,Met
2014,070339,H,Did Not Meet
2014,070340,I,Met
2014,070342,H,Did Not Meet
2014,070LEA,,Met
2014,07A000,I,Met
2014,080311,H,Did Not Meet
2014,080312,H,Did Not Meet
2014,080314,M,Met
2014,080348,E,Met
2014,080356,E,Met
2014,080360,E,Met
2014,080362,E,Met
2014,080375,T,Did Not Meet
2014,080700,H,Did Not Meet
2014,080LEA,,Met
2014,090304,E,Met
2014,090315,M,Met
2014,090317,E,Met
2014,090318,E,Met
2014,090320,M,Met
2014,090324,E,Met
2014,090328,I,Met
2014,090330,H,Did Not Meet
2014,090332,M,Met
2014,090333,E,Met
2014,090352,E,Met
2014,090365,M,Met
2014,090368,H,Did Not Meet
2014,090LEA,,Met
2014,09A000,T,Met
2014,100302,E,Met
2014,100304,E,Met
2014,100307,H,Did Not Meet
2014,100308,T,Did Not Meet
2014,100309,M,Met
2014,100310,E,Met
2014,100316,M,Met
2014,100320,E,Met
2014,100326,H,Did Not Meet
2014,100332,M,Met
2014,100334,H,Did Not Meet
2014,100335,M,Met
2014,100336,E,Met
2014,100338,E,Met
2014,100339,E,Met
2014,100340,E,Met
2014,100342,E,Met
2014,100344,I,Met
2014,100348,H,Did Not Meet
2014,100LEA,,Met
2014,10A000,I,Met
2014,110303,H,Did Not Meet
2014,110304,H,Did Not Meet
2014,110306,M,Met
2014,110308,E,Met
2014,110318,E,Met
2014,110320,E,Met
2014,110322,H,Did Not Meet
2014,110323,H,Did Not Meet
2014,110324,E,Met
2014,110326,M,Met
2014,110332,E,Met
2014,110336,H,Did Not Meet
2014,110338,M,Met
2014,110340,H,Did Not Meet
2014,110342,M,Met
2014,110348,E,Met
2014,110352,H,Did Not Meet
2014,110356,E,Met
2014,110366,E,Met
2014,110368,E,Met
2014,110370,E,Met
2014,110372,E,Met
2014,110376,E,Met
2014,110379,E,Met
2014,110380,H,Did Not Meet
2014,110381,M,Met
2014,110382,M,Met
2014,110384,E,Met
2014,110388,E,Met
2014,110401,M,Met
2014,110408,E,Met
2014,110410,E,Met
2014,110412,E,Met
2014,110416,H,Did Not Meet
2014,110420,M,Met
2014,110422,E,Met
2014,110428,E,Met
2014,110432,E,Did Not Meet
2014,110436,E,Met
2014,110444,E,Met
2014,110450,M,Met
2014,110451,M,Met
2014,110LEA,,Met
2014,111302,H,Did Not Meet
2014,111304,E,Met
2014,111306,E,Met
2014,111312,E,Met
2014,111332,E,Met
2014,111356,M,Met
2014,111360,E,Met
2014,111700,H,Did Not Meet
2014,111LEA,,Met
2014,11A000,I,Met
2014,11B000,I,Met
2014,11K000,I,Met
2014,120304,E,Met
2014,120308,T,Did Not Meet
2014,120310,H,Did Not Meet
2014,120312,E,Met
2014,120314,H,Did Not Meet
2014,120315,M,Met
2014,120316,E,Met
2014,120318,H,Did Not Meet
2014,120320,E,Met
2014,120324,E,Met
2014,120334,M,Met
2014,120338,E,Met
2014,120340,E,Met
2014,120344,E,Met
2014,120346,H,Did Not Meet
2014,120350,M,Met
2014,120352,A,Met
2014,120360,E,Met
2014,120364,E,Met
2014,120368,E,Met
2014,120370,H,Did Not Meet
2014,120372,E,Met
2014,120374,E,Met
2014,120376,M,Met
2014,120380,E,Met
2014,120386,E,Met
2014,120390,M,Met
2014,120LEA,,Met
2014,12A000,I,Met
2014,130304,E,Met
2014,130307,H,Did Not Meet
2014,130308,E,Met
2014,130309,E,Met
2014,130310,H,Did Not Meet
2014,130311,E,Met
2014,130312,E,Met
2014,130313,M,Met
2014,130314,H,Did Not Meet
2014,130315,M,Met
2014,130316,H,Did Not Meet
2014,130317,T,Did Not Meet
2014,130318,M,Met
2014,130319,E,Met
2014,130320,M,Met
2014,130321,E,Met
2014,130322,E,Met
2014,130323,M,Met
2014,130324,H,Did Not Meet
2014,130325,E,Met
2014,130326,H,Did Not Meet
2014,130327,M,Met
2014,130328,E,Met
2014,130329,E,Met
2014,130330,E,Met
2014,130331,E,Met
2014,130332,H,Did Not Meet
2014,130333,H,Did Not Meet
2014,130335,E,Did Not Meet
2014,130336,E,Met
2014,130338,E,Met
2014,130340,E,Met
2014,130342,E,Met
2014,130344,E,Met
2014,130345,E,Met
2014,130346,M,Met
2014,130350,H,Did Not Meet
2014,130355,M,Met
2014,130LEA,,Met
2014,132304,H,Did Not Meet
2014,132308,E,Met
2014,132312,E,Met
2014,132328,E,Met
2014,132329,M,Met
2014,132330,M,Met
2014,132332,E,Met
2014,132336,E,Met
2014,132LEA,,Met
2014,13A000,A,Met
2014,13B000,E,Met
2014,140304,E,Met
2014,140305,H,Did Not Meet
2014,140306,T,Did Not Meet
2014,140307,E,Did Not Meet
2014,140308,I,Met
2014,140309,H,Did Not Meet
2014,140312,E,Met
2014,140316,E,Met
2014,140324,E,Met
2014,140332,M,Met
2014,140336,M,Met
2014,140340,E,Met
2014,140344,I,Met
2014,140348,H,Did Not Meet
2014,140352,E,Met
2014,140356,M,Met
2014,140360,I,Met
2014,140368,M,Met
2014,140372,E,Met
2014,140376,I,Met
2014,140384,E,Met
2014,140386,H,Did Not Meet
2014,140388,E,Met
2014,140390,H,Did Not Meet
2014,140392,E,Met
2014,140396,E,Met
2014,140LEA,,Met
2014,150304,H,Did Not Meet
2014,150308,E,Met
2014,150310,E,Met
2014,150312,M,Met
2014,150700,H,Did Not Meet
2014,150LEA,,Met
2014,160304,I,Met
2014,160306,E,Met
2014,160308,E,Met
2014,160309,A,Did Not Meet
2014,160310,M,Met
2014,160311,M,Met
2014,160313,T,Did Not Meet
2014,160314,H,Did Not Meet
2014,160316,I,Met
2014,160317,E,Met
2014,160318,M,Met
2014,160322,E,Met
2014,160324,E,Met
2014,160326,M,Met
2014,160332,I,Met
2014,160344,H,Did Not Meet
2014,160352,E,Met
2014,160LEA,,Met
2014,16A000,H,Did Not Meet
2014,16B000,E,Met
2014,170316,H,Did Not Meet
2014,170334,E,Met
2014,170338,M,Met
2014,170339,E,Met
2014,170342,E,Met
2014,170344,E,Met
2014,170LEA,,Met
2014,180302,M,Met
2014,180304,E,Met
2014,180308,H,Did Not Meet
2014,180312,E,Met
2014,180316,E,Met
2014,180320,H,Did Not Meet
2014,180323,T,Did Not Meet
2014,180324,E,Met
2014,180325,H,Did Not Meet
2014,180326,E,Met
2014,180332,E,Met
2014,180336,E,Met
2014,180340,H,Did Not Meet
2014,180342,M,Met
2014,180343,E,Met
2014,180344,E,Met
2014,180346,M,Met
2014,180348,H,Did Not Meet
2014,180352,M,Met
2014,180356,E,Met
2014,180360,E,Met
2014,180364,M,Met
2014,180368,E,Met
2014,180372,E,Met
2014,180376,H,Did Not Meet
2014,180379,E,Met
2014,180380,E,Met
2014,180388,E,Met
2014,180LEA,,Met
2014,181312,M,Met
2014,181316,M,Met
2014,181318,T,Did Not Meet
2014,181322,H,Did Not Meet
2014,181326,E,Met
2014,181332,E,Met
2014,181336,E,Met
2014,181342,E,Met
2014,181344,E,Met
2014,181LEA,,Met
2014,182316,H,Did Not Meet
2014,182321,M,Met
2014,182322,E,Met
2014,182324,E,Met
2014,182328,E,Met
2014,182700,H,Did Not Meet
2014,182LEA,,Met
2014,190304,I,Met
2014,190308,I,Met
2014,190310,H,Did Not Meet
2014,190312,M,Met
2014,190316,H,Did Not Meet
2014,190328,M,Met
2014,190332,I,Met
2014,190336,H,Did Not Meet
2014,190339,M,Met
2014,190340,I,Met
2014,190341,E,Met
2014,190342,H,Did Not Meet
2014,190346,E,Met
2014,190348,E,Met
2014,190350,E,Met
2014,190352,I,Met
2014,190370,E,Met
2014,190LEA,,Met
2014,19A000,A,Met
2014,19B000,A,Did Not Meet
2014,19C000,E,Did Not Meet
2014,200304,E,Met
2014,200308,H,Did Not Meet
2014,200310,M,Met
2014,200312,I,Met
2014,200314,H,Did Not Meet
2014,200316,E,Met
2014,200320,I,Met
2014,200322,T,Did Not Meet
2014,200324,E,Met
2014,200328,H,Did Not Meet
2014,200330,M,Met
2014,200332,E,Met
2014,200336,I,Met
2014,200350,H,Did Not Meet
2014,200LEA,,Met
2014,20A000,I,Met
2014,210304,M,Met
2014,210306,E,Met
2014,210312,H,Did Not Meet
2014,210316,E,Did Not Meet
2014,210LEA,,Met
2014,220308,E,Met
2014,220310,H,Did Not Meet
2014,220312,M,Met
2014,220LEA,,Met
2014,230304,E,Met
2014,230308,E,Met
2014,230312,H,Did Not Meet
2014,230316,M,Met
2014,230320,E,Met
2014,230322,H,Did Not Meet
2014,230324,H,Did Not Meet
2014,230328,M,Met
2014,230330,T,Did Not Meet
2014,230334,E,Met
2014,230336,M,Met
2014,230340,E,Met
2014,230342,E,Met
2014,230344,E,Met
2014,230346,E,Met
2014,230348,E,Met
2014,230350,H,Did Not Meet
2014,230351,M,Met
2014,230352,M,Met
2014,230355,E,Met
2014,230357,E,Met
2014,230359,A,Met
2014,230361,H,Did Not Meet
2014,230362,M,Met
2014,230364,E,Met
2014,230368,E,Met
2014,230370,E,Met
2014,230376,E,Met
2014,230380,E,Met
2014,230LEA,,Met
2014,23A000,E,Met
2014,240304,M,Met
2014,240308,E,Met
2014,240328,I,Met
2014,240330,M,Met
2014,240332,E,Met
2014,240334,H,Did Not Meet
2014,240344,I,Met
2014,240352,E,Met
2014,240354,E,Met
2014,240356,M,Met
2014,240368,M,Met
2014,240370,E,Met
2014,240371,H,Did Not Meet
2014,240372,E,Met
2014,240373,H,Did Not Meet
2014,240376,M,Met
2014,240380,H,Did Not Meet
2014,240388,I,Met
2014,240LEA,,Met
2014,241304,M,Met
2014,241308,E,Met
2014,241312,A,Did Not Meet
2014,241316,H,Did Not Meet
2014,241320,E,Did Not Meet
2014,241LEA,,Met
2014,24B000,T,Did Not Meet
2014,24C000,E,Met
2014,24N000,I,Met
2014,250304,E,Met
2014,250306,E,Met
2014,250308,E,Met
2014,250312,E,Met
2014,250314,H,Did Not Meet
2014,250316,E,Met
2014,250320,E,Met
2014,250321,H,Met
2014,250324,M,Met
2014,250328,E,Met
2014,250332,M,Met
2014,250336,E,Met
2014,250340,H,Did Not Meet
2014,250344,M,Met
2014,250348,E,Met
2014,250350,E,Met
2014,250356,H,Did Not Meet
2014,250360,E,Met
2014,250362,E,Met
2014,250364,E,Met
2014,250368,M,Met
2014,250372,H,Did Not Meet
2014,250376,M,Met
2014,250378,E,Met
2014,250380,E,Met
2014,250LEA,,Met
2014,260302,E,Did Not Meet
2014,260306,E,Met
2014,260308,E,Met
2014,260310,E,Met
2014,260312,E,Met
2014,260316,E,Met
2014,260318,H,Did Not Meet
2014,260320,E,Met
2014,260321,M,Met
2014,260322,H,Did Not Meet
2014,260325,H,Did Not Meet
2014,260326,E,Met
2014,260332,E,Met
2014,260336,M,Met
2014,260338,E,Met
2014,260340,E,Met
2014,260342,E,Met
2014,260344,E,Met
2014,260347,H,Met
2014,260348,E,Met
2014,260352,E,Met
2014,260354,H,Did Not Meet
2014,260356,E,Met
2014,260357,H,Did Not Meet
2014,260358,M,Met
2014,260359,H,Did Not Meet
2014,260361,E,Met
2014,260362,M,Met
2014,260363,E,Did Not Meet
2014,260364,E,Met
2014,260365,M,Met
2014,260366,E,Met
2014,260367,E,Met
2014,260368,M,Met
2014,260369,M,Met
2014,260370,E,Met
2014,260371,M,Met
2014,260372,M,Met
2014,260373,E,Met
2014,260374,H,Did Not Meet
2014,260375,E,Met
2014,260380,E,Met
2014,260382,E,Met
2014,260383,M,Met
2014,260386,E,Met
2014,260388,H,Did Not Meet
2014,260396,E,Met
2014,260397,E,Met
2014,260398,E,Met
2014,260400,E,Met
2014,260401,E,Met
2014,260402,E,Met
2014,260403,E,Met
2014,260404,E,Met
2014,260405,E,Met
2014,260406,M,Met
2014,260407,E,Met
2014,260408,H,Did Not Meet
2014,260410,E,Met
2014,260411,H,Did Not Meet
2014,260412,E,Did Not Meet
2014,260413,M,Did Not Meet
2014,260414,E,Met
2014,260415,E,Met
2014,260416,E,Met
2014,260417,M,Met
2014,260418,M,Met
2014,260419,M,Met
2014,260424,H,Did Not Meet
2014,260425,M,Met
2014,260426,E,Met
2014,260427,H,Did Not Meet
2014,260428,M,Met
2014,260430,E,Met
2014,260432,E,Did Not Meet
2014,260434,E,Met
2014,260440,E,Met
2014,260444,E,Met
2014,260446,H,Did Not Meet
2014,260448,E,Met
2014,260449,H,Did Not Meet
2014,260450,E,Met
2014,260452,E,Met
2014,260454,M,Met
2014,260455,H,Did Not Meet
2014,260459,E,Met
2014,260700,A,Did Not Meet
2014,260LEA,,Met
2014,26B000,I,Met
2014,270304,E,Met
2014,270306,H,Did Not Meet
2014,270308,M,Met
2014,270309,E,Met
2014,270310,E,Met
2014,270311,H,Did Not Meet
2014,270312,E,Met
2014,270316,E,Met
2014,270318,M,Met
2014,270320,E,Met
2014,270LEA,,Met
2014,27A000,E,Did Not Meet
2014,280302,E,Met
2014,280304,T,Did Not Meet
2014,280306,T,Did Not Meet
2014,280308,E,Met
2014,280310,E,Met
2014,280312,E,Met
2014,280316,H,Did Not Meet
2014,280320,M,Met
2014,280324,E,Met
2014,280328,M,Met
2014,280330,H,Did Not Meet
2014,280LEA,,Met
2014,290302,E,Met
2014,290306,E,Met
2014,290307,E,Met
2014,290308,H,Did Not Meet
2014,290309,M,Met
2014,290310,,Met
2014,290312,E,Met
2014,290314,T,Did Not Meet
2014,290315,H,Did Not Meet
2014,290316,E,Met
2014,290320,E,Met
2014,290322,M,Met
2014,290324,H,Did Not Meet
2014,290328,E,Met
2014,290330,E,Met
2014,290332,E,Met
2014,290333,E,Met
2014,290334,M,Met
2014,290336,H,Did Not Meet
2014,290344,E,Met
2014,290348,H,Did Not Meet
2014,290350,M,Met
2014,290351,M,Met
2014,290352,E,Met
2014,290356,E,Met
2014,290364,E,Met
2014,290365,H,Did Not Meet
2014,290366,E,Met
2014,290367,M,Met
2014,290375,E,Met
2014,290376,M,Met
2014,290380,E,Met
2014,290384,E,Met
2014,290388,H,Did Not Meet
2014,290389,H,Met
2014,290LEA,,Met
2014,291308,E,Met
2014,291332,M,Met
2014,291336,H,Did Not Meet
2014,291340,E,Met
2014,291348,E,Did Not Meet
2014,291350,A,Did Not Meet
2014,291352,E,Met
2014,291LEA,,Met
2014,292316,E,Met
2014,292318,E,Met
2014,292320,M,Met
2014,292324,H,Did Not Meet
2014,292LEA,,Met
2014,300306,T,Did Not Meet
2014,300308,E,Met
2014,300310,E,Met
2014,300312,H,Did Not Meet
2014,300314,H,Did Not Meet
2014,300320,E,Met
2014,300325,M,Met
2014,300326,E,Met
2014,300328,E,Met
2014,300330,M,Met
2014,300336,E,Met
2014,300337,M,Met
2014,300LEA,,Met
2014,310304,I,Met
2014,310308,I,Met
2014,310324,M,Met
2014,310330,I,Met
2014,310336,E,Met
2014,310338,H,Did Not Meet
2014,310340,I,Met
2014,310344,H,Did Not Meet
2014,310352,H,Did Not Meet
2014,310356,E,Met
2014,310360,E,Met
2014,310364,T,Did Not Meet
2014,310384,E,Met
2014,310388,E,Met
2014,310392,H,Did Not Meet
2014,310396,I,Met
2014,310LEA,,Met
2014,320304,E,Met
2014,320306,M,Met
2014,320308,E,Met
2014,320309,H,Did Not Meet
2014,320310,E,Met
2014,320312,H,Did Not Meet
2014,320313,E,Met
2014,320314,M,Met
2014,320315,E,Met
2014,320316,M,Met
2014,320317,H,Did Not Meet
2014,320318,E,Met
2014,320319,E,Met
2014,320320,E,Met
2014,320322,H,Did Not Meet
2014,320323,T,Did Not Meet
2014,320324,E,Met
2014,320325,H,Did Not Meet
2014,320327,E,Met
2014,320328,E,Met
2014,320329,,Did Not Meet
2014,320332,E,Met
2014,320336,A,Did Not Meet
2014,320338,M,Met
2014,320339,E,Met
2014,320340,E,Met
2014,320341,T,Did Not Meet
2014,320342,M,Met
2014,320343,M,Met
2014,320344,E,Met
2014,320346,M,Met
2014,320347,E,Met
2014,320348,E,Met
2014,320352,E,Met
2014,320353,H,Did Not Meet
2014,320354,E,Met
2014,320355,M,Met
2014,320356,H,Did Not Meet
2014,320360,E,Met
2014,320362,E,Met
2014,320363,E,Met
2014,320364,E,Met
2014,320365,H,Did Not Meet
2014,320366,M,Met
2014,320367,E,Met
2014,320368,H,Did Not Meet
