year,agency_code,category_code,esea_att
2013,420LEA,,Met
2013,421304,E,Met
2013,421306,M,Met
2013,421316,H,Did Not Meet
2013,421328,E,Met
2013,421LEA,,Met
2013,422310,H,Met
2013,422314,E,Met
2013,422315,H,Did Not Meet
2013,422318,M,Met
2013,422LEA,,Met
2013,430304,E,Did Not Meet
2013,430308,E,Met
2013,430312,E,Met
2013,430316,E,Met
2013,430320,E,Met
2013,430328,E,Met
2013,430330,M,Met
2013,430332,M,Met
2013,430336,E,Met
2013,430340,E,Did Not Meet
2013,430344,E,Met
2013,430345,T,Did Not Meet
2013,430346,H,Did Not Meet
2013,430347,M,Met
2013,430348,E,Met
2013,430349,E,Met
2013,430352,E,Met
2013,430358,E,Met
2013,430368,E,Did Not Meet
2013,430369,E,Met
2013,430370,M,Met
2013,430371,H,Did Not Meet
2013,430376,E,Met
2013,430378,H,Did Not Meet
2013,430380,E,Met
2013,430384,H,Did Not Meet
2013,430386,M,Met
2013,430LEA,,Met
2013,440314,E,Met
2013,440318,M,Met
2013,440320,M,Met
2013,440324,E,Met
2013,440326,H,Did Not Meet
2013,440328,E,Met
2013,440332,E,Met
2013,440346,H,Did Not Meet
2013,440348,E,Met
2013,440349,E,Met
2013,440350,E,Met
2013,440364,E,Met
2013,440368,E,Met
2013,440378,H,Did Not Meet
2013,440390,H,Did Not Meet
2013,440396,M,Met
2013,440LEA,,Met
2013,450301,M,Met
2013,450302,E,Met
2013,450306,E,Met
2013,450307,E,Met
2013,450308,E,Met
2013,450316,H,Did Not Meet
2013,450322,E,Met
2013,450324,E,Met
2013,450328,M,Met
2013,450332,E,Met
2013,450333,E,Met
2013,450334,H,Did Not Meet
2013,450335,M,Met
2013,450336,E,Met
2013,450339,E,Met
2013,450340,E,Met
2013,450341,H,Did Not Meet
2013,450342,M,Met
2013,450343,T,Did Not Meet
2013,450344,E,Met
2013,450346,E,Met
2013,450352,H,Did Not Meet
2013,450354,H,Did Not Meet
2013,450LEA,,Met
2013,45A000,I,Met
2013,460308,E,Met
2013,460312,E,Met
2013,460318,M,Met
2013,460320,H,Did Not Meet
2013,460322,H,Did Not Meet
2013,460332,E,Met
2013,460340,H,Did Not Meet
2013,460LEA,,Met
2013,470310,E,Met
2013,470312,H,Did Not Meet
2013,470316,E,Met
2013,470320,M,Met
2013,470328,E,Met
2013,470330,E,Met
2013,470332,M,Met
2013,470336,E,Met
2013,470340,E,Met
2013,470342,T,Did Not Meet
2013,470346,E,Met
2013,470441,E,Met
2013,470443,H,Did Not Meet
2013,470LEA,,Met
2013,480306,E,Met
2013,480316,A,Did Not Meet
2013,480318,T,Did Not Meet
2013,480LEA,,Met
2013,490308,M,Met
2013,490310,,Did Not Meet
2013,490312,E,Met
2013,490316,E,Met
2013,490318,E,Met
2013,490319,E,Met
2013,490320,H,Did Not Meet
2013,490324,E,Met
2013,490326,E,Met
2013,490327,M,Met
2013,490332,E,Met
2013,490335,H,Did Not Meet
2013,490336,E,Met
2013,490337,E,Met
2013,490338,M,Met
2013,490342,A,Did Not Meet
2013,490344,M,Met
2013,490345,E,Met
2013,490346,H,Did Not Meet
2013,490347,M,Met
2013,490348,E,Met
2013,490349,M,Met
2013,490350,A,Did Not Meet
2013,490352,M,Met
2013,490354,H,Did Not Meet
2013,490355,H,Did Not Meet
2013,490356,E,Met
2013,490360,E,Met
2013,490362,H,Did Not Meet
2013,490363,E,Met
2013,490364,E,Met
2013,490366,M,Met
2013,490368,E,Met
2013,490380,H,Did Not Meet
2013,490384,M,Met
2013,490390,E,Met
2013,490LEA,,Met
2013,491303,E,Met
2013,491305,H,Did Not Meet
2013,491306,E,Met
2013,491308,M,Met
2013,491312,H,Did Not Meet
2013,491316,E,Met
2013,491318,E,Met
2013,491320,E,Met
2013,491LEA,,Met
2013,49B000,I,Met
2013,49D000,I,Met
2013,49E000,A,Did Not Meet
2013,500302,T,Did Not Meet
2013,500304,I,Met
2013,500314,I,Met
2013,500316,E,Met
2013,500323,H,Did Not Meet
2013,500324,A,Did Not Meet
2013,500332,I,Met
2013,500337,I,Met
2013,500340,H,Did Not Meet
2013,500LEA,,Met
2013,50A000,I,Met
2013,510308,E,Met
2013,510310,M,Met
2013,510324,H,Did Not Meet
2013,510326,E,Met
2013,510327,H,Did Not Meet
2013,510328,E,Met
2013,510329,M,Met
2013,510330,E,Met
2013,510332,E,Met
2013,510333,H,Did Not Meet
2013,510334,E,Met
2013,510336,E,Met
2013,510340,E,Met
2013,510342,M,Met
2013,510344,M,Met
2013,510356,E,Met
2013,510357,H,Did Not Meet
2013,510358,E,Met
2013,510359,M,Met
2013,510360,I,Met
2013,510364,M,Met
2013,510367,H,Did Not Meet
2013,510368,H,Did Not Meet
2013,510372,E,Met
2013,510373,E,Met
2013,510374,E,Met
2013,510376,T,Did Not Meet
2013,510377,E,Met
2013,510378,E,Met
2013,510379,M,Met
2013,510380,H,Did Not Meet
2013,510381,M,Did Not Meet
2013,510388,E,Met
2013,510390,M,Met
2013,510396,E,Met
2013,510397,M,Met
2013,510399,H,Did Not Meet
2013,510402,H,Did Not Meet
2013,510404,E,Met
2013,510406,H,Did Not Meet
2013,510408,E,Met
2013,510410,E,Met
2013,510412,M,Met
2013,510414,E,Met
2013,510LEA,,Met
2013,51A000,A,Met
2013,520304,E,Met
2013,520308,E,Met
2013,520320,H,Did Not Meet
2013,520324,M,Met
2013,520328,E,Met
2013,520336,E,Met
2013,520LEA,,Met
2013,530302,E,Met
2013,530306,T,Did Not Meet
2013,530308,E,Met
2013,530312,E,Met
2013,530314,M,Met
2013,530316,A,Met
2013,530320,E,Met
2013,530335,H,Did Not Meet
2013,530336,H,Did Not Meet
2013,530340,E,Met
2013,530341,M,Met
2013,530343,H,Did Not Meet
2013,530346,E,Met
2013,530354,E,Met
2013,530356,M,Met
2013,530358,E,Did Not Meet
2013,530LEA,,Met
2013,540304,E,Met
2013,540308,I,Met
2013,540312,M,Met
2013,540315,H,Did Not Meet
2013,540316,E,Met
2013,540317,H,Did Not Meet
2013,540318,A,Did Not Meet
2013,540320,E,Met
2013,540324,H,Did Not Meet
2013,540325,E,Met
2013,540326,E,Met
2013,540328,E,Met
2013,540330,M,Met
2013,540336,H,Did Not Meet
2013,540338,E,Met
2013,540340,E,Met
2013,540344,M,Met
2013,540LEA,,Met
2013,54A000,I,Met
2013,54B000,I,Met
2013,550308,T,Did Not Meet
2013,550312,E,Met
2013,550314,E,Met
2013,550316,E,Met
2013,550320,H,Did Not Meet
2013,550322,M,Met
2013,550324,E,Met
2013,550328,E,Met
2013,550330,,Did Not Meet
2013,550332,H,Did Not Meet
2013,550334,M,Met
2013,550336,E,Met
2013,550340,E,Met
2013,550342,E,Met
2013,550344,H,Did Not Meet
2013,550348,E,Did Not Meet
2013,550349,E,Met
2013,550350,M,Met
2013,550356,E,Met
2013,550360,E,Met
2013,550362,E,Met
2013,550364,E,Met
2013,550368,H,Did Not Meet
2013,550372,M,Met
2013,550LEA,,Met
2013,55A000,A,Did Not Meet
2013,560304,E,Met
2013,560316,E,Met
2013,560320,H,Did Not Meet
2013,560324,A,Did Not Meet
2013,560328,E,Met
2013,560329,H,Did Not Meet
2013,560330,M,Met
2013,560331,M,Met
2013,560332,A,Did Not Meet
2013,560338,E,Met
2013,560350,T,Did Not Meet
2013,560LEA,,Met
2013,570306,E,Met
2013,570312,E,Met
2013,570316,E,Met
2013,570317,H,Did Not Meet
2013,570318,H,Did Not Meet
2013,570319,M,Met
2013,570320,E,Met
2013,570LEA,,Met
2013,580308,E,Did Not Meet
2013,580312,E,Met
2013,580316,E,Met
2013,580320,E,Met
2013,580324,E,Met
2013,580328,M,Met
2013,580344,H,Did Not Meet
2013,580350,M,Met
2013,580356,E,Met
2013,580368,H,Did Not Meet
2013,580372,M,Met
2013,580LEA,,Met
2013,58B000,T,Did Not Meet
2013,590306,I,Met
2013,590310,M,Met
2013,590316,E,Met
2013,590320,E,Met
2013,590328,H,Did Not Meet
2013,590330,H,Did Not Meet
2013,590332,E,Met
2013,590336,E,Met
2013,590340,E,Met
2013,590344,E,Met
2013,590352,E,Met
2013,590356,M,Met
2013,590LEA,,Met
2013,600300,E,Met
2013,600301,M,Met
2013,600302,H,Did Not Meet
2013,600305,M,Met
2013,600308,E,Met
2013,600311,I,Met
2013,600312,H,Did Not Meet
2013,600313,M,Met
2013,600314,E,Met
2013,600316,E,Met
2013,600317,M,Met
2013,600318,E,Met
2013,600319,I,Met
2013,600322,E,Met
2013,600328,E,Met
2013,600329,E,Met
2013,600333,M,Met
2013,600334,H,Did Not Meet
2013,600335,E,Met
2013,600336,E,Met
2013,600338,E,Met
2013,600341,T,Met
2013,600344,I,Met
2013,600345,M,Met
2013,600346,E,Met
2013,600349,E,Met
2013,600351,M,Met
2013,600352,E,Met
2013,600353,M,Met
2013,600357,E,Met
2013,600361,H,Did Not Meet
2013,600362,E,Met
2013,600364,A,Did Not Meet
2013,600365,E,Met
2013,600367,E,Met
2013,600368,E,Met
2013,600369,E,Met
2013,600374,I,Met
2013,600377,H,Did Not Meet
2013,600379,E,Met
2013,600381,M,Met
2013,600382,E,Met
2013,600383,E,Met
2013,600384,E,Met
2013,600385,E,Met
2013,600386,T,Did Not Meet
2013,600392,E,Met
2013,600394,M,Met
2013,600397,H,Did Not Meet
2013,600398,E,Met
2013,600399,M,Met
2013,600405,H,Did Not Meet
2013,600406,E,Met
2013,600410,E,Met
2013,600411,E,Met
2013,600412,E,Met
2013,600413,E,Met
2013,600414,E,Met
2013,600415,H,Did Not Meet
2013,600416,E,Met
2013,600418,E,Met
2013,600420,E,Met
2013,600422,E,Met
2013,600424,E,Met
2013,600426,H,Did Not Meet
2013,600428,M,Met
2013,600429,I,Met
2013,600431,M,Met
2013,600432,E,Met
2013,600433,E,Met
2013,600434,M,Met
2013,600436,E,Met
2013,600437,E,Met
2013,600438,E,Met
2013,600439,A,Did Not Meet
2013,600440,E,Met
2013,600442,E,Met
2013,600444,E,Met
2013,600445,H,Did Not Meet
2013,600446,E,Met
2013,600447,E,Met
2013,600448,M,Met
2013,600449,E,Met
2013,600450,M,Met
2013,600451,E,Met
2013,600453,E,Met
2013,600454,,Met
2013,600455,M,Met
2013,600457,H,Did Not Meet
2013,600459,E,Met
2013,600461,,Did Not Meet
2013,600462,E,Met
2013,600463,E,Met
2013,600464,E,Met
2013,600466,H,Did Not Meet
2013,600468,E,Met
2013,600471,E,Met
2013,600474,E,Met
2013,600478,E,Met
2013,600479,M,Met
2013,600480,H,Did Not Meet
2013,600481,M,Met
2013,600482,T,Did Not Meet
2013,600485,E,Met
2013,600488,I,Met
2013,600489,I,Met
2013,600491,E,Met
2013,600492,E,Met
2013,600494,E,Met
2013,600496,H,Did Not Meet
2013,600497,M,Met
2013,600498,H,Did Not Meet
2013,600500,E,Met
2013,600501,E,Met
2013,600503,E,Met
2013,600507,E,Met
2013,600508,H,Did Not Meet
2013,600509,M,Met
2013,600512,E,Met
2013,600513,M,Met
2013,600514,M,Met
2013,600516,E,Met
2013,600517,I,Met
2013,600518,M,Met
2013,600519,E,Met
2013,600520,M,Met
2013,600521,E,Met
2013,600522,E,Met
2013,600527,E,Met
2013,600530,E,Met
2013,600532,I,Met
2013,600534,E,Met
2013,600535,H,Did Not Meet
2013,600537,M,Met
2013,600538,M,Met
2013,600546,E,Met
2013,600549,E,Met
2013,600550,E,Met
2013,600553,I,Met
2013,600557,E,Met
2013,600562,E,Met
2013,600565,E,Met
2013,600566,E,Met
2013,600571,E,Met
2013,600574,I,Met
2013,600576,H,Did Not Meet
2013,600577,I,Met
2013,600579,H,Did Not Meet
2013,600586,E,Met
2013,600587,E,Met
2013,600588,E,Met
2013,600589,E,Met
2013,600590,E,Met
2013,600592,H,Did Not Meet
2013,600693,H,Did Not Meet
2013,600694,H,Did Not Meet
2013,600695,H,Did Not Meet
2013,600696,H,Did Not Meet
2013,600697,H,Did Not Meet
2013,600LEA,,Met
2013,60A000,E,Met
2013,60B000,I,Met
2013,60C000,A,Did Not Meet
2013,60D000,T,Did Not Meet
2013,60F000,I,Met
2013,60G000,A,Did Not Meet
2013,60H000,H,Did Not Meet
2013,60I000,A,Met
2013,60J000,I,Met
2013,60K000,M,Met
2013,60L000,M,Met
2013,60M000,E,Did Not Meet
2013,610302,M,Met
2013,610310,E,Met
2013,610320,E,Met
2013,610322,E,Did Not Meet
2013,610326,M,Met
2013,610332,H,Did Not Meet
2013,610334,H,Did Not Meet
2013,610LEA,,Met
2013,620310,T,Did Not Meet
2013,620312,E,Met
2013,620314,M,Met
2013,620316,H,Did Not Meet
2013,620318,E,Met
2013,620324,E,Met
2013,620330,E,Met
2013,620334,E,Met
2013,620336,E,Did Not Meet
2013,620339,M,Met
2013,620340,H,Did Not Meet
2013,620LEA,,Met
2013,630304,E,Did Not Meet
2013,630308,E,Met
2013,630312,E,Met
2013,630316,E,Met
2013,630317,M,Met
2013,630320,M,Met
2013,630324,E,Met
2013,630328,I,Met
2013,630330,T,Did Not Meet
2013,630331,M,Met
2013,630332,H,Did Not Meet
2013,630336,H,Did Not Meet
2013,630342,E,Met
2013,630348,E,Met
2013,630350,M,Met
2013,630352,E,Did Not Meet
2013,630356,E,Met
2013,630360,H,Did Not Meet
2013,630364,E,Met
2013,630368,E,Met
2013,630373,E,Met
2013,630374,M,Met
2013,630376,I,Met
2013,630LEA,,Met
2013,63A000,E,Met
2013,63B000,I,Met
2013,640304,E,Met
2013,640306,E,Met
2013,640308,E,Met
2013,640316,E,Met
2013,640320,M,Met
2013,640324,E,Met
2013,640326,E,Met
2013,640328,E,Met
2013,640329,M,Met
2013,640332,E,Met
2013,640334,M,Met
2013,640336,E,Met
2013,640340,T,Did Not Meet
2013,640346,H,Did Not Meet
2013,640347,H,Did Not Meet
2013,640348,E,Met
2013,640350,H,Did Not Meet
2013,640354,E,Met
2013,640358,M,Met
2013,640360,E,Did Not Meet
2013,640361,H,Did Not Meet
2013,640362,M,Met
2013,640364,H,Did Not Meet
2013,640376,E,Met
2013,640384,E,Met
2013,640396,E,Met
2013,640400,E,Did Not Meet
2013,640LEA,,Met
2013,64A000,A,Did Not Meet
2013,650304,E,Met
2013,650308,E,Met
2013,650309,E,Met
2013,650310,M,Met
2013,650312,E,Met
2013,650316,E,Met
2013,650323,E,Met
2013,650324,E,Met
2013,650325,M,Met
2013,650326,H,Did Not Meet
2013,650327,H,Did Not Meet
2013,650328,E,Met
2013,650332,E,Met
2013,650338,E,Met
2013,650339,E,Met
2013,650340,H,Did Not Meet
2013,650341,E,Met
2013,650342,H,Did Not Meet
2013,650343,M,Met
2013,650345,I,Did Not Meet
2013,650346,E,Met
2013,650348,E,Met
2013,650350,M,Met
2013,650351,M,Met
2013,650352,H,Did Not Meet
2013,650353,E,Met
2013,650354,T,Did Not Meet
2013,650355,H,Did Not Meet
2013,650356,E,Met
2013,650362,E,Met
2013,650364,M,Met
2013,650366,E,Met
2013,650368,E,Met
2013,650380,E,Met
2013,650384,E,Met
2013,650392,M,Met
2013,650394,H,Did Not Meet
2013,650400,E,Met
2013,650404,E,Met
2013,650408,E,Met
2013,650409,M,Met
2013,650LEA,,Met
2013,65A000,I,Met
2013,65B000,I,Met
2013,660306,E,Met
2013,660308,M,Met
2013,660320,E,Met
2013,660325,M,Met
2013,660334,A,Did Not Meet
2013,660336,H,Did Not Meet
2013,660356,E,Did Not Meet
2013,660360,E,Met
2013,660LEA,,Met
2013,66A000,A,Did Not Meet
2013,670304,E,Met
2013,670308,E,Met
2013,670310,E,Met
2013,670312,E,Met
2013,670314,E,Met
2013,670318,M,Met
2013,670320,H,Did Not Meet
2013,670321,E,Met
2013,670322,M,Met
2013,670323,E,Met
2013,670324,H,Did Not Meet
2013,670325,M,Met
2013,670329,E,Met
2013,670330,E,Met
2013,670331,M,Met
2013,670332,E,Met
2013,670333,H,Did Not Meet
2013,670335,E,Met
2013,670336,M,Met
2013,670337,E,Did Not Meet
2013,670338,E,Met
2013,670339,E,Met
2013,670340,H,Did Not Meet
2013,670341,E,Met
2013,670342,E,Met
2013,670343,E,Met
2013,670344,H,Did Not Meet
2013,670345,M,Met
2013,670346,E,Met
2013,670347,E,Met
2013,670350,E,Met
2013,670351,M,Met
2013,670352,H,Did Not Meet
2013,670356,M,Met
2013,670364,H,Did Not Meet
2013,670LEA,,Met
2013,680304,M,Met
2013,680308,E,Met
2013,680310,H,Did Not Meet
2013,680312,E,Met
2013,680316,M,Met
2013,680324,E,Met
2013,680327,M,Met
2013,680328,E,Met
2013,680329,E,Met
2013,680330,E,Met
2013,680332,H,Did Not Meet
2013,680335,T,Did Not Meet
2013,680336,E,Met
2013,680LEA,,Met
2013,681304,E,Met
2013,681305,H,Did Not Meet
2013,681308,H,Did Not Meet
2013,681309,M,Met
2013,681310,E,Met
2013,681311,E,Met
2013,681312,E,Met
2013,681314,H,Did Not Meet
2013,681316,E,Met
2013,681320,E,Met
2013,681322,M,Met
2013,681324,M,Met
2013,681326,E,Met
2013,681328,,Did Not Meet
2013,681330,E,Met
2013,681332,E,Met
2013,681334,E,Met
2013,681336,M,Met
2013,681338,H,Did Not Meet
2013,681LEA,,Met
2013,68A000,I,Met
2013,68N000,H,Did Not Meet
2013,690312,E,Met
2013,690316,M,Met
2013,690320,H,Did Not Meet
2013,690324,E,Did Not Meet
2013,690LEA,,Met
2013,69A000,I,Met
2013,700306,E,Met
2013,700308,M,Met
2013,700310,T,Did Not Meet
2013,700314,E,Met
2013,700316,E,Met
2013,700317,H,Did Not Meet
2013,700318,E,Met
2013,700319,H,Did Not Meet
2013,700320,E,Met
2013,700322,M,Met
2013,700324,E,Met
2013,700328,E,Met
2013,700LEA,,Met
2013,710312,E,Met
2013,710316,M,Met
2013,710318,E,Met
2013,710320,M,Met
2013,710321,H,Did Not Meet
2013,710323,E,Met
2013,710324,E,Met
2013,710326,H,Did Not Meet
2013,710327,H,Did Not Meet
2013,710328,I,Met
2013,710332,E,Did Not Meet
2013,710342,H,Did Not Meet
2013,710344,E,Met
2013,710346,M,Met
2013,710347,E,Met
2013,710348,M,Met
2013,710LEA,,Met
2013,720304,E,Did Not Meet
2013,720312,E,Met
2013,720316,H,Did Not Meet
2013,720320,M,Met
2013,720LEA,,Met
2013,730332,E,Met
2013,730334,E,Met
2013,730340,E,Met
2013,730344,M,Met
2013,730348,E,Met
2013,730352,H,Did Not Meet
2013,730354,E,Met
2013,730356,E,Met
2013,730360,M,Met
2013,730368,E,Met
2013,730LEA,,Met
2013,73A000,E,Met
2013,73B000,T,Did Not Meet
2013,740302,M,Met
2013,740304,E,Met
2013,740308,M,Met
2013,740309,H,Did Not Meet
2013,740310,E,Met
2013,740320,I,Met
2013,740324,M,Met
2013,740330,E,Met
2013,740332,I,Met
2013,740333,H,Did Not Meet
2013,740334,E,Met
2013,740336,E,Met
2013,740337,M,Met
2013,740338,E,Met
2013,740340,M,Met
2013,740344,H,Did Not Meet
2013,740352,I,Met
2013,740358,I,Met
2013,740360,E,Did Not Meet
2013,740362,M,Met
2013,740366,H,Did Not Meet
2013,740368,E,Met
2013,740374,H,Did Not Meet
2013,740375,E,Met
2013,740376,I,Met
2013,740378,,Did Not Meet
2013,740379,E,Met
2013,740380,E,Met
2013,740386,E,Met
2013,740388,H,Did Not Meet
2013,740390,E,Met
2013,740396,I,Met
2013,740400,E,Met
2013,740402,M,Met
2013,740404,E,Met
2013,740406,E,Did Not Meet
2013,740LEA,,Met
2013,750304,E,Met
2013,750314,E,Met
2013,750317,H,Did Not Meet
2013,750318,H,Did Not Meet
2013,750319,M,Met
2013,750320,E,Met
2013,750328,E,Met
2013,750LEA,,Met
2013,760304,E,Met
2013,760308,M,Met
2013,760316,E,Met
2013,760318,H,Did Not Meet
2013,760320,E,Met
2013,760324,E,Met
2013,760328,E,Met
2013,760329,E,Met
2013,760330,E,Met
2013,760331,E,Met
2013,760332,E,Met
2013,760336,E,Met
2013,760338,M,Met
2013,760339,H,Did Not Meet
2013,760340,E,Met
2013,760344,E,Met
2013,760348,H,Did Not Meet
2013,760352,M,Met
2013,760354,H,Did Not Meet
2013,760356,E,Met
2013,760357,M,Met
2013,760358,H,Did Not Meet
2013,760359,E,Met
2013,760360,M,Met
2013,760364,E,Met
2013,760368,E,Met
2013,760376,E,Met
2013,760378,M,Met
2013,760380,H,Did Not Meet
2013,760382,M,Met
2013,760388,H,Did Not Meet
2013,760LEA,,Met
2013,761304,H,Did Not Meet
2013,761308,M,Met
2013,761312,E,Met
2013,761320,E,Met
2013,761321,E,Met
2013,761328,E,Met
2013,761332,E,Met
2013,761336,M,Met
2013,761LEA,,Met
2013,770310,E,Met
2013,770312,A,Met
2013,770316,M,Met
2013,770318,E,Met
2013,770328,M,Met
2013,770340,E,Met
2013,770342,T,Did Not Meet
2013,770344,E,Met
2013,770346,E,Met
2013,770348,H,Did Not Meet
2013,770349,H,Did Not Meet
2013,770351,H,Did Not Meet
2013,770352,H,Did Not Meet
2013,770360,M,Met
2013,770364,M,Met
2013,770368,E,Met
2013,770370,E,Met
2013,770LEA,,Met
2013,780320,E,Met
2013,780322,E,Met
2013,780324,I,Met
2013,780325,H,Did Not Meet
2013,780326,M,Met
2013,780328,E,Met
2013,780329,E,Met
2013,780330,M,Met
2013,780331,,Did Not Meet
2013,780336,I,Met
2013,780340,E,Met
2013,780341,M,Met
2013,780342,H,Did Not Meet
2013,780344,I,Met
2013,780352,M,Met
2013,780356,E,Met
2013,780360,I,Met
2013,780364,E,Met
2013,780368,M,Met
2013,780374,E,Met
2013,780376,E,Met
2013,780384,I,Met
2013,780385,H,Did Not Meet
2013,780390,E,Met
2013,780391,H,Did Not Meet
2013,780392,E,Met
2013,780393,M,Met
2013,780394,E,Met
2013,780396,M,Met
2013,780398,E,Met
2013,780400,E,Met
2013,780401,H,Did Not Meet
2013,780402,H,Did Not Meet
2013,780403,M,Met
2013,780407,E,Met
2013,780408,E,Met
2013,780410,M,Met
2013,780412,E,Met
2013,780416,E,Met
2013,780417,E,Met
2013,780418,E,Met
2013,780420,H,Did Not Meet
2013,780LEA,,Met
2013,78A000,M,Met
2013,790302,E,Met
2013,790310,E,Met
2013,790314,H,Did Not Meet
2013,790318,E,Met
2013,790322,E,Met
2013,790327,E,Met
2013,790330,M,Met
2013,790334,E,Met
2013,790338,E,Met
2013,790344,E,Met
2013,790347,E,Met
2013,790350,E,Met
2013,790354,H,Did Not Meet
2013,790358,E,Met
2013,790362,E,Met
2013,790366,H,Did Not Meet
2013,790374,M,Met
2013,790378,H,Did Not Meet
2013,790379,H,Did Not Meet
2013,790380,M,Met
2013,790386,E,Met
2013,790390,E,Met
2013,790392,A,Did Not Meet
2013,790394,M,Met
2013,790398,E,Met
2013,790402,E,Met
2013,790LEA,,Met
2013,79A000,M,Met
2013,800308,H,Did Not Meet
2013,800312,E,Met
2013,800314,M,Met
2013,800315,E,Met
2013,800316,E,Met
2013,800320,M,Met
2013,800324,E,Met
2013,800328,M,Met
2013,800340,H,Did Not Meet
2013,800346,E,Met
2013,800347,E,Met
2013,800348,E,Met
2013,800352,E,Met
2013,800356,E,Met
2013,800358,E,Met
2013,800359,E,Met
2013,800360,E,Met
2013,800361,H,Did Not Meet
2013,800362,E,Met
2013,800363,M,Met
2013,800364,E,Met
2013,800366,E,Met
2013,800368,E,Met
2013,800372,E,Met
2013,800373,E,Met
2013,800376,H,Did Not Meet
2013,800377,M,Met
2013,800392,E,Met
2013,800394,H,Did Not Meet
2013,800396,H,Did Not Meet
2013,800398,M,Met
2013,800400,H,Did Not Meet
2013,800408,H,Did Not Meet
2013,800410,M,Met
2013,800412,E,Met
2013,800LEA,,Met
2013,810324,H,Did Not Meet
2013,810326,M,Met
2013,810328,E,Met
2013,810336,E,Met
2013,810340,H,Did Not Meet
2013,810342,M,Met
2013,810344,E,Met
2013,810350,E,Met
2013,810360,E,Met
2013,810364,E,Met
2013,810370,E,Met
2013,810378,M,Met
2013,810384,H,Did Not Meet
2013,810385,H,Did Not Meet
2013,810386,T,Did Not Meet
2013,810388,E,Met
2013,810396,E,Met
2013,810400,E,Met
2013,810LEA,,Met
2013,81A000,A,Did Not Meet
2013,81B000,I,Met
2013,820312,E,Met
2013,820320,E,Met
2013,820324,H,Did Not Meet
2013,820340,E,Met
2013,820346,E,Met
2013,820347,M,Met
2013,820348,H,Did Not Meet
2013,820349,H,Did Not Meet
2013,820350,E,Met
2013,820352,H,Did Not Meet
2013,820354,M,Met
2013,820364,E,Met
2013,820370,M,Met
2013,820372,M,Met
2013,820376,E,Met
2013,820384,E,Met
2013,820385,E,Met
2013,820388,H,Did Not Meet
2013,820LEA,,Met
2013,821304,E,Met
2013,821308,H,Did Not Meet
2013,821316,E,Did Not Meet
2013,821320,M,Met
2013,821330,E,Met
2013,821LEA,,Met
2013,830304,M,Met
2013,830312,E,Met
2013,830316,T,Did Not Meet
2013,830320,E,Met
2013,830328,E,Met
2013,830336,E,Met
2013,830343,H,Did Not Meet
2013,830344,E,Met
2013,830348,H,Did Not Meet
2013,830349,M,Met
2013,830350,M,Met
2013,830356,E,Met
2013,830360,E,Met
2013,830364,E,Met
2013,830LEA,,Met
2013,840302,H,Did Not Meet
2013,840303,M,Met
2013,840304,E,Met
2013,840308,E,Met
2013,840310,E,Met
2013,840312,E,Met
2013,840316,E,Met
2013,840320,E,Met
2013,840324,E,Met
2013,840328,M,Met
2013,840332,H,Did Not Meet
2013,840336,E,Met
2013,840340,E,Met
2013,840344,E,Met
2013,840350,M,Met
2013,840356,H,Did Not Meet
2013,840358,M,Met
2013,840360,E,Met
2013,840361,H,Did Not Meet
2013,840368,H,Did Not Meet
2013,840370,H,Did Not Meet
2013,840LEA,,Met
2013,84B000,H,Did Not Meet
2013,850304,M,Met
2013,850308,E,Met
2013,850312,E,Met
2013,850314,E,Met
2013,850316,E,Met
2013,850320,E,Met
2013,850324,T,Did Not Meet
2013,850328,E,Met
2013,850332,H,Did Not Meet
2013,850336,E,Met
2013,850338,M,Met
2013,850340,E,Met
2013,850342,E,Met
2013,850348,E,Met
2013,850350,M,Met
2013,850352,H,Did Not Meet
2013,850354,E,Met
2013,850356,E,Met
2013,850358,H,Did Not Meet
2013,850360,H,Met
2013,850LEA,,Met
2013,860302,E,Met
2013,860306,M,Met
2013,860308,E,Met
2013,860312,E,Met
2013,860316,H,Did Not Meet
2013,860320,E,Met
2013,860324,E,Met
2013,860326,M,Met
2013,860330,M,Met
2013,860332,E,Met
2013,860336,H,Did Not Meet
2013,860339,E,Met
2013,860340,M,Met
2013,860344,E,Met
2013,860348,E,Met
2013,860352,H,Did Not Meet
2013,860354,H,Did Not Meet
2013,860356,E,Met
2013,860360,E,Met
2013,860LEA,,Met
2013,861304,E,Met
2013,861308,H,Did Not Meet
2013,861312,M,Met
2013,861LEA,,Met
2013,862308,E,Did Not Meet
2013,862310,E,Met
2013,862312,H,Did Not Meet
2013,862316,M,Met
2013,862LEA,,Met
2013,86T000,I,Met
2013,870314,H,Did Not Meet
2013,870318,I,Met
2013,870320,E,Met
2013,870324,E,Met
2013,870LEA,,Met
2013,87A000,I,Met
2013,880304,E,Met
2013,880308,H,Did Not Meet
2013,880312,M,Met
2013,880318,E,Met
2013,880320,T,Did Not Meet
2013,880324,E,Met
2013,880328,H,Did Not Meet
2013,880330,M,Met
2013,880336,E,Met
2013,880LEA,,Met
2013,88A000,I,Met
2013,890304,H,Did Not Meet
2013,890306,M,Met
2013,890308,E,Met
2013,890LEA,,Met
2013,900302,E,Met
2013,900303,E,Met
2013,900304,E,Met
2013,900305,E,Met
2013,900306,E,Met
2013,900307,E,Met
2013,900308,M,Met
2013,900310,M,Met
2013,900311,H,Did Not Meet
2013,900312,E,Met
2013,900314,M,Met
2013,900316,H,Did Not Meet
2013,900318,E,Met
