year,agency_code,category_code,pct_fully_licensed,pct_lateral_entry
2018,230LEA,E,0.993,0.042
2018,230LEA,H,1.0,0.06
2018,230LEA,M,1.0,0.06
2018,230LEA,T,1.0,0.165
2018,23A000,A,0.857,0.040999999999999995
2018,240304,M,1.0,0.31
2018,240308,E,1.0,0.042
2018,240328,I,1.0,0.0
2018,240330,M,1.0,0.309
2018,240332,E,1.0,0.102
2018,240334,H,1.0,0.289
2018,240344,I,1.0,0.174
2018,240352,E,1.0,0.08900000000000001
2018,240354,E,1.0,0.095
2018,240356,M,1.0,0.0
2018,240368,M,1.0,0.044000000000000004
2018,240370,E,1.0,0.052000000000000005
2018,240371,H,1.0,0.086
2018,240372,E,1.0,0.105
2018,240373,H,0.9179999999999999,0.08199999999999999
2018,240376,M,1.0,0.18600000000000003
2018,240380,H,0.97,0.06
2018,240388,I,1.0,0.035
2018,240LEA,A,,
2018,240LEA,E,1.0,0.081
2018,240LEA,H,0.9840000000000001,0.13
2018,240LEA,I,1.0,0.055
2018,240LEA,M,1.0,0.156
2018,240LEA,T,,
2018,241304,M,1.0,0.214
2018,241308,E,1.0,0.028999999999999998
2018,241312,T,1.0,0.0
2018,241316,H,1.0,0.068
2018,241320,E,1.0,0.05
2018,241LEA,A,,
2018,241LEA,E,1.0,0.040999999999999995
2018,241LEA,H,1.0,0.068
2018,241LEA,M,1.0,0.214
2018,241LEA,T,1.0,0.0
2018,24B000,T,0.583,0.16699999999999998
2018,24N000,I,0.838,0.054000000000000006
2018,250304,E,1.0,0.037000000000000005
2018,250306,E,1.0,0.034
2018,250308,E,1.0,0.063
2018,250312,E,1.0,0.042
2018,250314,H,1.0,0.0
2018,250316,E,1.0,0.064
2018,250320,E,0.976,0.048
2018,250321,H,1.0,0.316
2018,250324,M,1.0,0.026000000000000002
2018,250328,E,1.0,0.08
2018,250332,M,1.0,0.08900000000000001
2018,250336,E,1.0,0.083
2018,250340,H,1.0,0.13
2018,250344,M,1.0,0.122
2018,250348,E,0.9620000000000001,0.151
2018,250350,E,1.0,0.031
2018,250356,H,1.0,0.073
2018,250360,E,0.968,0.095
2018,250362,E,1.0,0.091
2018,250364,E,0.9670000000000001,0.067
2018,250368,M,1.0,0.033
2018,250372,H,1.0,0.149
2018,250376,M,1.0,0.09
2018,250378,E,1.0,0.040999999999999995
2018,250380,E,1.0,0.048
2018,250LEA,E,0.991,0.062
2018,250LEA,H,1.0,0.115
2018,250LEA,M,1.0,0.071
2018,260302,E,1.0,0.0
2018,260306,E,1.0,0.057
2018,260308,E,1.0,0.063
2018,260310,E,1.0,0.057
2018,260312,E,1.0,0.0
2018,260316,E,1.0,0.0
2018,260318,H,1.0,0.087
2018,260320,E,1.0,0.045
2018,260321,M,1.0,0.267
2018,260322,H,0.988,0.282
2018,260325,H,1.0,0.09
2018,260326,E,1.0,0.064
2018,260332,E,0.9670000000000001,0.0
2018,260336,M,1.0,0.147
2018,260338,E,1.0,0.13699999999999998
2018,260340,E,1.0,0.053
2018,260342,E,1.0,0.055999999999999994
2018,260344,E,1.0,0.217
2018,260347,H,1.0,0.0
2018,260348,E,0.978,0.08900000000000001
2018,260352,E,1.0,0.067
2018,260354,H,1.0,0.154
2018,260356,E,1.0,0.048
2018,260357,H,1.0,0.091
2018,260358,M,1.0,0.15
2018,260359,H,1.0,0.18899999999999997
2018,260361,E,1.0,0.0
2018,260362,M,0.9670000000000001,0.066
2018,260363,E,0.955,0.0
2018,260364,E,0.938,0.021
2018,260365,M,0.98,0.13699999999999998
2018,260366,E,0.9570000000000001,0.064
2018,260367,E,1.0,0.18899999999999997
2018,260368,M,1.0,0.075
2018,260369,M,1.0,0.05
2018,260370,E,1.0,0.022000000000000002
2018,260371,M,1.0,0.13
2018,260372,M,0.976,0.262
2018,260373,E,1.0,0.016
2018,260374,H,1.0,0.3
2018,260375,E,0.963,0.037000000000000005
2018,260380,E,1.0,0.122
2018,260382,E,0.9670000000000001,0.033
2018,260383,M,1.0,0.079
2018,260386,E,0.9620000000000001,0.038
2018,260388,H,1.0,0.0
2018,260396,E,1.0,0.083
2018,260397,E,1.0,0.08800000000000001
2018,260398,E,1.0,0.098
2018,260400,E,0.971,0.114
2018,260401,E,1.0,0.081
2018,260402,E,1.0,0.24
2018,260403,E,1.0,0.049
2018,260404,E,0.975,0.05
2018,260405,E,1.0,0.136
2018,260406,M,1.0,0.063
2018,260407,E,0.978,0.109
2018,260408,H,1.0,0.094
2018,260410,E,1.0,0.154
2018,260411,H,1.0,0.04
2018,260412,E,1.0,0.063
2018,260413,M,0.846,0.154
2018,260414,E,1.0,0.023
2018,260415,E,0.977,0.045
2018,260416,E,1.0,0.0
2018,260417,M,1.0,0.125
2018,260418,M,1.0,0.033
2018,260419,M,1.0,0.071
2018,260424,H,0.977,0.149
2018,260425,M,1.0,0.095
2018,260426,E,0.9640000000000001,0.14300000000000002
2018,260427,H,1.0,0.13699999999999998
2018,260428,M,1.0,0.182
2018,260430,E,1.0,0.04
2018,260432,E,1.0,0.077
2018,260434,E,1.0,0.057
2018,260440,E,1.0,0.0
2018,260444,E,1.0,0.16699999999999998
2018,260446,H,0.985,0.17800000000000002
2018,260448,E,0.972,0.0
2018,260449,H,1.0,0.235
2018,260450,E,1.0,0.08800000000000001
2018,260452,E,0.975,0.225
2018,260454,M,0.9790000000000001,0.064
2018,260455,H,1.0,0.142
2018,260459,E,1.0,0.057
2018,260700,H,1.0,0.0
2018,260LEA,A,,
2018,260LEA,E,0.99,0.07200000000000001
2018,260LEA,H,0.996,0.135
2018,260LEA,M,0.99,0.11599999999999999
2018,260LEA,T,,
2018,26B000,I,0.6940000000000001,0.027999999999999997
2018,26C000,I,0.581,0.032
2018,270304,E,1.0,0.0
2018,270306,H,1.0,0.045
2018,270308,M,1.0,0.04
2018,270309,E,1.0,0.0
2018,270310,E,1.0,0.0
2018,270311,H,1.0,0.0
2018,270312,E,1.0,0.125
2018,270316,E,1.0,0.067
2018,270318,M,1.0,0.054000000000000006
2018,270320,E,1.0,0.0
2018,270LEA,E,1.0,0.023
2018,270LEA,H,1.0,0.039
2018,270LEA,M,1.0,0.048
2018,27A000,I,1.0,0.0
2018,280302,E,1.0,0.0
2018,280304,T,0.97,0.03
2018,280306,T,1.0,0.0
2018,280308,E,1.0,0.0
2018,280310,E,1.0,0.024
2018,280312,E,1.0,0.038
2018,280316,H,1.0,0.07400000000000001
2018,280320,M,1.0,0.028999999999999998
2018,280324,E,1.0,0.0
2018,280328,M,0.981,0.0
2018,280330,H,1.0,0.071
2018,280LEA,E,1.0,0.017
2018,280LEA,H,1.0,0.07200000000000001
2018,280LEA,M,0.9890000000000001,0.011000000000000001
2018,280LEA,T,0.973,0.027000000000000003
2018,290302,E,1.0,0.0
2018,290306,E,1.0,0.0
2018,290307,E,1.0,0.0
2018,290308,H,1.0,0.11699999999999999
2018,290309,M,1.0,0.061
2018,290310,A,1.0,0.0
2018,290312,E,1.0,0.0
2018,290314,T,1.0,0.083
2018,290315,H,1.0,0.0
2018,290316,E,1.0,0.033
2018,290320,E,1.0,0.0
2018,290322,M,1.0,0.068
2018,290324,H,1.0,0.039
2018,290328,E,1.0,0.083
2018,290330,E,1.0,0.0
2018,290332,E,1.0,0.061
2018,290333,E,1.0,0.0
2018,290334,M,1.0,0.024
2018,290336,H,1.0,0.061
2018,290344,E,1.0,0.0
2018,290348,H,1.0,0.07400000000000001
2018,290349,H,1.0,0.063
2018,290350,M,1.0,0.0
2018,290351,M,1.0,0.048
2018,290352,E,1.0,0.0
2018,290356,E,1.0,0.063
2018,290364,E,1.0,0.0
2018,290365,H,1.0,0.062
2018,290366,E,1.0,0.0
2018,290367,M,1.0,0.042
2018,290375,E,1.0,0.078
2018,290376,M,1.0,0.026000000000000002
2018,290380,E,1.0,0.0
2018,290384,E,1.0,0.015
2018,290388,H,1.0,0.10400000000000001
2018,290389,H,1.0,0.077
2018,290LEA,A,1.0,0.0
2018,290LEA,E,1.0,0.019
2018,290LEA,H,1.0,0.075
2018,290LEA,M,1.0,0.039
2018,290LEA,T,1.0,0.083
2018,291308,E,1.0,0.067
2018,291332,M,1.0,0.214
2018,291336,H,1.0,0.218
2018,291340,E,1.0,0.039
2018,291348,E,1.0,0.037000000000000005
2018,291350,A,1.0,0.545
