year,agency_code,grade,naep_subject,subgroup,Proficiency_level,average_scale_score,participation_rate,percent_proficient
2011,NAT,08,RD,MALE,Below_Basic,259,,0.3
2011,NAT,08,RD,NOT_EDS,Below_Basic,275,,0.15
2011,NAT,08,RD,SWD,Below_Basic,230,0.76,0.64
2011,NAT,08,RD,WH7,Below_Basic,272,,0.16
2011,NC-SEA,04,M,ALL,Below_Basic,245,,0.12
2011,NC-SEA,04,M,AIAN,Below_Basic,225,,0.36
2011,NC-SEA,04,M,ASPI,Below_Basic,263,,0.03
2011,NC-SEA,04,M,BL7,Below_Basic,229,,0.25
2011,NC-SEA,04,M,EDS,Below_Basic,235,,0.18
2011,NC-SEA,04,M,FEM,Below_Basic,244,,0.12
2011,NC-SEA,04,M,HI7,Below_Basic,238,,0.14
2011,NC-SEA,04,M,ELS,Below_Basic,229,0.96,0.21
2011,NC-SEA,04,M,MALE,Below_Basic,245,,0.12
2011,NC-SEA,04,M,NOT_EDS,Below_Basic,256,,0.04
2011,NC-SEA,04,M,SWD,Below_Basic,225,0.87,0.32
2011,NC-SEA,04,M,WH7,Below_Basic,253,,0.05
2011,NC-SEA,08,M,ALL,Below_Basic,286,,0.25
2011,NC-SEA,08,M,AIAN,Below_Basic,265,,0.46
2011,NC-SEA,08,M,ASPI,Below_Basic,314,,0.12
2011,NC-SEA,08,M,BL7,Below_Basic,267,,0.43
2011,NC-SEA,08,M,EDS,Below_Basic,273,,0.36
2011,NC-SEA,08,M,FEM,Below_Basic,287,,0.23
2011,NC-SEA,08,M,HI7,Below_Basic,275,,0.34
2011,NC-SEA,08,M,ELS,Below_Basic,254,0.91,0.6
2011,NC-SEA,08,M,MALE,Below_Basic,285,,0.26
2011,NC-SEA,08,M,NOT_EDS,Below_Basic,300,,0.14
2011,NC-SEA,08,M,SWD,Below_Basic,254,0.85,0.58
2011,NC-SEA,08,M,WH7,Below_Basic,296,,0.15
2011,NC-SEA,04,RD,ALL,Below_Basic,221,,0.32
2011,NC-SEA,04,RD,AIAN,Below_Basic,192,,0.62
2011,NC-SEA,04,RD,ASPI,Below_Basic,236,,0.19
2011,NC-SEA,04,RD,BL7,Below_Basic,206,,0.5
2011,NC-SEA,04,RD,EDS,Below_Basic,208,,0.46
2011,NC-SEA,04,RD,FEM,Below_Basic,225,,0.28
2011,NC-SEA,04,RD,HI7,Below_Basic,207,,0.48
2011,NC-SEA,04,RD,ELS,Below_Basic,189,0.96,0.68
2011,NC-SEA,04,RD,MALE,Below_Basic,217,,0.36
2011,NC-SEA,04,RD,NOT_EDS,Below_Basic,236,,0.17
2011,NC-SEA,04,RD,SWD,Below_Basic,184,0.84,0.69
2011,NC-SEA,04,RD,WH7,Below_Basic,232,,0.19
2011,NC-SEA,08,RD,ALL,Below_Basic,263,,0.26
2011,NC-SEA,08,RD,AIAN,Below_Basic,245,,0.48
2011,NC-SEA,08,RD,ASPI,Below_Basic,274,,0.17
2011,NC-SEA,08,RD,BL7,Below_Basic,247,,0.42
2011,NC-SEA,08,RD,EDS,Below_Basic,252,,0.37
2011,NC-SEA,08,RD,FEM,Below_Basic,270,,0.19
2011,NC-SEA,08,RD,HI7,Below_Basic,256,,0.33
2011,NC-SEA,08,RD,ELS,Below_Basic,233,0.91,0.62
2011,NC-SEA,08,RD,MALE,Below_Basic,256,,0.33
2011,NC-SEA,08,RD,NOT_EDS,Below_Basic,274,,0.15
2011,NC-SEA,08,RD,SWD,Below_Basic,227,0.85,0.67
2011,NC-SEA,08,RD,WH7,Below_Basic,271,,0.17
2013,NAT,04,M,ALL,Below_Basic,241,,0.18
2013,NAT,04,M,AIAN,Below_Basic,228,,0.3
2013,NAT,04,M,ASPI,Below_Basic,258,,0.09
2013,NAT,04,M,BL7,Below_Basic,224,,0.34
2013,NAT,04,M,EDS,Below_Basic,230,,0.27
2013,NAT,04,M,FEM,Below_Basic,241,,0.18
2013,NAT,04,M,HI7,Below_Basic,230,,0.27
2013,NAT,04,M,ELS,Below_Basic,219,0.96,0.41
2013,NAT,04,M,MALE,Below_Basic,242,,0.18
2013,NAT,04,M,NOT_EDS,Below_Basic,254,,0.07
2013,NAT,04,M,SWD,Below_Basic,218,0.9,0.45
2013,NAT,04,M,WH7,Below_Basic,250,,0.09
2013,NAT,08,M,ALL,Below_Basic,284,,0.27
2013,NAT,08,M,AIAN,Below_Basic,270,,0.4
2013,NAT,08,M,ASPI,Below_Basic,306,,0.13
2013,NAT,08,M,BL7,Below_Basic,263,,0.49
2013,NAT,08,M,EDS,Below_Basic,270,,0.39
2013,NAT,08,M,FEM,Below_Basic,283,,0.27
2013,NAT,08,M,HI7,Below_Basic,271,,0.38
2013,NAT,08,M,ELS,Below_Basic,245,0.93,0.69
2013,NAT,08,M,MALE,Below_Basic,284,,0.27
2013,NAT,08,M,NOT_EDS,Below_Basic,297,,0.14
2013,NAT,08,M,SWD,Below_Basic,248,0.89,0.66
2013,NAT,08,M,WH7,Below_Basic,293,,0.17
2013,NAT,04,RD,ALL,Below_Basic,221,,0.33
2013,NAT,04,RD,AIAN,Below_Basic,206,,0.48
2013,NAT,04,RD,ASPI,Below_Basic,235,,0.21
2013,NAT,04,RD,BL7,Below_Basic,205,,0.5
2013,NAT,04,RD,EDS,Below_Basic,207,,0.47
2013,NAT,04,RD,FEM,Below_Basic,224,,0.3
2013,NAT,04,RD,HI7,Below_Basic,207,,0.48
2013,NAT,04,RD,ELS,Below_Basic,187,0.92,0.69
2013,NAT,04,RD,MALE,Below_Basic,217,,0.36
2013,NAT,04,RD,NOT_EDS,Below_Basic,236,,0.17
2013,NAT,04,RD,SWD,Below_Basic,184,0.83,0.69
2013,NAT,04,RD,WH7,Below_Basic,231,,0.21
2013,NAT,08,RD,ALL,Below_Basic,266,,0.23
2013,NAT,08,RD,AIAN,Below_Basic,252,,0.37
2013,NAT,08,RD,ASPI,Below_Basic,279,,0.15
2013,NAT,08,RD,BL7,Below_Basic,250,,0.4
2013,NAT,08,RD,EDS,Below_Basic,254,,0.34
2013,NAT,08,RD,FEM,Below_Basic,271,,0.19
2013,NAT,08,RD,HI7,Below_Basic,255,,0.33
2013,NAT,08,RD,ELS,Below_Basic,225,0.9,0.7
2013,NAT,08,RD,MALE,Below_Basic,261,,0.27
2013,NAT,08,RD,NOT_EDS,Below_Basic,278,,0.13
2013,NAT,08,RD,SWD,Below_Basic,231,0.84,0.62
2013,NAT,08,RD,WH7,Below_Basic,275,,0.15
2013,NC-SEA,04,M,ALL,Below_Basic,245,,0.13
2013,NC-SEA,04,M,AIAN,Below_Basic,225,,0.32
2013,NC-SEA,04,M,ASPI,Below_Basic,261,,0.11
2013,NC-SEA,04,M,BL7,Below_Basic,230,,0.24
2013,NC-SEA,04,M,EDS,Below_Basic,235,,0.2
2013,NC-SEA,04,M,FEM,Below_Basic,245,,0.13
2013,NC-SEA,04,M,HI7,Below_Basic,239,,0.15
2013,NC-SEA,04,M,ELS,Below_Basic,226,0.95,0.29
2013,NC-SEA,04,M,MALE,Below_Basic,245,,0.14
2013,NC-SEA,04,M,NOT_EDS,Below_Basic,259,,0.04
2013,NC-SEA,04,M,SWD,Below_Basic,223,0.92,0.38
2013,NC-SEA,04,M,WH7,Below_Basic,254,,0.06
2013,NC-SEA,08,M,ALL,Below_Basic,286,,0.25
2013,NC-SEA,08,M,AIAN,Below_Basic,0,,0
2013,NC-SEA,08,M,ASPI,Below_Basic,298,,0.22
2013,NC-SEA,08,M,BL7,Below_Basic,268,,0.42
2013,NC-SEA,08,M,EDS,Below_Basic,274,,0.35
2013,NC-SEA,08,M,FEM,Below_Basic,286,,0.24
2013,NC-SEA,08,M,HI7,Below_Basic,279,,0.29
2013,NC-SEA,08,M,ELS,Below_Basic,255,0.94,0.59
2013,NC-SEA,08,M,MALE,Below_Basic,285,,0.26
2013,NC-SEA,08,M,NOT_EDS,Below_Basic,300,,0.13
2013,NC-SEA,08,M,SWD,Below_Basic,250,0.92,0.63
2013,NC-SEA,08,M,WH7,Below_Basic,296,,0.15
2013,NC-SEA,04,RD,ALL,Below_Basic,222,,0.31
2013,NC-SEA,04,RD,AIAN,Below_Basic,206,,0.45
2013,NC-SEA,04,RD,ASPI,Below_Basic,236,,0.21
2013,NC-SEA,04,RD,BL7,Below_Basic,210,,0.45
2013,NC-SEA,04,RD,EDS,Below_Basic,211,,0.42
2013,NC-SEA,04,RD,FEM,Below_Basic,226,,0.27
2013,NC-SEA,04,RD,HI7,Below_Basic,210,,0.44
2013,NC-SEA,04,RD,ELS,Below_Basic,183,0.93,0.77
2013,NC-SEA,04,RD,MALE,Below_Basic,219,,0.35
2013,NC-SEA,04,RD,NOT_EDS,Below_Basic,237,,0.16
2013,NC-SEA,04,RD,SWD,Below_Basic,185,0.89,0.69
2013,NC-SEA,04,RD,WH7,Below_Basic,232,,0.19
2013,NC-SEA,08,RD,ALL,Below_Basic,265,,0.24
2013,NC-SEA,08,RD,AIAN,Below_Basic,0,,0
2013,NC-SEA,08,RD,ASPI,Below_Basic,272,,0.17
2013,NC-SEA,08,RD,BL7,Below_Basic,251,,0.37
2013,NC-SEA,08,RD,EDS,Below_Basic,253,,0.34
2013,NC-SEA,08,RD,FEM,Below_Basic,271,,0.19
2013,NC-SEA,08,RD,HI7,Below_Basic,258,,0.28
2013,NC-SEA,08,RD,ELS,Below_Basic,232,0.91,0.59
2013,NC-SEA,08,RD,MALE,Below_Basic,258,,0.3
2013,NC-SEA,08,RD,NOT_EDS,Below_Basic,278,,0.12
2013,NC-SEA,08,RD,SWD,Below_Basic,228,0.89,0.64
2013,NC-SEA,08,RD,WH7,Below_Basic,273,,0.17
2015,NAT,04,M,ALL,At_Advanced,240,,0.07
2015,NAT,04,M,AIAN,At_Advanced,228,,0.02
2015,NAT,04,M,ASPI,At_Advanced,256,,0.22
2015,NAT,04,M,BL7,At_Advanced,224,,0.01
2015,NAT,04,M,EDS,At_Advanced,229,,0.02
2015,NAT,04,M,ELS,At_Advanced,218,0.95,0.01
2015,NAT,04,M,FEM,At_Advanced,239,,0.06
2015,NAT,04,M,HI7,At_Advanced,230,,0.03
2015,NAT,04,M,MALE,At_Advanced,241,,0.08
2015,NAT,04,M,NOT_EDS,At_Advanced,253,,0.13
2015,NAT,04,M,SWD,At_Advanced,215,0.89,0.02
2015,NAT,04,M,MU7,At_Advanced,244,,0.09
2015,NAT,04,M,WH7,At_Advanced,248,,0.1
2015,NAT,08,M,ALL,At_Advanced,281,,0.08
2015,NAT,08,M,AIAN,At_Advanced,267,,0.03
2015,NAT,08,M,ASPI,At_Advanced,305,,0.25
2015,NAT,08,M,BL7,At_Advanced,260,,0.01
2015,NAT,08,M,EDS,At_Advanced,268,,0.02
2015,NAT,08,M,ELS,At_Advanced,246,0.93,0.01
2015,NAT,08,M,FEM,At_Advanced,281,,0.07
2015,NAT,08,M,HI7,At_Advanced,269,,0.03
2015,NAT,08,M,MALE,At_Advanced,281,,0.08
2015,NAT,08,M,NOT_EDS,At_Advanced,296,,0.13
2015,NAT,08,M,SWD,At_Advanced,243,0.9,0.01
2015,NAT,08,M,MU7,At_Advanced,283,,0.09
2015,NAT,08,M,WH7,At_Advanced,291,,0.1
2015,NAT,04,RD,ALL,At_Advanced,221,,0.08
2015,NAT,04,RD,AIAN,At_Advanced,206,,0.04
2015,NAT,04,RD,ASPI,At_Advanced,238,,0.19
2015,NAT,04,RD,BL7,At_Advanced,206,,0.02
2015,NAT,04,RD,EDS,At_Advanced,209,,0.03
2015,NAT,04,RD,ELS,At_Advanced,189,0.93,0.01
2015,NAT,04,RD,FEM,At_Advanced,225,,0.1
2015,NAT,04,RD,HI7,At_Advanced,208,,0.03
2015,NAT,04,RD,MALE,At_Advanced,218,,0.07
2015,NAT,04,RD,NOT_EDS,At_Advanced,237,,0.15
2015,NAT,04,RD,SWD,At_Advanced,184,0.87,0.02
2015,NAT,04,RD,MU7,At_Advanced,226,,0.1
2015,NAT,04,RD,WH7,At_Advanced,232,,0.11
2015,NAT,08,RD,ALL,At_Advanced,264,,0.03
2015,NAT,08,RD,AIAN,At_Advanced,253,,0.02
2015,NAT,08,RD,ASPI,At_Advanced,279,,0.09
2015,NAT,08,RD,BL7,At_Advanced,247,,0.01
2015,NAT,08,RD,EDS,At_Advanced,253,,0.01
2015,NAT,08,RD,ELS,At_Advanced,223,0.9,
2015,NAT,08,RD,FEM,At_Advanced,269,,0.04
2015,NAT,08,RD,HI7,At_Advanced,253,,0.01
2015,NAT,08,RD,MALE,At_Advanced,259,,0.02
2015,NAT,08,RD,NOT_EDS,At_Advanced,276,,0.06
2015,NAT,08,RD,SWD,At_Advanced,226,0.87,
2015,NAT,08,RD,MU7,At_Advanced,267,,0.04
2015,NAT,08,RD,WH7,At_Advanced,273,,0.04
2015,NC-SEA,04,M,ALL,At_Advanced,244,,0.08
2015,NC-SEA,04,M,AIAN,At_Advanced,229,,0.04
2015,NC-SEA,04,M,ASPI,At_Advanced,258,,0.27
2015,NC-SEA,04,M,BL7,At_Advanced,229,,0.02
2015,NC-SEA,04,M,EDS,At_Advanced,234,,0.03
2015,NC-SEA,04,M,ELS,At_Advanced,216,0.93,
2015,NC-SEA,04,M,FEM,At_Advanced,242,,0.07
2015,NC-SEA,04,M,HI7,At_Advanced,235,,0.03
2015,NC-SEA,04,M,MALE,At_Advanced,245,,0.09
2015,NC-SEA,04,M,NOT_EDS,At_Advanced,258,,0.16
2015,NC-SEA,04,M,SWD,At_Advanced,215,0.93,0.02
2015,NC-SEA,04,M,MU7,At_Advanced,249,,0.11
2015,NC-SEA,04,M,WH7,At_Advanced,253,,0.12
2015,NC-SEA,08,M,ALL,At_Advanced,281,,0.09
2015,NC-SEA,08,M,AIAN,At_Advanced,261,,0.02
2015,NC-SEA,08,M,ASPI,At_Advanced,309,,0.35
2015,NC-SEA,08,M,BL7,At_Advanced,263,,0.02
2015,NC-SEA,08,M,EDS,At_Advanced,268,,0.03
2015,NC-SEA,08,M,ELS,At_Advanced,247,0.93,0.01
2015,NC-SEA,08,M,FEM,At_Advanced,282,,0.08
2015,NC-SEA,08,M,HI7,At_Advanced,273,,0.03
2015,NC-SEA,08,M,MALE,At_Advanced,281,,0.1
2015,NC-SEA,08,M,NOT_EDS,At_Advanced,299,,0.18
2015,NC-SEA,08,M,SWD,At_Advanced,241,0.93,
2015,NC-SEA,08,M,MU7,At_Advanced,274,,0.03
2015,NC-SEA,08,M,WH7,At_Advanced,292,,0.13
2015,NC-SEA,04,RD,ALL,At_Advanced,226,,0.09
2015,NC-SEA,04,RD,AIAN,At_Advanced,198,,0.04
2015,NC-SEA,04,RD,ASPI,At_Advanced,242,,0.2
2015,NC-SEA,04,RD,BL7,At_Advanced,214,,0.03
2015,NC-SEA,04,RD,EDS,At_Advanced,215,,0.04
2015,NC-SEA,04,RD,ELS,At_Advanced,187,0.92,
2015,NC-SEA,04,RD,FEM,At_Advanced,230,,0.12
2015,NC-SEA,04,RD,HI7,At_Advanced,212,,0.02
2015,NC-SEA,04,RD,MALE,At_Advanced,222,,0.07
2015,NC-SEA,04,RD,NOT_EDS,At_Advanced,242,,0.18
2015,NC-SEA,04,RD,SWD,At_Advanced,186,0.91,0.01
2015,NC-SEA,04,RD,MU7,At_Advanced,228,,0.09
2015,NC-SEA,04,RD,WH7,At_Advanced,236,,0.15
2015,NC-SEA,08,RD,ALL,At_Advanced,261,,0.03
2015,NC-SEA,08,RD,AIAN,At_Advanced,250,,0.04
2015,NC-SEA,08,RD,ASPI,At_Advanced,278,,0.07
2015,NC-SEA,08,RD,BL7,At_Advanced,243,,0.01
2015,NC-SEA,08,RD,EDS,At_Advanced,249,,0.01
2015,NC-SEA,08,RD,ELS,At_Advanced,217,0.85,
2015,NC-SEA,08,RD,FEM,At_Advanced,268,,0.05
2015,NC-SEA,08,RD,HI7,At_Advanced,252,,0.01
2015,NC-SEA,08,RD,MALE,At_Advanced,254,,0.02
2015,NC-SEA,08,RD,NOT_EDS,At_Advanced,277,,0.07
2015,NC-SEA,08,RD,SWD,At_Advanced,217,0.94,
2015,NC-SEA,08,RD,MU7,At_Advanced,269,,0.02
2015,NC-SEA,08,RD,WH7,At_Advanced,271,,0.05
2015,NAT,04,M,ALL,At_Basic,240,,0.42
2015,NAT,04,M,AIAN,At_Basic,228,,0.47
2015,NAT,04,M,ASPI,At_Basic,256,,0.29
2015,NAT,04,M,BL7,At_Basic,224,,0.46
2015,NAT,04,M,EDS,At_Basic,229,,0.48
2015,NAT,04,M,ELS,At_Basic,218,0.95,0.43
2015,NAT,04,M,FEM,At_Basic,239,,0.43
2015,NAT,04,M,HI7,At_Basic,230,,0.47
2015,NAT,04,M,MALE,At_Basic,241,,0.4
2015,NAT,04,M,NOT_EDS,At_Basic,253,,0.34
2015,NAT,04,M,SWD,At_Basic,215,0.89,0.37
2015,NAT,04,M,MU7,At_Basic,244,,0.41
2015,NAT,04,M,WH7,At_Basic,248,,0.39
2015,NAT,08,M,ALL,At_Basic,281,,0.38
2015,NAT,08,M,AIAN,At_Basic,267,,0.38
2015,NAT,08,M,ASPI,At_Basic,305,,0.28
2015,NAT,08,M,BL7,At_Basic,260,,0.35
2015,NAT,08,M,EDS,At_Basic,268,,0.4
2015,NAT,08,M,ELS,At_Basic,246,0.93,0.26
2015,NAT,08,M,FEM,At_Basic,281,,0.39
2015,NAT,08,M,HI7,At_Basic,269,,0.41
2015,NAT,08,M,MALE,At_Basic,281,,0.37
2015,NAT,08,M,NOT_EDS,At_Basic,296,,0.37
2015,NAT,08,M,SWD,At_Basic,243,0.9,0.22
2015,NAT,08,M,MU7,At_Basic,283,,0.38
2015,NAT,08,M,WH7,At_Basic,291,,0.39
2015,NAT,04,RD,ALL,At_Basic,221,,0.33
2015,NAT,04,RD,AIAN,At_Basic,206,,0.31
2015,NAT,04,RD,ASPI,At_Basic,238,,0.28
2015,NAT,04,RD,BL7,At_Basic,206,,0.33
2015,NAT,04,RD,EDS,At_Basic,209,,0.34
2015,NAT,04,RD,ELS,At_Basic,189,0.93,0.24
2015,NAT,04,RD,FEM,At_Basic,225,,0.33
2015,NAT,04,RD,HI7,At_Basic,208,,0.33
2015,NAT,04,RD,MALE,At_Basic,218,,0.33
2015,NAT,04,RD,NOT_EDS,At_Basic,237,,0.31
2015,NAT,04,RD,SWD,At_Basic,184,0.87,0.2
2015,NAT,04,RD,MU7,At_Basic,226,,0.34
2015,NAT,04,RD,WH7,At_Basic,232,,0.33
2015,NAT,08,RD,ALL,At_Basic,264,,0.42
2015,NAT,08,RD,AIAN,At_Basic,253,,0.42
2015,NAT,08,RD,ASPI,At_Basic,279,,0.35
2015,NAT,08,RD,BL7,At_Basic,247,,0.43
2015,NAT,08,RD,EDS,At_Basic,253,,0.44
2015,NAT,08,RD,ELS,At_Basic,223,0.9,0.25
2015,NAT,08,RD,FEM,At_Basic,269,,0.41
2015,NAT,08,RD,HI7,At_Basic,253,,0.45
2015,NAT,08,RD,MALE,At_Basic,259,,0.43
2015,NAT,08,RD,NOT_EDS,At_Basic,276,,0.4
2015,NAT,08,RD,SWD,At_Basic,226,0.87,0.26
2015,NAT,08,RD,MU7,At_Basic,267,,0.41
2015,NAT,08,RD,WH7,At_Basic,273,,0.42
2015,NC-SEA,04,M,ALL,At_Basic,244,,0.41
2015,NC-SEA,04,M,AIAN,At_Basic,229,,0.45
2015,NC-SEA,04,M,ASPI,At_Basic,258,,0.23
2015,NC-SEA,04,M,BL7,At_Basic,229,,0.51
2015,NC-SEA,04,M,EDS,At_Basic,234,,0.48
2015,NC-SEA,04,M,ELS,At_Basic,216,0.93,0.43
2015,NC-SEA,04,M,FEM,At_Basic,242,,0.42
2015,NC-SEA,04,M,HI7,At_Basic,235,,0.45
2015,NC-SEA,04,M,MALE,At_Basic,245,,0.4
2015,NC-SEA,04,M,NOT_EDS,At_Basic,258,,0.3
2015,NC-SEA,04,M,SWD,At_Basic,215,0.93,0.4
2015,NC-SEA,04,M,MU7,At_Basic,249,,0.44
2015,NC-SEA,04,M,WH7,At_Basic,253,,0.35
2015,NC-SEA,08,M,ALL,At_Basic,281,,0.37
2015,NC-SEA,08,M,AIAN,At_Basic,261,,0.28
2015,NC-SEA,08,M,ASPI,At_Basic,309,,0.23
2015,NC-SEA,08,M,BL7,At_Basic,263,,0.34
2015,NC-SEA,08,M,EDS,At_Basic,268,,0.39
2015,NC-SEA,08,M,ELS,At_Basic,247,0.93,0.27
2015,NC-SEA,08,M,FEM,At_Basic,282,,0.39
2015,NC-SEA,08,M,HI7,At_Basic,273,,0.41
2015,NC-SEA,08,M,MALE,At_Basic,281,,0.35
2015,NC-SEA,08,M,NOT_EDS,At_Basic,299,,0.33
2015,NC-SEA,08,M,SWD,At_Basic,241,0.93,0.21
2015,NC-SEA,08,M,MU7,At_Basic,274,,0.37
2015,NC-SEA,08,M,WH7,At_Basic,292,,0.38
2015,NC-SEA,04,RD,ALL,At_Basic,226,,0.34
2015,NC-SEA,04,RD,AIAN,At_Basic,198,,0.26
2015,NC-SEA,04,RD,ASPI,At_Basic,242,,0.25
2015,NC-SEA,04,RD,BL7,At_Basic,214,,0.38
2015,NC-SEA,04,RD,EDS,At_Basic,215,,0.37
2015,NC-SEA,04,RD,ELS,At_Basic,187,0.92,0.24
2015,NC-SEA,04,RD,FEM,At_Basic,230,,0.34
2015,NC-SEA,04,RD,HI7,At_Basic,212,,0.37
2015,NC-SEA,04,RD,MALE,At_Basic,222,,0.34
2015,NC-SEA,04,RD,NOT_EDS,At_Basic,242,,0.29
2015,NC-SEA,04,RD,SWD,At_Basic,186,0.91,0.2
2015,NC-SEA,04,RD,MU7,At_Basic,228,,0.29
2015,NC-SEA,04,RD,WH7,At_Basic,236,,0.32
2015,NC-SEA,08,RD,ALL,At_Basic,261,,0.41
2015,NC-SEA,08,RD,AIAN,At_Basic,250,,0.29
2015,NC-SEA,08,RD,ASPI,At_Basic,278,,0.32
2015,NC-SEA,08,RD,BL7,At_Basic,243,,0.41
2015,NC-SEA,08,RD,EDS,At_Basic,249,,0.43
2015,NC-SEA,08,RD,ELS,At_Basic,217,0.85,0.24
2015,NC-SEA,08,RD,FEM,At_Basic,268,,0.41
2015,NC-SEA,08,RD,HI7,At_Basic,252,,0.45
2015,NC-SEA,08,RD,MALE,At_Basic,254,,0.42
2015,NC-SEA,08,RD,NOT_EDS,At_Basic,277,,0.39
2015,NC-SEA,08,RD,SWD,At_Basic,217,0.94,0.22
2015,NC-SEA,08,RD,MU7,At_Basic,269,,0.45
2015,NC-SEA,08,RD,WH7,At_Basic,271,,0.41
2015,NAT,04,M,ALL,At_proficient,240,,0.32
2015,NAT,04,M,AIAN,At_proficient,228,,0.21
2015,NAT,04,M,ASPI,At_proficient,256,,0.39
2015,NAT,04,M,BL7,At_proficient,224,,0.17
2015,NAT,04,M,EDS,At_proficient,229,,0.22
2015,NAT,04,M,ELS,At_proficient,218,0.95,0.13
2015,NAT,04,M,FEM,At_proficient,239,,0.32
2015,NAT,04,M,HI7,At_proficient,230,,0.23
2015,NAT,04,M,MALE,At_proficient,241,,0.33
2015,NAT,04,M,NOT_EDS,At_proficient,253,,0.45
2015,NAT,04,M,SWD,At_proficient,215,0.89,0.12
2015,NAT,04,M,MU7,At_proficient,244,,0.35
2015,NAT,04,M,WH7,At_proficient,248,,0.41
2015,NAT,08,M,ALL,At_proficient,281,,0.24
2015,NAT,08,M,AIAN,At_proficient,267,,0.16
2015,NAT,08,M,ASPI,At_proficient,305,,0.33
2015,NAT,08,M,BL7,At_proficient,260,,0.11
2015,NAT,08,M,EDS,At_proficient,268,,0.15
2015,NAT,08,M,ELS,At_proficient,246,0.93,0.05
2015,NAT,08,M,FEM,At_proficient,281,,0.25
2015,NAT,08,M,HI7,At_proficient,269,,0.16
2015,NAT,08,M,MALE,At_proficient,281,,0.24
2015,NAT,08,M,NOT_EDS,At_proficient,296,,0.34
2015,NAT,08,M,SWD,At_proficient,243,0.9,0.05
2015,NAT,08,M,MU7,At_proficient,283,,0.26
2015,NAT,08,M,WH7,At_proficient,291,,0.32
2015,NAT,04,RD,ALL,At_proficient,221,,0.27
2015,NAT,04,RD,AIAN,At_proficient,206,,0.17
2015,NAT,04,RD,ASPI,At_proficient,238,,0.34
2015,NAT,04,RD,BL7,At_proficient,206,,0.16
2015,NAT,04,RD,EDS,At_proficient,209,,0.18
2015,NAT,04,RD,ELS,At_proficient,189,0.93,0.07
2015,NAT,04,RD,FEM,At_proficient,225,,0.28
2015,NAT,04,RD,HI7,At_proficient,208,,0.17
2015,NAT,04,RD,MALE,At_proficient,218,,0.25
2015,NAT,04,RD,NOT_EDS,At_proficient,237,,0.37
2015,NAT,04,RD,SWD,At_proficient,184,0.87,0.09
2015,NAT,04,RD,MU7,At_proficient,226,,0.29
2015,NAT,04,RD,WH7,At_proficient,232,,0.34
2015,NAT,08,RD,ALL,At_proficient,264,,0.29
2015,NAT,08,RD,AIAN,At_proficient,253,,0.21
2015,NAT,08,RD,ASPI,At_proficient,279,,0.41
2015,NAT,08,RD,BL7,At_proficient,247,,0.14
2015,NAT,08,RD,EDS,At_proficient,253,,0.19
2015,NAT,08,RD,ELS,At_proficient,223,0.9,0.03
2015,NAT,08,RD,FEM,At_proficient,269,,0.33
2015,NAT,08,RD,HI7,At_proficient,253,,0.19
2015,NAT,08,RD,MALE,At_proficient,259,,0.26
2015,NAT,08,RD,NOT_EDS,At_proficient,276,,0.41
2015,NAT,08,RD,SWD,At_proficient,226,0.87,0.06
2015,NAT,08,RD,MU7,At_proficient,267,,0.31
2015,NAT,08,RD,WH7,At_proficient,273,,0.38
2015,NC-SEA,04,M,ALL,At_proficient,244,,0.36
2015,NC-SEA,04,M,AIAN,At_proficient,229,,0.21
2015,NC-SEA,04,M,ASPI,At_proficient,258,,0.38
2015,NC-SEA,04,M,BL7,At_proficient,229,,0.2
2015,NC-SEA,04,M,EDS,At_proficient,234,,0.27
2015,NC-SEA,04,M,ELS,At_proficient,216,0.93,0.1
2015,NC-SEA,04,M,FEM,At_proficient,242,,0.35
2015,NC-SEA,04,M,HI7,At_proficient,235,,0.3
2015,NC-SEA,04,M,MALE,At_proficient,245,,0.37
2015,NC-SEA,04,M,NOT_EDS,At_proficient,258,,0.51
2015,NC-SEA,04,M,SWD,At_proficient,215,0.93,0.1
2015,NC-SEA,04,M,MU7,At_proficient,249,,0.37
2015,NC-SEA,04,M,WH7,At_proficient,253,,0.47
2015,NC-SEA,08,M,ALL,At_proficient,281,,0.24
2015,NC-SEA,08,M,AIAN,At_proficient,261,,0.15
2015,NC-SEA,08,M,ASPI,At_proficient,309,,0.25
2015,NC-SEA,08,M,BL7,At_proficient,263,,0.14
2015,NC-SEA,08,M,EDS,At_proficient,268,,0.16
2015,NC-SEA,08,M,ELS,At_proficient,247,0.93,0.05
2015,NC-SEA,08,M,FEM,At_proficient,282,,0.25
2015,NC-SEA,08,M,HI7,At_proficient,273,,0.2
2015,NC-SEA,08,M,MALE,At_proficient,281,,0.23
2015,NC-SEA,08,M,NOT_EDS,At_proficient,299,,0.34
2015,NC-SEA,08,M,SWD,At_proficient,241,0.93,0.05
2015,NC-SEA,08,M,MU7,At_proficient,274,,0.24
2015,NC-SEA,08,M,WH7,At_proficient,292,,0.3
2015,NC-SEA,04,RD,ALL,At_proficient,226,,0.29
2015,NC-SEA,04,RD,AIAN,At_proficient,198,,0.15
2015,NC-SEA,04,RD,ASPI,At_proficient,242,,0.39
2015,NC-SEA,04,RD,BL7,At_proficient,214,,0.2
2015,NC-SEA,04,RD,EDS,At_proficient,215,,0.21
2015,NC-SEA,04,RD,ELS,At_proficient,187,0.92,0.05
2015,NC-SEA,04,RD,FEM,At_proficient,230,,0.32
2015,NC-SEA,04,RD,HI7,At_proficient,212,,0.21
