year,agency_code,grade,naep_subject,subgroup,Proficiency_level,average_scale_score,participation_rate,percent_proficient
2013,NC-SEA,04,RD,HI7,At_Basic,210,,0.33
2013,NC-SEA,04,RD,ELS,At_Basic,183,0.93,0.19
2013,NC-SEA,04,RD,MALE,At_Basic,219,,0.33
2013,NC-SEA,04,RD,NOT_EDS,At_Basic,237,,0.31
2013,NC-SEA,04,RD,SWD,At_Basic,185,0.89,0.21
2013,NC-SEA,04,RD,WH7,At_Basic,232,,0.34
2013,NC-SEA,08,RD,ALL,At_Basic,265,,0.43
2013,NC-SEA,08,RD,AIAN,At_Basic,0,,0
2013,NC-SEA,08,RD,ASPI,At_Basic,272,,0.38
2013,NC-SEA,08,RD,BL7,At_Basic,251,,0.47
2013,NC-SEA,08,RD,EDS,At_Basic,253,,0.46
2013,NC-SEA,08,RD,FEM,At_Basic,271,,0.41
2013,NC-SEA,08,RD,HI7,At_Basic,258,,0.49
2013,NC-SEA,08,RD,ELS,At_Basic,232,0.91,0.34
2013,NC-SEA,08,RD,MALE,At_Basic,258,,0.45
2013,NC-SEA,08,RD,NOT_EDS,At_Basic,278,,0.39
2013,NC-SEA,08,RD,SWD,At_Basic,228,0.89,0.3
2013,NC-SEA,08,RD,WH7,At_Basic,273,,0.4
2009,NAT,04,M,ALL,At_proficient,239,,0.33
2009,NAT,04,M,AIAN,At_proficient,227,,0.21
2009,NAT,04,M,ASPI,At_proficient,255,,0.43
2009,NAT,04,M,BL7,At_proficient,222,,0.15
2009,NAT,04,M,EDS,At_proficient,228,,0.2
2009,NAT,04,M,FEM,At_proficient,238,,0.32
2009,NAT,04,M,HI7,At_proficient,227,,0.2
2009,NAT,04,M,ELS,At_proficient,218,0.94,0.11
2009,NAT,04,M,MALE,At_proficient,240,,0.33
2009,NAT,04,M,NOT_EDS,At_proficient,250,,0.44
2009,NAT,04,M,SWD,At_proficient,220,0.85,0.17
2009,NAT,04,M,WH7,At_proficient,248,,0.42
2009,NAT,08,M,ALL,At_proficient,282,,0.25
2009,NAT,08,M,AIAN,At_proficient,267,,0.16
2009,NAT,08,M,ASPI,At_proficient,300,,0.33
2009,NAT,08,M,BL7,At_proficient,260,,0.11
2009,NAT,08,M,EDS,At_proficient,266,,0.15
2009,NAT,08,M,FEM,At_proficient,281,,0.24
2009,NAT,08,M,HI7,At_proficient,266,,0.15
2009,NAT,08,M,ELS,At_proficient,243,0.92,0.04
2009,NAT,08,M,MALE,At_proficient,283,,0.26
2009,NAT,08,M,NOT_EDS,At_proficient,293,,0.33
2009,NAT,08,M,SWD,At_proficient,249,0.78,0.08
2009,NAT,08,M,WH7,At_proficient,292,,0.32
2009,NAT,04,RD,ALL,At_proficient,220,,0.24
2009,NAT,04,RD,AIAN,At_proficient,206,,0.17
2009,NAT,04,RD,ASPI,At_proficient,234,,0.32
2009,NAT,04,RD,BL7,At_proficient,204,,0.13
2009,NAT,04,RD,EDS,At_proficient,206,,0.15
2009,NAT,04,RD,FEM,At_proficient,223,,0.26
2009,NAT,04,RD,HI7,At_proficient,204,,0.14
2009,NAT,04,RD,ELS,At_proficient,188,0.84,0.06
2009,NAT,04,RD,MALE,At_proficient,216,,0.23
2009,NAT,04,RD,NOT_EDS,At_proficient,232,,0.33
2009,NAT,04,RD,SWD,At_proficient,189,0.72,0.1
2009,NAT,04,RD,WH7,At_proficient,229,,0.31
2009,NAT,08,RD,ALL,At_proficient,262,,0.28
2009,NAT,08,RD,AIAN,At_proficient,252,,0.19
2009,NAT,08,RD,ASPI,At_proficient,273,,0.38
2009,NAT,08,RD,BL7,At_proficient,245,,0.12
2009,NAT,08,RD,EDS,At_proficient,249,,0.15
2009,NAT,08,RD,FEM,At_proficient,267,,0.32
2009,NAT,08,RD,HI7,At_proficient,248,,0.15
2009,NAT,08,RD,ELS,At_proficient,219,0.83,0.03
2009,NAT,08,RD,MALE,At_proficient,258,,0.24
2009,NAT,08,RD,NOT_EDS,At_proficient,273,,0.38
2009,NAT,08,RD,SWD,At_proficient,229,0.72,0.07
2009,NAT,08,RD,WH7,At_proficient,271,,0.36
2009,NC-SEA,04,M,ALL,At_proficient,244,,0.35
2009,NC-SEA,04,M,AIAN,At_proficient,232,,0.28
2009,NC-SEA,04,M,ASPI,At_proficient,259,,0.37
2009,NC-SEA,04,M,BL7,At_proficient,226,,0.17
2009,NC-SEA,04,M,EDS,At_proficient,232,,0.23
2009,NC-SEA,04,M,FEM,At_proficient,244,,0.34
2009,NC-SEA,04,M,HI7,At_proficient,236,,0.25
2009,NC-SEA,04,M,ELS,At_proficient,229,0.96,0.17
2009,NC-SEA,04,M,MALE,At_proficient,244,,0.36
2009,NC-SEA,04,M,NOT_EDS,At_proficient,255,,0.46
2009,NC-SEA,04,M,SWD,At_proficient,224,0.87,0.2
2009,NC-SEA,04,M,WH7,At_proficient,254,,0.46
2009,NC-SEA,08,M,ALL,At_proficient,284,,0.26
2009,NC-SEA,08,M,AIAN,At_proficient,256,,0.12
2009,NC-SEA,08,M,ASPI,At_proficient,311,,0.29
2009,NC-SEA,08,M,BL7,At_proficient,262,,0.11
2009,NC-SEA,08,M,EDS,At_proficient,268,,0.16
2009,NC-SEA,08,M,FEM,At_proficient,284,,0.25
2009,NC-SEA,08,M,HI7,At_proficient,274,,0.22
2009,NC-SEA,08,M,ELS,At_proficient,259,0.92,0.1
2009,NC-SEA,08,M,MALE,At_proficient,284,,0.28
2009,NC-SEA,08,M,NOT_EDS,At_proficient,298,,0.35
2009,NC-SEA,08,M,SWD,At_proficient,251,0.88,0.1
2009,NC-SEA,08,M,WH7,At_proficient,297,,0.35
2009,NC-SEA,04,RD,ALL,At_proficient,219,,0.25
2009,NC-SEA,04,RD,AIAN,At_proficient,202,,0.13
2009,NC-SEA,04,RD,ASPI,At_proficient,241,,0.37
2009,NC-SEA,04,RD,BL7,At_proficient,204,,0.13
2009,NC-SEA,04,RD,EDS,At_proficient,205,,0.15
2009,NC-SEA,04,RD,FEM,At_proficient,224,,0.27
2009,NC-SEA,04,RD,HI7,At_proficient,204,,0.14
2009,NC-SEA,04,RD,ELS,At_proficient,189,0.85,0.1
2009,NC-SEA,04,RD,MALE,At_proficient,215,,0.23
2009,NC-SEA,04,RD,NOT_EDS,At_proficient,233,,0.35
2009,NC-SEA,04,RD,SWD,At_proficient,187,0.86,0.1
2009,NC-SEA,04,RD,WH7,At_proficient,230,,0.33
2009,NC-SEA,08,RD,ALL,At_proficient,260,,0.26
2009,NC-SEA,08,RD,AIAN,At_proficient,235,,0.14
2009,NC-SEA,08,RD,ASPI,At_proficient,272,,0.37
2009,NC-SEA,08,RD,BL7,At_proficient,243,,0.12
2009,NC-SEA,08,RD,EDS,At_proficient,245,,0.14
2009,NC-SEA,08,RD,FEM,At_proficient,267,,0.32
2009,NC-SEA,08,RD,HI7,At_proficient,249,,0.17
2009,NC-SEA,08,RD,ELS,At_proficient,226,0.86,0.05
2009,NC-SEA,08,RD,MALE,At_proficient,253,,0.21
2009,NC-SEA,08,RD,NOT_EDS,At_proficient,271,,0.36
2009,NC-SEA,08,RD,SWD,At_proficient,221,0.86,0.05
2009,NC-SEA,08,RD,WH7,At_proficient,270,,0.35
2011,NAT,04,M,ALL,At_proficient,240,,0.33
2011,NAT,04,M,AIAN,At_proficient,227,,0.22
2011,NAT,04,M,ASPI,At_proficient,256,,0.43
2011,NAT,04,M,BL7,At_proficient,224,,0.16
2011,NAT,04,M,EDS,At_proficient,229,,0.22
2011,NAT,04,M,FEM,At_proficient,239,,0.33
2011,NAT,04,M,HI7,At_proficient,229,,0.22
2011,NAT,04,M,ELS,At_proficient,219,0.89,0.13
2011,NAT,04,M,MALE,At_proficient,241,,0.34
2011,NAT,04,M,NOT_EDS,At_proficient,252,,0.45
2011,NAT,04,M,SWD,At_proficient,218,0.84,0.15
2011,NAT,04,M,WH7,At_proficient,249,,0.43
2011,NAT,08,M,ALL,At_proficient,283,,0.26
2011,NAT,08,M,AIAN,At_proficient,266,,0.14
2011,NAT,08,M,ASPI,At_proficient,302,,0.33
2011,NAT,08,M,BL7,At_proficient,262,,0.11
2011,NAT,08,M,EDS,At_proficient,269,,0.16
2011,NAT,08,M,FEM,At_proficient,282,,0.26
2011,NAT,08,M,HI7,At_proficient,269,,0.17
2011,NAT,08,M,ELS,At_proficient,244,0.86,0.04
2011,NAT,08,M,MALE,At_proficient,283,,0.26
2011,NAT,08,M,NOT_EDS,At_proficient,295,,0.34
2011,NAT,08,M,SWD,At_proficient,249,0.76,0.07
2011,NAT,08,M,WH7,At_proficient,293,,0.33
2011,NAT,04,RD,ALL,At_proficient,220,,0.25
2011,NAT,04,RD,AIAN,At_proficient,204,,0.15
2011,NAT,04,RD,ASPI,At_proficient,234,,0.32
2011,NAT,04,RD,BL7,At_proficient,205,,0.14
2011,NAT,04,RD,EDS,At_proficient,207,,0.16
2011,NAT,04,RD,FEM,At_proficient,223,,0.26
2011,NAT,04,RD,HI7,At_proficient,205,,0.15
2011,NAT,04,RD,ELS,At_proficient,188,0.89,0.06
2011,NAT,04,RD,MALE,At_proficient,217,,0.23
2011,NAT,04,RD,NOT_EDS,At_proficient,234,,0.35
2011,NAT,04,RD,SWD,At_proficient,186,0.77,0.09
2011,NAT,04,RD,WH7,At_proficient,230,,0.32
2011,NAT,08,RD,ALL,At_proficient,264,,0.29
2011,NAT,08,RD,AIAN,At_proficient,253,,0.2
2011,NAT,08,RD,ASPI,At_proficient,275,,0.39
2011,NAT,08,RD,BL7,At_proficient,248,,0.14
2011,NAT,08,RD,EDS,At_proficient,251,,0.17
2011,NAT,08,RD,FEM,At_proficient,268,,0.32
2011,NAT,08,RD,HI7,At_proficient,251,,0.17
2011,NAT,08,RD,ELS,At_proficient,223,0.86,0.03
2011,NAT,08,RD,MALE,At_proficient,259,,0.25
2011,NAT,08,RD,NOT_EDS,At_proficient,275,,0.39
2011,NAT,08,RD,SWD,At_proficient,230,0.76,0.07
2011,NAT,08,RD,WH7,At_proficient,272,,0.37
2011,NC-SEA,04,M,ALL,At_proficient,245,,0.38
2011,NC-SEA,04,M,AIAN,At_proficient,225,,0.17
2011,NC-SEA,04,M,ASPI,At_proficient,263,,0.44
2011,NC-SEA,04,M,BL7,At_proficient,229,,0.18
2011,NC-SEA,04,M,EDS,At_proficient,235,,0.27
2011,NC-SEA,04,M,FEM,At_proficient,244,,0.39
2011,NC-SEA,04,M,HI7,At_proficient,238,,0.31
2011,NC-SEA,04,M,ELS,At_proficient,229,0.96,0.16
2011,NC-SEA,04,M,MALE,At_proficient,245,,0.36
2011,NC-SEA,04,M,NOT_EDS,At_proficient,256,,0.5
2011,NC-SEA,04,M,SWD,At_proficient,225,0.87,0.17
2011,NC-SEA,04,M,WH7,At_proficient,253,,0.48
2011,NC-SEA,08,M,ALL,At_proficient,286,,0.27
2011,NC-SEA,08,M,AIAN,At_proficient,265,,0.17
2011,NC-SEA,08,M,ASPI,At_proficient,314,,0.33
2011,NC-SEA,08,M,BL7,At_proficient,267,,0.13
2011,NC-SEA,08,M,EDS,At_proficient,273,,0.19
2011,NC-SEA,08,M,FEM,At_proficient,287,,0.28
2011,NC-SEA,08,M,HI7,At_proficient,275,,0.19
2011,NC-SEA,08,M,ELS,At_proficient,254,0.91,0.07
2011,NC-SEA,08,M,MALE,At_proficient,285,,0.27
2011,NC-SEA,08,M,NOT_EDS,At_proficient,300,,0.36
2011,NC-SEA,08,M,SWD,At_proficient,254,0.85,0.08
2011,NC-SEA,08,M,WH7,At_proficient,296,,0.35
2011,NC-SEA,04,RD,ALL,At_proficient,221,,0.26
2011,NC-SEA,04,RD,AIAN,At_proficient,192,,0.08
2011,NC-SEA,04,RD,ASPI,At_proficient,236,,0.29
2011,NC-SEA,04,RD,BL7,At_proficient,206,,0.14
2011,NC-SEA,04,RD,EDS,At_proficient,208,,0.17
2011,NC-SEA,04,RD,FEM,At_proficient,225,,0.28
2011,NC-SEA,04,RD,HI7,At_proficient,207,,0.16
2011,NC-SEA,04,RD,ELS,At_proficient,189,0.96,0.06
2011,NC-SEA,04,RD,MALE,At_proficient,217,,0.23
2011,NC-SEA,04,RD,NOT_EDS,At_proficient,236,,0.35
2011,NC-SEA,04,RD,SWD,At_proficient,184,0.84,0.09
2011,NC-SEA,04,RD,WH7,At_proficient,232,,0.34
2011,NC-SEA,08,RD,ALL,At_proficient,263,,0.28
2011,NC-SEA,08,RD,AIAN,At_proficient,245,,0.13
2011,NC-SEA,08,RD,ASPI,At_proficient,274,,0.35
2011,NC-SEA,08,RD,BL7,At_proficient,247,,0.14
2011,NC-SEA,08,RD,EDS,At_proficient,252,,0.18
2011,NC-SEA,08,RD,FEM,At_proficient,270,,0.33
2011,NC-SEA,08,RD,HI7,At_proficient,256,,0.21
2011,NC-SEA,08,RD,ELS,At_proficient,233,0.91,0.03
2011,NC-SEA,08,RD,MALE,At_proficient,256,,0.23
2011,NC-SEA,08,RD,NOT_EDS,At_proficient,274,,0.39
2011,NC-SEA,08,RD,SWD,At_proficient,227,0.85,0.06
2011,NC-SEA,08,RD,WH7,At_proficient,271,,0.36
2013,NAT,04,M,ALL,At_proficient,241,,0.34
2013,NAT,04,M,AIAN,At_proficient,228,,0.22
2013,NAT,04,M,ASPI,At_proficient,258,,0.41
2013,NAT,04,M,BL7,At_proficient,224,,0.17
2013,NAT,04,M,EDS,At_proficient,230,,0.23
2013,NAT,04,M,FEM,At_proficient,241,,0.34
2013,NAT,04,M,HI7,At_proficient,230,,0.24
2013,NAT,04,M,ELS,At_proficient,219,0.96,0.13
2013,NAT,04,M,MALE,At_proficient,242,,0.34
2013,NAT,04,M,NOT_EDS,At_proficient,254,,0.46
2013,NAT,04,M,SWD,At_proficient,218,0.9,0.16
2013,NAT,04,M,WH7,At_proficient,250,,0.43
2013,NAT,08,M,ALL,At_proficient,284,,0.26
2013,NAT,08,M,AIAN,At_proficient,270,,0.18
2013,NAT,08,M,ASPI,At_proficient,306,,0.34
2013,NAT,08,M,BL7,At_proficient,263,,0.12
2013,NAT,08,M,EDS,At_proficient,270,,0.17
2013,NAT,08,M,FEM,At_proficient,283,,0.26
2013,NAT,08,M,HI7,At_proficient,271,,0.18
2013,NAT,08,M,ELS,At_proficient,245,0.93,0.04
2013,NAT,08,M,MALE,At_proficient,284,,0.26
2013,NAT,08,M,NOT_EDS,At_proficient,297,,0.35
2013,NAT,08,M,SWD,At_proficient,248,0.89,0.07
2013,NAT,08,M,WH7,At_proficient,293,,0.33
2013,NAT,04,RD,ALL,At_proficient,221,,0.26
2013,NAT,04,RD,AIAN,At_proficient,206,,0.18
2013,NAT,04,RD,ASPI,At_proficient,235,,0.33
2013,NAT,04,RD,BL7,At_proficient,205,,0.15
2013,NAT,04,RD,EDS,At_proficient,207,,0.17
2013,NAT,04,RD,FEM,At_proficient,224,,0.28
2013,NAT,04,RD,HI7,At_proficient,207,,0.17
2013,NAT,04,RD,ELS,At_proficient,187,0.92,0.06
2013,NAT,04,RD,MALE,At_proficient,217,,0.24
2013,NAT,04,RD,NOT_EDS,At_proficient,236,,0.37
2013,NAT,04,RD,SWD,At_proficient,184,0.83,0.09
2013,NAT,04,RD,WH7,At_proficient,231,,0.33
2013,NAT,08,RD,ALL,At_proficient,266,,0.31
2013,NAT,08,RD,AIAN,At_proficient,252,,0.18
2013,NAT,08,RD,ASPI,At_proficient,279,,0.41
2013,NAT,08,RD,BL7,At_proficient,250,,0.15
2013,NAT,08,RD,EDS,At_proficient,254,,0.19
2013,NAT,08,RD,FEM,At_proficient,271,,0.35
2013,NAT,08,RD,HI7,At_proficient,255,,0.2
2013,NAT,08,RD,ELS,At_proficient,225,0.9,0.03
2013,NAT,08,RD,MALE,At_proficient,261,,0.27
2013,NAT,08,RD,NOT_EDS,At_proficient,278,,0.42
2013,NAT,08,RD,SWD,At_proficient,231,0.84,0.08
2013,NAT,08,RD,WH7,At_proficient,275,,0.39
2013,NC-SEA,04,M,ALL,At_proficient,245,,0.37
2013,NC-SEA,04,M,AIAN,At_proficient,225,,0.16
2013,NC-SEA,04,M,ASPI,At_proficient,261,,0.38
2013,NC-SEA,04,M,BL7,At_proficient,230,,0.21
2013,NC-SEA,04,M,EDS,At_proficient,235,,0.27
2013,NC-SEA,04,M,FEM,At_proficient,245,,0.36
2013,NC-SEA,04,M,HI7,At_proficient,239,,0.32
2013,NC-SEA,04,M,ELS,At_proficient,226,0.95,0.14
2013,NC-SEA,04,M,MALE,At_proficient,245,,0.38
2013,NC-SEA,04,M,NOT_EDS,At_proficient,259,,0.51
2013,NC-SEA,04,M,SWD,At_proficient,223,0.92,0.19
2013,NC-SEA,04,M,WH7,At_proficient,254,,0.48
2013,NC-SEA,08,M,ALL,At_proficient,286,,0.27
2013,NC-SEA,08,M,AIAN,At_proficient,0,,0
2013,NC-SEA,08,M,ASPI,At_proficient,298,,0.29
2013,NC-SEA,08,M,BL7,At_proficient,268,,0.15
2013,NC-SEA,08,M,EDS,At_proficient,274,,0.19
2013,NC-SEA,08,M,FEM,At_proficient,286,,0.28
2013,NC-SEA,08,M,HI7,At_proficient,279,,0.22
2013,NC-SEA,08,M,ELS,At_proficient,255,0.94,0.06
2013,NC-SEA,08,M,MALE,At_proficient,285,,0.26
2013,NC-SEA,08,M,NOT_EDS,At_proficient,300,,0.36
2013,NC-SEA,08,M,SWD,At_proficient,250,0.92,0.06
2013,NC-SEA,08,M,WH7,At_proficient,296,,0.35
2013,NC-SEA,04,RD,ALL,At_proficient,222,,0.27
2013,NC-SEA,04,RD,AIAN,At_proficient,206,,0.14
2013,NC-SEA,04,RD,ASPI,At_proficient,236,,0.36
2013,NC-SEA,04,RD,BL7,At_proficient,210,,0.17
2013,NC-SEA,04,RD,EDS,At_proficient,211,,0.19
2013,NC-SEA,04,RD,FEM,At_proficient,226,,0.29
2013,NC-SEA,04,RD,HI7,At_proficient,210,,0.19
2013,NC-SEA,04,RD,ELS,At_proficient,183,0.93,0.04
2013,NC-SEA,04,RD,MALE,At_proficient,219,,0.26
2013,NC-SEA,04,RD,NOT_EDS,At_proficient,237,,0.38
2013,NC-SEA,04,RD,SWD,At_proficient,185,0.89,0.08
2013,NC-SEA,04,RD,WH7,At_proficient,232,,0.35
2013,NC-SEA,08,RD,ALL,At_proficient,265,,0.29
2013,NC-SEA,08,RD,AIAN,At_proficient,0,,0
2013,NC-SEA,08,RD,ASPI,At_proficient,272,,0.38
2013,NC-SEA,08,RD,BL7,At_proficient,251,,0.16
2013,NC-SEA,08,RD,EDS,At_proficient,253,,0.18
2013,NC-SEA,08,RD,FEM,At_proficient,271,,0.34
2013,NC-SEA,08,RD,HI7,At_proficient,258,,0.22
2013,NC-SEA,08,RD,ELS,At_proficient,232,0.91,0.07
2013,NC-SEA,08,RD,MALE,At_proficient,258,,0.24
2013,NC-SEA,08,RD,NOT_EDS,At_proficient,278,,0.42
2013,NC-SEA,08,RD,SWD,At_proficient,228,0.89,0.06
2013,NC-SEA,08,RD,WH7,At_proficient,273,,0.37
2009,NAT,04,M,ALL,Below_Basic,239,,0.19
2009,NAT,04,M,AIAN,Below_Basic,227,,0.32
2009,NAT,04,M,ASPI,Below_Basic,255,,0.09
2009,NAT,04,M,BL7,Below_Basic,222,,0.37
2009,NAT,04,M,EDS,Below_Basic,228,,0.29
2009,NAT,04,M,FEM,Below_Basic,238,,0.19
2009,NAT,04,M,HI7,Below_Basic,227,,0.3
2009,NAT,04,M,ELS,Below_Basic,218,0.94,0.43
2009,NAT,04,M,MALE,Below_Basic,240,,0.19
2009,NAT,04,M,NOT_EDS,Below_Basic,250,,0.09
2009,NAT,04,M,SWD,Below_Basic,220,0.85,0.41
2009,NAT,04,M,WH7,Below_Basic,248,,0.1
2009,NAT,08,M,ALL,Below_Basic,282,,0.29
2009,NAT,08,M,AIAN,Below_Basic,267,,0.43
2009,NAT,08,M,ASPI,Below_Basic,300,,0.16
2009,NAT,08,M,BL7,Below_Basic,260,,0.51
2009,NAT,08,M,EDS,Below_Basic,266,,0.43
2009,NAT,08,M,FEM,Below_Basic,281,,0.29
2009,NAT,08,M,HI7,Below_Basic,266,,0.44
2009,NAT,08,M,ELS,Below_Basic,243,0.92,0.72
2009,NAT,08,M,MALE,Below_Basic,283,,0.28
2009,NAT,08,M,NOT_EDS,Below_Basic,293,,0.17
2009,NAT,08,M,SWD,Below_Basic,249,0.78,0.64
2009,NAT,08,M,WH7,Below_Basic,292,,0.18
2009,NAT,04,RD,ALL,Below_Basic,220,,0.34
2009,NAT,04,RD,AIAN,Below_Basic,206,,0.48
2009,NAT,04,RD,ASPI,Below_Basic,234,,0.21
2009,NAT,04,RD,BL7,Below_Basic,204,,0.53
2009,NAT,04,RD,EDS,Below_Basic,206,,0.49
2009,NAT,04,RD,FEM,Below_Basic,223,,0.31
2009,NAT,04,RD,HI7,Below_Basic,204,,0.52
2009,NAT,04,RD,ELS,Below_Basic,188,0.84,0.71
2009,NAT,04,RD,MALE,Below_Basic,216,,0.38
2009,NAT,04,RD,NOT_EDS,Below_Basic,232,,0.21
2009,NAT,04,RD,SWD,Below_Basic,189,0.72,0.66
2009,NAT,04,RD,WH7,Below_Basic,229,,0.23
2009,NAT,08,RD,ALL,Below_Basic,262,,0.26
2009,NAT,08,RD,AIAN,Below_Basic,252,,0.37
2009,NAT,08,RD,ASPI,Below_Basic,273,,0.18
2009,NAT,08,RD,BL7,Below_Basic,245,,0.44
2009,NAT,08,RD,EDS,Below_Basic,249,,0.4
2009,NAT,08,RD,FEM,Below_Basic,267,,0.22
2009,NAT,08,RD,HI7,Below_Basic,248,,0.41
2009,NAT,08,RD,ELS,Below_Basic,219,0.83,0.75
2009,NAT,08,RD,MALE,Below_Basic,258,,0.3
2009,NAT,08,RD,NOT_EDS,Below_Basic,273,,0.16
2009,NAT,08,RD,SWD,Below_Basic,229,0.72,0.63
2009,NAT,08,RD,WH7,Below_Basic,271,,0.17
2009,NC-SEA,04,M,ALL,Below_Basic,244,,0.13
2009,NC-SEA,04,M,AIAN,Below_Basic,232,,0.23
2009,NC-SEA,04,M,ASPI,Below_Basic,259,,0.07
2009,NC-SEA,04,M,BL7,Below_Basic,226,,0.29
2009,NC-SEA,04,M,EDS,Below_Basic,232,,0.22
2009,NC-SEA,04,M,FEM,Below_Basic,244,,0.13
2009,NC-SEA,04,M,HI7,Below_Basic,236,,0.16
2009,NC-SEA,04,M,ELS,Below_Basic,229,0.96,0.25
2009,NC-SEA,04,M,MALE,Below_Basic,244,,0.14
2009,NC-SEA,04,M,NOT_EDS,Below_Basic,255,,0.06
2009,NC-SEA,04,M,SWD,Below_Basic,224,0.87,0.36
2009,NC-SEA,04,M,WH7,Below_Basic,254,,0.05
2009,NC-SEA,08,M,ALL,Below_Basic,284,,0.26
2009,NC-SEA,08,M,AIAN,Below_Basic,256,,0.55
2009,NC-SEA,08,M,ASPI,Below_Basic,311,,0.13
2009,NC-SEA,08,M,BL7,Below_Basic,262,,0.47
2009,NC-SEA,08,M,EDS,Below_Basic,268,,0.42
2009,NC-SEA,08,M,FEM,Below_Basic,284,,0.25
2009,NC-SEA,08,M,HI7,Below_Basic,274,,0.33
2009,NC-SEA,08,M,ELS,Below_Basic,259,0.92,0.49
2009,NC-SEA,08,M,MALE,Below_Basic,284,,0.27
2009,NC-SEA,08,M,NOT_EDS,Below_Basic,298,,0.14
2009,NC-SEA,08,M,SWD,Below_Basic,251,0.88,0.61
2009,NC-SEA,08,M,WH7,Below_Basic,297,,0.15
2009,NC-SEA,04,RD,ALL,Below_Basic,219,,0.35
2009,NC-SEA,04,RD,AIAN,Below_Basic,202,,0.53
2009,NC-SEA,04,RD,ASPI,Below_Basic,241,,0.1
2009,NC-SEA,04,RD,BL7,Below_Basic,204,,0.52
2009,NC-SEA,04,RD,EDS,Below_Basic,205,,0.5
2009,NC-SEA,04,RD,FEM,Below_Basic,224,,0.3
2009,NC-SEA,04,RD,HI7,Below_Basic,204,,0.5
2009,NC-SEA,04,RD,ELS,Below_Basic,189,0.85,0.67
2009,NC-SEA,04,RD,MALE,Below_Basic,215,,0.39
2009,NC-SEA,04,RD,NOT_EDS,Below_Basic,233,,0.21
2009,NC-SEA,04,RD,SWD,Below_Basic,187,0.86,0.66
2009,NC-SEA,04,RD,WH7,Below_Basic,230,,0.23
2009,NC-SEA,08,RD,ALL,Below_Basic,260,,0.3
2009,NC-SEA,08,RD,AIAN,Below_Basic,235,,0.54
2009,NC-SEA,08,RD,ASPI,Below_Basic,272,,0.2
2009,NC-SEA,08,RD,BL7,Below_Basic,243,,0.47
2009,NC-SEA,08,RD,EDS,Below_Basic,245,,0.44
2009,NC-SEA,08,RD,FEM,Below_Basic,267,,0.24
2009,NC-SEA,08,RD,HI7,Below_Basic,249,,0.42
2009,NC-SEA,08,RD,ELS,Below_Basic,226,0.86,0.65
2009,NC-SEA,08,RD,MALE,Below_Basic,253,,0.36
2009,NC-SEA,08,RD,NOT_EDS,Below_Basic,271,,0.19
2009,NC-SEA,08,RD,SWD,Below_Basic,221,0.86,0.72
2009,NC-SEA,08,RD,WH7,Below_Basic,270,,0.19
2011,NAT,04,M,ALL,Below_Basic,240,,0.18
2011,NAT,04,M,AIAN,Below_Basic,227,,0.32
2011,NAT,04,M,ASPI,Below_Basic,256,,0.09
2011,NAT,04,M,BL7,Below_Basic,224,,0.34
2011,NAT,04,M,EDS,Below_Basic,229,,0.27
2011,NAT,04,M,FEM,Below_Basic,239,,0.18
2011,NAT,04,M,HI7,Below_Basic,229,,0.28
2011,NAT,04,M,ELS,Below_Basic,219,0.89,0.42
2011,NAT,04,M,MALE,Below_Basic,241,,0.18
2011,NAT,04,M,NOT_EDS,Below_Basic,252,,0.08
2011,NAT,04,M,SWD,Below_Basic,218,0.84,0.45
2011,NAT,04,M,WH7,Below_Basic,249,,0.09
2011,NAT,08,M,ALL,Below_Basic,283,,0.28
2011,NAT,08,M,AIAN,Below_Basic,266,,0.45
2011,NAT,08,M,ASPI,Below_Basic,302,,0.15
2011,NAT,08,M,BL7,Below_Basic,262,,0.5
2011,NAT,08,M,EDS,Below_Basic,269,,0.41
2011,NAT,08,M,FEM,Below_Basic,282,,0.28
2011,NAT,08,M,HI7,Below_Basic,269,,0.4
2011,NAT,08,M,ELS,Below_Basic,244,0.86,0.72
2011,NAT,08,M,MALE,Below_Basic,283,,0.28
2011,NAT,08,M,NOT_EDS,Below_Basic,295,,0.16
2011,NAT,08,M,SWD,Below_Basic,249,0.76,0.65
2011,NAT,08,M,WH7,Below_Basic,293,,0.17
2011,NAT,04,RD,ALL,Below_Basic,220,,0.34
2011,NAT,04,RD,AIAN,Below_Basic,204,,0.51
2011,NAT,04,RD,ASPI,Below_Basic,234,,0.21
2011,NAT,04,RD,BL7,Below_Basic,205,,0.51
2011,NAT,04,RD,EDS,Below_Basic,207,,0.48
2011,NAT,04,RD,FEM,Below_Basic,223,,0.3
2011,NAT,04,RD,HI7,Below_Basic,205,,0.5
2011,NAT,04,RD,ELS,Below_Basic,188,0.89,0.7
2011,NAT,04,RD,MALE,Below_Basic,217,,0.37
2011,NAT,04,RD,NOT_EDS,Below_Basic,234,,0.18
2011,NAT,04,RD,SWD,Below_Basic,186,0.77,0.68
2011,NAT,04,RD,WH7,Below_Basic,230,,0.23
2011,NAT,08,RD,ALL,Below_Basic,264,,0.25
2011,NAT,08,RD,AIAN,Below_Basic,253,,0.36
2011,NAT,08,RD,ASPI,Below_Basic,275,,0.18
2011,NAT,08,RD,BL7,Below_Basic,248,,0.42
2011,NAT,08,RD,EDS,Below_Basic,251,,0.37
2011,NAT,08,RD,FEM,Below_Basic,268,,0.21
2011,NAT,08,RD,HI7,Below_Basic,251,,0.37
2011,NAT,08,RD,ELS,Below_Basic,223,0.86,0.71
