year,agency_code,metric,num,den,pct,masking
2018,010362,passed_laa,,,,3.0
2018,010362,gce_els,,,,3.0
2018,010362,gce_swd,,,,3.0
2018,010362,gce_rpf,,,,3.0
2018,010362,gce_prm,,,,3.0
2018,010362,gce_all,,,,3.0
2018,010362,promoted,78.0,86.0,90.7,
2018,010362,retained,,,,3.0
2018,010364,passed_eog,27.0,71.0,38.0,
2018,010364,passed_rta,,,,3.0
2018,010364,passed_laa,19.0,71.0,26.8,
2018,010364,gce_els,,,,3.0
2018,010364,gce_swd,,,,3.0
2018,010364,gce_rpf,,,,3.0
2018,010364,gce_prm,,,,3.0
2018,010364,gce_all,12.0,71.0,16.9,
2018,010364,promoted,58.0,71.0,81.7,
2018,010364,retained,13.0,71.0,18.3,
2018,010372,passed_eog,19.0,42.0,45.2,
2018,010372,passed_rta,,,,3.0
2018,010372,passed_laa,,,,3.0
2018,010372,gce_els,,,,3.0
2018,010372,gce_swd,,,,3.0
2018,010372,gce_rpf,,,,3.0
2018,010372,gce_prm,,,,3.0
2018,010372,gce_all,,,,3.0
2018,010372,promoted,37.0,42.0,88.1,
2018,010372,retained,,,,3.0
2018,010374,passed_eog,48.0,93.0,51.6,
2018,010374,passed_rta,,,,3.0
2018,010374,passed_laa,,,,3.0
2018,010374,gce_els,,,,3.0
2018,010374,gce_swd,,,,3.0
2018,010374,gce_rpf,,,,3.0
2018,010374,gce_prm,,,,3.0
2018,010374,gce_all,11.0,93.0,11.8,
2018,010374,promoted,77.0,93.0,82.8,
2018,010374,retained,16.0,93.0,17.2,
2018,010378,passed_eog,,,,3.0
2018,010378,passed_rta,,,,3.0
2018,010378,passed_laa,,,,3.0
2018,010378,gce_els,,,,3.0
2018,010378,gce_swd,,,,3.0
2018,010378,gce_rpf,,,,3.0
2018,010378,gce_prm,,,,3.0
2018,010378,gce_all,,,,3.0
2018,010378,promoted,,,,3.0
2018,010378,retained,,,,3.0
2018,010380,passed_eog,37.0,91.0,40.7,
2018,010380,passed_rta,,,,3.0
2018,010380,passed_laa,15.0,91.0,16.5,
2018,010380,gce_els,,,,3.0
2018,010380,gce_swd,,,,3.0
2018,010380,gce_rpf,,,,3.0
2018,010380,gce_prm,,,,3.0
2018,010380,gce_all,,,,3.0
2018,010380,promoted,66.0,91.0,72.5,
2018,010380,retained,25.0,91.0,27.5,
2018,010384,passed_eog,66.0,111.0,59.5,
2018,010384,passed_rta,,,,3.0
2018,010384,passed_laa,23.0,111.0,20.7,
2018,010384,gce_els,,,,3.0
2018,010384,gce_swd,,,,3.0
2018,010384,gce_rpf,,,,3.0
2018,010384,gce_prm,,,,3.0
2018,010384,gce_all,,,,3.0
2018,010384,promoted,100.0,111.0,90.1,
2018,010384,retained,11.0,111.0,9.9,
2018,010392,passed_eog,19.0,41.0,46.3,
2018,010392,passed_rta,,,,3.0
2018,010392,passed_laa,10.0,41.0,24.4,
2018,010392,gce_els,,,,3.0
2018,010392,gce_swd,,,,3.0
2018,010392,gce_rpf,,,,3.0
2018,010392,gce_prm,,,,3.0
2018,010392,gce_all,,,,3.0
2018,010392,promoted,31.0,41.0,75.6,
2018,010392,retained,10.0,41.0,24.4,
2018,010LEA,passed_eog,909.0,1806.0,50.3,
2018,010LEA,passed_rta,,,5.0,2.0
2018,010LEA,passed_laa,300.0,1806.0,16.6,
2018,010LEA,gce_els,,,,3.0
2018,010LEA,gce_swd,98.0,1806.0,5.4,
2018,010LEA,gce_rpf,101.0,1806.0,5.6,
2018,010LEA,gce_prm,,,,3.0
2018,010LEA,gce_all,209.0,1806.0,11.6,
2018,010LEA,promoted,1517.0,1806.0,84.0,
2018,010LEA,retained,289.0,1806.0,16.0,
2018,01B000,passed_eog,38.0,72.0,52.8,
2018,01B000,passed_rta,,,,3.0
2018,01B000,passed_laa,,,,3.0
2018,01B000,gce_els,,,,3.0
2018,01B000,gce_swd,,,,3.0
2018,01B000,gce_rpf,13.0,72.0,18.1,
2018,01B000,gce_prm,,,,3.0
2018,01B000,gce_all,15.0,72.0,20.8,
2018,01B000,promoted,55.0,72.0,76.4,
2018,01B000,retained,17.0,72.0,23.6,
2018,01C000,passed_eog,41.0,65.0,63.1,
2018,01C000,passed_rta,,,,3.0
2018,01C000,passed_laa,21.0,65.0,32.3,
2018,01C000,gce_els,,,,3.0
2018,01C000,gce_swd,,,,3.0
2018,01C000,gce_rpf,,,,3.0
2018,01C000,gce_prm,,,,3.0
2018,01C000,gce_all,,,,3.0
2018,01C000,promoted,,,95.0,1.0
2018,01C000,retained,,,,3.0
2018,020304,passed_eog,52.0,77.0,67.5,
2018,020304,passed_rta,,,,3.0
2018,020304,passed_laa,12.0,77.0,15.6,
2018,020304,gce_els,,,,3.0
2018,020304,gce_swd,,,,3.0
2018,020304,gce_rpf,,,,3.0
2018,020304,gce_prm,,,,3.0
2018,020304,gce_all,,,,3.0
2018,020304,promoted,70.0,77.0,90.9,
2018,020304,retained,,,,3.0
2018,020308,passed_eog,29.0,49.0,59.2,
2018,020308,passed_rta,,,,3.0
2018,020308,passed_laa,,,,3.0
2018,020308,gce_els,,,,3.0
2018,020308,gce_swd,,,,3.0
2018,020308,gce_rpf,,,,3.0
2018,020308,gce_prm,,,,3.0
2018,020308,gce_all,,,,3.0
2018,020308,promoted,,,95.0,1.0
2018,020308,retained,,,,3.0
2018,020316,passed_eog,32.0,85.0,37.6,
2018,020316,passed_rta,,,,3.0
2018,020316,passed_laa,15.0,85.0,17.6,
2018,020316,gce_els,,,,3.0
2018,020316,gce_swd,,,,3.0
2018,020316,gce_rpf,,,,3.0
2018,020316,gce_prm,,,,3.0
2018,020316,gce_all,18.0,85.0,21.2,
2018,020316,promoted,68.0,85.0,80.0,
2018,020316,retained,17.0,85.0,20.0,
2018,020320,passed_eog,28.0,43.0,65.1,
2018,020320,passed_rta,,,,3.0
2018,020320,passed_laa,,,,3.0
2018,020320,gce_els,,,,3.0
2018,020320,gce_swd,,,,3.0
2018,020320,gce_rpf,,,,3.0
2018,020320,gce_prm,,,,3.0
2018,020320,gce_all,,,,3.0
2018,020320,promoted,36.0,43.0,83.7,
2018,020320,retained,,,,3.0
2018,020324,passed_eog,21.0,33.0,63.6,
2018,020324,passed_rta,,,,3.0
2018,020324,passed_laa,,,,3.0
2018,020324,gce_els,,,,3.0
2018,020324,gce_swd,,,,3.0
2018,020324,gce_rpf,,,,3.0
2018,020324,gce_prm,,,,3.0
2018,020324,gce_all,,,,3.0
2018,020324,promoted,31.0,33.0,93.9,
2018,020324,retained,,,,3.0
2018,020328,passed_eog,23.0,45.0,51.1,
2018,020328,passed_rta,,,,3.0
2018,020328,passed_laa,,,,3.0
2018,020328,gce_els,,,,3.0
2018,020328,gce_swd,,,,3.0
2018,020328,gce_rpf,,,,3.0
2018,020328,gce_prm,,,,3.0
2018,020328,gce_all,,,,3.0
2018,020328,promoted,39.0,45.0,86.7,
2018,020328,retained,,,,3.0
2018,020332,passed_eog,26.0,46.0,56.5,
2018,020332,passed_rta,,,,3.0
2018,020332,passed_laa,,,,3.0
2018,020332,gce_els,,,,3.0
2018,020332,gce_swd,,,,3.0
2018,020332,gce_rpf,,,,3.0
2018,020332,gce_prm,,,,3.0
2018,020332,gce_all,,,,3.0
2018,020332,promoted,43.0,46.0,93.5,
2018,020332,retained,,,,3.0
2018,020LEA,passed_eog,211.0,378.0,55.8,
2018,020LEA,passed_rta,,,,3.0
2018,020LEA,passed_laa,51.0,378.0,13.5,
2018,020LEA,gce_els,,,,3.0
2018,020LEA,gce_swd,34.0,378.0,9.0,
2018,020LEA,gce_rpf,,,5.0,2.0
2018,020LEA,gce_prm,,,,3.0
2018,020LEA,gce_all,54.0,378.0,14.3,
2018,020LEA,promoted,336.0,378.0,88.9,
2018,020LEA,retained,42.0,378.0,11.1,
2018,030308,passed_eog,12.0,20.0,60.0,
2018,030308,passed_rta,,,,3.0
2018,030308,passed_laa,,,,3.0
2018,030308,gce_els,,,,3.0
2018,030308,gce_swd,,,,3.0
2018,030308,gce_rpf,,,,3.0
2018,030308,gce_prm,,,,3.0
2018,030308,gce_all,,,,3.0
2018,030308,promoted,,,95.0,1.0
2018,030308,retained,,,,3.0
2018,030316,passed_eog,,,,3.0
2018,030316,passed_rta,,,,3.0
2018,030316,passed_laa,,,,3.0
2018,030316,gce_els,,,,3.0
2018,030316,gce_swd,,,,3.0
2018,030316,gce_rpf,,,,3.0
2018,030316,gce_prm,,,,3.0
2018,030316,gce_all,,,,3.0
2018,030316,promoted,,,95.0,1.0
2018,030316,retained,,,,3.0
2018,030320,passed_eog,25.0,50.0,50.0,
2018,030320,passed_rta,,,,3.0
2018,030320,passed_laa,18.0,50.0,36.0,
2018,030320,gce_els,,,,3.0
2018,030320,gce_swd,,,,3.0
2018,030320,gce_rpf,,,,3.0
2018,030320,gce_prm,,,,3.0
2018,030320,gce_all,,,,3.0
2018,030320,promoted,46.0,50.0,92.0,
2018,030320,retained,,,,3.0
2018,030LEA,passed_eog,46.0,85.0,54.1,
2018,030LEA,passed_rta,,,,3.0
2018,030LEA,passed_laa,22.0,85.0,25.9,
2018,030LEA,gce_els,,,,3.0
2018,030LEA,gce_swd,,,,3.0
2018,030LEA,gce_rpf,,,,3.0
2018,030LEA,gce_prm,,,,3.0
2018,030LEA,gce_all,10.0,85.0,11.8,
2018,030LEA,promoted,,,95.0,1.0
2018,030LEA,retained,,,,3.0
2018,040308,passed_eog,15.0,24.0,62.5,
2018,040308,passed_rta,,,,3.0
2018,040308,passed_laa,,,,3.0
2018,040308,gce_els,,,,3.0
2018,040308,gce_swd,,,,3.0
2018,040308,gce_rpf,,,,3.0
2018,040308,gce_prm,,,,3.0
2018,040308,gce_all,,,,3.0
2018,040308,promoted,20.0,24.0,83.3,
2018,040308,retained,,,,3.0
2018,040311,passed_eog,27.0,90.0,30.0,
2018,040311,passed_rta,,,,3.0
2018,040311,passed_laa,,,,3.0
2018,040311,gce_els,,,,3.0
2018,040311,gce_swd,11.0,90.0,12.2,
2018,040311,gce_rpf,,,,3.0
2018,040311,gce_prm,,,,3.0
2018,040311,gce_all,20.0,90.0,22.2,
2018,040311,promoted,61.0,90.0,67.8,
2018,040311,retained,29.0,90.0,32.2,
2018,040316,passed_eog,19.0,43.0,44.2,
2018,040316,passed_rta,,,,3.0
2018,040316,passed_laa,,,,3.0
2018,040316,gce_els,,,,3.0
2018,040316,gce_swd,,,,3.0
2018,040316,gce_rpf,,,,3.0
2018,040316,gce_prm,,,,3.0
2018,040316,gce_all,11.0,43.0,25.6,
2018,040316,promoted,32.0,43.0,74.4,
2018,040316,retained,11.0,43.0,25.6,
2018,040324,passed_eog,,,,3.0
2018,040324,passed_rta,,,,3.0
2018,040324,passed_laa,,,,3.0
2018,040324,gce_els,,,,3.0
2018,040324,gce_swd,,,,3.0
2018,040324,gce_rpf,,,,3.0
2018,040324,gce_prm,,,,3.0
2018,040324,gce_all,,,,3.0
2018,040324,promoted,22.0,31.0,71.0,
2018,040324,retained,,,,3.0
2018,040328,passed_eog,46.0,77.0,59.7,
2018,040328,passed_rta,,,,3.0
2018,040328,passed_laa,,,,3.0
2018,040328,gce_els,,,,3.0
2018,040328,gce_swd,,,,3.0
2018,040328,gce_rpf,,,,3.0
2018,040328,gce_prm,,,,3.0
2018,040328,gce_all,10.0,77.0,13.0,
2018,040328,promoted,70.0,77.0,90.9,
2018,040328,retained,,,,3.0
2018,040LEA,passed_eog,116.0,265.0,43.8,
2018,040LEA,passed_rta,,,5.0,2.0
2018,040LEA,passed_laa,21.0,265.0,7.9,
2018,040LEA,gce_els,,,,3.0
2018,040LEA,gce_swd,25.0,265.0,9.4,
2018,040LEA,gce_rpf,22.0,265.0,8.3,
2018,040LEA,gce_prm,,,,3.0
2018,040LEA,gce_all,48.0,265.0,18.1,
2018,040LEA,promoted,205.0,265.0,77.4,
2018,040LEA,retained,60.0,265.0,22.6,
2018,050310,passed_eog,47.0,64.0,73.4,
2018,050310,passed_rta,,,,3.0
2018,050310,passed_laa,,,,3.0
2018,050310,gce_els,,,,3.0
2018,050310,gce_swd,,,,3.0
2018,050310,gce_rpf,,,,3.0
2018,050310,gce_prm,,,,3.0
2018,050310,gce_all,,,,3.0
2018,050310,promoted,60.0,64.0,93.8,
2018,050310,retained,,,,3.0
2018,050330,passed_eog,50.0,79.0,63.3,
2018,050330,passed_rta,,,,3.0
2018,050330,passed_laa,15.0,79.0,19.0,
2018,050330,gce_els,,,,3.0
2018,050330,gce_swd,,,,3.0
2018,050330,gce_rpf,,,,3.0
2018,050330,gce_prm,,,,3.0
2018,050330,gce_all,,,,3.0
2018,050330,promoted,,,95.0,1.0
2018,050330,retained,,,,3.0
2018,050335,passed_eog,48.0,85.0,56.5,
2018,050335,passed_rta,,,,3.0
2018,050335,passed_laa,12.0,85.0,14.1,
2018,050335,gce_els,,,,3.0
2018,050335,gce_swd,10.0,85.0,11.8,
2018,050335,gce_rpf,,,,3.0
2018,050335,gce_prm,,,,3.0
2018,050335,gce_all,10.0,85.0,11.8,
2018,050335,promoted,74.0,85.0,87.1,
2018,050335,retained,11.0,85.0,12.9,
2018,050LEA,passed_eog,145.0,228.0,63.6,
2018,050LEA,passed_rta,,,,3.0
2018,050LEA,passed_laa,30.0,228.0,13.2,
2018,050LEA,gce_els,,,,3.0
2018,050LEA,gce_swd,19.0,228.0,8.3,
2018,050LEA,gce_rpf,,,,3.0
2018,050LEA,gce_prm,,,,3.0
2018,050LEA,gce_all,24.0,228.0,10.5,
2018,050LEA,promoted,211.0,228.0,92.5,
2018,050LEA,retained,17.0,228.0,7.5,
2018,060304,passed_eog,15.0,18.0,83.3,
2018,060304,passed_rta,,,,3.0
2018,060304,passed_laa,,,,3.0
2018,060304,gce_els,,,,3.0
2018,060304,gce_swd,,,,3.0
2018,060304,gce_rpf,,,,3.0
2018,060304,gce_prm,,,,3.0
2018,060304,gce_all,,,,3.0
2018,060304,promoted,,,95.0,1.0
2018,060304,retained,,,,3.0
2018,060316,passed_eog,19.0,31.0,61.3,
2018,060316,passed_rta,,,,3.0
2018,060316,passed_laa,,,,3.0
2018,060316,gce_els,,,,3.0
2018,060316,gce_swd,,,,3.0
2018,060316,gce_rpf,,,,3.0
2018,060316,gce_prm,,,,3.0
2018,060316,gce_all,,,,3.0
2018,060316,promoted,,,95.0,1.0
2018,060316,retained,,,,3.0
2018,060322,passed_eog,12.0,30.0,40.0,
2018,060322,passed_rta,,,,3.0
2018,060322,passed_laa,,,,3.0
2018,060322,gce_els,,,,3.0
2018,060322,gce_swd,,,,3.0
2018,060322,gce_rpf,11.0,30.0,36.7,
2018,060322,gce_prm,,,,3.0
2018,060322,gce_all,13.0,30.0,43.3,
2018,060322,promoted,,,95.0,1.0
2018,060322,retained,,,,3.0
2018,060328,passed_eog,20.0,43.0,46.5,
2018,060328,passed_rta,,,,3.0
2018,060328,passed_laa,,,,3.0
2018,060328,gce_els,,,,3.0
2018,060328,gce_swd,,,,3.0
2018,060328,gce_rpf,,,,3.0
2018,060328,gce_prm,,,,3.0
2018,060328,gce_all,14.0,43.0,32.6,
2018,060328,promoted,,,95.0,1.0
2018,060328,retained,,,,3.0
2018,060332,passed_eog,11.0,22.0,50.0,
2018,060332,passed_rta,,,,3.0
2018,060332,passed_laa,,,,3.0
2018,060332,gce_els,,,,3.0
2018,060332,gce_swd,,,,3.0
2018,060332,gce_rpf,,,,3.0
2018,060332,gce_prm,,,,3.0
2018,060332,gce_all,,,,3.0
2018,060332,promoted,,,95.0,1.0
2018,060332,retained,,,,3.0
2018,060LEA,passed_eog,77.0,144.0,53.5,
2018,060LEA,passed_rta,,,,3.0
2018,060LEA,passed_laa,20.0,144.0,13.9,
2018,060LEA,gce_els,,,,3.0
2018,060LEA,gce_swd,15.0,144.0,10.4,
2018,060LEA,gce_rpf,22.0,144.0,15.3,
2018,060LEA,gce_prm,,,,3.0
2018,060LEA,gce_all,37.0,144.0,25.7,
2018,060LEA,promoted,,,95.0,1.0
2018,060LEA,retained,,,,3.0
2018,06B000,passed_eog,,,,3.0
2018,06B000,passed_rta,,,,3.0
2018,06B000,passed_laa,,,,3.0
2018,06B000,gce_els,,,,3.0
2018,06B000,gce_swd,,,,3.0
2018,06B000,gce_rpf,,,,3.0
2018,06B000,gce_prm,,,,3.0
2018,06B000,gce_all,,,,3.0
2018,06B000,promoted,11.0,13.0,84.6,
2018,06B000,retained,,,,3.0
2018,070308,passed_eog,48.0,68.0,70.6,
2018,070308,passed_rta,,,,3.0
2018,070308,passed_laa,,,,3.0
2018,070308,gce_els,,,,3.0
2018,070308,gce_swd,,,,3.0
2018,070308,gce_rpf,,,,3.0
2018,070308,gce_prm,,,,3.0
2018,070308,gce_all,12.0,68.0,17.6,
2018,070308,promoted,62.0,68.0,91.2,
2018,070308,retained,,,,3.0
2018,070326,passed_eog,80.0,113.0,70.8,
2018,070326,passed_rta,,,,3.0
2018,070326,passed_laa,,,,3.0
2018,070326,gce_els,,,,3.0
2018,070326,gce_swd,,,,3.0
2018,070326,gce_rpf,23.0,113.0,20.4,
2018,070326,gce_prm,,,,3.0
2018,070326,gce_all,26.0,113.0,23.0,
2018,070326,promoted,,,95.0,1.0
2018,070326,retained,,,,3.0
2018,070327,passed_eog,127.0,252.0,50.4,
2018,070327,passed_rta,,,,3.0
2018,070327,passed_laa,,,5.0,2.0
2018,070327,gce_els,,,,3.0
2018,070327,gce_swd,23.0,252.0,9.1,
2018,070327,gce_rpf,38.0,252.0,15.1,
2018,070327,gce_prm,,,,3.0
2018,070327,gce_all,66.0,252.0,26.2,
2018,070327,promoted,219.0,252.0,86.9,
2018,070327,retained,33.0,252.0,13.1,
2018,070329,passed_eog,18.0,45.0,40.0,
2018,070329,passed_rta,,,,3.0
2018,070329,passed_laa,13.0,45.0,28.9,
2018,070329,gce_els,,,,3.0
2018,070329,gce_swd,,,,3.0
2018,070329,gce_rpf,,,,3.0
2018,070329,gce_prm,,,,3.0
2018,070329,gce_all,,,,3.0
2018,070329,promoted,31.0,45.0,68.9,
2018,070329,retained,14.0,45.0,31.1,
2018,070340,passed_eog,,,,3.0
2018,070340,passed_rta,,,,3.0
2018,070340,passed_laa,,,,3.0
2018,070340,gce_els,,,,3.0
2018,070340,gce_swd,,,,3.0
2018,070340,gce_rpf,,,,3.0
2018,070340,gce_prm,,,,3.0
2018,070340,gce_all,,,,3.0
2018,070340,promoted,20.0,25.0,80.0,
2018,070340,retained,,,,3.0
2018,070LEA,passed_eog,282.0,503.0,56.1,
2018,070LEA,passed_rta,,,,3.0
2018,070LEA,passed_laa,26.0,503.0,5.2,
2018,070LEA,gce_els,,,,3.0
2018,070LEA,gce_swd,30.0,503.0,6.0,
2018,070LEA,gce_rpf,73.0,503.0,14.5,
2018,070LEA,gce_prm,,,,3.0
2018,070LEA,gce_all,110.0,503.0,21.9,
2018,070LEA,promoted,443.0,503.0,88.1,
2018,070LEA,retained,60.0,503.0,11.9,
2018,07A000,passed_eog,25.0,35.0,71.4,
2018,07A000,passed_rta,,,,3.0
2018,07A000,passed_laa,,,,3.0
2018,07A000,gce_els,,,,3.0
2018,07A000,gce_swd,,,,3.0
2018,07A000,gce_rpf,,,,3.0
2018,07A000,gce_prm,,,,3.0
2018,07A000,gce_all,,,,3.0
2018,07A000,promoted,,,95.0,1.0
2018,07A000,retained,,,,3.0
2018,080348,passed_eog,,,,3.0
2018,080348,passed_rta,,,,3.0
2018,080348,passed_laa,,,,3.0
2018,080348,gce_els,,,,3.0
2018,080348,gce_swd,,,,3.0
2018,080348,gce_rpf,,,,3.0
2018,080348,gce_prm,,,,3.0
2018,080348,gce_all,,,,3.0
2018,080348,promoted,14.0,20.0,70.0,
2018,080348,retained,,,,3.0
2018,080356,passed_eog,16.0,49.0,32.7,
2018,080356,passed_rta,,,,3.0
2018,080356,passed_laa,,,,3.0
2018,080356,gce_els,,,,3.0
2018,080356,gce_swd,,,,3.0
2018,080356,gce_rpf,,,,3.0
2018,080356,gce_prm,,,,3.0
2018,080356,gce_all,,,,3.0
2018,080356,promoted,34.0,49.0,69.4,
2018,080356,retained,15.0,49.0,30.6,
2018,080360,passed_eog,12.0,42.0,28.6,
2018,080360,passed_rta,,,,3.0
2018,080360,passed_laa,,,,3.0
2018,080360,gce_els,,,,3.0
2018,080360,gce_swd,,,,3.0
2018,080360,gce_rpf,,,,3.0
2018,080360,gce_prm,,,,3.0
2018,080360,gce_all,,,,3.0
2018,080360,promoted,26.0,42.0,61.9,
2018,080360,retained,16.0,42.0,38.1,
2018,080362,passed_eog,31.0,75.0,41.3,
2018,080362,passed_rta,,,,3.0
2018,080362,passed_laa,,,,3.0
2018,080362,gce_els,,,,3.0
2018,080362,gce_swd,,,,3.0
2018,080362,gce_rpf,,,,3.0
2018,080362,gce_prm,,,,3.0
2018,080362,gce_all,10.0,75.0,13.3,
2018,080362,promoted,57.0,75.0,76.0,
2018,080362,retained,18.0,75.0,24.0,
2018,080LEA,passed_eog,66.0,186.0,35.5,
2018,080LEA,passed_rta,15.0,186.0,8.1,
2018,080LEA,passed_laa,12.0,186.0,6.5,
2018,080LEA,gce_els,,,,3.0
2018,080LEA,gce_swd,,,,3.0
2018,080LEA,gce_rpf,,,,3.0
2018,080LEA,gce_prm,,,,3.0
2018,080LEA,gce_all,17.0,186.0,9.1,
