year,agency_code,pct_prin_demo,subgroup
2007,540LEA,0,OTHER
2007,540LEA,0.722,WH7
2007,550LEA,0.083,BL7
2007,550LEA,0.417,FEM
2007,550LEA,0.583,MALE
2007,550LEA,0,OTHER
2007,550LEA,0.87,WH7
2007,560LEA,0,BL7
2007,560LEA,0.182,FEM
2007,560LEA,0.818,MALE
2007,560LEA,0,OTHER
2007,560LEA,1,WH7
2007,570LEA,0,BL7
2007,570LEA,0.167,FEM
2007,570LEA,0.833,MALE
2007,570LEA,0,OTHER
2007,570LEA,1,WH7
2007,580LEA,0.333,BL7
2007,580LEA,0.5,FEM
2007,580LEA,0.5,MALE
2007,580LEA,0,OTHER
2007,580LEA,0.667,WH7
2007,590LEA,0,BL7
2007,590LEA,0.25,FEM
2007,590LEA,0.75,MALE
2007,590LEA,0,OTHER
2007,590LEA,1,WH7
2007,600LEA,0.41,BL7
2007,600LEA,0.663,FEM
2007,600LEA,0.337,MALE
2007,600LEA,0.031,OTHER
2007,600LEA,0.531,WH7
2007,610LEA,0,BL7
2007,610LEA,0.125,FEM
2007,610LEA,0.875,MALE
2007,610LEA,0,OTHER
2007,610LEA,1,WH7
2007,620LEA,0,BL7
2007,620LEA,0.2,FEM
2007,620LEA,0.8,MALE
2007,620LEA,0,OTHER
2007,620LEA,1,WH7
2007,630LEA,0.091,BL7
2007,630LEA,0.636,FEM
2007,630LEA,0.364,MALE
2007,630LEA,0,OTHER
2007,630LEA,0.87,WH7
2007,640LEA,0.31,BL7
2007,640LEA,0.69,FEM
2007,640LEA,0.31,MALE
2007,640LEA,0,OTHER
2007,640LEA,0.714,WH7
2007,650LEA,0.195,BL7
2007,650LEA,0.732,FEM
2007,650LEA,0.268,MALE
2007,650LEA,0.075,OTHER
2007,650LEA,0.725,WH7
2007,660LEA,1,BL7
2007,660LEA,0.8,FEM
2007,660LEA,0.2,MALE
2007,660LEA,0,OTHER
2007,660LEA,0,WH7
2007,670LEA,0.171,BL7
2007,670LEA,0.714,FEM
2007,670LEA,0.286,MALE
2007,670LEA,0,OTHER
2007,670LEA,0.829,WH7
2007,680LEA,0.308,BL7
2007,680LEA,0.615,FEM
2007,680LEA,0.385,MALE
2007,680LEA,0,OTHER
2007,680LEA,0.692,WH7
2007,681LEA,0.176,BL7
2007,681LEA,0.765,FEM
2007,681LEA,0.235,MALE
2007,681LEA,0,OTHER
2007,681LEA,0.706,WH7
2007,690LEA,0.25,BL7
2007,690LEA,0.25,FEM
2007,690LEA,0.75,MALE
2007,690LEA,0,OTHER
2007,690LEA,0.75,WH7
2007,700LEA,0.5,BL7
2007,700LEA,0.583,FEM
2007,700LEA,0.417,MALE
2007,700LEA,0,OTHER
2007,700LEA,0.5,WH7
2007,710LEA,0.188,BL7
2007,710LEA,0.563,FEM
2007,710LEA,0.438,MALE
2007,710LEA,0,OTHER
2007,710LEA,1,WH7
2007,720LEA,0.5,BL7
2007,720LEA,0.5,FEM
2007,720LEA,0.5,MALE
2007,720LEA,0,OTHER
2007,720LEA,0.75,WH7
2007,730LEA,0.273,BL7
2007,730LEA,0.727,FEM
2007,730LEA,0.273,MALE
2007,730LEA,0,OTHER
2007,730LEA,0.833,WH7
2007,740LEA,0.303,BL7
2007,740LEA,0.485,FEM
2007,740LEA,0.515,MALE
2007,740LEA,0,OTHER
2007,740LEA,0.706,WH7
2007,750LEA,0,BL7
2007,750LEA,0.429,FEM
2007,750LEA,0.571,MALE
2007,750LEA,0,OTHER
2007,750LEA,1,WH7
2007,760LEA,0.033,BL7
2007,760LEA,0.567,FEM
2007,760LEA,0.433,MALE
2007,760LEA,0,OTHER
2007,760LEA,1,WH7
2007,761LEA,0.25,BL7
2007,761LEA,0.625,FEM
2007,761LEA,0.375,MALE
2007,761LEA,0,OTHER
2007,761LEA,0.75,WH7
2007,770LEA,0.368,BL7
2007,770LEA,0.474,FEM
2007,770LEA,0.526,MALE
2007,770LEA,0,OTHER
2007,770LEA,0.611,WH7
2007,780LEA,0.214,BL7
2007,780LEA,0.595,FEM
2007,780LEA,0.405,MALE
2007,780LEA,0.419,OTHER
2007,780LEA,0.349,WH7
2007,790LEA,0.2,BL7
2007,790LEA,0.6,FEM
2007,790LEA,0.4,MALE
2007,790LEA,0,OTHER
2007,790LEA,0.8,WH7
2007,800LEA,0.091,BL7
2007,800LEA,0.455,FEM
2007,800LEA,0.545,MALE
2007,800LEA,0,OTHER
2007,800LEA,0.848,WH7
2007,810LEA,0.211,BL7
2007,810LEA,0.368,FEM
2007,810LEA,0.632,MALE
2007,810LEA,0,OTHER
2007,810LEA,0.833,WH7
2007,820LEA,0.118,BL7
2007,820LEA,0.529,FEM
2007,820LEA,0.471,MALE
2007,820LEA,0,OTHER
2007,820LEA,0.813,WH7
2007,821LEA,0.25,BL7
2007,821LEA,0.5,FEM
2007,821LEA,0.5,MALE
2007,821LEA,0.2,OTHER
2007,821LEA,0.6,WH7
2007,830LEA,0.25,BL7
2007,830LEA,0.55,FEM
2007,830LEA,0.45,MALE
2007,830LEA,0,OTHER
2007,830LEA,0.789,WH7
2007,840LEA,0.042,BL7
2007,840LEA,0.458,FEM
2007,840LEA,0.542,MALE
2007,840LEA,0,OTHER
2007,840LEA,1,WH7
2007,850LEA,0,BL7
2007,850LEA,0.389,FEM
2007,850LEA,0.611,MALE
2007,850LEA,0,OTHER
2007,850LEA,1,WH7
2007,860LEA,0.059,BL7
2007,860LEA,0.529,FEM
2007,860LEA,0.471,MALE
2007,860LEA,0,OTHER
2007,860LEA,0.941,WH7
2007,861LEA,0,BL7
2007,861LEA,0.333,FEM
2007,861LEA,0.667,MALE
2007,861LEA,0,OTHER
2007,861LEA,1,WH7
2007,862LEA,0,BL7
2007,862LEA,0.5,FEM
2007,862LEA,0.5,MALE
2007,862LEA,0,OTHER
2007,862LEA,1,WH7
2007,870LEA,0,BL7
2007,870LEA,0.4,FEM
2007,870LEA,0.6,MALE
2007,870LEA,0,OTHER
2007,870LEA,1,WH7
2007,880LEA,0,BL7
2007,880LEA,0.333,FEM
2007,880LEA,0.667,MALE
2007,880LEA,0,OTHER
2007,880LEA,1,WH7
2007,890LEA,0.333,BL7
2007,890LEA,1,FEM
2007,890LEA,0,MALE
2007,890LEA,0,OTHER
2007,890LEA,0.333,WH7
2007,900LEA,0.064,BL7
2007,900LEA,0.532,FEM
2007,900LEA,0.468,MALE
2007,900LEA,0,OTHER
2007,900LEA,0.932,WH7
2007,910LEA,0.467,BL7
2007,910LEA,0.333,FEM
2007,910LEA,0.667,MALE
2007,910LEA,0,OTHER
2007,910LEA,0.4,WH7
2007,920LEA,0.224,BL7
2007,920LEA,0.592,FEM
2007,920LEA,0.408,MALE
2007,920LEA,0.02,OTHER
2007,920LEA,0.769,WH7
2007,930LEA,0.571,BL7
2007,930LEA,0.714,FEM
2007,930LEA,0.286,MALE
2007,930LEA,0,OTHER
2007,930LEA,0.429,WH7
2007,940LEA,0.8,BL7
2007,940LEA,0.2,FEM
2007,940LEA,0.8,MALE
2007,940LEA,0,OTHER
2007,940LEA,0.2,WH7
2007,950LEA,0,BL7
2007,950LEA,0.333,FEM
2007,950LEA,0.667,MALE
2007,950LEA,0,OTHER
2007,950LEA,1,WH7
2007,960LEA,0.424,BL7
2007,960LEA,0.636,FEM
2007,960LEA,0.364,MALE
2007,960LEA,0,OTHER
2007,960LEA,0.656,WH7
2007,970LEA,0.045,BL7
2007,970LEA,0.591,FEM
2007,970LEA,0.409,MALE
2007,970LEA,0.091,OTHER
2007,970LEA,0.909,WH7
2007,980LEA,0.391,BL7
2007,980LEA,0.522,FEM
2007,980LEA,0.478,MALE
2007,980LEA,0,OTHER
2007,980LEA,0.609,WH7
2007,990LEA,0,BL7
2007,990LEA,0.333,FEM
2007,990LEA,0.667,MALE
2007,990LEA,0,OTHER
2007,990LEA,1,WH7
2007,995LEA,0,BL7
2007,995LEA,0.667,FEM
2007,995LEA,0.333,MALE
2007,995LEA,0,OTHER
2007,995LEA,1,WH7
2007,NC-SEA,0.235,BL7
2007,NC-SEA,0.558,FEM
2007,NC-SEA,0.442,MALE
2007,NC-SEA,0.019,OTHER
2007,NC-SEA,0.745,WH7
2008,010LEA,0.194,BL7
2008,010LEA,0.694,FEM
2008,010LEA,0.306,MALE
2008,010LEA,0.028,OTHER
2008,010LEA,0.778,WH7
2008,020LEA,0,BL7
2008,020LEA,0.727,FEM
2008,020LEA,0.273,MALE
2008,020LEA,0,OTHER
2008,020LEA,1,WH7
2008,030LEA,0,BL7
2008,030LEA,0.25,FEM
2008,030LEA,0.75,MALE
2008,030LEA,0,OTHER
2008,030LEA,1,WH7
2008,040LEA,0.455,BL7
2008,040LEA,0.364,FEM
2008,040LEA,0.636,MALE
2008,040LEA,0,OTHER
2008,040LEA,0.545,WH7
2008,050LEA,0,BL7
2008,050LEA,0.2,FEM
2008,050LEA,0.8,MALE
2008,050LEA,0,OTHER
2008,050LEA,1,WH7
2008,060LEA,0,BL7
2008,060LEA,0.444,FEM
2008,060LEA,0.556,MALE
2008,060LEA,0,OTHER
2008,060LEA,1,WH7
2008,070LEA,0.077,BL7
2008,070LEA,0.385,FEM
2008,070LEA,0.615,MALE
2008,070LEA,0,OTHER
2008,070LEA,0.923,WH7
2008,080LEA,1,BL7
2008,080LEA,0.6,FEM
2008,080LEA,0.4,MALE
2008,080LEA,0,OTHER
2008,080LEA,0,WH7
2008,090LEA,0.429,BL7
2008,090LEA,0.643,FEM
2008,090LEA,0.357,MALE
2008,090LEA,0.071,OTHER
2008,090LEA,0.5,WH7
2008,100LEA,0.294,BL7
2008,100LEA,0.529,FEM
2008,100LEA,0.471,MALE
2008,100LEA,0,OTHER
2008,100LEA,0.706,WH7
2008,110LEA,0.049,BL7
2008,110LEA,0.561,FEM
2008,110LEA,0.439,MALE
2008,110LEA,0,OTHER
2008,110LEA,0.951,WH7
2008,111LEA,0.25,BL7
2008,111LEA,0.875,FEM
2008,111LEA,0.125,MALE
2008,111LEA,0,OTHER
2008,111LEA,0.75,WH7
2008,120LEA,0,BL7
2008,120LEA,0.52,FEM
2008,120LEA,0.48,MALE
2008,120LEA,0,OTHER
2008,120LEA,1,WH7
2008,130LEA,0.091,BL7
2008,130LEA,0.576,FEM
2008,130LEA,0.424,MALE
2008,130LEA,0,OTHER
2008,130LEA,0.909,WH7
2008,132LEA,0.111,BL7
2008,132LEA,0.444,FEM
2008,132LEA,0.556,MALE
2008,132LEA,0,OTHER
2008,132LEA,0.889,WH7
2008,140LEA,0.042,BL7
2008,140LEA,0.542,FEM
2008,140LEA,0.458,MALE
2008,140LEA,0,OTHER
2008,140LEA,0.958,WH7
2008,150LEA,0,BL7
2008,150LEA,0.6,FEM
2008,150LEA,0.4,MALE
2008,150LEA,0,OTHER
2008,150LEA,1,WH7
2008,160LEA,0.059,BL7
2008,160LEA,0.706,FEM
2008,160LEA,0.294,MALE
2008,160LEA,0,OTHER
2008,160LEA,0.941,WH7
2008,170LEA,0.5,BL7
2008,170LEA,0.167,FEM
2008,170LEA,0.833,MALE
2008,170LEA,0,OTHER
2008,170LEA,0.5,WH7
2008,180LEA,0.071,BL7
2008,180LEA,0.536,FEM
2008,180LEA,0.464,MALE
2008,180LEA,0,OTHER
2008,180LEA,0.929,WH7
2008,181LEA,0.222,BL7
2008,181LEA,0.667,FEM
2008,181LEA,0.333,MALE
2008,181LEA,0,OTHER
2008,181LEA,0.778,WH7
2008,182LEA,0.167,BL7
2008,182LEA,0.333,FEM
2008,182LEA,0.667,MALE
2008,182LEA,0,OTHER
2008,182LEA,0.833,WH7
2008,190LEA,0.267,BL7
2008,190LEA,0.667,FEM
2008,190LEA,0.333,MALE
2008,190LEA,0,OTHER
2008,190LEA,0.733,WH7
2008,200LEA,0,BL7
2008,200LEA,0.5,FEM
2008,200LEA,0.5,MALE
2008,200LEA,0,OTHER
2008,200LEA,1,WH7
2008,210LEA,0,BL7
2008,210LEA,0.75,FEM
2008,210LEA,0.25,MALE
2008,210LEA,0,OTHER
2008,210LEA,1,WH7
2008,220LEA,,BL7
2008,220LEA,,FEM
2008,220LEA,,MALE
2008,220LEA,,OTHER
2008,220LEA,,WH7
2008,230LEA,0.179,BL7
2008,230LEA,0.536,FEM
2008,230LEA,0.464,MALE
2008,230LEA,0,OTHER
2008,230LEA,0.821,WH7
2008,240LEA,0.111,BL7
2008,240LEA,0.333,FEM
2008,240LEA,0.667,MALE
2008,240LEA,0.111,OTHER
2008,240LEA,0.778,WH7
2008,241LEA,0.4,BL7
2008,241LEA,0.4,FEM
2008,241LEA,0.6,MALE
2008,241LEA,0,OTHER
2008,241LEA,0.6,WH7
2008,250LEA,0.25,BL7
2008,250LEA,0.667,FEM
2008,250LEA,0.333,MALE
2008,250LEA,0,OTHER
2008,250LEA,0.75,WH7
2008,260LEA,0.365,BL7
2008,260LEA,0.694,FEM
2008,260LEA,0.306,MALE
2008,260LEA,0.012,OTHER
2008,260LEA,0.624,WH7
2008,270LEA,0.25,BL7
2008,270LEA,0.625,FEM
2008,270LEA,0.375,MALE
2008,270LEA,0,OTHER
2008,270LEA,0.75,WH7
2008,280LEA,0,BL7
2008,280LEA,0.273,FEM
2008,280LEA,0.727,MALE
2008,280LEA,0,OTHER
2008,280LEA,1,WH7
2008,290LEA,0,BL7
2008,290LEA,0.71,FEM
2008,290LEA,0.29,MALE
2008,290LEA,0,OTHER
2008,290LEA,1,WH7
2008,291LEA,0.167,BL7
2008,291LEA,0.833,FEM
2008,291LEA,0.167,MALE
2008,291LEA,0,OTHER
2008,291LEA,0.833,WH7
2008,292LEA,0.25,BL7
2008,292LEA,0.5,FEM
2008,292LEA,0.5,MALE
2008,292LEA,0,OTHER
2008,292LEA,0.75,WH7
2008,300LEA,0.083,BL7
2008,300LEA,0.667,FEM
2008,300LEA,0.333,MALE
2008,300LEA,0,OTHER
2008,300LEA,0.917,WH7
2008,310LEA,0.313,BL7
2008,310LEA,0.563,FEM
2008,310LEA,0.438,MALE
2008,310LEA,0,OTHER
2008,310LEA,0.688,WH7
2008,320LEA,0.52,BL7
2008,320LEA,0.44,FEM
2008,320LEA,0.56,MALE
2008,320LEA,0,OTHER
2008,320LEA,0.46,WH7
2008,330LEA,0.375,BL7
2008,330LEA,0.563,FEM
2008,330LEA,0.438,MALE
2008,330LEA,0,OTHER
2008,330LEA,0.625,WH7
2008,340LEA,0.288,BL7
2008,340LEA,0.493,FEM
2008,340LEA,0.507,MALE
2008,340LEA,0,OTHER
2008,340LEA,0.712,WH7
2008,350LEA,0.214,BL7
2008,350LEA,0.5,FEM
2008,350LEA,0.5,MALE
2008,350LEA,0,OTHER
2008,350LEA,0.786,WH7
2008,360LEA,0.132,BL7
2008,360LEA,0.528,FEM
2008,360LEA,0.472,MALE
2008,360LEA,0,OTHER
2008,360LEA,0.868,WH7
2008,370LEA,0.2,BL7
2008,370LEA,0.4,FEM
2008,370LEA,0.6,MALE
2008,370LEA,0,OTHER
2008,370LEA,0.8,WH7
2008,380LEA,0,BL7
2008,380LEA,0,FEM
2008,380LEA,1,MALE
2008,380LEA,0,OTHER
2008,380LEA,1,WH7
2008,390LEA,0.389,BL7
2008,390LEA,0.556,FEM
2008,390LEA,0.444,MALE
2008,390LEA,0,OTHER
2008,390LEA,0.611,WH7
2008,400LEA,0.25,BL7
2008,400LEA,0.25,FEM
2008,400LEA,0.75,MALE
2008,400LEA,0,OTHER
2008,400LEA,0.75,WH7
2008,410LEA,0.466,BL7
2008,410LEA,0.636,FEM
2008,410LEA,0.364,MALE
2008,410LEA,0.017,OTHER
2008,410LEA,0.517,WH7
2008,420LEA,0.867,BL7
2008,420LEA,0.733,FEM
2008,420LEA,0.267,MALE
2008,420LEA,0.067,OTHER
2008,420LEA,0.067,WH7
2008,421LEA,0.2,BL7
2008,421LEA,0.4,FEM
2008,421LEA,0.6,MALE
2008,421LEA,0,OTHER
2008,421LEA,0.8,WH7
2008,422LEA,1,BL7
2008,422LEA,0.25,FEM
2008,422LEA,0.75,MALE
2008,422LEA,0,OTHER
2008,422LEA,0,WH7
2008,430LEA,0.222,BL7
2008,430LEA,0.519,FEM
2008,430LEA,0.481,MALE
2008,430LEA,0,OTHER
2008,430LEA,0.778,WH7
2008,440LEA,0,BL7
2008,440LEA,0.375,FEM
2008,440LEA,0.625,MALE
2008,440LEA,0.063,OTHER
2008,440LEA,0.938,WH7
2008,450LEA,0,BL7
2008,450LEA,0.476,FEM
2008,450LEA,0.524,MALE
2008,450LEA,0,OTHER
2008,450LEA,1,WH7
2008,460LEA,0.6,BL7
2008,460LEA,0.4,FEM
2008,460LEA,0.6,MALE
2008,460LEA,0,OTHER
2008,460LEA,0.4,WH7
2008,470LEA,0.583,BL7
2008,470LEA,0.583,FEM
2008,470LEA,0.417,MALE
2008,470LEA,0.083,OTHER
2008,470LEA,0.333,WH7
2008,480LEA,0.5,BL7
2008,480LEA,0.25,FEM
2008,480LEA,0.75,MALE
2008,480LEA,0,OTHER
2008,480LEA,0.5,WH7
2008,490LEA,0.057,BL7
2008,490LEA,0.543,FEM
2008,490LEA,0.457,MALE
2008,490LEA,0,OTHER
2008,490LEA,0.943,WH7
2008,491LEA,0.286,BL7
2008,491LEA,0.571,FEM
2008,491LEA,0.429,MALE
2008,491LEA,0,OTHER
2008,491LEA,0.714,WH7
2008,500LEA,0,BL7
2008,500LEA,0.429,FEM
2008,500LEA,0.571,MALE
2008,500LEA,0,OTHER
2008,500LEA,1,WH7
2008,510LEA,0.205,BL7
2008,510LEA,0.59,FEM
2008,510LEA,0.41,MALE
2008,510LEA,0,OTHER
2008,510LEA,0.769,WH7
2008,520LEA,0.5,BL7
2008,520LEA,0.833,FEM
2008,520LEA,0.167,MALE
2008,520LEA,0,OTHER
2008,520LEA,0.5,WH7
2008,530LEA,0.286,BL7
2008,530LEA,0.571,FEM
2008,530LEA,0.429,MALE
2008,530LEA,0,OTHER
2008,530LEA,0.714,WH7
2008,540LEA,0.25,BL7
2008,540LEA,0.45,FEM
2008,540LEA,0.55,MALE
2008,540LEA,0,OTHER
2008,540LEA,0.75,WH7
2008,550LEA,0.083,BL7
2008,550LEA,0.417,FEM
2008,550LEA,0.583,MALE
2008,550LEA,0,OTHER
2008,550LEA,0.917,WH7
2008,560LEA,0,BL7
2008,560LEA,0.182,FEM
2008,560LEA,0.818,MALE
2008,560LEA,0,OTHER
2008,560LEA,1,WH7
2008,570LEA,0,BL7
2008,570LEA,0.167,FEM
2008,570LEA,0.833,MALE
2008,570LEA,0,OTHER
2008,570LEA,1,WH7
2008,580LEA,0.333,BL7
2008,580LEA,0.5,FEM
2008,580LEA,0.5,MALE
2008,580LEA,0,OTHER
2008,580LEA,0.667,WH7
2008,590LEA,0,BL7
2008,590LEA,0.25,FEM
2008,590LEA,0.75,MALE
2008,590LEA,0,OTHER
2008,590LEA,1,WH7
2008,600LEA,0.41,BL7
2008,600LEA,0.663,FEM
2008,600LEA,0.337,MALE
2008,600LEA,0.024,OTHER
2008,600LEA,0.56,WH7
2008,610LEA,0,BL7
2008,610LEA,0.125,FEM
2008,610LEA,0.875,MALE
2008,610LEA,0,OTHER
2008,610LEA,1,WH7
2008,620LEA,0,BL7
2008,620LEA,0.2,FEM
2008,620LEA,0.8,MALE
2008,620LEA,0,OTHER
2008,620LEA,1,WH7
2008,630LEA,0.091,BL7
2008,630LEA,0.636,FEM
2008,630LEA,0.364,MALE
2008,630LEA,0,OTHER
2008,630LEA,0.909,WH7
2008,640LEA,0.31,BL7
2008,640LEA,0.69,FEM
2008,640LEA,0.31,MALE
2008,640LEA,0,OTHER
2008,640LEA,0.69,WH7
2008,650LEA,0.195,BL7
2008,650LEA,0.732,FEM
2008,650LEA,0.268,MALE
2008,650LEA,0.049,OTHER
2008,650LEA,0.732,WH7
2008,660LEA,1,BL7
2008,660LEA,0.8,FEM
2008,660LEA,0.2,MALE
2008,660LEA,0,OTHER
2008,660LEA,0,WH7
2008,670LEA,0.171,BL7
2008,670LEA,0.714,FEM
2008,670LEA,0.286,MALE
2008,670LEA,0,OTHER
2008,670LEA,0.829,WH7
2008,680LEA,0.308,BL7
2008,680LEA,0.615,FEM
2008,680LEA,0.385,MALE
2008,680LEA,0,OTHER
2008,680LEA,0.692,WH7
2008,681LEA,0.176,BL7
2008,681LEA,0.765,FEM
2008,681LEA,0.235,MALE
2008,681LEA,0,OTHER
2008,681LEA,0.824,WH7
2008,690LEA,0.25,BL7
2008,690LEA,0.25,FEM
2008,690LEA,0.75,MALE
2008,690LEA,0,OTHER
2008,690LEA,0.75,WH7
2008,700LEA,0.5,BL7
2008,700LEA,0.583,FEM
2008,700LEA,0.417,MALE
2008,700LEA,0,OTHER
2008,700LEA,0.5,WH7
2008,710LEA,0.188,BL7
2008,710LEA,0.563,FEM
2008,710LEA,0.438,MALE
2008,710LEA,0,OTHER
2008,710LEA,0.813,WH7
2008,720LEA,0.5,BL7
2008,720LEA,0.5,FEM
2008,720LEA,0.5,MALE
2008,720LEA,0,OTHER
2008,720LEA,0.5,WH7
2008,730LEA,0.273,BL7
2008,730LEA,0.727,FEM
2008,730LEA,0.273,MALE
2008,730LEA,0,OTHER
2008,730LEA,0.727,WH7
2008,740LEA,0.303,BL7
2008,740LEA,0.485,FEM
2008,740LEA,0.515,MALE
2008,740LEA,0,OTHER
2008,740LEA,0.697,WH7
2008,750LEA,0,BL7
2008,750LEA,0.429,FEM
2008,750LEA,0.571,MALE
2008,750LEA,0,OTHER
2008,750LEA,1,WH7
2008,760LEA,0.033,BL7
2008,760LEA,0.567,FEM
2008,760LEA,0.433,MALE
2008,760LEA,0,OTHER
2008,760LEA,0.967,WH7
2008,761LEA,0.25,BL7
2008,761LEA,0.625,FEM
2008,761LEA,0.375,MALE
2008,761LEA,0,OTHER
2008,761LEA,0.75,WH7
2008,770LEA,0.368,BL7
2008,770LEA,0.474,FEM
2008,770LEA,0.526,MALE
2008,770LEA,0,OTHER
2008,770LEA,0.632,WH7
2008,780LEA,0.214,BL7
2008,780LEA,0.595,FEM
2008,780LEA,0.405,MALE
2008,780LEA,0.405,OTHER
2008,780LEA,0.381,WH7
2008,790LEA,0.2,BL7
2008,790LEA,0.6,FEM
2008,790LEA,0.4,MALE
2008,790LEA,0,OTHER
2008,790LEA,0.8,WH7
2008,800LEA,0.091,BL7
2008,800LEA,0.455,FEM
2008,800LEA,0.545,MALE
2008,800LEA,0,OTHER
2008,800LEA,0.909,WH7
2008,810LEA,0.211,BL7
2008,810LEA,0.368,FEM
2008,810LEA,0.632,MALE
2008,810LEA,0,OTHER
2008,810LEA,0.789,WH7
2008,820LEA,0.118,BL7
2008,820LEA,0.529,FEM
2008,820LEA,0.471,MALE
2008,820LEA,0,OTHER
2008,820LEA,0.882,WH7
2008,821LEA,0.25,BL7
2008,821LEA,0.5,FEM
2008,821LEA,0.5,MALE
2008,821LEA,0.25,OTHER
2008,821LEA,0.5,WH7
2008,830LEA,0.25,BL7
2008,830LEA,0.55,FEM
2008,830LEA,0.45,MALE
2008,830LEA,0,OTHER
2008,830LEA,0.75,WH7
2008,840LEA,0.042,BL7
2008,840LEA,0.458,FEM
2008,840LEA,0.542,MALE
2008,840LEA,0,OTHER
2008,840LEA,0.958,WH7
2008,850LEA,0,BL7
2008,850LEA,0.389,FEM
2008,850LEA,0.611,MALE
2008,850LEA,0,OTHER
2008,850LEA,1,WH7
2008,860LEA,0.059,BL7
2008,860LEA,0.529,FEM
2008,860LEA,0.471,MALE
2008,860LEA,0,OTHER
2008,860LEA,0.941,WH7
2008,861LEA,0,BL7
2008,861LEA,0.333,FEM
2008,861LEA,0.667,MALE
2008,861LEA,0,OTHER
2008,861LEA,1,WH7
2008,862LEA,0,BL7
2008,862LEA,0.5,FEM
2008,862LEA,0.5,MALE
2008,862LEA,0,OTHER
2008,862LEA,1,WH7
2008,870LEA,0,BL7
2008,870LEA,0.4,FEM
2008,870LEA,0.6,MALE
2008,870LEA,0,OTHER
2008,870LEA,1,WH7
2008,880LEA,0,BL7
2008,880LEA,0.333,FEM
2008,880LEA,0.667,MALE
2008,880LEA,0,OTHER
2008,880LEA,1,WH7
2008,890LEA,0.333,BL7
2008,890LEA,1,FEM
2008,890LEA,0,MALE
2008,890LEA,0,OTHER
2008,890LEA,0.667,WH7
2008,900LEA,0.064,BL7
2008,900LEA,0.532,FEM
2008,900LEA,0.468,MALE
2008,900LEA,0,OTHER
2008,900LEA,0.936,WH7
2008,910LEA,0.467,BL7
2008,910LEA,0.333,FEM
2008,910LEA,0.667,MALE
2008,910LEA,0,OTHER
2008,910LEA,0.533,WH7
2008,920LEA,0.224,BL7
2008,920LEA,0.592,FEM
2008,920LEA,0.408,MALE
2008,920LEA,0.026,OTHER
2008,920LEA,0.75,WH7
2008,930LEA,0.571,BL7
2008,930LEA,0.714,FEM
2008,930LEA,0.286,MALE
2008,930LEA,0,OTHER
2008,930LEA,0.429,WH7
2008,940LEA,0.8,BL7
2008,940LEA,0.2,FEM
2008,940LEA,0.8,MALE
2008,940LEA,0,OTHER
2008,940LEA,0.2,WH7
2008,950LEA,0,BL7
2008,950LEA,0.333,FEM
2008,950LEA,0.667,MALE
2008,950LEA,0,OTHER
2008,950LEA,1,WH7
2008,960LEA,0.424,BL7
2008,960LEA,0.636,FEM
2008,960LEA,0.364,MALE
2008,960LEA,0,OTHER
2008,960LEA,0.576,WH7
2008,970LEA,0.045,BL7
2008,970LEA,0.591,FEM
2008,970LEA,0.409,MALE
2008,970LEA,0.091,OTHER
2008,970LEA,0.864,WH7
2008,980LEA,0.391,BL7
2008,980LEA,0.522,FEM
2008,980LEA,0.478,MALE
2008,980LEA,0,OTHER
2008,980LEA,0.609,WH7
2008,990LEA,0,BL7
2008,990LEA,0.333,FEM
2008,990LEA,0.667,MALE
2008,990LEA,0,OTHER
2008,990LEA,1,WH7
2008,995LEA,0,BL7
2008,995LEA,0.667,FEM
2008,995LEA,0.333,MALE
2008,995LEA,0,OTHER
2008,995LEA,1,WH7
2008,NC-SEA,0.236,BL7
2008,NC-SEA,0.558,FEM
2008,NC-SEA,0.442,MALE
2008,NC-SEA,0.019,OTHER
2008,NC-SEA,0.746,WH7
2009,010LEA,0.171,BL7
2009,010LEA,0.714,FEM
2009,010LEA,0.286,MALE
2009,010LEA,0,OTHER
2009,010LEA,0.829,WH7
2009,020LEA,0,BL7
2009,020LEA,0.8,FEM
2009,020LEA,0.2,MALE
2009,020LEA,0,OTHER
2009,020LEA,1,WH7
2009,030LEA,0,BL7
2009,030LEA,0.25,FEM
2009,030LEA,0.75,MALE
2009,030LEA,0,OTHER
2009,030LEA,1,WH7
2009,040LEA,0.455,BL7
2009,040LEA,0.364,FEM
2009,040LEA,0.636,MALE
2009,040LEA,0,OTHER
2009,040LEA,0.545,WH7
2009,050LEA,0,BL7
2009,050LEA,0.2,FEM
2009,050LEA,0.8,MALE
2009,050LEA,0,OTHER
2009,050LEA,1,WH7
2009,060LEA,0,BL7
2009,060LEA,0,FEM
2009,060LEA,1,MALE
2009,060LEA,0,OTHER
2009,060LEA,1,WH7
2009,070LEA,0.143,BL7
2009,070LEA,0.429,FEM
2009,070LEA,0.571,MALE
2009,070LEA,0,OTHER
2009,070LEA,0.857,WH7
2009,080LEA,0.889,BL7
2009,080LEA,0.667,FEM
2009,080LEA,0.333,MALE
2009,080LEA,0.111,OTHER
2009,080LEA,0,WH7
2009,090LEA,0.429,BL7
2009,090LEA,0.571,FEM
2009,090LEA,0.429,MALE
2009,090LEA,0.143,OTHER
2009,090LEA,0.429,WH7
2009,100LEA,0.278,BL7
2009,100LEA,0.556,FEM
2009,100LEA,0.444,MALE
2009,100LEA,0.056,OTHER
2009,100LEA,0.667,WH7
2009,110LEA,0.073,BL7
2009,110LEA,0.561,FEM
2009,110LEA,0.439,MALE
