year,agency_code,pct_prin_demo,subgroup
2006,510LEA,0.833,WH7
2006,520LEA,0.333,BL7
2006,520LEA,0.833,FEM
2006,520LEA,0.167,MALE
2006,520LEA,,OTHER
2006,520LEA,0.667,WH7
2006,530LEA,0.308,BL7
2006,530LEA,0.385,FEM
2006,530LEA,0.615,MALE
2006,530LEA,,OTHER
2006,530LEA,0.692,WH7
2006,540LEA,0.333,BL7
2006,540LEA,0.389,FEM
2006,540LEA,0.611,MALE
2006,540LEA,,OTHER
2006,540LEA,0.667,WH7
2006,550LEA,0.095,BL7
2006,550LEA,0.476,FEM
2006,550LEA,0.524,MALE
2006,550LEA,,OTHER
2006,550LEA,0.905,WH7
2006,560LEA,,BL7
2006,560LEA,0.3,FEM
2006,560LEA,0.7,MALE
2006,560LEA,,OTHER
2006,560LEA,1,WH7
2006,570LEA,,BL7
2006,570LEA,0.5,FEM
2006,570LEA,0.5,MALE
2006,570LEA,,OTHER
2006,570LEA,1,WH7
2006,580LEA,0.417,BL7
2006,580LEA,0.583,FEM
2006,580LEA,0.417,MALE
2006,580LEA,,OTHER
2006,580LEA,0.583,WH7
2006,590LEA,,BL7
2006,590LEA,0.636,FEM
2006,590LEA,0.364,MALE
2006,590LEA,,OTHER
2006,590LEA,1,WH7
2006,600LEA,0.433,BL7
2006,600LEA,0.7,FEM
2006,600LEA,0.3,MALE
2006,600LEA,0.027,OTHER
2006,600LEA,0.54,WH7
2006,610LEA,,BL7
2006,610LEA,0.375,FEM
2006,610LEA,0.625,MALE
2006,610LEA,,OTHER
2006,610LEA,1,WH7
2006,620LEA,0.2,BL7
2006,620LEA,0.2,FEM
2006,620LEA,0.8,MALE
2006,620LEA,,OTHER
2006,620LEA,0.8,WH7
2006,630LEA,0.174,BL7
2006,630LEA,0.652,FEM
2006,630LEA,0.348,MALE
2006,630LEA,,OTHER
2006,630LEA,0.826,WH7
2006,640LEA,0.31,BL7
2006,640LEA,0.69,FEM
2006,640LEA,0.31,MALE
2006,640LEA,,OTHER
2006,640LEA,0.69,WH7
2006,650LEA,0.216,BL7
2006,650LEA,0.73,FEM
2006,650LEA,0.27,MALE
2006,650LEA,0.027,OTHER
2006,650LEA,0.757,WH7
2006,660LEA,,BL7
2006,660LEA,0.5,FEM
2006,660LEA,0.5,MALE
2006,660LEA,,OTHER
2006,660LEA,1,WH7
2006,670LEA,0.182,BL7
2006,670LEA,0.727,FEM
2006,670LEA,0.273,MALE
2006,670LEA,,OTHER
2006,670LEA,0.818,WH7
2006,680LEA,0.25,BL7
2006,680LEA,0.667,FEM
2006,680LEA,0.333,MALE
2006,680LEA,,OTHER
2006,680LEA,0.75,WH7
2006,681LEA,0.125,BL7
2006,681LEA,0.813,FEM
2006,681LEA,0.188,MALE
2006,681LEA,0.063,OTHER
2006,681LEA,0.813,WH7
2006,690LEA,0.25,BL7
2006,690LEA,0.5,FEM
2006,690LEA,0.5,MALE
2006,690LEA,,OTHER
2006,690LEA,0.75,WH7
2006,700LEA,0.5,BL7
2006,700LEA,0.583,FEM
2006,700LEA,0.417,MALE
2006,700LEA,,OTHER
2006,700LEA,0.5,WH7
2006,710LEA,0.067,BL7
2006,710LEA,0.533,FEM
2006,710LEA,0.467,MALE
2006,710LEA,,OTHER
2006,710LEA,0.933,WH7
2006,720LEA,,BL7
2006,720LEA,0.75,FEM
2006,720LEA,1,MALE
2006,720LEA,,OTHER
2006,720LEA,0.25,WH7
2006,730LEA,0.3,BL7
2006,730LEA,0.8,FEM
2006,730LEA,0.2,MALE
2006,730LEA,,OTHER
2006,730LEA,0.7,WH7
2006,740LEA,0.303,BL7
2006,740LEA,0.485,FEM
2006,740LEA,0.515,MALE
2006,740LEA,0.03,OTHER
2006,740LEA,0.667,WH7
2006,750LEA,,BL7
2006,750LEA,0.333,FEM
2006,750LEA,0.667,MALE
2006,750LEA,,OTHER
2006,750LEA,1,WH7
2006,760LEA,0.036,BL7
2006,760LEA,0.643,FEM
2006,760LEA,0.357,MALE
2006,760LEA,,OTHER
2006,760LEA,0.964,WH7
2006,761LEA,0.25,BL7
2006,761LEA,0.625,FEM
2006,761LEA,0.375,MALE
2006,761LEA,,OTHER
2006,761LEA,0.75,WH7
2006,770LEA,0.333,BL7
2006,770LEA,0.444,FEM
2006,770LEA,0.556,MALE
2006,770LEA,,OTHER
2006,770LEA,0.667,WH7
2006,780LEA,0.214,BL7
2006,780LEA,0.452,FEM
2006,780LEA,0.548,MALE
2006,780LEA,0.5,OTHER
2006,780LEA,0.286,WH7
2006,790LEA,0.24,BL7
2006,790LEA,0.44,FEM
2006,790LEA,0.56,MALE
2006,790LEA,,OTHER
2006,790LEA,0.76,WH7
2006,800LEA,0.129,BL7
2006,800LEA,0.419,FEM
2006,800LEA,0.581,MALE
2006,800LEA,,OTHER
2006,800LEA,0.871,WH7
2006,810LEA,0.158,BL7
2006,810LEA,0.316,FEM
2006,810LEA,0.684,MALE
2006,810LEA,,OTHER
2006,810LEA,0.842,WH7
2006,820LEA,0.25,BL7
2006,820LEA,0.313,FEM
2006,820LEA,0.688,MALE
2006,820LEA,,OTHER
2006,820LEA,0.75,WH7
2006,821LEA,0.2,BL7
2006,821LEA,0.8,FEM
2006,821LEA,0.2,MALE
2006,821LEA,0.2,OTHER
2006,821LEA,0.6,WH7
2006,830LEA,0.235,BL7
2006,830LEA,0.588,FEM
2006,830LEA,0.412,MALE
2006,830LEA,,OTHER
2006,830LEA,0.765,WH7
2006,840LEA,,BL7
2006,840LEA,0.364,FEM
2006,840LEA,0.636,MALE
2006,840LEA,,OTHER
2006,840LEA,1,WH7
2006,850LEA,,BL7
2006,850LEA,0.444,FEM
2006,850LEA,0.556,MALE
2006,850LEA,,OTHER
2006,850LEA,1,WH7
2006,860LEA,0.063,BL7
2006,860LEA,0.5,FEM
2006,860LEA,0.5,MALE
2006,860LEA,,OTHER
2006,860LEA,0.938,WH7
2006,861LEA,,BL7
2006,861LEA,0.667,FEM
2006,861LEA,0.333,MALE
2006,861LEA,,OTHER
2006,861LEA,1,WH7
2006,862LEA,,BL7
2006,862LEA,0.5,FEM
2006,862LEA,0.5,MALE
2006,862LEA,,OTHER
2006,862LEA,1,WH7
2006,870LEA,,BL7
2006,870LEA,0.25,FEM
2006,870LEA,0.75,MALE
2006,870LEA,,OTHER
2006,870LEA,1,WH7
2006,880LEA,,BL7
2006,880LEA,0.444,FEM
2006,880LEA,0.556,MALE
2006,880LEA,,OTHER
2006,880LEA,1,WH7
2006,890LEA,,BL7
2006,890LEA,0.667,FEM
2006,890LEA,1,MALE
2006,890LEA,,OTHER
2006,890LEA,0.333,WH7
2006,900LEA,0.075,BL7
2006,900LEA,0.475,FEM
2006,900LEA,0.525,MALE
2006,900LEA,,OTHER
2006,900LEA,0.925,WH7
2006,910LEA,0.533,BL7
2006,910LEA,0.267,FEM
2006,910LEA,0.733,MALE
2006,910LEA,,OTHER
2006,910LEA,0.467,WH7
2006,920LEA,0.188,BL7
2006,920LEA,0.587,FEM
2006,920LEA,0.413,MALE
2006,920LEA,0.022,OTHER
2006,920LEA,0.79,WH7
2006,930LEA,0.571,BL7
2006,930LEA,0.571,FEM
2006,930LEA,0.429,MALE
2006,930LEA,,OTHER
2006,930LEA,0.429,WH7
2006,940LEA,0.6,BL7
2006,940LEA,0.2,FEM
2006,940LEA,0.8,MALE
2006,940LEA,,OTHER
2006,940LEA,0.4,WH7
2006,950LEA,,BL7
2006,950LEA,0.444,FEM
2006,950LEA,0.556,MALE
2006,950LEA,,OTHER
2006,950LEA,1,WH7
2006,960LEA,0.323,BL7
2006,960LEA,0.484,FEM
2006,960LEA,0.516,MALE
2006,960LEA,,OTHER
2006,960LEA,0.677,WH7
2006,970LEA,0.091,BL7
2006,970LEA,0.455,FEM
2006,970LEA,0.545,MALE
2006,970LEA,0.091,OTHER
2006,970LEA,0.818,WH7
2006,980LEA,0.391,BL7
2006,980LEA,0.391,FEM
2006,980LEA,0.609,MALE
2006,980LEA,,OTHER
2006,980LEA,0.609,WH7
2006,990LEA,,BL7
2006,990LEA,0.364,FEM
2006,990LEA,0.636,MALE
2006,990LEA,,OTHER
2006,990LEA,1,WH7
2006,995LEA,,BL7
2006,995LEA,0.444,FEM
2006,995LEA,0.556,MALE
2006,995LEA,,OTHER
2006,995LEA,1,WH7
2006,NC-SEA,0.232,BL7
2006,NC-SEA,0.55,FEM
2006,NC-SEA,0.45,MALE
2006,NC-SEA,0.023,OTHER
2006,NC-SEA,0.745,WH7
2007,010LEA,0.194,BL7
2007,010LEA,0.694,FEM
2007,010LEA,0.306,MALE
2007,010LEA,0.029,OTHER
2007,010LEA,0.771,WH7
2007,020LEA,0,BL7
2007,020LEA,0.727,FEM
2007,020LEA,0.273,MALE
2007,020LEA,0,OTHER
2007,020LEA,1,WH7
2007,030LEA,0,BL7
2007,030LEA,0.25,FEM
2007,030LEA,0.75,MALE
2007,030LEA,0,OTHER
2007,030LEA,1,WH7
2007,040LEA,0.455,BL7
2007,040LEA,0.364,FEM
2007,040LEA,0.636,MALE
2007,040LEA,0,OTHER
2007,040LEA,0.4,WH7
2007,050LEA,0,BL7
2007,050LEA,0.2,FEM
2007,050LEA,0.8,MALE
2007,050LEA,0,OTHER
2007,050LEA,1,WH7
2007,060LEA,0,BL7
2007,060LEA,0.444,FEM
2007,060LEA,0.556,MALE
2007,060LEA,0,OTHER
2007,060LEA,1,WH7
2007,070LEA,0.077,BL7
2007,070LEA,0.385,FEM
2007,070LEA,0.615,MALE
2007,070LEA,0,OTHER
2007,070LEA,0.714,WH7
2007,080LEA,1,BL7
2007,080LEA,0.6,FEM
2007,080LEA,0.4,MALE
2007,080LEA,0,OTHER
2007,080LEA,0.1,WH7
2007,090LEA,0.429,BL7
2007,090LEA,0.643,FEM
2007,090LEA,0.357,MALE
2007,090LEA,0.071,OTHER
2007,090LEA,0.429,WH7
2007,100LEA,0.294,BL7
2007,100LEA,0.529,FEM
2007,100LEA,0.471,MALE
2007,100LEA,0,OTHER
2007,100LEA,0.765,WH7
2007,110LEA,0.049,BL7
2007,110LEA,0.561,FEM
2007,110LEA,0.439,MALE
2007,110LEA,0,OTHER
2007,110LEA,0.951,WH7
2007,111LEA,0.25,BL7
2007,111LEA,0.875,FEM
2007,111LEA,0.125,MALE
2007,111LEA,0,OTHER
2007,111LEA,0.875,WH7
2007,120LEA,0,BL7
2007,120LEA,0.52,FEM
2007,120LEA,0.48,MALE
2007,120LEA,0,OTHER
2007,120LEA,1,WH7
2007,130LEA,0.091,BL7
2007,130LEA,0.576,FEM
2007,130LEA,0.424,MALE
2007,130LEA,0,OTHER
2007,130LEA,0.931,WH7
2007,132LEA,0.111,BL7
2007,132LEA,0.444,FEM
2007,132LEA,0.556,MALE
2007,132LEA,0,OTHER
2007,132LEA,0.875,WH7
2007,140LEA,0.042,BL7
2007,140LEA,0.542,FEM
2007,140LEA,0.458,MALE
2007,140LEA,0,OTHER
2007,140LEA,1,WH7
2007,150LEA,0,BL7
2007,150LEA,0.6,FEM
2007,150LEA,0.4,MALE
2007,150LEA,0,OTHER
2007,150LEA,1,WH7
2007,160LEA,0.059,BL7
2007,160LEA,0.706,FEM
2007,160LEA,0.294,MALE
2007,160LEA,0,OTHER
2007,160LEA,0.941,WH7
2007,170LEA,0.5,BL7
2007,170LEA,0.167,FEM
2007,170LEA,0.833,MALE
2007,170LEA,0,OTHER
2007,170LEA,0.5,WH7
2007,180LEA,0.071,BL7
2007,180LEA,0.536,FEM
2007,180LEA,0.464,MALE
2007,180LEA,0,OTHER
2007,180LEA,0.889,WH7
2007,181LEA,0.222,BL7
2007,181LEA,0.667,FEM
2007,181LEA,0.333,MALE
2007,181LEA,0,OTHER
2007,181LEA,0.889,WH7
2007,182LEA,0.167,BL7
2007,182LEA,0.333,FEM
2007,182LEA,0.667,MALE
2007,182LEA,0,OTHER
2007,182LEA,0.833,WH7
2007,190LEA,0.267,BL7
2007,190LEA,0.667,FEM
2007,190LEA,0.333,MALE
2007,190LEA,0,OTHER
2007,190LEA,0.733,WH7
2007,200LEA,0,BL7
2007,200LEA,0.5,FEM
2007,200LEA,0.5,MALE
2007,200LEA,0,OTHER
2007,200LEA,1,WH7
2007,210LEA,0,BL7
2007,210LEA,0.75,FEM
2007,210LEA,0.25,MALE
2007,210LEA,0,OTHER
2007,210LEA,1,WH7
2007,220LEA,0,BL7
2007,220LEA,0,FEM
2007,220LEA,1,MALE
2007,220LEA,0,OTHER
2007,220LEA,1,WH7
2007,230LEA,0.179,BL7
2007,230LEA,0.536,FEM
2007,230LEA,0.464,MALE
2007,230LEA,0,OTHER
2007,230LEA,0.821,WH7
2007,240LEA,0.111,BL7
2007,240LEA,0.333,FEM
2007,240LEA,0.667,MALE
2007,240LEA,0.15,OTHER
2007,240LEA,0.7,WH7
2007,241LEA,0.4,BL7
2007,241LEA,0.4,FEM
2007,241LEA,0.6,MALE
2007,241LEA,0,OTHER
2007,241LEA,0.8,WH7
2007,250LEA,0.25,BL7
2007,250LEA,0.667,FEM
2007,250LEA,0.333,MALE
2007,250LEA,0,OTHER
2007,250LEA,0.773,WH7
2007,260LEA,0.365,BL7
2007,260LEA,0.694,FEM
2007,260LEA,0.306,MALE
2007,260LEA,0.011,OTHER
2007,260LEA,0.621,WH7
2007,270LEA,0.25,BL7
2007,270LEA,0.625,FEM
2007,270LEA,0.375,MALE
2007,270LEA,0,OTHER
2007,270LEA,0.75,WH7
2007,280LEA,0,BL7
2007,280LEA,0.273,FEM
2007,280LEA,0.727,MALE
2007,280LEA,0,OTHER
2007,280LEA,1,WH7
2007,290LEA,0,BL7
2007,290LEA,0.71,FEM
2007,290LEA,0.29,MALE
2007,290LEA,0,OTHER
2007,290LEA,0.968,WH7
2007,291LEA,0.167,BL7
2007,291LEA,0.833,FEM
2007,291LEA,0.167,MALE
2007,291LEA,0,OTHER
2007,291LEA,0.833,WH7
2007,292LEA,0.25,BL7
2007,292LEA,0.5,FEM
2007,292LEA,0.5,MALE
2007,292LEA,0,OTHER
2007,292LEA,0.75,WH7
2007,300LEA,0.083,BL7
2007,300LEA,0.667,FEM
2007,300LEA,0.333,MALE
2007,300LEA,0.1,OTHER
2007,300LEA,0.8,WH7
2007,310LEA,0.313,BL7
2007,310LEA,0.563,FEM
2007,310LEA,0.438,MALE
2007,310LEA,0,OTHER
2007,310LEA,0.733,WH7
2007,320LEA,0.52,BL7
2007,320LEA,0.44,FEM
2007,320LEA,0.56,MALE
2007,320LEA,0.021,OTHER
2007,320LEA,0.511,WH7
2007,330LEA,0.375,BL7
2007,330LEA,0.563,FEM
2007,330LEA,0.438,MALE
2007,330LEA,0,OTHER
2007,330LEA,0.563,WH7
2007,340LEA,0.288,BL7
2007,340LEA,0.493,FEM
2007,340LEA,0.507,MALE
2007,340LEA,0,OTHER
2007,340LEA,0.685,WH7
2007,350LEA,0.214,BL7
2007,350LEA,0.5,FEM
2007,350LEA,0.5,MALE
2007,350LEA,0,OTHER
2007,350LEA,0.786,WH7
2007,360LEA,0.132,BL7
2007,360LEA,0.528,FEM
2007,360LEA,0.472,MALE
2007,360LEA,0,OTHER
2007,360LEA,0.87,WH7
2007,370LEA,0.2,BL7
2007,370LEA,0.4,FEM
2007,370LEA,0.6,MALE
2007,370LEA,0,OTHER
2007,370LEA,0.8,WH7
2007,380LEA,0,BL7
2007,380LEA,0,FEM
2007,380LEA,1,MALE
2007,380LEA,0,OTHER
2007,380LEA,1,WH7
2007,390LEA,0.389,BL7
2007,390LEA,0.556,FEM
2007,390LEA,0.444,MALE
2007,390LEA,0,OTHER
2007,390LEA,0.5,WH7
2007,400LEA,0.25,BL7
2007,400LEA,0.25,FEM
2007,400LEA,0.75,MALE
2007,400LEA,0,OTHER
2007,400LEA,0.75,WH7
2007,410LEA,0.466,BL7
2007,410LEA,0.636,FEM
2007,410LEA,0.364,MALE
2007,410LEA,0.017,OTHER
2007,410LEA,0.56,WH7
2007,420LEA,0.867,BL7
2007,420LEA,0.733,FEM
2007,420LEA,0.267,MALE
2007,420LEA,0.063,OTHER
2007,420LEA,0.063,WH7
2007,421LEA,0.2,BL7
2007,421LEA,0.4,FEM
2007,421LEA,0.6,MALE
2007,421LEA,0,OTHER
2007,421LEA,0.6,WH7
2007,422LEA,1,BL7
2007,422LEA,0.25,FEM
2007,422LEA,0.75,MALE
2007,422LEA,0,OTHER
2007,422LEA,0,WH7
2007,430LEA,0.222,BL7
2007,430LEA,0.519,FEM
2007,430LEA,0.481,MALE
2007,430LEA,0,OTHER
2007,430LEA,0.769,WH7
2007,440LEA,0,BL7
2007,440LEA,0.375,FEM
2007,440LEA,0.625,MALE
2007,440LEA,0,OTHER
2007,440LEA,1,WH7
2007,450LEA,0,BL7
2007,450LEA,0.476,FEM
2007,450LEA,0.524,MALE
2007,450LEA,0,OTHER
2007,450LEA,1,WH7
2007,460LEA,0.6,BL7
2007,460LEA,0.4,FEM
2007,460LEA,0.6,MALE
2007,460LEA,0,OTHER
2007,460LEA,0.4,WH7
2007,470LEA,0.583,BL7
2007,470LEA,0.583,FEM
2007,470LEA,0.417,MALE
2007,470LEA,0.167,OTHER
2007,470LEA,0.417,WH7
2007,480LEA,0.5,BL7
2007,480LEA,0.25,FEM
2007,480LEA,0.75,MALE
2007,480LEA,0,OTHER
2007,480LEA,0.75,WH7
2007,490LEA,0.057,BL7
2007,490LEA,0.543,FEM
2007,490LEA,0.457,MALE
2007,490LEA,0,OTHER
2007,490LEA,0.941,WH7
2007,491LEA,0.286,BL7
2007,491LEA,0.571,FEM
2007,491LEA,0.429,MALE
2007,491LEA,0,OTHER
2007,491LEA,0.857,WH7
2007,500LEA,0,BL7
2007,500LEA,0.429,FEM
2007,500LEA,0.571,MALE
2007,500LEA,0,OTHER
2007,500LEA,1,WH7
2007,510LEA,0.205,BL7
2007,510LEA,0.59,FEM
2007,510LEA,0.41,MALE
2007,510LEA,0.026,OTHER
2007,510LEA,0.789,WH7
2007,520LEA,0.5,BL7
2007,520LEA,0.833,FEM
2007,520LEA,0.167,MALE
2007,520LEA,0,OTHER
2007,520LEA,0.667,WH7
2007,530LEA,0.286,BL7
2007,530LEA,0.571,FEM
2007,530LEA,0.429,MALE
2007,530LEA,0,OTHER
2007,530LEA,0.643,WH7
2007,540LEA,0.25,BL7
2007,540LEA,0.45,FEM
2007,540LEA,0.55,MALE
