year,agency_code,grade,pct_prof,pct_prof_masking
2018,780410,6,8.2,
2018,780412,6,23.3,
2018,780416,6,24.6,
2018,780420,9,16.3,
2018,78A000,6,24.3,
2018,78B000,6,73.1,
2018,790314,9,41.8,
2018,790330,6,47.2,
2018,790354,9,32.6,
2018,790366,9,26.6,
2018,790374,6,39.5,
2018,790378,9,45.0,
2018,790379,9,88.9,
2018,790380,6,57.3,
2018,790394,6,51.7,
2018,79A000,6,60.6,
2018,79A000,9,28.4,
2018,800308,9,5.0,2.0
2018,800314,6,42.3,
2018,800320,6,48.4,
2018,800328,6,35.8,
2018,800340,9,24.3,
2018,800361,9,31.9,
2018,800363,6,16.4,
2018,800376,9,10.8,
2018,800377,6,13.3,
2018,800394,9,47.3,
2018,800396,9,11.6,
2018,800398,6,34.5,
2018,800400,9,18.9,
2018,800408,9,20.9,
2018,800410,6,34.6,
2018,810324,9,28.7,
2018,810326,6,53.8,
2018,810340,9,35.1,
2018,810342,6,51.4,
2018,810378,6,56.3,
2018,810384,9,35.2,
2018,810385,9,93.3,
2018,81A000,6,77.0,
2018,81A000,9,71.6,
2018,81B000,6,40.6,
2018,81B000,9,39.5,
2018,820324,9,82.6,
2018,820347,6,62.9,
2018,820348,9,34.9,
2018,820349,9,30.9,
2018,820352,9,56.6,
2018,820354,6,70.1,
2018,820370,6,41.0,
2018,820372,6,53.1,
2018,820388,9,20.5,
2018,821308,9,37.3,
2018,821320,6,44.2,
2018,830304,6,48.9,
2018,830316,9,5.0,2.0
2018,830343,9,28.1,
2018,830348,9,77.6,
2018,830349,6,36.9,
2018,840302,9,16.9,
2018,840303,6,30.6,
2018,840328,6,44.8,
2018,840332,9,40.7,
2018,840342,6,48.1,
2018,840350,6,35.8,
2018,840356,9,29.1,
2018,840358,6,45.9,
2018,840361,9,74.5,
2018,840368,9,47.5,
2018,84B000,6,77.9,
2018,84B000,9,73.8,
2018,850304,6,53.5,
2018,850324,9,5.0,2.0
2018,850332,9,36.5,
2018,850338,6,53.3,
2018,850350,6,42.4,
2018,850352,9,32.3,
2018,850358,9,40.3,
2018,850360,9,57.7,
2018,860306,6,59.0,
2018,860316,9,46.9,
2018,860326,6,57.6,
2018,860330,6,58.0,
2018,860336,9,39.0,
2018,860340,6,64.2,
2018,860352,9,42.0,
2018,860354,9,70.6,
2018,861304,6,65.2,
2018,861308,9,52.6,
2018,862312,9,48.5,
2018,862316,6,65.0,
2018,86T000,6,71.9,
2018,86T000,9,59.2,
2018,870314,9,38.8,
2018,870318,6,53.1,
2018,87A000,6,71.4,
2018,880308,9,48.5,
2018,880312,6,57.7,
2018,880320,9,6.7,
2018,880328,9,35.1,
2018,880330,6,64.1,
2018,88A000,6,48.3,
2018,890304,9,27.5,
2018,890306,6,17.3,
2018,900308,6,39.2,
2018,900310,6,80.3,
2018,900311,9,74.9,
2018,900314,6,28.5,
2018,900316,9,26.6,
2018,900336,9,18.1,
2018,900342,9,48.1,
2018,900343,6,61.9,
2018,900344,9,48.7,
2018,900346,6,50.7,
2018,900348,9,44.8,
2018,900350,6,60.1,
2018,900360,9,41.1,
2018,900362,6,69.1,
2018,900366,9,91.5,
2018,900367,9,81.4,
2018,900377,9,86.2,
2018,900378,6,88.5,
2018,900391,6,88.5,
2018,900393,9,79.4,
2018,90A000,6,51.2,
2018,90A000,9,53.1,
2018,90C000,6,58.2,
2018,910316,6,24.7,
2018,910320,6,33.9,
2018,910364,9,14.7,
2018,910368,9,5.0,2.0
2018,910370,9,9.2,
2018,910382,9,61.1,
2018,910384,6,73.5,
2018,91A000,6,48.6,
2018,91A000,9,34.3,
2018,91B000,6,71.8,
2018,91B000,9,71.0,
2018,920312,6,70.9,
2018,920316,9,68.5,
2018,920317,9,70.1,
2018,920318,9,44.4,
2018,920348,9,43.9,
2018,920356,6,58.0,
2018,920360,6,45.5,
2018,920368,9,44.6,
2018,920370,6,38.5,
2018,920381,6,6.3,
2018,920388,6,55.5,
2018,920391,6,87.5,
2018,920394,6,49.2,
2018,920399,6,50.6,
2018,920400,6,58.0,
2018,920402,6,57.8,
2018,920404,6,36.6,
2018,920408,6,29.4,
2018,920410,6,27.5,
2018,920411,9,18.5,
2018,920412,9,60.1,
2018,920424,6,54.0,
2018,920428,9,45.7,
2018,920436,9,32.9,
2018,920441,9,80.3,
2018,920442,6,40.5,
2018,920444,6,66.7,
2018,920445,9,55.1,
2018,920450,6,66.3,
2018,920455,9,56.2,
2018,920458,6,65.1,
2018,920466,9,18.9,
2018,920471,6,56.1,
2018,920472,6,66.7,
2018,920473,9,56.5,
2018,920484,6,67.6,
2018,920492,6,66.4,
2018,920495,9,43.5,
2018,920500,9,44.0,
2018,920502,6,83.8,
2018,920506,6,59.8,
2018,920512,6,40.7,
2018,920518,9,41.8,
2018,920526,9,70.3,
2018,920528,9,9.5,
2018,920529,6,67.2,
2018,920545,6,50.4,
2018,920546,9,31.5,
2018,920549,6,34.7,
2018,920551,6,65.1,
2018,920552,9,37.1,
2018,920562,9,21.0,
2018,920581,9,38.5,
2018,920582,9,87.2,
2018,920583,9,73.9,
2018,920585,6,76.1,
2018,920585,9,55.0,
2018,920586,6,81.5,
2018,920586,9,56.3,
2018,920588,9,47.4,
2018,920592,6,51.5,
2018,920594,6,69.3,
2018,920595,9,39.3,
2018,920601,6,32.1,
2018,920604,6,69.5,
2018,920607,6,63.4,
2018,920608,6,47.8,
2018,920636,6,32.0,
2018,92B000,6,64.7,
2018,92D000,6,94.1,
2018,92E000,6,71.9,
2018,92F000,6,64.6,
2018,92F000,9,61.1,
2018,92G000,6,64.2,
2018,92G000,9,63.0,
2018,92K000,9,82.1,
2018,92L000,6,53.2,
2018,92M000,6,28.8,
2018,92N000,6,95.0,1.0
2018,92P000,6,63.2,
2018,92P000,9,40.7,
2018,92R000,6,57.7,
2018,92S000,6,89.5,
2018,92T000,6,83.3,
2018,92T000,9,61.2,
2018,92U000,9,48.1,
2018,92V000,6,65.4,
2018,92W000,6,58.8,
2018,92Y000,6,70.0,
2018,930340,6,38.5,
2018,930352,9,5.2,
2018,930354,6,33.6,
2018,930360,9,14.3,
2018,930700,9,11.5,
2018,93A000,9,7.1,
2018,93M000,6,79.1,
2018,93N000,6,77.8,
2018,940308,6,44.4,
2018,940308,9,5.0,2.0
2018,940316,9,17.2,
2018,940328,6,22.8,
2018,940330,9,53.3,
2018,94Z000,9,56.9,
2018,950308,6,41.2,
2018,950312,6,60.5,
2018,950316,6,66.7,
2018,950320,6,37.5,
2018,950322,6,61.1,
2018,950324,6,58.3,
2018,950328,6,58.9,
2018,950332,6,48.8,
2018,950336,9,59.1,
2018,950338,9,41.4,
2018,95A000,6,66.7,
2018,960312,6,17.9,
2018,960324,9,41.2,
2018,960326,6,14.2,
2018,960330,9,31.5,
2018,960331,6,28.3,
2018,960332,6,30.0,
2018,960335,9,11.6,
2018,960338,6,33.3,
2018,960340,6,28.6,
2018,960348,6,36.5,
2018,960360,6,34.1,
2018,960372,9,41.9,
2018,960374,6,31.9,
2018,960380,9,15.2,
2018,960386,9,31.1,
2018,960387,6,33.7,
2018,960488,6,5.0,2.0
2018,960488,9,5.9,
2018,960490,9,62.5,
2018,960700,6,71.4,
2018,960700,9,60.0,
2018,96C000,6,7.4,
2018,96F000,6,25.4,
2018,970315,6,53.1,
2018,970320,9,39.8,
2018,970322,6,56.9,
2018,970356,9,27.1,
2018,970358,6,49.7,
2018,970388,9,31.4,
2018,970389,6,50.3,
2018,970390,9,38.0,
2018,970393,9,73.6,
2018,97D000,6,29.4,
2018,980317,6,20.7,
2018,980318,9,22.4,
2018,980324,6,53.1,
2018,980336,9,23.9,
2018,980338,6,42.9,
2018,980342,9,23.7,
2018,980380,6,47.4,
2018,980384,6,52.4,
2018,980390,6,32.6,
2018,980397,9,41.0,
2018,980398,9,58.5,
2018,98A000,6,51.0,
2018,98B000,6,53.0,
2018,98B000,9,38.1,
2018,990304,6,61.2,
2018,990308,6,50.0,
2018,990312,6,35.1,
2018,990316,6,41.0,
2018,990320,6,51.5,
2018,990322,9,35.4,
2018,990324,6,34.7,
2018,990326,9,38.9,
2018,990328,6,51.0,
2018,990332,9,76.1,
2018,990336,6,30.1,
2018,995316,6,66.7,
2018,995324,6,58.2,
2018,995330,9,48.6,
2018,NC-SEA,6,48.0,
2018,NC-SEA,9,39.6,
