year,agency_code,status,subgroup,ccc_count,ccc_pct
2011,740333,NOCOMP1Y,FEM,22,9.649122807
2011,740333,NOINFO,FEM,7,
2011,740333,COMP1Y,MALE,69,30.263157895
2011,740333,NOCOMP1Y,MALE,30,13.157894737
2011,740333,NOINFO,MALE,12,5.2631578947
2011,740333,COMP1Y,BL7,14,6.1403508772
2011,740333,NOCOMP1Y,BL7,16,7.0175438596
2011,740333,NOINFO,BL7,5,
2011,740333,COMP1Y,HI7,,
2011,740333,NOCOMP1Y,HI7,,
2011,740333,NOINFO,HI7,,
2011,740333,COMP1Y,MU7,5,
2011,740333,NOCOMP1Y,MU7,,
2011,740333,COMP1Y,WH7,134,58.771929825
2011,740333,NOCOMP1Y,WH7,32,14.035087719
2011,740333,NOINFO,WH7,13,5.701754386
2011,740333,COMP1Y,SWD,6,
2011,740333,NOCOMP1Y,SWD,8,
2011,740333,NOINFO,SWD,,
2011,740344,COMP1Y,ALL,61,51.260504202
2011,740344,NOCOMP1Y,ALL,36,30.25210084
2011,740344,NOINFO,ALL,22,18.487394958
2011,740344,COMP1Y,EDS,14,11.764705882
2011,740344,NOCOMP1Y,EDS,17,14.285714286
2011,740344,NOINFO,EDS,12,10.084033613
2011,740344,COMP1Y,FEM,37,31.092436975
2011,740344,NOCOMP1Y,FEM,19,15.966386555
2011,740344,NOINFO,FEM,6,5.0420168067
2011,740344,NOCOMP1Y,ELS,,
2011,740344,COMP1Y,MALE,24,20.168067227
2011,740344,NOCOMP1Y,MALE,17,14.285714286
2011,740344,NOINFO,MALE,16,13.445378151
2011,740344,COMP1Y,AS7,,
2011,740344,COMP1Y,BL7,22,18.487394958
2011,740344,NOCOMP1Y,BL7,18,15.12605042
2011,740344,NOINFO,BL7,13,10.924369748
2011,740344,COMP1Y,HI7,,
2011,740344,NOCOMP1Y,HI7,,
2011,740344,NOCOMP1Y,PI7,,
2011,740344,COMP1Y,WH7,35,29.411764706
2011,740344,NOCOMP1Y,WH7,16,13.445378151
2011,740344,NOINFO,WH7,9,7.5630252101
2011,740344,COMP1Y,SWD,,
2011,740344,NOINFO,SWD,,
2011,740366,COMP1Y,ALL,154,50.491803279
2011,740366,NOCOMP1Y,ALL,76,24.918032787
2011,740366,NOINFO,ALL,75,24.590163934
2011,740366,COMP1Y,EDS,33,10.819672131
2011,740366,NOCOMP1Y,EDS,41,13.442622951
2011,740366,NOINFO,EDS,27,8.8524590164
2011,740366,COMP1Y,FEM,98,32.131147541
2011,740366,NOCOMP1Y,FEM,42,13.770491803
2011,740366,NOINFO,FEM,45,14.754098361
2011,740366,NOCOMP1Y,ELS,,
2011,740366,COMP1Y,MALE,56,18.360655738
2011,740366,NOCOMP1Y,MALE,34,11.147540984
2011,740366,NOINFO,MALE,30,9.8360655738
2011,740366,COMP1Y,AS7,5,
2011,740366,NOCOMP1Y,AS7,,
2011,740366,NOINFO,AS7,,
2011,740366,COMP1Y,BL7,48,15.737704918
2011,740366,NOCOMP1Y,BL7,51,16.721311475
2011,740366,NOINFO,BL7,36,11.803278689
2011,740366,COMP1Y,HI7,,
2011,740366,NOCOMP1Y,HI7,,
2011,740366,NOINFO,HI7,,
2011,740366,COMP1Y,MU7,,
2011,740366,NOCOMP1Y,MU7,,
2011,740366,NOINFO,MU7,,
2011,740366,COMP1Y,WH7,97,31.803278689
2011,740366,NOCOMP1Y,WH7,19,6.2295081967
2011,740366,NOINFO,WH7,33,10.819672131
2011,740366,COMP1Y,SWD,10,
2011,740366,NOCOMP1Y,SWD,8,
2011,740366,NOINFO,SWD,,
2011,740374,COMP1Y,ALL,47,43.518518519
2011,740374,NOCOMP1Y,ALL,40,37.037037037
2011,740374,NOINFO,ALL,21,19.444444444
2011,740374,COMP1Y,EDS,16,14.814814815
2011,740374,NOCOMP1Y,EDS,21,19.444444444
2011,740374,NOINFO,EDS,13,12.037037037
2011,740374,COMP1Y,FEM,29,26.851851852
2011,740374,NOCOMP1Y,FEM,23,21.296296296
2011,740374,NOINFO,FEM,11,10.185185185
2011,740374,COMP1Y,MALE,18,16.666666667
2011,740374,NOCOMP1Y,MALE,17,15.740740741
2011,740374,NOINFO,MALE,10,9.2592592593
2011,740374,COMP1Y,BL7,26,24.074074074
2011,740374,NOCOMP1Y,BL7,23,21.296296296
2011,740374,NOINFO,BL7,14,12.962962963
2011,740374,COMP1Y,HI7,,
2011,740374,NOCOMP1Y,HI7,,
2011,740374,NOINFO,HI7,,
2011,740374,COMP1Y,MU7,,
2011,740374,COMP1Y,WH7,18,16.666666667
2011,740374,NOCOMP1Y,WH7,13,12.037037037
2011,740374,NOINFO,WH7,5,
2011,740374,COMP1Y,SWD,,
2011,740374,NOCOMP1Y,SWD,,
2011,740374,NOINFO,SWD,,
2011,740388,COMP1Y,ALL,123,48.046875
2011,740388,NOCOMP1Y,ALL,77,30.078125
2011,740388,NOINFO,ALL,56,21.875
2011,740388,COMP1Y,EDS,26,10.15625
2011,740388,NOCOMP1Y,EDS,34,13.28125
2011,740388,NOINFO,EDS,26,10.15625
2011,740388,COMP1Y,FEM,77,30.078125
2011,740388,NOCOMP1Y,FEM,43,16.796875
2011,740388,NOINFO,FEM,29,11.328125
2011,740388,NOCOMP1Y,ELS,,
2011,740388,NOINFO,ELS,,
2011,740388,COMP1Y,MALE,46,17.96875
2011,740388,NOCOMP1Y,MALE,34,13.28125
2011,740388,NOINFO,MALE,27,10.546875
2011,740388,COMP1Y,AS7,5,
2011,740388,NOINFO,AS7,,
2011,740388,COMP1Y,BL7,41,16.015625
2011,740388,NOCOMP1Y,BL7,45,17.578125
2011,740388,NOINFO,BL7,38,14.84375
2011,740388,COMP1Y,HI7,5,
2011,740388,NOCOMP1Y,HI7,,
2011,740388,NOINFO,HI7,,
2011,740388,COMP1Y,MU7,,
2011,740388,NOCOMP1Y,MU7,,
2011,740388,NOINFO,MU7,,
2011,740388,COMP1Y,WH7,69,26.953125
2011,740388,NOCOMP1Y,WH7,26,10.15625
2011,740388,NOINFO,WH7,13,5.078125
2011,740388,COMP1Y,SWD,,
2011,740388,NOCOMP1Y,SWD,,
2011,740388,NOINFO,SWD,9,
2011,740LEA,COMP1Y,ALL,582,52.765185857
2011,740LEA,NOCOMP1Y,ALL,310,28.105167724
2011,740LEA,NOINFO,ALL,211,19.129646419
2011,740LEA,COMP1Y,EDS,119,10.788757933
2011,740LEA,NOCOMP1Y,EDS,137,12.420670898
2011,740LEA,NOINFO,EDS,90,8.1595648232
2011,740LEA,COMP1Y,FEM,353,32.003626473
2011,740LEA,NOCOMP1Y,FEM,164,14.868540345
2011,740LEA,NOINFO,FEM,104,9.4288304624
2011,740LEA,NOCOMP1Y,ELS,,
2011,740LEA,NOINFO,ELS,,
2011,740LEA,COMP1Y,MALE,229,20.761559383
2011,740LEA,NOCOMP1Y,MALE,146,13.23662738
2011,740LEA,NOINFO,MALE,107,9.7008159565
2011,740LEA,COMP1Y,AS7,11,
2011,740LEA,NOCOMP1Y,AS7,,
2011,740LEA,NOINFO,AS7,5,
2011,740LEA,COMP1Y,BL7,171,15.503173164
2011,740LEA,NOCOMP1Y,BL7,168,15.23118767
2011,740LEA,NOINFO,BL7,117,10.60743427
2011,740LEA,COMP1Y,HI7,17,
2011,740LEA,NOCOMP1Y,HI7,13,
2011,740LEA,NOINFO,HI7,6,
2011,740LEA,COMP1Y,MU7,11,
2011,740LEA,NOCOMP1Y,MU7,8,
2011,740LEA,NOINFO,MU7,,
2011,740LEA,NOCOMP1Y,PI7,,
2011,740LEA,COMP1Y,WH7,372,33.726201269
2011,740LEA,NOCOMP1Y,WH7,118,10.698096102
2011,740LEA,NOINFO,WH7,80,7.2529465095
2011,740LEA,COMP1Y,SWD,25,
2011,740LEA,NOCOMP1Y,SWD,26,
2011,740LEA,NOINFO,SWD,23,
2011,750317,COMP1Y,ALL,,28.571428571
2011,750317,NOCOMP1Y,ALL,,42.857142857
2011,750317,NOINFO,ALL,,28.571428571
2011,750317,COMP1Y,EDS,,14.285714286
2011,750317,NOCOMP1Y,EDS,,42.857142857
2011,750317,NOINFO,EDS,,14.285714286
2011,750317,COMP1Y,FEM,,28.571428571
2011,750317,NOCOMP1Y,FEM,,42.857142857
2011,750317,NOINFO,FEM,,28.571428571
2011,750317,NOCOMP1Y,BL7,,14.285714286
2011,750317,NOINFO,BL7,,14.285714286
2011,750317,COMP1Y,HI7,,14.285714286
2011,750317,NOCOMP1Y,MU7,,14.285714286
2011,750317,COMP1Y,WH7,,14.285714286
2011,750317,NOCOMP1Y,WH7,,14.285714286
2011,750317,NOINFO,WH7,,14.285714286
2011,750317,NOINFO,SWD,,14.285714286
2011,750318,COMP1Y,ALL,58,56.310679612
2011,750318,NOCOMP1Y,ALL,20,19.417475728
2011,750318,NOINFO,ALL,25,24.27184466
2011,750318,COMP1Y,EDS,11,10.67961165
2011,750318,NOCOMP1Y,EDS,5,
2011,750318,NOINFO,EDS,5,
2011,750318,COMP1Y,FEM,29,28.155339806
2011,750318,NOCOMP1Y,FEM,8,7.7669902913
2011,750318,NOINFO,FEM,9,8.7378640777
2011,750318,COMP1Y,MALE,29,28.155339806
2011,750318,NOCOMP1Y,MALE,12,11.650485437
2011,750318,NOINFO,MALE,16,15.533980583
2011,750318,NOCOMP1Y,BL7,,
2011,750318,NOINFO,BL7,,
2011,750318,COMP1Y,HI7,,
2011,750318,NOCOMP1Y,HI7,,
2011,750318,COMP1Y,WH7,57,55.339805825
2011,750318,NOCOMP1Y,WH7,15,14.563106796
2011,750318,NOINFO,WH7,23,22.330097087
2011,750318,COMP1Y,SWD,,
2011,750318,NOCOMP1Y,SWD,,
2011,750318,NOINFO,SWD,,
2011,750LEA,COMP1Y,ALL,60,54.545454545
2011,750LEA,NOCOMP1Y,ALL,23,20.909090909
2011,750LEA,NOINFO,ALL,27,24.545454545
2011,750LEA,COMP1Y,EDS,12,10.909090909
2011,750LEA,NOCOMP1Y,EDS,8,7.2727272727
2011,750LEA,NOINFO,EDS,6,5.4545454545
2011,750LEA,COMP1Y,FEM,31,28.181818182
2011,750LEA,NOCOMP1Y,FEM,11,10
2011,750LEA,NOINFO,FEM,11,10
2011,750LEA,COMP1Y,MALE,29,26.363636364
2011,750LEA,NOCOMP1Y,MALE,12,10.909090909
2011,750LEA,NOINFO,MALE,16,14.545454545
2011,750LEA,NOCOMP1Y,BL7,5,
2011,750LEA,NOINFO,BL7,,
2011,750LEA,COMP1Y,HI7,,
2011,750LEA,NOCOMP1Y,HI7,,
2011,750LEA,NOCOMP1Y,MU7,,
2011,750LEA,COMP1Y,WH7,58,52.727272727
2011,750LEA,NOCOMP1Y,WH7,16,14.545454545
2011,750LEA,NOINFO,WH7,24,21.818181818
2011,750LEA,COMP1Y,SWD,,
2011,750LEA,NOCOMP1Y,SWD,,
2011,750LEA,NOINFO,SWD,,
2011,760318,COMP1Y,ALL,39,41.489361702
2011,760318,NOCOMP1Y,ALL,33,35.106382979
2011,760318,NOINFO,ALL,22,23.404255319
2011,760318,COMP1Y,EDS,13,13.829787234
2011,760318,NOCOMP1Y,EDS,15,15.957446809
2011,760318,NOINFO,EDS,11,11.70212766
2011,760318,COMP1Y,FEM,24,25.531914894
2011,760318,NOCOMP1Y,FEM,17,18.085106383
2011,760318,NOINFO,FEM,15,15.957446809
2011,760318,NOINFO,ELS,,
2011,760318,COMP1Y,MALE,15,15.957446809
2011,760318,NOCOMP1Y,MALE,16,17.021276596
2011,760318,NOINFO,MALE,7,7.4468085106
2011,760318,NOCOMP1Y,AS7,,
2011,760318,NOINFO,AS7,,
2011,760318,COMP1Y,BL7,,
2011,760318,NOCOMP1Y,BL7,6,6.3829787234
2011,760318,NOINFO,BL7,,
2011,760318,COMP1Y,HI7,,
2011,760318,NOINFO,HI7,,
2011,760318,COMP1Y,MU7,,
2011,760318,NOCOMP1Y,MU7,,
2011,760318,NOINFO,MU7,,
2011,760318,COMP1Y,WH7,34,36.170212766
2011,760318,NOCOMP1Y,WH7,24,25.531914894
2011,760318,NOINFO,WH7,14,14.893617021
2011,760318,COMP1Y,SWD,,
2011,760318,NOCOMP1Y,SWD,,
2011,760318,NOINFO,SWD,,
2011,760339,COMP1Y,ALL,50,43.103448276
2011,760339,NOCOMP1Y,ALL,28,24.137931034
2011,760339,NOINFO,ALL,38,32.75862069
2011,760339,COMP1Y,EDS,14,12.068965517
2011,760339,NOCOMP1Y,EDS,11,9.4827586207
2011,760339,NOINFO,EDS,8,6.8965517241
2011,760339,COMP1Y,FEM,26,22.413793103
2011,760339,NOCOMP1Y,FEM,13,11.206896552
2011,760339,NOINFO,FEM,17,14.655172414
2011,760339,COMP1Y,MALE,24,20.689655172
2011,760339,NOCOMP1Y,MALE,15,12.931034483
2011,760339,NOINFO,MALE,21,18.103448276
2011,760339,COMP1Y,AM7,,
2011,760339,NOCOMP1Y,BL7,,
2011,760339,NOINFO,BL7,,
2011,760339,COMP1Y,HI7,,
2011,760339,NOCOMP1Y,HI7,,
2011,760339,NOINFO,HI7,,
2011,760339,NOCOMP1Y,MU7,,
2011,760339,COMP1Y,WH7,45,38.793103448
2011,760339,NOCOMP1Y,WH7,23,19.827586207
2011,760339,NOINFO,WH7,35,30.172413793
2011,760339,COMP1Y,SWD,,
2011,760339,NOCOMP1Y,SWD,,
2011,760348,COMP1Y,ALL,51,51.515151515
2011,760348,NOCOMP1Y,ALL,27,27.272727273
2011,760348,NOINFO,ALL,21,21.212121212
2011,760348,COMP1Y,EDS,14,14.141414141
2011,760348,NOCOMP1Y,EDS,7,7.0707070707
2011,760348,NOINFO,EDS,5,5.0505050505
2011,760348,COMP1Y,FEM,31,31.313131313
2011,760348,NOCOMP1Y,FEM,19,19.191919192
2011,760348,NOINFO,FEM,10,10.101010101
2011,760348,NOINFO,ELS,,
2011,760348,COMP1Y,MALE,20,20.202020202
2011,760348,NOCOMP1Y,MALE,8,8.0808080808
2011,760348,NOINFO,MALE,11,11.111111111
2011,760348,COMP1Y,AS7,,
2011,760348,NOCOMP1Y,BL7,,
2011,760348,COMP1Y,HI7,,
2011,760348,NOINFO,HI7,,
2011,760348,COMP1Y,MU7,,
2011,760348,COMP1Y,WH7,46,46.464646465
2011,760348,NOCOMP1Y,WH7,26,26.262626263
2011,760348,NOINFO,WH7,19,19.191919192
2011,760348,NOINFO,SWD,,
2011,760354,COMP1Y,ALL,35,61.403508772
2011,760354,NOCOMP1Y,ALL,13,22.807017544
2011,760354,NOINFO,ALL,9,15.789473684
2011,760354,COMP1Y,EDS,7,12.280701754
2011,760354,NOCOMP1Y,EDS,6,10.526315789
2011,760354,NOINFO,EDS,,
2011,760354,COMP1Y,FEM,24,42.105263158
2011,760354,NOCOMP1Y,FEM,8,14.035087719
2011,760354,NOINFO,FEM,9,15.789473684
2011,760354,COMP1Y,MALE,11,19.298245614
2011,760354,NOCOMP1Y,MALE,5,8.7719298246
2011,760354,COMP1Y,AS7,,
2011,760354,COMP1Y,BL7,,
2011,760354,NOCOMP1Y,BL7,,
2011,760354,COMP1Y,HI7,8,14.035087719
2011,760354,NOCOMP1Y,HI7,,
2011,760354,NOINFO,HI7,,
2011,760354,COMP1Y,MU7,,
2011,760354,NOINFO,MU7,,
2011,760354,COMP1Y,PI7,,
2011,760354,COMP1Y,WH7,23,40.350877193
2011,760354,NOCOMP1Y,WH7,11,19.298245614
2011,760354,NOINFO,WH7,7,12.280701754
2011,760354,COMP1Y,SWD,,
2011,760358,COMP1Y,ALL,74,51.748251748
2011,760358,NOCOMP1Y,ALL,37,25.874125874
2011,760358,NOINFO,ALL,32,22.377622378
2011,760358,COMP1Y,EDS,16,11.188811189
2011,760358,NOCOMP1Y,EDS,11,7.6923076923
2011,760358,NOINFO,EDS,13,9.0909090909
2011,760358,COMP1Y,FEM,41,28.671328671
2011,760358,NOCOMP1Y,FEM,20,13.986013986
2011,760358,NOINFO,FEM,16,11.188811189
2011,760358,COMP1Y,MALE,33,23.076923077
2011,760358,NOCOMP1Y,MALE,17,11.888111888
2011,760358,NOINFO,MALE,16,11.188811189
2011,760358,COMP1Y,AS7,,
2011,760358,COMP1Y,BL7,,
2011,760358,NOINFO,BL7,,
2011,760358,COMP1Y,HI7,,
2011,760358,NOCOMP1Y,HI7,,
2011,760358,NOINFO,HI7,5,
2011,760358,NOCOMP1Y,MU7,,
2011,760358,COMP1Y,WH7,68,47.552447552
2011,760358,NOCOMP1Y,WH7,34,23.776223776
2011,760358,NOINFO,WH7,26,18.181818182
2011,760358,COMP1Y,SWD,,
2011,760358,NOINFO,SWD,,
2011,760380,COMP1Y,ALL,47,46.078431373
2011,760380,NOCOMP1Y,ALL,28,27.450980392
2011,760380,NOINFO,ALL,27,26.470588235
2011,760380,COMP1Y,EDS,9,8.8235294118
2011,760380,NOCOMP1Y,EDS,9,8.8235294118
2011,760380,NOINFO,EDS,6,5.8823529412
2011,760380,COMP1Y,FEM,28,27.450980392
2011,760380,NOCOMP1Y,FEM,19,18.62745098
2011,760380,NOINFO,FEM,15,14.705882353
2011,760380,COMP1Y,ELS,,
2011,760380,NOCOMP1Y,ELS,,
2011,760380,COMP1Y,MALE,19,18.62745098
2011,760380,NOCOMP1Y,MALE,9,8.8235294118
2011,760380,NOINFO,MALE,12,11.764705882
2011,760380,COMP1Y,AS7,,
2011,760380,NOCOMP1Y,AS7,,
2011,760380,COMP1Y,BL7,,
2011,760380,NOCOMP1Y,BL7,,
2011,760380,NOINFO,BL7,,
2011,760380,NOINFO,HI7,,
2011,760380,COMP1Y,MU7,,
2011,760380,NOCOMP1Y,MU7,,
2011,760380,COMP1Y,WH7,41,40.196078431
2011,760380,NOCOMP1Y,WH7,25,24.509803922
2011,760380,NOINFO,WH7,25,24.509803922
2011,760380,NOCOMP1Y,SWD,,
2011,760380,NOINFO,SWD,,
2011,760388,COMP1Y,ALL,44,47.826086957
2011,760388,NOCOMP1Y,ALL,24,26.086956522
2011,760388,NOINFO,ALL,24,26.086956522
2011,760388,COMP1Y,EDS,5,5.4347826087
2011,760388,NOCOMP1Y,EDS,6,6.5217391304
2011,760388,NOINFO,EDS,10,10.869565217
2011,760388,COMP1Y,FEM,23,25
2011,760388,NOCOMP1Y,FEM,16,17.391304348
2011,760388,NOINFO,FEM,12,13.043478261
2011,760388,NOINFO,ELS,,
2011,760388,COMP1Y,MALE,21,22.826086957
2011,760388,NOCOMP1Y,MALE,8,8.6956521739
2011,760388,NOINFO,MALE,12,13.043478261
2011,760388,NOCOMP1Y,AM7,,
2011,760388,NOINFO,AM7,,
2011,760388,NOINFO,BL7,,
2011,760388,NOCOMP1Y,HI7,,
2011,760388,NOINFO,HI7,,
2011,760388,COMP1Y,WH7,44,47.826086957
2011,760388,NOCOMP1Y,WH7,22,23.913043478
2011,760388,NOINFO,WH7,18,19.565217391
2011,760388,NOCOMP1Y,SWD,,
2011,760388,NOINFO,SWD,,
2011,760LEA,COMP1Y,ALL,340,48.364153627
2011,760LEA,NOCOMP1Y,ALL,190,27.027027027
2011,760LEA,NOINFO,ALL,173,24.608819346
2011,760LEA,COMP1Y,EDS,78,11.095305832
2011,760LEA,NOCOMP1Y,EDS,65,9.2460881935
2011,760LEA,NOINFO,EDS,54,7.6813655761
2011,760LEA,COMP1Y,FEM,197,28.022759602
2011,760LEA,NOCOMP1Y,FEM,112,15.931721195
2011,760LEA,NOINFO,FEM,94,13.371266003
2011,760LEA,COMP1Y,ELS,,
2011,760LEA,NOCOMP1Y,ELS,,
2011,760LEA,NOINFO,ELS,,
2011,760LEA,COMP1Y,MALE,143,20.341394026
2011,760LEA,NOCOMP1Y,MALE,78,11.095305832
2011,760LEA,NOINFO,MALE,79,11.237553343
2011,760LEA,COMP1Y,AS7,7,
2011,760LEA,NOCOMP1Y,AS7,,
2011,760LEA,NOINFO,AS7,,
2011,760LEA,COMP1Y,AM7,,
2011,760LEA,NOCOMP1Y,AM7,,
2011,760LEA,NOINFO,AM7,,
2011,760LEA,COMP1Y,BL7,6,
2011,760LEA,NOCOMP1Y,BL7,10,
2011,760LEA,NOINFO,BL7,10,
2011,760LEA,COMP1Y,HI7,19,
2011,760LEA,NOCOMP1Y,HI7,6,
2011,760LEA,NOINFO,HI7,15,
2011,760LEA,COMP1Y,MU7,5,
2011,760LEA,NOCOMP1Y,MU7,5,
2011,760LEA,NOINFO,MU7,,
2011,760LEA,COMP1Y,PI7,,
2011,760LEA,COMP1Y,WH7,301,42.816500711
2011,760LEA,NOCOMP1Y,WH7,165,23.47083926
2011,760LEA,NOINFO,WH7,144,20.483641536
2011,760LEA,COMP1Y,SWD,7,
2011,760LEA,NOCOMP1Y,SWD,8,
2011,760LEA,NOINFO,SWD,9,
2011,761304,COMP1Y,ALL,79,43.406593407
2011,761304,NOCOMP1Y,ALL,49,26.923076923
2011,761304,NOINFO,ALL,54,29.67032967
2011,761304,COMP1Y,EDS,25,13.736263736
2011,761304,NOCOMP1Y,EDS,19,10.43956044
2011,761304,NOINFO,EDS,18,9.8901098901
2011,761304,COMP1Y,FEM,36,19.78021978
2011,761304,NOCOMP1Y,FEM,25,13.736263736
2011,761304,NOINFO,FEM,31,17.032967033
2011,761304,COMP1Y,ELS,,
2011,761304,NOCOMP1Y,ELS,,
2011,761304,COMP1Y,MALE,43,23.626373626
2011,761304,NOCOMP1Y,MALE,24,13.186813187
2011,761304,NOINFO,MALE,23,12.637362637
2011,761304,COMP1Y,AS7,,
2011,761304,NOCOMP1Y,AS7,,
2011,761304,NOINFO,AS7,,
2011,761304,COMP1Y,AM7,,
2011,761304,COMP1Y,BL7,5,
2011,761304,NOCOMP1Y,BL7,9,
2011,761304,NOINFO,BL7,11,6.043956044
2011,761304,COMP1Y,HI7,11,6.043956044
2011,761304,NOCOMP1Y,HI7,6,
2011,761304,NOINFO,HI7,6,
2011,761304,COMP1Y,MU7,,
2011,761304,NOCOMP1Y,MU7,,
2011,761304,NOINFO,MU7,,
2011,761304,COMP1Y,WH7,54,29.67032967
2011,761304,NOCOMP1Y,WH7,31,17.032967033
2011,761304,NOINFO,WH7,35,19.230769231
2011,761304,COMP1Y,SWD,,
2011,761304,NOCOMP1Y,SWD,5,
2011,761304,NOINFO,SWD,,
2011,761LEA,COMP1Y,ALL,79,43.406593407
2011,761LEA,NOCOMP1Y,ALL,49,26.923076923
2011,761LEA,NOINFO,ALL,54,29.67032967
2011,761LEA,COMP1Y,EDS,25,13.736263736
2011,761LEA,NOCOMP1Y,EDS,19,10.43956044
2011,761LEA,NOINFO,EDS,18,9.8901098901
2011,761LEA,COMP1Y,FEM,36,19.78021978
2011,761LEA,NOCOMP1Y,FEM,25,13.736263736
2011,761LEA,NOINFO,FEM,31,17.032967033
2011,761LEA,COMP1Y,ELS,,
2011,761LEA,NOCOMP1Y,ELS,,
2011,761LEA,COMP1Y,MALE,43,23.626373626
2011,761LEA,NOCOMP1Y,MALE,24,13.186813187
2011,761LEA,NOINFO,MALE,23,12.637362637
2011,761LEA,COMP1Y,AS7,,
2011,761LEA,NOCOMP1Y,AS7,,
2011,761LEA,NOINFO,AS7,,
2011,761LEA,COMP1Y,AM7,,
2011,761LEA,COMP1Y,BL7,5,
2011,761LEA,NOCOMP1Y,BL7,9,
2011,761LEA,NOINFO,BL7,11,6.043956044
2011,761LEA,COMP1Y,HI7,11,6.043956044
2011,761LEA,NOCOMP1Y,HI7,6,
2011,761LEA,NOINFO,HI7,6,
2011,761LEA,COMP1Y,MU7,,
2011,761LEA,NOCOMP1Y,MU7,,
2011,761LEA,NOINFO,MU7,,
2011,761LEA,COMP1Y,WH7,54,29.67032967
2011,761LEA,NOCOMP1Y,WH7,31,17.032967033
2011,761LEA,NOINFO,WH7,35,19.230769231
2011,761LEA,COMP1Y,SWD,,
2011,761LEA,NOCOMP1Y,SWD,5,
2011,761LEA,NOINFO,SWD,,
2011,770342,NOCOMP1Y,ALL,,40
2011,770342,NOINFO,ALL,6,60
2011,770342,NOCOMP1Y,EDS,,40
2011,770342,NOINFO,EDS,,40
2011,770342,NOCOMP1Y,FEM,,10
2011,770342,NOINFO,FEM,,40
2011,770342,NOCOMP1Y,MALE,,30
2011,770342,NOINFO,MALE,,20
2011,770342,NOCOMP1Y,BL7,,40
2011,770342,NOINFO,BL7,6,60
2011,770342,NOINFO,SWD,,10
2011,770348,COMP1Y,ALL,116,41.428571429
2011,770348,NOCOMP1Y,ALL,86,30.714285714
2011,770348,NOINFO,ALL,78,27.857142857
2011,770348,COMP1Y,EDS,47,16.785714286
2011,770348,NOCOMP1Y,EDS,57,20.357142857
2011,770348,NOINFO,EDS,55,19.642857143
2011,770348,COMP1Y,FEM,65,23.214285714
2011,770348,NOCOMP1Y,FEM,49,17.5
2011,770348,NOINFO,FEM,37,13.214285714
2011,770348,COMP1Y,MALE,51,18.214285714
2011,770348,NOCOMP1Y,MALE,37,13.214285714
2011,770348,NOINFO,MALE,41,14.642857143
2011,770348,COMP1Y,AS7,,
2011,770348,COMP1Y,AM7,,
2011,770348,NOCOMP1Y,AM7,6,
2011,770348,NOINFO,AM7,,
2011,770348,COMP1Y,BL7,35,12.5
2011,770348,NOCOMP1Y,BL7,51,18.214285714
2011,770348,NOINFO,BL7,50,17.857142857
2011,770348,COMP1Y,HI7,5,
2011,770348,NOCOMP1Y,HI7,,
2011,770348,NOINFO,HI7,,
2011,770348,COMP1Y,MU7,,
2011,770348,NOCOMP1Y,MU7,,
2011,770348,COMP1Y,WH7,71,25.357142857
2011,770348,NOCOMP1Y,WH7,24,8.5714285714
2011,770348,NOINFO,WH7,22,7.8571428571
2011,770348,COMP1Y,SWD,,
2011,770348,NOCOMP1Y,SWD,8,
2011,770348,NOINFO,SWD,,
2011,770LEA,COMP1Y,ALL,116,40
2011,770LEA,NOCOMP1Y,ALL,90,31.034482759
2011,770LEA,NOINFO,ALL,84,28.965517241
2011,770LEA,COMP1Y,EDS,47,16.206896552
2011,770LEA,NOCOMP1Y,EDS,61,21.034482759
2011,770LEA,NOINFO,EDS,59,20.344827586
2011,770LEA,COMP1Y,FEM,65,22.413793103
2011,770LEA,NOCOMP1Y,FEM,50,17.24137931
2011,770LEA,NOINFO,FEM,41,14.137931034
2011,770LEA,COMP1Y,MALE,51,17.586206897
2011,770LEA,NOCOMP1Y,MALE,40,13.793103448
2011,770LEA,NOINFO,MALE,43,14.827586207
2011,770LEA,COMP1Y,AS7,,
2011,770LEA,COMP1Y,AM7,,
2011,770LEA,NOCOMP1Y,AM7,6,
2011,770LEA,NOINFO,AM7,,
2011,770LEA,COMP1Y,BL7,35,12.068965517
2011,770LEA,NOCOMP1Y,BL7,55,18.965517241
2011,770LEA,NOINFO,BL7,56,19.310344828
2011,770LEA,COMP1Y,HI7,5,
2011,770LEA,NOCOMP1Y,HI7,,
2011,770LEA,NOINFO,HI7,,
2011,770LEA,COMP1Y,MU7,,
2011,770LEA,NOCOMP1Y,MU7,,
2011,770LEA,COMP1Y,WH7,71,24.482758621
2011,770LEA,NOCOMP1Y,WH7,24,8.275862069
2011,770LEA,NOINFO,WH7,22,7.5862068966
2011,770LEA,COMP1Y,SWD,,
2011,770LEA,NOCOMP1Y,SWD,8,
2011,770LEA,NOINFO,SWD,,
2011,780325,COMP1Y,ALL,25,31.64556962
2011,780325,NOCOMP1Y,ALL,29,36.708860759
2011,780325,NOINFO,ALL,25,31.64556962
2011,780325,COMP1Y,EDS,14,17.721518987
2011,780325,NOCOMP1Y,EDS,22,27.848101266
2011,780325,NOINFO,EDS,16,20.253164557
2011,780325,COMP1Y,FEM,19,24.050632911
2011,780325,NOCOMP1Y,FEM,16,20.253164557
2011,780325,NOINFO,FEM,16,20.253164557
2011,780325,COMP1Y,MALE,6,7.5949367089
2011,780325,NOCOMP1Y,MALE,13,16.455696203
2011,780325,NOINFO,MALE,9,11.392405063
