year,agency_code,status,subgroup,ccc_count,ccc_pct
2009,510380,COMP1Y,EDS,,
2009,510380,COMP1Y,FEM,,95
2009,510380,COMP1Y,HI7,,
2009,510380,COMP1Y,ELS,,
2009,510380,COMP1Y,MALE,,
2009,510380,COMP1Y,MU7,,
2009,510380,COMP1Y,SWD,,
2009,510380,COMP1Y,WH7,,95
2009,510380,NOCOMP1Y,AM7,,
2009,510380,NOCOMP1Y,AS7,,
2009,510380,NOCOMP1Y,ALL,,95
2009,510380,NOCOMP1Y,BL7,,
2009,510380,NOCOMP1Y,EDS,,
2009,510380,NOCOMP1Y,FEM,,95
2009,510380,NOCOMP1Y,HI7,,
2009,510380,NOCOMP1Y,ELS,,
2009,510380,NOCOMP1Y,MALE,,
2009,510380,NOCOMP1Y,MU7,,
2009,510380,NOCOMP1Y,SWD,,
2009,510380,NOCOMP1Y,WH7,,95
2009,510399,COMP1Y,AM7,,
2009,510399,COMP1Y,AS7,,95
2009,510399,COMP1Y,ALL,75,52.08
2009,510399,COMP1Y,BL7,20,40
2009,510399,COMP1Y,EDS,,
2009,510399,COMP1Y,FEM,48,55.81
2009,510399,COMP1Y,HI7,9,47.36
2009,510399,COMP1Y,ELS,,
2009,510399,COMP1Y,MALE,27,46.55
2009,510399,COMP1Y,MU7,,50
2009,510399,COMP1Y,SWD,,
2009,510399,COMP1Y,WH7,42,61.76
2009,510399,NOCOMP1Y,AM7,,
2009,510399,NOCOMP1Y,AS7,,95
2009,510399,NOCOMP1Y,ALL,69,52.08
2009,510399,NOCOMP1Y,BL7,30,40
2009,510399,NOCOMP1Y,EDS,,
2009,510399,NOCOMP1Y,FEM,38,55.81
2009,510399,NOCOMP1Y,HI7,10,47.36
2009,510399,NOCOMP1Y,ELS,,
2009,510399,NOCOMP1Y,MALE,31,46.55
2009,510399,NOCOMP1Y,MU7,,50
2009,510399,NOCOMP1Y,SWD,,
2009,510399,NOCOMP1Y,WH7,26,61.76
2009,510402,COMP1Y,AM7,,
2009,510402,COMP1Y,AS7,,50
2009,510402,COMP1Y,ALL,82,63.07
2009,510402,COMP1Y,BL7,5,35.71
2009,510402,COMP1Y,EDS,,
2009,510402,COMP1Y,FEM,45,64.28
2009,510402,COMP1Y,HI7,,37.5
2009,510402,COMP1Y,ELS,,
2009,510402,COMP1Y,MALE,37,61.66
2009,510402,COMP1Y,MU7,,
2009,510402,COMP1Y,SWD,,
2009,510402,COMP1Y,WH7,73,68.86
2009,510402,NOCOMP1Y,AM7,,
2009,510402,NOCOMP1Y,AS7,,50
2009,510402,NOCOMP1Y,ALL,48,63.07
2009,510402,NOCOMP1Y,BL7,9,35.71
2009,510402,NOCOMP1Y,EDS,,
2009,510402,NOCOMP1Y,FEM,25,64.28
2009,510402,NOCOMP1Y,HI7,5,37.5
2009,510402,NOCOMP1Y,ELS,,
2009,510402,NOCOMP1Y,MALE,23,61.66
2009,510402,NOCOMP1Y,MU7,,
2009,510402,NOCOMP1Y,SWD,,
2009,510402,NOCOMP1Y,WH7,33,68.86
2009,510406,COMP1Y,AM7,,95
2009,510406,COMP1Y,AS7,,66.66
2009,510406,COMP1Y,ALL,140,54.68
2009,510406,COMP1Y,BL7,11,26.19
2009,510406,COMP1Y,EDS,,
2009,510406,COMP1Y,FEM,85,63.9
2009,510406,COMP1Y,HI7,,44.44
2009,510406,COMP1Y,ELS,,50
2009,510406,COMP1Y,MALE,55,44.71
2009,510406,COMP1Y,MU7,,75
2009,510406,COMP1Y,SWD,,
2009,510406,COMP1Y,WH7,119,60.4
2009,510406,NOCOMP1Y,AM7,,95
2009,510406,NOCOMP1Y,AS7,,66.66
2009,510406,NOCOMP1Y,ALL,116,54.68
2009,510406,NOCOMP1Y,BL7,31,26.19
2009,510406,NOCOMP1Y,EDS,,
2009,510406,NOCOMP1Y,FEM,48,63.9
2009,510406,NOCOMP1Y,HI7,5,44.44
2009,510406,NOCOMP1Y,ELS,,50
2009,510406,NOCOMP1Y,MALE,68,44.71
2009,510406,NOCOMP1Y,MU7,,75
2009,510406,NOCOMP1Y,SWD,,
2009,510406,NOCOMP1Y,WH7,78,60.4
2009,510LEA,COMP1Y,AM7,,50
2009,510LEA,COMP1Y,AS7,8,72.72
2009,510LEA,COMP1Y,ALL,563,58.7
2009,510LEA,COMP1Y,BL7,62,39.49
2009,510LEA,COMP1Y,EDS,,
2009,510LEA,COMP1Y,FEM,326,64.04
2009,510LEA,COMP1Y,HI7,26,48.14
2009,510LEA,COMP1Y,ELS,,50
2009,510LEA,COMP1Y,MALE,237,52.66
2009,510LEA,COMP1Y,MU7,9,64.28
2009,510LEA,COMP1Y,SWD,,
2009,510LEA,COMP1Y,WH7,457,63.38
2009,510LEA,NOCOMP1Y,AM7,,50
2009,510LEA,NOCOMP1Y,AS7,,72.72
2009,510LEA,NOCOMP1Y,ALL,396,58.7
2009,510LEA,NOCOMP1Y,BL7,95,39.49
2009,510LEA,NOCOMP1Y,EDS,,
2009,510LEA,NOCOMP1Y,FEM,183,64.04
2009,510LEA,NOCOMP1Y,HI7,28,48.14
2009,510LEA,NOCOMP1Y,ELS,,50
2009,510LEA,NOCOMP1Y,MALE,213,52.66
2009,510LEA,NOCOMP1Y,MU7,5,64.28
2009,510LEA,NOCOMP1Y,SWD,,
2009,510LEA,NOCOMP1Y,WH7,264,63.38
2009,520320,COMP1Y,AM7,,
2009,520320,COMP1Y,AS7,,
2009,520320,COMP1Y,ALL,21,47.72
2009,520320,COMP1Y,BL7,16,51.61
2009,520320,COMP1Y,EDS,,
2009,520320,COMP1Y,FEM,12,60
2009,520320,COMP1Y,HI7,,
2009,520320,COMP1Y,ELS,,
2009,520320,COMP1Y,MALE,9,37.5
2009,520320,COMP1Y,MU7,,
2009,520320,COMP1Y,SWD,,
2009,520320,COMP1Y,WH7,5,41.66
2009,520320,NOCOMP1Y,AM7,,
2009,520320,NOCOMP1Y,AS7,,
2009,520320,NOCOMP1Y,ALL,23,47.72
2009,520320,NOCOMP1Y,BL7,15,51.61
2009,520320,NOCOMP1Y,EDS,,
2009,520320,NOCOMP1Y,FEM,8,60
2009,520320,NOCOMP1Y,HI7,,
2009,520320,NOCOMP1Y,ELS,,
2009,520320,NOCOMP1Y,MALE,15,37.5
2009,520320,NOCOMP1Y,MU7,,
2009,520320,NOCOMP1Y,SWD,,
2009,520320,NOCOMP1Y,WH7,7,41.66
2009,520LEA,COMP1Y,AM7,,
2009,520LEA,COMP1Y,AS7,,
2009,520LEA,COMP1Y,ALL,21,47.72
2009,520LEA,COMP1Y,BL7,16,51.61
2009,520LEA,COMP1Y,EDS,,
2009,520LEA,COMP1Y,FEM,12,60
2009,520LEA,COMP1Y,HI7,,
2009,520LEA,COMP1Y,ELS,,
2009,520LEA,COMP1Y,MALE,9,37.5
2009,520LEA,COMP1Y,MU7,,
2009,520LEA,COMP1Y,SWD,,
2009,520LEA,COMP1Y,WH7,5,41.66
2009,520LEA,NOCOMP1Y,AM7,,
2009,520LEA,NOCOMP1Y,AS7,,
2009,520LEA,NOCOMP1Y,ALL,23,47.72
2009,520LEA,NOCOMP1Y,BL7,15,51.61
2009,520LEA,NOCOMP1Y,EDS,,
2009,520LEA,NOCOMP1Y,FEM,8,60
2009,520LEA,NOCOMP1Y,HI7,,
2009,520LEA,NOCOMP1Y,ELS,,
2009,520LEA,NOCOMP1Y,MALE,15,37.5
2009,520LEA,NOCOMP1Y,MU7,,
2009,520LEA,NOCOMP1Y,SWD,,
2009,520LEA,NOCOMP1Y,WH7,7,41.66
2009,530316,COMP1Y,AM7,,
2009,530316,COMP1Y,AS7,,
2009,530316,COMP1Y,ALL,,
2009,530316,COMP1Y,BL7,,
2009,530316,COMP1Y,EDS,,
2009,530316,COMP1Y,FEM,,
2009,530316,COMP1Y,HI7,,
2009,530316,COMP1Y,ELS,,
2009,530316,COMP1Y,MALE,,
2009,530316,COMP1Y,MU7,,
2009,530316,COMP1Y,SWD,,
2009,530316,COMP1Y,WH7,,
2009,530316,NOCOMP1Y,AM7,,
2009,530316,NOCOMP1Y,AS7,,
2009,530316,NOCOMP1Y,ALL,,
2009,530316,NOCOMP1Y,BL7,,
2009,530316,NOCOMP1Y,EDS,,
2009,530316,NOCOMP1Y,FEM,,
2009,530316,NOCOMP1Y,HI7,,
2009,530316,NOCOMP1Y,ELS,,
2009,530316,NOCOMP1Y,MALE,,
2009,530316,NOCOMP1Y,MU7,,
2009,530316,NOCOMP1Y,SWD,,
2009,530316,NOCOMP1Y,WH7,,
2009,530336,COMP1Y,AM7,,95
2009,530336,COMP1Y,AS7,,
2009,530336,COMP1Y,ALL,110,55.83
2009,530336,COMP1Y,BL7,23,50
2009,530336,COMP1Y,EDS,27,50
2009,530336,COMP1Y,FEM,61,57
2009,530336,COMP1Y,HI7,10,50
2009,530336,COMP1Y,ELS,,
2009,530336,COMP1Y,MALE,49,54.44
2009,530336,COMP1Y,MU7,,95
2009,530336,COMP1Y,SWD,,50
2009,530336,COMP1Y,WH7,73,58.4
2009,530336,NOCOMP1Y,AM7,,95
2009,530336,NOCOMP1Y,AS7,,
2009,530336,NOCOMP1Y,ALL,87,55.83
2009,530336,NOCOMP1Y,BL7,23,50
2009,530336,NOCOMP1Y,EDS,27,50
2009,530336,NOCOMP1Y,FEM,46,57
2009,530336,NOCOMP1Y,HI7,10,50
2009,530336,NOCOMP1Y,ELS,,
2009,530336,NOCOMP1Y,MALE,41,54.44
2009,530336,NOCOMP1Y,MU7,,95
2009,530336,NOCOMP1Y,SWD,,50
2009,530336,NOCOMP1Y,WH7,52,58.4
2009,530343,COMP1Y,AM7,,50
2009,530343,COMP1Y,AS7,,33.33
2009,530343,COMP1Y,ALL,92,59.74
2009,530343,COMP1Y,BL7,20,52.63
2009,530343,COMP1Y,EDS,21,48.83
2009,530343,COMP1Y,FEM,39,52
2009,530343,COMP1Y,HI7,10,52.63
2009,530343,COMP1Y,ELS,,50
2009,530343,COMP1Y,MALE,53,67.08
2009,530343,COMP1Y,MU7,,50
2009,530343,COMP1Y,SWD,,28.57
2009,530343,COMP1Y,WH7,59,65.55
2009,530343,NOCOMP1Y,AM7,,50
2009,530343,NOCOMP1Y,AS7,,33.33
2009,530343,NOCOMP1Y,ALL,62,59.74
2009,530343,NOCOMP1Y,BL7,18,52.63
2009,530343,NOCOMP1Y,EDS,22,48.83
2009,530343,NOCOMP1Y,FEM,36,52
2009,530343,NOCOMP1Y,HI7,9,52.63
2009,530343,NOCOMP1Y,ELS,,50
2009,530343,NOCOMP1Y,MALE,26,67.08
2009,530343,NOCOMP1Y,MU7,,50
2009,530343,NOCOMP1Y,SWD,5,28.57
2009,530343,NOCOMP1Y,WH7,31,65.55
2009,530LEA,COMP1Y,AM7,,66.66
2009,530LEA,COMP1Y,AS7,,20
2009,530LEA,COMP1Y,ALL,202,57.54
2009,530LEA,COMP1Y,BL7,43,51.19
2009,530LEA,COMP1Y,EDS,48,49.48
2009,530LEA,COMP1Y,FEM,100,54.94
2009,530LEA,COMP1Y,HI7,20,51.28
2009,530LEA,COMP1Y,ELS,,40
2009,530LEA,COMP1Y,MALE,102,60.35
2009,530LEA,COMP1Y,MU7,,80
2009,530LEA,COMP1Y,SWD,6,40
2009,530LEA,COMP1Y,WH7,132,61.39
2009,530LEA,NOCOMP1Y,AM7,,66.66
2009,530LEA,NOCOMP1Y,AS7,,20
2009,530LEA,NOCOMP1Y,ALL,149,57.54
2009,530LEA,NOCOMP1Y,BL7,41,51.19
2009,530LEA,NOCOMP1Y,EDS,49,49.48
2009,530LEA,NOCOMP1Y,FEM,82,54.94
2009,530LEA,NOCOMP1Y,HI7,19,51.28
2009,530LEA,NOCOMP1Y,ELS,,40
2009,530LEA,NOCOMP1Y,MALE,67,60.35
2009,530LEA,NOCOMP1Y,MU7,,80
2009,530LEA,NOCOMP1Y,SWD,9,40
2009,530LEA,NOCOMP1Y,WH7,83,61.39
2009,53A000,COMP1Y,AM7,,
2009,53A000,COMP1Y,AS7,,66.66
2009,53A000,COMP1Y,ALL,,80
2009,53A000,COMP1Y,BL7,,95
2009,53A000,COMP1Y,EDS,,95
2009,53A000,COMP1Y,FEM,,80
2009,53A000,COMP1Y,HI7,,
2009,53A000,COMP1Y,ELS,,
2009,53A000,COMP1Y,MALE,,
2009,53A000,COMP1Y,MU7,,
2009,53A000,COMP1Y,SWD,,
2009,53A000,COMP1Y,WH7,,95
2009,53A000,NOCOMP1Y,AM7,,
2009,53A000,NOCOMP1Y,AS7,,66.66
2009,53A000,NOCOMP1Y,ALL,,80
2009,53A000,NOCOMP1Y,BL7,,95
2009,53A000,NOCOMP1Y,EDS,,95
2009,53A000,NOCOMP1Y,FEM,,80
2009,53A000,NOCOMP1Y,HI7,,
2009,53A000,NOCOMP1Y,ELS,,
2009,53A000,NOCOMP1Y,MALE,,
2009,53A000,NOCOMP1Y,MU7,,
2009,53A000,NOCOMP1Y,SWD,,
2009,53A000,NOCOMP1Y,WH7,,95
2009,540315,COMP1Y,AM7,,
2009,540315,COMP1Y,AS7,,75
2009,540315,COMP1Y,ALL,71,46.71
2009,540315,COMP1Y,BL7,50,40
2009,540315,COMP1Y,EDS,36,42.85
2009,540315,COMP1Y,FEM,42,45.65
2009,540315,COMP1Y,HI7,,50
2009,540315,COMP1Y,ELS,,50
2009,540315,COMP1Y,MALE,29,48.33
2009,540315,COMP1Y,MU7,,
2009,540315,COMP1Y,SWD,,
2009,540315,COMP1Y,WH7,17,80.95
2009,540315,NOCOMP1Y,AM7,,
2009,540315,NOCOMP1Y,AS7,,75
2009,540315,NOCOMP1Y,ALL,81,46.71
2009,540315,NOCOMP1Y,BL7,75,40
2009,540315,NOCOMP1Y,EDS,48,42.85
2009,540315,NOCOMP1Y,FEM,50,45.65
2009,540315,NOCOMP1Y,HI7,,50
2009,540315,NOCOMP1Y,ELS,,50
2009,540315,NOCOMP1Y,MALE,31,48.33
2009,540315,NOCOMP1Y,MU7,,
2009,540315,NOCOMP1Y,SWD,,
2009,540315,NOCOMP1Y,WH7,,80.95
2009,540318,COMP1Y,AM7,,
2009,540318,COMP1Y,AS7,,
2009,540318,COMP1Y,ALL,,
2009,540318,COMP1Y,BL7,,
2009,540318,COMP1Y,EDS,,
2009,540318,COMP1Y,FEM,,
2009,540318,COMP1Y,HI7,,
2009,540318,COMP1Y,ELS,,
2009,540318,COMP1Y,MALE,,
2009,540318,COMP1Y,MU7,,
2009,540318,COMP1Y,SWD,,
2009,540318,COMP1Y,WH7,,
2009,540318,NOCOMP1Y,AM7,,
2009,540318,NOCOMP1Y,AS7,,
2009,540318,NOCOMP1Y,ALL,,
2009,540318,NOCOMP1Y,BL7,,
2009,540318,NOCOMP1Y,EDS,,
2009,540318,NOCOMP1Y,FEM,,
2009,540318,NOCOMP1Y,HI7,,
2009,540318,NOCOMP1Y,ELS,,
2009,540318,NOCOMP1Y,MALE,,
2009,540318,NOCOMP1Y,MU7,,
2009,540318,NOCOMP1Y,SWD,,
2009,540318,NOCOMP1Y,WH7,,
2009,540324,COMP1Y,AM7,,95
2009,540324,COMP1Y,AS7,,95
2009,540324,COMP1Y,ALL,91,62.75
2009,540324,COMP1Y,BL7,28,50
2009,540324,COMP1Y,EDS,17,51.51
2009,540324,COMP1Y,FEM,58,69.87
2009,540324,COMP1Y,HI7,,95
2009,540324,COMP1Y,ELS,,
2009,540324,COMP1Y,MALE,33,53.22
2009,540324,COMP1Y,MU7,,
2009,540324,COMP1Y,SWD,,50
2009,540324,COMP1Y,WH7,60,69.76
2009,540324,NOCOMP1Y,AM7,,95
2009,540324,NOCOMP1Y,AS7,,95
2009,540324,NOCOMP1Y,ALL,54,62.75
2009,540324,NOCOMP1Y,BL7,28,50
2009,540324,NOCOMP1Y,EDS,16,51.51
2009,540324,NOCOMP1Y,FEM,25,69.87
2009,540324,NOCOMP1Y,HI7,,95
2009,540324,NOCOMP1Y,ELS,,
2009,540324,NOCOMP1Y,MALE,29,53.22
2009,540324,NOCOMP1Y,MU7,,
2009,540324,NOCOMP1Y,SWD,,50
2009,540324,NOCOMP1Y,WH7,26,69.76
2009,540336,COMP1Y,AM7,,
2009,540336,COMP1Y,AS7,,
2009,540336,COMP1Y,ALL,68,51.51
2009,540336,COMP1Y,BL7,5,31.25
2009,540336,COMP1Y,EDS,14,46.66
2009,540336,COMP1Y,FEM,31,46.26
2009,540336,COMP1Y,HI7,,
2009,540336,COMP1Y,ELS,,
2009,540336,COMP1Y,MALE,37,56.92
2009,540336,COMP1Y,MU7,,95
2009,540336,COMP1Y,SWD,,
2009,540336,COMP1Y,WH7,62,54.38
2009,540336,NOCOMP1Y,AM7,,
2009,540336,NOCOMP1Y,AS7,,
2009,540336,NOCOMP1Y,ALL,64,51.51
2009,540336,NOCOMP1Y,BL7,11,31.25
2009,540336,NOCOMP1Y,EDS,16,46.66
2009,540336,NOCOMP1Y,FEM,36,46.26
2009,540336,NOCOMP1Y,HI7,,
2009,540336,NOCOMP1Y,ELS,,
2009,540336,NOCOMP1Y,MALE,28,56.92
2009,540336,NOCOMP1Y,MU7,,95
2009,540336,NOCOMP1Y,SWD,,
2009,540336,NOCOMP1Y,WH7,52,54.38
2009,540LEA,COMP1Y,AM7,,95
2009,540LEA,COMP1Y,AS7,,80
2009,540LEA,COMP1Y,ALL,230,53.61
2009,540LEA,COMP1Y,BL7,83,42.13
2009,540LEA,COMP1Y,EDS,67,45.57
2009,540LEA,COMP1Y,FEM,131,54.13
2009,540LEA,COMP1Y,HI7,,50
2009,540LEA,COMP1Y,ELS,,50
2009,540LEA,COMP1Y,MALE,99,52.94
2009,540LEA,COMP1Y,MU7,,95
2009,540LEA,COMP1Y,SWD,,40
2009,540LEA,COMP1Y,WH7,139,62.89
2009,540LEA,NOCOMP1Y,AM7,,95
2009,540LEA,NOCOMP1Y,AS7,,80
2009,540LEA,NOCOMP1Y,ALL,199,53.61
2009,540LEA,NOCOMP1Y,BL7,114,42.13
2009,540LEA,NOCOMP1Y,EDS,80,45.57
2009,540LEA,NOCOMP1Y,FEM,111,54.13
2009,540LEA,NOCOMP1Y,HI7,,50
2009,540LEA,NOCOMP1Y,ELS,,50
2009,540LEA,NOCOMP1Y,MALE,88,52.94
2009,540LEA,NOCOMP1Y,MU7,,95
2009,540LEA,NOCOMP1Y,SWD,6,40
2009,540LEA,NOCOMP1Y,WH7,82,62.89
2009,550320,COMP1Y,AM7,,
2009,550320,COMP1Y,AS7,,95
2009,550320,COMP1Y,ALL,96,65.3
2009,550320,COMP1Y,BL7,,50
2009,550320,COMP1Y,EDS,11,45.83
2009,550320,COMP1Y,FEM,47,67.14
2009,550320,COMP1Y,HI7,,50
2009,550320,COMP1Y,ELS,,
2009,550320,COMP1Y,MALE,49,63.63
2009,550320,COMP1Y,MU7,,
2009,550320,COMP1Y,SWD,,
2009,550320,COMP1Y,WH7,91,66.42
2009,550320,NOCOMP1Y,AM7,,
2009,550320,NOCOMP1Y,AS7,,95
2009,550320,NOCOMP1Y,ALL,51,65.3
2009,550320,NOCOMP1Y,BL7,,50
2009,550320,NOCOMP1Y,EDS,13,45.83
2009,550320,NOCOMP1Y,FEM,23,67.14
2009,550320,NOCOMP1Y,HI7,,50
2009,550320,NOCOMP1Y,ELS,,
2009,550320,NOCOMP1Y,MALE,28,63.63
2009,550320,NOCOMP1Y,MU7,,
2009,550320,NOCOMP1Y,SWD,,
2009,550320,NOCOMP1Y,WH7,46,66.42
2009,550332,COMP1Y,AM7,,
2009,550332,COMP1Y,AS7,,95
2009,550332,COMP1Y,ALL,45,54.21
2009,550332,COMP1Y,BL7,,28.57
2009,550332,COMP1Y,EDS,6,31.57
2009,550332,COMP1Y,FEM,27,60
2009,550332,COMP1Y,HI7,,33.33
2009,550332,COMP1Y,ELS,,66.66
2009,550332,COMP1Y,MALE,18,47.36
2009,550332,COMP1Y,MU7,,95
2009,550332,COMP1Y,SWD,,
2009,550332,COMP1Y,WH7,37,58.73
2009,550332,NOCOMP1Y,AM7,,
2009,550332,NOCOMP1Y,AS7,,95
2009,550332,NOCOMP1Y,ALL,38,54.21
2009,550332,NOCOMP1Y,BL7,10,28.57
2009,550332,NOCOMP1Y,EDS,13,31.57
2009,550332,NOCOMP1Y,FEM,18,60
2009,550332,NOCOMP1Y,HI7,,33.33
2009,550332,NOCOMP1Y,ELS,,66.66
2009,550332,NOCOMP1Y,MALE,20,47.36
2009,550332,NOCOMP1Y,MU7,,95
2009,550332,NOCOMP1Y,SWD,,
2009,550332,NOCOMP1Y,WH7,26,58.73
2009,550344,COMP1Y,AM7,,
2009,550344,COMP1Y,AS7,,
2009,550344,COMP1Y,ALL,97,61.78
2009,550344,COMP1Y,BL7,,50
2009,550344,COMP1Y,EDS,8,42.1
2009,550344,COMP1Y,FEM,49,63.63
2009,550344,COMP1Y,HI7,,20
2009,550344,COMP1Y,ELS,,
2009,550344,COMP1Y,MALE,48,60
2009,550344,COMP1Y,MU7,,80
2009,550344,COMP1Y,SWD,,
2009,550344,COMP1Y,WH7,88,63.76
2009,550344,NOCOMP1Y,AM7,,
2009,550344,NOCOMP1Y,AS7,,
2009,550344,NOCOMP1Y,ALL,60,61.78
2009,550344,NOCOMP1Y,BL7,,50
2009,550344,NOCOMP1Y,EDS,11,42.1
2009,550344,NOCOMP1Y,FEM,28,63.63
2009,550344,NOCOMP1Y,HI7,,20
2009,550344,NOCOMP1Y,ELS,,
2009,550344,NOCOMP1Y,MALE,32,60
2009,550344,NOCOMP1Y,MU7,,80
2009,550344,NOCOMP1Y,SWD,,
2009,550344,NOCOMP1Y,WH7,50,63.76
2009,550368,COMP1Y,AM7,,
2009,550368,COMP1Y,AS7,,
2009,550368,COMP1Y,ALL,68,57.14
2009,550368,COMP1Y,BL7,,95
2009,550368,COMP1Y,EDS,9,39.13
2009,550368,COMP1Y,FEM,40,57.14
2009,550368,COMP1Y,HI7,,
2009,550368,COMP1Y,ELS,,
2009,550368,COMP1Y,MALE,28,57.14
2009,550368,COMP1Y,MU7,,
2009,550368,COMP1Y,SWD,,
2009,550368,COMP1Y,WH7,67,57.26
2009,550368,NOCOMP1Y,AM7,,
2009,550368,NOCOMP1Y,AS7,,
2009,550368,NOCOMP1Y,ALL,51,57.14
2009,550368,NOCOMP1Y,BL7,,95
2009,550368,NOCOMP1Y,EDS,14,39.13
2009,550368,NOCOMP1Y,FEM,30,57.14
2009,550368,NOCOMP1Y,HI7,,
2009,550368,NOCOMP1Y,ELS,,
2009,550368,NOCOMP1Y,MALE,21,57.14
2009,550368,NOCOMP1Y,MU7,,
2009,550368,NOCOMP1Y,SWD,,
2009,550368,NOCOMP1Y,WH7,50,57.26
2009,550LEA,COMP1Y,AM7,,
2009,550LEA,COMP1Y,AS7,,95
2009,550LEA,COMP1Y,ALL,306,60.47
2009,550LEA,COMP1Y,BL7,12,41.37
2009,550LEA,COMP1Y,EDS,34,40
2009,550LEA,COMP1Y,FEM,163,62.21
2009,550LEA,COMP1Y,HI7,,27.27
2009,550LEA,COMP1Y,ELS,,33.33
2009,550LEA,COMP1Y,MALE,143,58.6
2009,550LEA,COMP1Y,MU7,6,75
2009,550LEA,COMP1Y,SWD,,
2009,550LEA,COMP1Y,WH7,283,62.19
2009,550LEA,NOCOMP1Y,AM7,,
2009,550LEA,NOCOMP1Y,AS7,,95
2009,550LEA,NOCOMP1Y,ALL,200,60.47
2009,550LEA,NOCOMP1Y,BL7,17,41.37
2009,550LEA,NOCOMP1Y,EDS,51,40
2009,550LEA,NOCOMP1Y,FEM,99,62.21
2009,550LEA,NOCOMP1Y,HI7,8,27.27
2009,550LEA,NOCOMP1Y,ELS,,33.33
2009,550LEA,NOCOMP1Y,MALE,101,58.6
2009,550LEA,NOCOMP1Y,MU7,,75
2009,550LEA,NOCOMP1Y,SWD,,
2009,550LEA,NOCOMP1Y,WH7,172,62.19
2009,55A000,COMP1Y,AM7,,
2009,55A000,COMP1Y,AS7,,
2009,55A000,COMP1Y,ALL,20,64.51
2009,55A000,COMP1Y,BL7,,95
2009,55A000,COMP1Y,EDS,,
2009,55A000,COMP1Y,FEM,8,57.14
2009,55A000,COMP1Y,HI7,,
2009,55A000,COMP1Y,ELS,,
2009,55A000,COMP1Y,MALE,12,70.58
2009,55A000,COMP1Y,MU7,,
2009,55A000,COMP1Y,SWD,,
2009,55A000,COMP1Y,WH7,19,63.33
2009,55A000,NOCOMP1Y,AM7,,
2009,55A000,NOCOMP1Y,AS7,,
2009,55A000,NOCOMP1Y,ALL,11,64.51
2009,55A000,NOCOMP1Y,BL7,,95
2009,55A000,NOCOMP1Y,EDS,,
2009,55A000,NOCOMP1Y,FEM,6,57.14
2009,55A000,NOCOMP1Y,HI7,,
2009,55A000,NOCOMP1Y,ELS,,
2009,55A000,NOCOMP1Y,MALE,5,70.58
2009,55A000,NOCOMP1Y,MU7,,
2009,55A000,NOCOMP1Y,SWD,,
2009,55A000,NOCOMP1Y,WH7,11,63.33
2009,560320,COMP1Y,AM7,,
2009,560320,COMP1Y,AS7,,95
2009,560320,COMP1Y,ALL,79,64.22
2009,560320,COMP1Y,BL7,,95
2009,560320,COMP1Y,EDS,13,48.14
2009,560320,COMP1Y,FEM,52,72.22
2009,560320,COMP1Y,HI7,,25
2009,560320,COMP1Y,ELS,,
2009,560320,COMP1Y,MALE,27,52.94
2009,560320,COMP1Y,MU7,,
2009,560320,COMP1Y,SWD,,
2009,560320,COMP1Y,WH7,76,64.95
2009,560320,NOCOMP1Y,AM7,,
2009,560320,NOCOMP1Y,AS7,,95
2009,560320,NOCOMP1Y,ALL,44,64.22
2009,560320,NOCOMP1Y,BL7,,95
2009,560320,NOCOMP1Y,EDS,14,48.14
2009,560320,NOCOMP1Y,FEM,20,72.22
2009,560320,NOCOMP1Y,HI7,,25
2009,560320,NOCOMP1Y,ELS,,
2009,560320,NOCOMP1Y,MALE,24,52.94
2009,560320,NOCOMP1Y,MU7,,
2009,560320,NOCOMP1Y,SWD,,
2009,560320,NOCOMP1Y,WH7,41,64.95
2009,560324,COMP1Y,AM7,,
2009,560324,COMP1Y,AS7,,
2009,560324,COMP1Y,ALL,10,62.5
2009,560324,COMP1Y,BL7,,
2009,560324,COMP1Y,EDS,,50
2009,560324,COMP1Y,FEM,,75
2009,560324,COMP1Y,HI7,,
2009,560324,COMP1Y,ELS,,
2009,560324,COMP1Y,MALE,7,58.33
2009,560324,COMP1Y,MU7,,
2009,560324,COMP1Y,SWD,,
2009,560324,COMP1Y,WH7,10,62.5
2009,560324,NOCOMP1Y,AM7,,
2009,560324,NOCOMP1Y,AS7,,
2009,560324,NOCOMP1Y,ALL,6,62.5
2009,560324,NOCOMP1Y,BL7,,
2009,560324,NOCOMP1Y,EDS,,50
2009,560324,NOCOMP1Y,FEM,,75
2009,560324,NOCOMP1Y,HI7,,
2009,560324,NOCOMP1Y,ELS,,
2009,560324,NOCOMP1Y,MALE,5,58.33
2009,560324,NOCOMP1Y,MU7,,
2009,560324,NOCOMP1Y,SWD,,
2009,560324,NOCOMP1Y,WH7,6,62.5
2009,560332,COMP1Y,AM7,,
2009,560332,COMP1Y,AS7,,
2009,560332,COMP1Y,ALL,6,40
2009,560332,COMP1Y,BL7,,
2009,560332,COMP1Y,EDS,5,41.66
2009,560332,COMP1Y,FEM,,66.66
2009,560332,COMP1Y,HI7,,
2009,560332,COMP1Y,ELS,,
2009,560332,COMP1Y,MALE,,22.22
2009,560332,COMP1Y,MU7,,
2009,560332,COMP1Y,SWD,,
2009,560332,COMP1Y,WH7,6,40
2009,560332,NOCOMP1Y,AM7,,
2009,560332,NOCOMP1Y,AS7,,
2009,560332,NOCOMP1Y,ALL,9,40
2009,560332,NOCOMP1Y,BL7,,
2009,560332,NOCOMP1Y,EDS,7,41.66
2009,560332,NOCOMP1Y,FEM,,66.66
