year,agency_code,target,pct_met,target_met,target_assign
2018,030308,Science Grades 5&8,100.0,3,3
2018,030316,Total Targets,100.0,8,8
2018,030316,Math Grades 3-8,100.0,3,3
2018,030316,Reading Grades 3-8,100.0,3,3
2018,030316,Science Grades 5&8,100.0,2,2
2018,030320,Total Targets,100.0,14,14
2018,030320,Math Grades 3-8,100.0,5,5
2018,030320,Reading Grades 3-8,100.0,5,5
2018,030320,Science Grades 5&8,100.0,4,4
2018,040304,The ACT,100.0,1,1
2018,040304,Total Targets,100.0,5,5
2018,040304,High School Math,100.0,1,1
2018,040304,English II,100.0,2,2
2018,040304,Biology,100.0,1,1
2018,040306,The ACT,100.0,4,4
2018,040306,Total Targets,100.0,20,20
2018,040306,High School Math,100.0,4,4
2018,040306,English II,100.0,4,4
2018,040306,Biology,100.0,4,4
2018,040306,ACT WorkKeys,100.0,4,4
2018,040308,Total Targets,100.0,8,8
2018,040308,Math Grades 3-8,100.0,4,4
2018,040308,Reading Grades 3-8,100.0,4,4
2018,040309,Total Targets,100.0,17,17
2018,040309,Math Grades 3-8,100.0,6,6
2018,040309,Reading Grades 3-8,100.0,6,6
2018,040309,Science Grades 5&8,100.0,5,5
2018,040311,Total Targets,100.0,6,6
2018,040311,Math Grades 3-8,100.0,3,3
2018,040311,Reading Grades 3-8,100.0,3,3
2018,040316,Total Targets,100.0,11,11
2018,040316,Math Grades 3-8,100.0,5,5
2018,040316,Reading Grades 3-8,100.0,5,5
2018,040316,Science Grades 5&8,100.0,1,1
2018,040324,Total Targets,100.0,7,7
2018,040324,Math Grades 3-8,100.0,3,3
2018,040324,Reading Grades 3-8,100.0,3,3
2018,040324,Science Grades 5&8,100.0,1,1
2018,040328,Total Targets,100.0,13,13
2018,040328,Math Grades 3-8,100.0,5,5
2018,040328,Reading Grades 3-8,100.0,5,5
2018,040328,Science Grades 5&8,100.0,3,3
2018,040330,Total Targets,100.0,9,9
2018,040330,Math Grades 3-8,100.0,3,3
2018,040330,Reading Grades 3-8,100.0,3,3
2018,040330,Science Grades 5&8,100.0,3,3
2018,050302,The ACT,100.0,3,3
2018,050302,Total Targets,93.8,15,16
2018,050302,High School Math,100.0,3,3
2018,050302,English II,100.0,4,4
2018,050302,Biology,66.7,2,3
2018,050302,ACT WorkKeys,100.0,3,3
2018,050305,Total Targets,100.0,14,14
2018,050305,Math Grades 3-8,100.0,5,5
2018,050305,Reading Grades 3-8,100.0,5,5
2018,050305,Science Grades 5&8,100.0,4,4
2018,050310,Total Targets,100.0,11,11
2018,050310,Math Grades 3-8,100.0,4,4
2018,050310,Reading Grades 3-8,100.0,4,4
2018,050310,Science Grades 5&8,100.0,3,3
2018,050330,Total Targets,100.0,15,15
2018,050330,Math Grades 3-8,100.0,6,6
2018,050330,Reading Grades 3-8,100.0,6,6
2018,050330,Science Grades 5&8,100.0,3,3
2018,050335,Total Targets,100.0,13,13
2018,050335,Math Grades 3-8,100.0,5,5
2018,050335,Reading Grades 3-8,100.0,5,5
2018,050335,Science Grades 5&8,100.0,3,3
2018,060302,The ACT,100.0,3,3
2018,060302,Total Targets,100.0,13,13
2018,060302,High School Math,100.0,3,3
2018,060302,English II,100.0,3,3
2018,060302,Biology,100.0,3,3
2018,060302,ACT WorkKeys,100.0,1,1
2018,060304,Total Targets,100.0,6,6
2018,060304,Math Grades 3-8,100.0,3,3
2018,060304,Reading Grades 3-8,100.0,3,3
2018,060310,Total Targets,100.0,9,9
2018,060310,Math Grades 3-8,100.0,3,3
2018,060310,Reading Grades 3-8,100.0,3,3
2018,060310,Science Grades 5&8,100.0,3,3
2018,060316,Total Targets,100.0,7,7
2018,060316,Math Grades 3-8,100.0,3,3
2018,060316,Reading Grades 3-8,100.0,3,3
2018,060316,Science Grades 5&8,100.0,1,1
2018,060318,Total Targets,100.0,15,15
2018,060318,Math Grades 3-8,100.0,6,6
2018,060318,Reading Grades 3-8,100.0,6,6
2018,060318,Science Grades 5&8,100.0,3,3
2018,060322,Total Targets,100.0,8,8
2018,060322,Math Grades 3-8,100.0,3,3
2018,060322,Reading Grades 3-8,100.0,3,3
2018,060322,Science Grades 5&8,100.0,2,2
2018,060328,Total Targets,100.0,15,15
2018,060328,Math Grades 3-8,100.0,6,6
2018,060328,Reading Grades 3-8,100.0,6,6
2018,060328,Science Grades 5&8,100.0,3,3
2018,060332,Total Targets,100.0,6,6
2018,060332,Math Grades 3-8,100.0,3,3
2018,060332,Reading Grades 3-8,100.0,3,3
2018,060700,The ACT,100.0,2,2
2018,060700,Total Targets,100.0,10,10
2018,060700,High School Math,100.0,2,2
2018,060700,English II,100.0,2,2
2018,060700,Biology,100.0,2,2
2018,060700,ACT WorkKeys,100.0,2,2
2018,06B000,Total Targets,100.0,4,4
2018,06B000,Math Grades 3-8,100.0,2,2
2018,06B000,Reading Grades 3-8,100.0,2,2
2018,070308,Total Targets,100.0,12,12
2018,070308,Math Grades 3-8,100.0,5,5
2018,070308,Reading Grades 3-8,100.0,5,5
2018,070308,Science Grades 5&8,100.0,2,2
2018,070311,The ACT,100.0,2,2
2018,070311,Total Targets,100.0,8,8
2018,070311,High School Math,100.0,2,2
2018,070311,English II,100.0,2,2
2018,070311,Biology,100.0,2,2
2018,070325,Total Targets,100.0,17,17
2018,070325,Math Grades 3-8,100.0,6,6
2018,070325,Reading Grades 3-8,100.0,6,6
2018,070325,Science Grades 5&8,100.0,5,5
2018,070326,Total Targets,100.0,8,8
2018,070326,Math Grades 3-8,100.0,4,4
2018,070326,Reading Grades 3-8,100.0,4,4
2018,070327,Total Targets,100.0,14,14
2018,070327,Math Grades 3-8,100.0,7,7
2018,070327,Reading Grades 3-8,100.0,7,7
2018,070328,Total Targets,100.0,21,21
2018,070328,Math Grades 3-8,100.0,7,7
2018,070328,Reading Grades 3-8,100.0,7,7
2018,070328,Science Grades 5&8,100.0,7,7
2018,070329,Total Targets,100.0,18,18
2018,070329,Math Grades 3-8,100.0,7,7
2018,070329,Reading Grades 3-8,100.0,7,7
2018,070329,Science Grades 5&8,100.0,4,4
2018,070330,The ACT,100.0,2,2
2018,070330,Total Targets,100.0,10,10
2018,070330,High School Math,100.0,2,2
2018,070330,English II,100.0,3,3
2018,070330,Biology,100.0,2,2
2018,070330,ACT WorkKeys,100.0,1,1
2018,070338,Total Targets,100.0,20,20
2018,070338,Math Grades 3-8,100.0,7,7
2018,070338,Reading Grades 3-8,100.0,7,7
2018,070338,Science Grades 5&8,100.0,6,6
2018,070339,The ACT,100.0,4,4
2018,070339,Total Targets,94.1,16,17
2018,070339,High School Math,100.0,4,4
2018,070339,English II,100.0,4,4
2018,070339,Biology,75.0,3,4
2018,070339,ACT WorkKeys,100.0,1,1
2018,070340,Total Targets,100.0,7,7
2018,070340,Math Grades 3-8,100.0,3,3
2018,070340,Reading Grades 3-8,100.0,3,3
2018,070340,Science Grades 5&8,100.0,1,1
2018,070342,The ACT,60.0,3,5
2018,070342,Total Targets,88.0,22,25
2018,070342,High School Math,100.0,5,5
2018,070342,English II,83.3,5,6
2018,070342,Biology,100.0,5,5
2018,070342,ACT WorkKeys,100.0,4,4
2018,07A000,Total Targets,100.0,8,8
2018,07A000,Math Grades 3-8,100.0,3,3
2018,07A000,Reading Grades 3-8,100.0,3,3
2018,07A000,Science Grades 5&8,100.0,2,2
2018,080311,The ACT,100.0,1,1
2018,080311,Total Targets,100.0,6,6
2018,080311,High School Math,100.0,2,2
2018,080311,English II,100.0,1,1
2018,080311,Biology,100.0,2,2
2018,080312,The ACT,100.0,3,3
2018,080312,Total Targets,100.0,15,15
2018,080312,High School Math,100.0,3,3
2018,080312,English II,100.0,3,3
2018,080312,Biology,100.0,3,3
2018,080312,ACT WorkKeys,100.0,3,3
2018,080314,Total Targets,100.0,13,13
2018,080314,Math Grades 3-8,100.0,5,5
2018,080314,Reading Grades 3-8,100.0,5,5
2018,080314,Science Grades 5&8,100.0,3,3
2018,080348,Total Targets,100.0,7,7
2018,080348,Math Grades 3-8,100.0,3,3
2018,080348,Reading Grades 3-8,100.0,3,3
2018,080348,Science Grades 5&8,100.0,1,1
2018,080356,Total Targets,100.0,8,8
2018,080356,Math Grades 3-8,100.0,3,3
2018,080356,Reading Grades 3-8,100.0,3,3
2018,080356,Science Grades 5&8,100.0,2,2
2018,080360,Total Targets,100.0,7,7
2018,080360,Math Grades 3-8,100.0,3,3
2018,080360,Reading Grades 3-8,100.0,3,3
2018,080360,Science Grades 5&8,100.0,1,1
2018,080362,Total Targets,100.0,11,11
2018,080362,Math Grades 3-8,100.0,4,4
2018,080362,Reading Grades 3-8,100.0,4,4
2018,080362,Science Grades 5&8,100.0,3,3
2018,08A000,Total Targets,100.0,6,6
2018,08A000,Math Grades 3-8,100.0,3,3
2018,08A000,Reading Grades 3-8,100.0,3,3
2018,090304,Total Targets,100.0,6,6
2018,090304,Math Grades 3-8,100.0,3,3
2018,090304,Reading Grades 3-8,100.0,3,3
2018,090315,Total Targets,100.0,15,15
2018,090315,Math Grades 3-8,100.0,6,6
2018,090315,Reading Grades 3-8,100.0,6,6
2018,090315,Science Grades 5&8,100.0,3,3
2018,090317,Total Targets,100.0,6,6
2018,090317,Math Grades 3-8,100.0,3,3
2018,090317,Reading Grades 3-8,100.0,3,3
2018,090318,Total Targets,100.0,4,4
2018,090318,Math Grades 3-8,100.0,2,2
2018,090318,Reading Grades 3-8,100.0,2,2
2018,090320,Total Targets,100.0,10,10
2018,090320,Math Grades 3-8,100.0,4,4
2018,090320,Reading Grades 3-8,100.0,4,4
2018,090320,Science Grades 5&8,100.0,2,2
2018,090324,Total Targets,100.0,10,10
2018,090324,Math Grades 3-8,100.0,5,5
2018,090324,Reading Grades 3-8,100.0,5,5
2018,090328,Total Targets,100.0,9,9
2018,090328,Math Grades 3-8,100.0,4,4
2018,090328,Reading Grades 3-8,100.0,4,4
2018,090328,Science Grades 5&8,100.0,1,1
2018,090330,The ACT,100.0,4,4
2018,090330,Total Targets,100.0,18,18
2018,090330,High School Math,100.0,4,4
2018,090330,English II,100.0,4,4
2018,090330,Biology,100.0,4,4
2018,090330,ACT WorkKeys,100.0,2,2
2018,090332,Total Targets,100.0,20,20
2018,090332,Math Grades 3-8,100.0,7,7
2018,090332,Reading Grades 3-8,100.0,7,7
2018,090332,Science Grades 5&8,100.0,6,6
2018,090333,Total Targets,100.0,10,10
2018,090333,Math Grades 3-8,100.0,5,5
2018,090333,Reading Grades 3-8,100.0,5,5
2018,090352,Total Targets,100.0,6,6
2018,090352,Math Grades 3-8,100.0,3,3
2018,090352,Reading Grades 3-8,100.0,3,3
2018,090365,Total Targets,100.0,20,20
2018,090365,Math Grades 3-8,100.0,7,7
2018,090365,Reading Grades 3-8,100.0,7,7
2018,090365,Science Grades 5&8,100.0,6,6
2018,090368,The ACT,100.0,5,5
2018,090368,Total Targets,100.0,25,25
2018,090368,High School Math,100.0,5,5
2018,090368,English II,100.0,5,5
2018,090368,Biology,100.0,5,5
2018,090368,ACT WorkKeys,100.0,5,5
2018,09A000,Total Targets,100.0,6,6
2018,09A000,Math Grades 3-8,100.0,3,3
2018,09A000,Reading Grades 3-8,100.0,3,3
2018,09B000,Total Targets,100.0,8,8
2018,09B000,Math Grades 3-8,100.0,3,3
2018,09B000,Reading Grades 3-8,100.0,3,3
2018,09B000,Science Grades 5&8,100.0,2,2
2018,100302,Total Targets,100.0,19,19
2018,100302,Math Grades 3-8,100.0,8,8
2018,100302,Reading Grades 3-8,100.0,8,8
2018,100302,Science Grades 5&8,100.0,3,3
2018,100304,Total Targets,100.0,11,11
2018,100304,Math Grades 3-8,100.0,4,4
2018,100304,Reading Grades 3-8,100.0,4,4
2018,100304,Science Grades 5&8,100.0,3,3
2018,100307,The ACT,100.0,2,2
2018,100307,Total Targets,100.0,9,9
2018,100307,High School Math,100.0,2,2
2018,100307,English II,100.0,3,3
2018,100307,Biology,100.0,2,2
2018,100309,Total Targets,100.0,15,15
2018,100309,Math Grades 3-8,100.0,6,6
2018,100309,Reading Grades 3-8,100.0,6,6
2018,100309,Science Grades 5&8,100.0,3,3
2018,100310,Total Targets,100.0,17,17
2018,100310,Math Grades 3-8,100.0,7,7
2018,100310,Reading Grades 3-8,100.0,7,7
2018,100310,Science Grades 5&8,100.0,3,3
2018,100316,Total Targets,100.0,22,22
2018,100316,Math Grades 3-8,100.0,8,8
2018,100316,Reading Grades 3-8,100.0,8,8
2018,100316,Science Grades 5&8,100.0,6,6
2018,100320,Total Targets,100.0,18,18
2018,100320,Math Grades 3-8,100.0,7,7
2018,100320,Reading Grades 3-8,100.0,7,7
2018,100320,Science Grades 5&8,100.0,4,4
2018,100326,The ACT,100.0,4,4
2018,100326,Total Targets,100.0,23,23
2018,100326,High School Math,100.0,5,5
2018,100326,English II,100.0,6,6
2018,100326,Biology,100.0,5,5
2018,100326,ACT WorkKeys,100.0,3,3
2018,100332,Total Targets,100.0,18,18
2018,100332,Math Grades 3-8,100.0,7,7
2018,100332,Reading Grades 3-8,100.0,7,7
2018,100332,Science Grades 5&8,100.0,4,4
2018,100334,The ACT,66.7,2,3
2018,100334,Total Targets,93.8,15,16
2018,100334,High School Math,100.0,3,3
2018,100334,English II,100.0,4,4
2018,100334,Biology,100.0,3,3
2018,100334,ACT WorkKeys,100.0,3,3
2018,100335,Total Targets,100.0,17,17
2018,100335,Math Grades 3-8,100.0,7,7
2018,100335,Reading Grades 3-8,100.0,7,7
2018,100335,Science Grades 5&8,100.0,3,3
2018,100336,Total Targets,100.0,11,11
2018,100336,Math Grades 3-8,100.0,4,4
2018,100336,Reading Grades 3-8,100.0,4,4
2018,100336,Science Grades 5&8,100.0,3,3
2018,100338,Total Targets,100.0,16,16
2018,100338,Math Grades 3-8,100.0,6,6
2018,100338,Reading Grades 3-8,100.0,6,6
2018,100338,Science Grades 5&8,100.0,4,4
2018,100339,Total Targets,100.0,13,13
2018,100339,Math Grades 3-8,100.0,5,5
2018,100339,Reading Grades 3-8,100.0,5,5
2018,100339,Science Grades 5&8,100.0,3,3
2018,100340,Total Targets,100.0,17,17
2018,100340,Math Grades 3-8,100.0,7,7
2018,100340,Reading Grades 3-8,100.0,7,7
2018,100340,Science Grades 5&8,100.0,3,3
2018,100342,Total Targets,100.0,13,13
2018,100342,Math Grades 3-8,100.0,5,5
2018,100342,Reading Grades 3-8,100.0,5,5
2018,100342,Science Grades 5&8,100.0,3,3
2018,100344,Total Targets,100.0,17,17
2018,100344,Math Grades 3-8,100.0,7,7
2018,100344,Reading Grades 3-8,100.0,7,7
2018,100344,Science Grades 5&8,100.0,3,3
2018,100348,The ACT,100.0,6,6
2018,100348,Total Targets,100.0,27,27
2018,100348,High School Math,100.0,6,6
2018,100348,English II,100.0,6,6
2018,100348,Biology,100.0,6,6
2018,100348,ACT WorkKeys,100.0,3,3
2018,10A000,Total Targets,100.0,16,16
2018,10A000,Math Grades 3-8,100.0,7,7
2018,10A000,Reading Grades 3-8,100.0,7,7
2018,10A000,Science Grades 5&8,100.0,2,2
2018,10B000,Total Targets,100.0,4,4
2018,10B000,Math Grades 3-8,100.0,2,2
2018,10B000,Reading Grades 3-8,100.0,2,2
2018,110303,The ACT,100.0,2,2
2018,110303,Total Targets,100.0,2,2
2018,110304,The ACT,100.0,4,4
2018,110304,Total Targets,100.0,20,20
2018,110304,High School Math,100.0,4,4
2018,110304,English II,100.0,5,5
2018,110304,Biology,100.0,4,4
2018,110304,ACT WorkKeys,100.0,3,3
2018,110306,Total Targets,100.0,19,19
2018,110306,Math Grades 3-8,100.0,8,8
2018,110306,Reading Grades 3-8,100.0,8,8
2018,110306,Science Grades 5&8,100.0,3,3
2018,110308,Total Targets,100.0,6,6
2018,110308,Math Grades 3-8,100.0,3,3
2018,110308,Reading Grades 3-8,100.0,3,3
2018,110318,Total Targets,100.0,11,11
2018,110318,Math Grades 3-8,100.0,4,4
2018,110318,Reading Grades 3-8,100.0,4,4
2018,110318,Science Grades 5&8,100.0,3,3
2018,110320,Total Targets,100.0,6,6
2018,110320,Math Grades 3-8,100.0,3,3
2018,110320,Reading Grades 3-8,100.0,3,3
2018,110322,The ACT,100.0,2,2
2018,110322,Total Targets,100.0,8,8
2018,110322,High School Math,100.0,2,2
2018,110322,English II,100.0,2,2
2018,110322,Biology,100.0,2,2
2018,110323,The ACT,0.0,0,2
2018,110323,Total Targets,0.0,0,2
2018,110324,Total Targets,100.0,10,10
2018,110324,Math Grades 3-8,100.0,5,5
2018,110324,Reading Grades 3-8,100.0,5,5
2018,110326,Total Targets,100.0,14,14
2018,110326,Math Grades 3-8,100.0,5,5
2018,110326,Reading Grades 3-8,100.0,5,5
2018,110326,Science Grades 5&8,100.0,4,4
2018,110332,Total Targets,100.0,10,10
2018,110332,Math Grades 3-8,100.0,4,4
2018,110332,Reading Grades 3-8,100.0,4,4
2018,110332,Science Grades 5&8,100.0,2,2
2018,110336,The ACT,100.0,3,3
2018,110336,Total Targets,100.0,14,14
2018,110336,High School Math,100.0,3,3
