year,agency_code,career_cluster,num_concentrators
2018,040306,ARCH,19
2018,040306,AAVC,1
2018,040306,BMA,0
2018,040306,EDUC,0
2018,040306,FINA,0
2018,040306,HLTH,0
2018,040306,HOSP,7
2018,040306,HUMA,0
2018,040306,INFO,0
2018,040306,LAW,1
2018,040306,MANU,0
2018,040306,MRKT,0
2018,040306,STEM,0
2018,040306,TRAN,6
2018,050302,AGNR,20
2018,050302,ARCH,22
2018,050302,AAVC,0
2018,050302,BMA,2
2018,050302,EDUC,0
2018,050302,FINA,0
2018,050302,HLTH,22
2018,050302,HOSP,3
2018,050302,HUMA,7
2018,050302,INFO,2
2018,050302,LAW,11
2018,050302,MANU,11
2018,050302,MRKT,0
2018,050302,STEM,6
2018,050302,TRAN,19
2018,55A000,AGNR,0
2018,55A000,ARCH,0
2018,55A000,AAVC,0
2018,55A000,BMA,1
2018,55A000,EDUC,0
2018,55A000,FINA,0
2018,55A000,HLTH,0
2018,55A000,HOSP,0
2018,55A000,HUMA,0
2018,55A000,INFO,0
2018,55A000,LAW,0
2018,55A000,MANU,0
2018,55A000,MRKT,0
2018,55A000,STEM,0
2018,55A000,TRAN,0
2018,60D000,AGNR,0
2018,60D000,ARCH,0
2018,60D000,AAVC,0
2018,60D000,BMA,0
2018,60D000,EDUC,0
2018,60D000,FINA,0
2018,60D000,HLTH,0
2018,60D000,HOSP,0
2018,60D000,HUMA,0
2018,60D000,INFO,0
2018,60D000,LAW,1
2018,60D000,MANU,0
2018,60D000,MRKT,0
2018,60D000,STEM,0
2018,60D000,TRAN,0
2018,60G000,AGNR,0
2018,60G000,ARCH,1
2018,60G000,AAVC,0
2018,60G000,BMA,1
2018,60G000,EDUC,0
2018,60G000,FINA,0
2018,60G000,HLTH,0
2018,60G000,HOSP,0
2018,60G000,HUMA,0
2018,60G000,INFO,0
2018,60G000,LAW,0
2018,60G000,MANU,0
2018,60G000,MRKT,0
2018,60G000,STEM,0
2018,60G000,TRAN,0
2018,060302,AGNR,21
2018,060302,ARCH,0
2018,060302,AAVC,0
2018,060302,BMA,7
2018,060302,EDUC,0
2018,060302,FINA,2
2018,060302,HLTH,7
2018,060302,HOSP,7
2018,060302,HUMA,4
2018,060302,INFO,0
2018,060302,LAW,5
2018,060302,MANU,22
2018,060302,MRKT,0
2018,060302,STEM,4
2018,060302,TRAN,0
2018,060334,AGNR,1
2018,060334,ARCH,0
2018,060334,AAVC,0
2018,060334,BMA,0
2018,060334,EDUC,0
2018,060334,FINA,0
2018,060334,HLTH,0
2018,060334,HOSP,0
2018,060334,HUMA,0
2018,060334,INFO,1
2018,060334,LAW,0
2018,060334,MANU,1
2018,060334,MRKT,0
2018,060334,STEM,0
2018,060334,TRAN,0
2018,060700,AGNR,2
2018,060700,ARCH,0
2018,060700,AAVC,0
2018,060700,BMA,1
2018,060700,EDUC,0
2018,060700,FINA,0
2018,060700,HLTH,1
2018,060700,HOSP,0
2018,060700,HUMA,0
2018,060700,INFO,0
2018,060700,LAW,1
2018,060700,MANU,2
2018,060700,MRKT,0
2018,060700,STEM,3
2018,060700,TRAN,0
2018,66A000,AGNR,0
2018,66A000,ARCH,0
2018,66A000,AAVC,0
2018,66A000,BMA,0
2018,66A000,EDUC,0
2018,66A000,FINA,0
2018,66A000,HLTH,0
2018,66A000,HOSP,0
2018,66A000,HUMA,0
2018,66A000,INFO,1
2018,66A000,LAW,0
2018,66A000,MANU,0
2018,66A000,MRKT,0
2018,66A000,STEM,0
2018,66A000,TRAN,0
2018,69A000,AGNR,0
2018,69A000,ARCH,0
2018,69A000,AAVC,0
2018,69A000,BMA,0
2018,69A000,EDUC,0
2018,69A000,FINA,0
2018,69A000,HLTH,0
2018,69A000,HOSP,0
2018,69A000,HUMA,0
2018,69A000,INFO,0
2018,69A000,LAW,0
2018,69A000,MANU,7
2018,69A000,MRKT,0
2018,69A000,STEM,0
2018,69A000,TRAN,0
2018,070310,AGNR,1
2018,070310,ARCH,2
2018,070310,AAVC,0
2018,070310,BMA,0
2018,070310,EDUC,0
2018,070310,FINA,0
2018,070310,HLTH,0
2018,070310,HOSP,2
2018,070310,HUMA,0
2018,070310,INFO,0
2018,070310,LAW,0
2018,070310,MANU,1
2018,070310,MRKT,0
2018,070310,STEM,0
2018,070310,TRAN,0
2018,070311,AGNR,0
2018,070311,ARCH,0
2018,070311,AAVC,0
2018,070311,BMA,0
2018,070311,EDUC,0
2018,070311,FINA,0
2018,070311,HLTH,0
2018,070311,HOSP,0
2018,070311,HUMA,0
2018,070311,INFO,1
2018,070311,LAW,0
2018,070311,MANU,0
2018,070311,MRKT,0
2018,070311,STEM,0
2018,070311,TRAN,0
2018,070330,AGNR,16
2018,070330,ARCH,12
2018,070330,AAVC,0
2018,070330,BMA,1
2018,070330,EDUC,0
2018,070330,FINA,2
2018,070330,HLTH,8
2018,070330,HOSP,9
2018,070330,HUMA,0
2018,070330,INFO,12
2018,070330,LAW,0
2018,070330,MANU,1
2018,070330,MRKT,0
2018,070330,STEM,5
2018,070330,TRAN,5
2018,070339,AGNR,16
2018,070339,ARCH,11
2018,070339,AAVC,0
2018,070339,BMA,0
2018,070339,EDUC,0
2018,070339,FINA,2
2018,070339,HLTH,11
2018,070339,HOSP,3
2018,070339,HUMA,0
2018,070339,INFO,0
2018,070339,LAW,8
2018,070339,MANU,10
2018,070339,MRKT,0
2018,070339,STEM,0
2018,070339,TRAN,1
2018,070342,AGNR,19
2018,070342,ARCH,12
2018,070342,AAVC,0
2018,070342,BMA,9
2018,070342,EDUC,0
2018,070342,FINA,0
2018,070342,HLTH,11
2018,070342,HOSP,10
2018,070342,HUMA,1
2018,070342,INFO,7
2018,070342,LAW,3
2018,070342,MANU,3
2018,070342,MRKT,2
2018,070342,STEM,0
2018,070342,TRAN,0
2018,84B000,AGNR,0
2018,84B000,ARCH,1
2018,84B000,AAVC,0
2018,84B000,BMA,0
2018,84B000,EDUC,0
2018,84B000,FINA,0
2018,84B000,HLTH,0
2018,84B000,HOSP,0
2018,84B000,HUMA,0
2018,84B000,INFO,0
2018,84B000,LAW,0
2018,84B000,MANU,0
2018,84B000,MRKT,0
2018,84B000,STEM,0
2018,84B000,TRAN,0
2018,080311,AGNR,14
2018,080311,ARCH,0
2018,080311,AAVC,0
2018,080311,BMA,0
2018,080311,EDUC,0
2018,080311,FINA,0
2018,080311,HLTH,0
2018,080311,HOSP,0
2018,080311,HUMA,0
2018,080311,INFO,0
2018,080311,LAW,0
2018,080311,MANU,0
2018,080311,MRKT,0
2018,080311,STEM,0
2018,080311,TRAN,0
2018,080312,AGNR,11
2018,080312,ARCH,7
2018,080312,AAVC,14
2018,080312,BMA,6
2018,080312,EDUC,0
2018,080312,FINA,0
2018,080312,HLTH,2
2018,080312,HOSP,3
2018,080312,HUMA,1
2018,080312,INFO,0
2018,080312,LAW,10
2018,080312,MANU,11
2018,080312,MRKT,1
2018,080312,STEM,0
2018,080312,TRAN,1
2018,90A000,AGNR,0
2018,90A000,ARCH,0
2018,90A000,AAVC,3
2018,90A000,BMA,0
2018,90A000,EDUC,0
2018,90A000,FINA,0
2018,90A000,HLTH,0
2018,90A000,HOSP,0
2018,90A000,HUMA,0
2018,90A000,INFO,0
2018,90A000,LAW,3
2018,90A000,MANU,3
2018,90A000,MRKT,0
2018,90A000,STEM,0
2018,90A000,TRAN,0
2018,92F000,AGNR,0
2018,92F000,ARCH,0
2018,92F000,AAVC,0
2018,92F000,BMA,0
2018,92F000,EDUC,0
2018,92F000,FINA,0
2018,92F000,HLTH,0
2018,92F000,HOSP,0
2018,92F000,HUMA,0
2018,92F000,INFO,0
2018,92F000,LAW,0
2018,92F000,MANU,0
2018,92F000,MRKT,1
2018,92F000,STEM,0
2018,92F000,TRAN,0
2018,090330,AGNR,38
2018,090330,ARCH,28
2018,090330,AAVC,6
2018,090330,BMA,10
2018,090330,EDUC,0
2018,090330,FINA,0
2018,090330,HLTH,23
2018,090330,HOSP,7
2018,090330,HUMA,3
2018,090330,INFO,15
2018,090330,LAW,8
2018,090330,MANU,11
2018,090330,MRKT,4
2018,090330,STEM,0
2018,090330,TRAN,7
2018,090368,AGNR,91
2018,090368,ARCH,17
2018,090368,AAVC,5
2018,090368,BMA,7
2018,090368,EDUC,0
2018,090368,FINA,0
2018,090368,HLTH,48
2018,090368,HOSP,19
2018,090368,HUMA,1
2018,090368,INFO,6
2018,090368,LAW,10
2018,090368,MANU,29
2018,090368,MRKT,1
2018,090368,STEM,0
2018,090368,TRAN,0
2018,92P000,AGNR,0
2018,92P000,ARCH,0
2018,92P000,AAVC,0
2018,92P000,BMA,2
2018,92P000,EDUC,0
2018,92P000,FINA,0
2018,92P000,HLTH,0
2018,92P000,HOSP,0
2018,92P000,HUMA,0
2018,92P000,INFO,0
2018,92P000,LAW,0
2018,92P000,MANU,0
2018,92P000,MRKT,0
2018,92P000,STEM,0
2018,92P000,TRAN,0
2018,100307,AGNR,0
2018,100307,ARCH,0
2018,100307,AAVC,0
2018,100307,BMA,0
2018,100307,EDUC,0
2018,100307,FINA,0
2018,100307,HLTH,0
2018,100307,HOSP,0
2018,100307,HUMA,0
2018,100307,INFO,1
2018,100307,LAW,0
2018,100307,MANU,0
2018,100307,MRKT,0
2018,100307,STEM,0
2018,100307,TRAN,0
2018,100308,AGNR,0
2018,100308,ARCH,5
2018,100308,AAVC,0
2018,100308,BMA,0
2018,100308,EDUC,0
2018,100308,FINA,0
2018,100308,HLTH,0
2018,100308,HOSP,5
2018,100308,HUMA,0
2018,100308,INFO,1
2018,100308,LAW,0
2018,100308,MANU,0
2018,100308,MRKT,0
2018,100308,STEM,0
2018,100308,TRAN,0
2018,100326,AGNR,36
2018,100326,ARCH,24
2018,100326,AAVC,2
2018,100326,BMA,0
2018,100326,EDUC,0
2018,100326,FINA,1
2018,100326,HLTH,6
2018,100326,HOSP,8
2018,100326,HUMA,3
2018,100326,INFO,7
2018,100326,LAW,0
2018,100326,MANU,1
2018,100326,MRKT,0
2018,100326,STEM,1
2018,100326,TRAN,0
2018,100334,AGNR,31
2018,100334,ARCH,39
2018,100334,AAVC,0
2018,100334,BMA,29
2018,100334,EDUC,0
2018,100334,FINA,1
2018,100334,HLTH,11
2018,100334,HOSP,24
2018,100334,HUMA,4
2018,100334,INFO,3
2018,100334,LAW,0
2018,100334,MANU,4
2018,100334,MRKT,29
2018,100334,STEM,1
2018,100334,TRAN,12
2018,100348,AGNR,37
2018,100348,ARCH,18
2018,100348,AAVC,1
2018,100348,BMA,26
2018,100348,EDUC,0
2018,100348,FINA,2
2018,100348,HLTH,53
2018,100348,HOSP,25
2018,100348,HUMA,1
2018,100348,INFO,24
2018,100348,LAW,0
2018,100348,MANU,5
2018,100348,MRKT,11
2018,100348,STEM,0
2018,100348,TRAN,14
2018,60I000,AGNR,0
2018,60I000,ARCH,0
2018,60I000,AAVC,0
2018,60I000,BMA,0
2018,60I000,EDUC,0
2018,60I000,FINA,0
2018,60I000,HLTH,0
2018,60I000,HOSP,0
2018,60I000,HUMA,0
2018,60I000,INFO,0
2018,60I000,LAW,0
2018,60I000,MANU,0
2018,60I000,MRKT,0
2018,60I000,STEM,1
2018,60I000,TRAN,0
2018,110303,AGNR,5
2018,110303,ARCH,1
2018,110303,AAVC,0
2018,110303,BMA,1
2018,110303,EDUC,0
2018,110303,FINA,0
2018,110303,HLTH,1
2018,110303,HOSP,0
2018,110303,HUMA,0
2018,110303,INFO,0
2018,110303,LAW,1
2018,110303,MANU,1
2018,110303,MRKT,0
2018,110303,STEM,0
2018,110303,TRAN,0
2018,110304,AGNR,30
2018,110304,ARCH,17
2018,110304,AAVC,21
2018,110304,BMA,17
2018,110304,EDUC,0
2018,110304,FINA,0
2018,110304,HLTH,33
2018,110304,HOSP,14
2018,110304,HUMA,14
2018,110304,INFO,4
2018,110304,LAW,67
2018,110304,MANU,0
2018,110304,MRKT,7
2018,110304,STEM,25
2018,110304,TRAN,10
2018,110323,AGNR,1
2018,110323,ARCH,5
2018,110323,AAVC,1
2018,110323,BMA,0
2018,110323,EDUC,0
2018,110323,FINA,0
2018,110323,HLTH,3
2018,110323,HOSP,0
2018,110323,HUMA,1
2018,110323,INFO,1
2018,110323,LAW,1
2018,110323,MANU,1
2018,110323,MRKT,0
2018,110323,STEM,1
2018,110323,TRAN,0
2018,110336,AGNR,27
2018,110336,ARCH,15
2018,110336,AAVC,1
2018,110336,BMA,4
2018,110336,EDUC,0
2018,110336,FINA,0
2018,110336,HLTH,22
2018,110336,HOSP,15
2018,110336,HUMA,0
2018,110336,INFO,19
2018,110336,LAW,5
2018,110336,MANU,0
2018,110336,MRKT,0
2018,110336,STEM,3
2018,110336,TRAN,0
2018,110340,AGNR,55
2018,110340,ARCH,41
2018,110340,AAVC,0
2018,110340,BMA,9
2018,110340,EDUC,0
2018,110340,FINA,0
2018,110340,HLTH,41
2018,110340,HOSP,48
2018,110340,HUMA,12
2018,110340,INFO,0
2018,110340,LAW,33
2018,110340,MANU,0
2018,110340,MRKT,14
2018,110340,STEM,0
2018,110340,TRAN,2
2018,110352,AGNR,43
2018,110352,ARCH,19
2018,110352,AAVC,22
2018,110352,BMA,2
2018,110352,EDUC,0
2018,110352,FINA,7
2018,110352,HLTH,37
2018,110352,HOSP,11
2018,110352,HUMA,0
2018,110352,INFO,14
2018,110352,LAW,14
2018,110352,MANU,1
2018,110352,MRKT,1
2018,110352,STEM,0
2018,110352,TRAN,6
2018,110380,AGNR,40
2018,110380,ARCH,61
2018,110380,AAVC,0
2018,110380,BMA,10
2018,110380,EDUC,0
2018,110380,FINA,0
2018,110380,HLTH,30
2018,110380,HOSP,1
2018,110380,HUMA,0
2018,110380,INFO,15
2018,110380,LAW,16
2018,110380,MANU,13
2018,110380,MRKT,6
2018,110380,STEM,0
2018,110380,TRAN,0
2018,110416,AGNR,20
2018,110416,ARCH,5
2018,110416,AAVC,6
2018,110416,BMA,2
2018,110416,EDUC,0
2018,110416,FINA,0
2018,110416,HLTH,27
2018,110416,HOSP,15
2018,110416,HUMA,2
2018,110416,INFO,7
2018,110416,LAW,75
2018,110416,MANU,3
2018,110416,MRKT,4
2018,110416,STEM,0
2018,110416,TRAN,5
2018,111302,AGNR,1
2018,111302,ARCH,0
2018,111302,AAVC,3
2018,111302,BMA,3
2018,111302,EDUC,0
2018,111302,FINA,2
2018,111302,HLTH,7
2018,111302,HOSP,10
2018,111302,HUMA,9
2018,111302,INFO,1
2018,111302,LAW,9
2018,111302,MANU,7
2018,111302,MRKT,0
2018,111302,STEM,0
2018,111302,TRAN,0
2018,111700,AGNR,0
2018,111700,ARCH,0
2018,111700,AAVC,0
2018,111700,BMA,0
2018,111700,EDUC,0
2018,111700,FINA,0
2018,111700,HLTH,4
2018,111700,HOSP,3
2018,111700,HUMA,1
2018,111700,INFO,0
2018,111700,LAW,3
2018,111700,MANU,8
2018,111700,MRKT,0
2018,111700,STEM,0
2018,111700,TRAN,0
2018,73B000,AGNR,0
2018,73B000,ARCH,0
2018,73B000,AAVC,0
2018,73B000,BMA,1
2018,73B000,EDUC,0
2018,73B000,FINA,0
2018,73B000,HLTH,4
2018,73B000,HOSP,1
2018,73B000,HUMA,0
2018,73B000,INFO,0
2018,73B000,LAW,0
2018,73B000,MANU,0
2018,73B000,MRKT,0
2018,73B000,STEM,0
2018,73B000,TRAN,0
2018,60K000,AGNR,0
2018,60K000,ARCH,0
2018,60K000,AAVC,1
2018,60K000,BMA,0
2018,60K000,EDUC,0
2018,60K000,FINA,0
2018,60K000,HLTH,0
2018,60K000,HOSP,1
2018,60K000,HUMA,0
2018,60K000,INFO,0
2018,60K000,LAW,0
2018,60K000,MANU,0
2018,60K000,MRKT,2
2018,60K000,STEM,1
2018,60K000,TRAN,1
2018,32L000,AGNR,0
2018,32L000,ARCH,0
2018,32L000,AAVC,0
2018,32L000,BMA,7
2018,32L000,EDUC,0
2018,32L000,FINA,0
2018,32L000,HLTH,0
2018,32L000,HOSP,11
2018,32L000,HUMA,0
2018,32L000,INFO,0
2018,32L000,LAW,0
2018,32L000,MANU,0
2018,32L000,MRKT,7
2018,32L000,STEM,0
2018,32L000,TRAN,0
2018,120308,AGNR,0
2018,120308,ARCH,1
2018,120308,AAVC,0
2018,120308,BMA,0
2018,120308,EDUC,0
2018,120308,FINA,0
2018,120308,HLTH,0
2018,120308,HOSP,0
2018,120308,HUMA,0
2018,120308,INFO,0
2018,120308,LAW,0
2018,120308,MANU,0
2018,120308,MRKT,0
2018,120308,STEM,1
2018,120308,TRAN,1
2018,120310,AGNR,0
2018,120310,ARCH,0
2018,120310,AAVC,0
2018,120310,BMA,2
2018,120310,EDUC,0
2018,120310,FINA,1
2018,120310,HLTH,0
2018,120310,HOSP,0
2018,120310,HUMA,0
2018,120310,INFO,0
2018,120310,LAW,1
2018,120310,MANU,0
2018,120310,MRKT,0
2018,120310,STEM,0
2018,120310,TRAN,0
2018,120314,AGNR,18
2018,120314,ARCH,28
2018,120314,AAVC,6
2018,120314,BMA,3
2018,120314,EDUC,0
2018,120314,FINA,0
2018,120314,HLTH,14
2018,120314,HOSP,7
2018,120314,HUMA,5
2018,120314,INFO,3
2018,120314,LAW,0
2018,120314,MANU,1
2018,120314,MRKT,0
2018,120314,STEM,0
2018,120314,TRAN,0
2018,120318,AGNR,11
2018,120318,ARCH,12
2018,120318,AAVC,3
2018,120318,BMA,2
2018,120318,EDUC,0
2018,120318,FINA,0
2018,120318,HLTH,20
2018,120318,HOSP,5
2018,120318,HUMA,0
2018,120318,INFO,5
2018,120318,LAW,1
2018,120318,MANU,6
2018,120318,MRKT,0
2018,120318,STEM,0
2018,120318,TRAN,3
2018,120346,AGNR,8
2018,120346,ARCH,7
2018,120346,AAVC,7
2018,120346,BMA,1
2018,120346,EDUC,0
2018,120346,FINA,0
2018,120346,HLTH,13
2018,120346,HOSP,7
2018,120346,HUMA,1
2018,120346,INFO,9
2018,120346,LAW,3
2018,120346,MANU,1
2018,120346,MRKT,0
2018,120346,STEM,0
2018,120346,TRAN,0
2018,120370,AGNR,6
2018,120370,ARCH,8
2018,120370,AAVC,3
2018,120370,BMA,0
2018,120370,EDUC,0
2018,120370,FINA,0
2018,120370,HLTH,13
2018,120370,HOSP,11
2018,120370,HUMA,0
2018,120370,INFO,4
2018,120370,LAW,7
2018,120370,MANU,1
2018,120370,MRKT,0
2018,120370,STEM,0
2018,120370,TRAN,8
2018,36C000,AGNR,0
2018,36C000,ARCH,0
2018,36C000,AAVC,0
2018,36C000,BMA,4
2018,36C000,EDUC,0
2018,36C000,FINA,0
2018,36C000,HLTH,0
2018,36C000,HOSP,0
2018,36C000,HUMA,0
2018,36C000,INFO,0
2018,36C000,LAW,0
2018,36C000,MANU,0
2018,36C000,MRKT,4
2018,36C000,STEM,0
2018,36C000,TRAN,0
2018,130307,AGNR,37
2018,130307,ARCH,26
2018,130307,AAVC,0
2018,130307,BMA,25
2018,130307,EDUC,0
2018,130307,FINA,0
2018,130307,HLTH,21
2018,130307,HOSP,36
2018,130307,HUMA,2
2018,130307,INFO,36
2018,130307,LAW,0
2018,130307,MANU,2
2018,130307,MRKT,13
2018,130307,STEM,12
2018,130307,TRAN,7
2018,130310,AGNR,76
2018,130310,ARCH,38
2018,130310,AAVC,4
2018,130310,BMA,13
2018,130310,EDUC,0
2018,130310,FINA,2
2018,130310,HLTH,27
2018,130310,HOSP,16
2018,130310,HUMA,2
2018,130310,INFO,7
2018,130310,LAW,0
2018,130310,MANU,1
2018,130310,MRKT,3
2018,130310,STEM,43
2018,130310,TRAN,1
2018,130314,AGNR,22
2018,130314,ARCH,12
2018,130314,AAVC,0
2018,130314,BMA,8
2018,130314,EDUC,0
2018,130314,FINA,0
2018,130314,HLTH,42
2018,130314,HOSP,41
2018,130314,HUMA,1
2018,130314,INFO,5
2018,130314,LAW,29
2018,130314,MANU,0
2018,130314,MRKT,4
2018,130314,STEM,0
2018,130314,TRAN,0
2018,130316,AGNR,36
2018,130316,ARCH,25
2018,130316,AAVC,11
2018,130316,BMA,6
2018,130316,EDUC,0
2018,130316,FINA,0
2018,130316,HLTH,24
2018,130316,HOSP,24
2018,130316,HUMA,7
2018,130316,INFO,7
2018,130316,LAW,1
2018,130316,MANU,3
2018,130316,MRKT,1
2018,130316,STEM,14
2018,130316,TRAN,10
2018,130317,AGNR,1
2018,130317,ARCH,0
2018,130317,AAVC,0
2018,130317,BMA,0
2018,130317,EDUC,0
2018,130317,FINA,0
2018,130317,HLTH,0
2018,130317,HOSP,0
2018,130317,HUMA,0
2018,130317,INFO,0
2018,130317,LAW,0
2018,130317,MANU,0
2018,130317,MRKT,0
2018,130317,STEM,0
2018,130317,TRAN,0
2018,130324,AGNR,35
2018,130324,ARCH,5
2018,130324,AAVC,9
2018,130324,BMA,0
2018,130324,EDUC,0
2018,130324,FINA,0
2018,130324,HLTH,24
2018,130324,HOSP,7
2018,130324,HUMA,4
2018,130324,INFO,6
2018,130324,LAW,3
2018,130324,MANU,0
2018,130324,MRKT,0
2018,130324,STEM,0
2018,130324,TRAN,6
2018,130326,AGNR,72
2018,130326,ARCH,13
2018,130326,AAVC,20
2018,130326,BMA,9
2018,130326,EDUC,0
2018,130326,FINA,0
2018,130326,HLTH,39
2018,130326,HOSP,27
2018,130326,HUMA,8
2018,130326,INFO,5
2018,130326,LAW,1
2018,130326,MANU,6
2018,130326,MRKT,5
2018,130326,STEM,10
2018,130326,TRAN,22
2018,130332,AGNR,25
2018,130332,ARCH,11
2018,130332,AAVC,6
2018,130332,BMA,11
2018,130332,EDUC,0
2018,130332,FINA,1
2018,130332,HLTH,64
2018,130332,HOSP,25
2018,130332,HUMA,5
2018,130332,INFO,16
2018,130332,LAW,1
2018,130332,MANU,4
2018,130332,MRKT,3
2018,130332,STEM,23
2018,130332,TRAN,16
2018,130333,AGNR,6
2018,130333,ARCH,5
2018,130333,AAVC,2
2018,130333,BMA,21
2018,130333,EDUC,0
2018,130333,FINA,0
2018,130333,HLTH,4
2018,130333,HOSP,1
2018,130333,HUMA,0
2018,130333,INFO,1
2018,130333,LAW,0
2018,130333,MANU,0
2018,130333,MRKT,2
2018,130333,STEM,0
2018,130333,TRAN,0
2018,132304,AGNR,19
2018,132304,ARCH,28
2018,132304,AAVC,19
2018,132304,BMA,18
2018,132304,EDUC,0
2018,132304,FINA,0
