year,agency_code,total_nbpts_num,category_code,nbpts_num
2014,200322,14288,T,1
2014,200324,14288,E,9
2014,200328,14288,H,8
2014,200330,14288,M,7
2014,200332,14288,E,3
2014,200336,14288,I,4
2014,200350,14288,H,
2014,200LEA,14288,E,5
2014,200LEA,14288,H,6
2014,200LEA,14288,I,4
2014,200LEA,14288,M,7
2014,200LEA,14288,T,1
2014,20A000,14288,I,
2014,210304,14288,M,14
2014,210306,14288,E,15
2014,210312,14288,H,14
2014,210316,14288,E,8
2014,210LEA,14288,E,12
2014,210LEA,14288,H,14
2014,210LEA,14288,M,14
2014,220308,14288,E,8
2014,220310,14288,H,13
2014,220312,14288,M,4
2014,220LEA,14288,E,8
2014,220LEA,14288,H,13
2014,220LEA,14288,M,4
2014,230304,14288,E,6
2014,230308,14288,E,11
2014,230312,14288,H,16
2014,230316,14288,M,9
2014,230320,14288,E,3
2014,230322,14288,H,2
2014,230324,14288,H,28
2014,230328,14288,M,13
2014,230330,14288,T,3
2014,230334,14288,E,3
2014,230336,14288,M,9
2014,230340,14288,E,2
2014,230342,14288,E,1
2014,230344,14288,E,7
2014,230346,14288,E,1
2014,230348,14288,E,6
2014,230350,14288,H,23
2014,230351,14288,M,8
2014,230352,14288,M,8
2014,230355,14288,E,5
2014,230357,14288,E,7
2014,230359,14288,A,5
2014,230361,14288,H,13
2014,230362,14288,M,5
2014,230364,14288,E,9
2014,230368,14288,E,7
2014,230370,14288,E,4
2014,230376,14288,E,2
2014,230380,14288,E,4
2014,230LEA,14288,A,5
2014,230LEA,14288,E,5
2014,230LEA,14288,H,16
2014,230LEA,14288,M,9
2014,230LEA,14288,T,3
2014,23A000,14288,E,
2014,240304,14288,M,1
2014,240308,14288,E,2
2014,240328,14288,I,4
2014,240330,14288,M,1
2014,240332,14288,E,1
2014,240334,14288,H,1
2014,240344,14288,I,4
2014,240352,14288,E,2
2014,240354,14288,E,5
2014,240356,14288,M,3
2014,240368,14288,M,2
2014,240370,14288,E,4
2014,240371,14288,H,7
2014,240372,14288,E,
2014,240373,14288,H,2
2014,240376,14288,M,1
2014,240380,14288,H,3
2014,240388,14288,I,3
2014,240LEA,14288,A,
2014,240LEA,14288,E,3
2014,240LEA,14288,H,3
2014,240LEA,14288,I,4
2014,240LEA,14288,M,2
2014,240LEA,14288,T,
2014,241304,14288,M,4
2014,241308,14288,E,9
2014,241312,14288,A,
2014,241316,14288,H,1
2014,241320,14288,E,12
2014,241LEA,14288,A,
2014,241LEA,14288,E,11
2014,241LEA,14288,H,1
2014,241LEA,14288,M,4
2014,24B000,14288,T,
2014,24C000,14288,E,
2014,24N000,14288,I,
2014,250304,14288,E,4
2014,250306,14288,E,6
2014,250308,14288,E,5
2014,250312,14288,E,6
2014,250314,14288,H,2
2014,250316,14288,E,8
2014,250320,14288,E,10
2014,250321,14288,H,
2014,250324,14288,M,4
2014,250328,14288,E,2
2014,250332,14288,M,4
2014,250336,14288,E,1
2014,250340,14288,H,7
2014,250344,14288,M,1
2014,250348,14288,E,8
2014,250350,14288,E,4
2014,250356,14288,H,8
2014,250360,14288,E,3
2014,250362,14288,E,
2014,250364,14288,E,3
2014,250368,14288,M,4
2014,250372,14288,H,5
2014,250376,14288,M,3
2014,250378,14288,E,1
2014,250380,14288,E,8
2014,250LEA,14288,E,5
2014,250LEA,14288,H,6
2014,250LEA,14288,M,3
2014,260302,14288,E,1
2014,260306,14288,E,5
2014,260308,14288,E,2
2014,260310,14288,E,
2014,260312,14288,E,
2014,260316,14288,E,
2014,260318,14288,H,20
2014,260320,14288,E,3
2014,260321,14288,M,2
2014,260322,14288,H,3
2014,260325,14288,H,10
2014,260326,14288,E,
2014,260332,14288,E,5
2014,260336,14288,M,2
2014,260338,14288,E,
2014,260340,14288,E,
2014,260342,14288,E,1
2014,260344,14288,E,1
2014,260347,14288,H,
2014,260348,14288,E,3
2014,260352,14288,E,1
2014,260354,14288,H,1
2014,260356,14288,E,4
2014,260357,14288,H,6
2014,260358,14288,M,1
2014,260359,14288,H,4
2014,260361,14288,E,
2014,260362,14288,M,6
2014,260363,14288,E,2
2014,260364,14288,E,5
2014,260365,14288,M,2
2014,260366,14288,E,4
2014,260367,14288,E,3
2014,260368,14288,M,3
2014,260369,14288,M,2
2014,260370,14288,E,2
2014,260371,14288,M,
2014,260372,14288,M,
2014,260373,14288,E,2
2014,260374,14288,H,
2014,260375,14288,E,3
2014,260380,14288,E,5
2014,260382,14288,E,
2014,260383,14288,M,9
2014,260386,14288,E,1
2014,260388,14288,H,7
2014,260396,14288,E,3
2014,260397,14288,E,6
2014,260398,14288,E,2
2014,260400,14288,E,2
2014,260401,14288,E,4
2014,260402,14288,E,1
2014,260403,14288,E,3
2014,260404,14288,E,1
2014,260405,14288,E,4
2014,260406,14288,M,2
2014,260407,14288,E,5
2014,260408,14288,H,6
2014,260410,14288,E,1
2014,260411,14288,H,3
2014,260412,14288,E,1
2014,260413,14288,M,
2014,260414,14288,E,
2014,260415,14288,E,1
2014,260416,14288,E,1
2014,260417,14288,M,
2014,260418,14288,M,
2014,260419,14288,M,
2014,260424,14288,H,6
2014,260425,14288,M,5
2014,260426,14288,E,
2014,260427,14288,H,5
2014,260428,14288,M,1
2014,260430,14288,E,5
2014,260432,14288,E,
2014,260434,14288,E,7
2014,260440,14288,E,3
2014,260444,14288,E,4
2014,260446,14288,H,8
2014,260448,14288,E,3
2014,260449,14288,H,
2014,260450,14288,E,2
2014,260452,14288,E,
2014,260454,14288,M,1
2014,260455,14288,H,
2014,260459,14288,E,
2014,260700,14288,A,
2014,260LEA,14288,A,
2014,260LEA,14288,E,3
2014,260LEA,14288,H,7
2014,260LEA,14288,M,3
2014,260LEA,14288,T,
2014,26B000,14288,I,
2014,270304,14288,E,2
2014,270306,14288,H,13
2014,270308,14288,M,3
2014,270309,14288,E,
2014,270310,14288,E,5
2014,270311,14288,H,3
2014,270312,14288,E,
2014,270316,14288,E,5
2014,270318,14288,M,3
2014,270320,14288,E,3
2014,270LEA,14288,E,4
2014,270LEA,14288,H,8
2014,270LEA,14288,M,3
2014,27A000,14288,E,
2014,280302,14288,E,6
2014,280304,14288,T,3
2014,280306,14288,T,4
2014,280308,14288,E,7
2014,280310,14288,E,10
2014,280312,14288,E,19
2014,280316,14288,H,8
2014,280320,14288,M,12
2014,280324,14288,E,7
2014,280328,14288,M,9
2014,280330,14288,H,17
2014,280LEA,14288,E,10
2014,280LEA,14288,H,13
2014,280LEA,14288,M,11
2014,280LEA,14288,T,4
2014,290302,14288,E,3
2014,290306,14288,E,2
2014,290307,14288,E,1
2014,290308,14288,H,6
2014,290309,14288,M,3
2014,290310,14288,,1
2014,290312,14288,E,3
2014,290314,14288,T,2
2014,290315,14288,H,4
2014,290316,14288,E,6
2014,290320,14288,E,2
2014,290322,14288,M,3
2014,290324,14288,H,10
2014,290328,14288,E,5
2014,290330,14288,E,2
2014,290332,14288,E,4
2014,290333,14288,E,5
2014,290334,14288,M,3
2014,290336,14288,H,17
2014,290344,14288,E,2
2014,290348,14288,H,19
2014,290350,14288,M,8
2014,290351,14288,M,3
2014,290352,14288,E,3
2014,290356,14288,E,5
2014,290364,14288,E,1
2014,290365,14288,H,5
2014,290366,14288,E,4
2014,290367,14288,M,3
2014,290375,14288,E,1
2014,290376,14288,M,2
2014,290380,14288,E,3
2014,290384,14288,E,4
2014,290388,14288,H,8
2014,290389,14288,H,2
2014,290LEA,14288,E,3
2014,290LEA,14288,H,9
2014,290LEA,14288,M,4
2014,290LEA,14288,T,2
2014,291308,14288,E,2
2014,291332,14288,M,3
2014,291336,14288,H,7
2014,291340,14288,E,
2014,291348,14288,E,2
2014,291350,14288,A,2
2014,291352,14288,E,8
2014,291LEA,14288,A,2
2014,291LEA,14288,E,4
2014,291LEA,14288,H,7
2014,291LEA,14288,M,3
2014,292316,14288,E,2
2014,292318,14288,E,5
2014,292320,14288,M,7
2014,292324,14288,H,1
2014,292LEA,14288,E,4
2014,292LEA,14288,H,1
2014,292LEA,14288,M,7
2014,298202,14288,A,
2014,298203,14288,A,
2014,298204,14288,A,
2014,300306,14288,T,1
2014,300308,14288,E,7
2014,300310,14288,E,10
2014,300312,14288,H,17
2014,300314,14288,H,
2014,300320,14288,E,10
2014,300325,14288,M,6
2014,300326,14288,E,10
2014,300328,14288,E,6
2014,300330,14288,M,10
2014,300336,14288,E,7
2014,300337,14288,M,6
2014,300LEA,14288,E,8
2014,300LEA,14288,H,17
2014,300LEA,14288,M,7
2014,300LEA,14288,T,1
2014,310304,14288,I,5
2014,310308,14288,I,7
2014,310324,14288,M,1
2014,310330,14288,I,6
2014,310336,14288,E,1
2014,310338,14288,H,1
2014,310340,14288,I,1
2014,310344,14288,H,9
2014,310352,14288,H,2
2014,310356,14288,E,3
2014,310360,14288,E,6
2014,310364,14288,T,5
2014,310384,14288,E,3
2014,310388,14288,E,3
2014,310392,14288,H,1
2014,310396,14288,I,3
2014,310LEA,14288,E,3
2014,310LEA,14288,H,3
2014,310LEA,14288,I,4
2014,310LEA,14288,M,1
2014,310LEA,14288,T,5
2014,320304,14288,E,
2014,320306,14288,M,6
2014,320308,14288,E,2
2014,320309,14288,H,3
2014,320310,14288,E,4
2014,320312,14288,H,19
2014,320313,14288,E,7
2014,320314,14288,M,1
2014,320315,14288,E,2
2014,320316,14288,M,5
2014,320317,14288,H,5
2014,320318,14288,E,12
2014,320319,14288,E,14
2014,320320,14288,E,3
2014,320322,14288,H,4
2014,320323,14288,T,24
2014,320324,14288,E,12
2014,320325,14288,H,4
2014,320327,14288,E,7
2014,320328,14288,E,5
2014,320329,14288,,
2014,320332,14288,E,11
2014,320336,14288,A,
2014,320338,14288,M,3
2014,320339,14288,E,0
2014,320340,14288,E,6
2014,320341,14288,T,
2014,320342,14288,M,2
2014,320343,14288,M,3
2014,320344,14288,E,2
2014,320346,14288,M,4
2014,320347,14288,E,4
2014,320348,14288,E,8
2014,320352,14288,E,4
2014,320353,14288,H,2
2014,320354,14288,E,2
2014,320355,14288,M,2
2014,320356,14288,H,13
2014,320360,14288,E,2
2014,320362,14288,E,2
2014,320363,14288,E,6
2014,320364,14288,E,5
2014,320365,14288,H,14
2014,320366,14288,M,7
2014,320367,14288,E,4
2014,320368,14288,H,5
2014,320369,14288,E,2
2014,320370,14288,M,8
2014,320372,14288,E,5
2014,320374,14288,E,2
2014,320376,14288,E,3
2014,320388,14288,E,1
2014,320389,14288,M,1
2014,320400,14288,E,
2014,320700,14288,H,
2014,320701,14288,H,
2014,320LEA,14288,A,
2014,320LEA,14288,E,5
2014,320LEA,14288,H,8
2014,320LEA,14288,M,4
2014,320LEA,14288,T,24
2014,32A000,14288,I,
2014,32B000,14288,I,
2014,32C000,14288,I,
2014,32D000,14288,A,
2014,32H000,14288,I,
2014,32K000,14288,E,
2014,32L000,14288,A,
2014,32M000,14288,E,
2014,32N000,14288,H,
2014,32P000,14288,E,
2014,330304,14288,E,6
2014,330308,14288,E,15
2014,330312,14288,E,5
2014,330324,14288,M,2
2014,330326,14288,H,
2014,330328,14288,H,3
2014,330330,14288,E,1
2014,330332,14288,M,
2014,330334,14288,E,1
2014,330340,14288,M,3
2014,330348,14288,M,2
2014,330350,14288,H,9
2014,330354,14288,E,5
2014,330358,14288,H,8
2014,330LEA,14288,E,6
2014,330LEA,14288,H,7
2014,330LEA,14288,M,2
2014,330LEA,14288,T,
2014,33A000,14288,I,
2014,340308,14288,E,2
2014,340311,14288,H,2
2014,340314,14288,E,2
2014,340320,14288,E,5
2014,340326,14288,E,12
2014,340330,14288,H,2
2014,340332,14288,H,17
2014,340334,14288,E,3
2014,340336,14288,H,
2014,340344,14288,E,3
2014,340348,14288,E,5
2014,340350,14288,M,2
2014,340351,14288,E,5
2014,340354,14288,I,3
2014,340362,14288,H,
2014,340364,14288,H,20
2014,340366,14288,M,7
2014,340368,14288,E,2
2014,340372,14288,M,4
2014,340376,14288,E,
2014,340380,14288,E,5
2014,340382,14288,H,8
2014,340384,14288,E,2
2014,340385,14288,T,1
2014,340390,14288,E,4
2014,340392,14288,M,7
2014,340398,14288,A,
2014,340400,14288,E,6
2014,340403,14288,E,3
2014,340406,14288,M,8
2014,340416,14288,E,8
2014,340420,14288,M,3
2014,340424,14288,E,3
2014,340426,14288,E,10
2014,340427,14288,A,
2014,340428,14288,E,2
2014,340430,14288,E,4
2014,340432,14288,E,1
2014,340436,14288,M,1
2014,340440,14288,E,13
2014,340442,14288,M,8
2014,340446,14288,H,
2014,340447,14288,E,
2014,340448,14288,E,4
2014,340452,14288,M,9
2014,340453,14288,E,4
2014,340454,14288,H,13
2014,340457,14288,E,7
2014,340460,14288,H,11
2014,340462,14288,E,1
2014,340464,14288,M,3
2014,340472,14288,E,4
2014,340476,14288,E,3
2014,340480,14288,T,5
2014,340486,14288,H,7
2014,340488,14288,T,3
2014,340490,14288,E,2
2014,340492,14288,M,1
2014,340494,14288,E,8
2014,340495,14288,H,20
2014,340496,14288,H,5
2014,340504,14288,E,3
2014,340508,14288,E,2
2014,340512,14288,E,8
2014,340514,14288,E,1
2014,340516,14288,M,7
2014,340520,14288,E,6
2014,340528,14288,E,1
2014,340530,14288,E,4
2014,340531,14288,E,1
2014,340532,14288,E,4
2014,340536,14288,E,11
2014,340540,14288,E,6
2014,340542,14288,H,3
2014,340544,14288,M,7
2014,340548,14288,E,10
2014,340556,14288,H,22
2014,340560,14288,E,9
2014,340564,14288,M,6
2014,340568,14288,T,
2014,340703,14288,H,
2014,340LEA,14288,A,
2014,340LEA,14288,E,5
2014,340LEA,14288,H,11
2014,340LEA,14288,I,3
2014,340LEA,14288,M,5
2014,340LEA,14288,T,3
2014,34B000,14288,A,
2014,34D000,14288,A,
2014,34F000,14288,I,
2014,34G000,14288,I,
2014,34H000,14288,I,
2014,350304,14288,E,4
2014,350308,14288,H,5
2014,350310,14288,M,2
2014,350312,14288,M,6
2014,350316,14288,E,3
2014,350317,14288,H,1
2014,350318,14288,E,3
2014,350321,14288,H,10
2014,350324,14288,M,2
2014,350330,14288,E,3
2014,350331,14288,E,2
2014,350332,14288,E,3
2014,350336,14288,H,6
2014,350338,14288,M,3
2014,350339,14288,E,4
2014,350340,14288,E,10
2014,350LEA,14288,E,4
2014,350LEA,14288,H,6
2014,350LEA,14288,M,3
2014,35A000,14288,I,
2014,360310,14288,H,7
2014,360320,14288,E,9
2014,360324,14288,M,2
2014,360332,14288,E,3
2014,360336,14288,H,2
2014,360337,14288,H,3
2014,360338,14288,E,3
2014,360339,14288,E,2
2014,360340,14288,E,5
2014,360344,14288,E,3
2014,360348,14288,E,3
2014,360352,14288,E,7
2014,360360,14288,H,4
2014,360364,14288,E,6
2014,360372,14288,T,1
2014,360376,14288,E,4
2014,360378,14288,H,6
2014,360380,14288,M,6
2014,360390,14288,H,10
2014,360392,14288,E,2
2014,360394,14288,,4
2014,360396,14288,H,11
2014,360400,14288,E,7
2014,360408,14288,M,3
2014,360416,14288,E,4
2014,360418,14288,H,14
2014,360426,14288,M,4
2014,360428,14288,H,4
2014,360430,14288,E,1
2014,360431,14288,M,3
2014,360432,14288,E,2
2014,360436,14288,M,1
2014,360438,14288,E,1
2014,360440,14288,E,7
2014,360448,14288,E,4
2014,360456,14288,M,6
2014,360460,14288,E,
2014,360464,14288,E,5
2014,360468,14288,E,5
2014,360470,14288,H,5
2014,360478,14288,E,6
2014,360480,14288,E,1
2014,360482,14288,E,9
2014,360484,14288,E,3
2014,360488,14288,E,3
2014,360490,14288,E,7
2014,360492,14288,E,3
2014,360494,14288,H,11
2014,360498,14288,M,2
2014,360499,14288,E,4
2014,360500,14288,M,2
2014,360504,14288,E,5
2014,360510,14288,E,10
2014,360514,14288,M,3
2014,360520,14288,E,1
2014,360526,14288,M,4
2014,360LEA,14288,E,4
2014,360LEA,14288,H,7
2014,360LEA,14288,M,3
2014,360LEA,14288,T,1
2014,36B000,14288,A,
2014,36C000,14288,A,
2014,370304,14288,E,6
2014,370308,14288,M,4
2014,370312,14288,H,4
2014,370316,14288,E,2
2014,370324,14288,E,3
2014,370LEA,14288,E,4
2014,370LEA,14288,H,4
2014,370LEA,14288,M,4
2014,380306,14288,E,6
2014,380308,14288,H,11
2014,380310,14288,M,
2014,380LEA,14288,A,
2014,380LEA,14288,E,6
2014,380LEA,14288,H,11
2014,380LEA,14288,M,
2014,390309,14288,M,1
2014,390311,14288,E,1
2014,390312,14288,E,2
2014,390314,14288,A,1
2014,390316,14288,E,
2014,390320,14288,M,6
2014,390322,14288,H,5
2014,390323,14288,H,2
2014,390324,14288,H,5
2014,390328,14288,M,1
2014,390331,14288,M,4
2014,390333,14288,E,3
2014,390334,14288,M,3
2014,390336,14288,E,2
2014,390360,14288,E,8
2014,390362,14288,E,2
2014,390364,14288,E,2
2014,390368,14288,E,2
2014,390700,14288,H,3
2014,390704,14288,H,
2014,390705,14288,H,3
2014,390LEA,14288,A,1
2014,390LEA,14288,E,3
2014,390LEA,14288,H,4
2014,390LEA,14288,M,3
2014,390LEA,14288,T,
2014,39A000,14288,I,
2014,39B000,14288,H,
2014,400308,14288,H,9
2014,400312,14288,M,7
2014,400315,14288,H,1
2014,400318,14288,E,9
2014,400321,14288,E,8
2014,400332,14288,E,7
2014,400LEA,14288,E,8
2014,400LEA,14288,H,5
2014,400LEA,14288,M,7
2014,410304,14288,E,7
2014,410307,14288,E,5
2014,410310,14288,E,2
2014,410311,14288,M,2
2014,410313,14288,M,5
2014,410316,14288,M,2
2014,410319,14288,H,6
2014,410322,14288,E,6
2014,410325,14288,M,4
2014,410326,14288,H,2
2014,410328,14288,E,2
2014,410331,14288,E,2
2014,410334,14288,E,3
2014,410337,14288,E,8
2014,410340,14288,E,4
2014,410341,14288,M,1
2014,410343,14288,E,7
2014,410346,14288,E,12
2014,410349,14288,E,1
2014,410355,14288,H,4
2014,410358,14288,H,4
2014,410361,14288,E,6
2014,410364,14288,E,1
2014,410366,14288,E,1
2014,410367,14288,M,5
2014,410370,14288,E,9
2014,410373,14288,E,3
2014,410376,14288,E,4
2014,410379,14288,A,8
2014,410382,14288,E,
2014,410385,14288,E,4
2014,410388,14288,E,6
2014,410390,14288,H,1
2014,410391,14288,T,4
2014,410394,14288,H,18
2014,410395,14288,H,6
2014,410396,14288,M,
2014,410397,14288,M,6
2014,410398,14288,A,5
2014,410399,14288,H,4
2014,410400,14288,E,1
2014,410401,14288,H,2
2014,410402,14288,M,
2014,410403,14288,E,1
2014,410406,14288,H,2
2014,410407,14288,H,
2014,410408,14288,H,1
2014,410409,14288,E,4
2014,410412,14288,E,8
2014,410415,14288,M,3
2014,410418,14288,E,2
2014,410421,14288,M,11
2014,410423,14288,E,11
2014,410424,14288,E,7
2014,410427,14288,I,
2014,410430,14288,E,4
2014,410436,14288,E,2
2014,410437,14288,M,15
2014,410439,14288,E,1
2014,410442,14288,M,3
2014,410448,14288,I,4
2014,410451,14288,E,5
2014,410454,14288,E,1
2014,410457,14288,I,2
2014,410458,14288,H,2
2014,410460,14288,M,4
2014,410461,14288,E,6
2014,410462,14288,E,4
2014,410463,14288,M,2
2014,410464,14288,A,1
2014,410466,14288,E,4
2014,410469,14288,E,2
2014,410472,14288,E,3
2014,410478,14288,E,3
2014,410481,14288,E,6
2014,410483,14288,H,
2014,410484,14288,H,3
2014,410486,14288,E,10
2014,410487,14288,M,0
2014,410488,14288,M,13
2014,410489,14288,H,12
2014,410490,14288,H,22
2014,410491,14288,E,8
2014,410493,14288,M,14
2014,410496,14288,E,3
2014,410499,14288,E,8
2014,410502,14288,E,14
2014,410505,14288,E,3
2014,410508,14288,H,14
2014,410511,14288,E,2
2014,410514,14288,E,
2014,410517,14288,E,5
2014,410522,14288,E,8
2014,410523,14288,E,11
2014,410529,14288,H,11
2014,410530,14288,E,5
2014,410532,14288,E,2
2014,410533,14288,T,
2014,410534,14288,T,
2014,410535,14288,E,4
2014,410538,14288,E,6
2014,410541,14288,E,2
2014,410544,14288,H,1
2014,410545,14288,H,1
2014,410547,14288,H,11
2014,410550,14288,M,10
2014,410553,14288,E,4
2014,410556,14288,H,12
2014,410559,14288,E,7
2014,410562,14288,H,14
2014,410565,14288,M,9
2014,410568,14288,E,8
2014,410569,14288,H,
2014,410571,14288,E,5
2014,410574,14288,E,11
2014,410577,14288,E,3
2014,410578,14288,E,5
2014,410579,14288,H,1
2014,410580,14288,E,3
2014,410583,14288,E,2
2014,410586,14288,E,5
2014,410589,14288,H,15
2014,410592,14288,M,
2014,410595,14288,H,2
2014,410598,14288,E,1
2014,410LEA,14288,A,5
2014,410LEA,14288,E,5
2014,410LEA,14288,H,7
2014,410LEA,14288,I,3
2014,410LEA,14288,M,6
2014,410LEA,14288,T,4
2014,41B000,14288,I,
2014,41C000,14288,I,
2014,41D000,14288,E,
2014,41F000,14288,A,
2014,41G000,14288,I,
2014,41H000,14288,E,
2014,41J000,14288,E,
2014,420304,14288,E,2
2014,420316,14288,E,
2014,420324,14288,M,1
2014,420328,14288,E,1
2014,420336,14288,E,
2014,420340,14288,E,2
2014,420346,14288,H,
2014,420348,14288,E,1
2014,420356,14288,E,1
2014,420358,14288,H,
2014,420376,14288,M,1
2014,420LEA,14288,E,1
2014,420LEA,14288,H,
2014,420LEA,14288,M,1
2014,421304,14288,E,9
2014,421306,14288,M,9
2014,421316,14288,H,7
2014,421328,14288,E,14
2014,421LEA,14288,E,12
2014,421LEA,14288,H,7
2014,421LEA,14288,M,9
2014,422310,14288,H,
2014,422314,14288,E,
2014,422315,14288,H,
2014,422318,14288,M,1
2014,422LEA,14288,E,
2014,422LEA,14288,H,
2014,422LEA,14288,M,1
2014,422LEA,14288,T,
2014,430304,14288,E,5
2014,430308,14288,E,
2014,430312,14288,E,3
2014,430316,14288,E,6
2014,430320,14288,E,3
2014,430328,14288,E,3
2014,430330,14288,M,4
2014,430332,14288,M,1
2014,430336,14288,E,1
2014,430340,14288,E,1
2014,430344,14288,E,2
2014,430345,14288,T,
2014,430346,14288,H,16
2014,430347,14288,M,10
2014,430348,14288,E,3
2014,430349,14288,E,2
2014,430352,14288,E,1
2014,430358,14288,E,2
2014,430368,14288,E,4
2014,430369,14288,E,1
2014,430370,14288,M,1
2014,430371,14288,H,3
2014,430376,14288,E,
2014,430378,14288,H,17
2014,430380,14288,E,1
2014,430384,14288,H,12
2014,430386,14288,M,1
2014,430LEA,14288,E,3
2014,430LEA,14288,H,12
2014,430LEA,14288,M,3
2014,430LEA,14288,T,
2014,440314,14288,E,9
2014,440318,14288,M,6
2014,440320,14288,M,6
2014,440324,14288,E,3
2014,440326,14288,H,3
2014,440328,14288,E,7
2014,440332,14288,E,3
2014,440346,14288,H,3
2014,440348,14288,E,5
2014,440349,14288,E,6
2014,440350,14288,E,6
2014,440364,14288,E,4
2014,440368,14288,E,5
2014,440378,14288,H,17
2014,440390,14288,H,11
2014,440396,14288,M,20
2014,440LEA,14288,E,5
2014,440LEA,14288,H,9
2014,440LEA,14288,M,11
2014,450301,14288,M,9
2014,450302,14288,E,1
2014,450306,14288,E,1
2014,450307,14288,E,5
2014,450308,14288,E,7
2014,450316,14288,H,17
2014,450322,14288,E,6
2014,450324,14288,E,10
2014,450328,14288,M,13
2014,450332,14288,E,9
2014,450333,14288,E,9
2014,450334,14288,H,16
2014,450335,14288,M,10
2014,450336,14288,E,6
2014,450339,14288,E,17
2014,450340,14288,E,12
2014,450341,14288,H,18
2014,450342,14288,M,26
2014,450343,14288,T,6
2014,450344,14288,E,7
2014,450346,14288,E,7
2014,450352,14288,H,18
2014,450354,14288,H,2
2014,450LEA,14288,E,7
2014,450LEA,14288,H,14
2014,450LEA,14288,M,15
2014,450LEA,14288,T,6
2014,45A000,14288,I,
2014,460308,14288,E,2
2014,460312,14288,E,12
2014,460318,14288,M,
2014,460320,14288,H,1
2014,460322,14288,H,1
2014,460332,14288,E,2
2014,460340,14288,H,
2014,460LEA,14288,E,5
2014,460LEA,14288,H,1
2014,460LEA,14288,M,
2014,470310,14288,E,1
2014,470312,14288,H,2
2014,470316,14288,E,
2014,470320,14288,M,1
2014,470328,14288,E,2
2014,470330,14288,E,
2014,470332,14288,M,3
2014,470336,14288,E,1
2014,470340,14288,E,2
2014,470342,14288,T,
2014,470346,14288,E,
2014,470441,14288,E,1
2014,470442,14288,M,1
2014,470443,14288,H,2
2014,470LEA,14288,E,1
2014,470LEA,14288,H,2
2014,470LEA,14288,M,2
2014,470LEA,14288,T,
2014,480306,14288,E,3
2014,480316,14288,A,5
2014,480318,14288,T,2
2014,480LEA,14288,A,5
2014,480LEA,14288,E,3
2014,480LEA,14288,H,
2014,480LEA,14288,M,
2014,480LEA,14288,T,2
2014,490308,14288,M,15
2014,490310,14288,H,1
2014,490312,14288,E,3
2014,490316,14288,E,5
2014,490318,14288,E,3
2014,490319,14288,E,3
2014,490320,14288,H,5
2014,490324,14288,E,6
2014,490326,14288,E,5
2014,490327,14288,M,7
2014,490332,14288,E,2
2014,490335,14288,H,14
2014,490336,14288,E,3
2014,490337,14288,E,4
2014,490338,14288,M,8
2014,490342,14288,A,1
2014,490344,14288,M,6
2014,490345,14288,E,2
2014,490346,14288,H,12
2014,490347,14288,M,6
2014,490348,14288,E,4
2014,490349,14288,M,3
2014,490350,14288,A,
2014,490352,14288,M,
2014,490354,14288,H,3
2014,490355,14288,H,3
2014,490356,14288,E,7
2014,490360,14288,E,5
2014,490362,14288,H,8
2014,490363,14288,E,5
2014,490364,14288,E,6
2014,490366,14288,M,3
2014,490368,14288,E,1
2014,490380,14288,H,3
2014,490384,14288,M,2
2014,490390,14288,E,5
2014,490LEA,14288,A,1
2014,490LEA,14288,E,4
2014,490LEA,14288,H,6
2014,490LEA,14288,M,6
2014,490LEA,14288,T,
2014,491303,14288,E,6
2014,491305,14288,H,5
2014,491306,14288,E,9
2014,491308,14288,M,7
2014,491312,14288,H,11
2014,491316,14288,E,7
2014,491318,14288,E,5
2014,491320,14288,E,12
2014,491LEA,14288,E,8
2014,491LEA,14288,H,8
2014,491LEA,14288,M,7
2014,49B000,14288,I,
2014,49D000,14288,I,
2014,49E000,14288,A,
2014,49F000,14288,E,
2014,500302,14288,T,1
2014,500304,14288,I,7
2014,500314,14288,I,12
2014,500316,14288,E,6
2014,500323,14288,H,1
2014,500324,14288,A,1
2014,500332,14288,I,6
2014,500337,14288,I,6
2014,500340,14288,H,12
2014,500LEA,14288,A,1
2014,500LEA,14288,E,6
2014,500LEA,14288,H,7
2014,500LEA,14288,I,8
2014,500LEA,14288,T,1
2014,50A000,14288,I,
2014,510308,14288,E,2
2014,510310,14288,M,2
2014,510324,14288,H,14
2014,510326,14288,E,3
2014,510327,14288,H,11
2014,510328,14288,E,10
2014,510329,14288,M,
2014,510330,14288,E,1
2014,510332,14288,E,3
2014,510333,14288,H,10
2014,510334,14288,E,3
2014,510336,14288,E,7
2014,510340,14288,E,12
2014,510342,14288,M,4
2014,510344,14288,M,8
2014,510356,14288,E,7
2014,510357,14288,H,2
2014,510358,14288,E,6
2014,510359,14288,M,2
2014,510360,14288,I,5
2014,510364,14288,M,5
2014,510367,14288,H,2
2014,510368,14288,H,6
2014,510372,14288,E,5
2014,510373,14288,E,5
2014,510374,14288,E,12
2014,510376,14288,T,17
2014,510377,14288,E,5
2014,510378,14288,E,7
2014,510379,14288,M,9
2014,510380,14288,H,
2014,510381,14288,M,
2014,510388,14288,E,4
2014,510390,14288,M,6
2014,510396,14288,E,2
2014,510397,14288,M,6
2014,510399,14288,H,12
2014,510402,14288,H,8
2014,510404,14288,E,6
2014,510406,14288,H,8
2014,510408,14288,E,9
2014,510410,14288,E,5
2014,510412,14288,M,12
2014,510414,14288,E,15
2014,510LEA,14288,E,6
2014,510LEA,14288,H,8
2014,510LEA,14288,I,5
