year,agency_code,total_nbpts_num,category_code,nbpts_num
2007,710320,10084,M,2
2007,710321,10084,H,9
2007,710323,10084,E,5
2007,710324,10084,E,5
2007,710325,10084,A,1
2007,710326,10084,H,8
2007,710327,10084,H,2
2007,710328,10084,I,3
2007,710332,10084,E,6
2007,710342,10084,H,8
2007,710346,10084,M,8
2007,710347,10084,E,11
2007,710348,10084,M,2
2007,710LEA,10084,A,1
2007,710LEA,10084,E,6
2007,710LEA,10084,H,7
2007,710LEA,10084,I,3
2007,710LEA,10084,M,4
2007,720304,10084,E,11
2007,720312,10084,E,9
2007,720316,10084,H,7
2007,720320,10084,M,3
2007,720LEA,10084,E,10
2007,720LEA,10084,H,7
2007,720LEA,10084,M,3
2007,730332,10084,E,10
2007,730334,10084,E,1
2007,730340,10084,E,5
2007,730344,10084,M,5
2007,730348,10084,E,4
2007,730352,10084,H,15
2007,730354,10084,E,2
2007,730356,10084,E,2
2007,730360,10084,M,3
2007,730368,10084,E,2
2007,730LEA,10084,E,4
2007,730LEA,10084,H,15
2007,730LEA,10084,M,4
2007,73A000,10084,E,
2007,73B000,10084,T,
2007,740302,10084,M,14
2007,740304,10084,E,4
2007,740308,10084,M,8
2007,740309,10084,H,7
2007,740310,10084,E,4
2007,740320,10084,I,3
2007,740324,10084,M,4
2007,740330,10084,E,9
2007,740332,10084,I,8
2007,740333,10084,H,9
2007,740334,10084,E,1
2007,740336,10084,E,6
2007,740337,10084,M,4
2007,740338,10084,E,6
2007,740340,10084,M,3
2007,740344,10084,H,2
2007,740352,10084,I,3
2007,740358,10084,I,2
2007,740360,10084,E,2
2007,740362,10084,M,6
2007,740366,10084,H,20
2007,740374,10084,H,9
2007,740375,10084,E,3
2007,740376,10084,I,2
2007,740378,10084,A,4
2007,740380,10084,E,14
2007,740382,10084,E,1
2007,740386,10084,E,4
2007,740388,10084,H,16
2007,740390,10084,E,5
2007,740396,10084,I,2
2007,740400,10084,E,13
2007,740402,10084,M,2
2007,740404,10084,E,7
2007,740406,10084,E,7
2007,740LEA,10084,A,4
2007,740LEA,10084,E,6
2007,740LEA,10084,H,11
2007,740LEA,10084,I,3
2007,740LEA,10084,M,6
2007,750304,10084,E,2
2007,750314,10084,E,4
2007,750318,10084,H,10
2007,750319,10084,M,7
2007,750320,10084,E,5
2007,750328,10084,E,4
2007,750LEA,10084,E,4
2007,750LEA,10084,H,10
2007,750LEA,10084,M,7
2007,760304,10084,E,6
2007,760308,10084,M,3
2007,760316,10084,E,1
2007,760318,10084,H,16
2007,760320,10084,E,3
2007,760324,10084,E,3
2007,760328,10084,E,3
2007,760329,10084,E,5
2007,760330,10084,E,6
2007,760331,10084,E,2
2007,760332,10084,E,7
2007,760336,10084,E,3
2007,760338,10084,M,2
2007,760340,10084,E,4
2007,760344,10084,E,3
2007,760348,10084,H,6
2007,760352,10084,M,1
2007,760354,10084,H,4
2007,760356,10084,E,1
2007,760357,10084,M,6
2007,760358,10084,H,11
2007,760359,10084,E,4
2007,760360,10084,M,3
2007,760364,10084,E,
2007,760368,10084,E,2
2007,760376,10084,E,4
2007,760378,10084,M,10
2007,760380,10084,H,12
2007,760382,10084,M,1
2007,760LEA,10084,E,4
2007,760LEA,10084,H,10
2007,760LEA,10084,M,4
2007,761304,10084,H,11
2007,761308,10084,M,1
2007,761312,10084,E,3
2007,761320,10084,E,6
2007,761321,10084,E,3
2007,761328,10084,E,6
2007,761332,10084,E,3
2007,761336,10084,M,2
2007,761LEA,10084,E,4
2007,761LEA,10084,H,11
2007,761LEA,10084,M,2
2007,770304,10084,E,
2007,770312,10084,E,1
2007,770316,10084,M,
2007,770318,10084,E,2
2007,770328,10084,M,2
2007,770332,10084,E,1
2007,770340,10084,E,3
2007,770342,10084,A,
2007,770344,10084,E,3
2007,770346,10084,E,5
2007,770347,10084,E,3
2007,770348,10084,H,12
2007,770350,10084,A,
2007,770360,10084,M,2
2007,770364,10084,M,2
2007,770366,10084,E,4
2007,770368,10084,E,3
2007,770370,10084,E,2
2007,770LEA,10084,A,
2007,770LEA,10084,E,3
2007,770LEA,10084,H,12
2007,770LEA,10084,M,2
2007,780301,10084,H,
2007,780320,10084,E,
2007,780322,10084,E,
2007,780324,10084,I,1
2007,780325,10084,H,3
2007,780326,10084,M,5
2007,780328,10084,E,
2007,780329,10084,E,3
2007,780330,10084,M,1
2007,780331,10084,H,
2007,780336,10084,I,3
2007,780340,10084,E,2
2007,780341,10084,M,2
2007,780342,10084,H,6
2007,780344,10084,I,2
2007,780352,10084,M,4
2007,780356,10084,E,
2007,780360,10084,I,1
2007,780364,10084,E,4
2007,780368,10084,M,
2007,780374,10084,E,7
2007,780376,10084,E,2
2007,780384,10084,I,3
2007,780385,10084,H,2
2007,780390,10084,E,1
2007,780391,10084,H,2
2007,780392,10084,E,
2007,780393,10084,M,2
2007,780394,10084,E,6
2007,780396,10084,M,1
2007,780398,10084,E,
2007,780400,10084,E,
2007,780401,10084,H,3
2007,780402,10084,H,4
2007,780403,10084,M,1
2007,780407,10084,E,4
2007,780408,10084,E,1
2007,780410,10084,M,2
2007,780412,10084,E,5
2007,780416,10084,E,2
2007,780417,10084,E,1
2007,780418,10084,E,
2007,780420,10084,H,4
2007,780LEA,10084,E,3
2007,780LEA,10084,H,3
2007,780LEA,10084,I,2
2007,780LEA,10084,M,2
2007,78A000,10084,M,
2007,790302,10084,E,3
2007,790310,10084,E,8
2007,790314,10084,H,12
2007,790318,10084,E,5
2007,790322,10084,E,2
2007,790327,10084,E,8
2007,790330,10084,M,8
2007,790334,10084,E,7
2007,790338,10084,E,3
2007,790344,10084,E,5
2007,790347,10084,E,1
2007,790350,10084,E,9
2007,790354,10084,H,4
2007,790358,10084,E,1
2007,790362,10084,E,3
2007,790366,10084,H,2
2007,790374,10084,M,3
2007,790378,10084,H,8
2007,790380,10084,M,12
2007,790386,10084,E,4
2007,790390,10084,E,2
2007,790392,10084,A,1
2007,790394,10084,M,4
2007,790398,10084,E,9
2007,790402,10084,E,9
2007,790LEA,10084,A,1
2007,790LEA,10084,E,5
2007,790LEA,10084,H,7
2007,790LEA,10084,M,7
2007,79A000,10084,M,
2007,800308,10084,H,1
2007,800312,10084,E,2
2007,800314,10084,M,9
2007,800315,10084,E,9
2007,800316,10084,E,11
2007,800320,10084,M,9
2007,800324,10084,E,3
2007,800328,10084,M,5
2007,800340,10084,H,8
2007,800346,10084,E,6
2007,800348,10084,E,2
2007,800352,10084,E,3
2007,800356,10084,E,5
2007,800358,10084,E,3
2007,800359,10084,E,3
2007,800360,10084,E,3
2007,800361,10084,H,6
2007,800362,10084,E,7
2007,800363,10084,M,3
2007,800364,10084,E,3
2007,800366,10084,E,10
2007,800368,10084,E,4
2007,800372,10084,E,2
2007,800373,10084,E,4
2007,800376,10084,H,3
2007,800377,10084,M,1
2007,800392,10084,E,5
2007,800396,10084,H,5
2007,800398,10084,M,7
2007,800400,10084,H,6
2007,800408,10084,H,5
2007,800410,10084,M,3
2007,800412,10084,E,4
2007,800LEA,10084,E,5
2007,800LEA,10084,H,5
2007,800LEA,10084,M,5
2007,810324,10084,H,6
2007,810326,10084,M,7
2007,810328,10084,E,5
2007,810336,10084,E,2
2007,810340,10084,H,4
2007,810342,10084,M,10
2007,810344,10084,E,2
2007,810350,10084,E,2
2007,810360,10084,E,2
2007,810364,10084,E,2
2007,810370,10084,E,4
2007,810378,10084,M,4
2007,810384,10084,H,8
2007,810385,10084,H,
2007,810386,10084,T,1
2007,810388,10084,E,1
2007,810396,10084,E,2
2007,810400,10084,E,4
2007,810LEA,10084,E,3
2007,810LEA,10084,H,6
2007,810LEA,10084,M,7
2007,810LEA,10084,T,1
2007,81A000,10084,T,
2007,820312,10084,E,2
2007,820320,10084,E,2
2007,820340,10084,E,2
2007,820346,10084,E,3
2007,820347,10084,M,4
2007,820348,10084,H,4
2007,820349,10084,H,1
2007,820350,10084,E,1
2007,820352,10084,H,5
2007,820354,10084,M,1
2007,820364,10084,E,2
2007,820370,10084,M,
2007,820372,10084,M,1
2007,820376,10084,E,2
2007,820384,10084,E,4
2007,820388,10084,H,2
2007,820LEA,10084,E,2
2007,820LEA,10084,H,3
2007,820LEA,10084,M,2
2007,821304,10084,E,4
2007,821308,10084,H,7
2007,821316,10084,E,1
2007,821320,10084,M,6
2007,821324,10084,H,
2007,821LEA,10084,E,3
2007,821LEA,10084,H,7
2007,821LEA,10084,M,6
2007,830304,10084,M,5
2007,830312,10084,E,1
2007,830316,10084,T,
2007,830320,10084,E,4
2007,830328,10084,E,6
2007,830336,10084,E,
2007,830344,10084,E,
2007,830345,10084,E,
2007,830346,10084,H,1
2007,830347,10084,A,3
2007,830349,10084,M,2
2007,830350,10084,M,7
2007,830356,10084,E,2
2007,830360,10084,E,5
2007,830364,10084,E,11
2007,830700,10084,H,1
2007,830701,10084,H,1
2007,830702,10084,H,
2007,830703,10084,H,1
2007,830704,10084,H,2
2007,830705,10084,H,1
2007,830LEA,10084,A,3
2007,830LEA,10084,E,5
2007,830LEA,10084,H,1
2007,830LEA,10084,M,5
2007,830LEA,10084,T,
2007,83B000,10084,H,
2007,840302,10084,H,8
2007,840303,10084,M,3
2007,840304,10084,E,3
2007,840308,10084,A,1
2007,840310,10084,E,2
2007,840312,10084,A,6
2007,840316,10084,E,7
2007,840318,10084,I,4
2007,840320,10084,I,5
2007,840324,10084,I,2
2007,840328,10084,I,2
2007,840330,10084,E,3
2007,840332,10084,H,10
2007,840336,10084,E,8
2007,840340,10084,I,6
2007,840344,10084,I,1
2007,840348,10084,I,2
2007,840350,10084,I,1
2007,840356,10084,H,6
2007,840358,10084,M,7
2007,840360,10084,I,8
2007,840361,10084,H,2
2007,840368,10084,H,22
2007,840LEA,10084,A,4
2007,840LEA,10084,E,5
2007,840LEA,10084,H,10
2007,840LEA,10084,I,3
2007,840LEA,10084,M,5
2007,84B000,10084,H,
2007,850304,10084,M,2
2007,850308,10084,E,2
2007,850312,10084,E,
2007,850314,10084,E,2
2007,850316,10084,E,1
2007,850320,10084,E,
2007,850324,10084,T,
2007,850328,10084,E,1
2007,850332,10084,H,2
2007,850336,10084,E,1
2007,850338,10084,M,3
2007,850340,10084,E,3
2007,850348,10084,E,2
2007,850350,10084,M,5
2007,850352,10084,H,
2007,850354,10084,E,
2007,850356,10084,E,2
2007,850358,10084,H,11
2007,850LEA,10084,E,2
2007,850LEA,10084,H,7
2007,850LEA,10084,M,3
2007,850LEA,10084,T,
2007,860302,10084,E,3
2007,860306,10084,M,3
2007,860308,10084,E,4
2007,860312,10084,E,1
2007,860316,10084,H,6
2007,860320,10084,E,4
2007,860324,10084,E,12
2007,860326,10084,M,9
2007,860330,10084,M,6
2007,860332,10084,E,1
2007,860336,10084,H,6
2007,860340,10084,M,5
2007,860348,10084,E,6
2007,860352,10084,H,5
2007,860354,10084,H,1
2007,860356,10084,E,3
2007,860360,10084,E,1
2007,860LEA,10084,E,4
2007,860LEA,10084,H,5
2007,860LEA,10084,M,6
2007,861304,10084,E,5
2007,861308,10084,T,5
2007,861312,10084,M,1
2007,861LEA,10084,E,5
2007,861LEA,10084,M,1
2007,861LEA,10084,T,5
2007,862308,10084,E,2
2007,862310,10084,E,
2007,862312,10084,H,3
2007,862316,10084,M,4
2007,862LEA,10084,E,2
2007,862LEA,10084,H,3
2007,862LEA,10084,M,4
2007,86A000,10084,I,
2007,870312,10084,A,
2007,870314,10084,H,8
2007,870318,10084,M,7
2007,870320,10084,E,
2007,870324,10084,E,4
2007,870700,10084,H,1
2007,870LEA,10084,A,
2007,870LEA,10084,E,4
2007,870LEA,10084,H,5
2007,870LEA,10084,M,7
2007,87A000,10084,I,
2007,880304,10084,E,10
2007,880308,10084,H,7
2007,880312,10084,M,5
2007,880318,10084,E,5
2007,880320,10084,T,1
2007,880324,10084,E,1
2007,880328,10084,H,4
2007,880330,10084,M,8
2007,880336,10084,E,5
2007,880LEA,10084,E,5
2007,880LEA,10084,H,6
2007,880LEA,10084,M,7
2007,880LEA,10084,T,1
2007,88A000,10084,I,
2007,890304,10084,H,2
2007,890306,10084,M,2
2007,890308,10084,E,2
2007,890LEA,10084,E,2
2007,890LEA,10084,H,2
2007,890LEA,10084,M,2
2007,900302,10084,E,2
2007,900304,10084,E,6
2007,900306,10084,E,2
2007,900308,10084,M,3
2007,900312,10084,E,4
2007,900314,10084,M,1
2007,900316,10084,H,8
2007,900318,10084,E,2
2007,900320,10084,E,8
2007,900328,10084,E,3
2007,900332,10084,E,5
2007,900334,10084,E,7
2007,900336,10084,H,7
2007,900340,10084,E,4
2007,900341,10084,E,2
2007,900342,10084,H,10
2007,900343,10084,M,7
2007,900344,10084,H,13
2007,900346,10084,M,3
2007,900348,10084,H,10
2007,900350,10084,M,4
2007,900351,10084,E,2
2007,900352,10084,E,4
2007,900353,10084,E,2
2007,900354,10084,E,6
2007,900356,10084,E,6
2007,900360,10084,H,12
2007,900362,10084,M,7
2007,900364,10084,E,5
2007,900365,10084,T,
2007,900366,10084,H,8
2007,900367,10084,H,
2007,900368,10084,E,4
2007,900370,10084,E,10
2007,900372,10084,E,3
2007,900376,10084,E,5
2007,900377,10084,H,9
2007,900378,10084,M,8
2007,900380,10084,E,7
2007,900384,10084,E,13
2007,900388,10084,E,2
2007,900391,10084,M,
2007,900392,10084,A,1
2007,900LEA,10084,A,1
2007,900LEA,10084,E,5
2007,900LEA,10084,H,10
2007,900LEA,10084,M,5
2007,900LEA,10084,T,
2007,90A000,10084,A,
2007,910304,10084,E,4
2007,910308,10084,E,
2007,910312,10084,E,1
2007,910314,10084,E,1
2007,910316,10084,M,4
2007,910320,10084,M,
2007,910340,10084,E,2
2007,910346,10084,E,
2007,910356,10084,E,2
2007,910360,10084,E,3
2007,910364,10084,H,6
2007,910368,10084,H,
2007,910370,10084,H,3
2007,910376,10084,E,3
2007,910380,10084,E,3
2007,910LEA,10084,E,2
2007,910LEA,10084,H,5
2007,910LEA,10084,M,4
2007,91A000,10084,I,
2007,920302,10084,E,2
2007,920304,10084,E,5
2007,920308,10084,E,5
2007,920312,10084,M,7
2007,920316,10084,H,22
2007,920318,10084,H,19
2007,920320,10084,E,2
2007,920324,10084,T,4
2007,920326,10084,E,5
2007,920327,10084,E,7
2007,920328,10084,E,1
2007,920329,10084,E,7
2007,920334,10084,E,6
2007,920336,10084,E,3
2007,920340,10084,E,1
2007,920342,10084,E,5
2007,920344,10084,E,3
2007,920348,10084,H,17
2007,920352,10084,E,4
2007,920356,10084,M,6
2007,920358,10084,E,2
2007,920360,10084,M,6
2007,920362,10084,E,8
2007,920364,10084,E,10
2007,920368,10084,H,16
2007,920369,10084,E,1
2007,920370,10084,M,5
2007,920376,10084,E,5
2007,920380,10084,E,5
2007,920384,10084,E,6
2007,920388,10084,M,4
2007,920390,10084,E,15
2007,920391,10084,M,16
2007,920393,10084,E,5
2007,920394,10084,M,14
2007,920396,10084,E,4
2007,920398,10084,E,12
2007,920399,10084,M,28
2007,920400,10084,M,3
2007,920404,10084,M,5
2007,920408,10084,M,10
2007,920410,10084,M,5
2007,920411,10084,H,9
2007,920412,10084,H,29
2007,920413,10084,E,4
2007,920414,10084,E,6
2007,920415,10084,E,3
2007,920416,10084,E,2
2007,920417,10084,E,4
2007,920420,10084,E,8
2007,920424,10084,M,4
2007,920428,10084,H,21
2007,920436,10084,H,20
2007,920438,10084,M,
2007,920439,10084,E,6
2007,920440,10084,E,12
2007,920441,10084,H,20
2007,920442,10084,E,2
2007,920443,10084,E,3
2007,920444,10084,M,12
2007,920446,10084,E,4
2007,920447,10084,E,6
2007,920448,10084,E,5
2007,920449,10084,E,5
2007,920450,10084,M,7
2007,920451,10084,E,6
2007,920452,10084,E,5
2007,920453,10084,E,7
2007,920454,10084,E,10
2007,920455,10084,H,10
2007,920456,10084,E,4
2007,920457,10084,E,4
2007,920460,10084,E,2
2007,920464,10084,E,11
2007,920466,10084,H,12
2007,920468,10084,E,4
2007,920469,10084,E,4
2007,920470,10084,E,4
2007,920471,10084,M,9
2007,920472,10084,M,12
2007,920473,10084,H,36
2007,920476,10084,E,12
2007,920480,10084,E,5
2007,920484,10084,M,16
2007,920488,10084,E,4
2007,920492,10084,M,8
2007,920494,10084,E,1
2007,920495,10084,H,5
2007,920496,10084,E,2
2007,920500,10084,H,23
2007,920504,10084,E,9
2007,920506,10084,M,6
2007,920508,10084,I,6
2007,920512,10084,M,3
2007,920516,10084,E,8
2007,920520,10084,E,7
2007,920522,10084,E,9
2007,920523,10084,E,10
2007,920524,10084,E,4
2007,920525,10084,E,6
2007,920526,10084,H,17
2007,920528,10084,H,2
2007,920530,10084,E,1
2007,920531,10084,E,10
2007,920532,10084,E,3
2007,920536,10084,E,1
2007,920540,10084,E,3
2007,920542,10084,E,12
2007,920544,10084,E,3
2007,920548,10084,E,2
2007,920550,10084,E,15
2007,920551,10084,M,17
2007,920552,10084,H,22
2007,920560,10084,E,1
2007,920562,10084,H,19
2007,920564,10084,E,1
2007,920568,10084,E,2
2007,920570,10084,E,13
2007,920571,10084,E,9
2007,920572,10084,E,2
2007,920576,10084,E,1
2007,920580,10084,E,6
2007,920583,10084,H,1
2007,920584,10084,E,5
2007,920588,10084,H,11
2007,920592,10084,M,2
2007,920593,10084,E,8
2007,920594,10084,M,6
2007,920595,10084,H,20
2007,920596,10084,E,9
2007,920597,10084,E,2
2007,920598,10084,E,3
2007,920600,10084,E,2
2007,920604,10084,M,12
2007,920606,10084,E,7
2007,920607,10084,M,14
2007,920608,10084,M,3
2007,920616,10084,E,3
2007,920618,10084,E,7
2007,920620,10084,E,8
2007,920624,10084,E,8
2007,920626,10084,E,4
2007,920628,10084,E,6
2007,920632,10084,E,2
2007,920636,10084,M,12
2007,920700,10084,H,3
2007,920701,10084,H,2
2007,920LEA,10084,E,5
2007,920LEA,10084,H,15
2007,920LEA,10084,I,6
2007,920LEA,10084,M,9
2007,920LEA,10084,T,4
2007,92B000,10084,M,
2007,92C000,10084,H,
2007,92D000,10084,I,
2007,92E000,10084,I,
2007,92F000,10084,A,
2007,92G000,10084,A,
2007,92I000,10084,I,
2007,92K000,10084,H,
2007,92L000,10084,E,
2007,92M000,10084,I,
2007,92N000,10084,I,
2007,92P000,10084,H,
2007,92Q000,10084,E,
2007,92R000,10084,E,
2007,930330,10084,E,4
2007,930340,10084,E,2
2007,930344,10084,E,1
2007,930348,10084,E,2
2007,930352,10084,H,1
2007,930354,10084,M,2
2007,930LEA,10084,E,2
2007,930LEA,10084,H,1
2007,930LEA,10084,M,2
2007,93A000,10084,A,
2007,940306,10084,E,1
2007,940308,10084,T,
2007,940314,10084,E,6
2007,940316,10084,H,
2007,940328,10084,M,
2007,940LEA,10084,E,4
2007,940LEA,10084,H,
2007,940LEA,10084,M,
2007,940LEA,10084,T,
2007,950308,10084,I,3
2007,950312,10084,I,1
2007,950316,10084,I,5
2007,950320,10084,I,6
2007,950322,10084,I,8
2007,950324,10084,I,4
2007,950328,10084,I,14
2007,950332,10084,I,2
2007,950336,10084,H,16
2007,950LEA,10084,H,16
2007,950LEA,10084,I,5
2007,95A000,10084,A,
2007,960310,10084,T,
2007,960312,10084,M,1
2007,960314,10084,E,1
2007,960316,10084,E,1
2007,960318,10084,E,7
2007,960324,10084,H,7
2007,960326,10084,M,
2007,960329,10084,E,6
2007,960330,10084,H,13
2007,960331,10084,M,4
2007,960332,10084,A,3
2007,960334,10084,E,2
2007,960335,10084,H,3
2007,960336,10084,I,9
2007,960337,10084,M,1
2007,960340,10084,M,1
2007,960344,10084,E,5
2007,960348,10084,M,1
2007,960360,10084,M,6
2007,960370,10084,E,5
2007,960372,10084,H,7
2007,960374,10084,M,2
2007,960376,10084,E,
2007,960378,10084,T,
2007,960380,10084,H,9
2007,960382,10084,E,15
2007,960386,10084,T,13
2007,960388,10084,E,5
2007,960390,10084,E,1
2007,960450,10084,E,3
2007,960454,10084,E,6
2007,960490,10084,H,1
2007,960LEA,10084,A,3
2007,960LEA,10084,E,5
2007,960LEA,10084,H,7
2007,960LEA,10084,I,9
2007,960LEA,10084,M,2
2007,960LEA,10084,T,13
2007,96C000,10084,E,
2007,970308,10084,E,1
2007,970310,10084,E,1
2007,970312,10084,E,4
2007,970315,10084,M,3
2007,970320,10084,H,6
2007,970322,10084,M,4
2007,970337,10084,E,6
2007,970340,10084,E,2
2007,970344,10084,E,4
2007,970348,10084,E,2
2007,970352,10084,E,1
2007,970356,10084,H,5
2007,970358,10084,M,4
2007,970360,10084,E,2
2007,970368,10084,E,1
2007,970370,10084,E,4
2007,970376,10084,E,1
2007,970388,10084,H,8
2007,970389,10084,M,5
2007,970390,10084,H,5
2007,970391,10084,T,
2007,970392,10084,E,8
2007,970LEA,10084,E,3
2007,970LEA,10084,H,6
2007,970LEA,10084,M,4
2007,970LEA,10084,T,
2007,97D000,10084,I,
2007,980306,10084,A,
2007,980308,10084,E,2
2007,980317,10084,M,1
2007,980318,10084,H,1
2007,980320,10084,E,
2007,980324,10084,M,1
2007,980336,10084,H,9
2007,980338,10084,M,2
2007,980340,10084,E,2
2007,980342,10084,H,9
2007,980348,10084,E,3
2007,980352,10084,E,2
2007,980356,10084,E,2
2007,980357,10084,E,1
2007,980360,10084,E,
2007,980364,10084,E,6
2007,980380,10084,M,6
2007,980384,10084,M,2
2007,980388,10084,E,2
2007,980390,10084,M,4
2007,980392,10084,E,5
2007,980396,10084,E,5
2007,980400,10084,E,3
2007,980LEA,10084,A,
2007,980LEA,10084,E,3
2007,980LEA,10084,H,6
2007,980LEA,10084,M,3
2007,98A000,10084,I,
2007,990304,10084,I,1
2007,990308,10084,I,
2007,990312,10084,I,3
2007,990316,10084,I,2
2007,990320,10084,I,
2007,990322,10084,H,6
2007,990324,10084,I,3
2007,990326,10084,H,5
2007,990328,10084,I,5
2007,990336,10084,I,5
2007,990340,10084,A,1
2007,990LEA,10084,A,1
2007,990LEA,10084,H,6
2007,990LEA,10084,I,3
2007,995304,10084,E,2
2007,995308,10084,E,1
2007,995312,10084,E,3
2007,995316,10084,M,8
2007,995320,10084,E,2
2007,995324,10084,M,4
2007,995328,10084,E,2
2007,995330,10084,H,10
2007,995336,10084,E,1
2007,995LEA,10084,E,2
2007,995LEA,10084,H,10
2007,995LEA,10084,M,6
2007,NC-SEA,10084,A,4
2007,NC-SEA,10084,E,4
2007,NC-SEA,10084,H,8
2007,NC-SEA,10084,I,4
2007,NC-SEA,10084,M,5
2007,NC-SEA,10084,T,3
2008,010303,11149,H,1
2008,010304,11149,E,5
2008,010308,11149,E,10
2008,010310,11149,M,3
2008,010312,11149,E,1
2008,010320,11149,E,2
2008,010324,11149,H,6
2008,010326,11149,E,5
2008,010328,11149,E,9
2008,010340,11149,E,2
2008,010346,11149,E,3
2008,010347,11149,E,7
2008,010348,11149,H,6
2008,010350,11149,M,1
2008,010351,11149,E,1
2008,010353,11149,M,7
2008,010354,11149,E,
2008,010357,11149,E,2
2008,010358,11149,E,5
2008,010360,11149,H,2
2008,010362,11149,E,7
2008,010364,11149,E,3
2008,010372,11149,E,1
2008,010374,11149,E,2
2008,010378,11149,A,3
2008,010380,11149,E,4
2008,010384,11149,E,3
2008,010388,11149,H,9
2008,010390,11149,M,3
2008,010392,11149,E,7
2008,010394,11149,M,3
2008,010396,11149,H,11
2008,010400,11149,H,8
2008,010403,11149,M,5
2008,010406,11149,M,4
2008,010LEA,11149,A,3
2008,010LEA,11149,E,4
2008,010LEA,11149,H,6
2008,010LEA,11149,M,4
2008,01B000,11149,A,
2008,01C000,11149,A,
2008,01D000,11149,H,
2008,020302,11149,H,16
2008,020304,11149,E,6
2008,020306,11149,M,3
2008,020308,11149,E,7
2008,020316,11149,E,5
2008,020320,11149,E,4
2008,020324,11149,E,5
2008,020328,11149,E,3
2008,020330,11149,M,6
2008,020332,11149,E,4
2008,020LEA,11149,E,5
2008,020LEA,11149,H,16
2008,020LEA,11149,M,5
2008,030304,11149,H,4
2008,030308,11149,I,3
2008,030316,11149,I,1
2008,030320,11149,I,11
2008,030LEA,11149,H,4
2008,030LEA,11149,I,5
2008,040304,11149,H,1
2008,040305,11149,T,
2008,040306,11149,H,6
2008,040308,11149,E,2
2008,040309,11149,M,2
2008,040311,11149,E,4
2008,040316,11149,E,3
2008,040324,11149,E,
2008,040328,11149,E,4
2008,040330,11149,E,2
2008,040700,11149,H,1
2008,040LEA,11149,E,3
2008,040LEA,11149,H,3
2008,040LEA,11149,M,2
2008,040LEA,11149,T,
2008,050302,11149,H,14
2008,050305,11149,M,7
2008,050310,11149,E,5
2008,050330,11149,E,7
2008,050335,11149,E,12
2008,050LEA,11149,E,8
2008,050LEA,11149,H,14
2008,050LEA,11149,M,7
2008,060302,11149,H,6
2008,060304,11149,E,3
2008,060308,11149,I,
2008,060310,11149,M,1
2008,060316,11149,E,2
2008,060318,11149,M,2
2008,060322,11149,E,1
2008,060328,11149,E,2
2008,060332,11149,E,1
2008,060LEA,11149,E,2
2008,060LEA,11149,H,6
2008,060LEA,11149,I,
2008,060LEA,11149,M,2
2008,06A000,11149,A,
2008,06B000,11149,A,
2008,070302,11149,E,3
2008,070306,11149,,
2008,070308,11149,I,5
2008,070310,11149,T,1
2008,070325,11149,M,2
2008,070326,11149,E,10
2008,070327,11149,E,8
2008,070328,11149,E,3
2008,070329,11149,I,6
2008,070330,11149,H,9
2008,070338,11149,M,5
2008,070339,11149,H,2
2008,070340,11149,I,1
2008,070342,11149,H,4
2008,070LEA,11149,E,6
2008,070LEA,11149,H,5
2008,070LEA,11149,I,4
2008,070LEA,11149,M,4
2008,070LEA,11149,T,1
2008,07A000,11149,I,
2008,080310,11149,,
2008,080312,11149,H,1
2008,080314,11149,M,2
2008,080320,11149,,
2008,080348,11149,E,
2008,080350,11149,T,
2008,080356,11149,E,2
2008,080360,11149,E,2
2008,080362,11149,E,3
2008,080700,11149,H,
2008,080LEA,11149,E,2
2008,080LEA,11149,H,1
2008,080LEA,11149,M,2
2008,080LEA,11149,T,
2008,090304,11149,E,1
2008,090315,11149,M,3
2008,090317,11149,E,3
2008,090318,11149,E,
2008,090320,11149,M,5
2008,090324,11149,E,1
2008,090328,11149,I,1
2008,090330,11149,H,2
2008,090332,11149,M,1
2008,090333,11149,E,3
2008,090352,11149,E,
2008,090354,11149,T,
2008,090365,11149,M,1
2008,090368,11149,H,5
2008,090LEA,11149,E,2
2008,090LEA,11149,H,4
2008,090LEA,11149,I,1
2008,090LEA,11149,M,3
2008,090LEA,11149,T,
2008,100302,11149,E,8
2008,100304,11149,E,4
2008,100307,11149,H,2
2008,100308,11149,T,2
2008,100310,11149,E,2
2008,100316,11149,M,3
2008,100320,11149,E,2
2008,100326,11149,H,2
2008,100332,11149,M,3
2008,100334,11149,H,8
2008,100335,11149,M,13
2008,100336,11149,E,1
2008,100338,11149,E,4
2008,100340,11149,E,5
2008,100342,11149,E,1
2008,100344,11149,I,8
2008,100348,11149,H,6
2008,100LEA,11149,E,3
2008,100LEA,11149,H,5
2008,100LEA,11149,I,8
2008,100LEA,11149,M,6
2008,100LEA,11149,T,2
2008,10A000,11149,I,
2008,110303,11149,H,8
2008,110304,11149,H,22
2008,110306,11149,M,8
2008,110308,11149,E,5
2008,110318,11149,E,2
2008,110320,11149,E,8
2008,110322,11149,H,4
2008,110323,11149,H,
2008,110324,11149,E,7
2008,110326,11149,M,12
2008,110332,11149,E,6
2008,110336,11149,H,19
2008,110338,11149,M,11
2008,110340,11149,H,5
2008,110342,11149,M,10
2008,110348,11149,E,6
2008,110350,11149,,1
2008,110352,11149,H,14
2008,110356,11149,E,5
2008,110366,11149,E,7
2008,110368,11149,E,7
2008,110370,11149,E,8
2008,110372,11149,E,3
2008,110376,11149,E,5
2008,110379,11149,E,7
2008,110380,11149,H,18
2008,110381,11149,M,9
