digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,agency_code,year,Book_TitlesPer_Student,wap,wap_class,media_school,devices,category_code
2,No,-,No,-,Neither,-,290365,2018,17.19,43.0,1.34,2003.0,0.95,H
1,No,-,No,-,Neither,-,290366,2018,22.01,27.0,0.49,2002.0,0.94,E
2,No,-,No,-,Neither,-,290367,2018,21.84,34.0,1.21,2003.0,0.72,M
0,No,-,No,-,Neither,-,290375,2018,39.55,39.0,1.3,2004.0,0.65,E
1,No,-,No,-,Neither,-,290376,2018,9.61,47.0,1.27,2002.0,0.79,M
1,No,-,No,-,Neither,-,290380,2018,14.67,58.0,1.21,2006.0,0.98,E
0,No,-,No,-,Neither,-,290384,2018,0.02,54.0,1.23,1994.0,1.3,E
2,No,-,No,-,Neither,-,290388,2018,7.82,51.0,1.31,2002.0,1.1,H
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,290389,2018,,25.0,1.56,2017.0,0.32,H
,,,,,,,290LEA,2018,16.74,1586.0,1.27,2003.0,0.89,
0,No,-,No,-,Neither,-,291308,2018,42.43,45.0,1.5,2001.0,1.32,E
1,No,-,No,-,Neither,-,291332,2018,16.41,66.0,1.43,2004.0,1.05,M
1,No,-,No,-,Neither,-,291336,2018,10.75,66.0,1.38,1994.0,0.56,H
0,No,-,No,-,Neither,-,291340,2018,27.4,46.0,1.53,1998.0,1.33,E
0,No,-,No,-,Neither,-,291348,2018,37.71,35.0,1.59,2001.0,1.06,E
0,No,-,No,-,Neither,-,291350,2018,25.0,13.0,2.6,2001.0,1.82,A
2,No,-,No,-,Neither,-,291352,2018,24.6,35.0,1.25,2001.0,1.74,E
,,,,,,,291LEA,2018,22.98,306.0,1.46,2000.0,0.94,
1,Yes,4:05,No,-,Neither,-,292316,2018,28.41,46.0,1.39,1999.0,0.56,E
1,No,-,No,-,Neither,-,292318,2018,22.03,75.0,1.23,2003.0,1.78,E
1,No,-,No,-,Neither,-,292320,2018,23.44,61.0,1.49,2001.0,0.7,M
4,Yes,9:10:11:12,No,-,Neither,-,292324,2018,15.57,67.0,1.26,2002.0,0.59,H
,,,,,,,292LEA,2018,21.54,249.0,1.32,2001.0,0.77,
-,No,-,No,-,Staff,-,300306,2018,,4.0,1.0,,0.25,T
0,No,-,No,-,Staff,-,300308,2018,23.37,52.0,1.33,2004.0,0.98,E
1,No,-,No,-,Staff,-,300310,2018,20.07,45.0,1.25,2001.0,0.91,E
3,No,-,No,-,Both,9:10:11:12,300312,2018,5.88,190.0,2.11,2004.0,1.65,H
-,No,-,No,-,Both,9:10:11:12:13,300314,2018,,10.0,1.43,,0.92,H
1,No,-,No,-,Staff,-,300320,2018,17.24,59.0,1.44,2004.0,1.53,E
1,No,-,No,-,Staff,-,300325,2018,23.74,52.0,1.24,2003.0,0.99,M
1,No,-,No,-,Staff,-,300326,2018,20.17,46.0,1.28,2004.0,1.58,E
1,No,-,No,-,Staff,-,300328,2018,27.02,52.0,1.53,2003.0,1.27,E
1,No,-,No,-,Staff,-,300330,2018,15.26,49.0,1.14,2001.0,1.15,M
1,No,-,No,-,Staff,-,300336,2018,24.02,44.0,1.57,1999.0,1.12,E
2,No,-,No,-,Staff,-,300337,2018,16.78,53.0,1.23,2006.0,0.98,M
,,,,,,,300LEA,2018,16.41,656.0,1.48,2003.0,1.23,
1,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310304,2018,16.1,71.0,1.2,2004.0,0.82,I
15,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310308,2018,14.5,67.0,1.16,2002.0,0.9,I
1,No,-,No,-,Neither,-,310324,2018,,88.0,2.59,2002.0,,
10,Yes,3:4:5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310330,2018,45.14,47.0,1.21,2001.0,0.59,I
10,Yes,5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310336,2018,30.28,61.0,1.09,2004.0,1.21,I
-,No,-,No,-,Both,9:10:11:12:13,310338,2018,,10.0,1.25,,0.65,H
22,No,-,No,-,Neither,-,310340,2018,,74.0,2.74,2000.0,,
1,No,-,No,-,Both,9:10:11:12,310344,2018,9.41,63.0,1.09,2001.0,0.72,H
1,No,-,No,-,Both,9:10:11:12,310352,2018,9.53,59.0,1.18,1997.0,0.81,H
16,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310356,2018,21.48,31.0,1.07,2004.0,1.31,I
13,Yes,5,No,-,Both,PK:K:1:2:3:4:5:6,310360,2018,21.07,45.0,1.07,2003.0,0.93,E
25,No,-,No,-,Both,7:8:9:10:11:12,310364,2018,11.48,38.0,1.15,2005.0,0.71,T
5,Yes,PK:K:1:2:3:4:5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310384,2018,22.97,85.0,1.09,2004.0,1.35,I
12,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8,310388,2018,15.05,75.0,1.12,2003.0,1.44,I
8,No,-,No,-,Both,9:10:11:12,310392,2018,10.48,57.0,1.39,2003.0,0.76,H
1,No,-,No,-,Both,PK:K:1:2:3:4:5:6:7:8:9:10:11:12:13,310396,2018,,32.0,1.23,2005.0,,
,,,,,,,310LEA,2018,20.52,903.0,1.28,2003.0,0.83,
3,No,-,No,-,Neither,-,320304,2018,21.9,51.0,1.38,2004.0,2.56,E
1,No,-,No,-,Neither,-,320306,2018,18.49,59.0,1.59,2004.0,1.21,M
3,Yes,5,No,-,Neither,-,320308,2018,27.54,27.0,1.08,2003.0,1.77,E
-,No,-,No,-,Neither,-,320309,2018,,15.0,1.07,,1.25,H
2,No,-,No,-,Neither,-,320310,2018,3.38,38.0,0.95,2001.0,4.26,E
1,No,-,No,-,Neither,-,320312,2018,7.13,110.0,1.05,2000.0,2.69,H
2,No,-,No,-,Neither,-,320313,2018,33.64,38.0,0.95,2004.0,2.09,E
4,Yes,6:7:8:9:10:11,No,-,Neither,-,320314,2018,21.28,62.0,1.27,2003.0,0.82,T
1,No,-,No,-,Neither,-,320315,2018,30.91,48.0,1.17,1999.0,1.3,E
1,No,-,No,-,Neither,-,320316,2018,14.28,74.0,1.1,2002.0,1.69,M
20,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,320317,2018,10.37,22.0,1.22,2008.0,0.68,H
1,No,-,No,-,Neither,-,320318,2018,20.2,32.0,0.91,2003.0,1.52,E
3,No,-,No,-,Neither,-,320319,2018,17.32,43.0,0.78,2003.0,1.79,E
1,No,-,No,-,Neither,-,320320,2018,12.54,39.0,0.98,1998.0,1.36,E
-,Yes,9:10:11:12,No,-,Neither,-,320322,2018,,13.0,1.0,,0.63,H
1,No,-,No,-,Students,6:7:8:9:10:11:12,320323,2018,12.87,127.0,1.14,2002.0,4.0,T
1,No,-,No,-,Neither,-,320324,2018,26.77,46.0,1.0,1999.0,2.2,E
1,Yes,9:10:11:12,No,-,Neither,-,320325,2018,8.37,103.0,1.47,1994.0,0.62,H
1,No,-,No,-,Neither,-,320327,2018,33.54,41.0,0.75,2000.0,1.58,E
2,No,-,No,-,Neither,-,320328,2018,16.12,49.0,1.07,2001.0,2.28,E
-,Yes,9:10:11:12,No,-,Neither,-,320329,2018,,7.0,1.75,,,
1,No,-,No,-,Neither,-,320332,2018,17.66,47.0,0.89,2005.0,1.84,E
2,No,-,No,-,Neither,-,320336,2018,237.69,,,2005.0,0.27,A
1,No,-,No,-,Neither,-,320338,2018,35.79,36.0,1.03,1998.0,1.17,M
1,No,-,No,-,Neither,-,320339,2018,32.27,31.0,0.86,1999.0,0.86,E
1,No,-,No,-,Neither,-,320340,2018,31.46,42.0,1.11,1998.0,2.16,I
0,No,-,No,-,Staff,-,320341,2018,9.11,12.0,0.57,1998.0,2.1,T
9,No,-,No,-,Neither,-,320342,2018,17.2,11.0,0.61,2007.0,1.08,M
2,No,-,No,-,Both,6:07:08,320343,2018,20.26,54.0,1.29,2009.0,0.73,M
0,No,-,No,-,Neither,-,320344,2018,33.24,27.0,1.23,1995.0,0.98,E
6,Yes,6:07:08,No,-,Neither,-,320346,2018,8.86,56.0,0.98,2001.0,0.51,M
1,No,-,No,-,Neither,-,320347,2018,24.01,32.0,0.94,2001.0,1.81,E
1,No,-,No,-,Neither,-,320348,2018,33.64,31.0,1.48,2005.0,1.28,E
1,No,-,No,-,Neither,-,320352,2018,23.06,48.0,1.07,1998.0,1.3,E
-,No,-,No,-,Neither,-,320353,2018,,,,,2.78,H
1,No,-,No,-,Neither,-,320354,2018,57.36,23.0,1.53,2000.0,2.0,E
1,No,-,No,-,Neither,-,320355,2018,12.49,54.0,0.98,2003.0,1.16,M
1,No,-,No,-,Neither,-,320356,2018,8.23,104.0,1.08,2000.0,1.87,H
1,No,-,No,-,Neither,-,320360,2018,24.36,51.0,1.09,1999.0,1.24,E
1,No,-,No,-,Neither,-,320362,2018,21.56,44.0,1.02,2003.0,2.01,E
1,No,-,No,-,Neither,-,320363,2018,20.08,48.0,1.09,2005.0,1.8,E
2,No,-,No,-,Both,2:3:4:5,320364,2018,14.23,60.0,1.15,2003.0,2.79,E
1,No,-,No,-,Neither,-,320365,2018,10.83,100.0,0.88,1998.0,1.9,H
1,No,-,No,-,Neither,-,320366,2018,12.63,55.0,0.9,2002.0,1.53,M
0,No,-,No,-,Neither,-,320367,2018,30.58,30.0,0.91,1998.0,1.82,E
6,No,-,No,-,Neither,-,320368,2018,9.72,71.0,0.81,1999.0,1.78,H
1,No,-,No,-,Neither,-,320369,2018,25.57,44.0,1.0,2006.0,1.81,E
3,No,-,No,-,Neither,-,320370,2018,15.93,54.0,1.29,2005.0,1.42,M
1,No,-,No,-,Neither,-,320372,2018,25.47,49.0,0.86,1993.0,1.39,E
1,Yes,5,No,-,Neither,-,320374,2018,39.97,32.0,1.45,1997.0,1.37,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,320376,2018,21.63,43.0,1.54,2003.0,1.68,E
1,Yes,K:2:3:4:5,No,-,Neither,-,320388,2018,42.47,38.0,1.06,2001.0,0.7,E
2,No,-,No,-,Neither,-,320400,2018,18.29,23.0,0.85,2000.0,1.22,E
-,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,320701,2018,,12.0,0.75,,0.82,H
,,,,,,,320LEA,2018,18.2,2406.0,1.05,2001.0,1.43,
-,Yes,3:4:5:6:7:8,No,-,Neither,-,32B000,2018,,58.0,2.42,,0.76,I
0,No,-,No,-,Neither,-,32H000,2018,4.97,24.0,0.86,1996.0,3.15,I
4,No,-,No,-,Neither,-,32K000,2018,19.9,11.0,0.33,2008.0,2.77,I
0,No,-,No,-,Students,7:8:9:10:11:12,32L000,2018,8.13,83.0,1.04,2009.0,2.87,A
-,Yes,4:5:6:7:8:9:10:11:12:13,Yes,6:07:08,Neither,-,32M000,2018,,24.0,2.0,,1.23,I
0,No,-,No,-,Both,9:10:11:12,32N000,2018,0.39,37.0,1.32,2005.0,17.46,H
20,No,-,No,-,-,-,32Q000,2018,1.88,,,2005.0,,E
-,No,-,No,-,Neither,-,32R000,2018,,7.0,0.24,,4.4,E
0,Yes,3:04:05,No,-,Staff,-,330304,2018,16.01,66.0,1.32,1997.0,1.14,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,330308,2018,27.27,67.0,1.29,1996.0,0.63,E
8,Yes,3:04:05,No,-,Both,3:04:05,330312,2018,55.78,45.0,1.5,1997.0,0.47,E
-,Yes,9:10:11:12:13,No,-,Both,9:10:11:12:13,330326,2018,,16.0,1.6,,0.84,H
0,No,-,No,-,Both,9:11:12,330328,2018,23.96,58.0,2.07,2000.0,0.67,H
1,Yes,6:07:08,No,-,Both,6:07:08,330332,2018,79.57,40.0,2.0,1999.0,0.41,M
0,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,330334,2018,13.35,12.0,0.6,1998.0,0.84,E
0,Yes,6:07:08,No,-,Both,6:07:08,330340,2018,24.49,51.0,2.04,1994.0,0.64,M
0,Yes,6:07:08,No,-,Both,6:07:08,330344,2018,45.07,56.0,1.4,1999.0,0.43,M
0,Yes,6:07:08,Yes,8,Both,6:07:08,330348,2018,27.76,60.0,1.58,2001.0,0.55,M
0,Yes,9:10:11:12,No,-,Both,9:10:11:12,330350,2018,9.72,91.0,1.65,1994.0,0.62,H
0,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,330354,2018,31.23,59.0,1.59,1996.0,0.73,E
0,Yes,9:10:11:12,No,-,Both,9:10:11:12,330358,2018,14.58,78.0,1.53,2002.0,0.57,H
1,Yes,3:4:5:6:7:8,No,-,Both,K:1:2:3:4:5:6:7:8,330360,2018,22.85,62.0,1.55,2000.0,0.78,I
,,,,,,,330LEA,2018,24.61,761.0,1.53,1998.0,0.64,
0,No,-,No,-,Neither,-,33A000,2018,5.35,63.0,0.85,2001.0,2.47,A
1,Yes,K:1:2:3:4:5,No,-,Staff,-,340308,2018,28.84,50.0,1.09,1999.0,0.91,E
1,No,-,No,-,Both,9:10:11:12,340311,2018,12.69,105.0,1.54,2001.0,1.22,H
1,Yes,5,No,-,Both,K:1:2:3:4:5,340314,2018,24.94,54.0,1.69,1999.0,1.1,E
2,No,-,No,-,Both,3:04:05,340320,2018,23.95,39.0,1.15,2004.0,1.15,E
1,No,-,No,-,Both,K:1:2:3:4:5,340326,2018,19.79,53.0,1.06,2007.0,1.1,E
1,No,-,No,-,Both,9:10:11:12,340330,2018,7.72,77.0,1.43,2002.0,0.47,H
1,No,-,No,-,Both,9:10:11:12,340332,2018,,95.0,1.08,2001.0,,H
1,Yes,5,No,-,Staff,-,340334,2018,20.63,57.0,1.14,1997.0,1.63,E
-,No,-,No,-,Neither,-,340336,2018,,26.0,0.96,,0.58,H
-,No,-,No,-,Staff,-,340344,2018,,21.0,2.1,,4.3,E
1,Yes,4:05,No,-,Both,K:1:2:3:4:5,340348,2018,18.68,50.0,1.16,2003.0,1.23,E
2,No,-,No,-,Both,6:07:08,340350,2018,7.07,67.0,1.2,2001.0,1.47,M
1,Yes,PK:K:1:2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,340351,2018,35.95,37.0,1.32,2008.0,0.48,E
1,No,-,No,-,Both,8,340354,2018,22.52,38.0,0.84,1982.0,1.03,I
-,No,-,No,-,Both,9:10:11:12,340362,2018,,,,,0.78,H
1,No,-,No,-,Both,9:10:11:12,340364,2018,6.61,115.0,1.44,1996.0,1.02,H
2,No,-,No,-,Both,6:07:08,340366,2018,14.99,58.0,1.14,2004.0,0.85,M
1,Yes,5,No,-,Both,PK:K:1:2:3:4:5,340368,2018,18.45,48.0,1.14,2005.0,1.13,E
2,No,-,No,-,Both,6:07:08,340372,2018,12.48,58.0,1.02,2007.0,1.08,M
7,Yes,K:1:2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,340376,2018,25.43,48.0,1.09,2003.0,0.63,E
1,Yes,4:05,No,-,Staff,-,340380,2018,18.42,59.0,1.2,2000.0,0.97,E
5,No,-,No,-,Both,9:10:11:12,340382,2018,6.68,102.0,1.24,2003.0,1.19,H
1,No,-,No,-,Both,PK:K:1:2:3:4:5,340384,2018,16.65,53.0,1.18,2000.0,1.0,E
1,No,-,No,-,Both,6:7:8:9:10:11:12,340385,2018,46.79,48.0,1.3,2000.0,0.34,T
1,Yes,4:05,No,-,Staff,-,340390,2018,22.24,62.0,1.32,2001.0,1.34,E
2,No,-,No,-,Both,6:07:08,340392,2018,7.43,61.0,0.9,2006.0,0.88,M
-,No,-,No,-,Neither,-,340398,2018,,,,,0.44,A
1,Yes,5,No,-,Both,K:1:2:3:4:5,340400,2018,21.79,47.0,1.24,2001.0,1.78,E
1,Yes,5,No,-,Both,K:1:2:3:4:5,340403,2018,22.06,55.0,1.41,2003.0,1.25,E
2,No,-,No,-,Both,6:07:08,340406,2018,3.45,76.0,1.12,2001.0,0.85,M
1,Yes,5,No,-,Staff,-,340416,2018,15.67,75.0,1.19,2000.0,0.94,E
5,No,-,No,-,Both,6:07:08,340420,2018,13.79,57.0,1.1,2000.0,1.1,M
3,Yes,PK:K:1:2:4:5,Yes,PK:K:1:2,Staff,-,340424,2018,35.78,30.0,1.5,2002.0,0.54,E
1,Yes,5,No,-,Neither,-,340426,2018,12.22,53.0,1.0,2007.0,0.93,E
-,No,-,No,-,Both,6:7:8:9:10:11:12,340427,2018,,19.0,1.12,,0.57,A
3,Yes,3:04:05,No,-,Both,4:05,340428,2018,17.31,53.0,1.04,1998.0,0.86,E
3,No,-,No,-,Neither,-,340430,2018,30.42,56.0,1.4,2003.0,1.23,E
10,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,340432,2018,26.74,38.0,0.93,2002.0,1.34,E
20,No,-,No,-,Staff,-,340436,2018,3.97,,,2001.0,0.8,M
1,Yes,5,No,-,Both,K:1:2:3:4:5,340440,2018,16.49,61.0,1.24,2001.0,1.16,E
3,No,-,No,-,Both,6:07:08,340442,2018,5.49,73.0,1.07,2002.0,1.27,M
-,No,-,No,-,Both,11:12,340446,2018,,,,,1.13,H
1,Yes,2:04:05,No,-,Staff,-,340447,2018,40.93,44.0,1.16,2004.0,1.11,E
1,Yes,5,No,-,Both,K:1:2:3:4:5,340448,2018,17.96,60.0,1.3,1998.0,1.22,E
2,No,-,No,-,Both,6:07:08,340452,2018,24.1,48.0,1.17,2001.0,0.71,M
1,Yes,4:05,Yes,13,Both,K:1:2:3:4:5,340453,2018,23.48,42.0,1.0,2001.0,1.26,E
1,No,-,No,-,Both,9:10:11:12,340454,2018,5.87,97.0,1.28,1997.0,1.26,H
2,Yes,5,No,-,Staff,-,340457,2018,16.03,54.0,0.98,2008.0,1.26,E
2,No,-,No,-,Both,9:10:11:12,340460,2018,9.18,88.0,1.28,1992.0,0.87,H
10,Yes,5,No,-,Both,K:1:2:3:4:5,340462,2018,19.89,54.0,1.69,1999.0,1.34,E
20,No,-,No,-,Both,6:07:08,340464,2018,9.2,63.0,1.05,2001.0,1.08,M
1,Yes,5,No,-,Both,2:3:4:5,340472,2018,22.26,42.0,1.11,2004.0,1.16,E
4,Yes,PK:5,Yes,PK,Staff,-,340476,2018,21.54,70.0,1.37,2003.0,0.76,E
6,No,-,No,-,Both,6:7:8:9:10,340480,2018,7.31,56.0,1.81,2003.0,0.7,T
1,No,-,No,-,Both,9:10:11:12,340486,2018,10.08,97.0,1.13,1993.0,1.43,H
15,Yes,6:7:8:9:10:11:12,No,-,Both,6:7:8:9:11:12,340488,2018,23.28,54.0,1.42,2006.0,0.47,T
2,Yes,2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,340490,2018,29.4,58.0,1.45,2005.0,0.49,E
5,No,-,No,-,Both,6:07:08,340492,2018,27.02,43.0,1.1,2002.0,0.68,M
1,Yes,4:05,No,-,Both,K:1:2:3:4:5,340494,2018,22.32,56.0,1.24,2001.0,1.51,E
1,No,-,No,-,Both,9:10:11:12,340495,2018,7.45,102.0,1.28,2003.0,1.38,H
1,No,-,No,-,Both,9:10:11:12,340496,2018,8.3,103.0,1.29,1991.0,1.45,H
1,No,-,No,-,Both,K:1:2:3:4:5,340504,2018,21.96,51.0,1.13,2000.0,1.58,E
2,No,-,No,-,Both,3:04:05,340508,2018,14.67,60.0,1.13,2004.0,1.4,E
1,Yes,3:04:05,No,-,Staff,-,340512,2018,15.39,53.0,1.08,2001.0,1.25,E
2,No,-,No,-,Staff,-,340514,2018,19.34,70.0,1.46,2009.0,1.1,E
0,No,-,No,-,Both,6:07:08,340516,2018,7.75,70.0,1.17,2003.0,1.37,M
1,Yes,3:04:05,No,-,Staff,-,340520,2018,23.28,45.0,1.05,1997.0,1.18,E
3,Yes,5,No,-,Both,3,340528,2018,11.99,60.0,1.5,2006.0,1.32,E
1,Yes,1:2:3:4:5,No,-,Staff,-,340530,2018,17.42,50.0,1.19,2005.0,1.0,E
-,No,-,No,-,Both,PK:K:1:2:3:4:5,340531,2018,,24.0,2.18,,0.61,E
99,Yes,3:04:05,No,-,Both,5,340532,2018,27.54,67.0,1.52,2003.0,0.71,E
2,Yes,5,No,-,Both,K:1:2:3:4:5,340536,2018,17.24,49.0,1.17,2002.0,2.8,E
1,Yes,5,No,-,Staff,-,340540,2018,16.52,64.0,1.19,2002.0,1.67,E
5,No,-,No,-,Both,9:10:11:12,340542,2018,26.03,57.0,1.21,2006.0,0.73,H
5,No,-,No,-,Both,6:07:08,340544,2018,21.56,58.0,1.18,2006.0,0.86,M
1,Yes,5,No,-,Staff,-,340548,2018,20.11,60.0,1.62,2002.0,1.33,E
2,No,-,No,-,Both,9:10:11:12,340556,2018,4.95,113.0,1.36,1989.0,2.02,H
3,Yes,3:04:05,No,-,Both,3:04:05,340560,2018,22.26,37.0,1.09,2003.0,1.04,E
3,No,-,No,-,Both,6:07:08,340564,2018,17.47,51.0,1.16,2001.0,0.89,M
2,Yes,6:07,No,-,Staff,-,340568,2018,15.61,84.0,2.05,2000.0,0.7,T
,,,,,,,340LEA,2018,15.07,4528.0,1.23,2001.0,1.05,
75,No,-,No,-,Both,9:10:11:12,34B000,2018,0.06,36.0,1.09,2005.0,3.4,A
1,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12:13,No,-,Neither,-,34D000,2018,5.53,6.0,0.2,2006.0,4.52,A
-,No,-,No,-,Neither,-,34F000,2018,,22.0,0.79,3.0,2.68,I
0,Yes,5:6:7:8,No,-,Both,4:5:6:7:8,34G000,2018,38.99,10.0,0.37,2000.0,3.42,I
0,Yes,4:7:8:9:10:11:12,Yes,7:8:9:10:11:12,Students,5:6:7:8:9:10:11:12,34H000,2018,0.33,6.0,0.13,,8.34,A
1,No,-,No,-,Staff,-,350304,2018,20.91,39.0,0.87,1995.0,0.93,E
0,No,-,No,-,Both,9:10:11:12,350308,2018,5.29,69.0,1.23,2004.0,1.09,H
0,No,-,No,-,Staff,-,350310,2018,17.44,50.0,1.32,1999.0,1.31,M
0,No,-,No,-,Staff,-,350312,2018,15.77,52.0,1.37,1998.0,0.98,M
1,No,-,No,-,Neither,-,350316,2018,24.31,31.0,1.03,1999.0,1.74,E
0,No,-,No,-,Both,9:10:11:12:13,350317,2018,6.3,5.0,0.71,2009.0,0.78,H
0,No,-,No,-,Staff,-,350318,2018,46.98,46.0,1.7,1995.0,0.77,E
1,No,-,No,-,Both,9:10:11:12,350321,2018,10.03,87.0,1.5,2001.0,2.32,H
0,No,-,No,-,Staff,-,350324,2018,17.5,35.0,1.17,2007.0,0.58,M
1,No,-,No,-,Staff,-,350330,2018,24.12,36.0,1.71,1998.0,0.93,E
1,No,-,No,-,Staff,-,350331,2018,32.81,33.0,0.87,2001.0,1.33,E
1,No,-,No,-,Staff,-,350332,2018,34.81,57.0,1.58,1996.0,1.51,E
1,No,-,No,-,Both,9:10:11:12,350336,2018,14.28,49.0,0.88,1998.0,0.71,H
0,No,-,No,-,Staff,-,350338,2018,19.88,34.0,0.85,2001.0,0.93,M
1,No,-,No,-,Staff,-,350339,2018,22.48,48.0,1.6,1996.0,1.15,E
0,No,-,No,-,Staff,-,350340,2018,31.01,37.0,1.16,1996.0,1.75,E
,,,,,,,350LEA,2018,19.96,708.0,1.22,2000.0,1.12,
1,No,-,No,-,Staff,-,360310,2018,7.74,93.0,1.22,1999.0,0.61,H
0,No,-,No,-,Both,2:3:4:5,360320,2018,12.73,45.0,1.07,1999.0,0.79,E
2,No,-,No,-,Both,6:07:08,360324,2018,14.27,48.0,1.17,2002.0,0.7,M
1,No,-,No,-,Staff,-,360332,2018,18.57,31.0,1.15,2005.0,0.81,E
1,Yes,9:10:11:12,No,-,Staff,-,360336,2018,12.08,50.0,1.22,1992.0,0.54,H
-,Yes,9:10:11:12,No,-,Both,9:10:11:12:13,360337,2018,,18.0,1.5,,0.65,H
2,No,-,No,-,Staff,-,360338,2018,16.36,40.0,1.43,2004.0,1.43,E
0,Yes,4:05,No,-,Both,4:05,360339,2018,30.25,17.0,1.7,2001.0,0.52,E
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,360340,2018,12.15,41.0,1.05,2004.0,0.8,E
2,No,-,No,-,Both,3:04:05,360344,2018,15.72,45.0,1.07,2004.0,0.71,E
4,Yes,2:3:4:5,No,-,Staff,-,360348,2018,18.99,26.0,1.08,2001.0,0.7,E
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360352,2018,31.98,34.0,1.36,2001.0,0.64,E
0,Yes,9:10:11:12,No,-,Both,9:10:11:12,360360,2018,13.25,49.0,1.29,1998.0,0.54,H
2,Yes,1:02:03,No,-,Staff,-,360364,2018,16.79,37.0,1.16,2002.0,0.74,E
4,No,-,No,-,Staff,-,360372,2018,56.38,26.0,1.44,2008.0,0.35,T
0,No,-,No,-,Staff,-,360376,2018,20.66,42.0,1.24,2002.0,0.72,E
11,Yes,9:10:11:12,No,-,Both,9:10:11:12,360378,2018,9.14,165.0,2.7,2009.0,0.61,H
0,No,-,No,-,Both,6:07:08,360380,2018,13.83,57.0,1.24,2004.0,0.65,M
4,Yes,9:10:11:12,No,-,Both,9:10:11:12,360390,2018,14.13,77.0,1.17,1998.0,0.73,H
1,Yes,3:04:05,No,-,Staff,-,360392,2018,20.63,41.0,1.14,2005.0,0.7,E
0,No,-,No,-,Staff,-,360394,2018,5.63,27.0,1.35,2006.0,1.02,A
1,Yes,9:10:11:12,No,-,Both,9:10:11:12,360396,2018,15.4,72.0,1.07,1997.0,0.78,H
0,No,-,No,-,Staff,-,360400,2018,10.9,42.0,1.08,2010.0,0.82,E
0,Yes,6:07:08,No,-,Staff,-,360408,2018,15.64,57.0,1.46,2002.0,0.68,M
1,No,-,No,-,Both,9:10:11:12,360418,2018,11.1,60.0,1.62,2002.0,0.57,H
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360420,2018,19.4,23.0,1.28,2007.0,0.61,E
1,Yes,8,No,-,Staff,-,360426,2018,10.41,45.0,1.18,2003.0,0.82,M
1,No,-,No,-,Both,9:10:11:12,360428,2018,7.3,76.0,1.0,2001.0,0.47,H
6,No,-,No,-,Staff,-,360430,2018,20.12,29.0,1.26,2001.0,1.11,E
2,No,-,No,-,Both,6:07:08,360431,2018,19.69,40.0,1.33,2004.0,0.57,M
1,No,-,No,-,Both,3:04:05,360432,2018,13.6,36.0,1.16,2004.0,0.94,E
0,No,-,No,-,Staff,-,360436,2018,14.79,50.0,1.35,2003.0,0.6,M
1,Yes,4:05,No,-,Staff,-,360438,2018,20.81,41.0,1.58,2003.0,0.9,E
0,No,-,No,-,Staff,-,360440,2018,13.33,38.0,1.27,2001.0,1.17,E
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360448,2018,26.71,18.0,1.0,2004.0,0.44,E
1,Yes,6:07:08,No,-,Both,6:07:08,360456,2018,12.59,51.0,1.31,2006.0,0.58,M
1,Yes,3:04:05,No,-,Staff,-,360464,2018,15.48,34.0,1.1,2003.0,1.0,E
2,Yes,1:2:3:4:5,No,-,Staff,-,360468,2018,16.42,31.0,1.07,2009.0,0.72,E
1,No,-,No,-,Both,9:10:11:12,360470,2018,11.3,79.0,1.25,2003.0,0.71,H
1,Yes,K:1:2:3:4:5,No,-,Staff,-,360478,2018,16.25,37.0,1.09,1999.0,0.9,E
6,Yes,K:1:2:3:4:5,No,-,Staff,-,360480,2018,10.66,98.0,2.13,2009.0,0.64,E
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,360482,2018,16.13,36.0,0.97,2002.0,0.86,E
2,Yes,4:05,No,-,Staff,-,360488,2018,16.75,46.0,1.31,2000.0,0.75,E
5,No,-,No,-,Staff,-,360490,2018,17.08,46.0,1.15,2001.0,0.69,E
5,No,-,No,-,Staff,-,360492,2018,15.85,47.0,1.02,2002.0,0.88,E
1,No,-,No,-,Both,9:10:11:12,360494,2018,9.97,66.0,1.1,1999.0,0.9,H
