digital_media,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,agency_code,year,Book_TitlesPer_Student,wap,wap_class,media_school,devices,category_code
5,No,-,No,-,Neither,-,520308,2018,45.55,25.0,2.27,1995.0,0.83,E
0,Yes,9:10:11:12,Yes,9:10:12,Neither,-,520320,2018,19.74,44.0,1.33,1993.0,0.74,H
5,No,-,No,-,Neither,-,520324,2018,34.86,34.0,2.0,1999.0,0.63,M
5,No,-,No,-,Neither,-,520328,2018,65.38,21.0,1.5,1993.0,0.69,E
0,No,-,No,-,Neither,-,520336,2018,31.29,25.0,1.25,1999.0,0.97,E
,,,,,,,520LEA,2018,37.15,169.0,1.55,1995.0,0.79,
7,Yes,3:04:05,No,-,Both,K:1:2:4:5,530302,2018,14.74,39.0,0.91,1995.0,1.03,E
0,Yes,6:7:8:9:10:11:12,No,-,Both,6:7:8:9:10:11:12,530306,2018,3.14,10.0,0.67,2010.0,0.3,T
1,Yes,3:04:05,No,-,Neither,-,530308,2018,8.54,32.0,0.78,1999.0,0.94,E
1,Yes,3:04:05,No,-,Students,3:04:05,530312,2018,13.85,35.0,0.9,2001.0,0.73,E
2,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,530314,2018,27.24,47.0,1.07,2002.0,1.07,M
2,No,-,No,-,Neither,-,530316,2018,118.56,11.0,0.85,1999.0,2.03,A
3,Yes,3:04:05,No,-,Both,3:04:05,530320,2018,17.59,41.0,0.91,1996.0,0.85,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,530335,2018,,12.0,0.86,,0.73,H
1,Yes,9:10:11:12,No,-,Both,9:10:11:12,530336,2018,13.35,83.0,0.81,1995.0,0.85,H
1,Yes,2:3:4:5,No,-,Both,K:1:2:3:4:5,530340,2018,15.18,35.0,0.71,1999.0,0.86,E
3,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,530341,2018,20.14,55.0,1.0,2004.0,0.79,M
1,Yes,9:10:11:12,No,-,Both,9:10:11:12,530343,2018,12.21,79.0,1.11,2001.0,0.49,H
6,Yes,3:04:05,No,-,Both,3:04:05,530346,2018,17.57,38.0,0.9,2000.0,0.71,E
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,530354,2018,16.48,33.0,0.85,1997.0,0.95,E
2,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,530356,2018,19.81,50.0,1.14,1996.0,0.51,M
-,No,-,No,-,Neither,-,530358,2018,,9.0,0.69,,0.09,E
,,,,,,,530LEA,2018,16.64,609.0,0.91,2000.0,0.52,
1,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Students,K:1:2:3:4:5,540304,2018,18.41,42.0,1.02,1995.0,0.93,E
1,Yes,K:1:2:3:4:5:6:7:8,Yes,K:1:2:3:4:5:6:7:8,Students,K:1:2:3:4:5:6:7:8,540308,2018,16.12,57.0,1.02,1997.0,0.88,I
1,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,540312,2018,35.79,45.0,1.22,1999.0,0.86,M
5,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,540315,2018,19.44,90.0,1.67,1983.0,0.74,H
1,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Students,K:1:2:3:4:5,540316,2018,20.16,43.0,1.23,1997.0,0.93,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Both,9:10:11:12:13,540317,2018,0.63,14.0,1.17,,0.84,H
5,Yes,7:8:9:10:11:12,No,-,Neither,-,540318,2018,33.39,6.0,0.6,1994.0,0.96,A
2,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Students,K:1:2:3:4:5,540320,2018,17.03,37.0,1.19,1995.0,0.95,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Students,9:10:11:12,540324,2018,16.27,77.0,1.04,1990.0,0.82,H
1,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Both,K:1:2:3:4:5,540325,2018,19.84,37.0,1.12,2000.0,0.96,E
1,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Students,K:1:2:3:4:5,540326,2018,29.19,34.0,1.0,1998.0,0.93,E
2,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Students,K:1:2:3:4:5,540328,2018,17.67,38.0,1.12,1998.0,0.87,E
15,Yes,6:07:08,No,-,Both,6:07:08,540330,2018,19.2,84.0,1.2,1995.0,0.85,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Both,9:10:11:12,540336,2018,10.97,62.0,1.27,1995.0,0.82,H
1,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Students,K:1:2:3:4:5,540338,2018,49.24,29.0,1.61,1996.0,0.87,E
2,Yes,K:1:2:3:4:5,Yes,K:1:2:3:4:5,Neither,-,540340,2018,27.77,28.0,1.12,1999.0,0.84,E
1,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,540344,2018,15.95,46.0,1.31,2000.0,0.9,M
,,,,,,,540LEA,2018,19.92,769.0,1.19,1996.0,0.83,
0,Yes,6:07:08,No,-,Staff,-,54A000,2018,2.66,6.0,0.4,,4.0,I
-,No,-,No,-,Staff,-,550308,2018,,13.0,1.3,,0.98,T
0,No,-,No,-,Neither,-,550312,2018,37.67,30.0,1.88,1999.0,1.12,E
1,No,-,No,-,Neither,-,550314,2018,17.59,41.0,1.11,2000.0,1.85,E
0,No,-,No,-,Neither,-,550316,2018,24.45,40.0,1.48,1998.0,0.74,E
1,No,-,No,-,Students,9:10:11:12,550320,2018,10.37,80.0,1.63,1990.0,2.42,H
1,No,-,No,-,Students,6:07:08,550322,2018,18.42,80.0,1.25,2001.0,2.03,M
10,No,-,No,-,Neither,-,550324,2018,18.97,45.0,1.61,2000.0,1.28,E
1,No,-,No,-,Students,PK:K:1:2:3:4:5,550328,2018,19.68,45.0,1.05,2001.0,1.12,E
-,No,-,No,-,Neither,-,550330,2018,,25.0,2.08,,,
1,No,-,No,-,Both,9:10:11:12:13,550332,2018,7.12,82.0,1.46,1994.0,1.85,H
0,No,-,No,-,Both,6:07:08,550334,2018,20.51,71.0,1.58,2000.0,1.82,M
0,No,-,No,-,Staff,-,550336,2018,27.38,42.0,1.35,1997.0,1.16,E
0,No,-,No,-,Both,PK:K:1:2:3:4:5,550340,2018,18.28,40.0,1.0,2003.0,1.27,E
1,No,-,No,-,Students,PK:K:1:2:3:4:5,550342,2018,30.82,41.0,1.46,1998.0,2.05,E
0,No,-,No,-,Neither,-,550344,2018,8.36,80.0,1.38,2000.0,1.69,H
0,No,-,No,-,Neither,-,550348,2018,21.09,33.0,1.22,2000.0,1.56,E
1,No,-,No,-,Students,3:04:05,550349,2018,17.74,37.0,1.12,2002.0,1.29,E
1,No,-,No,-,Both,6:07:08,550350,2018,13.25,50.0,1.09,2001.0,3.12,M
1,No,-,No,-,Neither,-,550356,2018,16.59,50.0,1.14,2001.0,1.75,E
0,No,-,No,-,Both,PK:K:1:2:3:4,550360,2018,31.54,31.0,1.29,1997.0,1.23,E
1,No,-,No,-,Students,K:1:2:3:4:5,550362,2018,22.56,40.0,1.05,2000.0,1.12,E
0,No,-,No,-,Students,3:04:05,550364,2018,49.32,41.0,1.46,1997.0,1.73,E
1,No,-,No,-,Both,9:10:11:12,550368,2018,12.56,80.0,1.23,1997.0,1.83,H
1,No,-,No,-,Both,6:07:08,550372,2018,21.5,80.0,2.0,2005.0,1.07,M
,,,,,,,550LEA,2018,17.8,1197.0,1.35,1999.0,1.53,
0,Yes,6:7:8:9:10:11:12,Yes,6:7:9:10:11:12,Neither,-,55A000,2018,2.56,80.0,0.65,1997.0,2.27,A
7,No,-,No,-,Neither,-,560304,2018,26.93,32.0,1.14,2000.0,1.95,E
2,No,-,No,-,Neither,-,560316,2018,22.7,30.0,1.11,2002.0,1.83,E
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,560320,2018,12.71,91.0,1.42,1992.0,0.7,H
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,560324,2018,45.29,33.0,0.87,2000.0,1.0,A
0,No,-,No,-,Neither,-,560328,2018,21.15,44.0,1.38,1995.0,2.38,E
-,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Neither,-,560329,2018,,8.0,1.6,,0.61,H
1,No,-,No,-,Neither,-,560330,2018,16.66,53.0,1.1,2003.0,1.47,M
0,No,-,No,-,Neither,-,560331,2018,14.56,45.0,1.05,2002.0,1.61,M
0,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,560332,2018,65.01,16.0,0.94,2002.0,0.64,A
5,No,-,No,-,Neither,-,560338,2018,21.3,46.0,1.0,1996.0,2.72,E
-,No,-,No,-,Neither,-,560350,2018,,11.0,0.92,1990.0,0.84,T
,,,,,,,560LEA,2018,21.02,409.0,1.14,1998.0,1.2,
1,Yes,4:05,No,-,Neither,-,570306,2018,32.4,24.0,0.71,1995.0,1.27,E
0,No,-,No,-,Neither,-,570312,2018,58.2,7.0,1.0,1998.0,1.49,E
-,No,-,Yes,9:10:11:12:13,Both,9:10:11:12:13,570317,2018,,10.0,1.0,,1.59,H
6,No,-,No,-,Both,9:10:11:12,570318,2018,13.11,71.0,1.37,1998.0,0.55,H
5,Yes,6:07:08,No,-,Neither,-,570319,2018,42.06,45.0,1.29,1991.0,0.75,M
10,Yes,5,No,-,Neither,-,570320,2018,30.2,43.0,1.54,1999.0,3.46,E
,,,,,,,570LEA,2018,30.81,200.0,1.2,1996.0,0.98,
0,No,-,No,-,Neither,-,580308,2018,40.26,7.0,0.25,2001.0,1.52,E
0,No,-,No,-,Neither,-,580312,2018,40.65,5.0,0.19,1994.0,0.9,E
2,No,-,No,-,Neither,-,580316,2018,53.55,7.0,0.47,2003.0,1.72,E
2,No,-,No,-,Neither,-,580320,2018,141.97,5.0,0.71,2003.0,0.91,E
0,No,-,No,-,Neither,-,580324,2018,50.22,7.0,0.37,1997.0,0.45,E
0,No,-,No,-,Neither,-,580344,2018,25.37,10.0,0.25,1995.0,0.63,H
0,No,-,No,-,Neither,-,580350,2018,41.71,6.0,0.2,1996.0,0.88,M
0,No,-,No,-,Neither,-,580356,2018,29.96,5.0,0.26,2002.0,0.89,E
5,Yes,9:10:11:12,No,-,Neither,-,580368,2018,22.53,44.0,1.16,1986.0,0.65,H
0,No,-,No,-,Neither,-,580372,2018,20.41,12.0,0.4,1995.0,2.32,M
,,,,,,,580LEA,2018,37.82,108.0,0.43,1997.0,0.91,
5,Yes,6:7:8:9:10:11:12,Yes,6:7:8:9:10:11:12,Neither,-,58B000,2018,2.25,16.0,0.59,1989.0,1.78,T
1,Yes,3:04:05,No,-,Staff,-,590306,2018,46.74,36.0,0.95,1999.0,0.69,E
3,Yes,6:07:08,No,-,Both,6:07:08,590310,2018,15.88,54.0,1.29,2006.0,0.73,M
2,Yes,3:04:05,No,-,Staff,-,590316,2018,25.71,43.0,1.13,2002.0,0.91,E
1,No,-,No,-,Neither,-,590320,2018,19.54,30.0,1.03,2001.0,1.05,E
-,Yes,9:10:11:12,Yes,9:10:11:12:13,Neither,-,590328,2018,,10.0,1.0,,0.98,H
5,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,590330,2018,3.28,152.0,1.36,2007.0,0.67,H
2,Yes,4:05,No,-,Neither,-,590332,2018,31.19,40.0,1.11,2002.0,0.9,E
1,Yes,5,No,-,Neither,-,590336,2018,57.25,33.0,1.65,2001.0,0.88,E
1,No,-,No,-,Both,PK:K:1:2:3:4:5,590340,2018,27.01,41.0,1.37,2003.0,0.62,E
1,Yes,3:04:05,No,-,Both,PK:K:1:2:3:4:5,590344,2018,32.12,63.0,2.03,1999.0,0.85,E
2,Yes,5,No,-,Staff,-,590352,2018,35.48,42.0,1.02,1998.0,1.0,E
2,Yes,6:07:08,No,-,Both,6:07:08,590356,2018,15.86,55.0,1.25,2001.0,0.59,M
-,Yes,9:10:11:12,No,-,Neither,-,590393,2018,,20.0,1.18,,1.5,T
,,,,,,,590LEA,2018,21.09,619.0,1.27,2002.0,0.77,
2,Yes,K:1:2:3:4:5,No,-,Neither,-,600300,2018,7.77,77.0,1.07,2006.0,0.49,E
2,Yes,6:07:08,No,-,Both,6:07:08,600301,2018,8.23,97.0,1.47,2005.0,0.97,M
4,Yes,9:10:11:12,No,-,Students,9:10:11:12,600302,2018,3.46,185.0,1.33,2005.0,0.93,H
3,Yes,6:07:08,No,-,Both,6:07:08,600305,2018,8.78,100.0,2.13,2005.0,0.75,M
2,Yes,1:2:3:4:5,No,-,Neither,-,600308,2018,16.71,37.0,1.12,2003.0,0.77,E
10,Yes,PK:K:1:2:3:4:5:6:7:8,No,-,Neither,-,600311,2018,3.74,66.0,1.89,2017.0,0.9,I
3,Yes,9:10:11:12,No,-,Students,9:10:11:12,600312,2018,3.78,186.0,1.63,2008.0,0.88,H
5,Yes,6:07:08,No,-,Neither,-,600313,2018,6.88,105.0,1.28,2005.0,0.8,M
97,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600314,2018,14.96,69.0,1.35,2003.0,0.81,E
1,Yes,3:04:05,No,-,Both,3:04:05,600316,2018,16.54,67.0,2.03,2001.0,1.09,E
1,Yes,6:07:08,Yes,6:07:08,Neither,-,600317,2018,14.02,103.0,1.75,2006.0,0.34,M
2,Yes,K:1:2:3:4:5,No,-,Neither,-,600318,2018,14.76,77.0,1.6,2006.0,0.72,E
3,Yes,K:1:2:3:4:5:6:7:8,No,-,Neither,-,600319,2018,28.36,69.0,2.23,2011.0,0.57,I
3,Yes,3:04:05,No,-,Students,2:3:4:5,600322,2018,12.16,64.0,1.52,2003.0,1.09,E
2,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600328,2018,14.89,72.0,1.64,2004.0,1.41,E
3,Yes,2:3:4:5,No,-,Neither,-,600329,2018,8.73,56.0,1.17,2006.0,0.75,E
4,Yes,6:07:08,No,-,Both,6:07:08,600333,2018,8.51,108.0,1.86,2004.0,0.73,M
-,Yes,11:12:13,Yes,11:12:13,Students,11:12:13,600334,2018,,,,,0.81,H
1,Yes,K:1:2:3:4:5,No,-,Staff,-,600335,2018,29.26,67.0,1.91,2000.0,0.34,E
9,Yes,3:4:5:6,No,-,Both,4:05:06,600336,2018,28.52,43.0,1.95,2009.0,0.99,E
2,Yes,3:04:05,No,-,Both,3:04:05,600338,2018,21.77,73.0,1.66,2000.0,1.05,E
3,Yes,6:7:8:9:10:11:12,Yes,9:10:11:12,Both,6:7:8:9:10:11:12,600341,2018,8.98,79.0,1.58,2003.0,0.7,T
2,Yes,3:4:5:6:7:8,No,-,Neither,-,600344,2018,14.87,44.0,0.92,2000.0,0.87,I
3,Yes,6:07:08,No,-,Students,6:07:08,600345,2018,7.52,111.0,1.41,2004.0,0.8,M
4,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600346,2018,16.73,63.0,2.1,2002.0,0.82,E
3,Yes,3:04:05,No,-,Students,K:1:2:3:4:5,600349,2018,14.58,64.0,1.64,2004.0,1.27,E
2,Yes,6:07:08,No,-,Both,6:07:08,600351,2018,8.31,93.0,1.94,2003.0,0.85,M
3,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600352,2018,11.12,68.0,2.19,2007.0,1.14,E
3,Yes,6:07:08,No,-,Neither,-,600353,2018,11.2,99.0,1.71,2002.0,0.7,M
2,Yes,2:3:4:5,No,-,Neither,-,600357,2018,16.03,63.0,1.85,2001.0,1.0,E
3,Yes,9:10:11:12,No,-,Both,9:10:11:12,600361,2018,6.66,174.0,1.67,2001.0,0.68,H
1,Yes,3:04:05,No,-,Neither,-,600362,2018,15.53,70.0,1.56,2002.0,1.07,E
2,Yes,9:10:11:12,No,-,Both,9:10:11:12,600364,2018,27.12,71.0,1.15,2007.0,0.83,H
4,Yes,2:3:4:5,No,-,Neither,-,600365,2018,10.32,70.0,1.89,2003.0,0.69,E
2,Yes,K:1:2:3:4:6:7:8,No,-,Neither,-,600366,2018,20.32,54.0,1.2,2007.0,0.59,I
2,Yes,3:04:05,No,-,Neither,-,600367,2018,14.78,61.0,1.79,2008.0,1.0,E
2,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600368,2018,20.31,74.0,2.64,2002.0,0.97,E
4,Yes,3:04:05,No,-,Neither,-,600369,2018,13.58,73.0,1.83,2004.0,1.33,E
2,Yes,1:2:3:4:5:6:7:8,Yes,6:07:08,Neither,-,600374,2018,24.69,69.0,1.47,2011.0,0.59,I
5,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,600377,2018,7.39,204.0,1.92,1996.0,0.72,H
4,Yes,2:3:4:5,No,-,Neither,-,600379,2018,13.74,49.0,1.96,2008.0,0.8,E
3,Yes,6:07:08,No,-,Both,6:07:08,600381,2018,7.67,103.0,1.81,2005.0,0.68,M
2,Yes,3:04:05,No,-,Neither,-,600382,2018,12.43,49.0,0.92,2007.0,1.04,E
5,Yes,3:04:05,No,-,Students,K:1:2:3:4:5,600383,2018,11.39,64.0,1.31,2005.0,0.93,E
3,Yes,3:04:05,No,-,Students,K:1:2:3:4:5,600384,2018,21.94,60.0,2.0,2002.0,1.1,E
3,Yes,3:04:05,No,-,Students,PK:K:1:2:3:4:5,600385,2018,17.9,69.0,1.57,2003.0,1.01,E
2,Yes,9:10:11:12,No,-,Both,9:10:11:12,600386,2018,17.75,69.0,2.46,2007.0,0.36,H
2,Yes,3:04:05,No,-,Neither,-,600392,2018,11.38,74.0,1.48,2005.0,1.13,E
3,Yes,6:07:08,No,-,Students,6:07:08,600394,2018,7.97,103.0,1.78,2004.0,0.8,M
1,Yes,9:10:11:12,Yes,9:10:11:12,Neither,-,600397,2018,6.73,183.0,1.37,2003.0,0.58,H
3,Yes,1:2:3:4:5,No,-,Neither,-,600398,2018,15.43,66.0,1.53,1999.0,0.67,E
5,Yes,6:07:08,No,-,Both,6:07:08,600399,2018,5.94,116.0,1.66,2006.0,0.82,M
-,Yes,11:12:13,Yes,11:12:13,Both,11:12:13,600404,2018,,,,,0.88,H
4,Yes,9:10:11:12,No,-,Neither,-,600405,2018,6.09,127.0,1.06,2001.0,0.55,H
1,Yes,3:04:05,No,-,Students,K:1:2:3:4:5,600406,2018,15.69,66.0,1.38,2002.0,1.1,E
0,Yes,3:04:05,No,-,Staff,-,600408,2018,12.2,96.0,1.75,2012.0,0.81,E
1,Yes,5,No,-,Neither,-,600409,2018,22.1,77.0,1.88,2012.0,0.51,E
0,Yes,2:3:4:5,No,-,Neither,-,600410,2018,14.63,67.0,1.63,2002.0,0.67,E
2,Yes,3:04:05,No,-,Neither,-,600411,2018,20.77,70.0,1.79,2004.0,1.03,E
4,Yes,3:04:05,No,-,Neither,-,600412,2018,12.0,86.0,1.83,2001.0,0.77,E
2,Yes,3:4:5:6,No,-,Students,3:4:5:6,600413,2018,37.67,40.0,2.86,2001.0,0.95,E
0,Yes,3:04:05,No,-,Neither,-,600414,2018,30.64,66.0,1.89,1999.0,0.87,E
1,Yes,9:10:11:12,No,-,Neither,-,600415,2018,9.35,160.0,1.45,2000.0,0.71,H
2,Yes,3:04:05,No,-,Neither,-,600416,2018,11.57,66.0,1.83,2005.0,1.1,E
0,Yes,3:04:05,No,-,Neither,-,600418,2018,21.26,71.0,1.78,2009.0,1.11,E
2,Yes,3:04:05,No,-,Students,3:04:05,600420,2018,12.05,69.0,1.47,2002.0,0.9,E
1,No,-,No,-,Neither,-,600422,2018,11.17,71.0,1.48,2002.0,0.83,E
2,Yes,K:1:2:3:4:5,No,-,Neither,-,600424,2018,11.73,72.0,1.16,2007.0,0.75,E
3,Yes,9:10:11:12,No,-,Both,9:10:11:12,600426,2018,4.59,188.0,1.34,2004.0,0.7,H
2,Yes,6:07:08,No,-,Neither,-,600428,2018,14.62,125.0,1.92,1999.0,0.78,M
1,Yes,3:4:5:6:7:8,No,-,Both,K:1:2:3:4:5:6:7:8,600429,2018,9.02,94.0,1.62,2001.0,0.86,I
2,Yes,6:07:08,No,-,Both,6:07:08,600431,2018,9.3,103.0,1.56,2004.0,0.72,M
3,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600432,2018,12.57,67.0,0.99,2001.0,1.02,E
2,Yes,2:3:4:5,No,-,Both,K:1:2:3:4:5,600433,2018,11.94,70.0,1.56,2006.0,1.0,E
0,Yes,6:07:08,Yes,6:07:08,Both,6:07:08,600434,2018,5.09,89.0,2.12,2005.0,0.8,M
1,Yes,3:4:5:6,No,-,Neither,-,600435,2018,23.22,23.0,1.64,2010.0,0.67,E
2,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600436,2018,12.69,67.0,1.56,2004.0,1.09,E
2,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600437,2018,15.04,74.0,2.0,2006.0,1.19,E
1,Yes,3:04:05,No,-,Neither,-,600438,2018,17.51,40.0,1.0,2001.0,1.03,E
5,Yes,4:5:6:7:8:9:10:11:12,No,-,Neither,-,600439,2018,3.69,45.0,1.73,2006.0,0.51,T
2,Yes,1:2:3:4:5,No,-,Neither,-,600440,2018,10.75,65.0,1.2,2006.0,0.7,E
2,Yes,2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,600442,2018,12.23,104.0,1.46,2003.0,0.97,E
-,No,-,No,-,Neither,-,600443,2018,,13.0,2.6,,0.99,H
1,Yes,3:04:05,No,-,Both,PK:K:1:2:3:4:5,600444,2018,24.36,68.0,1.7,2001.0,0.76,E
3,Yes,9:10:11:12,No,-,Both,9:10:11:12,600445,2018,4.46,190.0,1.7,2005.0,0.87,H
1,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600446,2018,10.14,68.0,1.39,2003.0,1.07,E
3,Yes,3:04:05,No,-,Neither,-,600447,2018,11.62,81.0,1.88,2001.0,1.17,E
2,Yes,6:07:08,No,-,Neither,-,600448,2018,14.34,107.0,1.95,2003.0,0.65,M
1,Yes,3:04:05,No,-,Neither,-,600449,2018,21.98,57.0,1.68,2003.0,1.07,E
6,Yes,6:07:08,Yes,6:07:08,Neither,-,600450,2018,9.26,106.0,1.8,2003.0,0.77,M
2,Yes,3:04:05,No,-,Students,K:1:2:3:4:5,600451,2018,13.84,47.0,1.57,2006.0,1.02,E
1,Yes,K:1:2:3:4:5,No,-,Neither,-,600453,2018,21.9,77.0,1.48,2001.0,0.61,E
1,No,-,No,-,Neither,-,600454,2018,20.91,68.0,1.94,2003.0,0.65,A
2,Yes,6:07:08,No,-,Neither,-,600455,2018,10.74,95.0,1.42,2003.0,0.85,M
3,Yes,9:10:11:12,No,-,Neither,-,600457,2018,7.91,180.0,1.8,2007.0,0.73,H
2,Yes,1:2:3:4:5,No,-,Neither,-,600459,2018,20.67,44.0,1.0,2003.0,0.59,E
2,Yes,K:1:2:3:4:5:6:7:8:9:10:11:12,No,-,Neither,-,600461,2018,44.57,69.0,2.23,2004.0,0.4,A
3,Yes,3:4:5:6:7:8,No,-,Both,PK:K:1:2:3:4:5:6:7:8,600462,2018,13.36,68.0,1.24,2003.0,0.88,I
2,Yes,K:1:2:3:4:5,No,-,Both,K:1:2:3:4:5,600463,2018,16.53,74.0,1.8,2005.0,0.66,E
2,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600464,2018,22.1,76.0,1.95,2001.0,1.0,E
2,Yes,9:10:11:12,No,-,Both,9:10:11:12,600466,2018,1.96,220.0,1.69,2007.0,0.76,H
2,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600468,2018,10.51,99.0,1.5,2003.0,1.01,E
3,Yes,3:04:05,No,-,Neither,-,600471,2018,7.69,76.0,1.85,2006.0,0.74,E
5,Yes,K:1:2:3:4:5,No,-,Students,K:1:2:3:4:5,600474,2018,11.46,74.0,1.76,2006.0,0.49,E
3,Yes,K:1:2:3:4:5,No,-,Neither,-,600475,2018,14.15,56.0,2.24,2014.0,0.64,E
3,Yes,2:3:4:5,No,-,Both,K:1:2:3:4:5,600478,2018,8.47,71.0,1.97,2007.0,1.04,E
4,Yes,6:07:08,No,-,Neither,-,600479,2018,11.76,103.0,1.87,2003.0,0.75,M
3,No,-,No,-,Both,9:10:11:12,600480,2018,4.65,181.0,1.97,2002.0,0.81,H
1,Yes,6:07:08,No,-,Neither,-,600481,2018,11.64,98.0,2.13,2003.0,0.41,M
4,Yes,6:7:8:9:10:11:12,No,-,Both,6:7:8:9:10:11:12,600482,2018,8.52,126.0,2.1,2006.0,0.76,T
1,Yes,K:1:2:3:4:5,No,-,Neither,-,600484,2018,10.48,76.0,1.77,2013.0,0.51,E
0,Yes,K:1:2:3:4:5,No,-,Neither,-,600485,2018,11.45,75.0,2.21,2007.0,0.77,E
1,Yes,3:4:5:6:7:8,No,-,Both,3:4:5:6:7:8,600488,2018,21.17,69.0,1.82,2002.0,1.02,I
1,Yes,1:2:3:4:5:6:7:8,Yes,6:07:08,Both,4:5:6:7:8,600489,2018,14.77,70.0,1.43,2004.0,0.97,I
2,Yes,3:04:05,No,-,Neither,-,600491,2018,11.57,55.0,1.38,2005.0,1.12,E
1,Yes,3:4:5:6,No,-,Neither,-,600492,2018,22.0,60.0,1.88,2001.0,1.07,E
3,Yes,3:04:05,No,-,Both,K:1:2:3:4:5,600493,2018,15.4,75.0,1.7,2011.0,0.76,E
3,Yes,K:1:2:3:4:5,No,-,Neither,-,600494,2018,10.54,68.0,1.66,2006.0,0.62,E
2,Yes,9:10:11:12,Yes,10:11:12,Neither,-,600496,2018,4.75,169.0,1.92,2005.0,0.72,H
1,Yes,6:07:08,No,-,Both,6:07:08,600497,2018,5.66,85.0,1.67,2007.0,0.74,M
30,Yes,9:10:11:12,No,-,Both,9:10:11:12,600498,2018,10.83,11.0,0.55,2004.0,0.33,H
-,Yes,10:11:12,Yes,9:10:11:12,Both,9:10:11:12,600499,2018,,17.0,2.83,,0.18,H
0,Yes,K:2:3:4:5,No,-,Both,K:1:2:3:4:5,600500,2018,14.51,76.0,1.43,2002.0,0.71,E
2,Yes,2:3:4:5,No,-,Both,PK:K:1:2:3:4:5,600501,2018,17.15,66.0,1.5,2004.0,0.73,E
3,Yes,3:04:05,No,-,Neither,-,600503,2018,11.51,50.0,0.79,2007.0,0.81,E
4,Yes,3:04:05,No,-,Students,3:04:05,600507,2018,10.65,67.0,1.37,2006.0,0.93,E
1,Yes,9:10:11:12,No,-,Students,9:10:11:12,600508,2018,4.9,151.0,1.62,2002.0,0.75,H
4,Yes,6:07:08,No,-,Students,6:07:08,600509,2018,9.3,100.0,1.67,2002.0,0.83,M
32,Yes,3:04:05,No,-,Students,K:1:2:3:4:5,600512,2018,27.79,68.0,1.42,2000.0,0.83,E
3,Yes,6:07:08,No,-,Neither,-,600513,2018,8.82,91.0,1.4,2004.0,0.79,M
0,Yes,6:07:08,No,-,Neither,-,600514,2018,13.33,112.0,2.0,2004.0,0.81,M
0,Yes,3:04:05,No,-,Neither,-,600515,2018,16.02,119.0,2.09,2014.0,0.79,E
2,Yes,3:04:05,No,-,Staff,-,600516,2018,10.56,76.0,1.43,2005.0,0.91,E
6,Yes,3:4:5:6:7:8,Yes,6:07:08,Neither,-,600517,2018,15.73,65.0,1.59,2011.0,0.81,I
4,Yes,6:07:08,No,-,Both,6:07:08,600518,2018,8.78,105.0,1.54,2007.0,0.73,M
2,Yes,2:3:4:5,No,-,Neither,-,600519,2018,34.98,67.0,2.03,2002.0,0.63,E
1,Yes,6:07:08,No,-,Both,6:07:08,600520,2018,1.81,84.0,2.1,2000.0,0.71,M
2,Yes,3:04:05,No,-,Neither,-,600521,2018,14.49,73.0,1.4,2005.0,1.73,E
2,Yes,2:3:4:5,No,-,Both,K:1:2:3:4:5,600522,2018,13.26,83.0,1.69,2002.0,0.77,E
2,Yes,3:04:05,No,-,Both,PK:K:1:2:3:4:5,600527,2018,26.84,53.0,1.47,2002.0,1.04,E
