year,agency_code,target,subgroup,pct,masking
2018,00A000,The ACT,ALL,79,
2018,00A000,The ACT,BL7,68,
2018,00A000,The ACT,EDS,63,
2018,00A000,The ACT,WH7,81,
2018,00A000,Math Grades 3-8,ALL,94,
2018,00A000,Math Grades 3-8,BL7,94,
2018,00A000,Math Grades 3-8,EDS,93,
2018,00A000,Math Grades 3-8,HI7,94,
2018,00A000,Math Grades 3-8,MU7,95,1
2018,00A000,Math Grades 3-8,SWD,91,
2018,00A000,Math Grades 3-8,WH7,93,
2018,00A000,High School Math,ALL,80,
2018,00A000,High School Math,BL7,76,
2018,00A000,High School Math,WH7,82,
2018,00A000,Reading Grades 3-8,ALL,95,
2018,00A000,Reading Grades 3-8,BL7,94,
2018,00A000,Reading Grades 3-8,EDS,94,
2018,00A000,Reading Grades 3-8,HI7,95,1
2018,00A000,Reading Grades 3-8,MU7,95,1
2018,00A000,Reading Grades 3-8,SWD,92,
2018,00A000,Reading Grades 3-8,WH7,95,
2018,00A000,English II,ALL,95,1
2018,00A000,English II,BL7,95,1
2018,00A000,English II,EDS,95,1
2018,00A000,English II,HI7,95,1
2018,00A000,English II,WH7,95,1
2018,00A000,Science Grades 5&8,ALL,94,
2018,00A000,Science Grades 5&8,BL7,92,
2018,00A000,Science Grades 5&8,EDS,95,1
2018,00A000,Science Grades 5&8,HI7,95,1
2018,00A000,Science Grades 5&8,SWD,94,
2018,00A000,Science Grades 5&8,WH7,92,
2018,00A000,Biology,ALL,82,
2018,00A000,Biology,BL7,71,
2018,00A000,Biology,WH7,86,
2018,00B000,The ACT,ALL,95,1
2018,00B000,The ACT,WH7,95,1
2018,00B000,Math Grades 3-8,ALL,95,1
2018,00B000,Math Grades 3-8,BL7,95,1
2018,00B000,Math Grades 3-8,EDS,95,1
2018,00B000,Math Grades 3-8,HI7,95,1
2018,00B000,Math Grades 3-8,MU7,95,1
2018,00B000,Math Grades 3-8,SWD,95,1
2018,00B000,Math Grades 3-8,WH7,95,1
2018,00B000,High School Math,ALL,95,1
2018,00B000,High School Math,WH7,95,1
2018,00B000,Reading Grades 3-8,ALL,95,1
2018,00B000,Reading Grades 3-8,BL7,95,1
2018,00B000,Reading Grades 3-8,EDS,95,1
2018,00B000,Reading Grades 3-8,HI7,95,1
2018,00B000,Reading Grades 3-8,MU7,95,1
2018,00B000,Reading Grades 3-8,SWD,95,1
2018,00B000,Reading Grades 3-8,WH7,95,1
2018,00B000,English II,ALL,95,
2018,00B000,English II,WH7,95,
2018,00B000,Science Grades 5&8,ALL,95,1
2018,00B000,Science Grades 5&8,BL7,95,1
2018,00B000,Science Grades 5&8,EDS,95,1
2018,00B000,Science Grades 5&8,HI7,95,1
2018,00B000,Science Grades 5&8,MU7,95,1
2018,00B000,Science Grades 5&8,SWD,95,1
2018,00B000,Science Grades 5&8,WH7,95,1
2018,00B000,Biology,ALL,95,1
2018,00B000,Biology,WH7,95,1
2018,010303,The ACT,ALL,95,1
2018,010303,High School Math,ALL,95,1
2018,010303,English II,ALL,95,1
2018,010303,English II,EDS,95,1
2018,010303,Biology,ALL,95,1
2018,010304,Math Grades 3-8,ALL,95,1
2018,010304,Math Grades 3-8,EDS,95,1
2018,010304,Math Grades 3-8,ELS,95,1
2018,010304,Math Grades 3-8,HI7,95,1
2018,010304,Math Grades 3-8,WH7,95,1
2018,010304,Reading Grades 3-8,ALL,95,1
2018,010304,Reading Grades 3-8,EDS,95,1
2018,010304,Reading Grades 3-8,ELS,95,1
2018,010304,Reading Grades 3-8,HI7,95,1
2018,010304,Reading Grades 3-8,WH7,95,1
2018,010304,Science Grades 5&8,ALL,95,1
2018,010304,Science Grades 5&8,EDS,95,1
2018,010304,Science Grades 5&8,WH7,95,1
2018,010308,Math Grades 3-8,ALL,95,1
2018,010308,Math Grades 3-8,BL7,95,1
2018,010308,Math Grades 3-8,EDS,95,1
2018,010308,Math Grades 3-8,HI7,95,1
2018,010308,Math Grades 3-8,SWD,95,1
2018,010308,Math Grades 3-8,WH7,95,1
2018,010308,Reading Grades 3-8,ALL,95,1
2018,010308,Reading Grades 3-8,BL7,95,1
2018,010308,Reading Grades 3-8,EDS,95,1
2018,010308,Reading Grades 3-8,HI7,95,1
2018,010308,Reading Grades 3-8,SWD,95,1
2018,010308,Reading Grades 3-8,WH7,95,1
2018,010308,Science Grades 5&8,ALL,95,1
2018,010308,Science Grades 5&8,EDS,95,1
2018,010308,Science Grades 5&8,WH7,95,1
2018,010310,Math Grades 3-8,ALL,95,1
2018,010310,Math Grades 3-8,BL7,95,1
2018,010310,Math Grades 3-8,EDS,95,1
2018,010310,Math Grades 3-8,ELS,95,1
2018,010310,Math Grades 3-8,HI7,95,1
2018,010310,Math Grades 3-8,SWD,95,1
2018,010310,Math Grades 3-8,WH7,95,1
2018,010310,Reading Grades 3-8,ALL,95,1
2018,010310,Reading Grades 3-8,BL7,95,1
2018,010310,Reading Grades 3-8,EDS,95,1
2018,010310,Reading Grades 3-8,ELS,95,1
2018,010310,Reading Grades 3-8,HI7,95,1
2018,010310,Reading Grades 3-8,SWD,95,1
2018,010310,Reading Grades 3-8,WH7,95,1
2018,010310,Science Grades 5&8,ALL,95,1
2018,010310,Science Grades 5&8,BL7,95,1
2018,010310,Science Grades 5&8,EDS,95,1
2018,010310,Science Grades 5&8,ELS,95,1
2018,010310,Science Grades 5&8,HI7,95,1
2018,010310,Science Grades 5&8,SWD,95,1
2018,010312,Math Grades 3-8,ALL,95,1
2018,010312,Math Grades 3-8,BL7,95,1
2018,010312,Math Grades 3-8,EDS,95,1
2018,010312,Math Grades 3-8,ELS,95,1
2018,010312,Math Grades 3-8,HI7,95,1
2018,010312,Math Grades 3-8,SWD,95,1
2018,010312,Math Grades 3-8,WH7,95,1
2018,010312,Reading Grades 3-8,ALL,95,1
2018,010312,Reading Grades 3-8,BL7,95,1
2018,010312,Reading Grades 3-8,EDS,95,1
2018,010312,Reading Grades 3-8,ELS,95,1
2018,010312,Reading Grades 3-8,HI7,95,1
2018,010312,Reading Grades 3-8,SWD,95,1
2018,010312,Reading Grades 3-8,WH7,95,1
2018,010312,Science Grades 5&8,ALL,95,1
2018,010312,Science Grades 5&8,EDS,95,1
2018,010312,Science Grades 5&8,WH7,95,1
2018,010320,Math Grades 3-8,ALL,95,1
2018,010320,Math Grades 3-8,EDS,95,1
2018,010320,Math Grades 3-8,WH7,95,1
2018,010320,Reading Grades 3-8,ALL,95,1
2018,010320,Reading Grades 3-8,EDS,95,1
2018,010320,Reading Grades 3-8,WH7,95,1
2018,010320,Science Grades 5&8,ALL,95,1
2018,010320,Science Grades 5&8,WH7,95,1
2018,010324,The ACT,ALL,95,1
2018,010324,The ACT,BL7,95,1
2018,010324,The ACT,EDS,95,1
2018,010324,The ACT,HI7,95,
2018,010324,The ACT,SWD,94,
2018,010324,The ACT,WH7,95,1
2018,010324,High School Math,ALL,95,1
2018,010324,High School Math,BL7,95,1
2018,010324,High School Math,EDS,95,1
2018,010324,High School Math,HI7,95,1
2018,010324,High School Math,SWD,95,1
2018,010324,High School Math,WH7,95,1
2018,010324,English II,ALL,95,1
2018,010324,English II,BL7,92,
2018,010324,English II,EDS,94,
2018,010324,English II,HI7,95,1
2018,010324,English II,SWD,93,
2018,010324,English II,WH7,95,1
2018,010324,Biology,ALL,95,1
2018,010324,Biology,BL7,95,1
2018,010324,Biology,EDS,95,1
2018,010324,Biology,HI7,95,1
2018,010324,Biology,SWD,92,
2018,010324,Biology,WH7,95,1
2018,010324,ACT WorkKeys,ALL,95,1
2018,010324,ACT WorkKeys,BL7,95,1
2018,010324,ACT WorkKeys,EDS,95,1
2018,010324,ACT WorkKeys,WH7,95,1
2018,010326,Math Grades 3-8,ALL,95,1
2018,010326,Math Grades 3-8,BL7,95,1
2018,010326,Math Grades 3-8,EDS,95,1
2018,010326,Math Grades 3-8,ELS,95,1
2018,010326,Math Grades 3-8,HI7,95,1
2018,010326,Reading Grades 3-8,ALL,95,1
2018,010326,Reading Grades 3-8,BL7,95,1
2018,010326,Reading Grades 3-8,EDS,95,1
2018,010326,Reading Grades 3-8,ELS,95,1
2018,010326,Reading Grades 3-8,HI7,95,1
2018,010326,Science Grades 5&8,ALL,95,1
2018,010326,Science Grades 5&8,BL7,95,1
2018,010326,Science Grades 5&8,EDS,95,1
2018,010326,Science Grades 5&8,ELS,95,1
2018,010326,Science Grades 5&8,HI7,95,1
2018,010328,Math Grades 3-8,ALL,95,1
2018,010328,Math Grades 3-8,EDS,95,1
2018,010328,Math Grades 3-8,SWD,95,1
2018,010328,Math Grades 3-8,WH7,95,1
2018,010328,Reading Grades 3-8,ALL,95,1
2018,010328,Reading Grades 3-8,EDS,95,1
2018,010328,Reading Grades 3-8,SWD,95,1
2018,010328,Reading Grades 3-8,WH7,95,1
2018,010328,Science Grades 5&8,ALL,95,1
2018,010328,Science Grades 5&8,EDS,95,1
2018,010328,Science Grades 5&8,WH7,95,1
2018,010340,Math Grades 3-8,ALL,95,1
2018,010340,Math Grades 3-8,BL7,95,1
2018,010340,Math Grades 3-8,EDS,95,1
2018,010340,Math Grades 3-8,ELS,95,1
2018,010340,Math Grades 3-8,HI7,95,1
2018,010340,Math Grades 3-8,WH7,95,1
2018,010340,Reading Grades 3-8,ALL,95,1
2018,010340,Reading Grades 3-8,BL7,95,1
2018,010340,Reading Grades 3-8,EDS,95,1
2018,010340,Reading Grades 3-8,ELS,95,1
2018,010340,Reading Grades 3-8,HI7,95,1
2018,010340,Reading Grades 3-8,WH7,95,1
2018,010340,Science Grades 5&8,ALL,95,1
2018,010340,Science Grades 5&8,EDS,95,1
2018,010340,Science Grades 5&8,WH7,95,1
2018,010346,Math Grades 3-8,ALL,95,1
2018,010346,Math Grades 3-8,EDS,95,1
2018,010346,Math Grades 3-8,ELS,95,1
2018,010346,Math Grades 3-8,HI7,95,1
2018,010346,Math Grades 3-8,WH7,95,1
2018,010346,Reading Grades 3-8,ALL,95,1
2018,010346,Reading Grades 3-8,EDS,95,1
2018,010346,Reading Grades 3-8,ELS,95,1
2018,010346,Reading Grades 3-8,HI7,95,1
2018,010346,Reading Grades 3-8,WH7,95,1
2018,010346,Science Grades 5&8,ALL,95,1
2018,010346,Science Grades 5&8,EDS,95,1
2018,010346,Science Grades 5&8,WH7,95,1
2018,010347,Math Grades 3-8,ALL,95,1
2018,010347,Math Grades 3-8,BL7,95,1
2018,010347,Math Grades 3-8,EDS,95,1
2018,010347,Math Grades 3-8,ELS,95,1
2018,010347,Math Grades 3-8,HI7,95,1
2018,010347,Math Grades 3-8,SWD,95,1
2018,010347,Math Grades 3-8,WH7,95,1
2018,010347,Reading Grades 3-8,ALL,95,1
2018,010347,Reading Grades 3-8,BL7,95,1
2018,010347,Reading Grades 3-8,EDS,95,1
2018,010347,Reading Grades 3-8,ELS,95,1
2018,010347,Reading Grades 3-8,HI7,95,1
2018,010347,Reading Grades 3-8,SWD,95,1
2018,010347,Reading Grades 3-8,WH7,95,1
2018,010347,Science Grades 5&8,ALL,95,1
2018,010347,Science Grades 5&8,EDS,95,1
2018,010347,Science Grades 5&8,WH7,95,1
2018,010348,The ACT,ALL,95,1
2018,010348,The ACT,BL7,95,1
2018,010348,The ACT,EDS,95,1
2018,010348,The ACT,HI7,95,1
2018,010348,High School Math,ALL,95,1
2018,010348,High School Math,BL7,95,1
2018,010348,High School Math,EDS,95,1
2018,010348,High School Math,HI7,95,1
2018,010348,English II,ALL,94,
2018,010348,English II,BL7,95,1
2018,010348,English II,EDS,95,
2018,010348,English II,HI7,94,
2018,010348,English II,WH7,90,
2018,010348,Biology,ALL,95,1
2018,010348,Biology,BL7,95,1
2018,010348,Biology,EDS,95,1
2018,010348,Biology,HI7,95,1
2018,010348,ACT WorkKeys,ALL,88,
2018,010348,ACT WorkKeys,EDS,83,
2018,010350,Math Grades 3-8,ALL,95,1
2018,010350,Math Grades 3-8,BL7,95,1
2018,010350,Math Grades 3-8,EDS,95,1
2018,010350,Math Grades 3-8,ELS,95,1
2018,010350,Math Grades 3-8,HI7,95,1
2018,010350,Math Grades 3-8,MU7,95,1
2018,010350,Math Grades 3-8,SWD,95,1
2018,010350,Math Grades 3-8,WH7,95,1
2018,010350,Reading Grades 3-8,ALL,95,1
2018,010350,Reading Grades 3-8,BL7,95,1
2018,010350,Reading Grades 3-8,EDS,95,1
2018,010350,Reading Grades 3-8,ELS,95,1
2018,010350,Reading Grades 3-8,HI7,95,1
2018,010350,Reading Grades 3-8,MU7,95,1
2018,010350,Reading Grades 3-8,SWD,95,1
2018,010350,Reading Grades 3-8,WH7,95,1
2018,010350,Science Grades 5&8,ALL,95,1
2018,010350,Science Grades 5&8,BL7,95,1
2018,010350,Science Grades 5&8,EDS,95,1
2018,010350,Science Grades 5&8,ELS,95,1
2018,010350,Science Grades 5&8,HI7,95,1
2018,010350,Science Grades 5&8,WH7,95,1
2018,010351,Math Grades 3-8,ALL,95,1
2018,010351,Math Grades 3-8,BL7,95,1
2018,010351,Math Grades 3-8,EDS,95,1
2018,010351,Math Grades 3-8,ELS,95,1
2018,010351,Math Grades 3-8,HI7,95,1
2018,010351,Math Grades 3-8,SWD,95,1
2018,010351,Math Grades 3-8,WH7,95,1
2018,010351,Reading Grades 3-8,ALL,95,1
2018,010351,Reading Grades 3-8,BL7,95,1
2018,010351,Reading Grades 3-8,EDS,95,1
2018,010351,Reading Grades 3-8,ELS,95,1
2018,010351,Reading Grades 3-8,HI7,95,1
2018,010351,Reading Grades 3-8,SWD,95,1
2018,010351,Reading Grades 3-8,WH7,95,1
2018,010351,Science Grades 5&8,ALL,95,1
2018,010351,Science Grades 5&8,BL7,95,1
2018,010351,Science Grades 5&8,EDS,95,1
2018,010351,Science Grades 5&8,HI7,95,1
2018,010353,Math Grades 3-8,ALL,95,1
2018,010353,Math Grades 3-8,BL7,95,1
2018,010353,Math Grades 3-8,EDS,95,1
2018,010353,Math Grades 3-8,ELS,95,1
2018,010353,Math Grades 3-8,HI7,95,1
2018,010353,Math Grades 3-8,MU7,95,1
2018,010353,Math Grades 3-8,SWD,95,1
2018,010353,Math Grades 3-8,WH7,95,1
2018,010353,Reading Grades 3-8,ALL,95,1
2018,010353,Reading Grades 3-8,BL7,95,1
2018,010353,Reading Grades 3-8,EDS,95,1
2018,010353,Reading Grades 3-8,ELS,95,1
2018,010353,Reading Grades 3-8,HI7,95,1
2018,010353,Reading Grades 3-8,MU7,95,1
2018,010353,Reading Grades 3-8,SWD,95,1
2018,010353,Reading Grades 3-8,WH7,95,1
2018,010353,Science Grades 5&8,ALL,95,1
2018,010353,Science Grades 5&8,BL7,95,1
2018,010353,Science Grades 5&8,EDS,95,1
2018,010353,Science Grades 5&8,HI7,95,1
2018,010353,Science Grades 5&8,WH7,95,1
2018,010354,Math Grades 3-8,ALL,95,1
2018,010354,Math Grades 3-8,BL7,95,1
2018,010354,Math Grades 3-8,EDS,95,1
2018,010354,Math Grades 3-8,ELS,95,1
2018,010354,Math Grades 3-8,HI7,95,1
2018,010354,Math Grades 3-8,SWD,95,1
2018,010354,Math Grades 3-8,WH7,95,1
2018,010354,Reading Grades 3-8,ALL,95,1
2018,010354,Reading Grades 3-8,BL7,95,1
2018,010354,Reading Grades 3-8,EDS,95,1
2018,010354,Reading Grades 3-8,ELS,95,1
2018,010354,Reading Grades 3-8,HI7,95,1
2018,010354,Reading Grades 3-8,SWD,95,1
2018,010354,Reading Grades 3-8,WH7,95,1
2018,010354,Science Grades 5&8,ALL,95,1
2018,010354,Science Grades 5&8,BL7,95,1
2018,010354,Science Grades 5&8,EDS,95,1
2018,010354,Science Grades 5&8,HI7,95,1
2018,010357,Math Grades 3-8,ALL,95,1
2018,010357,Math Grades 3-8,BL7,95,1
2018,010357,Math Grades 3-8,EDS,95,1
2018,010357,Math Grades 3-8,ELS,95,1
2018,010357,Math Grades 3-8,HI7,95,1
2018,010357,Math Grades 3-8,SWD,95,1
2018,010357,Math Grades 3-8,WH7,95,1
2018,010357,Reading Grades 3-8,ALL,95,1
2018,010357,Reading Grades 3-8,BL7,95,1
2018,010357,Reading Grades 3-8,EDS,95,1
2018,010357,Reading Grades 3-8,ELS,95,1
2018,010357,Reading Grades 3-8,HI7,95,1
2018,010357,Reading Grades 3-8,SWD,95,1
2018,010357,Reading Grades 3-8,WH7,95,1
2018,010357,Science Grades 5&8,ALL,95,1
2018,010357,Science Grades 5&8,EDS,95,1
2018,010357,Science Grades 5&8,ELS,95,1
2018,010357,Science Grades 5&8,HI7,95,1
2018,010358,Math Grades 3-8,ALL,95,1
2018,010358,Math Grades 3-8,BL7,95,1
2018,010358,Math Grades 3-8,EDS,95,1
2018,010358,Math Grades 3-8,ELS,95,1
2018,010358,Math Grades 3-8,HI7,95,1
2018,010358,Math Grades 3-8,SWD,95,1
2018,010358,Math Grades 3-8,WH7,95,1
2018,010358,Reading Grades 3-8,ALL,95,1
2018,010358,Reading Grades 3-8,BL7,95,1
2018,010358,Reading Grades 3-8,EDS,95,1
2018,010358,Reading Grades 3-8,ELS,95,1
2018,010358,Reading Grades 3-8,HI7,95,1
2018,010358,Reading Grades 3-8,SWD,95,1
2018,010358,Reading Grades 3-8,WH7,95,1
2018,010358,Science Grades 5&8,ALL,95,1
2018,010358,Science Grades 5&8,BL7,95,1
2018,010358,Science Grades 5&8,EDS,95,1
2018,010360,The ACT,ALL,95,
2018,010360,The ACT,BL7,94,
2018,010360,The ACT,EDS,95,
2018,010360,The ACT,ELS,91,
2018,010360,The ACT,HI7,95,
2018,010360,The ACT,SWD,91,
2018,010360,High School Math,ALL,95,1
2018,010360,High School Math,BL7,95,1
2018,010360,High School Math,EDS,95,1
2018,010360,High School Math,ELS,95,1
2018,010360,High School Math,HI7,95,1
2018,010360,High School Math,SWD,95,1
2018,010360,English II,ALL,94,
2018,010360,English II,BL7,95,
2018,010360,English II,EDS,93,
2018,010360,English II,ELS,83,
2018,010360,English II,HI7,93,
2018,010360,English II,SWD,90,
2018,010360,Biology,ALL,95,1
2018,010360,Biology,BL7,95,1
2018,010360,Biology,EDS,95,1
2018,010360,Biology,ELS,95,1
2018,010360,Biology,HI7,95,1
2018,010360,Biology,SWD,95,1
2018,010360,ACT WorkKeys,ALL,95,1
2018,010360,ACT WorkKeys,BL7,95,1
2018,010360,ACT WorkKeys,EDS,95,1
2018,010360,ACT WorkKeys,HI7,95,1
2018,010362,Math Grades 3-8,ALL,95,1
2018,010362,Math Grades 3-8,BL7,95,1
2018,010362,Math Grades 3-8,EDS,95,1
2018,010362,Math Grades 3-8,HI7,95,1
2018,010362,Math Grades 3-8,WH7,95,1
2018,010362,Reading Grades 3-8,ALL,95,1
2018,010362,Reading Grades 3-8,BL7,95,1
2018,010362,Reading Grades 3-8,EDS,95,1
2018,010362,Reading Grades 3-8,HI7,95,1
2018,010362,Reading Grades 3-8,WH7,95,1
2018,010362,Science Grades 5&8,ALL,95,1
2018,010362,Science Grades 5&8,EDS,95,1
2018,010362,Science Grades 5&8,WH7,95,1
2018,010364,Math Grades 3-8,ALL,95,1
2018,010364,Math Grades 3-8,BL7,95,1
2018,010364,Math Grades 3-8,EDS,95,1
2018,010364,Math Grades 3-8,ELS,95,1
2018,010364,Math Grades 3-8,HI7,95,1
2018,010364,Math Grades 3-8,SWD,95,1
2018,010364,Math Grades 3-8,WH7,95,1
2018,010364,Reading Grades 3-8,ALL,95,1
2018,010364,Reading Grades 3-8,BL7,95,1
2018,010364,Reading Grades 3-8,EDS,95,1
2018,010364,Reading Grades 3-8,ELS,95,1
2018,010364,Reading Grades 3-8,HI7,95,1
2018,010364,Reading Grades 3-8,SWD,95,1
2018,010364,Reading Grades 3-8,WH7,95,1
2018,010364,Science Grades 5&8,ALL,95,1
2018,010364,Science Grades 5&8,EDS,95,1
2018,010372,Math Grades 3-8,ALL,95,1
2018,010372,Math Grades 3-8,BL7,95,1
2018,010372,Math Grades 3-8,EDS,95,1
2018,010372,Math Grades 3-8,HI7,95,1
2018,010372,Math Grades 3-8,WH7,95,1
2018,010372,Reading Grades 3-8,ALL,95,1
2018,010372,Reading Grades 3-8,BL7,95,1
2018,010372,Reading Grades 3-8,EDS,95,1
2018,010372,Reading Grades 3-8,HI7,95,1
2018,010372,Reading Grades 3-8,WH7,95,1
2018,010372,Science Grades 5&8,ALL,95,1
2018,010374,Math Grades 3-8,ALL,95,1
2018,010374,Math Grades 3-8,BL7,95,1
2018,010374,Math Grades 3-8,EDS,95,1
2018,010374,Math Grades 3-8,ELS,95,1
2018,010374,Math Grades 3-8,HI7,95,1
2018,010374,Math Grades 3-8,SWD,95,1
2018,010374,Reading Grades 3-8,ALL,95,1
2018,010374,Reading Grades 3-8,BL7,95,1
2018,010374,Reading Grades 3-8,EDS,95,1
2018,010374,Reading Grades 3-8,ELS,95,1
2018,010374,Reading Grades 3-8,HI7,95,1
2018,010374,Reading Grades 3-8,SWD,95,1
2018,010374,Science Grades 5&8,ALL,95,1
2018,010374,Science Grades 5&8,EDS,95,1
2018,010374,Science Grades 5&8,ELS,95,1
2018,010374,Science Grades 5&8,HI7,95,1
2018,010378,Math Grades 3-8,ALL,87,
2018,010378,Math Grades 3-8,EDS,91,
2018,010378,Math Grades 3-8,SWD,86,
2018,010378,Reading Grades 3-8,ALL,87,
2018,010378,Reading Grades 3-8,EDS,91,
2018,010378,Reading Grades 3-8,SWD,86,
2018,010380,Math Grades 3-8,ALL,95,1
2018,010380,Math Grades 3-8,BL7,95,1
2018,010380,Math Grades 3-8,EDS,95,1
2018,010380,Math Grades 3-8,ELS,95,1
2018,010380,Math Grades 3-8,HI7,95,1
2018,010380,Math Grades 3-8,SWD,95,1
2018,010380,Math Grades 3-8,WH7,95,1
2018,010380,Reading Grades 3-8,ALL,95,1
2018,010380,Reading Grades 3-8,BL7,95,1
2018,010380,Reading Grades 3-8,EDS,95,1
2018,010380,Reading Grades 3-8,ELS,95,1
2018,010380,Reading Grades 3-8,HI7,95,1
2018,010380,Reading Grades 3-8,SWD,95,1
2018,010380,Reading Grades 3-8,WH7,95,1
2018,010380,Science Grades 5&8,ALL,95,1
2018,010380,Science Grades 5&8,EDS,95,1
2018,010380,Science Grades 5&8,HI7,95,1
2018,010384,Math Grades 3-8,ALL,95,1
2018,010384,Math Grades 3-8,BL7,95,1
2018,010384,Math Grades 3-8,EDS,95,1
2018,010384,Math Grades 3-8,HI7,95,1
2018,010384,Math Grades 3-8,SWD,95,1
2018,010384,Math Grades 3-8,WH7,95,1
2018,010384,Reading Grades 3-8,ALL,95,1
2018,010384,Reading Grades 3-8,BL7,95,1
2018,010384,Reading Grades 3-8,EDS,95,1
2018,010384,Reading Grades 3-8,HI7,95,1
2018,010384,Reading Grades 3-8,SWD,95,1
2018,010384,Reading Grades 3-8,WH7,95,1
2018,010384,Science Grades 5&8,ALL,95,1
2018,010384,Science Grades 5&8,BL7,95,1
2018,010384,Science Grades 5&8,EDS,95,1
2018,010384,Science Grades 5&8,WH7,95,1
2018,010388,The ACT,ALL,95,1
2018,010388,The ACT,EDS,95,1
2018,010388,The ACT,HI7,95,1
2018,010388,The ACT,SWD,95,1
2018,010388,The ACT,WH7,95,1
2018,010388,High School Math,ALL,95,1
2018,010388,High School Math,EDS,95,1
2018,010388,High School Math,HI7,95,1
2018,010388,High School Math,SWD,95,1
2018,010388,High School Math,WH7,95,1
2018,010388,English II,ALL,95,1
2018,010388,English II,BL7,95,1
2018,010388,English II,EDS,95,1
2018,010388,English II,HI7,95,1
2018,010388,English II,SWD,95,1
2018,010388,English II,WH7,95,1
2018,010388,Biology,ALL,95,1
2018,010388,Biology,EDS,95,1
2018,010388,Biology,HI7,95,1
2018,010388,Biology,SWD,95,1
2018,010388,Biology,WH7,95,1
2018,010388,ACT WorkKeys,ALL,95,1
2018,010388,ACT WorkKeys,EDS,95,1
2018,010388,ACT WorkKeys,WH7,95,1
2018,010390,Math Grades 3-8,ALL,95,1
2018,010390,Math Grades 3-8,EDS,95,1
2018,010390,Math Grades 3-8,ELS,95,1
2018,010390,Math Grades 3-8,HI7,95,1
2018,010390,Math Grades 3-8,SWD,95,1
2018,010390,Math Grades 3-8,WH7,95,1
2018,010390,Reading Grades 3-8,ALL,95,1
2018,010390,Reading Grades 3-8,EDS,95,1
2018,010390,Reading Grades 3-8,ELS,95,1
2018,010390,Reading Grades 3-8,HI7,95,1
2018,010390,Reading Grades 3-8,SWD,95,1
2018,010390,Reading Grades 3-8,WH7,95,1
2018,010390,Science Grades 5&8,ALL,95,1
2018,010390,Science Grades 5&8,EDS,95,1
2018,010390,Science Grades 5&8,HI7,95,1
2018,010390,Science Grades 5&8,WH7,95,1
2018,010392,Math Grades 3-8,ALL,95,1
2018,010392,Math Grades 3-8,EDS,95,1
2018,010392,Math Grades 3-8,WH7,95,1
2018,010392,Reading Grades 3-8,ALL,95,1
2018,010392,Reading Grades 3-8,EDS,95,1
2018,010392,Reading Grades 3-8,WH7,95,1
2018,010392,Science Grades 5&8,ALL,95,1
2018,010392,Science Grades 5&8,EDS,95,1
2018,010392,Science Grades 5&8,WH7,95,1
2018,010394,Math Grades 3-8,ALL,95,1
2018,010394,Math Grades 3-8,BL7,95,1
2018,010394,Math Grades 3-8,EDS,95,1
2018,010394,Math Grades 3-8,ELS,95,1
2018,010394,Math Grades 3-8,HI7,95,1
2018,010394,Math Grades 3-8,MU7,95,1
2018,010394,Math Grades 3-8,SWD,95,1
2018,010394,Math Grades 3-8,WH7,95,1
2018,010394,Reading Grades 3-8,ALL,95,1
2018,010394,Reading Grades 3-8,BL7,95,1
2018,010394,Reading Grades 3-8,EDS,95,1
2018,010394,Reading Grades 3-8,ELS,95,1
2018,010394,Reading Grades 3-8,HI7,95,1
2018,010394,Reading Grades 3-8,MU7,95,1
2018,010394,Reading Grades 3-8,SWD,95,1
2018,010394,Reading Grades 3-8,WH7,95,1
2018,010394,Science Grades 5&8,ALL,95,1
2018,010394,Science Grades 5&8,BL7,95,1
2018,010394,Science Grades 5&8,EDS,95,1
2018,010394,Science Grades 5&8,HI7,95,1
2018,010394,Science Grades 5&8,SWD,95,1
2018,010394,Science Grades 5&8,WH7,95,1
2018,010396,The ACT,ALL,95,1
2018,010396,The ACT,BL7,95,1
2018,010396,The ACT,EDS,95,1
2018,010396,The ACT,HI7,95,1
2018,010396,The ACT,SWD,95,1
2018,010396,The ACT,WH7,95,1
2018,010396,High School Math,ALL,95,1
2018,010396,High School Math,BL7,95,1
2018,010396,High School Math,EDS,95,1
2018,010396,High School Math,HI7,95,1
2018,010396,High School Math,SWD,88,
2018,010396,High School Math,WH7,95,1
2018,010396,English II,ALL,95,1
2018,010396,English II,BL7,95,1
2018,010396,English II,EDS,95,1
2018,010396,English II,HI7,95,1
2018,010396,English II,SWD,95,1
2018,010396,English II,WH7,95,1
2018,010396,Biology,ALL,95,1
2018,010396,Biology,BL7,95,1
2018,010396,Biology,EDS,95,1
2018,010396,Biology,HI7,95,1
2018,010396,Biology,SWD,95,1
2018,010396,Biology,WH7,95,1
2018,010396,ACT WorkKeys,ALL,95,1
2018,010396,ACT WorkKeys,BL7,95,1
2018,010396,ACT WorkKeys,EDS,95,1
2018,010396,ACT WorkKeys,HI7,95,1
2018,010396,ACT WorkKeys,WH7,95,1
2018,010400,The ACT,ALL,95,1
2018,010400,The ACT,EDS,95,1
2018,010400,The ACT,HI7,95,1
2018,010400,The ACT,WH7,95,1
2018,010400,High School Math,ALL,95,1
2018,010400,High School Math,EDS,95,1
2018,010400,High School Math,HI7,95,1
2018,010400,High School Math,WH7,95,1
2018,010400,English II,ALL,95,1
2018,010400,English II,BL7,95,1
2018,010400,English II,EDS,95,1
2018,010400,English II,HI7,95,1
2018,010400,English II,WH7,95,1
2018,010400,Biology,ALL,95,1
2018,010400,Biology,EDS,95,1
