year,agency_code,asm_option,subgroup,ma_score,ma_score_masking,ma_grade,rd_score,rd_score_masking,rd_grade,sc_score,sc_score_masking,m1_score,m1_score_masking,e2_score,e2_score_masking,bi_score,bi_score_masking,act_score,act_score_masking,wk_score,wk_score_masking,mcr_score,mcr_score_masking,cgrs_score,cgrs_score_masking,ach_score,ach_score_masking,eg_status,eg_score,spg_score,spg_grade,ma_spg_score,rd_spg_score,ma_eg_status,rd_eg_status,ma_eg_score,rd_eg_score
2014,650368,,ALL,48,,D,47,,D,85,,,,,,,,,,,,,,,,53,,Met,84.8,60,C,53,53,Met,Met,71.1,81.2
2014,650380,,ALL,92,,A,88,,A,95,,,,,,,,,,,,,,,,91,,Exceeded,90.1,91,A,91,88,Exceeded,Exceeded,86.7,86.3
2014,650384,,ALL,32,,D,29,,D,38,,,,,,,,,,,,,,,,31,,Exceeded,91.0,43,D,44,41,Exceeded,Exceeded,91.2,87.3
2014,650392,,ALL,36,,D,42,,D,59,,95,1,,,,,,,,,,,,,43,,Exceeded,87.7,52,D,47,50,Exceeded,Met,90.6,80.6
2014,650394,,ALL,,,,,,,,,81,,84,,61,,71,,83,,95,1,95,1,82,,Met,78.5,81,B,,,,,,
2014,650400,,ALL,51,,C,45,,D,73,,,,,,,,,,,,,,,,52,,Exceeded,89.9,59,C,58,52,Exceeded,Met,88.1,80.7
2014,650404,,ALL,45,,D,49,,C,57,,,,,,,,,,,,,,,,49,,Met,81.0,55,C,50,56,Met,Met,70.6,83.6
2014,650408,,ALL,87,,A,87,,A,93,,,,,,,,,,,,,,,,88,,Met,81.2,86,A,86,86,Met,Met,82.0,80.5
2014,650409,,ALL,14,,F,36,,D,,,,,,,,,,,,,,,,,25,,Met,76.7,36,F,25,45,Met,Met,70.4,81.9
2014,65A000,,ALL,75,,B,82,,B,81,,85,,,,,,,,,,,,,,79,,Exceeded,88.6,81,B,78,83,Exceeded,Exceeded,90.6,88.6
2014,65B000,,ALL,35,,D,52,,C,65,,,,,,,,,,,,,,,,47,,Exceeded,87.3,55,C,45,59,Met,Exceeded,84.6,85.7
2014,65D000,,ALL,33,,F,61,,C,26,,,,,,,,,,,,,,,,44,,NotMet,55.4,47,D,37,62,NotMet,NotMet,54.9,67.1
2014,660306,,ALL,36,,D,45,,D,,,,,,,,,,,,,,,,,40,,Met,82.0,49,D,46,51,Met,Met,84.5,77.7
2014,660308,,ALL,19,,F,26,,F,48,,51,,,,,,,,,,,,,,29,,NotMet,50.0,33,F,25,32,NotMet,NotMet,50.0,59.9
2014,660320,,ALL,24,,F,39,,D,,,,,,,,,,,,,,,,,31,,NotMet,69.0,39,F,32,46,NotMet,Met,66.4,76.2
2014,660325,,ALL,14,,F,24,,F,19,,12,,,,,,,,,,,,,,19,,NotMet,55.4,26,F,25,33,NotMet,Met,69.0,71.1
2014,660334,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,660336,,ALL,,,,,,,,,31,,41,,34,,47,,69,,95,1,81,,55,,Met,80.6,60,C,,,,,,
2014,660360,,ALL,42,,D,35,,D,,,,,,,,,,,,,,,,,38,,Met,71.4,45,D,47,43,Met,Met,70.1,76.3
2014,66A000,,ALL,63,,C,56,,C,70,,48,,86,,80,,75,,,,95,1,86,,65,,Exceeded,92.8,71,B,69,61,Exceeded,Met,95.8,82.5
2014,670304,,ALL,59,,C,58,,C,66,,,,,,,,,,,,,,,,60,,Met,84.2,65,C,64,62,Exceeded,Met,85.1,79.7
2014,670308,,ALL,55,,C,60,,C,68,,,,,,,,,,,,,,,,59,,Met,81.2,63,C,60,64,Met,Met,80.4,81.6
2014,670310,,ALL,66,,C,69,,B,80,,,,,,,,,,,,,,,,69,,Met,75.1,70,B,67,70,Met,Met,71.4,73.8
2014,670312,,ALL,46,,C,48,,C,48,,,,,,,,,,,,,,,,47,,Exceeded,87.1,55,C,55,55,Exceeded,Met,88.2,84.0
2014,670314,,ALL,65,,C,61,,C,74,,,,,,,,,,,,,,,,65,,Met,71.2,66,C,66,65,NotMet,Met,66.8,78.9
2014,670318,,ALL,43,,D,55,,C,73,,92,,,,,,,,,,,,,,54,,Met,71.6,57,C,51,58,Met,NotMet,84.7,67.2
2014,670320,,ALL,,,,,,,,,47,,61,,59,,53,,69,,95,1,95,,68,,Exceeded,88.4,72,B,,,,,,
2014,670321,,ALL,54,,C,62,,C,87,,,,,,,,,,,,,,,,63,,Exceeded,85.0,67,C,58,67,Met,Exceeded,73.3,85.2
2014,670322,,ALL,35,,D,50,,D,73,,86,,,,,,,,,,,,,,49,,NotMet,58.6,51,D,41,52,NotMet,NotMet,64.9,58.9
2014,670323,,ALL,48,,D,50,,C,53,,,,,,,,,,,,,,,,50,,Met,74.5,55,C,53,56,Met,Met,74.3,78.3
2014,670324,,ALL,,,,,,,,,48,,68,,58,,61,,76,,95,1,89,,69,,Exceeded,93.6,74,B,,,,,,
2014,670325,,ALL,31,,F,51,,C,66,,79,,,,,,,,,,,,,,46,,NotMet,69.3,51,D,39,56,Met,Met,70.6,78.3
2014,670329,,ALL,47,,C,53,,C,70,,,,,,,,,,,,,,,,53,,Exceeded,91.7,61,C,55,60,Exceeded,Exceeded,87.6,87.9
2014,670330,,ALL,50,,C,48,,D,67,,,,,,,,,,,,,,,,52,,Met,83.6,58,C,57,53,Met,Met,83.4,75.4
2014,670331,,ALL,50,,C,66,,C,83,,95,1,,,,,,,,,,,,,63,,Met,82.2,67,C,56,69,Met,Met,79.7,80.1
2014,670332,,ALL,33,,D,43,,D,43,,,,,,,,,,,,,,,,39,,Met,81.3,47,D,43,50,Met,Met,82.0,78.6
2014,670333,,ALL,,,,,,,,,54,,61,,51,,55,,65,,95,1,93,,67,,Exceeded,89.0,71,B,,,,,,
2014,670335,,ALL,63,,C,65,,C,78,,,,,,,,,,,,,,,,66,,Exceeded,86.0,70,B,67,68,Met,Met,84.4,80.5
2014,670336,,ALL,32,,F,52,,C,66,,71,,,,,,,,,,,,,,47,,NotMet,56.3,49,D,38,55,NotMet,NotMet,61.1,67.5
2014,670338,,ALL,50,,C,61,,C,62,,,,,,,,,,,,,,,,56,,Exceeded,85.5,62,C,57,65,Exceeded,Met,87.3,82.7
2014,670339,,ALL,49,,D,56,,C,62,,,,,,,,,,,,,,,,54,,NotMet,68.4,57,C,53,59,Met,Met,72.9,71.3
2014,670340,,ALL,,,,,,,,,42,,56,,53,,61,,73,,95,1,89,,65,,NotMet,66.3,66,C,,,,,,
2014,670341,,ALL,59,,C,60,,C,71,,,,,,,,,,,,,,,,61,,Met,84.5,66,C,65,63,Exceeded,Met,88.5,77.3
2014,670342,,ALL,48,,C,49,,C,69,,,,,,,,,,,,,,,,51,,Exceeded,86.1,58,C,56,55,Exceeded,Met,87.9,80.9
2014,670343,,ALL,65,,B,66,,B,82,,,,,,,,,,,,,,,,68,,Exceeded,91.9,73,B,70,70,Exceeded,Met,90.7,84.3
2014,670344,,ALL,,,,,,,,,51,,50,,51,,65,,70,,95,1,85,,67,,Met,82.9,71,B,,,,,,
2014,670345,,ALL,37,,D,57,,C,84,,86,,,,,,,,,,,,,,54,,Exceeded,87.2,60,C,45,62,Met,Met,75.2,83.1
2014,670346,,ALL,64,,C,62,,C,88,,,,,,,,,,,,,,,,67,,Met,83.2,70,B,67,65,Met,Met,77.8,74.7
2014,670347,,ALL,63,,C,70,,B,82,,,,,,,,,,,,,,,,69,,Exceeded,90.6,73,B,69,72,Exceeded,Met,90.0,83.9
2014,670350,,ALL,64,,C,63,,C,77,,,,,,,,,,,,,,,,66,,Met,81.3,69,C,68,65,Met,Met,81.8,73.7
2014,670351,,ALL,46,,C,55,,C,82,,95,1,,,,,,,,,,,,,56,,Exceeded,91.5,63,C,55,57,Exceeded,NotMet,91.9,67.2
2014,670352,,ALL,,,,,,,,,56,,63,,50,,63,,80,,95,1,92,,71,,NotMet,58.8,69,C,,,,,,
2014,670356,,ALL,40,,D,52,,C,79,,82,,,,,,,,,,,,,,52,,NotMet,62.6,54,D,44,55,NotMet,NotMet,59.4,64.9
2014,670364,,ALL,,,,,,,,,45,,53,,61,,55,,72,,95,1,88,,67,,Met,81.2,69,C,,,,,,
2014,67B000,,ALL,20,,F,20,,F,5,2,,,,,,,,,,,,,,,18,,NotMet,69.7,28,F,30,31,NotMet,Met,68.0,75.9
2014,680304,,ALL,47,,D,60,,C,65,,78,,,,,,,,,,,,,,56,,NotMet,53.8,55,C,49,63,NotMet,Met,55.9,73.5
2014,680308,,ALL,72,,B,69,,B,78,,,,,,,,,,,,,,,,72,,Exceeded,92.6,76,B,75,73,Exceeded,Exceeded,89.7,86.0
2014,680310,,ALL,,,,,,,,,57,,59,,60,,69,,85,,95,1,87,,71,,NotMet,68.2,70,B,,,,,,
2014,680312,,ALL,46,,D,43,,D,47,,,,,,,,,,,,,,,,45,,NotMet,63.4,48,D,49,49,NotMet,Met,62.8,73.6
2014,680316,,ALL,53,,D,69,,B,79,,95,1,,,,,,,,,,,,,65,,NotMet,64.5,65,C,54,71,NotMet,Met,59.8,81.6
2014,680324,,ALL,51,,C,48,,C,51,,,,,,,,,,,,,,,,50,,Met,81.8,56,C,56,56,Met,Exceeded,75.3,89.6
2014,680327,,ALL,41,,D,57,,C,74,,95,1,,,,,,,,,,,,,53,,Met,77.7,58,C,47,61,Met,Met,70.8,79.0
2014,680328,,ALL,66,,C,63,,C,74,,,,,,,,,,,,,,,,65,,Met,84.4,69,C,69,67,Met,Met,80.7,84.1
2014,680329,,ALL,72,,B,74,,B,79,,,,,,,,,,,,,,,,74,,Met,71.6,73,B,72,74,Met,Met,74.7,73.7
2014,680330,,ALL,60,,C,52,,C,63,,,,,,,,,,,,,,,,57,,Exceeded,91.9,64,C,66,59,Exceeded,Exceeded,90.0,88.8
2014,680332,,ALL,,,,,,,,,50,,61,,54,,57,,77,,94,,90,,68,,NotMet,66.2,67,C,,,,,,
2014,680335,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,680336,,ALL,68,,C,66,,C,76,,,,,,,,,,,,,,,,68,,NotMet,67.7,68,C,67,68,NotMet,Met,62.3,76.7
2014,681300,,ALL,69,,B,69,,B,64,,,,,,,,,,,,,,,,68,,Met,71.1,69,C,71,71,Met,Met,77.0,80.0
2014,681304,,ALL,73,,B,70,,B,73,,,,,,,,,,,,,,,,72,,Met,81.1,74,B,76,72,Exceeded,Met,86.4,78.3
2014,681305,,ALL,,,,,,,,,72,,84,,78,,84,,87,,95,1,93,,86,,Exceeded,85.2,85,A,,,,,,
2014,681308,,ALL,,,,,,,,,75,,82,,80,,90,,80,,95,1,92,,85,,Exceeded,94.1,87,A,,,,,,
2014,681309,,ALL,72,,B,77,,B,89,,95,1,,,,,,,,,,,,,77,,Exceeded,96.8,81,B,76,79,Exceeded,Exceeded,93.8,87.3
2014,681310,,ALL,82,,B,81,,B,91,,,,,,,,,,,,,,,,83,,Exceeded,92.0,85,A,83,83,Exceeded,Exceeded,85.6,91.3
2014,681311,,ALL,73,,B,75,,B,82,,,,,,,,,,,,,,,,75,,Met,82.8,77,B,75,76,Met,Met,81.7,81.5
2014,681312,,ALL,74,,B,75,,B,74,,,,,,,,,,,,,,,,74,,Met,75.4,74,B,75,76,Met,Met,79.3,81.7
2014,681314,,ALL,,,,,,,,,75,,86,,77,,88,,59,,95,1,92,,86,,Exceeded,92.1,87,A,,,,,,
2014,681316,,ALL,52,,D,54,,C,52,,,,,,,,,,,,,,,,53,,NotMet,63.7,55,C,54,59,NotMet,Met,61.7,80.0
2014,681320,,ALL,80,,B,83,,B,77,,,,,,,,,,,,,,,,81,,Met,84.4,81,B,81,83,Met,Met,84.5,83.4
2014,681322,,ALL,70,,B,77,,B,91,,95,1,,,,,,,,,,,,,76,,Exceeded,91.4,79,B,73,79,Met,Exceeded,84.5,88.8
2014,681324,,ALL,76,,B,80,,B,89,,95,1,,,,,,,,,,,,,80,,Exceeded,88.0,82,B,78,80,Exceeded,Met,89.5,82.2
2014,681326,,ALL,73,,B,71,,B,81,,,,,,,,,,,,,,,,73,,Met,81.7,75,B,75,73,Met,Met,81.8,80.6
2014,681330,,ALL,77,,B,81,,B,87,,,,,,,,,,,,,,,,80,,Met,75.1,79,B,77,80,Met,Met,74.2,80.3
2014,681332,,ALL,83,,B,78,,B,84,,,,,,,,,,,,,,,,81,,Exceeded,93.4,84,B,84,81,Exceeded,Exceeded,87.4,93.3
2014,681334,,ALL,77,,B,79,,B,73,,,,,,,,,,,,,,,,77,,Met,79.5,78,B,78,79,Met,Met,79.5,81.0
2014,681336,,ALL,74,,B,79,,B,86,,95,1,,,,,,,,,,,,,79,,Exceeded,93.5,82,B,77,80,Exceeded,Met,89.3,84.4
2014,681338,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68A000,,ALL,72,,B,80,,B,74,,95,1,,,,,,,,,,,,,77,,Met,82.3,78,B,74,81,Met,Exceeded,79.5,85.3
2014,68N000,,ALL,,,,,,,,,33,,32,,16,,19,,,,78,,49,,41,,Met,81.3,49,D,,,,,,
2014,690312,,ALL,45,,D,51,,C,66,,,,,,,,,,,,,,,,51,,Exceeded,86.2,58,C,52,58,Met,Met,81.5,83.3
2014,690316,,ALL,43,,D,53,,C,63,,95,1,,,,,,,,,,,,,52,,Met,80.5,58,C,52,57,Exceeded,Met,89.2,71.0
2014,690320,,ALL,,,,,,,,,48,,47,,40,,50,,64,,95,1,87,,61,,NotMet,54.2,60,C,,,,,,
2014,69A000,,ALL,36,,D,52,,C,46,,62,,,,,,,,,,,,,,44,,NotMet,66.9,49,D,41,57,NotMet,Met,64.2,80.2
2014,700306,,ALL,57,,C,52,,C,64,,,,,,,,,,,,,,,,56,,Met,80.3,61,C,63,55,Met,NotMet,83.7,68.7
2014,700308,,ALL,28,,F,44,,D,49,,81,,,,,,,,,,,,,,39,,NotMet,58.5,43,D,34,52,NotMet,Met,58.0,83.2
2014,700310,Y,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,700314,,ALL,65,,C,57,,C,61,,,,,,,,,,,,,,,,61,,Met,81.7,65,C,68,61,Met,Met,81.5,79.0
2014,700316,,ALL,51,,D,49,,C,51,,,,,,,,,,,,,,,,50,,Met,73.9,55,C,53,56,NotMet,Met,64.1,83.4
2014,700317,,ALL,,,,,,,,,37,,54,,49,,46,,70,,86,,93,,60,,Exceeded,89.9,66,C,,,,,,
2014,700318,,ALL,36,,D,38,,D,42,,,,,,,,,,,,,,,,38,,NotMet,68.5,44,D,42,46,NotMet,Met,64.8,77.3
2014,700319,,ALL,,,,,,,,,30,,62,,44,,45,,72,,79,,87,,55,,Exceeded,88.1,62,C,,,,,,
2014,700320,,ALL,40,,D,38,,D,31,,,,,,,,,,,,,,,,38,,NotMet,66.4,44,D,46,46,NotMet,Met,67.1,77.5
2014,700322,,ALL,38,,D,46,,D,49,,80,,,,,,,,,,,,,,45,,Met,73.8,50,D,47,52,Exceeded,Met,85.8,76.5
2014,700324,,ALL,48,,D,44,,D,36,,,,,,,,,,,,,,,,44,,Met,77.0,51,D,54,51,Met,Met,80.7,80.4
2014,700328,,ALL,67,,B,62,,C,73,,,,,,,,,,,,,,,,66,,Met,82.0,69,C,71,64,Exceeded,Met,85.6,73.3
2014,710312,,ALL,43,,D,47,,D,41,,,,,,,,,,,,,,,,44,,Met,73.6,50,D,50,53,Met,Met,78.6,77.8
2014,710316,,ALL,21,,F,43,,D,69,,78,,,,,,,,,,,,,,39,,NotMet,58.8,43,D,29,47,NotMet,NotMet,61.0,66.3
2014,710318,,ALL,44,,D,45,,D,52,,,,,,,,,,,,,,,,46,,Met,79.6,52,D,51,53,Met,Met,79.9,81.9
2014,710320,,ALL,29,,F,46,,D,82,,90,,,,,,,,,,,,,,45,,Met,81.9,53,D,37,51,NotMet,Met,69.6,74.6
2014,710321,,ALL,,,,,,,,,31,,58,,31,,43,,54,,95,1,87,,57,,NotMet,52.8,56,C,,,,,,
2014,710323,,ALL,63,,C,61,,C,66,,,,,,,,,,,,,,,,62,,Met,79.2,66,C,67,62,Exceeded,NotMet,86.5,66.4
2014,710324,,ALL,52,,C,41,,D,65,,,,,,,,,,,,,,,,49,,Met,81.2,56,C,58,47,Met,Met,80.9,72.4
2014,710326,,ALL,,,,,,,,,37,,47,,44,,37,,57,,95,1,83,,58,,Exceeded,86.4,64,C,,,,,,
2014,710327,,ALL,,,,,,,,,58,,85,,80,,86,,,,95,1,95,1,86,,Met,83.2,86,A,,,,,,
2014,710328,,ALL,44,,D,56,,C,59,,94,,,,,,,,,,,,,,52,,Met,83.5,58,C,52,61,Met,Met,81.9,82.7
2014,710332,,ALL,34,,D,35,,D,26,,,,,,,,,,,,,,,,34,,NotMet,64.0,40,D,41,44,NotMet,Met,65.8,80.3
2014,710342,,ALL,,,,,,,,,69,,76,,74,,71,,83,,95,1,90,,79,,Exceeded,85.0,80,B,,,,,,
2014,710344,,ALL,69,,B,70,,B,84,,,,,,,,,,,,,,,,71,,Met,79.7,73,B,70,72,Met,Met,76.3,79.1
2014,710346,,ALL,62,,C,71,,B,89,,95,1,,,,,,,,,,,,,70,,Exceeded,97.9,76,B,69,73,Exceeded,Met,98.9,82.4
2014,710347,,ALL,64,,C,72,,B,69,,,,,,,,,,,,,,,,68,,Exceeded,86.4,72,B,69,74,Exceeded,Met,90.9,82.1
2014,710348,,ALL,21,,F,40,,D,77,,85,,,,,,,,,,,,,,39,,NotMet,56.9,43,D,28,46,NotMet,Met,54.9,70.4
2014,720312,,ALL,51,,C,55,,C,77,,,,,,,,,,,,,,,,56,,Exceeded,94.8,64,C,59,61,Exceeded,Met,93.1,84.7
2014,720316,,ALL,,,,,,,,,33,,56,,48,,60,,76,,95,,92,,62,,NotMet,52.7,60,C,,,,,,
2014,720320,,ALL,35,,D,46,,D,54,,67,,,,,,,,,,,,,,45,,Met,70.5,50,D,46,50,Exceeded,NotMet,86.6,67.7
2014,730332,,ALL,79,,B,71,,B,92,,,,,,,,,,,,,,,,77,,Exceeded,85.3,79,B,79,73,Met,Met,80.5,81.9
2014,730334,,ALL,32,,D,37,,D,66,,,,,,,,,,,,,,,,38,,Met,81.3,47,D,41,46,Met,Met,78.3,81.3
2014,730340,,ALL,49,,C,50,,C,76,,,,,,,,,,,,,,,,54,,Met,81.0,59,C,55,55,Met,Met,80.4,75.1
2014,730344,,ALL,36,,D,46,,D,71,,95,1,,,,,,,,,,,,,46,,Met,80.0,53,D,46,50,Met,NotMet,84.1,68.0
2014,730348,,ALL,63,,C,70,,B,84,,,,,,,,,,,,,,,,69,,Met,76.2,71,B,65,71,Met,Met,74.9,75.0
2014,730352,,ALL,,,,,,,,,33,,51,,51,,46,,64,,95,1,76,,60,,NotMet,68.0,61,C,,,,,,
2014,730354,,ALL,75,,B,66,,C,83,,,,,,,,,,,,,,,,72,,Met,84.9,75,B,77,68,Met,Met,84.3,77.8
2014,730356,,ALL,42,,D,29,,D,50,,,,,,,,,,,,,,,,38,,Met,74.9,45,D,47,40,NotMet,Met,67.9,82.9
2014,730360,,ALL,38,,D,49,,D,77,,87,,,,,,,,,,,,,,50,,Met,80.0,56,C,46,54,Met,Met,82.1,77.3
2014,730368,,ALL,76,,B,67,,B,91,,,,,,,,,,,,,,,,75,,Exceeded,90.5,78,B,78,70,Exceeded,Met,87.5,84.2
2014,73A000,,ALL,58,,C,65,,C,54,,,,,,,,,,,,,,,,60,,Met,74.1,63,C,62,67,Met,Met,77.3,79.0
2014,73B000,,ALL,56,,C,78,,B,87,,80,,81,,61,,89,,,,95,1,95,1,76,,NotMet,59.6,72,B,56,78,NotMet,Met,57.1,75.1
2014,740302,,ALL,46,,D,58,,C,72,,93,,,,,,,,,,,,,,55,,Met,76.3,59,C,51,63,Met,Met,70.4,84.4
2014,740304,,ALL,53,,C,55,,C,70,,,,,,,,,,,,,,,,56,,NotMet,64.1,58,C,56,58,NotMet,Met,67.2,70.4
2014,740308,,ALL,39,,D,46,,D,72,,83,,,,,,,,,,,,,,48,,NotMet,59.1,50,D,43,52,NotMet,Met,59.3,75.2
2014,740309,,ALL,,,,,,,,,34,,41,,19,,44,,71,,95,1,83,,54,,NotMet,55.7,55,C,,,,,,
2014,740310,,ALL,33,,D,33,,D,49,,,,,,,,,,,,,,,,35,,Exceeded,92.2,46,D,45,44,Exceeded,Exceeded,91.5,87.0
2014,740320,,ALL,42,,D,44,,D,67,,95,1,,,,,,,,,,,,,48,,Exceeded,89.7,57,C,51,52,Exceeded,Met,85.7,83.3
2014,740324,,ALL,26,,F,38,,D,40,,58,,,,,,,,,,,,,,35,,NotMet,56.3,39,F,32,47,NotMet,Met,54.9,81.4
2014,740330,,ALL,51,,C,51,,C,64,,,,,,,,,,,,,,,,53,,NotMet,67.5,56,C,56,55,Met,NotMet,78.0,67.5
2014,740332,,ALL,62,,C,70,,B,79,,95,1,,,,,,,,,,,,,69,,Exceeded,92.5,73,B,68,73,Exceeded,Met,91.8,83.1
2014,740333,,ALL,,,,,,,,,57,,60,,60,,69,,71,,95,1,88,,70,,NotMet,59.5,68,C,,,,,,
2014,740334,,ALL,37,,D,38,,D,38,,,,,,,,,,,,,,,,37,,NotMet,63.1,42,D,42,46,NotMet,Met,61.6,79.7
2014,740336,,ALL,49,,D,45,,D,57,,,,,,,,,,,,,,,,48,,Met,74.2,53,D,53,52,Met,Met,72.0,80.0
2014,740337,,ALL,31,,F,44,,D,63,,75,,,,,,,,,,,,,,42,,NotMet,66.5,47,D,37,50,NotMet,Met,60.8,74.4
2014,740338,,ALL,60,,C,55,,C,60,,,,,,,,,,,,,,,,58,,Met,80.5,63,C,65,59,Met,Met,84.9,75.6
2014,740340,,ALL,41,,D,47,,C,51,,86,,,,,,,,,,,,,,47,,Exceeded,90.6,55,C,51,56,Exceeded,Exceeded,91.6,88.7
2014,740344,,ALL,,,,,,,,,35,,50,,34,,46,,59,,95,1,89,,58,,NotMet,68.2,60,C,,,,,,
2014,740352,,ALL,24,,F,32,,D,32,,87,,,,,,,,,,,,,,29,,Met,71.7,38,F,33,42,Met,Met,72.8,82.2
2014,740358,,ALL,43,,D,50,,C,43,,95,1,,,,,,,,,,,,,47,,Met,71.4,52,D,51,56,Met,Met,80.3,83.8
2014,740362,,ALL,69,,B,70,,B,86,,95,1,,,,,,,,,,,,,73,,Exceeded,100.0,78,B,74,74,Exceeded,Exceeded,96.8,91.9
2014,740366,,ALL,,,,,,,,,43,,53,,50,,59,,53,,95,1,82,,64,,Met,73.1,66,C,,,,,,
2014,740368,,ALL,25,,F,33,,D,36,,,,,,,,,,,,,,,,30,,NotMet,58.0,36,F,31,41,NotMet,Met,56.8,71.9
2014,740374,,ALL,,,,,,,,,40,,46,,25,,36,,61,,95,1,75,,51,,NotMet,61.9,54,D,,,,,,
2014,740375,,ALL,73,,B,48,,D,50,,,,,,,,,,,,,,,,59,,Met,81.6,63,C,75,54,Exceeded,Met,85.2,81.2
2014,740376,,ALL,28,,F,34,,D,43,,84,,,,,,,,,,,,,,34,,Met,80.6,43,D,38,43,Met,Met,78.3,82.5
2014,740378,,ALL,5,,F,9,,F,18,,,,,,,,,,,,,,,,9,,,,9,F,5,9,,,,
2014,740379,,ALL,69,,B,65,,C,70,,,,,,,,,,,,,,,,68,,Met,80.3,70,B,72,68,Met,Met,82.4,76.2
2014,740380,,ALL,52,,C,51,,C,78,,,,,,,,,,,,,,,,55,,Exceeded,88.6,61,C,59,57,Exceeded,Met,87.7,80.1
2014,740386,,ALL,43,,D,46,,D,44,,,,,,,,,,,,,,,,44,,NotMet,58.7,47,D,46,52,NotMet,Met,56.5,77.2
2014,740388,,ALL,,,,,,,,,36,,51,,45,,49,,63,,93,,88,,60,,NotMet,56.9,59,C,,,,,,
2014,740390,,ALL,25,,F,28,,F,24,,,,,,,,,,,,,,,,26,,NotMet,62.1,33,F,35,36,Met,Met,73.1,70.0
2014,740396,,ALL,51,,C,51,,C,66,,83,,,,,,,,,,,,,,54,,Met,83.4,60,C,57,57,Met,Met,81.5,83.2
2014,740400,,ALL,46,,D,50,,C,53,,,,,,,,,,,,,,,,49,,Met,73.4,53,D,52,55,Met,Met,78.2,77.4
2014,740402,,ALL,28,,F,36,,D,20,,90,,,,,,,,,,,,,,32,,NotMet,65.0,39,F,35,45,NotMet,Met,62.7,83.1
2014,740404,,ALL,73,,B,67,,C,78,,,,,,,,,,,,,,,,71,,Met,75.1,72,B,72,69,NotMet,Met,66.4,79.0
2014,750304,,ALL,68,,C,68,,C,70,,,,,,,,,,,,,,,,68,,NotMet,61.0,67,C,68,68,NotMet,NotMet,69.4,66.1
2014,750314,,ALL,70,,B,64,,C,78,,,,,,,,,,,,,,,,68,,Met,78.8,70,B,73,64,Exceeded,NotMet,86.6,63.1
2014,750317,,ALL,,,,,,,,,93,,83,,52,,75,,,,95,1,89,,78,,Met,72.9,77,B,,,,,,
2014,750318,,ALL,,,,,,,,,72,,68,,58,,66,,89,,95,1,83,,75,,Met,80.0,76,B,,,,,,
2014,750319,,ALL,60,,C,71,,B,90,,95,1,,,,,,,,,,,,,71,,Met,76.7,72,B,61,73,NotMet,Met,65.4,82.0
2014,750320,,ALL,75,,B,79,,B,76,,,,,,,,,,,,,,,,77,,Met,80.9,77,B,76,79,Met,Met,80.4,78.2
2014,750328,,ALL,64,,C,56,,C,84,,,,,,,,,,,,,,,,64,,NotMet,62.5,63,C,63,59,NotMet,Met,59.6,71.3
2014,760304,,ALL,53,,C,51,,C,66,,,,,,,,,,,,,,,,54,,Met,84.7,60,C,57,58,Met,Exceeded,74.7,87.6
2014,760308,,ALL,53,,C,62,,C,,,,,,,,,,,,,,,,,58,,Met,73.4,61,C,55,66,NotMet,Met,63.2,82.8
2014,760316,,ALL,53,,C,43,,D,65,,,,,,,,,,,,,,,,51,,Exceeded,95.2,59,C,61,52,Exceeded,Exceeded,91.3,90.6
2014,760318,,ALL,,,,,,,,,34,,37,,28,,44,,73,,95,1,84,,51,,NotMet,59.6,53,D,,,,,,
2014,760320,,ALL,58,,C,56,,C,79,,,,,,,,,,,,,,,,60,,Met,73.7,63,C,60,60,NotMet,Met,69.6,78.5
2014,760324,,ALL,60,,C,58,,C,69,,,,,,,,,,,,,,,,61,,Exceeded,85.3,66,C,64,63,Met,Met,80.9,84.0
2014,760328,,ALL,69,,B,57,,C,65,,,,,,,,,,,,,,,,63,,Met,80.7,67,C,70,62,Met,Met,75.6,83.3
2014,760329,,ALL,80,,B,65,,C,84,,,,,,,,,,,,,,,,74,,Exceeded,85.2,77,B,81,67,Met,Met,84.2,75.4
2014,760330,,ALL,55,,C,54,,C,64,,,,,,,,,,,,,,,,56,,NotMet,57.2,56,C,55,58,NotMet,Met,55.1,73.0
2014,760331,,ALL,61,,C,57,,C,63,,,,,,,,,,,,,,,,59,,Met,81.5,64,C,65,62,Met,Exceeded,80.0,85.0
2014,760332,,ALL,53,,C,45,,D,48,,,,,,,,,,,,,,,,49,,Met,74.9,54,D,57,53,Met,Met,71.5,82.3
2014,760336,,ALL,66,,B,62,,C,77,,,,,,,,,,,,,,,,66,,Exceeded,88.8,71,B,70,67,Met,Exceeded,82.6,86.8
2014,760338,,ALL,39,,D,51,,C,83,,81,,,,,,,,,,,,,,52,,Met,79.1,58,C,43,57,NotMet,Met,60.4,82.3
2014,760339,,ALL,,,,,,,,,46,,54,,69,,67,,72,,95,1,85,,69,,Exceeded,95.7,74,B,,,,,,
2014,760340,,ALL,47,,C,32,,D,59,,,,,,,,,,,,,,,,43,,Exceeded,90.2,52,D,55,42,Exceeded,Exceeded,86.8,85.1
2014,760344,,ALL,54,,C,41,,D,54,,,,,,,,,,,,,,,,49,,NotMet,59.6,51,D,56,46,NotMet,NotMet,67.3,66.5
