year,agency_code,cgr_type,subgroup,den,pct,masking
2018,01C000,EXT,FEM,22,95.0,1.0
2018,01C000,EXT,MALE,19,95.0,1.0
2018,01C000,EXT,WH7,38,95.0,1.0
2018,01C000,STD,ALL,35,95.0,1.0
2018,01C000,STD,FEM,22,95.0,1.0
2018,01C000,STD,MALE,13,95.0,1.0
2018,01C000,STD,WH7,29,95.0,1.0
2018,01D000,EXT,ALL,37,89.2,
2018,01D000,EXT,FEM,21,85.7,
2018,01D000,EXT,MALE,16,93.8,
2018,01D000,EXT,WH7,33,87.9,
2018,01D000,STD,ALL,36,88.9,
2018,01D000,STD,FEM,14,85.7,
2018,01D000,STD,MALE,22,90.9,
2018,01D000,STD,WH7,30,90.0,
2018,020302,EXT,AIG,73,95.0,1.0
2018,020302,EXT,ALL,384,87.0,
2018,020302,EXT,BL7,22,90.9,
2018,020302,EXT,EDS,144,78.5,
2018,020302,EXT,FEM,184,89.1,
2018,020302,EXT,HI7,25,80.0,
2018,020302,EXT,MALE,200,85.0,
2018,020302,EXT,MU7,11,90.9,
2018,020302,EXT,SWD,45,73.3,
2018,020302,EXT,WH7,318,87.4,
2018,020302,STD,AIG,101,95.0,1.0
2018,020302,STD,ALL,403,85.1,
2018,020302,STD,BL7,14,85.7,
2018,020302,STD,EDS,135,74.1,
2018,020302,STD,FEM,183,88.5,
2018,020302,STD,HI7,31,87.1,
2018,020302,STD,HMS,15,73.3,
2018,020302,STD,MALE,220,82.3,
2018,020302,STD,MU7,17,76.5,
2018,020302,STD,SWD,43,74.4,
2018,020302,STD,WH7,336,85.1,
2018,020LEA,EXT,AIG,73,95.0,1.0
2018,020LEA,EXT,ALL,384,87.0,
2018,020LEA,EXT,BL7,22,90.9,
2018,020LEA,EXT,EDS,144,78.5,
2018,020LEA,EXT,FEM,184,89.1,
2018,020LEA,EXT,HI7,25,80.0,
2018,020LEA,EXT,MALE,200,85.0,
2018,020LEA,EXT,MU7,11,90.9,
2018,020LEA,EXT,SWD,45,73.3,
2018,020LEA,EXT,WH7,318,87.4,
2018,020LEA,STD,AIG,101,95.0,1.0
2018,020LEA,STD,ALL,403,85.1,
2018,020LEA,STD,BL7,14,85.7,
2018,020LEA,STD,EDS,135,74.1,
2018,020LEA,STD,FEM,183,88.5,
2018,020LEA,STD,HI7,31,87.1,
2018,020LEA,STD,HMS,15,73.3,
2018,020LEA,STD,MALE,220,82.3,
2018,020LEA,STD,MU7,17,76.5,
2018,020LEA,STD,SWD,43,74.4,
2018,020LEA,STD,WH7,336,85.1,
2018,030304,EXT,AIG,24,95.0,1.0
2018,030304,EXT,ALL,117,86.3,
2018,030304,EXT,EDS,63,84.1,
2018,030304,EXT,FEM,54,88.9,
2018,030304,EXT,HI7,17,88.2,
2018,030304,EXT,MALE,63,84.1,
2018,030304,EXT,SWD,12,66.7,
2018,030304,EXT,WH7,98,86.7,
2018,030304,STD,AIG,21,95.0,1.0
2018,030304,STD,ALL,100,92.0,
2018,030304,STD,EDS,52,94.2,
2018,030304,STD,FEM,46,95.0,1.0
2018,030304,STD,HI7,18,88.9,
2018,030304,STD,MALE,54,88.9,
2018,030304,STD,SWD,12,75.0,
2018,030304,STD,WH7,79,92.4,
2018,030LEA,EXT,AIG,24,95.0,1.0
2018,030LEA,EXT,ALL,117,86.3,
2018,030LEA,EXT,EDS,63,84.1,
2018,030LEA,EXT,FEM,54,88.9,
2018,030LEA,EXT,HI7,17,88.2,
2018,030LEA,EXT,MALE,63,84.1,
2018,030LEA,EXT,SWD,12,66.7,
2018,030LEA,EXT,WH7,98,86.7,
2018,030LEA,STD,AIG,21,95.0,1.0
2018,030LEA,STD,ALL,100,92.0,
2018,030LEA,STD,EDS,52,94.2,
2018,030LEA,STD,FEM,46,95.0,1.0
2018,030LEA,STD,HI7,18,88.9,
2018,030LEA,STD,MALE,54,88.9,
2018,030LEA,STD,SWD,12,75.0,
2018,030LEA,STD,WH7,79,92.4,
2018,040304,EXT,ALL,39,92.3,
2018,040304,EXT,BL7,12,95.0,1.0
2018,040304,EXT,EDS,10,90.0,
2018,040304,EXT,FEM,22,95.0,1.0
2018,040304,EXT,MALE,17,88.2,
2018,040304,EXT,WH7,22,95.0,1.0
2018,040304,STD,AIG,15,95.0,1.0
2018,040304,STD,ALL,58,95.0,1.0
2018,040304,STD,BL7,27,95.0,1.0
2018,040304,STD,EDS,14,95.0,1.0
2018,040304,STD,FEM,40,95.0,1.0
2018,040304,STD,MALE,18,95.0,1.0
2018,040304,STD,WH7,28,95.0,1.0
2018,040305,EXT,ALL,24,70.8,
2018,040305,EXT,BL7,21,71.4,
2018,040305,EXT,EDS,16,87.5,
2018,040305,EXT,MALE,17,70.6,
2018,040305,STD,ALL,98,57.1,
2018,040305,STD,BL7,84,60.7,
2018,040305,STD,EDS,63,60.3,
2018,040305,STD,FEM,36,63.9,
2018,040305,STD,MALE,62,53.2,
2018,040305,STD,SWD,11,81.8,
2018,040305,STD,WH7,10,40.0,
2018,040306,EXT,AIG,15,95.0,1.0
2018,040306,EXT,ALL,128,85.2,
2018,040306,EXT,BL7,87,88.5,
2018,040306,EXT,EDS,87,86.2,
2018,040306,EXT,FEM,70,88.6,
2018,040306,EXT,MALE,58,81.0,
2018,040306,EXT,SWD,16,81.3,
2018,040306,EXT,WH7,29,75.9,
2018,040306,STD,AIG,36,95.0,1.0
2018,040306,STD,ALL,178,89.3,
2018,040306,STD,BL7,105,90.5,
2018,040306,STD,EDS,70,84.3,
2018,040306,STD,FEM,88,90.9,
2018,040306,STD,MALE,90,87.8,
2018,040306,STD,SWD,29,58.6,
2018,040306,STD,WH7,61,86.9,
2018,040700,EXT,ALL,34,88.2,
2018,040700,EXT,BL7,11,90.9,
2018,040700,EXT,EDS,16,87.5,
2018,040700,EXT,FEM,17,76.5,
2018,040700,EXT,MALE,17,95.0,1.0
2018,040700,EXT,WH7,18,83.3,
2018,040LEA,EXT,AIG,25,95.0,1.0
2018,040LEA,EXT,ALL,239,82.4,
2018,040LEA,EXT,BL7,142,82.4,
2018,040LEA,EXT,EDS,137,83.9,
2018,040LEA,EXT,FEM,119,86.6,
2018,040LEA,EXT,HI7,12,83.3,
2018,040LEA,EXT,MALE,120,78.3,
2018,040LEA,EXT,SWD,23,82.6,
2018,040LEA,EXT,WH7,73,83.6,
2018,040LEA,STD,AIG,52,95.0,1.0
2018,040LEA,STD,ALL,281,84.0,
2018,040LEA,STD,BL7,169,81.7,
2018,040LEA,STD,EDS,109,75.2,
2018,040LEA,STD,FEM,143,89.5,
2018,040LEA,STD,MALE,138,78.3,
2018,040LEA,STD,SWD,35,60.0,
2018,040LEA,STD,WH7,95,88.4,
2018,050302,EXT,AIG,48,93.8,
2018,050302,EXT,ALL,246,89.0,
2018,050302,EXT,EDS,113,81.4,
2018,050302,EXT,FEM,125,93.6,
2018,050302,EXT,HI7,17,95.0,1.0
2018,050302,EXT,MALE,121,84.3,
2018,050302,EXT,SWD,27,77.8,
2018,050302,EXT,WH7,221,89.1,
2018,050302,STD,AIG,44,95.0,1.0
2018,050302,STD,ALL,220,86.8,
2018,050302,STD,EDS,103,85.4,
2018,050302,STD,FEM,104,88.5,
2018,050302,STD,HI7,19,89.5,
2018,050302,STD,HMS,10,60.0,
2018,050302,STD,MALE,116,85.3,
2018,050302,STD,SWD,28,60.7,
2018,050302,STD,WH7,196,86.7,
2018,050LEA,EXT,AIG,48,93.8,
2018,050LEA,EXT,ALL,246,89.0,
2018,050LEA,EXT,EDS,113,81.4,
2018,050LEA,EXT,FEM,125,93.6,
2018,050LEA,EXT,HI7,17,95.0,1.0
2018,050LEA,EXT,MALE,121,84.3,
2018,050LEA,EXT,SWD,27,77.8,
2018,050LEA,EXT,WH7,221,89.1,
2018,050LEA,STD,AIG,44,95.0,1.0
2018,050LEA,STD,ALL,220,86.8,
2018,050LEA,STD,EDS,103,85.4,
2018,050LEA,STD,FEM,104,88.5,
2018,050LEA,STD,HI7,19,89.5,
2018,050LEA,STD,HMS,10,60.0,
2018,050LEA,STD,MALE,116,85.3,
2018,050LEA,STD,SWD,28,60.7,
2018,050LEA,STD,WH7,196,86.7,
2018,060302,EXT,AIG,14,95.0,1.0
2018,060302,EXT,ALL,116,95.0,1.0
2018,060302,EXT,EDS,57,95.0,1.0
2018,060302,EXT,FEM,62,95.0,1.0
2018,060302,EXT,HI7,11,95.0,1.0
2018,060302,EXT,MALE,54,95.0,1.0
2018,060302,EXT,WH7,103,95.0,1.0
2018,060302,STD,ALL,82,87.8,
2018,060302,STD,EDS,54,88.9,
2018,060302,STD,ELS,10,90.0,
2018,060302,STD,FEM,39,92.3,
2018,060302,STD,HI7,14,92.9,
2018,060302,STD,MALE,43,83.7,
2018,060302,STD,SWD,10,90.0,
2018,060302,STD,WH7,66,87.9,
2018,060334,EXT,ALL,15,80.0,
2018,060334,EXT,EDS,11,72.7,
2018,060334,EXT,WH7,13,76.9,
2018,060334,STD,ALL,52,88.5,
2018,060334,STD,EDS,35,82.9,
2018,060334,STD,FEM,17,88.2,
2018,060334,STD,MALE,35,88.6,
2018,060334,STD,SWD,13,95.0,1.0
2018,060334,STD,WH7,48,87.5,
2018,060700,EXT,ALL,22,95.0,1.0
2018,060700,EXT,FEM,13,95.0,1.0
2018,060700,EXT,WH7,16,95.0,1.0
2018,060700,STD,AIG,20,95.0,1.0
2018,060700,STD,ALL,69,95.0,1.0
2018,060700,STD,EDS,31,95.0,1.0
2018,060700,STD,FEM,43,95.0,1.0
2018,060700,STD,MALE,26,95.0,1.0
2018,060700,STD,WH7,64,95.0,1.0
2018,060LEA,EXT,AIG,22,95.0,1.0
2018,060LEA,EXT,ALL,154,95.0,1.0
2018,060LEA,EXT,EDS,76,94.7,
2018,060LEA,EXT,FEM,81,95.0,1.0
2018,060LEA,EXT,HI7,17,95.0,1.0
2018,060LEA,EXT,MALE,73,95.0,1.0
2018,060LEA,EXT,SWD,12,95.0,1.0
2018,060LEA,EXT,WH7,133,94.7,
2018,060LEA,STD,AIG,28,95.0,1.0
2018,060LEA,STD,ALL,166,94.0,
2018,060LEA,STD,EDS,94,93.6,
2018,060LEA,STD,ELS,10,90.0,
2018,060LEA,STD,FEM,85,95.0,1.0
2018,060LEA,STD,HI7,18,94.4,
2018,060LEA,STD,MALE,81,91.4,
2018,060LEA,STD,SWD,17,94.1,
2018,060LEA,STD,WH7,145,94.5,
2018,06B000,EXT,ALL,11,54.5,
2018,070310,EXT,ALL,27,81.5,
2018,070310,EXT,BL7,13,84.6,
2018,070310,EXT,EDS,16,93.8,
2018,070310,EXT,FEM,10,95.0,1.0
2018,070310,EXT,MALE,17,70.6,
2018,070310,EXT,WH7,12,83.3,
2018,070310,STD,ALL,77,68.8,
2018,070310,STD,BL7,43,69.8,
2018,070310,STD,EDS,44,75.0,
2018,070310,STD,FEM,30,73.3,
2018,070310,STD,MALE,47,66.0,
2018,070310,STD,SWD,17,58.8,
2018,070310,STD,WH7,27,74.1,
2018,070311,EXT,AIG,10,95.0,1.0
2018,070311,EXT,ALL,35,95.0,1.0
2018,070311,EXT,EDS,17,95.0,1.0
2018,070311,EXT,FEM,20,95.0,1.0
2018,070311,EXT,MALE,15,95.0,1.0
2018,070311,EXT,WH7,23,95.0,1.0
2018,070311,STD,ALL,34,95.0,1.0
2018,070311,STD,FEM,22,95.0,1.0
2018,070311,STD,MALE,12,95.0,1.0
2018,070311,STD,WH7,18,95.0,1.0
2018,070330,EXT,AIG,26,95.0,1.0
2018,070330,EXT,ALL,110,92.7,
2018,070330,EXT,BL7,19,94.7,
2018,070330,EXT,EDS,41,92.7,
2018,070330,EXT,FEM,48,95.0,1.0
2018,070330,EXT,MALE,62,90.3,
2018,070330,EXT,SWD,10,80.0,
2018,070330,EXT,WH7,81,92.6,
2018,070330,STD,AIG,21,95.0,1.0
2018,070330,STD,ALL,112,83.9,
2018,070330,STD,BL7,16,81.3,
2018,070330,STD,EDS,27,77.8,
2018,070330,STD,FEM,58,79.3,
2018,070330,STD,HI7,10,80.0,
2018,070330,STD,MALE,54,88.9,
2018,070330,STD,SWD,16,50.0,
2018,070330,STD,WH7,82,84.1,
2018,070339,EXT,ALL,94,85.1,
2018,070339,EXT,BL7,35,94.3,
2018,070339,EXT,EDS,60,83.3,
2018,070339,EXT,FEM,47,87.2,
2018,070339,EXT,MALE,47,83.0,
2018,070339,EXT,WH7,46,73.9,
2018,070339,STD,AIG,10,90.0,
2018,070339,STD,ALL,141,82.3,
2018,070339,STD,BL7,49,83.7,
2018,070339,STD,EDS,55,78.2,
2018,070339,STD,FEM,65,86.2,
2018,070339,STD,HI7,15,86.7,
2018,070339,STD,MALE,76,78.9,
2018,070339,STD,MU7,13,92.3,
2018,070339,STD,SWD,15,46.7,
2018,070339,STD,WH7,64,78.1,
2018,070342,EXT,AIG,19,94.7,
2018,070342,EXT,ALL,231,83.5,
2018,070342,EXT,BL7,83,79.5,
2018,070342,EXT,EDS,120,85.8,
2018,070342,EXT,FEM,121,86.8,
2018,070342,EXT,HI7,45,84.4,
2018,070342,EXT,MALE,110,80.0,
2018,070342,EXT,SWD,28,67.9,
2018,070342,EXT,WH7,95,86.3,
2018,070342,STD,AIG,47,93.6,
2018,070342,STD,ALL,263,82.9,
2018,070342,STD,BL7,95,82.1,
2018,070342,STD,EDS,94,68.1,
2018,070342,STD,ELS,11,63.6,
2018,070342,STD,FEM,138,88.4,
2018,070342,STD,HI7,31,74.2,
2018,070342,STD,MALE,125,76.8,
2018,070342,STD,SWD,32,71.9,
2018,070342,STD,WH7,131,84.7,
2018,070LEA,EXT,AIG,59,95.0,1.0
2018,070LEA,EXT,ALL,526,84.6,
2018,070LEA,EXT,BL7,175,81.7,
2018,070LEA,EXT,EDS,273,85.0,
2018,070LEA,EXT,FEM,257,88.7,
2018,070LEA,EXT,HI7,71,87.3,
2018,070LEA,EXT,MALE,269,80.7,
2018,070LEA,EXT,MU7,14,85.7,
2018,070LEA,EXT,SWD,53,66.0,
2018,070LEA,EXT,WH7,265,85.7,
2018,070LEA,STD,AIG,85,94.1,
2018,070LEA,STD,ALL,585,82.9,
2018,070LEA,STD,BL7,189,81.5,
2018,070LEA,STD,EDS,204,74.0,
2018,070LEA,STD,ELS,24,70.8,
2018,070LEA,STD,FEM,298,85.9,
2018,070LEA,STD,HI7,66,80.3,
2018,070LEA,STD,HMS,10,80.0,
2018,070LEA,STD,MALE,287,79.8,
2018,070LEA,STD,MU7,24,95.0,1.0
2018,070LEA,STD,SWD,73,60.3,
2018,070LEA,STD,WH7,305,83.3,
2018,080311,EXT,ALL,31,95.0,1.0
2018,080311,EXT,BL7,16,95.0,1.0
2018,080311,EXT,FEM,19,95.0,1.0
2018,080311,EXT,MALE,12,95.0,1.0
2018,080311,EXT,WH7,14,95.0,1.0
2018,080311,STD,ALL,46,95.0,1.0
2018,080311,STD,BL7,31,95.0,1.0
2018,080311,STD,EDS,24,95.0,1.0
2018,080311,STD,FEM,29,95.0,1.0
2018,080311,STD,MALE,17,95.0,1.0
2018,080311,STD,WH7,12,95.0,1.0
2018,080312,EXT,ALL,117,82.9,
2018,080312,EXT,BL7,98,86.7,
2018,080312,EXT,EDS,96,85.4,
2018,080312,EXT,FEM,41,92.7,
2018,080312,EXT,MALE,76,77.6,
2018,080312,EXT,SWD,27,77.8,
2018,080312,EXT,WH7,13,53.8,
2018,080312,STD,ALL,155,79.4,
2018,080312,STD,BL7,132,82.6,
2018,080312,STD,EDS,79,82.3,
2018,080312,STD,FEM,67,79.1,
2018,080312,STD,MALE,88,79.5,
2018,080312,STD,SWD,30,63.3,
2018,080312,STD,WH7,20,65.0,
2018,080700,EXT,ALL,31,95.0,1.0
2018,080700,EXT,BL7,27,95.0,1.0
2018,080700,EXT,EDS,22,95.0,1.0
2018,080700,EXT,FEM,16,95.0,1.0
2018,080700,EXT,MALE,15,95.0,1.0
2018,080LEA,EXT,AIG,15,95.0,1.0
2018,080LEA,EXT,ALL,184,87.0,
2018,080LEA,EXT,BL7,144,89.6,
2018,080LEA,EXT,EDS,128,88.3,
2018,080LEA,EXT,FEM,77,94.8,
2018,080LEA,EXT,MALE,107,81.3,
2018,080LEA,EXT,SWD,28,78.6,
2018,080LEA,EXT,WH7,29,75.9,
2018,080LEA,STD,AIG,13,95.0,1.0
2018,080LEA,STD,ALL,201,84.1,
2018,080LEA,STD,BL7,163,85.9,
2018,080LEA,STD,EDS,103,86.4,
2018,080LEA,STD,FEM,96,85.4,
2018,080LEA,STD,MALE,105,82.9,
2018,080LEA,STD,SWD,31,64.5,
2018,080LEA,STD,WH7,32,78.1,
2018,090330,EXT,AIG,26,95.0,1.0
2018,090330,EXT,ALL,182,89.0,
2018,090330,EXT,BL7,82,93.9,
2018,090330,EXT,EDS,106,89.6,
2018,090330,EXT,FEM,88,90.9,
2018,090330,EXT,HI7,23,69.6,
2018,090330,EXT,MALE,94,87.2,
2018,090330,EXT,SWD,20,75.0,
2018,090330,EXT,WH7,63,88.9,
2018,090330,STD,AIG,26,95.0,1.0
2018,090330,STD,ALL,163,92.6,
2018,090330,STD,BL7,91,94.5,
2018,090330,STD,EDS,56,85.7,
2018,090330,STD,FEM,78,94.9,
2018,090330,STD,HI7,20,85.0,
2018,090330,STD,MALE,85,90.6,
2018,090330,STD,SWD,11,90.9,
2018,090330,STD,WH7,45,93.3,
2018,090368,EXT,AIG,25,95.0,1.0
2018,090368,EXT,ALL,192,86.5,
2018,090368,EXT,BL7,57,89.5,
2018,090368,EXT,EDS,127,85.8,
2018,090368,EXT,FEM,81,88.9,
2018,090368,EXT,HI7,31,87.1,
2018,090368,EXT,MALE,111,84.7,
2018,090368,EXT,MIG,13,84.6,
2018,090368,EXT,SWD,10,50.0,
2018,090368,EXT,WH7,93,83.9,
2018,090368,STD,AIG,29,95.0,1.0
2018,090368,STD,ALL,227,87.2,
2018,090368,STD,BL7,65,95.0,1.0
2018,090368,STD,EDS,73,80.8,
2018,090368,STD,ELS,14,71.4,
2018,090368,STD,FEM,117,88.0,
2018,090368,STD,HI7,38,84.2,
2018,090368,STD,MALE,110,86.4,
2018,090368,STD,MIG,12,66.7,
2018,090368,STD,SWD,37,78.4,
2018,090368,STD,WH7,110,82.7,
2018,090LEA,EXT,AIG,51,95.0,1.0
2018,090LEA,EXT,ALL,375,87.5,
2018,090LEA,EXT,BL7,139,92.1,
2018,090LEA,EXT,EDS,234,87.2,
2018,090LEA,EXT,ELS,10,50.0,
2018,090LEA,EXT,FEM,169,89.9,
2018,090LEA,EXT,HI7,55,78.2,
2018,090LEA,EXT,MALE,206,85.4,
2018,090LEA,EXT,MIG,23,73.9,
2018,090LEA,EXT,MU7,15,95.0,1.0
2018,090LEA,EXT,SWD,30,66.7,
2018,090LEA,EXT,WH7,156,85.9,
2018,090LEA,STD,AIG,55,95.0,1.0
2018,090LEA,STD,ALL,390,89.5,
2018,090LEA,STD,BL7,156,94.9,
2018,090LEA,STD,EDS,129,82.9,
2018,090LEA,STD,ELS,19,78.9,
2018,090LEA,STD,FEM,195,90.8,
2018,090LEA,STD,HI7,58,84.5,
2018,090LEA,STD,HMS,11,90.9,
2018,090LEA,STD,MALE,195,88.2,
2018,090LEA,STD,MIG,18,72.2,
2018,090LEA,STD,MU7,14,92.9,
2018,090LEA,STD,SWD,48,81.3,
2018,090LEA,STD,WH7,155,85.8,
2018,09A000,STD,ALL,18,61.1,
2018,09A000,STD,BL7,15,60.0,
2018,09A000,STD,EDS,10,70.0,
2018,09A000,STD,MALE,11,63.6,
2018,100307,EXT,AIG,24,95.0,1.0
2018,100307,EXT,ALL,67,95.0,1.0
2018,100307,EXT,EDS,24,95.0,1.0
2018,100307,EXT,FEM,38,95.0,1.0
2018,100307,EXT,MALE,29,95.0,1.0
2018,100307,EXT,WH7,52,95.0,1.0
2018,100307,STD,AIG,25,95.0,1.0
2018,100307,STD,ALL,64,95.0,1.0
