year,lea,lea name,school,school name,indian male,indian female,asian male,asian female,hispanic male,hispanic female,black male,black female,white male,white female,pacific island male,pacific island female,two or more male,two or more female,total,agency_code
2018,560,Macon County Schools,350,Union Academy,0,0,0,0,6,1,0,1,66,30,0,0,1,0,105,560350
2018,570,Madison County Schools,306,Brush Creek Elementary,0,0,0,0,10,7,0,0,200,166,0,0,0,0,383,570306
2018,570,Madison County Schools,312,Hot Springs Elementary,0,2,0,0,9,1,0,0,61,55,0,0,1,1,130,570312
2015,570,Madison County Schools,316,Laurel Elementary,1,1,0,0,4,2,0,0,25,26,0,0,0,0,59,570316
2018,570,Madison County Schools,317,Madison Early College High,0,0,0,2,6,0,0,0,109,120,0,0,2,2,241,570317
2018,570,Madison County Schools,318,Madison High,1,0,1,4,12,6,1,0,275,242,0,0,2,5,549,570318
2018,570,Madison County Schools,319,Madison Middle,1,0,0,2,13,14,1,2,240,213,0,0,6,0,492,570319
2018,570,Madison County Schools,320,Mars Hill Elementary,1,0,1,0,9,7,0,1,243,210,1,0,4,11,488,570320
2018,580,Martin County Schools,308,Williamston Primary,1,0,3,1,12,6,103,86,63,52,0,0,7,2,336,580308
2018,580,Martin County Schools,312,E J Hayes Elementary,0,0,5,2,19,8,103,115,57,54,0,0,6,5,374,580312
2018,580,Martin County Schools,316,East End Elementary,0,0,0,0,18,24,87,89,34,20,0,0,4,11,287,580316
2018,580,Martin County Schools,320,Edna Andrews Elementary,0,0,0,0,7,9,41,34,12,10,0,0,1,0,114,580320
2018,580,Martin County Schools,324,Jamesville Elementary,0,0,0,0,8,6,34,22,67,73,0,1,1,1,213,580324
2018,580,Martin County Schools,344,South Creek High,0,0,0,0,10,4,77,80,30,33,0,0,3,4,241,580344
2018,580,Martin County Schools,350,South Creek Middle,0,0,0,1,17,14,52,69,27,29,0,0,1,5,215,580350
2018,580,Martin County Schools,356,Rodgers Elementary,0,0,0,0,12,8,16,17,104,89,1,0,5,1,253,580356
2018,580,Martin County Schools,368,Riverside High,0,0,5,1,23,13,124,148,116,105,0,0,8,10,553,580368
2018,580,Martin County Schools,372,Riverside Middle,0,0,4,2,27,16,128,124,84,71,1,0,10,3,470,580372
2018,590,McDowell County Schools,306,Eastfield Global Magnet,1,1,0,0,68,43,4,7,77,81,0,0,14,7,303,590306
2018,590,McDowell County Schools,310,East McDowell Middle,1,0,1,3,46,44,10,5,255,198,0,0,7,10,580,590310
2018,590,McDowell County Schools,316,Glenwood Elementary,0,1,1,1,6,14,0,0,172,145,0,0,11,5,356,590316
2018,590,McDowell County Schools,320,Marion Elementary,1,0,3,3,40,37,10,15,135,127,0,0,9,9,389,590320
2018,590,McDowell County Schools,328,McDowell Early College,0,0,1,6,17,40,0,0,78,108,0,0,1,6,257,590328
2018,590,McDowell County Schools,330,McDowell High,4,5,14,5,98,88,24,23,683,585,1,1,28,20,"1,579",590330
2018,590,McDowell County Schools,332,Nebo Elementary,1,0,6,4,14,11,5,7,164,140,0,0,8,8,368,590332
2018,590,McDowell County Schools,336,North Cove Elementary,0,1,0,0,24,18,1,0,103,98,0,0,3,5,253,590336
2018,590,McDowell County Schools,340,Old Fort Elementary,0,0,0,0,4,5,8,7,142,135,0,0,9,9,319,590340
2018,590,McDowell County Schools,344,Pleasant Gardens Elementary,0,0,4,2,19,16,2,4,151,123,0,0,1,7,329,590344
2018,590,McDowell County Schools,352,West Marion Elementary,0,1,2,2,34,27,10,10,191,155,1,0,10,1,444,590352
2018,590,McDowell County Schools,356,West McDowell Middle,0,2,0,1,48,35,6,10,225,250,1,0,11,11,600,590356
2018,590,McDowell County Schools,393,McDowell,1,0,0,0,14,11,5,3,146,92,0,0,2,5,279,590393
2018,600,Charlotte-Mecklenburg County Schools,300,Albemarle Road Elementary,2,1,87,66,318,256,157,151,22,16,3,1,3,1,"1,084",600300
2018,600,Charlotte-Mecklenburg County Schools,301,Albemarle Road Middle,0,1,45,36,282,250,195,209,42,26,1,1,5,6,"1,099",600301
2018,600,Charlotte-Mecklenburg County Schools,302,Ardrey Kell High,2,2,308,300,163,130,197,178,904,912,2,3,45,32,"3,178",600302
2018,600,Charlotte-Mecklenburg County Schools,305,J M Alexander Middle,1,2,11,16,72,72,268,255,89,106,0,0,13,13,918,600305
2018,600,Charlotte-Mecklenburg County Schools,308,Allenbrook Elementary,2,3,32,15,33,36,194,183,2,7,0,0,4,3,514,600308
2018,600,Charlotte-Mecklenburg County Schools,311,Ashley Park PreK-8 School,1,1,4,2,22,22,217,245,3,5,0,0,6,5,533,600311
2018,600,Charlotte-Mecklenburg County Schools,312,William Amos Hough High,3,4,40,28,134,154,127,123,975,1016,0,1,38,40,"2,683",600312
2018,600,Charlotte-Mecklenburg County Schools,313,Bailey Middle,0,2,18,32,106,86,68,71,576,614,2,2,22,13,"1,612",600313
2018,600,Charlotte-Mecklenburg County Schools,314,Bain Elementary,3,1,16,24,45,51,78,58,304,304,0,3,19,25,931,600314
2018,600,Charlotte-Mecklenburg County Schools,316,Barringer Academic Center,2,0,71,57,18,7,161,141,45,29,1,1,1,6,540,600316
2018,600,Charlotte-Mecklenburg County Schools,317,Whitewater Middle,1,0,26,31,108,93,233,223,20,13,0,1,6,1,756,600317
2018,600,Charlotte-Mecklenburg County Schools,318,Whitewater Academy,0,1,35,23,82,118,226,165,39,27,0,0,10,6,732,600318
2018,600,Charlotte-Mecklenburg County Schools,319,Berryhill School,3,2,7,10,168,176,50,32,37,34,0,0,5,7,531,600319
2018,600,Charlotte-Mecklenburg County Schools,322,Beverly Woods Elementary,0,0,54,35,32,17,20,40,265,263,1,0,12,8,747,600322
2018,600,Charlotte-Mecklenburg County Schools,328,Barnette Elementary,0,0,17,9,36,43,58,77,257,245,0,2,8,7,759,600328
2018,600,Charlotte-Mecklenburg County Schools,329,Briarwood Elementary,3,4,14,29,184,194,150,134,15,11,0,0,7,4,749,600329
2018,600,Charlotte-Mecklenburg County Schools,333,Carmel Middle,1,1,10,11,130,123,107,87,304,297,1,2,11,9,"1,094",600333
2018,600,Charlotte-Mecklenburg County Schools,334,Cato Middle College High,0,2,7,13,9,29,44,89,14,35,0,0,3,7,252,600334
2018,600,Charlotte-Mecklenburg County Schools,335,Billingsville Elementary,0,1,5,5,20,19,135,125,2,4,0,0,4,2,322,600335
2018,600,Charlotte-Mecklenburg County Schools,336,Chantilly Montessori,1,0,3,3,14,10,19,25,108,108,0,0,3,3,297,600336
2018,600,Charlotte-Mecklenburg County Schools,338,Clear Creek Elementary,1,3,4,6,73,65,68,79,101,69,0,0,11,12,492,600338
2018,600,Charlotte-Mecklenburg County Schools,341,Cochrane Collegiate Academy,1,3,11,15,246,237,184,186,17,8,1,2,6,7,924,600341
2018,600,Charlotte-Mecklenburg County Schools,344,Collinswood Language Academy,3,1,3,3,244,246,60,66,78,78,0,1,8,8,799,600344
2018,600,Charlotte-Mecklenburg County Schools,345,Community House Middle,2,1,186,198,117,102,122,111,486,463,1,2,19,20,"1,830",600345
2018,600,Charlotte-Mecklenburg County Schools,346,Cornelius Elementary,1,1,9,9,55,39,30,27,205,222,0,0,5,11,614,600346
2018,600,Charlotte-Mecklenburg County Schools,349,Cotswold Elementary,0,0,16,14,43,55,99,121,207,220,0,1,1,8,785,600349
2018,600,Charlotte-Mecklenburg County Schools,351,Coulwood STEM Academy,1,2,20,10,82,61,281,231,23,16,0,0,8,10,745,600351
2018,600,Charlotte-Mecklenburg County Schools,352,Crown Point Elementary,3,3,27,17,95,82,129,134,86,65,1,1,15,12,670,600352
2018,600,Charlotte-Mecklenburg County Schools,353,Crestdale Middle,2,1,29,28,38,43,78,54,233,235,0,0,16,7,764,600353
2018,600,Charlotte-Mecklenburg County Schools,357,Davidson Elementary,1,2,9,9,32,43,22,22,289,262,1,3,4,5,704,600357
2018,600,Charlotte-Mecklenburg County Schools,361,Butler High,3,8,64,51,246,238,330,325,393,377,0,0,40,46,"2,121",600361
2018,600,Charlotte-Mecklenburg County Schools,362,David Cox Road Elementary,4,1,9,13,42,55,178,201,17,19,0,1,18,9,567,600362
2018,600,Charlotte-Mecklenburg County Schools,364,Military and Global Leadership Academy,0,0,1,1,37,47,40,26,4,5,0,0,2,3,166,600364
2018,600,Charlotte-Mecklenburg County Schools,365,Devonshire Elementary,4,2,15,12,183,179,102,104,5,6,1,1,4,6,624,600365
2018,600,Charlotte-Mecklenburg County Schools,366,Marie G Davis,0,1,3,0,152,143,107,88,10,2,0,0,2,2,510,600366
2018,600,Charlotte-Mecklenburg County Schools,367,Dilworth Elementary,0,0,4,13,10,12,66,77,250,220,2,2,8,8,672,600367
2018,600,Charlotte-Mecklenburg County Schools,368,First Ward Creative Arts Acad,0,1,2,0,54,78,154,235,12,18,0,0,11,12,577,600368
2018,600,Charlotte-Mecklenburg County Schools,369,Berewick Elementary,4,1,43,41,110,105,162,149,48,60,0,1,8,9,741,600369
2018,600,Charlotte-Mecklenburg County Schools,374,Druid Hills Academy,1,0,7,6,15,21,219,213,1,1,0,0,3,1,488,600374
2018,600,Charlotte-Mecklenburg County Schools,377,East Mecklenburg High,3,6,93,83,273,258,446,439,219,186,2,0,31,35,"2,074",600377
2018,600,Charlotte-Mecklenburg County Schools,379,Eastover Elementary,0,0,2,4,8,11,56,55,161,134,1,0,11,8,451,600379
2018,600,Charlotte-Mecklenburg County Schools,381,Eastway Middle,1,0,36,30,243,191,149,116,18,13,0,2,2,4,805,600381
2018,600,Charlotte-Mecklenburg County Schools,382,Elizabeth Lane Elem,2,1,99,90,43,34,31,25,381,356,0,0,15,11,"1,088",600382
2018,600,Charlotte-Mecklenburg County Schools,383,Elon Park Elementary,4,0,216,199,41,44,50,39,260,239,3,2,7,9,"1,113",600383
2018,600,Charlotte-Mecklenburg County Schools,384,Elizabeth Traditional Elem,2,3,5,11,37,33,155,171,47,46,0,0,5,6,521,600384
2018,600,Charlotte-Mecklenburg County Schools,385,Endhaven Elementary,2,2,87,83,69,64,65,45,148,154,1,0,13,9,742,600385
2018,600,Charlotte-Mecklenburg County Schools,386,Hawthorne High,0,1,3,10,16,53,32,114,6,23,0,0,0,2,260,600386
2018,600,Charlotte-Mecklenburg County Schools,392,Polo Ridge Elementary,3,3,169,157,33,25,28,38,294,220,3,1,14,14,"1,002",600392
2018,600,Charlotte-Mecklenburg County Schools,394,Francis Bradley Middle,2,2,14,19,77,78,174,156,243,207,0,2,29,21,"1,024",600394
2018,600,Charlotte-Mecklenburg County Schools,397,Garinger High,2,1,81,69,435,361,407,358,36,32,1,0,18,14,"1,815",600397
2018,600,Charlotte-Mecklenburg County Schools,398,Greenway Park Elementary,2,1,5,3,92,87,122,113,20,16,1,1,8,5,476,600398
2018,600,Charlotte-Mecklenburg County Schools,399,Alexander Graham Middle,3,1,21,23,56,60,192,177,469,436,0,1,8,18,"1,465",600399
2018,600,Charlotte-Mecklenburg County Schools,404,Harper Middle College High,0,0,6,6,20,19,16,30,40,34,0,0,5,5,181,600404
2018,600,Charlotte-Mecklenburg County Schools,405,Harding University High,4,2,25,24,334,279,488,421,19,17,1,0,14,7,"1,635",600405
2018,600,Charlotte-Mecklenburg County Schools,406,Hawk Ridge Elementary,3,0,84,108,41,47,37,37,260,225,0,2,22,11,877,600406
2018,600,Charlotte-Mecklenburg County Schools,408,Lawrence Orr Elementary,2,4,31,33,146,137,156,142,9,6,1,2,7,10,686,600408
2018,600,Charlotte-Mecklenburg County Schools,409,Parkside Elementary,0,0,8,14,21,23,111,135,26,12,0,0,4,13,367,600409
2018,600,Charlotte-Mecklenburg County Schools,410,Hickory Grove Elementary,1,1,6,9,142,106,169,124,17,9,1,1,5,3,594,600410
2018,600,Charlotte-Mecklenburg County Schools,411,Highland Creek Elementary,1,0,18,14,23,23,126,96,144,123,0,2,15,14,599,600411
2018,600,Charlotte-Mecklenburg County Schools,412,Hidden Valley Elementary,2,0,5,1,241,248,200,193,6,3,0,2,4,5,910,600412
2018,600,Charlotte-Mecklenburg County Schools,413,Highland Mill Montessori,0,0,2,3,14,14,46,70,43,37,0,0,5,6,240,600413
2018,600,Charlotte-Mecklenburg County Schools,414,Highland Renaissance Academy,3,1,4,4,81,83,109,121,9,5,1,1,5,3,430,600414
2018,600,Charlotte-Mecklenburg County Schools,415,Hopewell High,5,7,24,16,146,131,425,357,226,241,1,1,26,29,"1,635",600415
2018,600,Charlotte-Mecklenburg County Schools,416,Hornets Nest Elementary,0,2,21,23,89,66,196,182,10,10,1,0,15,10,625,600416
2018,600,Charlotte-Mecklenburg County Schools,418,Croft Community Elementary,2,1,7,9,33,32,146,157,65,60,0,0,16,8,536,600418
2018,600,Charlotte-Mecklenburg County Schools,420,Huntersville Elementary,1,0,8,13,70,86,56,30,251,272,0,0,11,12,810,600420
2018,600,Charlotte-Mecklenburg County Schools,422,Huntingtowne Farms Elementary,0,0,3,9,244,271,70,82,32,40,0,0,6,5,762,600422
2018,600,Charlotte-Mecklenburg County Schools,424,Idlewild Elementary,0,2,75,63,218,220,169,152,44,47,0,0,5,10,"1,005",600424
2018,600,Charlotte-Mecklenburg County Schools,426,Independence High,8,7,83,63,358,360,407,376,330,347,1,1,40,45,"2,426",600426
2018,600,Charlotte-Mecklenburg County Schools,428,James Martin Middle,3,5,22,19,165,131,343,304,18,14,0,0,11,8,"1,043",600428
2018,600,Charlotte-Mecklenburg County Schools,429,Morehead STEM Academy,7,1,62,55,97,80,385,304,22,21,0,0,10,8,"1,052",600429
2018,600,Charlotte-Mecklenburg County Schools,431,Jay M Robinson Middle,1,3,124,117,44,33,59,53,364,356,0,0,14,13,"1,181",600431
2018,600,Charlotte-Mecklenburg County Schools,432,Joseph W Grier Academy,0,7,24,24,156,157,174,169,17,16,2,6,10,6,768,600432
2018,600,Charlotte-Mecklenburg County Schools,433,J.V. Washam Elementary,1,0,18,21,55,66,41,52,406,386,3,0,13,16,"1,078",600433
2018,600,Charlotte-Mecklenburg County Schools,434,Kennedy Middle,0,0,30,37,165,164,208,197,93,55,1,0,14,14,978,600434
2018,600,Charlotte-Mecklenburg County Schools,435,Trillium Springs Montessori,0,0,1,5,5,3,33,25,27,37,0,1,2,0,139,600435
2018,600,Charlotte-Mecklenburg County Schools,436,Lake Wylie Elementary,2,0,19,15,96,99,130,150,64,37,0,0,12,14,638,600436
2018,600,Charlotte-Mecklenburg County Schools,437,Ballantyne Elementary,2,1,100,107,36,56,74,67,201,174,0,0,10,8,836,600437
2018,600,Charlotte-Mecklenburg County Schools,438,Lansdowne Elementary,1,0,6,17,40,45,107,91,121,100,0,0,12,12,552,600438
2018,600,Charlotte-Mecklenburg County Schools,439,Turning Point Academy,0,0,0,0,17,2,113,49,12,1,0,0,1,0,195,600439
2018,600,Charlotte-Mecklenburg County Schools,440,Lebanon Road Elementary,4,5,16,5,138,152,172,150,44,43,1,1,10,7,748,600440
2018,600,Charlotte-Mecklenburg County Schools,442,Blythe Elementary,2,1,21,18,161,153,204,246,168,113,0,1,14,20,"1,122",600442
2018,600,Charlotte-Mecklenburg County Schools,443,Levine Middle College High,0,2,1,8,15,18,13,31,57,103,1,1,2,7,259,600443
2018,600,Charlotte-Mecklenburg County Schools,444,Long Creek Elementary,2,1,8,12,38,32,135,130,41,38,1,0,8,8,454,600444
2018,600,Charlotte-Mecklenburg County Schools,445,Mallard Creek High,6,2,76,55,104,124,864,887,194,177,1,0,51,62,"2,603",600445
2018,600,Charlotte-Mecklenburg County Schools,446,Mallard Creek Elementary,2,1,36,39,51,36,192,199,32,26,0,0,11,8,633,600446
2018,600,Charlotte-Mecklenburg County Schools,447,Matthews Elementary,0,0,21,32,67,59,81,84,278,298,1,0,6,14,941,600447
2018,600,Charlotte-Mecklenburg County Schools,448,Martin Luther King Jr Middle,1,0,7,9,249,241,209,187,14,9,2,0,3,3,934,600448
2018,600,Charlotte-Mecklenburg County Schools,449,McAlpine Elementary,0,2,18,24,48,32,46,42,158,136,1,1,9,5,522,600449
2018,600,Charlotte-Mecklenburg County Schools,450,McClintock Middle,0,2,32,37,187,166,277,248,77,56,0,0,12,7,"1,101",600450
2018,600,Charlotte-Mecklenburg County Schools,451,McKee Road Elementary,1,2,44,43,26,14,31,18,147,157,0,3,10,4,500,600451
2018,600,Charlotte-Mecklenburg County Schools,453,Merry Oaks International Academy,1,1,10,17,205,192,84,85,9,9,0,1,2,1,617,600453
2018,600,Charlotte-Mecklenburg County Schools,454,Metro School,0,1,6,3,28,22,69,50,26,17,0,0,6,1,229,600454
2018,600,Charlotte-Mecklenburg County Schools,455,Mint Hill Middle,2,7,35,29,137,138,158,167,259,230,1,0,21,11,"1,195",600455
2018,600,Charlotte-Mecklenburg County Schools,457,Rocky River High,8,4,24,20,215,240,463,426,46,41,0,0,24,23,"1,534",600457
2018,600,Charlotte-Mecklenburg County Schools,459,Montclaire Elementary,0,1,3,5,176,181,28,19,12,8,0,0,1,5,439,600459
2018,600,Charlotte-Mecklenburg County Schools,461,Lincoln Heights Academy,0,0,0,0,2,1,52,13,10,7,1,0,4,0,90,600461
2018,600,Charlotte-Mecklenburg County Schools,462,Mountain Island Lake Academy,1,5,15,22,38,46,268,280,92,70,1,2,12,12,864,600462
2018,600,Charlotte-Mecklenburg County Schools,463,River Oaks Academy,1,2,12,12,35,29,199,203,34,33,3,0,11,7,581,600463
2018,600,Charlotte-Mecklenburg County Schools,464,Myers Park Traditional,0,2,29,25,28,30,169,169,118,95,0,0,5,8,678,600464
2018,600,Charlotte-Mecklenburg County Schools,466,Myers Park High,6,4,43,52,152,143,381,352,934,1024,0,0,36,29,"3,156",600466
2018,600,Charlotte-Mecklenburg County Schools,468,Nathaniel Alexander Elementary,2,2,25,20,95,82,241,257,21,13,0,0,11,7,776,600468
2018,600,Charlotte-Mecklenburg County Schools,471,Nations Ford Elementary,0,0,6,2,270,258,129,107,8,10,0,0,2,1,793,600471
2018,600,Charlotte-Mecklenburg County Schools,474,Newell Elementary,4,5,6,11,190,217,154,146,23,8,1,2,13,10,790,600474
2018,600,Charlotte-Mecklenburg County Schools,475,Vaughan Academy of Technology,0,1,11,5,29,32,156,129,14,7,0,0,4,4,392,600475
2018,600,Charlotte-Mecklenburg County Schools,478,J H Gunn Elementary,5,2,19,15,147,175,139,163,30,27,1,0,7,11,741,600478
2018,600,Charlotte-Mecklenburg County Schools,479,Northeast Middle,2,4,4,7,122,120,143,110,50,44,0,0,10,9,625,600479
2018,600,Charlotte-Mecklenburg County Schools,480,North Mecklenburg High,4,4,36,41,224,239,693,803,173,161,0,0,30,39,"2,447",600480
2018,600,Charlotte-Mecklenburg County Schools,481,Northridge Middle,0,0,12,9,140,124,215,171,18,13,0,1,5,5,713,600481
2018,600,Charlotte-Mecklenburg County Schools,482,Northwest School of the Arts,1,5,1,11,37,91,128,405,97,260,0,0,16,31,"1,083",600482
2018,600,Charlotte-Mecklenburg County Schools,484,Oakhurst STEAM Academy,2,1,23,16,107,87,140,132,64,50,0,0,4,13,639,600484
2018,600,Charlotte-Mecklenburg County Schools,485,Oakdale Elementary,1,1,18,19,59,59,189,183,9,14,1,2,13,11,579,600485
2018,600,Charlotte-Mecklenburg County Schools,488,Oaklawn Language Academy,0,0,2,1,159,146,100,127,6,5,1,0,6,6,559,600488
2018,600,Charlotte-Mecklenburg County Schools,489,Bruns Academy,1,2,10,8,37,35,280,227,3,8,5,1,3,2,622,600489
2018,600,Charlotte-Mecklenburg County Schools,491,Olde Providence Elementary,0,0,32,25,16,21,29,36,276,264,0,0,8,7,714,600491
2018,600,Charlotte-Mecklenburg County Schools,492,Park Road Montessori,1,1,18,22,22,15,18,33,131,170,1,1,5,7,445,600492
2018,600,Charlotte-Mecklenburg County Schools,493,Palisades Park Elementary,3,1,17,23,76,45,142,141,132,123,2,1,15,16,737,600493
2018,600,Charlotte-Mecklenburg County Schools,494,Paw Creek Elementary,0,4,13,15,107,101,205,172,32,15,2,0,5,5,676,600494
2018,600,Charlotte-Mecklenburg County Schools,496,Phillip O Berry Academy of Technology,6,4,36,43,191,168,539,584,38,23,1,0,21,16,"1,670",600496
2018,600,Charlotte-Mecklenburg County Schools,497,Piedmont IB Middle,1,2,37,41,57,63,290,348,85,106,1,0,11,20,"1,062",600497
2018,600,Charlotte-Mecklenburg County Schools,498,Performance Learning Center,0,0,0,5,16,25,39,64,7,6,0,0,1,2,165,600498
2018,600,Charlotte-Mecklenburg County Schools,499,eLearning Academy,2,0,1,4,14,14,27,48,47,59,0,0,5,5,226,600499
2018,600,Charlotte-Mecklenburg County Schools,500,Pineville Elementary,2,2,18,15,138,137,100,92,121,125,0,0,13,6,769,600500
2018,600,Charlotte-Mecklenburg County Schools,501,Pinewood Elementary,0,1,9,6,139,123,89,100,12,18,0,0,2,2,501,600501
2018,600,Charlotte-Mecklenburg County Schools,503,Piney Grove Elementary,5,1,31,37,201,161,132,139,38,28,0,1,8,8,790,600503
2018,600,Charlotte-Mecklenburg County Schools,507,Providence Spring Elementary,0,1,111,74,20,29,19,18,331,320,0,0,11,13,947,600507
2018,600,Charlotte-Mecklenburg County Schools,508,Providence High,1,2,115,97,57,90,99,92,723,753,1,5,25,25,"2,085",600508
2018,600,Charlotte-Mecklenburg County Schools,509,Quail Hollow Middle,1,1,11,11,176,170,178,145,122,114,1,1,15,15,961,600509
2018,600,Charlotte-Mecklenburg County Schools,512,Rama Road Elementary,1,2,11,16,81,99,139,111,57,49,0,0,4,11,581,600512
2018,600,Charlotte-Mecklenburg County Schools,513,Randolph Middle,1,3,72,58,136,153,127,173,194,188,0,3,12,13,"1,133",600513
2018,600,Charlotte-Mecklenburg County Schools,514,Ranson Middle,1,4,17,22,116,104,288,286,19,11,0,0,9,6,883,600514
2018,600,Charlotte-Mecklenburg County Schools,515,Renaissance West STEAM Academy,4,1,6,6,43,53,152,125,3,2,0,0,2,4,401,600515
2018,600,Charlotte-Mecklenburg County Schools,516,Reedy Creek Elementary,1,2,16,10,114,114,200,214,41,30,0,0,12,19,773,600516
2018,600,Charlotte-Mecklenburg County Schools,517,Reid Park Academy,0,0,29,24,38,41,300,247,3,5,0,0,2,4,693,600517
2018,600,Charlotte-Mecklenburg County Schools,518,Ridge Road Middle,4,6,29,25,93,76,398,411,69,94,0,0,17,17,"1,239",600518
2018,600,Charlotte-Mecklenburg County Schools,519,Sedgefield Elementary,0,0,2,1,43,28,137,115,5,6,0,0,1,2,340,600519
2018,600,Charlotte-Mecklenburg County Schools,520,Sedgefield Middle,2,0,4,3,158,133,127,138,9,15,1,0,2,0,592,600520
2018,600,Charlotte-Mecklenburg County Schools,521,Stoney Creek Elementary,2,0,18,18,94,79,232,212,29,33,3,3,16,9,748,600521
2018,600,Charlotte-Mecklenburg County Schools,522,Selwyn Elementary,2,2,9,15,42,34,39,30,317,310,0,1,11,5,817,600522
2018,600,Charlotte-Mecklenburg County Schools,527,Shamrock Gardens Elementary,2,2,4,5,70,59,98,93,67,81,1,1,5,4,492,600527
2018,600,Charlotte-Mecklenburg County Schools,530,Sharon Elementary,0,3,41,39,12,24,44,50,320,297,2,0,12,13,857,600530
2018,600,Charlotte-Mecklenburg County Schools,532,Waddell Language Academy,2,4,32,40,148,138,144,179,305,320,1,1,30,37,"1,381",600532
2018,600,Charlotte-Mecklenburg County Schools,534,Smithfield Elementary,0,0,10,8,84,85,81,71,145,132,3,0,15,12,646,600534
2018,600,Charlotte-Mecklenburg County Schools,535,South Mecklenburg High,5,7,45,43,509,543,377,377,542,559,1,2,44,52,"3,106",600535
2018,600,Charlotte-Mecklenburg County Schools,537,South Charlotte Middle,0,0,41,35,53,38,55,53,354,296,0,0,17,5,947,600537
2018,600,Charlotte-Mecklenburg County Schools,538,Southwest Middle School,4,4,36,27,237,222,314,256,132,130,0,1,19,25,"1,407",600538
2018,600,Charlotte-Mecklenburg County Schools,545,Starmount Acad of Excellence,3,0,9,0,145,143,65,53,10,8,0,0,4,5,445,600545
2018,600,Charlotte-Mecklenburg County Schools,546,Statesville Road Elementary,0,0,11,4,52,58,205,214,2,2,0,0,11,11,570,600546
2018,600,Charlotte-Mecklenburg County Schools,549,Steele Creek Elementary,1,1,26,18,168,169,154,130,28,31,0,0,5,10,741,600549
2018,600,Charlotte-Mecklenburg County Schools,550,Sterling Elementary,0,2,4,2,211,198,87,105,3,6,0,0,2,8,628,600550
2018,600,Charlotte-Mecklenburg County Schools,553,Thomasboro Academy,2,2,35,42,57,37,219,223,3,3,0,1,7,2,633,600553
2018,600,Charlotte-Mecklenburg County Schools,557,Torrence Creek Elementary,0,0,26,23,45,29,52,35,200,162,1,0,17,12,602,600557
2018,600,Charlotte-Mecklenburg County Schools,558,Grand Oak Elementary,1,0,28,20,22,22,23,23,227,224,0,1,3,7,601,600558
2018,600,Charlotte-Mecklenburg County Schools,562,Tuckaseegee Elementary,2,3,29,43,137,124,163,159,17,11,0,0,7,8,703,600562
2018,600,Charlotte-Mecklenburg County Schools,565,University Park Creative Arts,1,2,4,1,23,44,128,220,4,8,0,0,3,12,450,600565
2018,600,Charlotte-Mecklenburg County Schools,566,University Meadows Elementary,0,0,11,10,93,85,203,177,15,16,0,0,11,15,636,600566
2018,600,Charlotte-Mecklenburg County Schools,567,Charlotte Engineering Early College-UNCC,1,0,13,7,30,34,69,61,50,28,0,0,10,5,308,600567
2018,600,Charlotte-Mecklenburg County Schools,569,Charlotte Teacher Early College,0,0,1,4,5,9,7,17,1,2,0,0,1,2,49,600569
2018,600,Charlotte-Mecklenburg County Schools,571,Irwin Academic Center,3,0,34,32,18,13,105,100,55,52,1,0,9,3,425,600571
2018,600,Charlotte-Mecklenburg County Schools,574,Walter G Byers School,2,1,4,4,12,14,171,136,3,5,1,0,3,1,357,600574
2018,600,Charlotte-Mecklenburg County Schools,576,West Charlotte High,4,7,32,22,69,67,626,561,14,7,2,0,12,13,"1,436",600576
2018,600,Charlotte-Mecklenburg County Schools,577,Westerly Hills Academy,2,4,14,18,50,27,175,190,8,1,0,1,2,3,495,600577
2018,600,Charlotte-Mecklenburg County Schools,579,West Mecklenburg High,5,4,54,35,194,165,505,423,63,43,0,1,28,25,"1,545",600579
2018,600,Charlotte-Mecklenburg County Schools,582,J T Williams Secondary Montessori,0,0,0,1,8,6,25,22,52,47,0,0,4,2,167,600582
2018,600,Charlotte-Mecklenburg County Schools,586,Winding Springs Elementary,3,1,5,10,192,161,222,216,23,13,0,1,14,5,866,600586
2018,600,Charlotte-Mecklenburg County Schools,587,Windsor Park Elementary,3,2,38,37,192,211,95,84,13,15,1,1,6,5,703,600587
2018,600,Charlotte-Mecklenburg County Schools,588,Winget Park Elementary,0,1,27,14,79,58,138,122,109,91,0,3,10,8,660,600588
2018,600,Charlotte-Mecklenburg County Schools,589,Winterfield Elementary,0,2,36,43,162,172,93,102,11,8,1,0,4,4,638,600589
2018,600,Charlotte-Mecklenburg County Schools,590,River Gate Elementary,4,4,21,27,86,87,137,154,115,104,2,2,10,10,763,600590
2018,600,Charlotte-Mecklenburg County Schools,592,Vance High,3,0,20,24,267,271,548,468,29,28,1,1,28,16,"1,704",600592
2018,600,Charlotte-Mecklenburg County Schools,594,Merancas Middle College High,0,0,5,4,2,6,19,22,25,28,0,0,0,1,112,600594
2018,600,Charlotte-Mecklenburg County Schools,693,Olympic High - Renaissance School,0,2,15,14,93,93,104,154,54,75,1,0,11,11,627,600693
2018,600,Charlotte-Mecklenburg County Schools,694,Olympic High-Math Eng Tech Science,3,0,40,8,108,43,132,62,125,67,0,1,15,8,612,600694
2018,600,Charlotte-Mecklenburg County Schools,695,Olympic TEAM High School,1,1,14,2,90,21,161,45,54,8,0,0,9,2,408,600695
2018,600,Charlotte-Mecklenburg County Schools,696,Olympic High-Leadership and Development,2,0,8,7,36,60,103,112,13,11,0,0,4,5,361,600696
