year,agency_code,category_code,grade_eoc,avg_size
2010,460LEA,E,03,22
2010,460LEA,E,04,20
2010,460LEA,E,05,19
2010,460LEA,E,06,20
2010,460LEA,M,07,15
2010,460LEA,M,08,17
2010,460LEA,H,Biology,18
2010,460LEA,H,English II,22
2010,460LEA,M,Math I,23
2010,460LEA,H,Math I,18
2010,470LEA,E,00,17
2010,470LEA,E,01,17
2010,470LEA,E,02,15
2010,470LEA,E,03,16
2010,470LEA,E,04,19
2010,470LEA,E,05,20
2010,470LEA,M,06,26
2010,470LEA,M,07,22
2010,470LEA,M,08,23
2010,470LEA,H,Biology,15
2010,470LEA,H,English II,19
2010,470LEA,T,English II,16
2010,470LEA,M,Math I,24
2010,470LEA,H,Math I,16
2010,470LEA,T,Math I,18
2010,480LEA,E,00,19
2010,480LEA,E,01,18
2010,480LEA,A,01,12
2010,480LEA,E,02,20
2010,480LEA,A,02,12
2010,480LEA,E,03,15
2010,480LEA,A,03,12
2010,480LEA,E,04,14
2010,480LEA,E,05,10
2010,480LEA,A,05,16
2010,480LEA,M,06,17
2010,480LEA,M,07,16
2010,480LEA,A,07,10
2010,480LEA,M,08,13
2010,480LEA,H,Biology,12
2010,480LEA,A,Biology,7
2010,480LEA,H,English II,10
2010,480LEA,A,English II,5
2010,480LEA,M,Math I,13
2010,480LEA,A,Math I,9
2010,490LEA,E,00,19
2010,490LEA,E,01,20
2010,490LEA,E,02,20
2010,490LEA,E,03,21
2010,490LEA,E,04,19
2010,490LEA,E,05,18
2010,490LEA,E,06,19
2010,490LEA,M,06,19
2010,490LEA,T,06,21
2010,490LEA,M,07,19
2010,490LEA,T,07,21
2010,490LEA,A,07,10
2010,490LEA,M,08,19
2010,490LEA,T,08,18
2010,490LEA,A,08,20
2010,490LEA,H,Biology,19
2010,490LEA,T,Biology,19
2010,490LEA,A,Biology,9
2010,490LEA,H,English II,20
2010,490LEA,T,English II,19
2010,490LEA,A,English II,8
2010,490LEA,M,Math I,22
2010,490LEA,H,Math I,19
2010,490LEA,T,Math I,14
2010,490LEA,A,Math I,12
2010,491LEA,E,00,21
2010,491LEA,E,01,22
2010,491LEA,E,02,22
2010,491LEA,E,03,21
2010,491LEA,E,04,27
2010,491LEA,E,05,25
2010,491LEA,E,06,27
2010,491LEA,M,07,22
2010,491LEA,M,08,22
2010,491LEA,H,Biology,21
2010,491LEA,H,English II,24
2010,491LEA,M,Math I,25
2010,491LEA,H,Math I,23
2010,500LEA,E,00,16
2010,500LEA,I,00,22
2010,500LEA,E,01,18
2010,500LEA,I,01,21
2010,500LEA,E,02,19
2010,500LEA,I,02,22
2010,500LEA,E,03,14
2010,500LEA,I,03,19
2010,500LEA,E,04,17
2010,500LEA,I,04,21
2010,500LEA,E,05,26
2010,500LEA,I,05,22
2010,500LEA,E,06,20
2010,500LEA,I,06,22
2010,500LEA,I,07,19
2010,500LEA,T,07,29
2010,500LEA,I,08,18
2010,500LEA,T,08,16
2010,500LEA,A,08,10
2010,500LEA,H,Biology,16
2010,500LEA,T,Biology,12
2010,500LEA,H,English II,13
2010,500LEA,T,English II,24
2010,500LEA,H,Math I,14
2010,500LEA,I,Math I,15
2010,500LEA,T,Math I,10
2010,510LEA,E,00,18
2010,510LEA,I,00,19
2010,510LEA,E,01,18
2010,510LEA,I,01,19
2010,510LEA,E,02,19
2010,510LEA,I,02,16
2010,510LEA,E,03,20
2010,510LEA,I,03,16
2010,510LEA,E,04,21
2010,510LEA,I,04,29
2010,510LEA,E,05,22
2010,510LEA,M,05,17
2010,510LEA,I,05,19
2010,510LEA,M,06,22
2010,510LEA,I,06,17
2010,510LEA,T,06,27
2010,510LEA,M,07,22
2010,510LEA,I,07,15
2010,510LEA,T,07,22
2010,510LEA,M,08,21
2010,510LEA,I,08,13
2010,510LEA,T,08,24
2010,510LEA,H,Biology,19
2010,510LEA,T,Biology,17
2010,510LEA,H,English II,21
2010,510LEA,T,English II,22
2010,510LEA,M,Math I,25
2010,510LEA,H,Math I,18
2010,510LEA,I,Math I,14
2010,510LEA,T,Math I,21
2010,520LEA,E,00,14
2010,520LEA,E,01,18
2010,520LEA,E,02,16
2010,520LEA,E,03,17
2010,520LEA,E,04,22
2010,520LEA,E,05,15
2010,520LEA,E,06,13
2010,520LEA,M,07,22
2010,520LEA,M,08,18
2010,520LEA,H,Biology,16
2010,520LEA,H,English II,13
2010,520LEA,M,Math I,21
2010,520LEA,H,Math I,19
2010,530LEA,E,00,21
2010,530LEA,E,01,20
2010,530LEA,E,02,19
2010,530LEA,E,03,19
2010,530LEA,E,04,23
2010,530LEA,E,05,23
2010,530LEA,M,06,23
2010,530LEA,M,07,23
2010,530LEA,M,08,22
2010,530LEA,H,Biology,18
2010,530LEA,H,English II,18
2010,530LEA,T,English II,8
2010,530LEA,M,Math I,27
2010,530LEA,H,Math I,16
2010,530LEA,T,Math I,6
2010,540LEA,E,00,19
2010,540LEA,I,00,20
2010,540LEA,E,01,19
2010,540LEA,I,01,18
2010,540LEA,E,02,20
2010,540LEA,I,02,18
2010,540LEA,E,03,20
2010,540LEA,I,03,23
2010,540LEA,E,04,19
2010,540LEA,I,04,18
2010,540LEA,E,05,21
2010,540LEA,I,05,26
2010,540LEA,M,06,22
2010,540LEA,I,06,23
2010,540LEA,M,07,23
2010,540LEA,I,07,19
2010,540LEA,M,08,22
2010,540LEA,I,08,18
2010,540LEA,H,Biology,21
2010,540LEA,H,English II,19
2010,540LEA,A,English II,10
2010,540LEA,M,Math I,23
2010,540LEA,H,Math I,20
2010,540LEA,I,Math I,18
2010,550LEA,E,00,17
2010,550LEA,E,01,19
2010,550LEA,E,02,18
2010,550LEA,E,03,20
2010,550LEA,E,04,22
2010,550LEA,E,05,21
2010,550LEA,M,06,22
2010,550LEA,M,07,23
2010,550LEA,M,08,21
2010,550LEA,H,Biology,22
2010,550LEA,H,English II,21
2010,550LEA,T,English II,6
2010,550LEA,M,Math I,24
2010,550LEA,H,Math I,20
2010,560LEA,E,00,18
2010,560LEA,A,00,21
2010,560LEA,E,01,19
2010,560LEA,A,01,14
2010,560LEA,E,02,18
2010,560LEA,A,02,16
2010,560LEA,E,03,21
2010,560LEA,A,03,17
2010,560LEA,E,04,19
2010,560LEA,A,04,11
2010,560LEA,E,05,22
2010,560LEA,A,05,16
2010,560LEA,M,06,21
2010,560LEA,A,06,13
2010,560LEA,M,07,20
2010,560LEA,A,07,22
2010,560LEA,M,08,22
2010,560LEA,A,08,24
2010,560LEA,H,Biology,15
2010,560LEA,A,Biology,14
2010,560LEA,H,English II,23
2010,560LEA,A,English II,12
2010,560LEA,M,Math I,26
2010,560LEA,H,Math I,21
2010,560LEA,T,Math I,5
2010,560LEA,A,Math I,9
2010,570LEA,E,00,18
2010,570LEA,E,01,20
2010,570LEA,E,02,19
2010,570LEA,E,03,20
2010,570LEA,E,04,19
2010,570LEA,E,05,19
2010,570LEA,M,06,20
2010,570LEA,M,07,20
2010,570LEA,M,08,19
2010,570LEA,H,Biology,16
2010,570LEA,H,English II,18
2010,570LEA,M,Math I,27
2010,570LEA,H,Math I,14
2010,580LEA,E,00,17
2010,580LEA,E,01,16
2010,580LEA,E,02,16
2010,580LEA,E,03,17
2010,580LEA,E,04,20
2010,580LEA,E,05,19
2010,580LEA,E,06,19
2010,580LEA,M,06,20
2010,580LEA,M,07,19
2010,580LEA,T,07,16
2010,580LEA,M,08,17
2010,580LEA,T,08,20
2010,580LEA,H,Biology,15
2010,580LEA,T,Biology,20
2010,580LEA,H,English II,16
2010,580LEA,T,English II,16
2010,580LEA,M,Math I,20
2010,580LEA,H,Math I,14
2010,580LEA,T,Math I,16
2010,590LEA,E,00,19
2010,590LEA,E,01,21
2010,590LEA,E,02,20
2010,590LEA,E,03,20
2010,590LEA,E,04,21
2010,590LEA,E,05,20
2010,590LEA,E,06,20
2010,590LEA,M,07,19
2010,590LEA,M,08,19
2010,590LEA,H,Biology,18
2010,590LEA,M,English II,17
2010,590LEA,H,English II,15
2010,590LEA,M,Math I,22
2010,590LEA,H,Math I,15
2010,600LEA,E,00,19
2010,600LEA,I,00,21
2010,600LEA,E,01,19
2010,600LEA,I,01,20
2010,600LEA,E,02,19
2010,600LEA,I,02,21
2010,600LEA,E,03,20
2010,600LEA,I,03,18
2010,600LEA,E,04,22
2010,600LEA,I,04,21
2010,600LEA,E,05,22
2010,600LEA,I,05,14
2010,600LEA,E,06,17
2010,600LEA,M,06,22
2010,600LEA,I,06,20
2010,600LEA,T,06,19
2010,600LEA,M,07,22
2010,600LEA,I,07,18
2010,600LEA,T,07,18
2010,600LEA,A,07,15
2010,600LEA,M,08,21
2010,600LEA,I,08,17
2010,600LEA,T,08,16
2010,600LEA,A,08,11
2010,600LEA,H,Biology,21
2010,600LEA,T,Biology,17
2010,600LEA,A,Biology,18
2010,600LEA,H,English II,19
2010,600LEA,T,English II,15
2010,600LEA,A,English II,12
2010,600LEA,M,Math I,26
2010,600LEA,H,Math I,21
2010,600LEA,I,Math I,22
2010,600LEA,T,Math I,15
2010,600LEA,A,Math I,9
2010,610LEA,E,00,18
2010,610LEA,I,00,11
2010,610LEA,E,01,17
2010,610LEA,E,02,17
2010,610LEA,I,02,15
2010,610LEA,E,03,17
2010,610LEA,I,03,11
2010,610LEA,E,04,18
2010,610LEA,I,04,13
2010,610LEA,E,05,17
2010,610LEA,M,05,17
2010,610LEA,M,06,18
2010,610LEA,I,06,11
2010,610LEA,M,07,21
2010,610LEA,M,08,17
2010,610LEA,H,Biology,17
2010,610LEA,H,English II,16
2010,610LEA,M,Math I,15
2010,610LEA,H,Math I,14
2010,620LEA,E,00,18
2010,620LEA,E,01,20
2010,620LEA,E,02,20
2010,620LEA,E,03,20
2010,620LEA,E,04,23
2010,620LEA,E,05,21
2010,620LEA,M,06,23
2010,620LEA,M,07,23
2010,620LEA,M,08,22
2010,620LEA,H,Biology,18
2010,620LEA,T,Biology,8
2010,620LEA,H,English II,21
2010,620LEA,T,English II,7
2010,620LEA,M,Math I,28
2010,620LEA,H,Math I,16
2010,620LEA,T,Math I,6
2010,630LEA,E,00,20
2010,630LEA,I,00,17
2010,630LEA,E,01,20
2010,630LEA,I,01,17
2010,630LEA,E,02,20
2010,630LEA,I,02,21
2010,630LEA,E,03,20
2010,630LEA,I,03,18
2010,630LEA,E,04,22
2010,630LEA,I,04,19
2010,630LEA,E,05,21
2010,630LEA,I,05,24
2010,630LEA,M,06,21
2010,630LEA,I,06,25
2010,630LEA,M,07,23
2010,630LEA,I,07,22
2010,630LEA,M,08,23
2010,630LEA,I,08,18
2010,630LEA,T,08,12
2010,630LEA,H,Biology,20
2010,630LEA,T,Biology,5
2010,630LEA,H,English II,19
2010,630LEA,T,English II,10
2010,630LEA,M,Math I,30
2010,630LEA,H,Math I,19
2010,640LEA,E,00,20
2010,640LEA,E,01,20
2010,640LEA,E,02,20
2010,640LEA,E,03,20
2010,640LEA,E,04,22
2010,640LEA,E,05,23
2010,640LEA,M,06,24
2010,640LEA,M,07,22
2010,640LEA,T,07,10
2010,640LEA,M,08,23
2010,640LEA,H,Biology,22
2010,640LEA,T,Biology,8
2010,640LEA,H,English II,24
2010,640LEA,T,English II,9
2010,640LEA,M,Math I,25
2010,640LEA,H,Math I,20
2010,640LEA,T,Math I,7
2010,650LEA,E,00,21
2010,650LEA,E,01,21
2010,650LEA,E,02,20
2010,650LEA,E,03,20
2010,650LEA,E,04,22
2010,650LEA,E,05,22
2010,650LEA,M,06,24
2010,650LEA,M,07,25
2010,650LEA,T,07,10
2010,650LEA,M,08,24
2010,650LEA,H,Biology,19
2010,650LEA,E,English II,19
2010,650LEA,H,English II,22
2010,650LEA,M,Math I,27
2010,650LEA,H,Math I,17
2010,660LEA,E,00,21
2010,660LEA,E,01,18
2010,660LEA,E,02,19
2010,660LEA,E,03,22
2010,660LEA,E,04,20
2010,660LEA,M,06,15
2010,660LEA,M,07,14
2010,660LEA,T,07,12
2010,660LEA,M,08,12
2010,660LEA,T,08,13
2010,660LEA,H,Biology,13
2010,660LEA,T,Biology,12
2010,660LEA,H,English II,17
2010,660LEA,T,English II,17
2010,660LEA,M,Math I,18
2010,660LEA,H,Math I,12
2010,660LEA,T,Math I,16
2010,670LEA,E,00,21
2010,670LEA,E,01,21
2010,670LEA,E,02,21
2010,670LEA,E,03,22
2010,670LEA,E,04,22
2010,670LEA,E,05,23
2010,670LEA,M,06,23
2010,670LEA,M,07,23
2010,670LEA,M,08,21
2010,670LEA,H,Biology,22
2010,670LEA,H,English II,21
2010,670LEA,M,Math I,25
2010,670LEA,H,Math I,20
2010,680LEA,E,00,17
2010,680LEA,E,01,19
2010,680LEA,E,02,20
2010,680LEA,E,03,21
2010,680LEA,E,04,22
2010,680LEA,E,05,22
2010,680LEA,M,06,22
2010,680LEA,M,07,24
2010,680LEA,M,08,18
2010,680LEA,H,Biology,23
2010,680LEA,H,English II,22
2010,680LEA,T,English II,8
2010,680LEA,M,Math I,26
2010,680LEA,H,Math I,23
2010,681LEA,E,00,27
2010,681LEA,E,01,20
2010,681LEA,E,02,20
2010,681LEA,E,03,20
2010,681LEA,E,04,24
2010,681LEA,E,05,25
2010,681LEA,M,06,19
2010,681LEA,M,07,19
2010,681LEA,M,08,19
2010,681LEA,H,Biology,19
2010,681LEA,H,English II,18
2010,681LEA,M,Math I,21
2010,681LEA,H,Math I,13
2010,690LEA,E,00,18
2010,690LEA,E,01,16
2010,690LEA,E,02,17
2010,690LEA,E,03,16
2010,690LEA,E,04,20
2010,690LEA,E,05,17
2010,690LEA,M,06,20
2010,690LEA,M,07,18
2010,690LEA,M,08,20
2010,690LEA,H,Biology,14
2010,690LEA,H,English II,22
2010,690LEA,M,Math I,19
2010,690LEA,H,Math I,18
2010,700LEA,E,00,19
2010,700LEA,E,01,18
2010,700LEA,E,02,18
2010,700LEA,E,03,19
2010,700LEA,E,04,19
2010,700LEA,E,05,20
2010,700LEA,M,06,22
2010,700LEA,M,07,18
2010,700LEA,T,07,10
2010,700LEA,M,08,18
2010,700LEA,T,08,12
2010,700LEA,H,Biology,21
2010,700LEA,T,Biology,6
2010,700LEA,H,English II,21
2010,700LEA,T,English II,5
2010,700LEA,M,Math I,24
2010,700LEA,H,Math I,22
2010,700LEA,T,Math I,7
2010,710LEA,E,00,19
2010,710LEA,I,00,21
2010,710LEA,E,01,20
2010,710LEA,I,01,22
2010,710LEA,E,02,20
2010,710LEA,I,02,21
2010,710LEA,E,03,23
2010,710LEA,I,03,23
2010,710LEA,E,04,21
2010,710LEA,I,04,30
2010,710LEA,E,05,24
2010,710LEA,I,05,28
2010,710LEA,M,06,22
2010,710LEA,I,06,23
2010,710LEA,M,07,23
2010,710LEA,I,07,25
2010,710LEA,M,08,21
2010,710LEA,I,08,27
2010,710LEA,H,Biology,22
2010,710LEA,H,English II,22
2010,710LEA,M,Math I,24
2010,710LEA,H,Math I,20
2010,710LEA,I,Math I,27
2010,720LEA,E,00,18
2010,720LEA,E,01,19
2010,720LEA,E,02,19
2010,720LEA,E,03,17
2010,720LEA,E,04,23
2010,720LEA,E,05,20
2010,720LEA,M,06,24
2010,720LEA,M,07,20
2010,720LEA,M,08,20
2010,720LEA,H,Biology,17
2010,720LEA,H,English II,22
2010,720LEA,M,Math I,23
2010,720LEA,H,Math I,18
2010,730LEA,E,00,18
2010,730LEA,E,01,18
2010,730LEA,E,02,20
2010,730LEA,E,03,18
2010,730LEA,E,04,18
2010,730LEA,E,05,17
2010,730LEA,M,06,21
2010,730LEA,M,07,20
2010,730LEA,H,Biology,21
2010,730LEA,H,English II,21
2010,730LEA,M,Math I,25
2010,730LEA,H,Math I,17
2010,740LEA,E,00,23
2010,740LEA,I,00,19
2010,740LEA,E,01,20
2010,740LEA,I,01,22
2010,740LEA,E,02,20
2010,740LEA,I,02,19
2010,740LEA,E,03,21
2010,740LEA,I,03,20
2010,740LEA,E,04,23
2010,740LEA,I,04,23
2010,740LEA,E,05,23
2010,740LEA,I,05,22
2010,740LEA,M,06,23
2010,740LEA,I,06,22
2010,740LEA,M,07,24
2010,740LEA,I,07,23
2010,740LEA,M,08,24
2010,740LEA,I,08,22
2010,740LEA,H,Biology,23
2010,740LEA,H,English II,21
2010,740LEA,M,Math I,28
2010,740LEA,H,Math I,21
2010,740LEA,I,Math I,20
2010,750LEA,E,00,19
2010,750LEA,E,01,17
2010,750LEA,E,02,19
2010,750LEA,E,03,19
2010,750LEA,E,04,20
2010,750LEA,E,05,23
2010,750LEA,M,06,21
2010,750LEA,M,07,19
2010,750LEA,M,08,22
2010,750LEA,H,Biology,19
2010,750LEA,H,English II,18
2010,750LEA,M,Math I,23
2010,750LEA,H,Math I,20
2010,760LEA,E,00,19
2010,760LEA,E,01,20
2010,760LEA,E,02,21
2010,760LEA,E,03,20
2010,760LEA,E,04,24
2010,760LEA,E,05,25
2010,760LEA,M,06,26
2010,760LEA,M,07,24
2010,760LEA,M,08,25
2010,760LEA,H,Biology,23
2010,760LEA,H,English II,20
2010,760LEA,M,Math I,26
2010,760LEA,H,Math I,20
2010,761LEA,E,00,18
2010,761LEA,E,01,19
2010,761LEA,E,02,18
2010,761LEA,E,03,18
2010,761LEA,E,04,22
2010,761LEA,E,05,22
2010,761LEA,M,06,22
2010,761LEA,M,07,24
2010,761LEA,M,08,23
2010,761LEA,H,Biology,23
2010,761LEA,H,English II,19
2010,761LEA,M,Math I,23
2010,761LEA,H,Math I,19
2010,770LEA,E,00,18
2010,770LEA,E,01,20
2010,770LEA,E,02,18
2010,770LEA,E,03,21
2010,770LEA,E,04,22
2010,770LEA,E,05,22
2010,770LEA,M,06,25
2010,770LEA,M,07,24
2010,770LEA,M,08,22
2010,770LEA,T,08,11
2010,770LEA,H,Biology,15
2010,770LEA,T,Biology,7
2010,770LEA,H,English II,18
2010,770LEA,T,English II,9
2010,770LEA,M,Math I,22
2010,770LEA,H,Math I,15
2010,770LEA,T,Math I,7
2010,780LEA,E,00,23
2010,780LEA,I,00,22
2010,780LEA,E,01,20
2010,780LEA,I,01,25
2010,780LEA,E,02,20
2010,780LEA,I,02,22
2010,780LEA,E,03,20
2010,780LEA,I,03,21
2010,780LEA,E,04,22
2010,780LEA,I,04,23
2010,780LEA,E,05,23
2010,780LEA,M,05,22
2010,780LEA,I,05,21
2010,780LEA,E,06,23
2010,780LEA,M,06,22
2010,780LEA,I,06,23
2010,780LEA,M,07,20
2010,780LEA,I,07,24
2010,780LEA,M,08,19
2010,780LEA,I,08,23
2010,780LEA,H,Biology,17
2010,780LEA,H,English II,19
2010,780LEA,M,Math I,24
2010,780LEA,H,Math I,18
2010,780LEA,I,Math I,23
2010,790LEA,E,00,18
2010,790LEA,E,01,19
2010,790LEA,E,02,19
2010,790LEA,E,03,19
2010,790LEA,E,04,21
2010,790LEA,E,05,22
2010,790LEA,M,06,23
2010,790LEA,M,07,24
2010,790LEA,M,08,24
2010,790LEA,H,Biology,20
2010,790LEA,H,English II,22
2010,790LEA,A,English II,7
2010,790LEA,M,Math I,29
2010,790LEA,H,Math I,22
2010,800LEA,E,00,19
2010,800LEA,E,01,19
2010,800LEA,E,02,19
2010,800LEA,E,03,20
2010,800LEA,E,04,21
2010,800LEA,E,05,23
2010,800LEA,M,06,23
2010,800LEA,M,07,22
2010,800LEA,M,08,22
2010,800LEA,H,08,10
2010,800LEA,H,Biology,17
2010,800LEA,H,English II,19
2010,800LEA,M,Math I,23
2010,800LEA,H,Math I,20
2010,810LEA,E,00,21
2010,810LEA,E,01,19
2010,810LEA,E,02,20
2010,810LEA,E,03,20
2010,810LEA,E,04,21
2010,810LEA,E,05,19
2010,810LEA,M,06,22
2010,810LEA,M,07,21
2010,810LEA,M,08,21
2010,810LEA,T,08,38
2010,810LEA,H,Biology,17
2010,810LEA,T,Biology,11
2010,810LEA,H,English II,19
2010,810LEA,T,English II,7
2010,810LEA,M,Math I,24
2010,810LEA,H,Math I,14
2010,810LEA,T,Math I,8
2010,820LEA,E,00,18
2010,820LEA,E,01,19
2010,820LEA,E,02,20
2010,820LEA,E,03,19
2010,820LEA,E,04,20
2010,820LEA,E,05,21
2010,820LEA,M,06,23
2010,820LEA,M,07,21
2010,820LEA,M,08,22
2010,820LEA,H,Biology,17
2010,820LEA,H,English II,16
2010,820LEA,M,Math I,27
2010,820LEA,H,Math I,16
2010,821LEA,E,00,19
2010,821LEA,E,01,18
2010,821LEA,E,02,22
2010,821LEA,E,03,21
2010,821LEA,E,04,19
2010,821LEA,E,05,18
2010,821LEA,M,06,23
2010,821LEA,M,07,21
2010,821LEA,M,08,20
2010,821LEA,H,Biology,15
2010,821LEA,H,English II,18
2010,821LEA,M,Math I,24
2010,821LEA,H,Math I,20
2010,830LEA,E,00,16
2010,830LEA,E,01,17
2010,830LEA,E,02,17
2010,830LEA,E,03,18
2010,830LEA,E,04,14
2010,830LEA,E,05,15
2010,830LEA,M,06,20
2010,830LEA,M,07,23
2010,830LEA,T,07,10
2010,830LEA,M,08,19
2010,830LEA,T,08,12
2010,830LEA,H,Biology,16
2010,830LEA,T,Biology,8
2010,830LEA,H,English II,13
2010,830LEA,T,English II,9
2010,830LEA,M,Math I,20
2010,830LEA,H,Math I,13
2010,830LEA,T,Math I,8
2010,840LEA,E,00,16
2010,840LEA,I,00,19
2010,840LEA,E,01,16
2010,840LEA,I,01,18
2010,840LEA,E,02,18
2010,840LEA,I,02,19
2010,840LEA,E,03,15
2010,840LEA,I,03,18
2010,840LEA,E,04,15
2010,840LEA,I,04,18
2010,840LEA,E,05,21
2010,840LEA,I,05,19
2010,840LEA,M,06,19
2010,840LEA,I,06,20
2010,840LEA,M,07,19
2010,840LEA,I,07,20
2010,840LEA,M,08,19
2010,840LEA,I,08,19
2010,840LEA,H,Biology,15
2010,840LEA,T,Biology,6
2010,840LEA,H,English II,19
2010,840LEA,T,English II,7
2010,840LEA,M,Math I,23
2010,840LEA,H,Math I,16
2010,840LEA,I,Math I,11
2010,840LEA,T,Math I,9
2010,850LEA,E,00,16
2010,850LEA,E,01,17
2010,850LEA,E,02,19
2010,850LEA,E,03,18
2010,850LEA,E,04,13
2010,850LEA,E,05,13
2010,850LEA,M,06,20
2010,850LEA,M,07,20
2010,850LEA,M,08,20
2010,850LEA,T,08,11
2010,850LEA,H,Biology,18
2010,850LEA,H,English II,16
2010,850LEA,M,Math I,22
2010,850LEA,H,Math I,18
2010,860LEA,E,00,19
2010,860LEA,E,01,18
2010,860LEA,E,02,19
2010,860LEA,E,03,20
2010,860LEA,E,04,22
2010,860LEA,E,05,22
2010,860LEA,M,06,22
2010,860LEA,M,07,22
2010,860LEA,M,08,22
2010,860LEA,H,Biology,18
2010,860LEA,H,English II,19
2010,860LEA,H,Math I,18
2010,861LEA,E,00,16
2010,861LEA,E,01,19
2010,861LEA,E,02,18
2010,861LEA,E,03,19
2010,861LEA,E,04,21
2010,861LEA,E,05,19
2010,861LEA,E,06,19
2010,861LEA,M,07,17
2010,861LEA,M,08,20
2010,861LEA,H,Biology,14
2010,861LEA,H,English II,14
2010,861LEA,M,Math I,26
2010,861LEA,H,Math I,13
2010,862LEA,E,00,18
2010,862LEA,E,01,20
2010,862LEA,E,02,18
2010,862LEA,E,03,19
2010,862LEA,E,04,22
2010,862LEA,E,05,25
2010,862LEA,M,06,19
2010,862LEA,M,07,21
2010,862LEA,M,08,17
2010,862LEA,H,Biology,15
2010,862LEA,H,English II,24
2010,862LEA,M,Math I,16
2010,862LEA,H,Math I,21
2010,870LEA,E,00,17
2010,870LEA,E,01,18
2010,870LEA,E,02,15
2010,870LEA,E,03,18
2010,870LEA,E,04,17
2010,870LEA,E,05,19
2010,870LEA,I,06,21
2010,870LEA,I,07,21
2010,870LEA,I,08,21
2010,870LEA,H,Biology,18
2010,870LEA,H,English II,15
2010,870LEA,H,Math I,16
2010,870LEA,I,Math I,26
2010,880LEA,E,00,20
2010,880LEA,E,01,19
2010,880LEA,E,02,19
2010,880LEA,E,03,19
2010,880LEA,E,04,19
2010,880LEA,E,05,22
2010,880LEA,M,06,18
2010,880LEA,M,07,16
2010,880LEA,M,08,16
2010,880LEA,H,Biology,17
2010,880LEA,T,Biology,10
2010,880LEA,H,English II,21
2010,880LEA,T,English II,8
2010,880LEA,M,Math I,20
2010,880LEA,H,Math I,18
2010,880LEA,T,Math I,6
2010,890LEA,E,00,21
2010,890LEA,E,01,17
2010,890LEA,E,02,12
2010,890LEA,E,03,18
2010,890LEA,E,04,14
2010,890LEA,E,05,16
2010,890LEA,M,06,15
2010,890LEA,M,07,18
2010,890LEA,M,08,14
2010,890LEA,H,Biology,14
2010,890LEA,H,English II,15
2010,890LEA,M,Math I,12
2010,890LEA,H,Math I,9
2010,900LEA,E,00,18
2010,900LEA,E,01,20
2010,900LEA,E,02,20
2010,900LEA,E,03,20
2010,900LEA,E,04,19
2010,900LEA,E,05,20
2010,900LEA,M,06,23
2010,900LEA,M,07,23
2010,900LEA,T,07,14
2010,900LEA,M,08,24
2010,900LEA,T,08,11
2010,900LEA,H,Biology,22
2010,900LEA,H,English II,23
2010,900LEA,T,English II,5
2010,900LEA,M,Math I,25
2010,900LEA,H,Math I,22
2010,910LEA,E,00,15
2010,910LEA,E,01,18
2010,910LEA,E,02,18
2010,910LEA,E,03,18
2010,910LEA,E,04,18
2010,910LEA,E,05,16
2010,910LEA,M,06,19
2010,910LEA,M,07,20
2010,910LEA,M,08,19
2010,910LEA,H,Biology,17
2010,910LEA,H,English II,19
2010,910LEA,M,Math I,20
2010,910LEA,H,Math I,16
2010,920LEA,E,00,22
2010,920LEA,E,01,22
2010,920LEA,E,02,22
2010,920LEA,E,03,22
2010,920LEA,E,04,22
2010,920LEA,E,05,23
2010,920LEA,M,06,26
2010,920LEA,M,07,26
2010,920LEA,M,08,25
2010,920LEA,H,Biology,22
2010,920LEA,T,Biology,9
2010,920LEA,H,English II,20
2010,920LEA,T,English II,8
2010,920LEA,M,Math I,26
2010,920LEA,H,Math I,20
2010,930LEA,E,00,16
2010,930LEA,E,01,20
2010,930LEA,E,02,19
2010,930LEA,E,03,23
2010,930LEA,E,04,18
2010,930LEA,E,05,21
2010,930LEA,M,06,20
2010,930LEA,M,07,20
2010,930LEA,M,08,20
2010,930LEA,H,Biology,15
2010,930LEA,H,English II,18
2010,930LEA,M,Math I,20
2010,930LEA,H,Math I,12
2010,940LEA,E,00,16
2010,940LEA,E,01,17
2010,940LEA,E,02,18
2010,940LEA,E,03,17
2010,940LEA,E,04,17
2010,940LEA,E,05,16
2010,940LEA,M,05,21
2010,940LEA,E,06,34
2010,940LEA,M,06,21
2010,940LEA,M,07,34
2010,940LEA,T,07,15
2010,940LEA,M,08,36
2010,940LEA,T,08,12
2010,940LEA,H,Biology,22
2010,940LEA,T,Biology,11
2010,940LEA,H,English II,17
2010,940LEA,T,English II,16
2010,940LEA,M,Math I,22
2010,940LEA,H,Math I,23
2010,940LEA,T,Math I,15
2010,950LEA,I,00,21
2010,950LEA,I,01,20
2010,950LEA,I,02,17
2010,950LEA,I,03,18
2010,950LEA,I,04,17
2010,950LEA,I,05,19
2010,950LEA,I,06,18
2010,950LEA,I,07,19
2010,950LEA,I,08,17
2010,950LEA,H,Biology,19
2010,950LEA,H,English II,21
2010,950LEA,H,Math I,19
2010,950LEA,I,Math I,12
2010,960LEA,E,00,20
2010,960LEA,I,00,22
2010,960LEA,E,01,22
2010,960LEA,I,01,22
2010,960LEA,E,02,21
2010,960LEA,I,02,24
2010,960LEA,E,03,21
2010,960LEA,I,03,21
2010,960LEA,E,04,23
2010,960LEA,I,04,23
2010,960LEA,E,05,28
2010,960LEA,M,05,24
2010,960LEA,I,05,25
2010,960LEA,M,06,24
2010,960LEA,I,06,29
2010,960LEA,T,06,20
2010,960LEA,M,07,22
2010,960LEA,I,07,31
