year,agency_code,category_code,grade_eoc,avg_size
2006,550322,,07,25
2006,550322,,08,22
2006,550322,,Math I,24
2006,550328,,00,21
2006,550328,,01,16
2006,550328,,02,18
2006,550328,,03,17
2006,550328,,04,15
2006,550328,,05,27
2006,550332,,Biology,20
2006,550332,,English II,21
2006,550332,,Math I,22
2006,550334,,06,20
2006,550334,,07,18
2006,550334,,08,19
2006,550334,,Math I,25
2006,550336,,00,23
2006,550336,,01,21
2006,550336,,02,20
2006,550336,,03,20
2006,550336,,04,17
2006,550336,,05,22
2006,550342,,00,22
2006,550342,,01,19
2006,550342,,02,22
2006,550342,,03,19
2006,550342,,04,26
2006,550342,,05,20
2006,550344,,Biology,21
2006,550344,,English II,25
2006,550344,,Math I,23
2006,550348,,00,19
2006,550348,,01,21
2006,550348,,02,20
2006,550348,,03,24
2006,550348,,04,22
2006,550348,,05,23
2006,550350,,06,23
2006,550350,,07,25
2006,550350,,08,26
2006,550350,,Math I,30
2006,550356,,00,19
2006,550356,,01,18
2006,550356,,02,20
2006,550356,,03,24
2006,550356,,04,20
2006,550356,,05,21
2006,550360,,00,20
2006,550360,,01,18
2006,550360,,02,21
2006,550360,,03,19
2006,550360,,04,20
2006,550360,,05,24
2006,550362,,00,22
2006,550362,,01,17
2006,550362,,02,23
2006,550362,,03,16
2006,550362,,04,20
2006,550362,,05,19
2006,550364,,00,17
2006,550364,,01,19
2006,550364,,02,19
2006,550364,,03,20
2006,550364,,04,23
2006,550364,,05,21
2006,550368,,Biology,17
2006,550368,,English II,21
2006,550368,,Math I,22
2006,550372,,06,20
2006,550372,,07,21
2006,550372,,08,20
2006,550372,,Math I,30
2006,550LEA,,00,20
2006,550LEA,,01,18
2006,550LEA,,02,20
2006,550LEA,,03,19
2006,550LEA,,04,21
2006,550LEA,,05,22
2006,550LEA,,06,21
2006,550LEA,,07,22
2006,550LEA,,08,22
2006,550LEA,,Biology,16
2006,550LEA,,English II,19
2006,550LEA,,Math I,22
2006,55A000,,00,20
2006,55A000,,01,17
2006,55A000,,02,23
2006,55A000,,03,22
2006,55A000,,04,23
2006,55A000,,05,23
2006,55A000,,06,22
2006,55A000,,07,19
2006,55A000,,08,19
2006,55A000,,Biology,20
2006,55A000,,English II,11
2006,55A000,,Math I,22
2006,560304,,00,22
2006,560304,,01,25
2006,560304,,02,23
2006,560304,,03,23
2006,560304,,04,15
2006,560304,,05,19
2006,560308,,03,16
2006,560308,,04,15
2006,560308,,05,13
2006,560312,,00,15
2006,560312,,01,16
2006,560312,,02,15
2006,560312,,03,16
2006,560312,,04,25
2006,560312,,05,11
2006,560316,,00,14
2006,560316,,01,19
2006,560316,,02,17
2006,560316,,03,20
2006,560316,,04,19
2006,560316,,05,18
2006,560320,,Biology,22
2006,560320,,English II,20
2006,560320,,Math I,25
2006,560324,,00,19
2006,560324,,01,20
2006,560324,,02,17
2006,560324,,03,25
2006,560324,,04,12
2006,560324,,05,18
2006,560324,,06,14
2006,560324,,07,14
2006,560324,,08,16
2006,560324,,Biology,20
2006,560324,,English II,11
2006,560324,,Math I,22
2006,560328,,00,14
2006,560328,,01,15
2006,560328,,02,10
2006,560330,,06,23
2006,560330,,07,24
2006,560330,,08,20
2006,560330,,Math I,26
2006,560332,,00,13
2006,560332,,01,10
2006,560332,,02,16
2006,560332,,04,12
2006,560332,,06,10
2006,560332,,08,11
2006,560332,,Biology,10
2006,560332,,English II,20
2006,560332,,Math I,19
2006,560338,,00,18
2006,560338,,01,18
2006,560338,,02,19
2006,560338,,04,20
2006,560338,,05,20
2006,560LEA,,00,16
2006,560LEA,,01,18
2006,560LEA,,02,17
2006,560LEA,,03,20
2006,560LEA,,04,17
2006,560LEA,,05,17
2006,560LEA,,06,16
2006,560LEA,,07,19
2006,560LEA,,08,16
2006,560LEA,,Biology,17
2006,560LEA,,English II,17
2006,560LEA,,Math I,23
2006,570306,,00,20
2006,570306,,01,17
2006,570306,,02,24
2006,570306,,03,17
2006,570306,,04,19
2006,570306,,05,20
2006,570312,,00,21
2006,570312,,01,25
2006,570312,,02,21
2006,570312,,03,25
2006,570312,,04,19
2006,570312,,05,23
2006,570316,,00,14
2006,570316,,01,17
2006,570316,,02,21
2006,570316,,03,14
2006,570316,,04,22
2006,570316,,05,22
2006,570318,,Biology,19
2006,570318,,English II,20
2006,570318,,Math I,18
2006,570319,,06,16
2006,570319,,07,18
2006,570319,,08,18
2006,570319,,Math I,23
2006,570320,,00,17
2006,570320,,01,18
2006,570320,,02,17
2006,570320,,03,17
2006,570320,,04,23
2006,570320,,05,24
2006,570LEA,,00,18
2006,570LEA,,01,19
2006,570LEA,,02,21
2006,570LEA,,03,18
2006,570LEA,,04,21
2006,570LEA,,05,22
2006,570LEA,,06,16
2006,570LEA,,07,18
2006,570LEA,,08,18
2006,570LEA,,Biology,19
2006,570LEA,,English II,20
2006,570LEA,,Math I,21
2006,580304,,07,21
2006,580304,,08,24
2006,580304,,Biology,16
2006,580304,,English II,17
2006,580304,,Math I,14
2006,580308,,00,19
2006,580308,,01,16
2006,580308,,02,18
2006,580312,,03,16
2006,580312,,04,22
2006,580312,,05,19
2006,580316,,00,19
2006,580316,,01,16
2006,580316,,02,16
2006,580316,,03,16
2006,580316,,04,17
2006,580316,,05,21
2006,580320,,00,12
2006,580320,,01,12
2006,580320,,02,17
2006,580320,,03,14
2006,580320,,04,12
2006,580320,,05,15
2006,580324,,00,20
2006,580324,,01,18
2006,580324,,02,18
2006,580324,,03,20
2006,580324,,04,20
2006,580324,,05,18
2006,580324,,06,22
2006,580328,,07,20
2006,580328,,08,22
2006,580328,,Biology,14
2006,580328,,English II,19
2006,580328,,Math I,16
2006,580344,,Biology,18
2006,580344,,English II,18
2006,580344,,Math I,22
2006,580350,,06,19
2006,580350,,07,16
2006,580350,,08,21
2006,580350,,Math I,24
2006,580356,,00,19
2006,580356,,01,20
2006,580356,,02,17
2006,580356,,03,21
2006,580356,,04,22
2006,580356,,05,21
2006,580356,,06,27
2006,580368,,Biology,16
2006,580368,,English II,16
2006,580368,,Math I,19
2006,580372,,06,21
2006,580372,,07,19
2006,580372,,08,18
2006,580372,,Math I,19
2006,580LEA,,00,18
2006,580LEA,,01,16
2006,580LEA,,02,17
2006,580LEA,,03,17
2006,580LEA,,04,19
2006,580LEA,,05,19
2006,580LEA,,06,22
2006,580LEA,,07,19
2006,580LEA,,08,21
2006,580LEA,,Biology,16
2006,580LEA,,English II,18
2006,580LEA,,Math I,18
2006,590306,,00,16
2006,590306,,01,13
2006,590306,,02,14
2006,590306,,03,24
2006,590306,,04,18
2006,590306,,05,14
2006,590306,,06,25
2006,590310,,07,18
2006,590310,,08,18
2006,590310,,English II,21
2006,590310,,Math I,20
2006,590316,,00,16
2006,590316,,01,18
2006,590316,,02,18
2006,590316,,03,18
2006,590316,,04,18
2006,590316,,05,20
2006,590316,,06,19
2006,590320,,00,18
2006,590320,,01,19
2006,590320,,02,23
2006,590320,,03,21
2006,590320,,04,22
2006,590320,,05,24
2006,590320,,06,20
2006,590330,,Biology,22
2006,590330,,English II,13
2006,590330,,Math I,11
2006,590332,,00,19
2006,590332,,01,19
2006,590332,,02,16
2006,590332,,03,18
2006,590332,,04,21
2006,590332,,05,18
2006,590332,,06,24
2006,590336,,00,20
2006,590336,,01,18
2006,590336,,02,19
2006,590336,,03,18
2006,590336,,04,22
2006,590336,,05,18
2006,590336,,06,21
2006,590340,,00,16
2006,590340,,01,20
2006,590340,,02,19
2006,590340,,03,17
2006,590340,,04,22
2006,590340,,05,21
2006,590340,,06,22
2006,590344,,00,19
2006,590344,,01,22
2006,590344,,02,17
2006,590344,,03,17
2006,590344,,04,21
2006,590344,,05,16
2006,590344,,06,20
2006,590352,,00,19
2006,590352,,01,20
2006,590352,,02,18
2006,590352,,03,17
2006,590352,,04,22
2006,590352,,05,22
2006,590352,,06,18
2006,590356,,07,17
2006,590356,,08,16
2006,590356,,English II,22
2006,590356,,Math I,23
2006,590LEA,,00,18
2006,590LEA,,01,19
2006,590LEA,,02,18
2006,590LEA,,03,19
2006,590LEA,,04,21
2006,590LEA,,05,19
2006,590LEA,,06,21
2006,590LEA,,07,18
2006,590LEA,,08,17
2006,590LEA,,Biology,22
2006,590LEA,,English II,19
2006,590LEA,,Math I,18
2006,600300,,00,21
2006,600300,,01,19
2006,600300,,02,19
2006,600300,,03,16
2006,600300,,04,21
2006,600300,,05,22
2006,600301,,06,19
2006,600301,,07,18
2006,600301,,08,17
2006,600301,,Math I,13
2006,600305,,06,27
2006,600305,,07,26
2006,600305,,08,27
2006,600305,,Math I,30
2006,600308,,00,16
2006,600308,,01,14
2006,600308,,02,19
2006,600308,,03,18
2006,600308,,04,22
2006,600308,,05,15
2006,600311,,00,21
2006,600311,,01,14
2006,600311,,02,15
2006,600311,,03,14
2006,600311,,04,17
2006,600311,,05,15
2006,600314,,00,18
2006,600314,,01,24
2006,600314,,02,20
2006,600314,,03,22
2006,600314,,04,25
2006,600314,,05,24
2006,600316,,00,17
2006,600316,,01,18
2006,600316,,02,19
2006,600316,,03,21
2006,600316,,04,26
2006,600316,,05,23
2006,600319,,00,23
2006,600319,,01,15
2006,600319,,02,15
2006,600319,,03,18
2006,600319,,04,14
2006,600319,,05,17
2006,600322,,00,19
2006,600322,,01,19
2006,600322,,02,19
2006,600322,,03,24
2006,600322,,04,27
2006,600322,,05,25
2006,600329,,00,18
2006,600329,,01,16
2006,600329,,02,18
2006,600329,,03,18
2006,600329,,04,21
2006,600329,,05,23
2006,600333,,06,27
2006,600333,,07,23
2006,600333,,08,23
2006,600333,,Math I,28
2006,600335,,00,17
2006,600335,,01,23
2006,600335,,02,20
2006,600335,,03,21
2006,600335,,04,15
2006,600335,,05,15
2006,600336,,01,20
2006,600338,,00,22
2006,600338,,01,23
2006,600338,,02,21
2006,600338,,03,21
2006,600338,,04,25
2006,600338,,05,25
2006,600341,,06,18
2006,600341,,07,17
2006,600341,,08,16
2006,600341,,Math I,25
2006,600344,,00,23
2006,600344,,01,22
2006,600344,,02,20
2006,600344,,03,22
2006,600344,,04,19
2006,600344,,05,20
2006,600345,,05,26
2006,600345,,06,32
2006,600346,,00,21
2006,600346,,01,21
2006,600346,,02,22
2006,600346,,03,21
2006,600346,,04,24
2006,600346,,05,25
2006,600349,,00,17
2006,600349,,01,21
2006,600349,,02,20
2006,600349,,03,21
2006,600349,,04,23
2006,600349,,05,20
2006,600351,,06,20
2006,600351,,07,21
2006,600351,,08,22
2006,600351,,Math I,24
2006,600352,,00,20
2006,600352,,01,21
2006,600352,,02,20
2006,600352,,03,21
2006,600352,,04,26
2006,600352,,05,27
2006,600353,,06,22
2006,600353,,07,26
2006,600353,,08,27
2006,600353,,Math I,28
2006,600357,,00,21
2006,600357,,01,18
2006,600357,,02,21
2006,600357,,03,21
2006,600357,,04,20
2006,600357,,05,22
2006,600358,,06,21
2006,600358,,07,21
2006,600358,,08,19
2006,600358,,Math I,17
2006,600360,,06,12
2006,600360,,07,13
2006,600360,,08,15
2006,600360,,Math I,14
2006,600361,,Biology,27
2006,600361,,English II,27
2006,600361,,Math I,23
2006,600362,,00,19
2006,600362,,01,22
2006,600362,,02,21
2006,600362,,03,23
2006,600362,,04,23
2006,600362,,05,29
2006,600365,,00,17
2006,600365,,01,17
2006,600365,,02,18
2006,600365,,03,18
2006,600365,,04,17
2006,600365,,05,16
2006,600368,,00,21
2006,600368,,01,19
2006,600368,,02,21
2006,600368,,03,22
2006,600368,,04,22
2006,600368,,05,23
2006,600374,,00,17
2006,600374,,01,18
2006,600374,,02,14
2006,600374,,03,11
2006,600374,,04,17
2006,600374,,05,14
2006,600376,,Biology,24
2006,600376,,English II,18
2006,600376,,Math I,24
2006,600377,,Biology,22
2006,600377,,English II,23
2006,600377,,Math I,25
2006,600379,,00,17
2006,600379,,01,18
2006,600379,,02,15
2006,600379,,03,21
2006,600379,,04,17
2006,600379,,05,19
2006,600381,,06,15
2006,600381,,07,15
2006,600381,,08,16
2006,600381,,Math I,22
2006,600382,,00,20
2006,600382,,01,21
2006,600382,,02,21
2006,600382,,03,21
2006,600382,,04,23
2006,600382,,05,27
2006,600384,,00,23
2006,600384,,01,21
2006,600384,,02,22
2006,600384,,03,22
2006,600384,,04,21
2006,600384,,05,23
2006,600385,,00,19
2006,600385,,01,19
2006,600385,,02,20
2006,600385,,03,21
2006,600385,,04,27
2006,600386,,Biology,14
2006,600386,,English II,13
2006,600386,,Math I,14
2006,600393,,00,17
2006,600393,,01,20
2006,600393,,02,15
2006,600393,,03,17
2006,600393,,04,14
2006,600393,,05,19
2006,600394,,06,28
2006,600394,,07,28
2006,600394,,08,24
2006,600394,,Math I,31
2006,600396,,Biology,23
2006,600396,,English II,24
2006,600396,,Math I,20
2006,600398,,00,21
2006,600398,,01,21
2006,600398,,02,16
2006,600398,,03,21
2006,600398,,04,21
2006,600398,,05,25
2006,600399,,06,24
2006,600399,,07,24
2006,600399,,08,22
2006,600399,,Math I,40
2006,600405,,Biology,26
2006,600405,,English II,25
2006,600405,,Math I,19
2006,600406,,00,19
2006,600406,,01,18
2006,600406,,02,19
2006,600406,,03,21
2006,600406,,04,22
2006,600410,,00,16
2006,600410,,01,19
2006,600410,,02,20
2006,600410,,03,20
2006,600410,,04,22
2006,600410,,05,20
2006,600412,,00,16
2006,600412,,01,15
2006,600412,,02,18
2006,600412,,03,17
2006,600412,,04,20
2006,600412,,05,18
2006,600413,,00,12
2006,600413,,01,24
2006,600413,,02,23
2006,600413,,03,22
2006,600413,,04,23
2006,600414,,00,18
2006,600414,,01,20
2006,600414,,02,17
2006,600414,,03,18
2006,600414,,04,19
2006,600414,,05,17
2006,600415,,Biology,23
2006,600415,,English II,23
2006,600415,,Math I,24
2006,600416,,00,19
2006,600416,,01,19
2006,600416,,02,19
2006,600416,,03,21
2006,600416,,04,26
2006,600416,,05,24
2006,600420,,00,21
2006,600420,,01,18
2006,600420,,02,20
2006,600420,,03,23
2006,600420,,04,24
2006,600420,,05,23
2006,600422,,00,12
2006,600422,,01,15
2006,600422,,02,16
2006,600422,,03,16
2006,600422,,04,21
2006,600422,,05,17
2006,600424,,00,23
2006,600424,,01,22
2006,600424,,02,23
2006,600424,,03,22
2006,600424,,04,11
2006,600426,,Biology,24
2006,600426,,English II,27
2006,600426,,Math I,28
2006,600427,,00,16
2006,600427,,01,15
2006,600427,,02,16
2006,600427,,03,15
2006,600427,,04,16
2006,600427,,05,20
2006,600428,,06,19
2006,600428,,07,21
2006,600428,,08,20
2006,600428,,Math I,24
2006,600429,,00,20
2006,600429,,01,17
2006,600429,,02,20
2006,600429,,03,21
2006,600429,,04,22
2006,600429,,05,23
2006,600431,,06,18
2006,600431,,07,20
2006,600431,,08,21
2006,600431,,Math I,47
2006,600432,,00,13
2006,600432,,01,19
2006,600432,,02,18
2006,600432,,03,17
2006,600432,,04,22
2006,600432,,05,26
2006,600434,,06,13
2006,600434,,07,15
2006,600434,,08,16
2006,600434,,Math I,23
2006,600436,,00,20
2006,600436,,01,19
2006,600436,,02,20
2006,600436,,03,20
2006,600436,,04,26
2006,600436,,05,27
2006,600438,,00,19
2006,600438,,01,18
2006,600438,,02,23
2006,600438,,03,18
2006,600438,,04,23
2006,600438,,05,22
2006,600439,,08,11
2006,600439,,Biology,15
2006,600439,,English II,17
2006,600439,,Math I,23
2006,600440,,00,20
2006,600440,,01,22
2006,600440,,02,21
2006,600440,,03,21
2006,600440,,04,21
2006,600440,,05,23
2006,600441,,00,18
2006,600441,,01,16
2006,600441,,02,14
2006,600441,,03,21
2006,600441,,04,17
2006,600441,,05,16
2006,600442,,00,19
2006,600442,,01,19
2006,600442,,02,19
2006,600442,,03,20
2006,600442,,04,23
2006,600442,,05,24
2006,600444,,00,21
2006,600444,,01,20
2006,600444,,02,21
2006,600444,,03,22
2006,600444,,04,23
2006,600444,,05,23
2006,600446,,00,23
2006,600446,,01,22
2006,600446,,02,20
2006,600446,,03,21
2006,600446,,04,26
2006,600446,,05,26
2006,600447,,00,18
2006,600447,,01,19
2006,600447,,02,22
2006,600447,,03,23
2006,600447,,04,26
2006,600447,,05,23
2006,600448,,06,23
2006,600448,,07,21
2006,600448,,08,19
2006,600448,,Math I,22
2006,600449,,00,19
2006,600449,,01,21
2006,600449,,02,21
2006,600449,,03,22
2006,600449,,04,23
2006,600449,,05,21
2006,600450,,06,19
2006,600450,,07,23
2006,600450,,08,21
2006,600450,,Math I,34
2006,600451,,00,18
2006,600451,,01,19
2006,600451,,02,18
2006,600451,,03,20
2006,600451,,04,24
2006,600451,,05,26
2006,600453,,00,19
2006,600453,,01,22
2006,600453,,02,22
2006,600453,,03,21
2006,600453,,04,22
2006,600453,,05,20
2006,600455,,06,27
2006,600455,,07,28
2006,600455,,08,27
2006,600455,,Math I,28
2006,600459,,00,21
2006,600459,,01,17
2006,600459,,02,18
2006,600459,,03,19
2006,600459,,04,14
2006,600459,,05,18
2006,600461,,Biology,7
2006,600461,,English II,6
2006,600461,,Math I,6
2006,600462,,00,20
2006,600462,,01,22
2006,600462,,02,19
2006,600462,,03,20
2006,600462,,04,25
2006,600462,,05,26
2006,600464,,00,22
2006,600464,,01,22
2006,600464,,02,22
2006,600464,,03,22
2006,600464,,04,25
2006,600464,,05,22
2006,600466,,Biology,29
2006,600466,,English II,28
2006,600466,,Math I,27
2006,600468,,00,19
2006,600468,,01,20
2006,600468,,02,17
2006,600468,,03,17
2006,600468,,04,24
2006,600468,,05,27
2006,600471,,00,20
2006,600471,,01,16
2006,600471,,02,15
2006,600471,,03,14
2006,600471,,04,15
2006,600471,,05,20
2006,600474,,00,19
2006,600474,,01,19
2006,600474,,02,19
2006,600474,,03,17
2006,600474,,04,22
2006,600474,,05,25
2006,600478,,00,20
2006,600478,,01,19
2006,600478,,02,22
2006,600478,,03,18
2006,600478,,04,20
2006,600478,,05,21
2006,600479,,06,25
2006,600479,,07,26
2006,600479,,08,24
2006,600479,,Math I,36
2006,600480,,Biology,26
2006,600480,,English II,25
2006,600480,,Math I,22
2006,600481,,06,22
2006,600481,,07,24
2006,600481,,08,21
2006,600481,,Math I,33
2006,600482,,06,22
2006,600482,,07,19
2006,600482,,08,21
2006,600482,,Biology,17
2006,600482,,English II,23
2006,600482,,Math I,24
2006,600485,,00,14
2006,600485,,01,15
2006,600485,,02,15
2006,600485,,03,20
2006,600485,,04,21
2006,600485,,05,23
2006,600487,,00,21
2006,600487,,01,20
2006,600487,,02,19
2006,600487,,03,19
2006,600487,,04,20
2006,600487,,05,22
2006,600488,,00,16
2006,600488,,01,16
2006,600488,,02,19
2006,600488,,03,14
2006,600489,,00,21
2006,600489,,01,13
2006,600489,,02,19
2006,600489,,03,16
2006,600489,,04,21
2006,600489,,05,23
2006,600490,,Biology,25
2006,600490,,English II,21
2006,600490,,Math I,23
2006,600491,,00,19
2006,600491,,01,22
2006,600491,,02,19
2006,600491,,03,24
2006,600491,,04,22
2006,600491,,05,26
2006,600492,,00,14
2006,600492,,01,24
2006,600492,,02,23
2006,600492,,03,23
2006,600492,,04,24
2006,600492,,05,25
2006,600494,,00,20
2006,600494,,01,23
2006,600494,,02,22
2006,600494,,03,23
2006,600494,,04,24
2006,600494,,05,27
2006,600495,,00,20
2006,600495,,01,20
2006,600495,,02,20
2006,600495,,03,19
2006,600495,,04,17
2006,600495,,05,21
2006,600496,,Biology,13
2006,600496,,English II,20
2006,600496,,Math I,15
2006,600497,,06,12
2006,600497,,07,16
2006,600497,,08,13
2006,600497,,Math I,26
2006,600500,,00,17
2006,600500,,01,20
2006,600500,,02,20
2006,600500,,03,19
2006,600500,,04,26
2006,600500,,05,23
2006,600501,,00,18
2006,600501,,01,16
2006,600501,,02,22
2006,600501,,03,18
2006,600501,,04,17
2006,600501,,05,16
2006,600503,,00,21
2006,600503,,01,19
2006,600503,,02,22
2006,600503,,03,21
2006,600503,,04,23
2006,600503,,05,21
2006,600507,,00,21
2006,600507,,01,21
2006,600507,,02,23
2006,600507,,03,22
2006,600507,,04,27
2006,600507,,05,26
2006,600508,,Biology,25
2006,600508,,English II,27
2006,600508,,Math I,21
2006,600509,,06,23
2006,600509,,07,24
2006,600509,,08,21
2006,600509,,Math I,25
2006,600512,,00,21
2006,600512,,01,20
2006,600512,,02,19
2006,600512,,03,20
2006,600512,,04,23
2006,600512,,05,22
2006,600513,,06,17
2006,600513,,07,16
2006,600513,,08,15
2006,600513,,Math I,20
2006,600514,,06,24
2006,600514,,07,22
2006,600514,,08,22
2006,600514,,Math I,30
2006,600516,,00,18
2006,600516,,01,22
2006,600516,,02,18
2006,600516,,03,19
2006,600516,,04,25
2006,600516,,05,23
2006,600517,,00,21
2006,600517,,01,15
2006,600517,,02,13
2006,600517,,03,19
2006,600517,,04,14
2006,600517,,05,13
2006,600519,,00,20
2006,600519,,01,20
2006,600519,,02,22
2006,600519,,03,18
2006,600519,,04,19
2006,600519,,05,19
2006,600520,,06,18
2006,600520,,07,17
2006,600520,,08,19
2006,600520,,Math I,15
2006,600522,,00,23
2006,600522,,01,24
2006,600522,,02,22
2006,600522,,03,19
2006,600522,,04,23
2006,600522,,05,25
2006,600527,,00,15
2006,600527,,01,14
2006,600527,,02,16
2006,600527,,03,12
2006,600527,,04,17
2006,600527,,05,19
2006,600530,,00,18
2006,600530,,01,23
2006,600530,,02,20
2006,600530,,03,24
2006,600530,,04,24
2006,600530,,05,26
2006,600532,,00,21
2006,600532,,01,17
2006,600532,,02,19
2006,600532,,03,19
2006,600532,,04,22
2006,600532,,05,20
2006,600532,,06,18
2006,600532,,07,17
2006,600532,,08,15
2006,600532,,Math I,34
2006,600534,,00,23
2006,600534,,01,22
2006,600534,,02,20
2006,600534,,03,20
2006,600534,,04,27
2006,600534,,05,27
2006,600535,,Biology,27
2006,600535,,English II,24
2006,600535,,Math I,26
2006,600537,,06,24
2006,600537,,07,25
2006,600537,,08,25
2006,600537,,Math I,29
2006,600538,,06,26
2006,600538,,07,26
2006,600538,,08,25
2006,600538,,Math I,28
2006,600541,,06,16
2006,600541,,07,20
2006,600541,,08,19
2006,600541,,Math I,26
2006,600546,,00,19
2006,600546,,01,16
2006,600546,,02,20
2006,600546,,03,21
2006,600546,,04,20
2006,600546,,05,19
2006,600549,,00,19
2006,600549,,01,22
2006,600549,,02,22
2006,600549,,03,20
2006,600549,,04,14
2006,600549,,05,13
2006,600550,,00,14
2006,600550,,01,13
2006,600550,,02,17
2006,600550,,03,16
2006,600550,,04,21
2006,600550,,05,16
2006,600553,,00,16
2006,600553,,01,13
2006,600553,,02,14
2006,600553,,03,11
2006,600553,,04,18
2006,600553,,05,17
2006,600557,,00,23
2006,600557,,01,23
2006,600557,,02,23
2006,600557,,03,22
2006,600557,,04,25
2006,600557,,05,22
2006,600562,,00,20
2006,600562,,01,22
2006,600562,,02,23
2006,600562,,03,20
2006,600562,,04,23
2006,600562,,05,19
2006,600565,,00,20
2006,600565,,01,19
2006,600565,,02,15
2006,600565,,03,19
2006,600565,,04,19
2006,600565,,05,23
2006,600566,,00,22
2006,600566,,01,20
2006,600566,,02,21
2006,600566,,03,20
2006,600566,,04,22
2006,600566,,05,25
2006,600571,,00,20
2006,600571,,01,21
2006,600571,,02,23
2006,600571,,03,19
2006,600571,,04,23
2006,600574,,00,15
2006,600574,,01,18
2006,600574,,02,13
2006,600574,,03,15
2006,600574,,04,19
2006,600574,,05,22
2006,600576,,Biology,19
2006,600576,,English II,18
2006,600576,,Math I,23
2006,600577,,00,15
2006,600577,,01,13
2006,600577,,02,17
2006,600577,,03,14
2006,600577,,04,23
2006,600577,,05,15
2006,600579,,Biology,16
2006,600579,,English II,23
2006,600579,,Math I,30
2006,600581,,06,21
2006,600581,,07,19
2006,600581,,08,21
2006,600581,,Math I,22
2006,600585,,06,25
2006,600585,,07,23
2006,600585,,08,20
2006,600585,,Math I,23
2006,600586,,00,22
2006,600586,,01,20
2006,600586,,02,20
2006,600586,,03,22
2006,600586,,04,22
2006,600586,,05,19
2006,600587,,00,22
2006,600587,,01,19
2006,600587,,02,18
2006,600587,,03,19
2006,600587,,04,21
2006,600587,,05,21
2006,600589,,00,23
2006,600589,,01,17
2006,600589,,02,14
2006,600589,,03,15
2006,600589,,04,16
2006,600589,,05,17
2006,600592,,Biology,24
2006,600592,,English II,24
2006,600592,,Math I,23
2006,600LEA,,00,19
2006,600LEA,,01,19
2006,600LEA,,02,19
2006,600LEA,,03,19
2006,600LEA,,04,21
2006,600LEA,,05,22
2006,600LEA,,06,21
2006,600LEA,,07,21
2006,600LEA,,08,20
2006,600LEA,,Biology,21
2006,600LEA,,English II,22
2006,600LEA,,Math I,25
2006,60A000,,00,21
2006,60A000,,01,16
2006,60A000,,02,18
2006,60A000,,03,20
2006,60A000,,05,21
2006,60B000,,00,17
2006,60B000,,01,27
2006,60B000,,02,25
2006,60B000,,03,21
2006,60B000,,04,24
2006,60B000,,05,23
2006,60B000,,06,25
2006,60B000,,07,26
2006,60B000,,08,19
2006,60C000,,08,12
2006,60C000,,Biology,19
2006,60C000,,English II,19
2006,60C000,,Math I,12
2006,60D000,,05,20
2006,60D000,,06,19
2006,60D000,,07,19
2006,60D000,,08,18
2006,60D000,,Math I,5
2006,60F000,,00,16
2006,60F000,,01,17
2006,60F000,,02,20
2006,60F000,,03,20
2006,60F000,,04,16
2006,60F000,,05,19
2006,60F000,,06,18
2006,60F000,,Biology,7
2006,60F000,,Math I,21
2006,60G000,,00,20
2006,60G000,,01,27
2006,60G000,,02,27
2006,60G000,,03,27
2006,60G000,,04,26
2006,60G000,,05,27
2006,60G000,,06,26
2006,60G000,,07,26
2006,60G000,,08,26
2006,60G000,,Math I,22
2006,60H000,,Biology,17
2006,60H000,,English II,15
2006,60H000,,Math I,17
2006,60I000,,00,20
2006,60I000,,01,19
2006,60I000,,02,16
2006,60I000,,03,22
2006,60I000,,04,19
2006,60J000,,00,19
2006,60J000,,01,12
2006,610302,,05,15
2006,610302,,06,14
2006,610302,,07,18
2006,610302,,08,12
2006,610302,,Math I,17
2006,610308,,00,11
2006,610308,,01,23
2006,610310,,03,16
2006,610310,,04,20
2006,610310,,05,20
2006,610320,,00,18
2006,610320,,01,24
2006,610320,,02,23
2006,610320,,03,15
2006,610320,,04,14
2006,610322,,00,19
2006,610322,,01,16
2006,610322,,02,16
2006,610326,,06,15
2006,610326,,07,15
2006,610326,,08,15
2006,610326,,Math I,16
2006,610334,,Biology,21
2006,610334,,English II,20
2006,610334,,Math I,21
2006,610336,,00,12
2006,610336,,01,12
2006,610336,,02,11
2006,610336,,03,10
2006,610336,,05,12
2006,610336,,07,17
2006,610336,,Math I,6
2006,610LEA,,00,15
2006,610LEA,,01,19
2006,610LEA,,02,17
2006,610LEA,,03,14
2006,610LEA,,04,17
2006,610LEA,,05,16
2006,610LEA,,06,15
2006,610LEA,,07,17
2006,610LEA,,08,14
2006,610LEA,,Biology,21
2006,610LEA,,English II,20
2006,610LEA,,Math I,16
2006,620310,,Biology,4
2006,620310,,English II,3
2006,620310,,Math I,4
2006,620312,,00,19
2006,620312,,01,18
2006,620312,,02,18
2006,620312,,03,22
2006,620312,,04,18
2006,620312,,05,18
2006,620314,,06,19
2006,620314,,07,18
2006,620314,,08,21
2006,620314,,Math I,29
2006,620316,,Biology,23
2006,620316,,English II,20
2006,620316,,Math I,17
2006,620324,,00,19
2006,620324,,01,13
2006,620324,,02,13
2006,620324,,03,19
2006,620324,,04,20
2006,620324,,05,19
2006,620330,,03,18
2006,620330,,04,21
2006,620330,,05,17
2006,620334,,00,21
2006,620334,,01,21
2006,620334,,02,23
2006,620334,,03,21
2006,620334,,04,19
2006,620334,,05,15
2006,620336,,00,17
2006,620336,,01,16
2006,620336,,02,17
2006,620339,,06,19
2006,620339,,07,19
2006,620339,,08,22
