year,agency_code,asm_option,k2_feeder,subgroup,aaa_score,aaa_score_masking,awa_score,awa_score_masking,cgrs_score,cgrs_score_masking,elp_score,elp_score_masking,mcr_score,mcr_score_masking,scgs_score,scgs_score_masking,bi_score,bi_score_masking,ach_score,eg_status,eg_score,spg_score,spg_grade,mags_score,mags_score_masking,ma_eg_status,ma_eg_score,ma_spg_score,ma_spg_grade,rdgs_score,rdgs_score_masking,rd_eg_status,rd_eg_score,rd_spg_score,rd_spg_grade
2018,200324,N,N,MU7,66.7,,,,,,,,,,,,,,66.7,,,67.0,C,,,,,,,,,,,,
2018,200324,N,N,SWD,16.7,,,,,,,,,,,,,,16.7,Met,74.9,28.0,F,,,,,,,,,,,,
2018,200324,N,N,WH7,63.4,,,,,,,,,,81.8,,,,65.6,Met,78.3,68.0,C,,,,,,,,,,,,
2018,200328,N,N,ALL,56.3,,69.2,,95.0,1.0,,,93.6,,,,64.2,,71.6,NotMet,61.0,69.0,C,,,,,,,,,,,,
2018,200328,N,N,EDS,48.0,,61.0,,95.0,1.0,,,85.7,,,,57.6,,62.1,NotMet,65.9,63.0,C,,,,,,,,,,,,
2018,200328,N,N,SWD,24.2,,,,,,,,,,,,,,24.2,,,24.0,F,,,,,,,,,,,,
2018,200328,N,N,WH7,55.6,,71.7,,95.0,1.0,,,94.7,,,,63.9,,71.7,NotMet,61.3,70.0,B,,,,,,,,,,,,
2018,200330,N,N,ALL,60.3,,,,,,,,,,95.0,1.0,,,65.5,Exceeded,89.4,70.0,B,53.6,,Exceeded,86.1,60.0,C,67.1,,Met,84.4,71.0,B
2018,200330,N,N,EDS,44.1,,,,,,,,,,,,,,44.1,Met,80.0,51.0,D,,,,,,,,,,,,
2018,200330,N,N,SWD,16.7,,,,,,,,,,,,,,16.7,Met,75.2,28.0,F,,,,,,,,,,,,
2018,200330,N,N,WH7,61.8,,,,,,,,,,95.0,1.0,,,66.8,Exceeded,90.4,72.0,B,,,,,,,,,,,,
2018,200332,N,N,ALL,66.9,,,,,,,,,,,,,,66.9,Met,84.6,70.0,B,74.6,,Met,80.9,76.0,B,59.3,,Met,83.2,64.0,C
2018,200332,N,N,EDS,67.4,,,,,,,,,,,,,,67.4,,,67.0,C,,,,,,,,,,,,
2018,200332,N,N,WH7,66.7,,,,,,,,,,,,,,66.7,Met,84.1,70.0,B,,,,,,,,,,,,
2018,200336,N,N,ALL,58.2,,,,,,,,,,68.3,,,,59.6,Met,77.9,63.0,C,54.3,,Met,81.1,60.0,C,62.0,,Met,80.0,66.0,C
2018,200336,N,N,EDS,50.6,,,,,,,,,,,,,,50.6,Exceeded,85.1,58.0,C,,,,,,,,,,,,
2018,200336,N,N,SWD,11.9,,,,,,,,,,,,,,11.9,Met,81.7,26.0,F,,,,,,,,,,,,
2018,200336,N,N,WH7,56.0,,,,,,,,,,70.2,,,,58.1,Met,76.5,62.0,C,,,,,,,,,,,,
2018,200350,N,N,ALL,80.0,,94.3,,85.3,,,,95.0,1.0,,,81.1,,86.7,Exceeded,85.0,86.0,A,,,,,,,,,,,,
2018,200350,N,N,WH7,80.6,,93.5,,86.7,,,,95.0,1.0,,,85.3,,87.8,Exceeded,85.1,87.0,A,,,,,,,,,,,,
2018,20A000,N,N,ALL,53.1,,,,,,,,,,54.1,,,,53.3,Exceeded,86.4,60.0,C,49.1,,Exceeded,89.3,57.0,C,57.1,,Met,81.3,62.0,C
2018,20A000,N,N,EDS,41.9,,,,,,,,,,,,,,41.9,Met,79.8,49.0,D,,,,,,,,,,,,
2018,20A000,N,N,SWD,25.6,,,,,,,,,,,,,,25.6,Met,83.2,37.0,F,,,,,,,,,,,,
2018,20A000,N,N,WH7,56.2,,,,,,,,,,59.4,,,,56.6,Exceeded,87.3,63.0,C,,,,,,,,,,,,
2018,210304,N,N,ALL,51.8,,,,,,,,,,73.8,,,,54.7,NotMet,68.4,57.0,C,48.6,,Met,75.1,54.0,D,54.9,,NotMet,63.0,57.0,C
2018,210304,N,N,BL7,36.5,,,,,,,,,,61.3,,,,40.0,Met,77.1,47.0,D,,,,,,,,,,,,
2018,210304,N,N,EDS,39.0,,,,,,,,,,65.8,,,,42.3,NotMet,67.2,47.0,D,,,,,,,,,,,,
2018,210304,N,N,ELS,43.3,,,,,,,,,,,,,,43.3,,,43.0,D,,,,,,,,,,,,
2018,210304,N,N,HI7,40.0,,,,,,,,,,,,,,40.0,Met,70.7,46.0,D,,,,,,,,,,,,
2018,210304,N,N,SWD,13.2,,,,,,,,,,,,,,13.2,Met,74.9,26.0,F,,,,,,,,,,,,
2018,210304,N,N,WH7,67.4,,,,,,,,,,85.0,,,,69.7,NotMet,69.6,70.0,B,,,,,,,,,,,,
2018,210306,N,N,ALL,60.6,,,,,,,,,,78.4,,,,63.2,Met,83.5,67.0,C,65.0,,Met,76.2,67.0,C,56.3,,Exceeded,85.8,62.0,C
2018,210306,N,N,BL7,42.0,,,,,,,,,,65.4,,,,45.5,Met,84.3,53.0,D,,,,,,,,,,,,
2018,210306,N,N,EDS,49.5,,,,,,,,,,71.2,,,,52.7,Met,84.3,59.0,C,,,,,,,,,,,,
2018,210306,N,N,ELS,61.1,,,,,,,,,,,,,,61.1,,,61.0,C,,,,,,,,,,,,
2018,210306,N,N,HI7,57.9,,,,,,,,,,,,,,57.9,Met,78.8,62.0,C,,,,,,,,,,,,
2018,210306,N,N,MU7,57.1,,,,,,,,,,,,,,57.1,,,57.0,C,,,,,,,,,,,,
2018,210306,N,N,SWD,14.0,,,,,,,,,,,,,,14.0,Met,83.1,28.0,F,,,,,,,,,,,,
2018,210306,N,N,WH7,80.2,,,,,,,,,,93.1,,,,82.1,Met,81.9,82.0,B,,,,,,,,,,,,
2018,210312,N,N,ALL,48.7,,62.5,,89.2,,,,95.0,1.0,,,38.5,,63.6,Met,79.9,67.0,C,,,,,,,,,,,,
2018,210312,N,N,BL7,28.5,,48.5,,92.2,,,,94.4,,,,12.0,,51.7,Met,78.1,57.0,C,,,,,,,,,,,,
2018,210312,N,N,EDS,37.6,,55.6,,89.5,,,,93.6,,,,28.4,,56.5,Met,75.8,60.0,C,,,,,,,,,,,,
2018,210312,N,N,SWD,11.9,,,,,,,,,,,,,,11.9,Met,78.0,25.0,F,,,,,,,,,,,,
2018,210312,N,N,WH7,69.1,,80.4,,90.5,,,,95.0,1.0,,,70.0,,78.5,Met,82.6,79.0,B,,,,,,,,,,,,
2018,210316,N,Y,ALL,,,,,,,,,,,,,,,,,,67.0,C,,,,,,,,,,,,
2018,210316,N,Y,BL7,,,,,,,,,,,,,,,,,,53.0,D,,,,,,,,,,,,
2018,210316,N,Y,EDS,,,,,,,,,,,,,,,,,,59.0,C,,,,,,,,,,,,
2018,210316,N,Y,ELS,,,,,,,,,,,,,,,,,,61.0,C,,,,,,,,,,,,
2018,210316,N,Y,HI7,,,,,,,,,,,,,,,,,,62.0,C,,,,,,,,,,,,
2018,210316,N,Y,MU7,,,,,,,,,,,,,,,,,,57.0,C,,,,,,,,,,,,
2018,210316,N,Y,SWD,,,,,,,,,,,,,,,,,,28.0,F,,,,,,,,,,,,
2018,210316,N,Y,WH7,,,,,,,,,,,,,,,,,,82.0,B,,,,,,,,,,,,
2018,220308,N,N,ALL,59.2,,,,,,,,,,,,,,59.2,Met,81.3,64.0,C,61.0,,Met,80.1,65.0,C,57.4,,Met,81.6,62.0,C
2018,220308,N,N,EDS,50.4,,,,,,,,,,,,,,50.4,Met,82.8,57.0,C,,,,,,,,,,,,
2018,220308,N,N,HI7,61.1,,,,,,,,,,,,,,61.1,,,61.0,C,,,,,,,,,,,,
2018,220308,N,N,SWD,21.7,,,,,,,,,,,,,,21.7,Met,75.5,32.0,F,,,,,,,,,,,,
2018,220308,N,N,WH7,59.6,,,,,,,,,,,,,,59.6,Met,81.0,64.0,C,,,,,,,,,,,,
2018,220310,N,N,ALL,54.0,,63.2,,86.3,,,,84.0,,,,65.6,,67.8,Met,70.7,68.0,C,,,,,,,,,,,,
2018,220310,N,N,EDS,44.4,,,,73.7,,,,78.8,,,,54.1,,58.2,NotMet,66.1,60.0,C,,,,,,,,,,,,
2018,220310,N,N,WH7,54.5,,66.3,,86.2,,,,82.8,,,,68.2,,68.7,NotMet,69.8,69.0,C,,,,,,,,,,,,
2018,220312,N,N,ALL,49.1,,,,,,,,,,77.2,,,,54.5,Exceeded,93.4,62.0,C,46.3,,Exceeded,93.4,56.0,C,52.0,,Exceeded,86.0,59.0,C
2018,220312,N,N,EDS,40.2,,,,,,,,,,70.6,,,,45.9,Exceeded,89.0,55.0,C,,,,,,,,,,,,
2018,220312,N,N,HI7,48.1,,,,,,,,,,,,,,48.1,Met,84.2,55.0,C,,,,,,,,,,,,
2018,220312,N,N,SWD,7.6,,,,,,,,,,,,,,7.6,Exceeded,86.1,23.0,F,,,,,,,,,,,,
2018,220312,N,N,WH7,50.1,,,,,,,,,,80.3,,,,56.0,Exceeded,91.8,63.0,C,,,,,,,,,,,,
2018,230304,N,N,ALL,65.3,,,,,,,,,,,,,,65.3,Met,71.9,67.0,C,71.6,,Met,76.6,73.0,B,59.1,,Met,72.0,62.0,C
2018,230304,N,N,BL7,31.8,,,,,,,,,,,,,,31.8,Met,82.0,42.0,D,,,,,,,,,,,,
2018,230304,N,N,EDS,57.3,,,,,,,,,,,,,,57.3,Met,79.3,62.0,C,,,,,,,,,,,,
2018,230304,N,N,SWD,25.0,,,,,,,,,,,,,,25.0,Met,78.7,36.0,F,,,,,,,,,,,,
2018,230304,N,N,WH7,68.5,,,,,,,,,,,,,,68.5,Met,73.7,70.0,B,,,,,,,,,,,,
2018,230308,N,N,ALL,71.1,,,,,,,,,,85.7,,,,73.1,Met,83.5,75.0,B,76.0,,Met,83.8,78.0,B,66.1,,Met,81.0,69.0,C
2018,230308,N,N,BL7,53.2,,,,,,,,,,,,,,53.2,Met,81.1,59.0,C,,,,,,,,,,,,
2018,230308,N,N,EDS,55.5,,,,,,,,,,73.8,,,,58.0,Met,82.6,63.0,C,,,,,,,,,,,,
2018,230308,N,N,MU7,77.8,,,,,,,,,,,,,,77.8,,,78.0,B,,,,,,,,,,,,
2018,230308,N,N,SWD,17.6,,,,,,,,,,,,,,17.6,Met,74.3,29.0,F,,,,,,,,,,,,
2018,230308,N,N,WH7,74.5,,,,,,,,,,88.1,,,,76.5,Met,83.1,78.0,B,,,,,,,,,,,,
2018,230312,N,N,ALL,51.4,,68.1,,89.4,,,,95.0,1.0,,,45.1,,66.6,NotMet,57.1,65.0,C,,,,,,,,,,,,
2018,230312,N,N,BL7,42.9,,50.0,,95.0,1.0,,,94.1,,,,35.9,,60.0,Met,73.4,63.0,C,,,,,,,,,,,,
2018,230312,N,N,EDS,45.3,,63.0,,85.5,,,,94.8,,,,38.3,,59.8,NotMet,58.9,60.0,C,,,,,,,,,,,,
2018,230312,N,N,HI7,48.5,,,,,,,,,,,,,,48.5,Met,77.2,54.0,D,,,,,,,,,,,,
2018,230312,N,N,SWD,7.4,,,,81.0,,,,,,,,15.4,,30.2,NotMet,66.5,37.0,F,,,,,,,,,,,,
2018,230312,N,N,WH7,53.5,,73.8,,88.4,,,,95.0,1.0,,,46.8,,68.9,NotMet,57.0,67.0,C,,,,,,,,,,,,
2018,230316,N,N,ALL,57.3,,,,,,,,,,81.7,,,,60.7,Exceeded,87.7,66.0,C,53.8,,Exceeded,90.0,61.0,C,60.8,,Met,81.2,65.0,C
2018,230316,N,N,BL7,38.5,,,,,,,,,,71.4,,,,43.4,Met,82.8,51.0,D,,,,,,,,,,,,
2018,230316,N,N,EDS,47.2,,,,,,,,,,75.0,,,,51.1,Exceeded,85.8,58.0,C,,,,,,,,,,,,
2018,230316,N,N,ELS,51.9,,,,,,,,,,,,,,51.9,Met,82.3,58.0,C,,,,,,,,,,,,
2018,230316,N,N,HI7,53.9,,,,,,,,,,,,,,53.9,Met,83.2,60.0,C,,,,,,,,,,,,
2018,230316,N,N,MU7,59.5,,,,,,,,,,,,,,59.5,Met,72.4,62.0,C,,,,,,,,,,,,
2018,230316,N,N,SWD,16.2,,,,,,,,,,50.0,,,,21.1,Exceeded,90.7,35.0,F,,,,,,,,,,,,
2018,230316,N,N,WH7,61.8,,,,,,,,,,86.2,,,,65.2,Exceeded,88.2,70.0,B,,,,,,,,,,,,
2018,230320,N,N,ALL,67.6,,,,,,,,,,52.2,,,,65.3,Met,75.4,67.0,C,71.8,,NotMet,66.9,71.0,B,63.4,,Exceeded,85.8,68.0,C
2018,230320,N,N,EDS,58.9,,,,,,,,,,,,,,58.9,Met,76.9,63.0,C,,,,,,,,,,,,
2018,230320,N,N,SWD,21.2,,,,,,,,,,,,,,21.2,Met,78.7,33.0,F,,,,,,,,,,,,
2018,230320,N,N,WH7,68.5,,,,,,,,,,52.4,,,,66.1,Met,77.3,68.0,C,,,,,,,,,,,,
2018,230322,N,N,ALL,87.9,,85.4,,95.0,1.0,,,95.0,1.0,,,82.4,,90.5,Met,78.6,88.0,A,,,,,,,,,,,,
2018,230322,N,N,EDS,83.1,,,,,,,,,,,,73.3,,79.8,Met,78.7,80.0,B,,,,,,,,,,,,
2018,230322,N,N,WH7,88.4,,90.0,,,,,,95.0,1.0,,,81.3,,89.4,Met,75.1,87.0,A,,,,,,,,,,,,
2018,230324,N,N,ALL,53.6,,62.0,,88.2,,,,95.0,1.0,,,52.8,,67.4,NotMet,53.7,65.0,C,,,,,,,,,,,,
2018,230324,N,N,BL7,38.5,,55.8,,92.0,,,,95.0,1.0,,,35.9,,55.9,NotMet,58.9,57.0,C,,,,,,,,,,,,
2018,230324,N,N,EDS,43.9,,43.9,,81.7,,,,93.2,,,,45.1,,55.9,NotMet,56.0,56.0,C,,,,,,,,,,,,
2018,230324,N,N,HI7,55.9,,,,,,,,,,,,,,55.9,Met,77.0,60.0,C,,,,,,,,,,,,
2018,230324,N,N,SWD,5.0,2.0,,,76.2,,,,75.8,,,,5.0,2.0,30.8,NotMet,61.0,37.0,F,,,,,,,,,,,,
2018,230324,N,N,WH7,59.0,,65.4,,87.8,,,,95.0,1.0,,,58.8,,71.4,NotMet,56.6,68.0,C,,,,,,,,,,,,
2018,230328,N,N,ALL,65.0,,,,,,,,,,83.4,,,,67.5,Exceeded,99.4,74.0,B,64.5,,Exceeded,99.5,72.0,B,65.5,,Exceeded,90.0,70.0,B
2018,230328,N,N,BL7,45.9,,,,,,,,,,74.2,,,,49.7,Exceeded,89.5,58.0,C,,,,,,,,,,,,
2018,230328,N,N,EDS,51.5,,,,,,,,,,76.6,,,,54.8,Exceeded,94.7,63.0,C,,,,,,,,,,,,
2018,230328,N,N,ELS,68.6,,,,,,,,,,,,,,68.6,Exceeded,85.4,72.0,B,,,,,,,,,,,,
2018,230328,N,N,HI7,66.1,,,,,,,,,,,,,,66.1,Exceeded,85.9,70.0,B,,,,,,,,,,,,
2018,230328,N,N,MU7,68.0,,,,,,,,,,,,,,68.0,Exceeded,89.8,72.0,B,,,,,,,,,,,,
2018,230328,N,N,SWD,16.1,,,,,,,,,,55.6,,,,21.9,Exceeded,88.8,35.0,F,,,,,,,,,,,,
2018,230328,N,N,WH7,71.6,,,,,,,,,,86.4,,,,73.7,Exceeded,96.2,78.0,B,,,,,,,,,,,,
2018,230330,Y,N,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,AM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,AS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,EDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,ELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,HI7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,MU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,SWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230330,Y,N,WH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230334,N,N,ALL,68.1,,,,,,,,,,,,,,68.1,Met,80.2,71.0,B,78.4,,Met,74.7,78.0,B,57.8,,Met,82.1,63.0,C
2018,230334,N,N,BL7,63.2,,,,,,,,,,,,,,63.2,,,63.0,C,,,,,,,,,,,,
2018,230334,N,N,EDS,63.6,,,,,,,,,,,,,,63.6,Met,83.5,68.0,C,,,,,,,,,,,,
2018,230334,N,N,SWD,47.5,,,,,,,,,,,,,,47.5,,,48.0,D,,,,,,,,,,,,
2018,230334,N,N,WH7,68.7,,,,,,,,,,,,,,68.7,Met,79.9,71.0,B,,,,,,,,,,,,
2018,230336,N,N,ALL,42.9,,,,,,,,,,56.9,,,,45.9,NotMet,59.9,49.0,D,41.7,,NotMet,69.9,47.0,D,44.1,,NotMet,61.2,48.0,D
2018,230336,N,N,BL7,31.6,,,,,,,,,,47.9,,,,35.4,Met,74.3,43.0,D,,,,,,,,,,,,
2018,230336,N,N,EDS,31.5,,,,,,,,,,46.3,,,,34.8,Met,76.3,43.0,D,,,,,,,,,,,,
2018,230336,N,N,ELS,41.3,,,,,,,,,,,,,,41.3,Met,81.9,49.0,D,,,,,,,,,,,,
2018,230336,N,N,HI7,50.0,,,,,,,,,,,,,,50.0,Met,82.1,56.0,C,,,,,,,,,,,,
2018,230336,N,N,MU7,43.2,,,,,,,,,,,,,,43.2,Met,70.0,49.0,D,,,,,,,,,,,,
2018,230336,N,N,SWD,11.4,,,,,,,,,,19.1,,,,13.1,Met,79.0,26.0,F,,,,,,,,,,,,
2018,230336,N,N,WH7,57.6,,,,,,,,,,73.2,,,,60.5,NotMet,59.3,60.0,C,,,,,,,,,,,,
2018,230340,N,N,ALL,60.6,,,,,,,,,,65.6,,,,61.3,NotMet,66.6,62.0,C,65.8,,NotMet,67.0,66.0,C,55.4,,Met,75.1,59.0,C
2018,230340,N,N,BL7,44.7,,,,,,,,,,,,,,44.7,Met,80.7,52.0,D,,,,,,,,,,,,
2018,230340,N,N,EDS,50.0,,,,,,,,,,54.8,,,,50.6,Met,70.0,54.0,D,,,,,,,,,,,,
2018,230340,N,N,SWD,19.0,,,,,,,,,,,,,,19.0,Met,79.1,31.0,F,,,,,,,,,,,,
2018,230340,N,N,WH7,66.1,,,,,,,,,,69.4,,,,66.6,NotMet,61.5,66.0,C,,,,,,,,,,,,
2018,230342,N,N,ALL,34.8,,,,,,,,,,,,,,34.8,Exceeded,86.6,45.0,D,36.7,,Exceeded,88.4,47.0,D,32.9,,Met,82.8,43.0,D
2018,230342,N,N,BL7,33.3,,,,,,,,,,,,,,33.3,Exceeded,85.5,44.0,D,,,,,,,,,,,,
2018,230342,N,N,EDS,30.3,,,,,,,,,,,,,,30.3,Met,84.3,41.0,D,,,,,,,,,,,,
2018,230344,N,N,ALL,66.4,,,,,,,,,,,,,,66.4,Exceeded,96.1,72.0,B,70.5,,Exceeded,99.5,76.0,B,62.3,,Exceeded,88.9,68.0,C
2018,230344,N,N,EDS,58.2,,,,,,,,,,,,,,58.2,Exceeded,91.6,65.0,C,,,,,,,,,,,,
2018,230344,N,N,SWD,28.9,,,,,,,,,,,,,,28.9,,,29.0,F,,,,,,,,,,,,
2018,230344,N,N,WH7,66.7,,,,,,,,,,,,,,66.7,Exceeded,94.0,72.0,B,,,,,,,,,,,,
2018,230346,N,N,ALL,56.7,,,,,,,,,,,,,,56.7,Met,78.0,61.0,C,58.8,,NotMet,62.8,60.0,C,54.6,,Met,84.4,61.0,C
2018,230346,N,N,BL7,54.3,,,,,,,,,,,,,,54.3,Met,80.0,59.0,C,,,,,,,,,,,,
2018,230346,N,N,EDS,56.9,,,,,,,,,,,,,,56.9,Met,82.1,62.0,C,,,,,,,,,,,,
2018,230346,N,N,SWD,8.3,,,,,,,,,,,,,,8.3,,,8.0,F,,,,,,,,,,,,
2018,230346,N,N,WH7,65.2,,,,,,,,,,,,,,65.2,,,65.0,C,,,,,,,,,,,,
2018,230348,N,N,ALL,59.5,,,,,,,,,,,,,,59.5,Met,79.3,63.0,C,67.3,,Met,84.4,71.0,B,51.6,,Met,72.7,56.0,C
2018,230348,N,N,BL7,51.4,,,,,,,,,,,,,,51.4,Met,83.1,58.0,C,,,,,,,,,,,,
2018,230348,N,N,EDS,44.8,,,,,,,,,,,,,,44.8,Met,83.1,52.0,D,,,,,,,,,,,,
2018,230348,N,N,SWD,5.6,,,,,,,,,,,,,,5.6,,,6.0,F,,,,,,,,,,,,
2018,230348,N,N,WH7,67.2,,,,,,,,,,,,,,67.2,Met,70.7,68.0,C,,,,,,,,,,,,
2018,230350,N,N,ALL,61.5,,72.7,,89.5,,,,95.0,1.0,,,66.3,,74.0,Met,80.9,75.0,B,,,,,,,,,,,,
2018,230350,N,N,BL7,53.9,,55.6,,84.2,,,,88.7,,,,50.0,,64.3,Met,82.0,68.0,C,,,,,,,,,,,,
2018,230350,N,N,EDS,48.5,,58.2,,84.8,,,,91.9,,,,51.4,,62.1,Met,79.0,65.0,C,,,,,,,,,,,,
2018,230350,N,N,MU7,51.4,,,,,,,,,,,,,,51.4,Met,79.6,57.0,C,,,,,,,,,,,,
2018,230350,N,N,SWD,12.5,,,,65.6,,,,,,,,12.8,,25.2,Met,74.4,35.0,F,,,,,,,,,,,,
2018,230350,N,N,WH7,63.5,,76.4,,90.0,,,,95.0,1.0,,,71.2,,76.1,Met,78.7,77.0,B,,,,,,,,,,,,
2018,230351,N,N,ALL,67.0,,,,,,,,,,77.3,,,,69.1,Met,82.3,72.0,B,72.2,,Met,83.1,74.0,B,61.9,,Met,74.9,65.0,C
2018,230351,N,N,BL7,54.5,,,,,,,,,,68.2,,,,57.4,Met,84.8,63.0,C,,,,,,,,,,,,
2018,230351,N,N,EDS,56.6,,,,,,,,,,69.0,,,,59.3,Met,81.4,64.0,C,,,,,,,,,,,,
2018,230351,N,N,HI7,59.7,,,,,,,,,,,,,,59.7,Met,84.6,65.0,C,,,,,,,,,,,,
2018,230351,N,N,MU7,58.7,,,,,,,,,,,,,,58.7,Met,82.3,63.0,C,,,,,,,,,,,,
2018,230351,N,N,SWD,22.3,,,,,,,,,,40.4,,,,26.3,Exceeded,86.4,38.0,F,,,,,,,,,,,,
2018,230351,N,N,WH7,71.7,,,,,,,,,,81.7,,,,73.7,Met,80.9,75.0,B,,,,,,,,,,,,
2018,230352,N,N,ALL,60.2,,,,,,,,,,86.3,,,,64.9,Met,80.6,68.0,C,58.2,,Met,81.4,63.0,C,62.2,,NotMet,67.5,63.0,C
2018,230352,N,N,BL7,40.2,,,,,,,,,,77.1,,,,46.9,Met,79.8,53.0,D,,,,,,,,,,,,
2018,230352,N,N,EDS,47.5,,,,,,,,,,80.5,,,,53.5,Met,77.2,58.0,C,,,,,,,,,,,,
2018,230352,N,N,HI7,74.0,,,,,,,,,,,,,,74.0,Met,82.6,76.0,B,,,,,,,,,,,,
2018,230352,N,N,MU7,50.0,,,,,,,,,,,,,,50.0,Met,74.7,55.0,C,,,,,,,,,,,,
2018,230352,N,N,SWD,10.3,,,,,,,,,,40.0,,,,16.3,Met,72.5,28.0,F,,,,,,,,,,,,
2018,230352,N,N,WH7,64.9,,,,,,,,,,89.5,,,,69.4,Met,82.1,72.0,B,,,,,,,,,,,,
2018,230355,N,N,ALL,59.9,,,,,,,,,,,,,,59.9,NotMet,68.3,62.0,C,59.5,,NotMet,69.0,61.0,C,60.3,,Met,72.3,63.0,C
2018,230355,N,N,BL7,54.1,,,,,,,,,,,,,,54.1,NotMet,69.9,57.0,C,,,,,,,,,,,,
2018,230355,N,N,EDS,55.7,,,,,,,,,,,,,,55.7,Met,71.7,59.0,C,,,,,,,,,,,,
2018,230355,N,N,SWD,31.6,,,,,,,,,,,,,,31.6,,,32.0,F,,,,,,,,,,,,
2018,230355,N,N,WH7,63.6,,,,,,,,,,,,,,63.6,Met,72.0,65.0,C,,,,,,,,,,,,
2018,230357,N,N,ALL,64.3,,,,,,,,,,,,,,64.3,Exceeded,86.6,69.0,C,67.9,,Exceeded,90.8,72.0,B,60.7,,Met,80.7,65.0,C
2018,230357,N,N,BL7,52.6,,,,,,,,,,,,,,52.6,Met,84.4,59.0,C,,,,,,,,,,,,
2018,230357,N,N,EDS,62.3,,,,,,,,,,,,,,62.3,Met,81.8,66.0,C,,,,,,,,,,,,
2018,230357,N,N,SWD,25.0,,,,,,,,,,,,,,25.0,,,25.0,F,,,,,,,,,,,,
2018,230357,N,N,WH7,71.6,,,,,,,,,,,,,,71.6,Met,84.0,74.0,B,,,,,,,,,,,,
2018,230359,Y,N,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,AM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,AS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,BL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,EDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,ELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,HI7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,MU7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,SWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230359,Y,N,WH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,230361,N,N,ALL,39.4,,64.9,,93.3,,,,94.3,,,,40.6,,62.1,NotMet,51.3,60.0,C,,,,,,,,,,,,
2018,230361,N,N,BL7,22.4,,48.0,,93.3,,,,94.2,,,,22.2,,51.3,NotMet,52.8,52.0,D,,,,,,,,,,,,
2018,230361,N,N,EDS,25.8,,49.1,,92.0,,,,92.3,,,,26.4,,51.5,NotMet,52.4,52.0,D,,,,,,,,,,,,
2018,230361,N,N,SWD,5.0,2.0,,,85.7,,,,,,,,14.3,,24.8,NotMet,58.5,32.0,F,,,,,,,,,,,,
2018,230361,N,N,WH7,59.7,,84.3,,95.0,1.0,,,94.4,,,,65.9,,76.7,NotMet,61.7,74.0,B,,,,,,,,,,,,
2018,230362,N,N,ALL,54.0,,,,,,,,,,86.9,,,,60.5,Exceeded,100.0,68.0,C,54.2,,Exceeded,95.9,63.0,C,53.9,,Exceeded,90.5,61.0,C
2018,230362,N,N,BL7,40.8,,,,,,,,,,83.5,,,,49.6,Exceeded,97.1,59.0,C,,,,,,,,,,,,
2018,230362,N,N,EDS,40.1,,,,,,,,,,83.2,,,,48.9,Exceeded,97.2,59.0,C,,,,,,,,,,,,
2018,230362,N,N,ELS,43.8,,,,,,,,,,,,,,43.8,Exceeded,88.2,53.0,D,,,,,,,,,,,,
2018,230362,N,N,HI7,51.4,,,,,,,,,,,,,,51.4,Exceeded,90.6,59.0,C,,,,,,,,,,,,
2018,230362,N,N,SWD,20.4,,,,,,,,,,64.5,,,,28.3,Exceeded,89.6,41.0,D,,,,,,,,,,,,
2018,230362,N,N,WH7,72.2,,,,,,,,,,90.3,,,,75.6,Exceeded,96.9,80.0,B,,,,,,,,,,,,
2018,230364,N,N,ALL,67.8,,,,,,,,,,81.9,,,,69.9,Met,84.6,73.0,B,72.4,,Met,84.3,75.0,B,63.2,,Met,80.1,67.0,C
2018,230364,N,N,BL7,51.7,,,,,,,,,,,,,,51.7,Met,79.7,57.0,C,,,,,,,,,,,,
2018,230364,N,N,EDS,52.1,,,,,,,,,,70.5,,,,54.9,Met,82.9,61.0,C,,,,,,,,,,,,
