year,agency_code,grad_project
2016,01D000,N
2016,020302,Y
2016,030304,Y
2016,040304,Y
2016,040305,Y
2016,040306,Y
2016,040700,Y
2016,050302,N
2016,060302,N
2016,060334,N
2016,060700,N
2016,060701,N
2016,070310,N
2016,070311,N
2016,070330,N
2016,070339,N
2016,070342,N
2016,080311,Y
2016,080312,Y
2016,080700,Y
2016,090330,N
2016,090368,N
2016,09A000,N
2016,100307,Y
2016,100308,Y
2016,100326,Y
2016,100334,Y
2016,100348,Y
2016,110303,Y
2016,110304,Y
2016,110322,Y
2016,110323,Y
2016,110336,Y
2016,110340,Y
2016,110352,Y
2016,110380,Y
2016,110416,Y
2016,111302,Y
2016,111700,Y
2016,120308,Y
2016,120310,Y
2016,120314,Y
2016,120318,Y
2016,120346,Y
2016,120352,N
2016,120370,Y
2016,130307,N
2016,130310,N
2016,130314,N
2016,130316,N
2016,130317,N
2016,130324,N
2016,130326,N
2016,130332,N
2016,130333,N
2016,130350,N
2016,132304,Y
2016,13A000,N
2016,140305,N
2016,140306,N
2016,140309,N
2016,140348,N
2016,140386,N
2016,140390,N
2016,150304,Y
2016,150700,Y
2016,160309,N
2016,160313,N
2016,160314,N
2016,160344,Y
2016,170316,N
2016,180308,N
2016,180320,N
2016,180323,N
2016,180325,N
2016,180340,N
2016,180348,N
2016,180376,N
2016,181318,N
2016,181322,N
2016,182304,N
2016,182316,N
2016,182700,N
2016,190310,Y
2016,190316,Y
2016,190336,Y
2016,190342,Y
2016,200308,N
2016,200314,N
2016,200322,N
2016,200328,N
2016,200350,N
2016,210312,Y
2016,220310,N
2016,230312,N
2016,230322,N
2016,230324,N
2016,230330,N
2016,230350,Y
2016,230359,N
2016,230361,N
2016,240334,N
2016,240371,N
2016,240373,N
2016,240380,N
2016,241312,N
2016,241316,N
2016,24B000,N
2016,250314,Y
2016,250321,Y
2016,250340,Y
2016,250356,Y
2016,250372,Y
2016,260318,N
2016,260322,Y
2016,260325,N
2016,260347,Y
2016,260354,N
2016,260357,N
2016,260359,N
2016,260374,N
2016,260388,Y
2016,260408,N
2016,260411,Y
2016,260424,N
2016,260427,Y
2016,260446,N
2016,260449,N
2016,260455,N
2016,260700,N
2016,26B000,N
2016,270306,N
2016,270311,N
2016,280304,Y
2016,280306,Y
2016,280316,Y
2016,280330,Y
2016,290308,N
2016,290310,N
2016,290314,N
2016,290315,N
2016,290324,N
2016,290336,N
2016,290348,N
2016,290365,N
2016,290388,N
2016,290389,N
2016,291336,N
2016,291350,N
2016,292324,Y
2016,298202,N
2016,298203,N
2016,298204,N
2016,300306,N
2016,300312,N
2016,300314,N
2016,310338,Y
2016,310344,Y
2016,310352,Y
2016,310364,Y
2016,310392,Y
2016,320309,N
2016,320312,N
2016,320314,N
2016,320317,N
2016,320322,N
2016,320323,N
2016,320325,N
2016,320329,N
2016,320336,N
2016,320341,N
2016,320353,N
2016,320356,N
2016,320365,N
2016,320368,N
2016,320701,N
2016,330326,Y
2016,330328,Y
2016,330350,Y
2016,330358,Y
2016,340311,N
2016,340330,N
2016,340332,N
2016,340336,N
2016,340362,N
2016,340364,N
2016,340382,N
2016,340385,N
2016,340398,N
2016,340427,N
2016,340446,N
2016,340454,N
2016,340460,N
2016,340480,N
2016,340486,N
2016,340488,N
2016,340495,N
2016,340496,N
2016,340542,N
2016,340556,N
2016,340568,N
2016,350308,Y
2016,350317,N
2016,350321,N
2016,350336,N
2016,360310,N
2016,360336,N
2016,360337,N
2016,360360,N
2016,360372,N
2016,360378,N
2016,360390,N
2016,360394,N
2016,360396,N
2016,360418,N
2016,360428,N
2016,360470,N
2016,360494,N
2016,370312,N
2016,380308,Y
2016,390314,N
2016,390322,N
2016,390323,N
2016,390324,N
2016,390328,N
2016,390700,N
2016,390704,N
2016,390705,N
2016,400308,N
2016,400315,N
2016,410319,N
2016,410326,N
2016,410355,N
2016,410358,N
2016,410379,N
2016,410390,N
2016,410391,N
2016,410394,N
2016,410395,N
2016,410398,N
2016,410399,N
2016,410401,N
2016,410406,N
2016,410407,N
2016,410408,N
2016,410458,N
2016,410464,N
2016,410483,N
2016,410484,N
2016,410489,N
2016,410490,N
2016,410508,N
2016,410529,N
2016,410533,N
2016,410534,N
2016,410544,N
2016,410545,N
2016,410547,N
2016,410556,N
2016,410562,N
2016,410569,N
2016,410579,N
2016,410589,N
2016,410595,N
2016,41F000,N
2016,41G000,N
2016,41K000,N
2016,420346,Y
2016,420358,Y
2016,421316,N
2016,422310,N
2016,422315,N
2016,430345,N
2016,430346,N
2016,430371,N
2016,430378,N
2016,430380,N
2016,430384,N
2016,440326,N
2016,440346,N
2016,440378,N
2016,440390,N
2016,450316,Y
2016,450334,Y
2016,450341,Y
2016,450343,Y
2016,450352,Y
2016,450354,Y
2016,460320,Y
2016,460322,Y
2016,460340,Y
2016,470312,Y
2016,470342,Y
2016,470443,Y
2016,480316,Y
2016,480318,Y
2016,490320,Y
2016,490335,Y
2016,490342,N
2016,490346,Y
2016,490350,N
2016,490354,Y
2016,490355,Y
2016,490362,Y
2016,490380,Y
2016,491305,N
2016,491312,Y
2016,500302,N
2016,500323,N
2016,500324,N
2016,500340,N
2016,510324,N
2016,510327,N
2016,510333,N
2016,510357,N
2016,510367,N
2016,510368,N
2016,510376,N
2016,510380,N
2016,510399,N
2016,510402,N
2016,510406,N
2016,520320,N
2016,530306,N
2016,530316,N
2016,530335,N
2016,530336,N
2016,530343,N
2016,540315,N
2016,540317,N
2016,540318,N
2016,540324,N
2016,540336,N
2016,550308,N
2016,550320,N
2016,550330,N
2016,550332,N
2016,550344,N
2016,550368,N
2016,560320,Y
2016,560324,N
2016,560329,N
2016,560332,Y
2016,560350,Y
2016,570317,Y
2016,570318,Y
2016,580344,N
2016,580368,N
2016,58B000,Y
2016,590328,N
2016,590330,N
2016,590393,N
2016,600302,Y
2016,600312,Y
2016,600334,Y
2016,600341,Y
2016,600361,Y
2016,600364,Y
2016,600377,Y
2016,600386,Y
2016,600397,Y
2016,600405,Y
2016,600415,Y
2016,600426,Y
2016,600439,Y
2016,600443,Y
2016,600445,Y
2016,600454,Y
2016,600457,Y
2016,600461,Y
2016,600466,Y
2016,600480,Y
2016,600482,Y
2016,600496,Y
2016,600498,Y
2016,600508,Y
2016,600535,Y
2016,600567,Y
2016,600576,Y
2016,600579,Y
2016,600592,Y
2016,600693,Y
2016,600694,Y
2016,600695,Y
2016,600696,Y
2016,600697,Y
2016,610332,N
2016,610334,N
2016,620310,N
2016,620316,N
2016,620340,N
2016,630330,N
2016,630332,N
2016,630336,N
2016,630360,N
2016,640340,Y
2016,640346,Y
2016,640347,Y
2016,640350,Y
2016,640361,Y
2016,640364,Y
2016,64A000,N
2016,650326,Y
2016,650327,Y
2016,650340,Y
2016,650342,Y
2016,650352,Y
2016,650354,Y
2016,650355,Y
2016,650394,Y
2016,660336,Y
2016,66A000,Y
2016,670320,Y
2016,670324,Y
2016,670333,Y
2016,670340,Y
2016,670344,Y
2016,670352,Y
2016,670364,Y
2016,680310,N
2016,680332,N
2016,680335,N
2016,681305,N
2016,681308,N
2016,681314,N
2016,681328,N
2016,681338,N
2016,690320,N
2016,69A000,N
2016,700310,N
2016,700317,N
2016,700319,N
2016,710321,Y
2016,710326,Y
2016,710327,Y
2016,710342,Y
2016,720316,N
2016,730352,N
2016,73B000,N
2016,740309,N
2016,740333,N
2016,740344,N
2016,740366,N
2016,740374,N
2016,740378,N
2016,740388,N
2016,750317,N
2016,750318,N
2016,760318,N
2016,760339,N
2016,760348,N
2016,760354,N
2016,760358,N
2016,760380,N
2016,760388,N
2016,761304,Y
2016,76A000,N
2016,770312,N
2016,770342,N
2016,770348,N
2016,770349,N
2016,770351,N
2016,780325,N
2016,780331,N
2016,780342,N
2016,780385,N
2016,780391,N
2016,780401,N
2016,780402,N
2016,780420,N
2016,790314,Y
2016,790354,Y
2016,790366,Y
2016,790378,Y
2016,790379,Y
2016,790392,N
2016,800308,Y
2016,800340,Y
2016,800361,Y
2016,800376,Y
2016,800394,Y
2016,800396,Y
2016,800400,Y
2016,800408,Y
2016,810324,Y
2016,810340,Y
2016,810384,Y
2016,810385,Y
2016,810386,Y
2016,81A000,Y
2016,81B000,Y
2016,820324,Y
2016,820348,N
2016,820349,N
2016,820352,N
2016,820388,N
2016,821308,N
2016,830316,N
2016,830343,N
2016,830348,N
2016,840302,Y
2016,840332,Y
2016,840356,Y
2016,840361,Y
2016,840368,Y
2016,840370,Y
2016,84B000,N
2016,850324,N
2016,850332,N
2016,850352,N
2016,850358,N
2016,850360,N
2016,860316,Y
2016,860336,Y
2016,860352,Y
2016,860354,Y
2016,861308,Y
2016,862312,Y
2016,870314,N
2016,880308,Y
2016,880320,Y
2016,880328,Y
2016,890304,Y
2016,900311,N
2016,900316,N
2016,900336,N
2016,900342,N
2016,900344,N
2016,900348,N
2016,900360,N
2016,900365,N
2016,900366,N
2016,900367,N
2016,900377,N
2016,900392,N
2016,900393,N
2016,90A000,N
2016,910364,N
2016,910368,Y
2016,910370,N
2016,910382,Y
2016,920316,N
2016,920317,N
2016,920318,N
2016,920324,N
2016,920348,N
2016,920368,N
2016,920411,N
2016,920412,N
2016,920428,N
2016,920436,N
2016,920441,N
2016,920445,N
2016,920455,N
2016,920466,N
2016,920473,N
2016,920495,N
2016,920500,N
2016,920526,N
2016,920528,N
2016,920546,N
2016,920552,N
2016,920562,N
2016,920581,N
2016,920582,N
2016,920583,N
2016,920585,N
2016,920586,N
2016,920588,N
2016,920595,N
2016,930352,N
2016,930360,N
2016,930700,N
2016,93A000,Y
2016,940308,Y
2016,940316,Y
2016,950336,N
2016,950338,N
2016,960324,N
2016,960330,N
2016,960332,N
2016,960335,N
2016,960372,N
2016,960380,N
2016,960386,N
2016,960488,N
2016,960490,N
2016,960700,N
2016,970320,Y
2016,970356,Y
2016,970388,Y
2016,970390,Y
2016,970393,Y
2016,980306,N
2016,980318,N
2016,980336,N
2016,980342,N
2016,980398,N
2016,990322,N
2016,990326,N
2016,990332,N
2016,990340,N
2016,995330,N
2017,00A000,N
2017,00B000,N
2017,010303,N
2017,010311,N
2017,010324,N
2017,010348,N
2017,010360,N
2017,010378,N
2017,010388,N
2017,010396,N
2017,010400,N
2017,01B000,N
2017,01C000,N
2017,01D000,N
2017,020302,Y
2017,020303,N
2017,030304,N
2017,040304,Y
2017,040305,Y
2017,040306,Y
2017,040700,Y
2017,050302,N
2017,060302,N
2017,060334,N
2017,060700,N
2017,060701,N
2017,06A000,N
2017,06B000,Y
2017,070310,N
2017,070311,N
2017,070330,N
2017,070339,N
2017,070342,N
2017,080311,Y
2017,080312,Y
2017,080700,Y
2017,090330,N
2017,090368,N
2017,09A000,N
2017,100307,Y
2017,100308,Y
2017,100326,Y
2017,100334,Y
2017,100348,Y
2017,110303,Y
2017,110304,Y
2017,110322,Y
2017,110323,Y
2017,110336,Y
2017,110340,Y
2017,110352,Y
2017,110380,Y
2017,110416,Y
2017,111302,Y
2017,111700,Y
2017,11C000,N
2017,120308,Y
2017,120310,Y
2017,120314,Y
2017,120318,Y
2017,120346,Y
2017,120352,N
2017,120370,Y
2017,130307,N
2017,130310,N
2017,130314,N
2017,130316,N
2017,130317,N
2017,130324,N
2017,130326,N
2017,130332,N
2017,130333,N
2017,130349,N
2017,130350,N
2017,132304,Y
2017,13A000,N
2017,13B000,N
2017,140305,N
2017,140306,N
2017,140309,N
2017,140348,N
2017,140386,N
2017,140390,N
2017,150304,Y
2017,150350,Y
2017,160309,N
2017,160313,N
2017,160314,N
2017,160344,Y
2017,170316,N
2017,180308,N
2017,180320,N
2017,180323,N
2017,180325,N
2017,180340,N
2017,180348,N
2017,180376,N
2017,181318,N
2017,181322,N
2017,182304,N
2017,182316,N
2017,182700,N
2017,190310,N
2017,190316,N
2017,190336,N
2017,190342,N
2017,190501,N
2017,19A000,N
2017,19B000,N
2017,200308,N
2017,200314,N
2017,200322,N
2017,200328,N
2017,200350,N
2017,210312,Y
2017,220310,N
2017,230312,N
2017,230322,N
2017,230324,N
2017,230330,N
2017,230350,Y
2017,230359,N
2017,230361,N
2017,23A000,N
2017,240334,N
2017,240371,N
2017,240373,N
2017,240380,N
2017,241312,N
2017,241316,N
2017,24B000,N
2017,250314,N
2017,250321,N
2017,250340,N
2017,250356,N
2017,250372,N
2017,260318,N
2017,260322,N
2017,260325,N
2017,260347,N
2017,260354,N
2017,260357,N
2017,260359,N
2017,260374,N
2017,260388,Y
2017,260408,N
2017,260411,Y
2017,260424,N
2017,260427,N
2017,260446,N
2017,260449,N
2017,260455,N
2017,260700,Y
2017,270306,N
2017,270311,N
2017,280304,Y
2017,280306,Y
2017,280316,Y
2017,280330,Y
2017,290308,N
2017,290310,N
2017,290314,N
2017,290315,N
2017,290324,N
2017,290336,N
2017,290348,N
2017,290365,N
2017,290388,N
2017,290389,N
2017,291336,N
2017,291350,N
2017,292324,Y
2017,298202,N
2017,298203,N
2017,298204,N
2017,300306,N
2017,300312,N
2017,300314,N
2017,310338,Y
2017,310344,Y
2017,310352,Y
2017,310364,Y
2017,310392,Y
2017,320309,N
2017,320312,N
2017,320314,N
2017,320317,N
2017,320322,N
2017,320323,N
2017,320325,N
2017,320329,N
2017,320336,N
2017,320341,N
2017,320353,N
2017,320356,N
2017,320365,N
2017,320368,N
2017,320701,N
2017,32D000,N
2017,32L000,N
2017,32N000,N
2017,330326,Y
2017,330328,Y
2017,330350,Y
2017,330358,Y
2017,33A000,N
2017,340311,N
2017,340330,N
2017,340332,N
2017,340336,N
2017,340362,N
2017,340364,N
2017,340382,N
2017,340385,N
2017,340398,N
2017,340427,N
2017,340446,N
2017,340454,N
2017,340460,N
2017,340480,N
2017,340486,N
2017,340488,N
2017,340495,N
2017,340496,N
2017,340542,N
2017,340556,N
2017,340568,N
2017,34B000,Y
2017,34D000,N
2017,34H000,Y
2017,350308,N
2017,350317,N
2017,350321,N
2017,350336,N
2017,360310,N
2017,360336,N
2017,360337,N
2017,360360,N
2017,360372,N
2017,360378,N
2017,360390,N
2017,360394,N
2017,360396,N
2017,360418,N
2017,360428,N
2017,360470,N
2017,360494,N
2017,36B000,N
2017,36C000,Y
2017,370312,N
2017,380308,Y
2017,390314,N
2017,390322,N
2017,390323,N
2017,390324,N
2017,390352,N
2017,390700,N
2017,39A000,N
2017,39B000,N
2017,400308,N
2017,400315,N
2017,410319,N
2017,410326,N
2017,410355,Y
2017,410358,Y
2017,410379,N
2017,410390,N
2017,410391,N
2017,410394,N
2017,410395,N
2017,410398,N
2017,410399,Y
2017,410401,N
2017,410406,N
2017,410407,N
2017,410408,N
2017,410458,N
2017,410464,N
2017,410483,N
2017,410484,N
2017,410489,Y
2017,410490,N
2017,410508,N
2017,410529,N
2017,410533,N
2017,410534,N
2017,410544,N
2017,410545,N
2017,410547,N
2017,410556,N
2017,410562,N
2017,410569,Y
2017,410579,N
2017,410589,N
2017,410595,N
2017,41F000,N
2017,420346,Y
2017,420358,Y
2017,421316,N
2017,422310,N
2017,422315,N
2017,430345,N
2017,430346,N
2017,430371,N
2017,430378,N
2017,430384,N
2017,440326,N
2017,440346,N
2017,440378,N
2017,440390,N
2017,450316,Y
2017,450334,Y
2017,450341,Y
2017,450343,Y
2017,450352,Y
2017,450354,Y
2017,460320,Y
2017,460322,Y
2017,460340,Y
2017,470312,Y
2017,470342,Y
2017,470443,Y
2017,480316,Y
2017,480318,Y
2017,490320,Y
2017,490335,Y
2017,490342,N
2017,490346,Y
2017,490350,N
2017,490354,Y
2017,490355,Y
2017,490362,Y
2017,490380,Y
2017,491305,N
2017,491312,Y
2017,49E000,N
2017,49F000,N
2017,500302,N
2017,500323,N
2017,500324,N
2017,500340,N
2017,510324,N
2017,510325,N
2017,510327,N
2017,510333,N
2017,510357,N
2017,510367,N
2017,510368,N
2017,510376,N
2017,510380,N
2017,510399,N
2017,510402,N
2017,510406,N
2017,51A000,N
2017,520320,N
2017,530306,N
2017,530316,N
2017,530335,N
2017,530336,N
2017,530343,N
2017,540315,N
2017,540317,N
2017,540318,N
2017,540324,N
2017,540336,N
2017,550308,N
2017,550320,N
2017,550330,N
2017,550332,N
2017,550344,N
2017,550368,N
2017,55A000,N
2017,560320,Y
2017,560324,N
2017,560329,N
2017,560332,Y
2017,560350,Y
2017,570317,N
2017,570318,N
2017,580344,N
2017,580368,N
2017,58B000,Y
2017,590328,N
2017,590330,N
2017,590393,N
2017,600302,Y
2017,600312,Y
2017,600334,Y
2017,600341,Y
2017,600361,Y
2017,600364,Y
2017,600377,Y
2017,600386,Y
2017,600397,Y
2017,600404,Y
2017,600405,Y
2017,600415,Y
2017,600426,Y
2017,600439,Y
2017,600443,Y
2017,600445,Y
2017,600454,Y
2017,600457,Y
2017,600461,Y
2017,600466,Y
2017,600480,Y
2017,600482,Y
2017,600496,Y
2017,600498,Y
2017,600499,Y
2017,600508,Y
2017,600535,Y
2017,600567,Y
2017,600576,Y
2017,600579,Y
2017,600592,Y
2017,600693,Y
2017,600694,Y
2017,600695,Y
2017,600696,Y
2017,600697,Y
2017,60B000,N
2017,60D000,N
2017,60G000,N
2017,60I000,Y
2017,60K000,Y
2017,60S000,N
2017,60U000,N
2017,60V000,Y
2017,610332,N
2017,610334,N
2017,61L000,N
2017,620310,N
2017,620316,N
2017,620340,N
2017,630330,N
2017,630332,N
2017,630336,N
2017,630360,N
2017,63B000,N
2017,640340,N
2017,640346,N
2017,640347,N
2017,640350,N
2017,640361,N
2017,640364,N
2017,64A000,N
2017,650326,Y
2017,650327,Y
2017,650340,Y
2017,650342,Y
2017,650352,Y
2017,650354,Y
2017,650355,Y
2017,650394,Y
2017,660336,Y
2017,66A000,Y
2017,670320,Y
2017,670324,Y
2017,670333,Y
2017,670340,Y
2017,670344,Y
2017,670352,Y
2017,670364,Y
2017,680310,N
2017,680332,N
2017,680335,N
2017,681305,N
2017,681308,N
2017,681314,N
2017,681328,N
2017,681338,N
2017,690320,N
2017,69A000,N
2017,700310,N
2017,700317,N
2017,700319,N
2017,710321,Y
2017,710326,Y
2017,710327,Y
2017,710342,Y
2017,720316,N
2017,730350,N
2017,730352,N
2017,73B000,N
2017,740309,N
2017,740333,N
2017,740344,N
2017,740366,N
2017,740374,N
2017,740378,N
2017,740388,N
2017,750317,N
2017,750318,N
2017,760318,N
2017,760339,N
2017,760348,N
2017,760354,N
2017,760358,N
2017,760380,N
2017,760388,N
2017,761304,N
2017,76A000,N
2017,770312,N
2017,770342,N
2017,770348,N
2017,770349,N
2017,780325,N
2017,780342,N
2017,780385,N
2017,780391,N
2017,780401,N
2017,780402,N
2017,780420,N
2017,790314,Y
2017,790354,Y
2017,790366,Y
2017,790378,Y
2017,790379,Y
2017,790392,N
2017,800308,Y
2017,800340,Y
2017,800361,Y
2017,800376,Y
2017,800394,Y
2017,800396,Y
2017,800400,Y
2017,800408,Y
2017,810324,Y
2017,810340,Y
2017,810384,Y
2017,810385,Y
2017,810386,Y
2017,81A000,Y
2017,81B000,Y
2017,820324,Y
2017,820348,N
2017,820349,N
2017,820352,N
2017,820388,N
2017,821308,N
2017,830316,N
2017,830343,N
2017,830348,N
2017,840302,Y
2017,840332,Y
2017,840356,Y
2017,840361,Y
2017,840368,Y
2017,840370,Y
2017,84B000,N
2017,850324,N
2017,850332,N
2017,850352,N
2017,850358,N
2017,850360,N
2017,860316,Y
2017,860336,Y
2017,860352,Y
2017,860354,Y
2017,861308,Y
2017,862312,Y
2017,86T000,N
2017,870314,N
2017,880308,Y
2017,880320,Y
2017,880328,Y
2017,890304,Y
2017,900311,N
2017,900316,N
2017,900336,N
2017,900342,N
2017,900344,N
2017,900348,N
2017,900360,N
2017,900365,N
2017,900366,N
2017,900367,N
2017,900377,N
2017,900392,N
2017,900393,N
2017,90A000,N
2017,910364,N
2017,910368,N
2017,910370,N
2017,910382,Y
2017,91A000,N
2017,91B000,N
2017,920316,N
2017,920317,N
2017,920318,N
2017,920324,N
2017,920348,N
2017,920368,N
2017,920386,N
2017,920411,N
2017,920412,N
2017,920428,N
2017,920436,N
2017,920441,N
2017,920445,N
2017,920455,N
2017,920466,N
2017,920473,N
2017,920495,N
2017,920500,N
2017,920526,N
2017,920528,N
2017,920546,N
2017,920552,N
2017,920562,N
2017,920581,N
2017,920582,N
2017,920583,N
2017,920585,N
2017,920586,N
2017,920588,N
2017,920595,N
2017,92F000,N
2017,92G000,N
2017,92K000,N
2017,92P000,N
2017,92T000,N
2017,92U000,N
2017,930352,N
2017,930360,N
2017,930700,N
2017,93A000,Y
2017,93L000,N
2017,940308,Y
2017,940316,Y
2017,94Z000,N
2017,950336,N
2017,950338,N
2017,960324,N
2017,960330,N
2017,960332,N
2017,960335,N
2017,960372,N
2017,960380,N
2017,960386,N
2017,960488,N
2017,960490,N
2017,960700,N
2017,970320,Y
2017,970356,Y
2017,970388,Y
2017,970390,Y
2017,970393,Y
2017,980306,N
2017,980318,N
2017,980336,N
2017,980342,N
2017,980397,N
2017,980398,N
2017,990304,N
2017,990308,N
2017,990322,N
2017,990325,N
2017,990326,N
2017,990328,N
2017,990332,N
2017,990340,N
2017,995330,N
2018,00A000,N
2018,00B000,N
2018,010303,N
2018,010311,N
2018,010324,N
2018,010348,N
2018,010360,N
2018,010378,N
2018,010388,N
2018,010396,N
2018,010400,N
2018,020302,Y
2018,020303,N
2018,030304,N
2018,040304,Y
2018,040305,Y
2018,040306,Y
2018,050302,N
2018,060302,N
2018,060334,N
2018,060700,N
2018,060701,N
2018,06A000,N
2018,06B000,N
2018,070310,N
2018,070311,N
2018,070330,N
2018,070339,N
2018,070342,N
2018,07A000,N
2018,080311,Y
2018,080312,Y
2018,090330,N
2018,090368,N
2018,09A000,N
2018,100307,Y
2018,100308,Y
2018,100326,Y
2018,100334,Y
2018,100348,Y
2018,110303,Y
2018,110304,Y
2018,110322,Y
2018,110323,Y
2018,110336,Y
2018,110340,Y
2018,110352,Y
2018,110380,Y
2018,110416,Y
2018,110500,Y
2018,111302,Y
2018,111700,Y
2018,11C000,N
2018,11D000,N
2018,120308,Y
2018,120310,Y
2018,120314,Y
2018,120318,Y
2018,120346,Y
2018,120352,N
2018,120370,Y
2018,130307,N
2018,130310,N
2018,130314,N
2018,130316,N
2018,130317,N
2018,130324,N
2018,130326,N
2018,130332,N
2018,130333,N
2018,130350,N
2018,132304,Y
2018,13A000,N
2018,140305,N
2018,140306,N
2018,140309,N
2018,140348,N
2018,140386,N
2018,140390,N
2018,150304,N
2018,150350,N
2018,160309,N
2018,160313,N
2018,160314,N
2018,160344,Y
2018,170316,N
2018,180308,N
2018,180320,N
2018,180323,N
2018,180325,N
2018,180340,N
2018,180348,N
2018,180376,N
2018,181318,N
2018,181322,N
2018,182304,N
2018,182316,N
2018,182700,N
2018,190310,N
2018,190316,N
2018,190336,N
2018,190342,N
2018,190501,N
2018,19A000,N
2018,19B000,N
2018,200308,N
2018,200314,N
2018,200322,N
2018,200328,N
2018,200350,N
2018,210312,Y
2018,220310,N
2018,230312,N
2018,230322,N
2018,230324,N
2018,230330,N
2018,230350,Y
2018,230359,N
2018,230361,N
2018,23A000,N
2018,240334,N
2018,240371,N
2018,240373,N
2018,240380,N
2018,241312,N
2018,241316,N
2018,24B000,N
2018,250314,N
2018,250321,N
2018,250340,N
2018,250356,N
2018,250372,N
2018,250376,N
2018,260318,N
2018,260322,N
2018,260325,N
2018,260347,N
2018,260354,N
2018,260357,N
2018,260359,N
2018,260374,N
2018,260388,Y
2018,260408,N
2018,260411,Y
2018,260424,N
2018,260427,N
2018,260446,N
2018,260449,N
2018,260455,N
2018,260700,Y
2018,26B000,N
2018,270306,N
2018,270311,N
2018,280304,Y
2018,280306,Y
2018,280316,Y
2018,280330,Y
2018,290308,N
2018,290310,N
2018,290314,N
2018,290315,N
2018,290324,N
2018,290336,N
2018,290348,N
2018,290349,N
2018,290365,N
2018,290388,N
2018,290389,N
2018,291336,N
2018,291350,N
2018,292324,N
2018,298202,N
2018,298203,N
2018,298204,N
2018,300306,N
2018,300312,N
2018,300314,N
2018,310338,Y
2018,310344,Y
2018,310352,Y
2018,310364,Y
2018,310392,Y
2018,320309,N
2018,320312,N
2018,320314,N
2018,320317,N
2018,320322,N
2018,320323,N
2018,320325,N
2018,320329,N
2018,320336,N
2018,320341,N
2018,320353,N
2018,320356,N
2018,320365,N
2018,320368,N
2018,320701,N
2018,32L000,N
2018,32N000,N
2018,330326,Y
2018,330328,Y
2018,330350,Y
2018,330358,Y
2018,33A000,N
2018,340311,N
2018,340330,N
2018,340332,N
2018,340336,N
2018,340362,N
2018,340364,N
2018,340382,N
2018,340385,N
2018,340398,N
2018,340427,N
2018,340446,N
2018,340454,N
2018,340460,N
2018,340480,N
2018,340486,N
2018,340488,N
2018,340495,N
2018,340496,N
2018,340542,N
2018,340556,N
2018,340568,N
2018,34B000,N
2018,34D000,N
2018,34H000,Y
2018,350308,N
2018,350317,N
2018,350321,N
2018,350336,N
2018,360310,N
2018,360336,N
2018,360337,N
2018,360360,N
2018,360372,N
2018,360378,N
2018,360390,N
2018,360394,N
2018,360396,N
2018,360418,N
2018,360428,N
2018,360470,N
2018,360494,N
2018,36B000,N
2018,36C000,N
2018,370312,N
2018,380308,Y
2018,390314,N
2018,390322,N
2018,390323,N
2018,390324,N
2018,390352,N
2018,390700,N
2018,39A000,N
2018,39B000,N
2018,400308,N
2018,400315,N
2018,410319,N
2018,410326,N
2018,410355,Y
2018,410358,Y
2018,410379,N
2018,410390,N
2018,410391,N
2018,410394,N
2018,410395,N
2018,410398,N
2018,410399,Y
2018,410401,N
2018,410406,N
2018,410407,N
2018,410408,N
2018,410458,N
2018,410464,N
2018,410483,N
2018,410484,N
2018,410489,Y
2018,410490,N
2018,410508,N
2018,410529,Y
2018,410533,N
2018,410534,N
2018,410544,N
2018,410545,N
2018,410547,N
2018,410556,N
2018,410562,N
2018,410569,Y
2018,410579,N
2018,410589,N
2018,410595,N
2018,420346,Y
2018,420358,Y
2018,421316,N
2018,422310,N
2018,422315,N
2018,430341,N
2018,430345,N
2018,430346,N
2018,430371,N
2018,430378,N
2018,430384,N
2018,440326,N
2018,440346,N
2018,440378,N
2018,440390,N
2018,450316,Y
2018,450334,Y
2018,450341,Y
2018,450343,Y
2018,450352,Y
2018,450354,Y
2018,460320,Y
2018,460322,Y
2018,460340,Y
2018,470312,Y
2018,470342,Y
2018,470443,Y
2018,480316,Y
2018,480318,Y
2018,490307,N
2018,490320,Y
2018,490335,Y
2018,490346,Y
2018,490350,Y
2018,490354,Y
2018,490355,Y
2018,490362,Y
2018,490380,Y
2018,491305,N
2018,491312,Y
2018,49E000,Y
2018,49F000,N
2018,500302,N
2018,500323,N
2018,500324,N
2018,500340,N
2018,510324,N
2018,510325,N
2018,510327,N
2018,510333,N
2018,510357,N
2018,510367,N
2018,510368,N
2018,510376,N
2018,510399,N
2018,510402,N
2018,510406,N
2018,51A000,N
2018,520320,N
2018,530306,N
2018,530316,N
2018,530335,N
2018,530336,N
2018,530343,N
2018,540315,N
2018,540317,N
2018,540318,N
2018,540324,N
2018,540336,N
2018,550308,N
2018,550320,N
2018,550332,N
2018,550344,N
2018,550368,N
2018,55A000,N
2018,560320,N
2018,560324,N
2018,560329,N
2018,560332,Y
2018,560350,N
2018,570317,N
2018,570318,N
2018,580344,N
2018,580368,N
2018,58B000,Y
2018,590328,N
2018,590330,N
2018,590393,N
2018,600302,Y
2018,600312,Y
2018,600334,Y
2018,600341,Y
2018,600361,Y
2018,600364,Y
2018,600377,Y
2018,600386,Y
2018,600397,Y
2018,600404,Y
2018,600405,Y
2018,600415,Y
2018,600426,Y
2018,600439,Y
2018,600443,Y
2018,600445,Y
2018,600454,Y
2018,600457,Y
2018,600461,Y
2018,600466,Y
2018,600480,Y
2018,600482,Y
