year,agency_code,grad_project
2018,600496,Y
2018,600498,Y
2018,600499,Y
2018,600508,Y
2018,600535,Y
2018,600567,Y
2018,600576,Y
2018,600579,Y
2018,600592,Y
2018,600594,Y
2018,600693,Y
2018,600694,Y
2018,600695,Y
2018,600696,Y
2018,600697,Y
2018,60B000,N
2018,60D000,N
2018,60G000,N
2018,60I000,N
2018,60K000,N
2018,60S000,N
2018,60U000,N
2018,60V000,N
2018,610332,N
2018,610334,N
2018,61L000,N
2018,620310,N
2018,620316,N
2018,620340,N
2018,630330,N
2018,630332,N
2018,630336,N
2018,630360,N
2018,640340,N
2018,640346,N
2018,640347,N
2018,640350,N
2018,640361,N
2018,640364,N
2018,64A000,N
2018,650326,Y
2018,650327,Y
2018,650340,Y
2018,650342,Y
2018,650352,Y
2018,650354,Y
2018,650355,Y
2018,650394,Y
2018,660336,Y
2018,66A000,Y
2018,670320,Y
2018,670324,Y
2018,670333,Y
2018,670340,Y
2018,670344,Y
2018,670352,Y
2018,670364,Y
2018,680310,N
2018,680332,N
2018,680335,N
2018,681305,N
2018,681308,N
2018,681314,N
2018,681328,N
2018,681338,N
2018,690320,N
2018,69A000,N
2018,700310,N
2018,700317,N
2018,700319,N
2018,710321,Y
2018,710326,Y
2018,710327,Y
2018,710342,Y
2018,720316,N
2018,730350,N
2018,730352,N
2018,740309,N
2018,740333,N
2018,740344,N
2018,740366,N
2018,740374,N
2018,740378,N
2018,740388,N
2018,750317,N
2018,750318,N
2018,760318,N
2018,760339,N
2018,760348,N
2018,760354,N
2018,760358,N
2018,760380,N
2018,760382,N
2018,760388,N
2018,761304,N
2018,770342,N
2018,770348,N
2018,770349,N
2018,780325,N
2018,780342,N
2018,780385,N
2018,780391,N
2018,780401,N
2018,780402,N
2018,780420,N
2018,790314,Y
2018,790354,Y
2018,790366,Y
2018,790378,Y
2018,790379,Y
2018,790392,N
2018,800308,Y
2018,800340,Y
2018,800361,Y
2018,800376,Y
2018,800394,Y
2018,800396,Y
2018,800400,Y
2018,800408,Y
2018,810324,Y
2018,810340,Y
2018,810384,Y
2018,810385,Y
2018,810386,Y
2018,81A000,N
2018,81B000,N
2018,820324,Y
2018,820348,N
2018,820349,N
2018,820352,N
2018,820388,N
2018,821308,N
2018,830316,N
2018,830343,N
2018,830348,N
2018,840302,N
2018,840332,N
2018,840356,N
2018,840361,N
2018,840368,N
2018,840370,N
2018,84B000,N
2018,850324,N
2018,850332,N
2018,850352,N
2018,850358,N
2018,850360,N
2018,860316,Y
2018,860336,Y
2018,860352,Y
2018,860354,Y
2018,861308,Y
2018,862312,Y
2018,86T000,N
2018,870314,N
2018,880308,N
2018,880320,N
2018,880328,N
2018,890304,Y
2018,900311,N
2018,900316,N
2018,900336,N
2018,900342,N
2018,900344,N
2018,900348,N
2018,900360,N
2018,900365,N
2018,900366,N
2018,900367,N
2018,900377,N
2018,900392,N
2018,900393,N
2018,90A000,N
2018,910364,N
2018,910368,N
2018,910370,N
2018,910382,Y
2018,91A000,N
2018,91B000,N
2018,920316,N
2018,920317,N
2018,920318,N
2018,920324,N
2018,920348,N
2018,920368,N
2018,920386,N
2018,920411,N
2018,920412,N
2018,920428,N
2018,920436,N
2018,920441,N
2018,920445,N
2018,920455,N
2018,920466,N
2018,920473,N
2018,920495,N
2018,920500,N
2018,920518,N
2018,920526,N
2018,920528,N
2018,920546,N
2018,920552,N
2018,920556,N
2018,920562,N
2018,920581,N
2018,920582,N
2018,920583,N
2018,920585,N
2018,920586,N
2018,920588,N
2018,920595,N
2018,92F000,N
2018,92G000,N
2018,92K000,N
2018,92P000,N
2018,92T000,N
2018,92U000,N
2018,930352,N
2018,930360,N
2018,930700,N
2018,93A000,N
2018,93L000,N
2018,940308,N
2018,940316,N
2018,94Z000,N
2018,950336,N
2018,950338,N
2018,960324,N
2018,960330,N
2018,960335,N
2018,960372,N
2018,960380,N
2018,960386,N
2018,960488,N
2018,960490,N
2018,960700,N
2018,970320,Y
2018,970356,Y
2018,970388,Y
2018,970390,Y
2018,970393,Y
2018,980306,N
2018,980318,N
2018,980336,N
2018,980342,N
2018,980397,N
2018,980398,N
2018,990304,N
2018,990308,N
2018,990322,N
2018,990325,N
2018,990326,N
2018,990332,N
2018,990340,N
2018,995330,N
