year,agency_code,category_code,highqual_class_pct
2008,200336,I,1
2009,200336,I,1
2010,200336,I,0.991
2011,200336,I,1
2012,200336,I,1
2013,200336,I,1
2014,200336,I,
2015,200336,I,0.987
2016,200336,I,1
2007,200350,H,1
2008,200350,H,1
2009,200350,H,1
2010,200350,H,1
2011,200350,H,1
2012,200350,H,1
2013,200350,H,1
2014,200350,H,
2015,200350,H,0.875
2016,200350,H,1
2006,200LEA,E,1
2006,200LEA,H,0.976
2006,200LEA,I,0.996
2006,200LEA,M,0.969
2006,200LEA,T,1
2007,200LEA,E,1
2007,200LEA,H,0.943
2007,200LEA,I,1
2007,200LEA,M,1
2007,200LEA,T,1
2008,200LEA,E,1
2008,200LEA,H,0.955
2008,200LEA,I,1
2008,200LEA,M,1
2008,200LEA,T,1
2009,200LEA,A,
2009,200LEA,E,1
2009,200LEA,H,0.914
2009,200LEA,I,1
2009,200LEA,M,1
2009,200LEA,T,1
2010,200LEA,E,1
2010,200LEA,H,0.97
2010,200LEA,I,0.991
2010,200LEA,M,1
2010,200LEA,T,0.933
2011,200LEA,E,1
2011,200LEA,H,0.994
2011,200LEA,I,0.981
2011,200LEA,M,0.969
2011,200LEA,T,0.982
2012,200LEA,E,1
2012,200LEA,H,1
2012,200LEA,I,1
2012,200LEA,M,1
2012,200LEA,T,1
2013,200LEA,E,1
2013,200LEA,H,1
2013,200LEA,I,1
2013,200LEA,M,0.971
2013,200LEA,T,1
2014,200LEA,E,
2014,200LEA,H,
2014,200LEA,I,
2014,200LEA,M,
2014,200LEA,T,
2015,200LEA,E,1
2015,200LEA,H,0.89
2015,200LEA,I,0.96
2015,200LEA,M,0.821
2015,200LEA,T,0.732
2016,200LEA,E,0.985
2016,200LEA,H,0.982
2016,200LEA,I,1
2016,200LEA,M,0.923
2016,200LEA,T,1
2006,20A000,E,1
2007,20A000,I,1
2008,20A000,I,1
2009,20A000,I,1
2010,20A000,I,1
2011,20A000,I,1
2012,20A000,I,1
2013,20A000,I,1
2014,20A000,I,
2015,20A000,I,0.923
2016,20A000,I,0.923
2006,210304,M,0.867
2007,210304,M,0.984
2008,210304,M,0.994
2009,210304,M,0.971
2010,210304,M,0.936
2011,210304,M,1
2012,210304,M,1
2013,210304,M,1
2014,210304,M,
2015,210304,M,0.967
2016,210304,M,1
2006,210306,E,1
2007,210306,E,1
2008,210306,E,1
2009,210306,E,1
2010,210306,E,1
2011,210306,E,1
2012,210306,E,1
2013,210306,E,1
2014,210306,E,
2015,210306,E,1
2016,210306,E,1
2006,210312,H,0.909
2007,210312,H,1
2008,210312,H,0.995
2009,210312,H,1
2010,210312,H,1
2011,210312,H,0.959
2012,210312,H,1
2013,210312,H,1
2014,210312,H,
2015,210312,H,1
2016,210312,H,1
2006,210316,E,1
2007,210316,E,1
2008,210316,E,1
2009,210316,E,1
2010,210316,E,1
2011,210316,E,1
2012,210316,E,1
2013,210316,E,1
2014,210316,E,
2015,210316,E,1
2016,210316,E,1
2006,210LEA,E,1
2006,210LEA,H,0.909
2006,210LEA,M,0.867
2007,210LEA,E,1
2007,210LEA,H,1
2007,210LEA,M,0.984
2008,210LEA,E,1
2008,210LEA,H,0.995
2008,210LEA,M,0.994
2009,210LEA,E,1
2009,210LEA,H,1
2009,210LEA,M,0.971
2010,210LEA,E,1
2010,210LEA,H,1
2010,210LEA,M,0.935
2011,210LEA,E,1
2011,210LEA,H,0.959
2011,210LEA,M,1
2012,210LEA,E,1
2012,210LEA,H,1
2012,210LEA,M,1
2013,210LEA,E,1
2013,210LEA,H,1
2013,210LEA,M,1
2014,210LEA,E,
2014,210LEA,H,
2014,210LEA,M,
2015,210LEA,E,1
2015,210LEA,H,1
2015,210LEA,M,0.967
2016,210LEA,E,1
2016,210LEA,H,1
2016,210LEA,M,1
2006,220308,E,1
2007,220308,E,1
2008,220308,E,1
2009,220308,E,1
2010,220308,E,1
2011,220308,E,1
2012,220308,E,1
2013,220308,E,1
2014,220308,E,
2015,220308,E,0.962
2016,220308,E,1
2006,220310,H,1
2007,220310,H,1
2008,220310,H,0.958
2009,220310,H,1
2010,220310,H,1
2011,220310,H,1
2012,220310,H,1
2013,220310,H,1
2014,220310,H,
2015,220310,H,1
2016,220310,H,1
2006,220312,M,0.957
2007,220312,M,1
2008,220312,M,0.963
2009,220312,M,1
2010,220312,M,0.958
2011,220312,M,1
2012,220312,M,1
2013,220312,M,1
2014,220312,M,
2015,220312,M,1
2016,220312,M,1
2006,220LEA,E,1
2006,220LEA,H,1
2006,220LEA,M,0.957
2007,220LEA,E,1
2007,220LEA,H,1
2007,220LEA,M,1
2008,220LEA,E,1
2008,220LEA,H,0.958
2008,220LEA,M,0.963
2009,220LEA,E,1
2009,220LEA,H,1
2009,220LEA,M,1
2010,220LEA,E,1
2010,220LEA,H,1
2010,220LEA,M,0.958
2011,220LEA,E,1
2011,220LEA,H,1
2011,220LEA,M,1
2012,220LEA,E,1
2012,220LEA,H,1
2012,220LEA,M,1
2013,220LEA,E,1
2013,220LEA,H,1
2013,220LEA,M,1
2014,220LEA,E,
2014,220LEA,H,
2014,220LEA,M,
2015,220LEA,E,0.962
2015,220LEA,H,1
2015,220LEA,M,1
2016,220LEA,E,1
2016,220LEA,H,1
2016,220LEA,M,1
2006,230304,E,1
2007,230304,E,1
2008,230304,E,1
2009,230304,E,0.991
2010,230304,E,1
2011,230304,E,1
2012,230304,E,1
2013,230304,E,1
2014,230304,E,
2015,230304,E,0.986
2016,230304,E,1
2006,230308,E,1
2007,230308,E,1
2008,230308,E,1
2009,230308,E,1
2010,230308,E,1
2011,230308,E,1
2012,230308,E,1
2013,230308,E,1
2014,230308,E,
2015,230308,E,1
2016,230308,E,1
2006,230312,H,0.943
2007,230312,H,0.994
2008,230312,H,0.988
2009,230312,H,1
2010,230312,H,0.982
2011,230312,H,0.964
2012,230312,H,0.998
2013,230312,H,1
2014,230312,H,
2015,230312,H,0.955
2016,230312,H,0.951
2006,230316,M,0.972
2007,230316,M,1
2008,230316,M,1
2009,230316,M,1
2010,230316,M,1
2011,230316,M,0.965
2012,230316,M,1
2013,230316,M,1
2014,230316,M,
2015,230316,M,0.966
2016,230316,M,0.989
2006,230320,E,0.955
2007,230320,E,1
2008,230320,E,1
2009,230320,E,1
2010,230320,E,1
2011,230320,E,1
2012,230320,E,1
2013,230320,E,1
2014,230320,E,
2015,230320,E,1
2016,230320,E,1
2009,230322,H,1
2010,230322,H,1
2011,230322,H,0.909
2012,230322,H,1
2013,230322,H,1
2014,230322,H,
2015,230322,H,1
2016,230322,H,0.9
2006,230324,H,0.971
2007,230324,H,0.979
2008,230324,H,0.997
2009,230324,H,1
2010,230324,H,0.996
2011,230324,H,0.978
2012,230324,H,1
2013,230324,H,0.998
2014,230324,H,
2015,230324,H,0.974
2016,230324,H,0.975
2006,230328,M,0.927
2007,230328,M,0.984
2008,230328,M,0.991
2009,230328,M,0.987
2010,230328,M,1
2011,230328,M,0.961
2012,230328,M,1
2013,230328,M,1
2014,230328,M,
2015,230328,M,1
2016,230328,M,0.989
2006,230330,T,0.805
2007,230330,T,0.732
2008,230330,T,0.843
2009,230330,T,0.903
2010,230330,T,0.776
2011,230330,T,0.922
2012,230330,T,1
2013,230330,T,1
2014,230330,T,
2015,230330,T,1
2016,230330,T,0.978
2006,230334,E,0.941
2007,230334,E,1
2008,230334,E,0.933
2009,230334,E,1
2010,230334,E,1
2011,230334,E,1
2012,230334,E,1
2013,230334,E,1
2014,230334,E,
2015,230334,E,1
2016,230334,E,1
2006,230336,E,0.977
2007,230336,E,1
2008,230336,E,1
2009,230336,E,1
2010,230336,E,1
2011,230336,E,1
2012,230336,M,1
2013,230336,M,1
2014,230336,M,
2015,230336,M,0.991
2016,230336,M,1
2006,230340,E,1
2007,230340,E,1
2008,230340,E,1
2009,230340,E,1
2010,230340,E,1
2011,230340,E,1
2012,230340,E,1
2013,230340,E,1
2014,230340,E,
2015,230340,E,1
2016,230340,E,1
2006,230342,E,0.933
2007,230342,E,0.938
2008,230342,E,0.944
2009,230342,E,0.944
2010,230342,E,1
2011,230342,E,1
2012,230342,E,1
2013,230342,E,1
2014,230342,E,
2015,230342,E,1
2016,230342,E,0.99
2006,230344,E,1
2007,230344,E,1
2008,230344,E,1
2009,230344,E,1
2010,230344,E,1
2011,230344,E,1
2012,230344,E,1
2013,230344,E,1
2014,230344,E,
2015,230344,E,1
2016,230344,E,1
2006,230346,E,1
2007,230346,E,1
2008,230346,E,1
2009,230346,E,1
2010,230346,E,1
2011,230346,E,1
2012,230346,E,1
2013,230346,E,1
2014,230346,E,
2015,230346,E,1
2016,230346,E,1
2006,230348,E,1
2007,230348,E,1
2008,230348,E,1
2009,230348,E,1
2010,230348,E,1
2011,230348,E,1
2012,230348,E,1
2013,230348,E,1
2014,230348,E,
2015,230348,E,1
2016,230348,E,0.998
2006,230350,H,0.995
2007,230350,H,0.98
2008,230350,H,0.979
2009,230350,H,0.99
2010,230350,H,1
2011,230350,H,0.975
2012,230350,H,1
2013,230350,H,1
2014,230350,H,
2015,230350,H,1
2016,230350,H,0.985
2006,230351,M,0.987
2007,230351,M,0.985
2008,230351,M,0.963
2009,230351,M,1
2010,230351,M,0.986
2011,230351,M,1
2012,230351,M,1
2013,230351,M,1
2014,230351,M,
2015,230351,M,0.967
2016,230351,M,0.903
2006,230352,M,0.905
2007,230352,M,0.955
2008,230352,M,0.988
2009,230352,M,0.978
2010,230352,M,0.979
2011,230352,M,0.968
2012,230352,M,1
2013,230352,M,1
2014,230352,M,
2015,230352,M,1
2016,230352,M,1
2006,230355,E,0.969
2007,230355,E,0.969
2008,230355,E,0.966
2009,230355,E,1
2010,230355,E,1
2011,230355,E,1
2012,230355,E,1
2013,230355,E,1
2014,230355,E,
2015,230355,E,1
2016,230355,E,0.967
2006,230357,E,0.941
2007,230357,E,0.941
2008,230357,E,1
2009,230357,E,1
2010,230357,E,1
2011,230357,E,1
2012,230357,E,1
2013,230357,E,1
2014,230357,E,
2015,230357,E,1
2016,230357,E,0.944
2006,230359,A,1
2007,230359,A,1
2008,230359,A,0.929
2009,230359,A,0.867
2010,230359,A,1
2011,230359,A,0.924
2012,230359,A,0.978
2013,230359,A,1
2014,230359,A,
2015,230359,A,1
2016,230359,A,0.962
2006,230361,H,1
2007,230361,H,1
2008,230361,H,1
2009,230361,H,1
2010,230361,H,1
2011,230361,H,0.963
2012,230361,H,1
2013,230361,H,1
2014,230361,H,
2015,230361,H,1
2016,230361,H,1
2006,230362,M,0.917
2007,230362,M,0.957
2008,230362,M,0.949
2009,230362,M,0.961
2010,230362,M,0.98
2011,230362,M,1
2012,230362,M,1
2013,230362,M,1
2014,230362,M,
2015,230362,M,1
2016,230362,M,0.989
2006,230364,E,0.975
2007,230364,E,1
2008,230364,E,1
2009,230364,E,0.976
2010,230364,E,1
2011,230364,E,1
2012,230364,E,1
2013,230364,E,1
2014,230364,E,
2015,230364,E,1
2016,230364,E,1
2006,230368,E,1
2007,230368,E,1
2008,230368,E,1
2009,230368,E,1
2010,230368,E,1
2011,230368,E,0.995
2012,230368,E,1
2013,230368,E,1
2014,230368,E,
2015,230368,E,1
2016,230368,E,0.995
2006,230370,E,1
2007,230370,E,1
2008,230370,E,1
2009,230370,E,1
2010,230370,E,1
2011,230370,E,1
2012,230370,E,1
2013,230370,E,1
2014,230370,E,
2015,230370,E,1
2016,230370,E,1
2006,230376,E,1
2007,230376,E,1
2008,230376,E,1
2009,230376,E,1
2010,230376,E,1
2011,230376,E,1
2012,230376,E,1
2013,230376,E,1
2014,230376,E,
2015,230376,E,1
2016,230376,E,0.986
2006,230380,E,0.947
2007,230380,E,0.947
2008,230380,E,1
2009,230380,E,1
2010,230380,E,1
2011,230380,E,1
2012,230380,E,1
2013,230380,E,1
2014,230380,E,
2015,230380,E,1
2016,230380,E,0.967
2006,230LEA,A,1
2006,230LEA,E,0.983
2006,230LEA,H,0.977
2006,230LEA,M,0.942
2006,230LEA,T,0.805
2007,230LEA,A,1
2007,230LEA,E,0.992
2007,230LEA,H,0.987
2007,230LEA,M,0.977
2007,230LEA,T,0.732
2008,230LEA,A,0.929
2008,230LEA,E,0.994
2008,230LEA,H,0.991
2008,230LEA,M,0.98
2008,230LEA,T,0.843
2009,230LEA,A,0.867
2009,230LEA,E,0.995
2009,230LEA,H,0.998
2009,230LEA,M,0.986
2009,230LEA,T,0.903
2010,230LEA,A,1
2010,230LEA,E,1
2010,230LEA,H,0.996
2010,230LEA,M,0.99
2010,230LEA,T,0.776
2011,230LEA,A,0.924
2011,230LEA,E,1
2011,230LEA,H,0.967
2011,230LEA,M,0.976
2011,230LEA,T,0.922
2012,230LEA,A,0.979
2012,230LEA,E,1
2012,230LEA,H,0.999
2012,230LEA,M,1
2012,230LEA,T,1
2013,230LEA,A,1
2013,230LEA,E,1
2013,230LEA,H,1
2013,230LEA,M,1
2013,230LEA,T,1
2014,230LEA,A,
2014,230LEA,E,
2014,230LEA,H,
2014,230LEA,M,
2014,230LEA,T,
2015,230LEA,A,1
2015,230LEA,E,0.999
2015,230LEA,H,0.986
2015,230LEA,M,0.987
2015,230LEA,T,1
2016,230LEA,A,0.962
2016,230LEA,E,0.992
2016,230LEA,H,0.977
2016,230LEA,M,0.98
2016,230LEA,T,0.978
2014,23A000,E,
2015,23A000,I,0.722
2016,23A000,I,0.55
2006,240304,M,0.9
2007,240304,M,1
2008,240304,M,1
2009,240304,M,1
2010,240304,M,1
2011,240304,M,1
2012,240304,M,1
2013,240304,M,1
2014,240304,M,
2015,240304,M,0.978
2016,240304,M,1
2006,240308,E,1
2007,240308,E,1
2008,240308,E,1
2009,240308,E,1
2010,240308,E,1
2011,240308,E,1
2012,240308,E,1
2013,240308,E,1
2014,240308,E,
2015,240308,E,1
2016,240308,E,0.991
2006,240318,M,1
2007,240318,M,1
2008,240318,M,1
2009,240318,A,1
2010,240318,A,0.85
2011,240318,A,1
2012,240318,A,0.872
2013,240318,T,0.732
2006,240328,I,1
2007,240328,I,1
2008,240328,I,1
2009,240328,I,1
2010,240328,I,1
2011,240328,I,1
2012,240328,I,1
2013,240328,I,1
2014,240328,I,
2015,240328,I,0.994
2016,240328,I,1
2006,240330,M,1
2007,240330,M,1
2008,240330,M,1
2009,240330,M,1
2010,240330,M,1
2011,240330,M,1
2012,240330,M,1
2013,240330,M,0.988
2014,240330,M,
2015,240330,M,1
2016,240330,M,1
2006,240332,E,0.958
2007,240332,E,1
2008,240332,E,1
2009,240332,E,1
2010,240332,E,1
2011,240332,E,1
2012,240332,E,1
2013,240332,E,1
2014,240332,E,
2015,240332,E,1
2016,240332,E,1
2006,240334,H,0.963
2007,240334,H,1
2008,240334,H,1
2009,240334,H,1
2010,240334,H,1
2011,240334,H,1
2012,240334,H,1
2013,240334,H,1
2014,240334,H,
2015,240334,H,0.979
2016,240334,H,1
2006,240336,T,1
2007,240336,T,1
2006,240344,I,0.96
2007,240344,I,1
2008,240344,I,1
2009,240344,I,1
2010,240344,I,0.971
2011,240344,I,1
2012,240344,I,0.97
2013,240344,I,0.859
2014,240344,I,
2015,240344,I,0.736
2016,240344,I,0.868
2011,240346,H,
2006,240348,I,1
2007,240348,I,1
2008,240348,,
2006,240352,I,1
2007,240352,I,1
2008,240352,I,1
2009,240352,E,1
2010,240352,E,1
2011,240352,E,1
2012,240352,E,1
2013,240352,E,1
2014,240352,E,
2015,240352,E,1
2016,240352,E,1
2006,240354,E,1
2007,240354,E,1
2008,240354,E,1
2009,240354,E,1
2010,240354,E,1
2011,240354,E,1
2012,240354,E,1
2013,240354,E,1
2014,240354,E,
2015,240354,E,1
2016,240354,E,0.955
2006,240356,M,1
2007,240356,M,1
2008,240356,M,1
2009,240356,M,1
2010,240356,M,0.956
2011,240356,M,1
2012,240356,M,0.987
2013,240356,M,1
2014,240356,M,
2015,240356,M,0.857
2016,240356,M,0.97
2009,240368,M,1
2010,240368,M,1
2011,240368,M,0.978
2012,240368,M,1
2013,240368,M,1
2014,240368,M,
2015,240368,M,0.892
2016,240368,M,0.96
2006,240370,I,0.989
2007,240370,I,1
2008,240370,I,1
2009,240370,E,1
2010,240370,E,1
2011,240370,E,1
2012,240370,E,1
2013,240370,E,1
2014,240370,E,
2015,240370,E,0.908
2016,240370,E,0.992
2006,240371,H,0.976
2007,240371,H,1
2008,240371,H,1
2009,240371,H,1
2010,240371,H,0.996
2011,240371,H,1
2012,240371,H,1
2013,240371,H,1
2014,240371,H,
2015,240371,H,0.946
2016,240371,H,0.96
2006,240372,E,1
2007,240372,E,0.971
2008,240372,E,1
2009,240372,I,1
2010,240372,E,1
2011,240372,E,1
2012,240372,E,1
2013,240372,E,1
2014,240372,E,
2015,240372,E,0.942
2016,240372,E,0.979
2007,240373,H,1
2008,240373,H,1
2009,240373,H,1
2010,240373,H,1
2011,240373,H,1
2012,240373,H,1
2013,240373,H,1
2014,240373,H,
2015,240373,H,0.875
2016,240373,H,0.857
2006,240376,M,1
2007,240376,M,1
2008,240376,M,1
2009,240376,M,1
2010,240376,M,1
2011,240376,M,1
2012,240376,M,1
2013,240376,M,1
2014,240376,M,
2015,240376,M,0.814
2016,240376,M,0.889
2006,240380,H,0.929
2007,240380,H,0.964
2008,240380,H,1
2009,240380,H,1
2010,240380,H,0.905
2011,240380,H,1
2012,240380,H,1
2013,240380,H,0.996
2014,240380,H,
2015,240380,H,0.864
2016,240380,H,1
2006,240388,I,0.964
2007,240388,I,0.974
2008,240388,I,1
2009,240388,I,1
2010,240388,I,1
2011,240388,I,1
2012,240388,I,1
2013,240388,I,0.996
2014,240388,I,
2015,240388,I,0.954
2016,240388,I,0.958
2006,240LEA,E,0.99
2006,240LEA,H,0.956
2006,240LEA,I,0.981
2006,240LEA,M,0.985
2006,240LEA,T,1
2007,240LEA,E,0.99
2007,240LEA,H,0.989
2007,240LEA,I,0.993
2007,240LEA,M,1
2007,240LEA,T,1
2008,240LEA,E,1
2008,240LEA,H,1
2008,240LEA,I,1
2008,240LEA,M,1
2009,240LEA,A,1
2009,240LEA,E,1
2009,240LEA,H,1
2009,240LEA,I,1
2009,240LEA,M,1
2009,240LEA,T,
2010,240LEA,A,0.85
2010,240LEA,E,1
2010,240LEA,H,0.974
2010,240LEA,I,0.993
2010,240LEA,M,0.989
2011,240LEA,A,1
2011,240LEA,E,1
2011,240LEA,H,1
2011,240LEA,I,1
2011,240LEA,M,0.995
2012,240LEA,A,0.871
2012,240LEA,E,1
2012,240LEA,H,1
2012,240LEA,I,0.992
2012,240LEA,M,0.997
2013,240LEA,A,
2013,240LEA,E,1
2013,240LEA,H,0.999
2013,240LEA,I,0.963
2013,240LEA,M,0.998
2013,240LEA,T,0.733
2014,240LEA,A,
2014,240LEA,E,
2014,240LEA,H,
2014,240LEA,I,
2014,240LEA,M,
2014,240LEA,T,
2015,240LEA,A,
2015,240LEA,E,0.973
2015,240LEA,H,0.924
2015,240LEA,I,0.913
2015,240LEA,M,0.898
2015,240LEA,T,
2016,240LEA,A,
2016,240LEA,E,0.983
2016,240LEA,H,0.972
2016,240LEA,I,0.948
2016,240LEA,M,0.963
2016,240LEA,T,
2006,241304,M,0.871
2007,241304,M,0.905
2008,241304,M,0.969
2009,241304,M,0.92
2010,241304,M,0.908
2011,241304,M,0.969
2012,241304,M,0.967
2013,241304,M,0.885
2014,241304,M,
2015,241304,M,0.9
2016,241304,M,0.908
2006,241308,E,1
2007,241308,E,0.964
2008,241308,E,1
2009,241308,E,1
2010,241308,E,0.968
2011,241308,E,1
2012,241308,E,1
2013,241308,E,1
2014,241308,E,
2015,241308,E,1
2016,241308,E,1
2006,241312,T,1
2007,241312,T,0.735
2008,241312,A,0.967
2009,241312,A,0.882
2010,241312,A,0.59
2011,241312,A,0.833
2012,241312,A,1
2013,241312,A,0.976
2014,241312,A,
2015,241312,A,0.85
2016,241312,T,1
2006,241316,H,0.852
2007,241316,H,0.795
2008,241316,H,0.969
2009,241316,H,0.917
2010,241316,H,0.813
2011,241316,H,0.962
2012,241316,H,0.994
2013,241316,H,0.989
2014,241316,H,
2015,241316,H,0.935
2016,241316,H,0.895
2006,241320,E,1
2007,241320,E,0.975
2008,241320,E,0.974
2009,241320,E,0.974
2010,241320,E,0.982
2011,241320,E,1
2012,241320,E,1
2013,241320,E,0.967
2014,241320,E,
2015,241320,E,0.968
2016,241320,E,1
2006,241LEA,E,1
2006,241LEA,H,0.852
2006,241LEA,M,0.871
2006,241LEA,T,1
2007,241LEA,E,0.971
2007,241LEA,H,0.795
2007,241LEA,M,0.905
2007,241LEA,T,0.734
2008,241LEA,A,0.967
2008,241LEA,E,0.987
2008,241LEA,H,0.968
2008,241LEA,M,0.969
2009,241LEA,A,0.882
2009,241LEA,E,0.986
2009,241LEA,H,0.917
2009,241LEA,M,0.92
2009,241LEA,T,
2010,241LEA,A,0.59
2010,241LEA,E,0.975
2010,241LEA,H,0.813
2010,241LEA,M,0.908
2011,241LEA,A,0.833
2011,241LEA,E,1
2011,241LEA,H,0.962
2011,241LEA,M,0.969
2012,241LEA,A,1
2012,241LEA,E,1
2012,241LEA,H,0.994
2012,241LEA,M,0.967
2013,241LEA,A,0.976
2013,241LEA,E,0.983
2013,241LEA,H,0.989
2013,241LEA,M,0.885
2014,241LEA,A,
2014,241LEA,E,
2014,241LEA,H,
2014,241LEA,M,
2015,241LEA,A,0.85
2015,241LEA,E,0.982
2015,241LEA,H,0.935
2015,241LEA,M,0.9
2016,241LEA,A,
2016,241LEA,E,1
2016,241LEA,H,0.895
2016,241LEA,M,0.908
2016,241LEA,T,1
2008,24A000,E,0.667
2009,24A000,,
2014,24B000,T,
2015,24B000,T,0.417
2016,24B000,T,0.542
2014,24C000,E,
2009,24N000,E,
2010,24N000,E,1
2011,24N000,E,0.9
2012,24N000,E,0.979
2013,24N000,I,0.983
2014,24N000,I,
2015,24N000,I,0.934
2016,24N000,I,0.796
2006,250304,E,1
2007,250304,E,1
2008,250304,E,1
2009,250304,E,1
2010,250304,E,1
2011,250304,E,1
2012,250304,E,1
2013,250304,E,0.958
2014,250304,E,
2015,250304,E,1
2016,250304,E,0.963
2006,250306,E,1
2007,250306,E,1
2008,250306,E,1
2009,250306,E,1
2010,250306,E,1
2011,250306,E,1
2012,250306,E,1
2013,250306,E,1
2014,250306,E,
2015,250306,E,1
2016,250306,E,0.991
2006,250308,E,1
2007,250308,E,1
2008,250308,E,1
2009,250308,E,1
2010,250308,E,1
2011,250308,E,1
2012,250308,E,1
2013,250308,E,0.968
2014,250308,E,
2015,250308,E,1
2016,250308,E,0.96
2006,250312,E,1
2007,250312,E,1
2008,250312,E,1
2009,250312,E,1
2010,250312,E,1
2011,250312,E,1
2012,250312,E,1
2013,250312,E,1
2014,250312,E,
2015,250312,E,1
2016,250312,E,0.943
2007,250314,H,1
2008,250314,H,1
2009,250314,H,1
2010,250314,H,1
2011,250314,H,1
2012,250314,H,1
2013,250314,H,1
2014,250314,H,
2015,250314,H,0.917
2016,250314,H,0.909
2008,250316,E,1
2009,250316,E,1
2010,250316,E,1
2011,250316,E,1
2012,250316,E,1
2013,250316,E,1
2014,250316,E,
2015,250316,E,0.989
2016,250316,E,1
2006,250320,E,1
2007,250320,E,0.971
2008,250320,E,1
2009,250320,E,1
2010,250320,E,1
2011,250320,E,1
2012,250320,E,1
2013,250320,E,1
2014,250320,E,
2015,250320,E,1
2016,250320,E,1
2011,250321,H,1
2012,250321,H,1
2013,250321,H,0.857
2014,250321,H,
2015,250321,H,0.818
2016,250321,H,0.909
2006,250324,M,0.936
2007,250324,M,1
2008,250324,M,0.969
2009,250324,M,0.983
2010,250324,M,1
2011,250324,M,1
2012,250324,M,1
2013,250324,M,0.967
2014,250324,M,
2015,250324,M,0.903
2016,250324,M,0.969
2006,250328,E,1
2007,250328,E,1
2008,250328,E,1
2009,250328,E,1
2010,250328,E,1
2011,250328,E,1
2012,250328,E,1
2013,250328,E,1
2014,250328,E,
2015,250328,E,1
2016,250328,E,0.985
2006,250332,M,0.855
2007,250332,M,0.975
2008,250332,M,0.976
2009,250332,M,0.959
2010,250332,M,0.976
2011,250332,M,0.978
2012,250332,M,0.955
2013,250332,M,0.9
2014,250332,M,
2015,250332,M,0.953
2016,250332,M,0.933
2006,250336,E,0.955
2007,250336,E,1
2008,250336,E,1
2009,250336,E,1
2010,250336,E,1
2011,250336,E,1
2012,250336,E,1
2013,250336,E,1
2014,250336,E,
2015,250336,E,1
2016,250336,E,0.909
2006,250340,H,0.931
2007,250340,H,0.948
2008,250340,H,0.964
2009,250340,H,0.987
2010,250340,H,0.975
2011,250340,H,0.989
2012,250340,H,0.976
2013,250340,H,0.974
2014,250340,H,
2015,250340,H,0.963
2016,250340,H,0.902
2006,250344,M,0.924
2007,250344,M,1
2008,250344,M,1
2009,250344,M,0.96
2010,250344,M,0.987
2011,250344,M,1
2012,250344,M,0.957
2013,250344,M,0.88
2014,250344,M,
2015,250344,M,0.994
2016,250344,M,0.994
2006,250348,E,1
2007,250348,E,1
2008,250348,E,1
2009,250348,E,1
2010,250348,E,1
2011,250348,E,1
2012,250348,E,1
2013,250348,E,1
2014,250348,E,
2015,250348,E,1
2016,250348,E,1
2006,250350,E,1
2007,250350,E,0.968
2008,250350,E,1
2009,250350,E,1
2010,250350,E,1
2011,250350,E,1
2012,250350,E,1
2013,250350,E,0.958
2014,250350,E,
2015,250350,E,1
2016,250350,E,0.962
2006,250356,H,0.943
2007,250356,H,0.96
2008,250356,H,0.96
2009,250356,H,0.987
2010,250356,H,0.965
2011,250356,H,1
2012,250356,H,0.98
2013,250356,H,0.947
2014,250356,H,
2015,250356,H,0.924
2016,250356,H,0.916
2006,250360,E,1
2007,250360,E,1
2008,250360,E,1
2009,250360,E,1
2010,250360,E,0.958
2011,250360,E,1
2012,250360,E,1
2013,250360,E,1
2014,250360,E,
2015,250360,E,1
2016,250360,E,1
2006,250362,E,1
2007,250362,E,1
2008,250362,E,1
2009,250362,E,1
2010,250362,E,1
2011,250362,E,1
2012,250362,E,1
2013,250362,E,1
2014,250362,E,
2015,250362,E,1
2016,250362,E,1
2006,250364,E,1
2007,250364,E,1
2008,250364,E,1
2009,250364,E,1
2010,250364,E,1
2011,250364,E,1
2012,250364,E,1
2013,250364,E,1
2014,250364,E,
2015,250364,E,1
2016,250364,E,0.958
2006,250368,M,0.974
2007,250368,M,1
2008,250368,M,1
2009,250368,M,0.98
2010,250368,M,0.946
2011,250368,M,1
2012,250368,M,1
2013,250368,M,1
2014,250368,M,
2015,250368,M,0.911
2016,250368,M,0.952
2006,250372,H,0.948
2007,250372,H,0.959
2008,250372,H,0.904
2009,250372,H,0.917
2010,250372,H,0.932
2011,250372,H,1
2012,250372,H,0.948
2013,250372,H,0.933
2014,250372,H,
2015,250372,H,0.927
2016,250372,H,0.938
2006,250376,M,0.924
2007,250376,M,0.941
2008,250376,M,1
2009,250376,M,1
2010,250376,M,1
2011,250376,M,1
2012,250376,M,1
2013,250376,M,0.959
2014,250376,M,
2015,250376,M,0.929
2016,250376,M,0.933
2006,250378,E,0.957
2007,250378,E,1
2008,250378,E,1
2009,250378,E,1
2010,250378,E,1
2011,250378,E,1
2012,250378,E,1
2013,250378,E,1
2014,250378,E,
2015,250378,E,1
2016,250378,E,1
2006,250380,E,1
2007,250380,E,1
2008,250380,E,1
2009,250380,E,1
2010,250380,E,1
2011,250380,E,1
2012,250380,E,1
2013,250380,E,1
2014,250380,E,
2015,250380,E,1
2016,250380,E,0.972
2006,250LEA,E,0.995
2006,250LEA,H,0.941
2006,250LEA,M,0.919
2007,250LEA,E,0.995
2007,250LEA,H,0.957
2007,250LEA,M,0.979
2008,250LEA,E,1
2008,250LEA,H,0.947
2008,250LEA,M,0.988
2009,250LEA,E,1
2009,250LEA,H,0.97
