year,agency_code,category_code,highqual_class_pct
2008,600300,E,1
2009,600300,E,1
2010,600300,E,1
2011,600300,E,1
2012,600300,E,1
2013,600300,E,0.983
2014,600300,E,
2015,600300,E,0.985
2016,600300,E,0.984
2006,600301,M,0.918
2007,600301,M,0.976
2008,600301,M,1
2009,600301,M,0.946
2010,600301,M,0.978
2011,600301,M,1
2012,600301,M,1
2013,600301,M,0.934
2014,600301,M,
2015,600301,M,0.946
2016,600301,M,0.981
2007,600302,H,0.956
2008,600302,H,0.935
2009,600302,H,1
2010,600302,H,0.959
2011,600302,H,0.972
2012,600302,H,1
2013,600302,H,0.989
2014,600302,H,
2015,600302,H,0.98
2016,600302,H,0.99
2006,600305,M,0.884
2007,600305,M,0.951
2008,600305,M,0.997
2009,600305,M,1
2010,600305,M,1
2011,600305,M,0.948
2012,600305,M,1
2013,600305,M,1
2014,600305,M,
2015,600305,M,0.943
2016,600305,M,1
2006,600308,E,1
2007,600308,E,1
2008,600308,E,1
2009,600308,E,1
2010,600308,E,1
2011,600308,E,1
2012,600308,E,0.958
2013,600308,E,1
2014,600308,E,
2015,600308,E,1
2016,600308,E,1
2006,600311,E,1
2007,600311,E,0.944
2008,600311,E,1
2009,600311,E,1
2010,600311,E,1
2011,600311,E,1
2012,600311,I,1
2013,600311,I,1
2014,600311,I,
2015,600311,I,1
2016,600311,I,1
2011,600312,H,0.954
2012,600312,H,0.999
2013,600312,H,0.989
2014,600312,H,
2015,600312,H,0.944
2016,600312,H,0.99
2007,600313,M,0.941
2008,600313,M,0.905
2009,600313,M,0.938
2010,600313,M,0.973
2011,600313,M,1
2012,600313,M,1
2013,600313,M,0.984
2014,600313,M,
2015,600313,M,1
2016,600313,M,0.992
2006,600314,E,0.977
2007,600314,E,1
2008,600314,E,1
2009,600314,E,1
2010,600314,E,1
2011,600314,E,1
2012,600314,E,1
2013,600314,E,1
2014,600314,E,
2015,600314,E,1
2016,600314,E,1
2006,600316,E,1
2007,600316,E,1
2008,600316,E,0.971
2009,600316,E,0.975
2010,600316,E,1
2011,600316,E,1
2012,600316,E,1
2013,600316,E,1
2014,600316,E,
2015,600316,E,1
2016,600316,E,1
2010,600317,M,1
2011,600317,M,0.985
2012,600317,M,0.979
2013,600317,M,0.961
2014,600317,M,
2015,600317,M,0.92
2016,600317,M,0.971
2009,600318,E,1
2010,600318,E,1
2011,600318,E,1
2012,600318,E,1
2013,600318,E,1
2014,600318,E,
2015,600318,E,0.974
2016,600318,E,1
2006,600319,E,0.95
2007,600319,E,1
2008,600319,E,1
2009,600319,E,1
2010,600319,E,1
2011,600319,E,1
2012,600319,I,1
2013,600319,I,1
2014,600319,I,
2015,600319,I,0.995
2016,600319,I,1
2006,600322,E,1
2007,600322,E,1
2008,600322,E,0.973
2009,600322,E,0.974
2010,600322,E,1
2011,600322,E,1
2012,600322,E,1
2013,600322,E,1
2014,600322,E,
2015,600322,E,0.933
2016,600322,E,1
2009,600328,E,1
2010,600328,E,1
2011,600328,E,1
2012,600328,E,1
2013,600328,E,1
2014,600328,E,
2015,600328,E,1
2016,600328,E,1
2006,600329,E,0.936
2007,600329,E,1
2008,600329,E,1
2009,600329,E,0.987
2010,600329,E,1
2011,600329,E,1
2012,600329,E,1
2013,600329,E,1
2014,600329,E,
2015,600329,E,1
2016,600329,E,0.976
2006,600333,M,1
2007,600333,M,0.958
2008,600333,M,0.954
2009,600333,M,0.915
2010,600333,M,0.92
2011,600333,M,1
2012,600333,M,1
2013,600333,M,1
2014,600333,M,
2015,600333,M,0.992
2016,600333,M,1
2008,600334,H,1
2009,600334,H,1
2010,600334,H,1
2011,600334,H,1
2012,600334,H,1
2013,600334,H,1
2014,600334,H,
2015,600334,H,1
2016,600334,H,1
2006,600335,E,1
2007,600335,E,1
2008,600335,E,1
2009,600335,E,1
2010,600335,E,0.971
2011,600335,E,1
2012,600335,E,1
2013,600335,E,1
2014,600335,E,
2015,600335,E,0.926
2016,600335,E,0.941
2006,600336,E,1
2007,600336,E,0.909
2008,600336,E,1
2009,600336,E,1
2010,600336,E,1
2011,600336,E,1
2012,600336,E,1
2013,600336,E,1
2014,600336,E,
2015,600336,E,0.9
2016,600336,E,0.929
2006,600338,E,1
2007,600338,E,1
2008,600338,E,1
2009,600338,E,1
2010,600338,E,1
2011,600338,E,1
2012,600338,E,1
2013,600338,E,1
2014,600338,E,
2015,600338,E,0.984
2016,600338,E,1
2006,600341,M,0.876
2007,600341,M,0.941
2008,600341,M,0.911
2009,600341,M,0.909
2010,600341,M,0.955
2011,600341,M,0.967
2012,600341,M,0.943
2013,600341,T,0.946
2014,600341,T,
2015,600341,T,0.83
2016,600341,T,0.95
2006,600344,E,0.767
2007,600344,E,0.96
2008,600344,E,0.852
2009,600344,E,0.885
2010,600344,E,0.857
2011,600344,E,0.8
2012,600344,I,1
2013,600344,I,1
2014,600344,I,
2015,600344,I,0.902
2016,600344,I,1
2006,600345,M,1
2007,600345,M,0.898
2008,600345,M,0.903
2009,600345,M,0.958
2010,600345,M,0.984
2011,600345,M,1
2012,600345,M,0.98
2013,600345,M,1
2014,600345,M,
2015,600345,M,0.986
2016,600345,M,1
2006,600346,E,1
2007,600346,E,1
2008,600346,E,1
2009,600346,E,1
2010,600346,E,1
2011,600346,E,1
2012,600346,E,1
2013,600346,E,1
2014,600346,E,
2015,600346,E,1
2016,600346,E,1
2006,600349,E,1
2007,600349,E,1
2008,600349,E,0.963
2009,600349,E,0.969
2010,600349,E,1
2011,600349,E,1
2012,600349,E,1
2013,600349,E,1
2014,600349,E,
2015,600349,E,0.99
2016,600349,E,1
2006,600351,M,0.985
2007,600351,M,0.939
2008,600351,M,0.984
2009,600351,M,0.982
2010,600351,M,1
2011,600351,M,1
2012,600351,M,0.957
2013,600351,M,0.947
2014,600351,M,
2015,600351,M,0.933
2016,600351,M,0.929
2006,600352,E,1
2007,600352,E,1
2008,600352,E,1
2009,600352,E,1
2010,600352,E,1
2011,600352,E,1
2012,600352,E,1
2013,600352,E,0.974
2014,600352,E,
2015,600352,E,1
2016,600352,E,0.989
2006,600353,M,0.884
2007,600353,M,0.926
2008,600353,M,0.95
2009,600353,M,0.88
2010,600353,M,0.926
2011,600353,M,0.967
2012,600353,M,1
2013,600353,M,1
2014,600353,M,
2015,600353,M,0.958
2016,600353,M,1
2006,600357,E,0.979
2007,600357,E,0.979
2008,600357,E,1
2009,600357,E,1
2010,600357,E,1
2011,600357,E,1
2012,600357,E,1
2013,600357,E,1
2014,600357,E,
2015,600357,E,1
2016,600357,E,1
2006,600358,M,0.943
2007,600358,M,0.965
2008,600358,M,0.99
2009,600358,M,0.938
2010,600358,M,0.977
2011,600358,M,1
2006,600360,M,1
2007,600360,M,
2006,600361,H,1
2007,600361,H,0.904
2008,600361,H,0.943
2009,600361,H,0.957
2010,600361,H,0.928
2011,600361,H,0.997
2012,600361,H,1
2013,600361,H,1
2014,600361,H,
2015,600361,H,0.974
2016,600361,H,0.989
2006,600362,E,1
2007,600362,E,0.983
2008,600362,E,0.983
2009,600362,E,1
2010,600362,E,0.994
2011,600362,E,1
2012,600362,E,1
2013,600362,E,1
2014,600362,E,
2015,600362,E,1
2016,600362,E,0.979
2009,600364,T,0.983
2010,600364,T,1
2011,600364,T,1
2012,600364,A,1
2013,600364,A,1
2014,600364,A,
2015,600364,A,0.972
2016,600364,A,1
2006,600365,E,0.968
2007,600365,E,1
2008,600365,E,0.99
2009,600365,E,0.974
2010,600365,E,1
2011,600365,E,1
2012,600365,E,1
2013,600365,E,1
2014,600365,E,
2015,600365,E,1
2016,600365,E,1
2011,600367,E,1
2012,600367,E,1
2013,600367,E,1
2014,600367,E,
2015,600367,E,1
2016,600367,E,1
2006,600368,E,0.95
2007,600368,E,1
2008,600368,E,1
2009,600368,E,1
2010,600368,E,1
2011,600368,E,1
2012,600368,E,1
2013,600368,E,1
2014,600368,E,
2015,600368,E,1
2016,600368,E,1
2010,600369,E,1
2011,600369,E,1
2012,600369,E,1
2013,600369,E,1
2014,600369,E,
2015,600369,E,1
2016,600369,E,1
2006,600374,E,1
2007,600374,E,1
2008,600374,E,1
2009,600374,E,0.967
2010,600374,E,0.964
2011,600374,E,1
2012,600374,I,1
2013,600374,I,1
2014,600374,I,
2015,600374,I,0.974
2016,600374,I,1
2008,600375,H,0.927
2009,600375,H,0.947
2010,600375,H,1
2011,600375,H,1
2006,600376,H,0.983
2007,600376,H,0.901
2008,600376,H,0.787
2009,600376,H,0.88
2010,600376,H,0.954
2011,600376,H,0.934
2006,600377,H,0.99
2007,600377,H,0.839
2008,600377,H,0.976
2009,600377,H,0.927
2010,600377,H,0.961
2011,600377,H,1
2012,600377,H,1
2013,600377,H,0.997
2014,600377,H,
2015,600377,H,0.961
2016,600377,H,0.975
2006,600379,E,0.958
2007,600379,E,1
2008,600379,E,1
2009,600379,E,0.966
2010,600379,E,1
2011,600379,E,1
2012,600379,E,1
2013,600379,E,1
2014,600379,E,
2015,600379,E,1
2016,600379,E,1
2006,600381,M,0.85
2007,600381,M,0.883
2008,600381,M,0.807
2009,600381,M,0.882
2010,600381,M,0.949
2011,600381,M,1
2012,600381,M,0.978
2013,600381,M,0.977
2014,600381,M,
2015,600381,M,0.932
2016,600381,M,0.915
2006,600382,E,0.958
2007,600382,E,1
2008,600382,E,0.979
2009,600382,E,1
2010,600382,E,1
2011,600382,E,1
2012,600382,E,1
2013,600382,E,1
2014,600382,E,
2015,600382,E,0.979
2016,600382,E,0.996
2008,600383,E,1
2009,600383,E,1
2010,600383,E,1
2011,600383,E,1
2012,600383,E,1
2013,600383,E,1
2014,600383,E,
2015,600383,E,1
2016,600383,E,1
2006,600384,E,1
2007,600384,E,0.964
2008,600384,E,0.964
2009,600384,E,1
2010,600384,E,1
2011,600384,E,1
2012,600384,E,1
2013,600384,E,1
2014,600384,E,
2015,600384,E,1
2016,600384,E,1
2006,600385,E,1
2007,600385,E,1
2008,600385,E,1
2009,600385,E,0.989
2010,600385,E,1
2011,600385,E,1
2012,600385,E,1
2013,600385,E,1
2014,600385,E,
2015,600385,E,1
2016,600385,E,1
2006,600386,T,0.993
2007,600386,T,1
2008,600386,T,0.898
2009,600386,T,0.969
2010,600386,T,0.963
2011,600386,T,0.977
2012,600386,T,0.98
2013,600386,T,0.986
2014,600386,T,
2015,600386,T,0.882
2016,600386,T,1
2009,600392,E,1
2010,600392,E,1
2011,600392,E,1
2012,600392,E,1
2013,600392,E,1
2014,600392,E,
2015,600392,E,0.993
2016,600392,E,1
2006,600393,E,0.966
2007,600393,E,1
2008,600393,E,1
2009,600393,E,1
2010,600393,E,1
2011,600393,E,
2006,600394,M,0.973
2007,600394,M,0.914
2008,600394,M,0.946
2009,600394,M,1
2010,600394,M,0.963
2011,600394,M,1
2012,600394,M,1
2013,600394,M,1
2014,600394,M,
2015,600394,M,1
2016,600394,M,1
2006,600396,H,0.897
2007,600396,H,0.884
2008,600396,H,0.82
2009,600396,,
2013,600397,H,0.958
2014,600397,H,
2015,600397,H,0.889
2016,600397,H,0.979
2006,600398,E,1
2007,600398,E,0.949
2008,600398,E,1
2009,600398,E,1
2010,600398,E,1
2011,600398,E,1
2012,600398,E,1
2013,600398,E,1
2014,600398,E,
2015,600398,E,1
2016,600398,E,1
2006,600399,M,0.978
2007,600399,M,0.902
2008,600399,M,0.906
2009,600399,M,0.909
2010,600399,M,0.955
2011,600399,M,1
2012,600399,M,1
2013,600399,M,0.956
2014,600399,M,
2015,600399,M,1
2016,600399,M,0.959
2006,600405,H,0.971
2007,600405,H,0.95
2008,600405,H,0.958
2009,600405,H,0.912
2010,600405,H,0.953
2011,600405,H,1
2012,600405,H,0.96
2013,600405,H,0.9
2014,600405,H,
2015,600405,H,0.88
2016,600405,H,1
2006,600406,E,1
2007,600406,E,1
2008,600406,E,1
2009,600406,E,1
2010,600406,E,1
2011,600406,E,1
2012,600406,E,1
2013,600406,E,1
2014,600406,E,
2015,600406,E,1
2016,600406,E,1
2016,600408,E,1
2016,600409,E,1
2006,600410,E,0.978
2007,600410,E,1
2008,600410,E,1
2009,600410,E,1
2010,600410,E,0.994
2011,600410,E,1
2012,600410,E,1
2013,600410,E,1
2014,600410,E,
2015,600410,E,1
2016,600410,E,1
2007,600411,E,0.977
2008,600411,E,1
2009,600411,E,1
2010,600411,E,1
2011,600411,E,1
2012,600411,E,1
2013,600411,E,1
2014,600411,E,
2015,600411,E,1
2016,600411,E,1
2006,600412,E,1
2007,600412,E,1
2008,600412,E,1
2009,600412,E,1
2010,600412,E,0.956
2011,600412,E,1
2012,600412,E,1
2013,600412,E,1
2014,600412,E,
2015,600412,E,1
2016,600412,E,0.963
2006,600413,E,0.786
2007,600413,E,0.8
2008,600413,E,0.846
2009,600413,E,1
2010,600413,E,1
2011,600413,E,
2012,600413,E,0.933
2013,600413,E,1
2014,600413,E,
2015,600413,E,0.824
2016,600413,E,1
2006,600414,E,1
2007,600414,E,1
2008,600414,E,1
2009,600414,E,1
2010,600414,E,1
2011,600414,E,1
2012,600414,E,1
2013,600414,E,1
2014,600414,E,
2015,600414,E,0.931
2016,600414,E,0.969
2006,600415,H,0.959
2007,600415,H,0.882
2008,600415,H,0.887
2009,600415,H,0.951
2010,600415,H,0.874
2011,600415,H,0.983
2012,600415,H,0.989
2013,600415,H,0.979
2014,600415,H,
2015,600415,H,1
2016,600415,H,0.965
2006,600416,E,0.905
2007,600416,E,0.977
2008,600416,E,1
2009,600416,E,1
2010,600416,E,1
2011,600416,E,1
2012,600416,E,1
2013,600416,E,1
2014,600416,E,
2015,600416,E,1
2016,600416,E,0.956
2009,600418,E,1
2010,600418,E,1
2011,600418,E,1
2012,600418,E,1
2013,600418,E,1
2014,600418,E,
2015,600418,E,0.964
2016,600418,E,1
2006,600420,E,1
2007,600420,E,0.952
2008,600420,E,0.977
2009,600420,E,1
2010,600420,E,1
2011,600420,E,1
2012,600420,E,1
2013,600420,E,1
2014,600420,E,
2015,600420,E,1
2016,600420,E,1
2006,600422,E,1
2007,600422,E,1
2008,600422,E,1
2009,600422,E,1
2010,600422,E,1
2011,600422,E,1
2012,600422,E,1
2013,600422,E,1
2014,600422,E,
2015,600422,E,1
2016,600422,E,1
2006,600424,E,1
2007,600424,E,0.977
2008,600424,E,1
2009,600424,E,1
2010,600424,E,1
2011,600424,E,1
2012,600424,E,1
2013,600424,E,1
2014,600424,E,
2015,600424,E,0.987
2016,600424,E,0.98
2006,600426,H,0.93
2007,600426,H,0.889
2008,600426,H,0.982
2009,600426,H,0.964
2010,600426,H,0.951
2011,600426,H,0.992
2012,600426,H,0.997
2013,600426,H,1
2014,600426,H,
2015,600426,H,0.954
2016,600426,H,0.997
2006,600427,E,1
2007,600427,E,1
2008,600427,E,0.968
2009,600427,E,1
2010,600427,E,1
2011,600427,E,1
2006,600428,M,0.884
2007,600428,M,0.932
2008,600428,M,0.881
2009,600428,M,0.935
2010,600428,M,0.954
2011,600428,M,1
2012,600428,M,1
2013,600428,M,0.995
2014,600428,M,
2015,600428,M,0.966
2016,600428,M,0.971
2006,600429,E,0.976
2007,600429,E,0.974
2008,600429,E,0.971
2009,600429,E,1
2010,600429,E,1
2011,600429,E,1
2012,600429,I,1
2013,600429,I,1
2014,600429,I,
2015,600429,I,1
2016,600429,I,1
2006,600431,M,0.979
2007,600431,M,0.949
2008,600431,M,0.924
2009,600431,M,0.972
2010,600431,M,0.993
2011,600431,M,0.962
2012,600431,M,1
2013,600431,M,1
2014,600431,M,
2015,600431,M,1
2016,600431,M,1
2006,600432,E,0.972
2007,600432,E,0.974
2008,600432,E,0.977
2009,600432,E,0.981
2010,600432,E,0.962
2011,600432,E,1
2012,600432,E,1
2013,600432,E,1
2014,600432,E,
2015,600432,E,0.984
2016,600432,E,1
2007,600433,E,0.969
2008,600433,E,0.975
2009,600433,E,1
2010,600433,E,1
2011,600433,E,1
2012,600433,E,1
2013,600433,E,1
2014,600433,E,
2015,600433,E,0.957
2016,600433,E,0.979
2006,600434,M,1
2007,600434,M,0.858
2008,600434,M,0.903
2009,600434,M,0.968
2010,600434,M,0.971
2011,600434,M,1
2012,600434,M,0.968
2013,600434,M,0.969
2014,600434,M,
2015,600434,M,1
2016,600434,M,1
2015,600435,E,0.8
2016,600435,E,0.889
2006,600436,E,1
2007,600436,E,1
2008,600436,E,1
2009,600436,E,1
2010,600436,E,1
2011,600436,E,1
2012,600436,E,1
2013,600436,E,1
2014,600436,E,
2015,600436,E,0.989
2016,600436,E,0.97
2009,600437,E,1
2010,600437,E,1
2011,600437,E,1
2012,600437,E,1
2013,600437,E,1
2014,600437,E,
2015,600437,E,0.905
2016,600437,E,0.954
2006,600438,E,1
2007,600438,E,1
2008,600438,E,1
2009,600438,E,1
2010,600438,E,0.967
2011,600438,E,0.97
2012,600438,E,0.971
2013,600438,E,1
2014,600438,E,
2015,600438,E,1
2016,600438,E,1
2006,600439,T,0.958
2007,600439,T,0.812
2008,600439,A,0.625
2009,600439,A,0.828
2010,600439,A,0.724
2011,600439,A,0.797
2012,600439,A,0.94
2013,600439,A,0.893
2014,600439,A,
2015,600439,A,0.975
2016,600439,A,1
2006,600440,E,0.974
2007,600440,E,0.975
2008,600440,E,1
2009,600440,E,1
2010,600440,E,1
2011,600440,E,1
2012,600440,E,1
2013,600440,E,1
2014,600440,E,
2015,600440,E,1
2016,600440,E,1
2006,600441,E,1
2007,600441,E,1
2008,600441,E,1
2009,600441,E,1
2010,600441,E,1
2011,600441,E,1
2006,600442,E,0.999
2007,600442,E,0.98
2008,600442,E,1
2009,600442,E,1
2010,600442,E,1
2011,600442,E,1
2012,600442,E,1
2013,600442,E,1
2014,600442,E,
2015,600442,E,0.983
2016,600442,E,0.983
2015,600443,H,1
2016,600443,H,1
2006,600444,E,0.968
2007,600444,E,1
2008,600444,E,1
2009,600444,E,1
2010,600444,E,0.942
2011,600444,E,1
2012,600444,E,1
2013,600444,E,1
2014,600444,E,
2015,600444,E,0.954
2016,600444,E,0.982
2008,600445,H,0.905
2009,600445,H,0.913
2010,600445,H,0.954
2011,600445,H,0.952
2012,600445,H,0.981
2013,600445,H,1
2014,600445,H,
2015,600445,H,0.951
2016,600445,H,0.917
2006,600446,E,0.957
2007,600446,E,0.96
2008,600446,E,1
2009,600446,E,1
2010,600446,E,1
2011,600446,E,1
2012,600446,E,1
2013,600446,E,0.979
2014,600446,E,
2015,600446,E,0.993
2016,600446,E,0.972
2006,600447,E,1
2007,600447,E,0.996
2008,600447,E,1
2009,600447,E,1
2010,600447,E,1
2011,600447,E,1
2012,600447,E,1
2013,600447,E,1
2014,600447,E,
2015,600447,E,1
2016,600447,E,1
2006,600448,M,0.824
2007,600448,M,0.969
2008,600448,M,0.933
2009,600448,M,0.952
2010,600448,M,1
2011,600448,M,0.978
2012,600448,M,0.952
2013,600448,M,1
2014,600448,M,
2015,600448,M,0.919
2016,600448,M,0.94
2006,600449,E,1
2007,600449,E,1
2008,600449,E,1
2009,600449,E,1
2010,600449,E,1
2011,600449,E,1
2012,600449,E,1
2013,600449,E,1
2014,600449,E,
2015,600449,E,1
2016,600449,E,1
2006,600450,M,0.859
2007,600450,M,0.872
2008,600450,M,0.919
2009,600450,M,0.966
2010,600450,M,0.961
2011,600450,M,0.966
2012,600450,M,1
2013,600450,M,1
2014,600450,M,
2015,600450,M,1
2016,600450,M,1
2006,600451,E,0.979
2007,600451,E,1
2008,600451,E,0.979
2009,600451,E,0.996
2010,600451,E,0.992
2011,600451,E,1
2012,600451,E,1
2013,600451,E,1
2014,600451,E,
2015,600451,E,1
2016,600451,E,1
2006,600453,E,0.936
2007,600453,E,1
2008,600453,E,1
2009,600453,E,1
2010,600453,E,1
2011,600453,E,1
2012,600453,E,1
2013,600453,E,1
2014,600453,E,
2015,600453,E,1
2016,600453,E,1
2006,600454,A,1
2007,600454,A,1
2008,600454,A,0.321
2009,600454,A,0.367
2010,600454,H,0.857
2011,600454,H,1
2012,600454,,1
2013,600454,,1
2014,600454,A,
2015,600454,A,0.953
2016,600454,A,1
2006,600455,M,0.863
2007,600455,M,0.915
2008,600455,M,0.977
2009,600455,M,0.953
2010,600455,M,0.989
2011,600455,M,0.985
2012,600455,M,0.997
2013,600455,M,0.997
2014,600455,M,
2015,600455,M,1
2016,600455,M,1
2011,600457,H,0.99
2012,600457,H,1
2013,600457,H,0.998
2014,600457,H,
2015,600457,H,0.924
2016,600457,H,0.985
2006,600459,E,1
2007,600459,E,1
2008,600459,E,1
2009,600459,E,1
2010,600459,E,1
2011,600459,E,1
2012,600459,E,1
2013,600459,E,1
2014,600459,E,
2015,600459,E,0.934
2016,600459,E,1
2006,600461,T,1
2007,600461,T,0.444
2008,600461,T,0.769
2009,600461,A,0.444
2010,600461,H,0.417
2011,600461,H,0.76
2012,600461,,0.848
2013,600461,,0.704
2014,600461,A,
2015,600461,A,0.719
2016,600461,A,0.731
2006,600462,E,1
2007,600462,E,1
2008,600462,E,1
2009,600462,E,1
2010,600462,E,1
2011,600462,E,1
2012,600462,E,1
2013,600462,E,1
2014,600462,E,
2015,600462,I,1
2016,600462,I,0.917
2010,600463,E,1
2011,600463,E,1
2012,600463,E,1
2013,600463,E,1
2014,600463,E,
2015,600463,E,1
2016,600463,E,0.97
2006,600464,E,1
2007,600464,E,1
2008,600464,E,0.973
2009,600464,E,1
2010,600464,E,1
2011,600464,E,1
2012,600464,E,1
2013,600464,E,1
2014,600464,E,
2015,600464,E,1
2016,600464,E,0.969
2006,600466,H,0.98
2007,600466,H,0.915
2008,600466,H,0.884
2009,600466,H,0.936
2010,600466,H,0.934
2011,600466,H,0.989
2012,600466,H,0.998
2013,600466,H,0.995
2014,600466,H,
2015,600466,H,0.92
2016,600466,H,0.965
2006,600468,E,0.966
2007,600468,E,0.983
2008,600468,E,1
2009,600468,E,1
2010,600468,E,1
2011,600468,E,1
2012,600468,E,1
2013,600468,E,1
2014,600468,E,
2015,600468,E,1
2016,600468,E,1
2006,600471,E,1
2007,600471,E,1
2008,600471,E,1
2009,600471,E,1
2010,600471,E,1
2011,600471,E,1
2012,600471,E,1
2013,600471,E,1
2014,600471,E,
2015,600471,E,0.972
2016,600471,E,1
2012,600473,H,
2006,600474,E,0.977
2007,600474,E,1
2008,600474,E,1
2009,600474,E,0.991
2010,600474,E,1
2011,600474,E,1
2012,600474,E,1
2013,600474,E,1
2014,600474,E,
2015,600474,E,1
2016,600474,E,1
2006,600478,E,0.974
2007,600478,E,1
2008,600478,E,1
2009,600478,E,0.952
2010,600478,E,1
2011,600478,E,1
2012,600478,E,0.973
2013,600478,E,0.975
2014,600478,E,
2015,600478,E,1
2016,600478,E,0.974
2006,600479,M,0.924
2007,600479,M,0.864
2008,600479,M,0.986
2009,600479,M,0.948
2010,600479,M,0.898
2011,600479,M,0.971
2012,600479,M,0.961
2013,600479,M,1
2014,600479,M,
2015,600479,M,0.944
2016,600479,M,1
2006,600480,H,0.972
2007,600480,H,0.936
2008,600480,H,0.943
2009,600480,H,0.991
2010,600480,H,0.968
2011,600480,H,0.984
2012,600480,H,0.987
2013,600480,H,0.978
2014,600480,H,
2015,600480,H,0.951
2016,600480,H,0.936
2006,600481,M,0.948
2007,600481,M,0.932
2008,600481,M,0.932
2009,600481,M,0.992
2010,600481,M,0.957
2011,600481,M,1
2012,600481,M,0.98
2013,600481,M,0.978
2014,600481,M,
2015,600481,M,0.917
2016,600481,M,0.966
2006,600482,T,0.98
2007,600482,T,0.816
2008,600482,T,0.729
2009,600482,T,0.932
2010,600482,T,0.945
2011,600482,T,0.994
2012,600482,T,0.996
2013,600482,T,1
2014,600482,T,
2015,600482,T,0.958
2016,600482,T,1
2016,600484,E,1
2006,600485,E,1
2007,600485,E,1
2008,600485,E,1
2009,600485,E,1
2010,600485,E,1
2011,600485,E,1
2012,600485,E,1
2013,600485,E,1
2014,600485,E,
2015,600485,E,0.997
2016,600485,E,0.97
2006,600487,E,0.929
2007,600487,E,0.964
2008,600487,E,0.969
2009,600487,E,0.971
2010,600487,E,0.967
2011,600487,E,1
2006,600488,E,0.591
2007,600488,E,1
2008,600488,E,0.8
2009,600488,E,0.895
2010,600488,E,1
2011,600488,E,0.995
2012,600488,I,1
2013,600488,I,1
2014,600488,I,
2015,600488,I,0.987
2016,600488,I,0.989
2006,600489,E,1
2007,600489,E,1
2008,600489,E,1
2009,600489,E,1
2010,600489,E,1
2011,600489,E,1
2012,600489,I,1
2013,600489,I,1
2014,600489,I,
2015,600489,I,0.972
2016,600489,I,0.921
2006,600490,H,0.971
2007,600490,H,
2008,600490,H,
2006,600491,E,1
2007,600491,E,1
2008,600491,E,1
2009,600491,E,1
2010,600491,E,1
2011,600491,E,1
2012,600491,E,1
2013,600491,E,1
2014,600491,E,
2015,600491,E,0.932
2016,600491,E,1
2006,600492,E,1
2007,600492,E,1
2008,600492,E,1
2009,600492,E,0.964
2010,600492,E,0.974
2011,600492,E,1
2012,600492,E,1
2013,600492,E,1
2014,600492,E,
2015,600492,E,1
2016,600492,E,1
2015,600493,E,1
2016,600493,E,0.961
2006,600494,E,0.954
2007,600494,E,0.978
2008,600494,E,0.98
2009,600494,E,0.98
2010,600494,E,1
2011,600494,E,0.968
2012,600494,E,1
2013,600494,E,1
2014,600494,E,
2015,600494,E,0.94
2016,600494,E,1
2006,600495,E,0.966
2007,600495,E,1
2008,600495,E,1
2009,600495,E,0.933
2010,600495,E,1
2011,600495,E,1
2006,600496,H,0.982
2007,600496,H,0.911
2008,600496,H,0.849
2009,600496,H,0.87
2010,600496,H,1
2011,600496,H,0.973
2012,600496,H,0.984
2013,600496,H,0.988
2014,600496,H,
2015,600496,H,0.99
2016,600496,H,0.985
2006,600497,M,0.836
2007,600497,M,0.902
2008,600497,M,0.93
2009,600497,M,0.957
2010,600497,M,1
2011,600497,M,1
2012,600497,M,1
2013,600497,M,1
2014,600497,M,
2015,600497,M,0.995
2016,600497,M,1
2007,600498,H,1
2008,600498,H,0.917
2009,600498,H,1
2010,600498,H,1
2011,600498,H,1
2012,600498,H,1
2013,600498,H,1
2014,600498,H,
2015,600498,H,1
2016,600498,H,0.974
2006,600500,E,1
2007,600500,E,1
2008,600500,E,1
2009,600500,E,1
2010,600500,E,1
2011,600500,E,1
2012,600500,E,1
2013,600500,E,1
2014,600500,E,
2015,600500,E,1
2016,600500,E,1
2006,600501,E,1
2007,600501,E,1
2008,600501,E,1
2009,600501,E,1
2010,600501,E,1
2011,600501,E,1
2012,600501,E,1
2013,600501,E,1
2014,600501,E,
2015,600501,E,0.985
2016,600501,E,1
2006,600503,E,1
2007,600503,E,0.951
2008,600503,E,1
2009,600503,E,1
2010,600503,E,1
2011,600503,E,1
2012,600503,E,1
2013,600503,E,1
2014,600503,E,
2015,600503,E,0.982
2016,600503,E,1
2006,600507,E,0.973
2007,600507,E,1
2008,600507,E,0.973
2009,600507,E,1
2010,600507,E,1
2011,600507,E,1
2012,600507,E,1
2013,600507,E,1
2014,600507,E,
2015,600507,E,1
2016,600507,E,1
2006,600508,H,0.995
2007,600508,H,0.927
2008,600508,H,0.901
2009,600508,H,0.972
2010,600508,H,0.957
2011,600508,H,1
2012,600508,H,1
2013,600508,H,0.994
2014,600508,H,
2015,600508,H,1
2016,600508,H,0.972
2006,600509,M,0.984
2007,600509,M,0.928
2008,600509,M,0.877
2009,600509,M,0.927
2010,600509,M,0.921
2011,600509,M,1
2012,600509,M,0.962
2013,600509,M,1
2014,600509,M,
2015,600509,M,0.911
2016,600509,M,1
2006,600512,E,1
2007,600512,E,1
2008,600512,E,1
2009,600512,E,0.969
2010,600512,E,0.974
2011,600512,E,1
2012,600512,E,1
2013,600512,E,1
2014,600512,E,
2015,600512,E,1
2016,600512,E,1
2006,600513,M,0.981
2007,600513,M,0.89
2008,600513,M,0.906
