year,agency_code,home_lea,pct_enrolled,subgroup,masking
2018,13D000,130LEA,7.4,MU7,
2018,160000,160LEA,12.7,SWD,
2018,160000,160LEA,41.8,EDS,
2018,160000,160LEA,5.7,BL7,
2018,160000,160LEA,5,AM7,2
2018,160000,160LEA,5,AS7,2
2018,160000,160LEA,5,ELS,2
2018,160000,160LEA,5,PI7,2
2018,160000,160LEA,6.3,MU7,
2018,160000,160LEA,76.8,WH7,
2018,160000,160LEA,9.3,HI7,
2018,16B000,160LEA,5,AM7,2
2018,16B000,160LEA,5,AS7,2
2018,16B000,160LEA,5,BL7,2
2018,16B000,160LEA,5,EDS,2
2018,16B000,160LEA,5,ELS,2
2018,16B000,160LEA,5,HI7,2
2018,16B000,160LEA,5,PI7,2
2018,16B000,160LEA,7.4,SWD,
2018,16B000,160LEA,84.2,WH7,
2018,16B000,160LEA,8.4,MU7,
2018,190000,190LEA,10.8,ELS,
2018,190000,190LEA,11.7,BL7,
2018,190000,190LEA,12.2,SWD,
2018,190000,190LEA,31.4,HI7,
2018,190000,190LEA,47.4,EDS,
2018,190000,190LEA,50.9,WH7,
2018,190000,190LEA,5,AM7,2
2018,190000,190LEA,5,AS7,2
2018,190000,190LEA,5,MU7,2
2018,190000,190LEA,5,PI7,2
2018,19A000,190LEA,10.6,BL7,
2018,19A000,190LEA,5.8,MU7,
2018,19A000,190LEA,5,AM7,2
2018,19A000,190LEA,5,AS7,2
2018,19A000,190LEA,5,EDS,2
2018,19A000,190LEA,5,ELS,2
2018,19A000,190LEA,5,HI7,2
2018,19A000,190LEA,5,PI7,2
2018,19A000,190LEA,78.9,WH7,
2018,19A000,190LEA,7.9,SWD,
2018,19B000,190LEA,11.2,SWD,
2018,19B000,190LEA,5,AM7,2
2018,19B000,190LEA,5,AS7,2
2018,19B000,190LEA,5,BL7,2
2018,19B000,190LEA,5,EDS,2
2018,19B000,190LEA,5,ELS,2
2018,19B000,190LEA,5,MU7,2
2018,19B000,190LEA,5,PI7,2
2018,19B000,190LEA,6.5,HI7,
2018,19B000,190LEA,82.2,WH7,
2018,19C000,190LEA,16,SWD,
2018,19C000,190LEA,5,AM7,2
2018,19C000,190LEA,5,AS7,2
2018,19C000,190LEA,5,BL7,2
2018,19C000,190LEA,5,EDS,2
2018,19C000,190LEA,5,ELS,2
2018,19C000,190LEA,5,PI7,2
2018,19C000,190LEA,6.3,HI7,
2018,19C000,190LEA,80.1,WH7,
2018,19C000,190LEA,8.7,MU7,
2018,200000,200LEA,15.8,SWD,
2018,200000,200LEA,40.8,EDS,
2018,200000,200LEA,5,AM7,2
2018,200000,200LEA,5,AS7,2
2018,200000,200LEA,5,BL7,2
2018,200000,200LEA,5,ELS,2
2018,200000,200LEA,5,MU7,2
2018,200000,200LEA,5,PI7,2
2018,200000,200LEA,6.1,HI7,
2018,200000,200LEA,85.7,WH7,
2018,20A000,200LEA,22.2,SWD,
2018,20A000,200LEA,30.3,EDS,
2018,20A000,200LEA,5,AM7,2
2018,20A000,200LEA,5,AS7,2
2018,20A000,200LEA,5,BL7,2
2018,20A000,200LEA,5,ELS,2
2018,20A000,200LEA,5,MU7,2
2018,20A000,200LEA,5,PI7,2
2018,20A000,200LEA,7,HI7,
2018,20A000,200LEA,84.3,WH7,
2018,230000,230LEA,14.8,SWD,
2018,230000,230LEA,27.6,BL7,
2018,230000,230LEA,54.6,EDS,
2018,230000,230LEA,5.6,MU7,
2018,230000,230LEA,59.7,WH7,
2018,230000,230LEA,5,AM7,2
2018,230000,230LEA,5,AS7,2
2018,230000,230LEA,5,ELS,2
2018,230000,230LEA,5,PI7,2
2018,230000,230LEA,6.2,HI7,
2018,23A000,230LEA,10.6,BL7,
2018,23A000,230LEA,5.7,HI7,
2018,23A000,230LEA,5,AM7,2
2018,23A000,230LEA,5,AS7,2
2018,23A000,230LEA,5,EDS,2
2018,23A000,230LEA,5,ELS,2
2018,23A000,230LEA,5,MU7,2
2018,23A000,230LEA,5,PI7,2
2018,23A000,230LEA,6.6,SWD,
2018,23A000,230LEA,77.8,WH7,
2018,240000,240LEA,10.6,HI7,
2018,240000,240LEA,12.7,SWD,
2018,240000,240LEA,30.6,BL7,
2018,240000,240LEA,44.7,EDS,
2018,240000,240LEA,50.8,WH7,
2018,240000,240LEA,5,AM7,
2018,240000,240LEA,5,AS7,2
2018,240000,240LEA,5,ELS,2
2018,240000,240LEA,5,MU7,2
2018,240000,240LEA,5,PI7,2
2018,241000,241LEA,10.7,HI7,
2018,241000,241LEA,12.4,SWD,
2018,241000,241LEA,38.4,WH7,
2018,241000,241LEA,42.9,BL7,
2018,241000,241LEA,50.4,EDS,
2018,241000,241LEA,5,AM7,2
2018,241000,241LEA,5,AS7,2
2018,241000,241LEA,5,ELS,2
2018,241000,241LEA,5,PI7,2
2018,241000,241LEA,6.5,MU7,
2018,24B000,240LEA,11.5,HI7,
2018,24B000,240LEA,16.3,MU7,
2018,24B000,240LEA,19.2,SWD,
2018,24B000,240LEA,22.1,BL7,
2018,24B000,240LEA,47.1,WH7,
2018,24B000,240LEA,5,AM7,2
2018,24B000,240LEA,5,AS7,2
2018,24B000,240LEA,5,EDS,2
2018,24B000,240LEA,5,ELS,2
2018,24B000,240LEA,5,PI7,2
2018,24N000,241LEA,11,SWD,
2018,24N000,241LEA,21.9,BL7,
2018,24N000,241LEA,43.6,EDS,
2018,24N000,241LEA,5,AM7,
2018,24N000,241LEA,5,AS7,2
2018,24N000,241LEA,5,ELS,2
2018,24N000,241LEA,5,HI7,2
2018,24N000,241LEA,5,MU7,2
2018,24N000,241LEA,5,PI7,2
2018,24N000,241LEA,64.5,WH7,
2018,260000,260LEA,13.3,SWD,
2018,260000,260LEA,13.8,HI7,
2018,260000,260LEA,28.8,WH7,
2018,260000,260LEA,45,BL7,
2018,260000,260LEA,50.2,EDS,
2018,260000,260LEA,5,AM7,2
2018,260000,260LEA,5,AS7,2
2018,260000,260LEA,5,ELS,2
2018,260000,260LEA,5,PI7,2
2018,260000,260LEA,8.5,MU7,
2018,26B000,260LEA,14.4,WH7,
2018,26B000,260LEA,14.9,HI7,
2018,26B000,260LEA,5.7,SWD,
2018,26B000,260LEA,5,AM7,2
2018,26B000,260LEA,5,AS7,2
2018,26B000,260LEA,5,EDS,2
2018,26B000,260LEA,5,ELS,2
2018,26B000,260LEA,5,MU7,2
2018,26B000,260LEA,5,PI7,2
2018,26B000,260LEA,64.1,BL7,
2018,26C000,260LEA,12.9,HI7,
2018,26C000,260LEA,13.2,MU7,
2018,26C000,260LEA,34.4,BL7,
2018,26C000,260LEA,38.8,WH7,
2018,26C000,260LEA,48,EDS,
2018,26C000,260LEA,5,AM7,2
2018,26C000,260LEA,5,AS7,2
2018,26C000,260LEA,5,ELS,2
2018,26C000,260LEA,5,PI7,2
2018,26C000,260LEA,5,SWD,2
2018,270000,270LEA,12,SWD,
2018,270000,270LEA,31.2,EDS,
2018,270000,270LEA,5.8,HI7,
2018,270000,270LEA,5,AM7,2
2018,270000,270LEA,5,AS7,2
2018,270000,270LEA,5,BL7,2
2018,270000,270LEA,5,ELS,2
2018,270000,270LEA,5,PI7,2
2018,270000,270LEA,80.3,WH7,
2018,270000,270LEA,8.5,MU7,
2018,27A000,270LEA,11.8,ELS,
2018,27A000,270LEA,5.9,BL7,
2018,27A000,270LEA,5.9,HI7,
2018,27A000,270LEA,5.9,SWD,
2018,27A000,270LEA,5,AM7,2
2018,27A000,270LEA,5,AS7,2
2018,27A000,270LEA,5,EDS,2
2018,27A000,270LEA,5,MU7,2
2018,27A000,270LEA,5,PI7,2
2018,27A000,270LEA,82.4,WH7,
2018,320000,320LEA,13,SWD,
2018,320000,320LEA,14.7,ELS,
2018,320000,320LEA,18.9,WH7,
2018,320000,320LEA,30.7,HI7,
2018,320000,320LEA,44.5,BL7,
2018,320000,320LEA,54,EDS,
2018,320000,320LEA,5,AM7,2
2018,320000,320LEA,5,AS7,2
2018,320000,320LEA,5,MU7,2
2018,320000,320LEA,5,PI7,2
2018,32A000,320LEA,24.6,ELS,
2018,32A000,320LEA,38.6,BL7,
2018,32A000,320LEA,57.8,HI7,
2018,32A000,320LEA,5,AM7,2
2018,32A000,320LEA,5,AS7,2
2018,32A000,320LEA,5,MU7,2
2018,32A000,320LEA,5,PI7,2
2018,32A000,320LEA,5,WH7,2
2018,32A000,320LEA,8.5,SWD,
2018,32A000,320LEA,95,EDS,1
2018,32B000,320LEA,12.1,SWD,
2018,32B000,320LEA,21.7,HI7,
2018,32B000,320LEA,5,AM7,2
2018,32B000,320LEA,5,AS7,2
2018,32B000,320LEA,5,MU7,2
2018,32B000,320LEA,5,PI7,2
2018,32B000,320LEA,5,WH7,2
2018,32B000,320LEA,65,EDS,
2018,32B000,320LEA,75.5,BL7,
2018,32B000,320LEA,9,ELS,
2018,32C000,320LEA,12.6,HI7,
2018,32C000,320LEA,5,AM7,2
2018,32C000,320LEA,5,AS7,2
2018,32C000,320LEA,5,MU7,2
2018,32C000,320LEA,5,PI7,2
2018,32C000,320LEA,5,WH7,2
2018,32C000,320LEA,84.5,BL7,
2018,32C000,320LEA,92.5,EDS,
2018,32C000,320LEA,9.2,ELS,
2018,32C000,320LEA,9.2,SWD,
2018,32D000,320LEA,11.8,SWD,
2018,32D000,320LEA,14.7,EDS,
2018,32D000,320LEA,16.3,HI7,
2018,32D000,320LEA,21.9,WH7,
2018,32D000,320LEA,50.2,BL7,
2018,32D000,320LEA,5.8,ELS,
2018,32D000,320LEA,5,AM7,2
2018,32D000,320LEA,5,AS7,2
2018,32D000,320LEA,5,PI7,2
2018,32D000,320LEA,7.2,MU7,
2018,32H000,320LEA,20.5,HI7,
2018,32H000,320LEA,32.5,EDS,
2018,32H000,320LEA,5,AM7,2
2018,32H000,320LEA,5,AS7,2
2018,32H000,320LEA,5,MU7,2
2018,32H000,320LEA,5,PI7,2
2018,32H000,320LEA,5,WH7,2
2018,32H000,320LEA,71.8,BL7,
2018,32H000,320LEA,8.2,SWD,
2018,32H000,320LEA,8.6,ELS,
2018,32K000,320LEA,10,HI7,
2018,32K000,320LEA,16.3,SWD,
2018,32K000,320LEA,24.7,BL7,
2018,32K000,320LEA,24.7,EDS,
2018,32K000,320LEA,53.5,WH7,
2018,32K000,320LEA,5,AM7,2
2018,32K000,320LEA,5,AS7,2
2018,32K000,320LEA,5,ELS,2
2018,32K000,320LEA,5,PI7,2
2018,32K000,320LEA,9,MU7,
2018,32L000,320LEA,14.5,SWD,
2018,32L000,320LEA,23.4,BL7,
2018,32L000,320LEA,5.3,MU7,
2018,32L000,320LEA,5.6,HI7,
2018,32L000,320LEA,5,AM7,2
2018,32L000,320LEA,5,AS7,2
2018,32L000,320LEA,5,EDS,2
2018,32L000,320LEA,5,ELS,2
2018,32L000,320LEA,5,PI7,2
2018,32L000,320LEA,61.6,WH7,
2018,32M000,320LEA,13.7,SWD,
2018,32M000,320LEA,17.9,ELS,
2018,32M000,320LEA,39.5,HI7,
2018,32M000,320LEA,58.4,BL7,
2018,32M000,320LEA,5,AM7,2
2018,32M000,320LEA,5,AS7,2
2018,32M000,320LEA,5,MU7,2
2018,32M000,320LEA,5,PI7,2
2018,32M000,320LEA,5,WH7,2
2018,32M000,320LEA,83.7,EDS,
2018,32N000,320LEA,13.6,AS7,
2018,32N000,320LEA,18.3,BL7,
2018,32N000,320LEA,54.2,WH7,
2018,32N000,320LEA,5,AM7,2
2018,32N000,320LEA,5,EDS,2
2018,32N000,320LEA,5,ELS,2
2018,32N000,320LEA,5,PI7,2
2018,32N000,320LEA,6.6,MU7,
2018,32N000,320LEA,6.8,SWD,
2018,32N000,320LEA,7.2,HI7,
2018,32P000,320LEA,10.9,SWD,
2018,32P000,320LEA,15,ELS,
2018,32P000,320LEA,26.3,HI7,
2018,32P000,320LEA,5,AM7,2
2018,32P000,320LEA,5,AS7,2
2018,32P000,320LEA,5,EDS,2
2018,32P000,320LEA,5,MU7,2
2018,32P000,320LEA,5,PI7,2
2018,32P000,320LEA,5,WH7,2
2018,32P000,320LEA,68,BL7,
2018,32Q000,320LEA,33,ELS,
2018,32Q000,320LEA,37.9,BL7,
2018,32Q000,320LEA,5,AM7,2
2018,32Q000,320LEA,5,AS7,2
2018,32Q000,320LEA,5,EDS,2
2018,32Q000,320LEA,5,MU7,2
2018,32Q000,320LEA,5,PI7,2
2018,32Q000,320LEA,5,SWD,2
2018,32Q000,320LEA,5,WH7,2
2018,32Q000,320LEA,60.5,HI7,
2018,32R000,320LEA,10.9,HI7,
2018,32R000,320LEA,23.6,BL7,
2018,32R000,320LEA,54.7,WH7,
2018,32R000,320LEA,5,AM7,2
2018,32R000,320LEA,5,AS7,2
2018,32R000,320LEA,5,EDS,2
2018,32R000,320LEA,5,ELS,2
2018,32R000,320LEA,5,PI7,2
2018,32R000,320LEA,9.2,MU7,
2018,32R000,320LEA,9.2,SWD,
2018,32S000,320LEA,12.6,SWD,
2018,32S000,320LEA,32.8,ELS,
2018,32S000,320LEA,47.4,BL7,
2018,32S000,320LEA,49.8,HI7,
2018,32S000,320LEA,5,AM7,2
2018,32S000,320LEA,5,AS7,2
2018,32S000,320LEA,5,MU7,2
2018,32S000,320LEA,5,PI7,2
2018,32S000,320LEA,5,WH7,2
2018,32S000,320LEA,63.2,EDS,
2018,330000,330LEA,11.4,HI7,
2018,330000,330LEA,13,SWD,
2018,330000,330LEA,29.7,WH7,
2018,330000,330LEA,51,EDS,
2018,330000,330LEA,55.6,BL7,
2018,330000,330LEA,5,AM7,2
2018,330000,330LEA,5,AS7,2
2018,330000,330LEA,5,ELS,2
2018,330000,330LEA,5,MU7,2
2018,330000,330LEA,5,PI7,2
2018,33A000,330LEA,10.9,HI7,
2018,33A000,330LEA,39,BL7,
2018,33A000,330LEA,46.8,WH7,
2018,33A000,330LEA,5,AM7,2
2018,33A000,330LEA,5,AS7,2
2018,33A000,330LEA,5,ELS,2
2018,33A000,330LEA,5,MU7,2
2018,33A000,330LEA,5,PI7,2
2018,33A000,330LEA,62.7,EDS,
2018,33A000,330LEA,8.6,SWD,
2018,340000,340LEA,11.7,ELS,
2018,340000,340LEA,14.1,SWD,
2018,340000,340LEA,26.3,HI7,
2018,340000,340LEA,28.9,BL7,
2018,340000,340LEA,37.8,WH7,
2018,340000,340LEA,45,EDS,
2018,340000,340LEA,5,AM7,2
2018,340000,340LEA,5,AS7,2
2018,340000,340LEA,5,MU7,2
2018,340000,340LEA,5,PI7,2
2018,34B000,340LEA,10.8,ELS,
2018,34B000,340LEA,10,SWD,
