year,agency_code,subgroup,den,pct,masking
2018,010324,AIG,24,91.7,
2018,010324,ALL,113,69.0,
2018,010324,BL7,33,54.5,
2018,010324,EDS,34,55.9,
2018,010324,FEM,39,51.3,
2018,010324,HI7,11,81.8,
2018,010324,MALE,74,78.4,
2018,010324,SWD,11,9.1,
2018,010324,WH7,64,71.9,
2018,010348,ALL,56,66.1,
2018,010348,BL7,14,57.1,
2018,010348,EDS,29,65.5,
2018,010348,FEM,26,50.0,
2018,010348,HI7,27,70.4,
2018,010348,MALE,30,80.0,
2018,010348,WH7,10,70.0,
2018,010360,AIG,16,93.8,
2018,010360,ALL,81,55.6,
2018,010360,BL7,32,46.9,
2018,010360,EDS,54,55.6,
2018,010360,ELS,13,46.2,
2018,010360,FEM,39,64.1,
2018,010360,HI7,40,60.0,
2018,010360,MALE,42,47.6,
2018,010388,AIG,42,95.0,1.0
2018,010388,ALL,180,68.3,
2018,010388,EDS,43,53.5,
2018,010388,FEM,92,68.5,
2018,010388,HI7,11,54.5,
2018,010388,MALE,88,68.2,
2018,010388,SWD,12,16.7,
2018,010388,WH7,156,71.2,
2018,010396,AIG,22,95.0,1.0
2018,010396,ALL,128,63.3,
2018,010396,BL7,47,53.2,
2018,010396,EDS,79,55.7,
2018,010396,FEM,63,58.7,
2018,010396,HI7,33,63.6,
2018,010396,MALE,65,67.7,
2018,010396,MU7,10,70.0,
2018,010396,SWD,12,66.7,
2018,010396,WH7,36,77.8,
2018,010400,AIG,28,95.0,1.0
2018,010400,ALL,144,64.6,
2018,010400,BL7,18,38.9,
2018,010400,EDS,29,55.2,
2018,010400,FEM,62,64.5,
2018,010400,HI7,15,60.0,
2018,010400,MALE,82,64.6,
2018,010400,SWD,11,9.1,
2018,010400,WH7,105,68.6,
2018,010LEA,AIG,136,95.0,1.0
2018,010LEA,ALL,706,65.0,
2018,010LEA,AS7,11,72.7,
2018,010LEA,BL7,154,50.0,
2018,010LEA,EDS,268,56.3,
2018,010LEA,ELS,38,44.7,
2018,010LEA,FEM,325,61.5,
2018,010LEA,HI7,139,64.7,
2018,010LEA,MALE,381,68.0,
2018,010LEA,MU7,25,64.0,
2018,010LEA,SWD,54,22.2,
2018,010LEA,WH7,375,70.9,
2018,020302,AIG,39,94.9,
2018,020302,ALL,202,64.4,
2018,020302,EDS,58,72.4,
2018,020302,FEM,80,71.3,
2018,020302,HI7,19,57.9,
2018,020302,MALE,122,59.8,
2018,020302,SWD,16,25.0,
2018,020302,WH7,165,68.5,
2018,020LEA,AIG,39,94.9,
2018,020LEA,ALL,202,64.4,
2018,020LEA,EDS,58,72.4,
2018,020LEA,FEM,80,71.3,
2018,020LEA,HI7,19,57.9,
2018,020LEA,MALE,122,59.8,
2018,020LEA,SWD,16,25.0,
2018,020LEA,WH7,165,68.5,
2018,030304,ALL,60,56.7,
2018,030304,EDS,35,57.1,
2018,030304,FEM,27,74.1,
2018,030304,HI7,12,75.0,
2018,030304,MALE,33,42.4,
2018,030304,WH7,46,52.2,
2018,030LEA,ALL,60,56.7,
2018,030LEA,EDS,35,57.1,
2018,030LEA,FEM,27,74.1,
2018,030LEA,HI7,12,75.0,
2018,030LEA,MALE,33,42.4,
2018,030LEA,WH7,46,52.2,
2018,040306,AIG,30,86.7,
2018,040306,ALL,95,48.4,
2018,040306,BL7,56,26.8,
2018,040306,EDS,35,45.7,
2018,040306,FEM,50,52.0,
2018,040306,MALE,45,44.4,
2018,040306,WH7,34,79.4,
2018,040LEA,AIG,32,84.4,
2018,040LEA,ALL,102,49.0,
2018,040LEA,BL7,59,27.1,
2018,040LEA,EDS,37,43.2,
2018,040LEA,FEM,52,51.9,
2018,040LEA,MALE,50,46.0,
2018,040LEA,WH7,38,78.9,
2018,050302,AIG,12,95.0,1.0
2018,050302,ALL,90,76.7,
2018,050302,EDS,44,70.5,
