year,unit_code,category_cd,Lea_Name,School_Name,State_Name,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,ttl_crimes_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,grades_BYOD,avg_age_media_collection,_1_to_1_access,books_per_student,grades_1_to_1_access,lea_avg_age_media_collection,lea_books_per_student,st_avg_age_media_collection,st_books_per_student,wap_num,wap_per_classroom,lea_wap_num,lea_wap_per_classroom,st_wap_num,st_wap_per_classroom,SRC_devices_sent_home,SRC_Grades_Devices_Sent_Home
2015,010340,E,Alamance-Burlington Schools,Elon Elementary,State Of North Carolina,0.956,0.0,2.37,0.0,0.0,,1.9,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1998,NO,20.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010346,E,Alamance-Burlington Schools,B Everett Jordan Elem,State Of North Carolina,0.951,0.0,1.47,0.0,0.0,,0.9,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,2000,NO,13.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010347,E,Alamance-Burlington Schools,Garrett Elementary,State Of North Carolina,0.949,0.15,3.68,0.0,0.0,,1.63,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,1997,NO,24.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010348,H,Alamance-Burlington Schools,Graham High,State Of North Carolina,0.913,2.3,9.83,0.0,0.0,,0.79,0.938,1.07,14.27,0.09,0.0,1.23,0.95,1.3,14.06,0.07,0.0,1.2,0.0,NO,,1997,NO,11.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010350,M,Alamance-Burlington Schools,Graham Middle,State Of North Carolina,0.95,3.51,39.94,0.0,0.0,,0.97,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,0.0,NO,,1997,NO,15.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010351,E,Alamance-Burlington Schools,Grove Park Elementary,State Of North Carolina,0.949,0.85,9.69,0.0,0.0,,0.97,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1999,YES,16.0,3:04:05,1999,15.0,1999.0,18.0,,,,,,,,
2015,010353,M,Alamance-Burlington Schools,Hawfields Middle,State Of North Carolina,0.945,0.74,14.69,0.0,0.0,,0.9,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,0.0,NO,,1999,NO,23.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010354,E,Alamance-Burlington Schools,Harvey R Newlin Elementary,State Of North Carolina,0.953,0.13,2.37,0.0,0.0,,1.38,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1995,NO,17.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010357,E,Alamance-Burlington Schools,Haw River Elementary,State Of North Carolina,0.944,0.58,11.61,0.0,0.0,,1.21,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,2003,NO,15.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010358,E,Alamance-Burlington Schools,Hillcrest Elementary,State Of North Carolina,0.956,0.92,3.69,0.0,0.0,,1.33,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,2002,NO,0.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010360,H,Alamance-Burlington Schools,Hugh M Cummings High,State Of North Carolina,0.91,1.11,25.17,0.33,0.0,,0.88,0.938,1.07,14.27,0.09,0.0,1.23,0.95,1.3,14.06,0.07,0.0,1.2,0.0,NO,,2003,NO,15.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010362,E,Alamance-Burlington Schools,Marvin B Smith Elementary,State Of North Carolina,0.962,0.21,4.21,0.0,0.0,,1.57,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1997,NO,24.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010364,E,Alamance-Burlington Schools,North Graham Elementary,State Of North Carolina,0.938,0.54,3.24,0.0,0.0,,1.14,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1994,NO,29.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010372,E,Alamance-Burlington Schools,Pleasant Grove Elementary,State Of North Carolina,0.949,0.0,0.78,0.0,0.0,,0.87,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1998,NO,32.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010374,E,Alamance-Burlington Schools,R Homer Andrews Elementary,State Of North Carolina,0.954,0.51,6.17,0.17,0.0,,1.03,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,1994,NO,18.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010378,A,Alamance-Burlington Schools,Ray Street Academy,State Of North Carolina,0.856,16.35,170.19,0.0,0.0,,1.08,0.944,16.35,170.19,0.0,0.0,1.23,0.957,0.71,13.89,0.07,0.0,1.2,0.0,NO,,.,NO,0.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010380,E,Alamance-Burlington Schools,South Graham Elementary,State Of North Carolina,0.953,0.0,5.41,0.0,0.0,,1.34,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,2.76,NO,,2003,NO,30.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010384,E,Alamance-Burlington Schools,South Mebane Elementary,State Of North Carolina,0.965,0.18,0.35,0.0,0.0,,1.58,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1998,NO,23.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010388,H,Alamance-Burlington Schools,Southern High,State Of North Carolina,0.92,1.02,12.58,0.2,0.0,,1.79,0.938,1.07,14.27,0.09,0.0,1.23,0.95,1.3,14.06,0.07,0.0,1.2,0.0,NO,,1992,NO,6.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010390,M,Alamance-Burlington Schools,"Southern Middle, Graham",State Of North Carolina,0.937,2.27,23.48,0.0,0.0,,2.6,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,0.0,NO,,1998,NO,16.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010392,E,Alamance-Burlington Schools,Sylvan Elementary,State Of North Carolina,0.943,0.63,5.08,0.0,0.0,,0.69,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,1997,YES,19.0,3:04:05,1999,15.0,1999.0,18.0,,,,,,,,
2015,010394,M,Alamance-Burlington Schools,Turrentine Middle,State Of North Carolina,0.952,0.81,19.24,0.0,0.0,,0.93,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,0.01,NO,,2003,NO,11.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010396,H,Alamance-Burlington Schools,Walter M Williams High,State Of North Carolina,0.903,1.04,12.82,0.0,0.0,,1.59,0.938,1.07,14.27,0.09,0.0,1.23,0.95,1.3,14.06,0.07,0.0,1.2,0.24,NO,,1998,NO,15.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010400,H,Alamance-Burlington Schools,Western Alamance High,State Of North Carolina,0.918,1.0,5.52,0.0,0.0,,1.46,0.938,1.07,14.27,0.09,0.0,1.23,0.95,1.3,14.06,0.07,0.0,1.2,0.01,NO,,1991,NO,8.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010403,M,Alamance-Burlington Schools,Western Middle,State Of North Carolina,0.945,0.7,8.87,0.12,0.0,,1.77,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,0.0,NO,,2004,NO,14.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010406,M,Alamance-Burlington Schools,Woodlawn Middle,State Of North Carolina,0.95,0.52,7.75,0.0,0.0,,1.32,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,0.08,NO,,1996,NO,15.0,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010LEA,A,Alamance-Burlington Schools,,State Of North Carolina,,,,,,,,0.944,16.35,170.19,0.0,0.0,1.23,0.957,0.71,13.89,0.07,0.0,1.2,,,,,,,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010LEA,E,Alamance-Burlington Schools,,State Of North Carolina,,,,,,,,0.941,0.3,4.06,0.02,0.0,1.23,0.951,0.2,13.8,0.07,0.0,1.2,,,,,,,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010LEA,H,Alamance-Burlington Schools,,State Of North Carolina,,,,,,,,0.938,1.07,14.27,0.09,0.0,1.23,0.95,1.3,14.06,0.07,0.0,1.2,,,,,,,,1999,15.0,1999.0,18.0,,,,,,,,
2015,010LEA,M,Alamance-Burlington Schools,,State Of North Carolina,,,,,,,,0.942,1.3,20.64,0.02,0.0,1.23,0.951,0.87,14.24,0.07,0.0,1.2,,,,,,,,1999,15.0,1999.0,18.0,,,,,,,,
2015,01B000,A,Charter and Non-District Affiliated Schools,River Mill Academy,State Of North Carolina,0.963,0.15,10.86,0.0,0.0,,1.56,,,,,,,0.957,0.71,13.89,0.07,0.0,1.2,0.0,NO,,1999,YES,7.0,6:7:8:9:10:11:12,,,1999.0,18.0,,,,,,,,
2015,01C000,A,Charter and Non-District Affiliated Schools,Clover Garden,State Of North Carolina,0.962,0.0,5.02,0.0,0.0,,1.43,,,,,,,0.957,0.71,13.89,0.07,0.0,1.2,0.03,NO,,1998,YES,14.0,9:10:11:12,,,1999.0,18.0,,,,,,,,
2015,01D000,T,Charter and Non-District Affiliated Schools,The Hawbridge School,State Of North Carolina,0.953,0.0,0.0,0.0,0.0,,,,,,,,,0.952,1.91,13.96,0.07,0.0,1.2,,,,,,,,,,,,,,,,,,,
2015,020302,H,Alexander County Schools,Alexander Central High,State Of North Carolina,0.943,0.45,4.73,0.0,0.0,,0.73,0.958,0.45,4.73,0.0,0.0,1.12,0.95,1.3,14.06,0.07,0.0,1.2,0.0,NO,,1998,YES,8.0,9:10:11:12,1997,19.0,1999.0,18.0,,,,,,,,
2015,020304,E,Alexander County Schools,Bethlehem Elementary,State Of North Carolina,0.965,0.41,3.72,0.0,0.0,,1.34,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1995,NO,28.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020306,M,Alexander County Schools,East Alexander Middle,State Of North Carolina,0.977,2.1,10.21,0.0,0.0,,2.05,0.961,1.6,10.04,0.0,0.0,1.12,0.951,0.87,14.24,0.07,0.0,1.2,0.01,NO,,2001,NO,14.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020308,E,Alexander County Schools,Ellendale Elementary,State Of North Carolina,0.962,0.32,1.91,0.0,0.0,,1.34,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.1,NO,,1993,NO,28.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020316,E,Alexander County Schools,Hiddenite Elementary,State Of North Carolina,0.958,0.2,2.62,0.0,0.0,,1.4,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1995,NO,20.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020320,E,Alexander County Schools,Stony Point Elementary,State Of North Carolina,0.957,0.39,4.31,0.0,0.0,,1.28,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,1998,NO,30.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020324,E,Alexander County Schools,Sugar Loaf Elementary,State Of North Carolina,0.966,0.0,1.69,0.0,0.0,,2.01,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1994,NO,32.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020328,E,Alexander County Schools,Taylorsville Elementary,State Of North Carolina,0.949,1.44,2.89,0.0,0.0,,1.48,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1998,NO,26.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020330,M,Alexander County Schools,West Alexander Middle,State Of North Carolina,0.969,0.96,9.83,0.0,0.0,,1.72,0.961,1.6,10.04,0.0,0.0,1.12,0.951,0.87,14.24,0.07,0.0,1.2,0.14,NO,,1998,NO,19.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020332,E,Alexander County Schools,Wittenburg Elementary,State Of North Carolina,0.955,0.32,2.92,0.0,0.0,,0.95,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1998,NO,35.0,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020LEA,E,Alexander County Schools,,State Of North Carolina,,,,,,,,0.959,0.42,2.91,0.0,0.0,1.12,0.951,0.2,13.8,0.07,0.0,1.2,,,,,,,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020LEA,H,Alexander County Schools,,State Of North Carolina,,,,,,,,0.958,0.45,4.73,0.0,0.0,1.12,0.95,1.3,14.06,0.07,0.0,1.2,,,,,,,,1997,19.0,1999.0,18.0,,,,,,,,
2015,020LEA,M,Alexander County Schools,,State Of North Carolina,,,,,,,,0.961,1.6,10.04,0.0,0.0,1.12,0.951,0.87,14.24,0.07,0.0,1.2,,,,,,,,1997,19.0,1999.0,18.0,,,,,,,,
2015,030304,H,Alleghany County Schools,Alleghany High,State Of North Carolina,0.925,0.93,27.04,0.0,0.0,,0.7,0.946,0.93,27.04,0.0,0.0,0.84,0.95,1.3,14.06,0.07,0.0,1.2,0.02,YES,9:10:11:12,1999,NO,17.0,,2006,38.0,1999.0,18.0,,,,,,,,
2015,030308,I,Alleghany County Schools,Glade Creek Elementary,State Of North Carolina,0.955,0.0,0.0,0.0,0.0,,0.89,0.945,0.31,5.74,0.0,0.0,0.84,0.956,0.36,13.89,0.07,0.0,1.2,0.0,YES,3:4:5:6:7:8,2001,NO,56.0,,2006,38.0,1999.0,18.0,,,,,,,,
2015,030316,I,Alleghany County Schools,Piney Creek Elementary,State Of North Carolina,0.957,0.0,6.1,0.0,0.0,,0.64,0.945,0.31,5.74,0.0,0.0,0.84,0.956,0.36,13.89,0.07,0.0,1.2,0.08,YES,3:4:5:6:7:8,.,NO,69.0,,2006,38.0,1999.0,18.0,,,,,,,,
2015,030320,I,Alleghany County Schools,Sparta Elementary,State Of North Carolina,0.947,0.54,8.15,0.0,0.0,,1.08,0.945,0.31,5.74,0.0,0.0,0.84,0.956,0.36,13.89,0.07,0.0,1.2,0.01,YES,3:4:5:6:7:8,2001,NO,37.0,,2006,38.0,1999.0,18.0,,,,,,,,
2015,030LEA,H,Alleghany County Schools,,State Of North Carolina,,,,,,,,0.946,0.93,27.04,0.0,0.0,0.84,0.95,1.3,14.06,0.07,0.0,1.2,,,,,,,,2006,38.0,1999.0,18.0,,,,,,,,
2015,030LEA,I,Alleghany County Schools,,State Of North Carolina,,,,,,,,0.945,0.31,5.74,0.0,0.0,0.84,0.956,0.36,13.89,0.07,0.0,1.2,,,,,,,,2006,38.0,1999.0,18.0,,,,,,,,
2015,040304,H,Anson County Schools,Anson Co. Early College High,State Of North Carolina,0.964,0.0,0.0,0.0,0.0,,0.98,0.942,1.74,75.63,1.55,0.0,0.83,0.95,1.3,14.06,0.07,0.0,1.2,0.0,NO,,.,YES,0.0,9:10:11:12:Early College,1996,25.0,1999.0,18.0,,,,,,,,
2015,040305,H,Anson County Schools,Anson Academy,State Of North Carolina,0.667,8.33,590.0,11.67,0.0,,0.0,0.942,1.74,75.63,1.55,0.0,0.83,0.95,1.3,14.06,0.07,0.0,1.2,0.0,NO,,.,NO,0.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040306,H,Anson County Schools,Anson High School,State Of North Carolina,0.924,2.09,66.88,1.13,0.0,,0.69,0.942,1.74,75.63,1.55,0.0,0.83,0.95,1.3,14.06,0.07,0.0,1.2,0.25,NO,,1991,YES,21.0,9:10:11:12,1996,25.0,1999.0,18.0,,,,,,,,
2015,040308,E,Anson County Schools,Ansonville Elementary,State Of North Carolina,0.95,0.0,7.76,0.0,0.0,,0.57,0.945,0.06,20.1,0.17,0.0,0.83,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,1995,YES,38.0,K:1:2:3:4:5:6,1996,25.0,1999.0,18.0,,,,,,,,
2015,040309,M,Anson County Schools,Anson Middle,State Of North Carolina,0.943,1.11,33.7,4.44,0.0,,1.21,0.941,1.08,55.38,4.15,0.0,0.83,0.951,0.87,14.24,0.07,0.0,1.2,0.01,NO,,2000,NO,22.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040311,E,Anson County Schools,Wadesboro Primary,State Of North Carolina,0.935,0.19,42.38,0.37,0.0,,1.6,0.945,0.06,20.1,0.17,0.0,0.83,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,2001,NO,20.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040316,E,Anson County Schools,Lilesville Elementary,State Of North Carolina,0.957,0.0,10.53,0.0,0.0,,0.98,0.945,0.06,20.1,0.17,0.0,0.83,0.951,0.2,13.8,0.07,0.0,1.2,0.01,NO,,1997,NO,29.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040324,E,Anson County Schools,Morven Elementary,State Of North Carolina,0.941,0.0,21.94,0.0,0.0,,0.43,0.945,0.06,20.1,0.17,0.0,0.83,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1990,NO,37.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040328,E,Anson County Schools,Peachland-Polkton Elem,State Of North Carolina,0.945,0.0,6.54,0.2,0.0,,1.04,0.945,0.06,20.1,0.17,0.0,0.83,0.951,0.2,13.8,0.07,0.0,1.2,0.12,NO,,2000,NO,30.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040330,M,Anson County Schools,Wadesboro Elementary,State Of North Carolina,0.918,0.91,161.82,2.73,0.0,,0.26,0.941,1.08,55.38,4.15,0.0,0.83,0.951,0.87,14.24,0.07,0.0,1.2,0.0,NO,,1996,NO,100.0,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040700,H,Anson County Schools,Anson New Tech High,State Of North Carolina,0.924,0.0,7.59,1.27,0.0,,0.89,0.942,1.74,75.63,1.55,0.0,0.83,0.95,1.3,14.06,0.07,0.0,1.2,1.0,NO,,.,YES,0.0,9:10:11:12,1996,25.0,1999.0,18.0,,,,,,,,
2015,040LEA,E,Anson County Schools,,State Of North Carolina,,,,,,,,0.945,0.06,20.1,0.17,0.0,0.83,0.951,0.2,13.8,0.07,0.0,1.2,,,,,,,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040LEA,H,Anson County Schools,,State Of North Carolina,,,,,,,,0.942,1.74,75.63,1.55,0.0,0.83,0.95,1.3,14.06,0.07,0.0,1.2,,,,,,,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040LEA,M,Anson County Schools,,State Of North Carolina,,,,,,,,0.941,1.08,55.38,4.15,0.0,0.83,0.951,0.87,14.24,0.07,0.0,1.2,,,,,,,,1996,25.0,1999.0,18.0,,,,,,,,
2015,040LEA,T,Anson County Schools,,State Of North Carolina,,,,,,,,0.934,,,,,0.83,0.952,1.91,13.96,0.07,0.0,1.2,,,,,,,,1996,25.0,1999.0,18.0,,,,,,,,
2015,050302,H,Ashe County Schools,Ashe County High,State Of North Carolina,0.948,1.09,4.78,0.0,0.0,,0.97,0.952,1.09,4.78,0.0,0.0,1.04,0.95,1.3,14.06,0.07,0.0,1.2,0.02,NO,,2001,NO,11.0,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050305,M,Ashe County Schools,Ashe County Middle,State Of North Carolina,0.952,0.2,6.25,0.0,0.0,,1.23,0.953,0.2,6.25,0.0,0.0,1.04,0.951,0.87,14.24,0.07,0.0,1.2,0.01,NO,,2002,NO,19.0,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050310,E,Ashe County Schools,Blue Ridge Elementary,State Of North Carolina,0.951,0.98,8.46,0.0,0.0,,1.1,0.952,0.83,5.36,0.0,0.0,1.04,0.951,0.2,13.8,0.07,0.0,1.2,0.04,NO,,2002,NO,21.0,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050330,E,Ashe County Schools,"Mountain View Elementary, Jefferson",State Of North Carolina,0.955,1.37,4.79,0.0,0.0,,0.78,0.952,0.83,5.36,0.0,0.0,1.04,0.951,0.2,13.8,0.07,0.0,1.2,0.0,NO,,1998,NO,21.0,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050335,E,Ashe County Schools,Westwood Elementary,State Of North Carolina,0.956,0.17,3.24,0.0,0.0,,1.37,0.952,0.83,5.36,0.0,0.0,1.04,0.951,0.2,13.8,0.07,0.0,1.2,0.05,NO,,2002,NO,29.0,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050LEA,E,Ashe County Schools,,State Of North Carolina,,,,,,,,0.952,0.83,5.36,0.0,0.0,1.04,0.951,0.2,13.8,0.07,0.0,1.2,,,,,,,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050LEA,H,Ashe County Schools,,State Of North Carolina,,,,,,,,0.952,1.09,4.78,0.0,0.0,1.04,0.95,1.3,14.06,0.07,0.0,1.2,,,,,,,,2001,19.0,1999.0,18.0,,,,,,,,
2015,050LEA,M,Ashe County Schools,,State Of North Carolina,,,,,,,,0.953,0.2,6.25,0.0,0.0,1.04,0.951,0.87,14.24,0.07,0.0,1.2,,,,,,,,2001,19.0,1999.0,18.0,,,,,,,,
2015,060302,H,Avery County Schools,Avery County High,State Of North Carolina,0.946,1.88,11.53,0.0,0.0,,0.55,0.954,1.29,7.56,0.0,0.0,0.81,0.95,1.3,14.06,0.07,0.0,1.2,0.01,NO,,1995,YES,19.0,9:10:11:12,1996,30.0,1999.0,18.0,,,,,,,,
2015,060304,E,Avery County Schools,Banner Elk Elementary,State Of North Carolina,0.939,0.0,1.22,0.0,0.0,,0.75,0.952,0.0,0.42,0.0,0.0,0.81,0.951,0.2,13.8,0.07,0.0,1.2,0.02,,,1995,YES,43.0,PreK:K:1:2:3:4:5,1996,30.0,1999.0,18.0,,,,,,,,
2015,060310,M,Avery County Schools,Cranberry Middle,State Of North Carolina,0.944,0.0,0.0,0.0,0.0,,0.99,0.952,0.0,0.99,0.0,0.0,0.81,0.951,0.87,14.24,0.07,0.0,1.2,0.02,NO,,1999,YES,33.0,6:07:08,1996,30.0,1999.0,18.0,,,,,,,,
