year,unit_code,Lea_Name,School_Name,State_Name,category_cd,total_expense_num,salary_expense_pct,benefits_expense_pct,services_expense_pct,supplies_expense_pct,instruct_equip_exp_pct,other_expense_pct,federal_perpupil_num,local_perpupil_num,state_perpupil_num,lea_total_expense_num,lea_salary_expense_pct,lea_benefits_expense_pct,lea_services_expense_pct,lea_supplies_expense_pct,lea_instruct_equip_exp_pct,lea_other_expense_pct,lea_federal_perpupil_num,lea_local_perpupil_num,lea_state_perpupil_num,st_total_expense_num,st_salary_expense_pct,st_benefits_expense_pct,st_services_expense_pct,st_supplies_expense_pct,st_instruct_equip_exp_pct,st_other_expense_pct,st_federal_perpupil_num,st_local_perpupil_num,st_state_perpupil_num,building_expense_pct,lea_building_expense_pct,st_building_expense_pct
2015,130309,Cabarrus County Schools,Beverly Hills Elementary,State Of North Carolina,E,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130304,Cabarrus County Schools,A T Allen Elementary,State Of North Carolina,E,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040330,Anson County Schools,Wadesboro Elementary,State Of North Carolina,M,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130308,Cabarrus County Schools,"Bethel Elementary, Midland",State Of North Carolina,E,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130310,Cabarrus County Schools,Central Cabarrus High,State Of North Carolina,H,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130321,Cabarrus County Schools,Carl A Furr Elementary,State Of North Carolina,E,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130332,Cabarrus County Schools,Hickory Ridge High,State Of North Carolina,H,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040309,Anson County Schools,Anson Middle,State Of North Carolina,M,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130315,Cabarrus County Schools,J N Fries Magnet School,State Of North Carolina,M,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130336,Cabarrus County Schools,W R Odell Primary,State Of North Carolina,E,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040305,Anson County Schools,Anson Academy,State Of North Carolina,H,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130323,Cabarrus County Schools,Mount Pleasant Middle,State Of North Carolina,M,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,130317,Cabarrus County Schools,Cabarrus Co Opportunity School,State Of North Carolina,T,,,,,,,,,,,7912.43,0.612,0.207,0.067,0.1,0.014,0.0,654.09,2067.75,5190.59,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010390,Alamance-Burlington Schools,"Southern Middle, Graham",State Of North Carolina,M,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040311,Anson County Schools,Wadesboro Primary,State Of North Carolina,E,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040308,Anson County Schools,Ansonville Elementary,State Of North Carolina,E,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010354,Alamance-Burlington Schools,Harvey R Newlin Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040700,Anson County Schools,Anson New Tech High,State Of North Carolina,H,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040316,Anson County Schools,Lilesville Elementary,State Of North Carolina,E,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010328,Alamance-Burlington Schools,Edwin M Holt Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040328,Anson County Schools,Peachland-Polkton Elem,State Of North Carolina,E,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040306,Anson County Schools,Anson High School,State Of North Carolina,H,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010353,Alamance-Burlington Schools,Hawfields Middle,State Of North Carolina,M,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040304,Anson County Schools,Anson Co. Early College High,State Of North Carolina,H,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010347,Alamance-Burlington Schools,Garrett Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,040324,Anson County Schools,Morven Elementary,State Of North Carolina,E,,,,,,,,,,,10525.67,0.569,0.188,0.095,0.133,0.015,0.0,1929.75,1328.36,7267.56,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010406,Alamance-Burlington Schools,Woodlawn Middle,State Of North Carolina,M,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010310,Alamance-Burlington Schools,Broadview Middle,State Of North Carolina,M,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,State Of North Carolina,H,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010394,Alamance-Burlington Schools,Turrentine Middle,State Of North Carolina,M,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010384,Alamance-Burlington Schools,South Mebane Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010320,Alamance-Burlington Schools,E M Yoder Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010326,Alamance-Burlington Schools,Eastlawn Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010348,Alamance-Burlington Schools,Graham High,State Of North Carolina,H,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010392,Alamance-Burlington Schools,Sylvan Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010303,Alamance-Burlington Schools,Alamance-Burlington Middle/Early College,State Of North Carolina,H,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010340,Alamance-Burlington Schools,Elon Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010357,Alamance-Burlington Schools,Haw River Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250350,Craven County Schools,James W Smith Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250336,Craven County Schools,Havelock Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250362,Craven County Schools,Roger R Bell Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250348,Craven County Schools,J T Barber Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250306,Craven County Schools,Ben D Quinn Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250380,Craven County Schools,Arthur W Edwards Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250378,Craven County Schools,W Jesse Gurganus Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250304,Craven County Schools,Albert H Bangert Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250344,Craven County Schools,Havelock Middle,State Of North Carolina,M,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250328,Craven County Schools,Graham A Barden Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250332,Craven County Schools,H J MacDonald Middle,State Of North Carolina,M,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250308,Craven County Schools,Bridgeton Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250321,Craven County Schools,Early College EAST High,State Of North Carolina,H,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250320,Craven County Schools,Vanceboro-Farm Life Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250356,Craven County Schools,New Bern High,State Of North Carolina,H,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250368,Craven County Schools,Tucker Creek Middle,State Of North Carolina,M,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250364,Craven County Schools,Trent Park Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250316,Craven County Schools,"Creekside Elementary, New Bern",State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250312,Craven County Schools,Brinson Memorial Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250372,Craven County Schools,West Craven High,State Of North Carolina,H,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250376,Craven County Schools,West Craven Middle,State Of North Carolina,M,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,State Of North Carolina,H,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250314,Craven County Schools,Craven Early College High,State Of North Carolina,H,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250360,Craven County Schools,Oaks Road Elementary,State Of North Carolina,E,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250340,Craven County Schools,Havelock High,State Of North Carolina,H,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,250324,Craven County Schools,Grover C Fields Middle,State Of North Carolina,M,,,,,,,,,,,8357.5,0.619,0.208,0.081,0.08,0.012,0.0,1083.18,1860.99,5413.33,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010358,Alamance-Burlington Schools,Hillcrest Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,09A000,Charter and Non-District Affiliated Schools,Paul R Brown Leadership Academy,State Of North Carolina,T,8831.26,0.522,0.048,0.24,0.144,0.046,0.0,363.51,2134.51,6333.24,,,,,,,,,,,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010304,Alamance-Burlington Schools,Alexander Wilson Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
2015,010351,Alamance-Burlington Schools,Grove Park Elementary,State Of North Carolina,E,,,,,,,,,,,8317.5,0.62,0.208,0.08,0.084,0.008,0.0,1066.75,1853.39,5397.36,8752.16,0.617,0.207,0.089,0.079,0.009,0.0,978.59,2144.66,5628.91,,,
