vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(336)316-5870,2015,410423,1400 New Garden Road,Greensboro,NC,27410.0,P,0.0,0.0,,E,http://jefferson.gcsnc.com/pages/jefferson_elem,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,"Jefferson Elementary, Greensboro",State Of North Carolina,,625.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)545-3700,2015,410424,5813 Lake Brandt Road,Greensboro,NC,27455.0,P,0.0,0.0,,E,http://jessewharton.gcsnc.com/pages/Jesse_Wharton_Elementary,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Jesse Wharton Elem,State Of North Carolina,,471.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2900,2015,410427,1601 Johnson Street,High Point,NC,27262.0,P,0.0,0.0,,I,http://johnsonstreet.gcsnc.com/pages/Johnson_Street_Global_Studies,K-8,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Johnson Street Global Studies,State Of North Carolina,,405.0,385.0,462.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-8230,2015,410430,502 South Street,Greensboro,NC,27406.0,P,0.0,0.0,,E,http://jones.gcsnc.com/pages/1058634176129969618,PK-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,David D Jones Elementary,State Of North Carolina,,706.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)545-2020,2015,410436,3300 Normandy Road,Greensboro,NC,27408.0,P,0.0,0.0,,E,http://joyner.gcsnc.com/pages/Joyner_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,James Y Joyner Elementary,State Of North Carolina,,299.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)545-3717,2015,410437,3600 Drawbridge Parkway,Greensboro,NC,27410.0,P,0.0,0.0,,M,http://kernodle.gcsnc.com/pages/Kernodle_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Kernodle Middle,State Of North Carolina,,829.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2905,2015,410439,1101 North Centennial Street,High Point,NC,27262.0,P,0.0,0.0,,E,http://kirkmanpark.gcsnc.com/pages/Kirkman_Park_Elementary,PK-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Kirkman Park Elementary,State Of North Carolina,,275.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-8240,2015,410442,716 Benjamin Parkway,Greensboro,NC,27408.0,P,0.0,0.0,,M,http://kiser.gcsnc.com/pages/Kiser_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Kiser Middle,State Of North Carolina,,784.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-3471,2015,410448,1016 Lincoln Street,Greensboro,NC,27401.0,P,0.0,0.0,,I,http://lincoln.gcsnc.com/pages/Academy_at_Lincoln,4-8,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,,,,,,,Guilford County Schools,Lincoln Academy,State Of North Carolina,,681.0,385.0,462.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)294-7360,2015,410451,2700 Camden Road,Greensboro,NC,27403.0,P,0.0,0.0,,E,http://lindley.gcsnc.com/pages/Lindley_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,John Van Lindley Elementary,State Of North Carolina,,493.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)375-2555,2015,410454,3600 Hines Chapel Road,McLeansville,NC,27301.0,P,0.0,0.0,,E,http://madison.gcsnc.com/pages/662317408966460898,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Madison Elementary,State Of North Carolina,,199.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-7065,2015,410457,400 O' Ferrell Street,Greensboro,NC,27405.0,P,1.0,0.0,,I,http://herbin-metz.gcsnc.com/pages/Herbin-Metz,PK-8,"Special Education, Traditional Calendar",S,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Special Education,Traditional Calendar,,,,,Y,,Guilford County Schools,Herbin Metz Education Center,State Of North Carolina,,70.0,385.0,462.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)454-7440,2015,410458,604 East Main Street,Jamestown,NC,27282.0,P,0.0,0.0,,H,http://cjgreene.gcsnc.com/pages/Christine_Joyner,8-12,"Special Education, Traditional Calendar",S,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Special Education,Traditional Calendar,,,,,Y,,Guilford County Schools,C Joyner Greene Education Center,State Of North Carolina,,73.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)449-4255,2015,410460,435 Peeden Drive,Gibsonville,NC,27249.0,P,0.0,0.0,,M,http://egms.gcsnc.com/pages/Eastern_Guilford_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Eastern Guilford Middle,State Of North Carolina,,902.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)698-0144,2015,410461,5315 Frieden Church Rd,McLeansville,NC,27301.0,P,0.0,0.0,,E,http://mcleansville.gcsnc.com/pages/McLeansville_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,McLeansville Elementary,State Of North Carolina,,364.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)691-5460,2015,410462,4603 Yanceyville Road,Browns Summit,NC,27214.0,P,0.0,0.0,,E,http://mcnair.gcsnc.com/pages/REM,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Ronald E. McNair Elementary,State Of North Carolina,,598.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)545-2000,2015,410463,205 Willoughby Boulevard,Greensboro,NC,27408.0,P,0.0,0.0,,M,http://mendenhall.gcsnc.com/pages/Mendenhall_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Mendenhall Middle,State Of North Carolina,,820.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)881-7170,2015,410464,200 Haynes Road,Jamestown,NC,27282.0,P,1.0,0.0,,A,http://haynes-inman.gcsnc.com/pages/Haynes-Inman_Education_Center,PK-12,"Special Education, Traditional Calendar",S,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Special Education,Traditional Calendar,,,,,Y,,Guilford County Schools,Haynes Inman Education Center,State Of North Carolina,,74.0,143.0,454.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2125,2015,410466,4310 Millis Road,Jamestown,NC,27282.0,P,0.0,0.0,,E,http://millisroad.gcsnc.com/pages/Millis_Road_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Millis Road Elementary,State Of North Carolina,,490.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2910,2015,410469,1105 Montlieu Avenue,High Point,NC,27262.0,P,0.0,0.0,,E,http://montlieu.gcsnc.com/pages/Montlieu_Academy_of_Technology,PK-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Montlieu Academy of Technology,State Of North Carolina,,638.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)294-7370,2015,410472,4630 Tower Road,Greensboro,NC,27410.0,P,0.0,0.0,,E,http://morehead.gcsnc.com/pages/Morehead_Elementary,K-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Morehead Elementary,State Of North Carolina,,594.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)294-7380,2015,410478,2306 Ontario Street,Greensboro,NC,27403.0,P,0.0,0.0,,E,http://murphey.gcsnc.com/pages/Murphey_Traditional_Academy,K-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Murphey Traditional Academy,State Of North Carolina,,293.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)685-5000,2015,410481,2717 NC Highway 62 East,Liberty,NC,27298.0,P,0.0,0.0,,E,http://natgreene.gcsnc.com/pages/Nathanael_Greene_Elementary,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Nathanael Greene Elementary,State Of North Carolina,,247.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)691-0941,2015,410483,1601 East Market Street,Greensboro,NC,27411.0,P,0.0,0.0,,H,http://ncat.gcsnc.com/pages/Middle_College_at_N_C__A_T,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Middle College High @ NC A&T,State Of North Carolina,,103.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)375-2500,2015,410484,6700 McLeansville Road,McLeansville,NC,27301.0,P,0.0,0.0,,H,http://neghs.gcsnc.com/pages/Northeast_Guilford_High,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,Y,,,,Guilford County Schools,Northeast Guilford High,State Of North Carolina,,1010.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)656-4032,2015,410486,3801 NC Highway 150 East,Greensboro,NC,27455.0,P,0.0,0.0,,E,http://northernes.gcsnc.com/pages/Northern_Elementary,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Northern Guilford Elementary,State Of North Carolina,,581.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)375-2525,2015,410487,6720 McLeansville Road,McLeansville,NC,27301.0,P,0.0,0.0,,M,http://negms.gcsnc.com/pages/Northeast_Guilford_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Northeast Guilford Middle,State Of North Carolina,,768.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)605-3342,2015,410488,616 Simpson-Calhoun Road,Greensboro,NC,27455.0,P,0.0,0.0,,M,http://ngms.gcsnc.com/pages/Northern_Guilford_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Northern Guilford Middle,State Of North Carolina,,889.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)643-8449,2015,410489,7101 Spencer Dixon Road,Greensboro,NC,27455.0,P,0.0,0.0,,H,http://nghs.gcsnc.com/pages/Northern_Guilford_High,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Northern Guilford High,State Of North Carolina,,1355.0,808.0,848.0,Y,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)605-3300,2015,410490,5240 Northwest School Road,Greensboro,NC,27409.0,P,0.0,0.0,,H,http://nwhs.gcsnc.com/pages/Northwest_Guilford_High,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,Y,,,,,Guilford County Schools,Northwest Guilford High,State Of North Carolina,,1978.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)605-5480,2015,410491,2006 Pleasant Ridge Road,Greensboro,NC,27410.0,P,0.0,0.0,,E,http://pearce.gcsnc.com/pages/Pearce_Elementary,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,EP Pearce Elementary,State Of North Carolina,,681.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)605-3333,2015,410493,5300 Northwest School Road,Greensboro,NC,27409.0,P,0.0,0.0,,M,http://nwms.gcsnc.com/pages/Northwest_Guilford_Middle,6-8,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Northwest Guilford Middle,State Of North Carolina,,1010.0,710.0,659.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2920,2015,410496,818 West Lexington Avenue,High Point,NC,27262.0,P,0.0,0.0,,E,http://northwood.gcsnc.com/pages/northwood_elem,PK-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Northwood Elementary,State Of North Carolina,,585.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2925,2015,410499,320 Wrightenberry Street,High Point,NC,27260.0,P,0.0,0.0,,E,http://oakhill.gcsnc.com/pages/Oak_Hill_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,"Oak Hill Elementary, High Point",State Of North Carolina,P,458.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)643-8410,2015,410502,2050 Oak Ridge Road,Oak Ridge,NC,27310.0,P,0.0,0.0,,E,http://oakridge.gcsnc.com/pages/Oak_Ridge_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Oak Ridge Elementary,State Of North Carolina,,708.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2935,2015,410505,614 Oakview Road,High Point,NC,27265.0,P,0.0,0.0,,E,http://oakview.gcsnc.com/pages/Oak_View_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Oak View Elementary,State Of North Carolina,,495.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-8200,2015,410508,201 Alma Pinnix Drive,Greensboro,NC,27405.0,P,0.0,0.0,,H,http://page.gcsnc.com/pages/Page_High,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,Y,,,,,Guilford County Schools,Page High,State Of North Carolina,,2015.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2945,2015,410511,325 Gordon Street,High Point,NC,27260.0,P,0.0,0.0,,E,http://parkview.gcsnc.com/pages/Parkview_Village_Elementary,PK-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Parkview Village Elementary,State Of North Carolina,P,354.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-8235,2015,410514,1601 West Florida Street,Greensboro,NC,27403.0,P,0.0,0.0,,E,http://peck.gcsnc.com/pages/Peck_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Clara J Peck Elementary,State Of North Carolina,,343.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)370-8270,2015,410517,2200 Randall Street,Greensboro,NC,27401.0,P,0.0,0.0,,E,http://peeler.gcsnc.com/pages/Peeler_Open_Elementary,K-5,"Magnet School, Traditional Calendar",M,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Magnet School,Traditional Calendar,Y,,,,,,Guilford County Schools,Peeler Open Elementary,State Of North Carolina,,339.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)316-5820,2015,410522,4701 Chimney Springs Drive,Greensboro,NC,27407.0,P,0.0,0.0,,E,http://pilot.gcsnc.com/pages/Pilot_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,"Pilot Elementary, Greensboro",State Of North Carolina,,724.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)674-4321,2015,410523,4833 Pleasant Garden Road,Pleasant Garden,NC,27313.0,P,0.0,0.0,,E,http://pleasantgarden.gcsnc.com/pages/Pleasant_Garden_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Pleasant Garden Elementary,State Of North Carolina,,486.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)454-7400,2015,410529,1000 Lucy Ragsdale Drive,Jamestown,NC,27282.0,P,0.0,0.0,,H,http://schoolcenter.gcsnc.com/education/components/scrapbook/default.php?sectionid=40&url_redirect=1,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Lucy Ragsdale High,State Of North Carolina,,1423.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)656-3723,2015,410530,4571 Reedy Fork Parkway,Greensboro,NC,27405.0,P,0.0,0.0,,E,http://reedyfork.gcsnc.com/pages/Reedy_Fork_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Reedy Fork Elementary,State Of North Carolina,,424.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)375-2545,2015,410532,1501 Spry Street,Greensboro,NC,27405.0,P,0.0,0.0,,E,http://rankin.gcsnc.com/pages/Rankin_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Rankin Elementary,State Of North Carolina,,760.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)545-2031,2015,410533,116 Pisgah Church Road,Greensboro,NC,27455.0,P,0.0,0.0,,T,http://scalegso.gcsnc.com/pages/SCALE-Greensboro,6-12,"Alternative Education, Traditional Calendar",A,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Alternative Education,Traditional Calendar,Y,,,,Y,,Guilford County Schools,SCALE School,State Of North Carolina,,48.0,254.0,252.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)878-5380,2015,410534,900 English Road,High Point,NC,27262.0,P,0.0,0.0,,T,http://pruettescale.gcsnc.com/pages/Pruette_SCALE_Academy,6-12,"Alternative Education, Traditional Calendar",A,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Alternative Education,Traditional Calendar,Y,,,,Y,,Guilford County Schools,Pruette SCALE Academy,State Of North Carolina,,27.0,254.0,252.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)449-4711,2015,410535,6120 Burlington Road,Sedalia,NC,27342.0,P,0.0,0.0,,E,http://sedalia.gcsnc.com/pages/Sedalia_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,Sedalia Elementary,State Of North Carolina,,426.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)316-5858,2015,410538,2905 Groometown Road,Greensboro,NC,27407.0,P,0.0,0.0,,E,http://sedgefield.gcsnc.com/pages/Sedgefield_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,"Sedgefield Elementary, Greensboro",State Of North Carolina,,542.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)819-2950,2015,410541,503 Shadybrook Rd,High Point,NC,27265.0,P,0.0,0.0,,E,http://shadybrook.gcsnc.com/pages/Shadybrook_Elementary,PK-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,Shadybrook Elementary,State Of North Carolina,,495.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)697-3070,2015,410542,3511 East Lee St,Greensboro,NC,27406.0,P,0.0,0.0,,E,,K-5,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,,,,,,Guilford County Schools,George C Simkins Jr Elementary,State Of North Carolina,,476.0,465.0,490.0,,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)294-7300,2015,410544,2407 South Holden Road,Greensboro,NC,27407.0,P,0.0,0.0,,H,http://smith.gcsnc.com/pages/Smith_High,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,Y,Y,Y,,,,Guilford County Schools,Ben L. Smith High School,State Of North Carolina,,1219.0,808.0,848.0,Y,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
(336)316-5866,2015,410545,2225 South Holden Road,Greensboro,NC,27407.0,P,0.0,0.0,,H,http://academyatsmith.gcsnc.com/pages/Academy_at_Smith,9-12,"Regular School, Traditional Calendar",R,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report,Regular School,Traditional Calendar,,,,,,,Guilford County Schools,The Academy at Smith,State Of North Carolina,,221.0,808.0,848.0,N,,http://www.gcsnc.com/pages/gcsnc/District/Superintendent/Guilford_County_Schools_Report
