year,unit_code,Lea_Name,School_Name,State_Name,category_cd,Part_Targets,percent_met,targets_met,targets_assigned
2015,320317,Durham Public Schools,City of Medicine Academy,State Of North Carolina,H,Current Year EOC,1.0,5,5
2015,320317,Durham Public Schools,City of Medicine Academy,State Of North Carolina,H,Mathematics Grade 10,0.667,4,6
2015,320317,Durham Public Schools,City of Medicine Academy,State Of North Carolina,H,Reading Grade 10,1.0,6,6
2015,320317,Durham Public Schools,City of Medicine Academy,State Of North Carolina,H,Science Grade 11,1.0,6,6
2015,320317,Durham Public Schools,City of Medicine Academy,State Of North Carolina,H,The ACT,1.0,6,6
2015,320317,Durham Public Schools,City of Medicine Academy,State Of North Carolina,H,Total Targets,0.951,39,41
2015,320318,Durham Public Schools,Club Boulevard Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.643,9,14
2015,320318,Durham Public Schools,Club Boulevard Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.643,9,14
2015,320318,Durham Public Schools,Club Boulevard Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,2,4
2015,320318,Durham Public Schools,Club Boulevard Elementary,State Of North Carolina,E,Total Targets,0.636,21,33
2015,320319,Durham Public Schools,"Creekside Elementary, Durham",State Of North Carolina,E,Mathematics Grades 3 through 8,0.813,13,16
2015,320319,Durham Public Schools,"Creekside Elementary, Durham",State Of North Carolina,E,Reading Grades 3 through 8,0.688,11,16
2015,320319,Durham Public Schools,"Creekside Elementary, Durham",State Of North Carolina,E,Science Grades 5 and 8,0.8,8,10
2015,320319,Durham Public Schools,"Creekside Elementary, Durham",State Of North Carolina,E,Total Targets,0.767,33,43
2015,320320,Durham Public Schools,Glenn Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.5,6,12
2015,320320,Durham Public Schools,Glenn Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,6,12
2015,320320,Durham Public Schools,Glenn Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,4,8
2015,320320,Durham Public Schools,Glenn Elementary,State Of North Carolina,E,Total Targets,0.515,17,33
2015,320322,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,H,Current Year EOC,1.0,4,4
2015,320322,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,H,Mathematics Grade 10,0.0,0,3
2015,320322,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,H,Reading Grade 10,0.0,0,3
2015,320322,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,H,Science Grade 11,0.0,0,6
2015,320322,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,H,The ACT,0.0,0,6
2015,320322,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,H,Total Targets,0.25,7,28
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,ACT WorkKeys,1.0,1,1
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Current Year EOC,1.0,8,8
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Mathematics Grade 10,1.0,12,12
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Mathematics Grades 3 through 8,0.875,14,16
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Reading Grade 10,1.0,12,12
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Reading Grades 3 through 8,0.813,13,16
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Science Grade 11,0.917,11,12
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Science Grades 5 and 8,1.0,12,12
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,The ACT,1.0,12,12
2015,320323,Durham Public Schools,Durham School of the Arts,State Of North Carolina,T,Total Targets,0.929,105,113
2015,320324,Durham Public Schools,"Hillandale Elementary, Durham",State Of North Carolina,E,Mathematics Grades 3 through 8,0.667,10,15
2015,320324,Durham Public Schools,"Hillandale Elementary, Durham",State Of North Carolina,E,Reading Grades 3 through 8,0.667,10,15
2015,320324,Durham Public Schools,"Hillandale Elementary, Durham",State Of North Carolina,E,Science Grades 5 and 8,0.714,5,7
2015,320324,Durham Public Schools,"Hillandale Elementary, Durham",State Of North Carolina,E,Total Targets,0.684,26,38
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,ACT WorkKeys,0.833,5,6
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,Current Year EOC,1.0,7,7
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,Mathematics Grade 10,0.5,5,10
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,Reading Grade 10,0.5,5,10
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,Science Grade 11,0.5,5,10
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,The ACT,0.364,4,11
2015,320325,Durham Public Schools,Hillside High,State Of North Carolina,H,Total Targets,0.621,41,66
2015,320327,Durham Public Schools,Hope Valley Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.688,11,16
2015,320327,Durham Public Schools,Hope Valley Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.563,9,16
2015,320327,Durham Public Schools,Hope Valley Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,8,8
2015,320327,Durham Public Schools,Hope Valley Elementary,State Of North Carolina,E,Total Targets,0.707,29,41
2015,320328,Durham Public Schools,Holt Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.75,9,12
2015,320328,Durham Public Schools,Holt Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,6,12
2015,320328,Durham Public Schools,Holt Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,6,6
2015,320328,Durham Public Schools,Holt Elementary,State Of North Carolina,E,Total Targets,0.71,22,31
2015,320332,Durham Public Schools,Forest View Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.938,15,16
2015,320332,Durham Public Schools,Forest View Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.875,14,16
2015,320332,Durham Public Schools,Forest View Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.889,8,9
2015,320332,Durham Public Schools,Forest View Elementary,State Of North Carolina,E,Total Targets,0.905,38,42
2015,320338,Durham Public Schools,James E Shepard Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.5,7,14
2015,320338,Durham Public Schools,James E Shepard Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.5,7,14
2015,320338,Durham Public Schools,James E Shepard Middle,State Of North Carolina,M,Science Grades 5 and 8,0.7,7,10
2015,320338,Durham Public Schools,James E Shepard Middle,State Of North Carolina,M,Total Targets,0.564,22,39
2015,320339,Durham Public Schools,Lakewood Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.5,5,10
2015,320339,Durham Public Schools,Lakewood Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,5,10
2015,320339,Durham Public Schools,Lakewood Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.6,3,5
2015,320339,Durham Public Schools,Lakewood Elementary,State Of North Carolina,E,Total Targets,0.538,14,26
2015,320340,Durham Public Schools,Little River Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,12,12
2015,320340,Durham Public Schools,Little River Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,12,12
2015,320340,Durham Public Schools,Little River Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,4,4
2015,320340,Durham Public Schools,Little River Elementary,State Of North Carolina,E,Total Targets,1.0,29,29
2015,320341,Durham Public Schools,Lakeview School,State Of North Carolina,T,Current Year EOC,1.0,4,4
2015,320341,Durham Public Schools,Lakeview School,State Of North Carolina,T,Mathematics Grades 3 through 8,1.0,3,3
2015,320341,Durham Public Schools,Lakeview School,State Of North Carolina,T,Reading Grades 3 through 8,1.0,3,3
2015,320341,Durham Public Schools,Lakeview School,State Of North Carolina,T,Science Grades 5 and 8,1.0,1,1
2015,320341,Durham Public Schools,Lakeview School,State Of North Carolina,T,Total Targets,1.0,11,11
2015,320342,Durham Public Schools,Lakewood Montessori Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.625,10,16
2015,320342,Durham Public Schools,Lakewood Montessori Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.813,13,16
2015,320342,Durham Public Schools,Lakewood Montessori Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,8,8
2015,320342,Durham Public Schools,Lakewood Montessori Middle,State Of North Carolina,M,Total Targets,0.78,32,41
2015,320343,Durham Public Schools,Lucas Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.5,8,16
2015,320343,Durham Public Schools,Lucas Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.5,8,16
2015,320343,Durham Public Schools,Lucas Middle,State Of North Carolina,M,Science Grades 5 and 8,0.714,10,14
2015,320343,Durham Public Schools,Lucas Middle,State Of North Carolina,M,Total Targets,0.574,27,47
2015,320344,Durham Public Schools,Fayetteville Street Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.5,3,6
2015,320344,Durham Public Schools,Fayetteville Street Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,3,6
2015,320344,Durham Public Schools,Fayetteville Street Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,1,2
2015,320344,Durham Public Schools,Fayetteville Street Elementary,State Of North Carolina,E,Total Targets,0.533,8,15
2015,320346,Durham Public Schools,Lowe's Grove Middle,State Of North Carolina,M,Current Year EOC,1.0,3,3
2015,320346,Durham Public Schools,Lowe's Grove Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.5,8,16
2015,320346,Durham Public Schools,Lowe's Grove Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.563,9,16
2015,320346,Durham Public Schools,Lowe's Grove Middle,State Of North Carolina,M,Science Grades 5 and 8,0.5,6,12
2015,320346,Durham Public Schools,Lowe's Grove Middle,State Of North Carolina,M,Total Targets,0.563,27,48
2015,320347,Durham Public Schools,George Watts Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.714,10,14
2015,320347,Durham Public Schools,George Watts Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.786,11,14
2015,320347,Durham Public Schools,George Watts Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,2,2
2015,320347,Durham Public Schools,George Watts Elementary,State Of North Carolina,E,Total Targets,0.774,24,31
2015,320348,Durham Public Schools,Mangum Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,10,10
2015,320348,Durham Public Schools,Mangum Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,10,10
2015,320348,Durham Public Schools,Mangum Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,4,4
2015,320348,Durham Public Schools,Mangum Elementary,State Of North Carolina,E,Total Targets,1.0,25,25
2015,320352,Durham Public Schools,Merrick-Moore Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.538,7,13
2015,320352,Durham Public Schools,Merrick-Moore Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,7,14
2015,320352,Durham Public Schools,Merrick-Moore Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,4,8
2015,320352,Durham Public Schools,Merrick-Moore Elementary,State Of North Carolina,E,Total Targets,0.528,19,36
2015,320353,Durham Public Schools,Middle College HS @ DTCC,State Of North Carolina,H,Science Grade 11,1.0,4,4
2015,320353,Durham Public Schools,Middle College HS @ DTCC,State Of North Carolina,H,The ACT,1.0,4,4
2015,320353,Durham Public Schools,Middle College HS @ DTCC,State Of North Carolina,H,Total Targets,1.0,12,12
2015,320354,Durham Public Schools,Morehead Montessori,State Of North Carolina,E,Mathematics Grades 3 through 8,0.9,9,10
2015,320354,Durham Public Schools,Morehead Montessori,State Of North Carolina,E,Reading Grades 3 through 8,0.9,9,10
2015,320354,Durham Public Schools,Morehead Montessori,State Of North Carolina,E,Science Grades 5 and 8,1.0,2,2
2015,320354,Durham Public Schools,Morehead Montessori,State Of North Carolina,E,Total Targets,0.913,21,23
2015,320355,Durham Public Schools,Neal Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.5,8,16
2015,320355,Durham Public Schools,Neal Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.5,8,16
2015,320355,Durham Public Schools,Neal Middle,State Of North Carolina,M,Science Grades 5 and 8,0.643,9,14
2015,320355,Durham Public Schools,Neal Middle,State Of North Carolina,M,Total Targets,0.553,26,47
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,ACT WorkKeys,0.75,3,4
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,Current Year EOC,1.0,9,9
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,Mathematics Grade 10,0.5,7,14
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,Reading Grade 10,0.571,8,14
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,Science Grade 11,0.5,7,14
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,The ACT,0.357,5,14
2015,320356,Durham Public Schools,Northern High,State Of North Carolina,H,Total Targets,0.622,51,82
2015,320360,Durham Public Schools,"Oak Grove Elementary, Durham",State Of North Carolina,E,Mathematics Grades 3 through 8,0.909,10,11
2015,320360,Durham Public Schools,"Oak Grove Elementary, Durham",State Of North Carolina,E,Reading Grades 3 through 8,0.545,6,11
2015,320360,Durham Public Schools,"Oak Grove Elementary, Durham",State Of North Carolina,E,Science Grades 5 and 8,0.667,4,6
2015,320360,Durham Public Schools,"Oak Grove Elementary, Durham",State Of North Carolina,E,Total Targets,0.724,21,29
2015,320362,Durham Public Schools,"Parkwood Elementary, Durham",State Of North Carolina,E,Mathematics Grades 3 through 8,0.786,11,14
2015,320362,Durham Public Schools,"Parkwood Elementary, Durham",State Of North Carolina,E,Reading Grades 3 through 8,0.643,9,14
2015,320362,Durham Public Schools,"Parkwood Elementary, Durham",State Of North Carolina,E,Science Grades 5 and 8,0.667,4,6
2015,320362,Durham Public Schools,"Parkwood Elementary, Durham",State Of North Carolina,E,Total Targets,0.714,25,35
2015,320363,Durham Public Schools,E K Powe Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.667,10,15
2015,320363,Durham Public Schools,E K Powe Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.667,10,15
2015,320363,Durham Public Schools,E K Powe Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,2,4
2015,320363,Durham Public Schools,E K Powe Elementary,State Of North Carolina,E,Total Targets,0.657,23,35
2015,320364,Durham Public Schools,Pearsontown Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,1.0,14,14
2015,320364,Durham Public Schools,Pearsontown Elementary,State Of North Carolina,E,Reading Grades 3 through 8,1.0,14,14
2015,320364,Durham Public Schools,Pearsontown Elementary,State Of North Carolina,E,Science Grades 5 and 8,1.0,10,10
2015,320364,Durham Public Schools,Pearsontown Elementary,State Of North Carolina,E,Total Targets,1.0,39,39
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,ACT WorkKeys,0.4,2,5
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,Current Year EOC,1.0,9,9
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,Mathematics Grade 10,0.733,11,15
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,Reading Grade 10,0.667,10,15
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,Science Grade 11,0.571,8,14
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,The ACT,0.286,4,14
2015,320365,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,H,Total Targets,0.635,54,85
2015,320366,Durham Public Schools,Sherwood Githens Middle,State Of North Carolina,M,Current Year EOC,1.0,2,2
2015,320366,Durham Public Schools,Sherwood Githens Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.556,10,18
2015,320366,Durham Public Schools,Sherwood Githens Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.556,10,18
2015,320366,Durham Public Schools,Sherwood Githens Middle,State Of North Carolina,M,Science Grades 5 and 8,0.563,9,16
2015,320366,Durham Public Schools,Sherwood Githens Middle,State Of North Carolina,M,Total Targets,0.582,32,55
2015,320367,Durham Public Schools,R N Harris Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.7,7,10
2015,320367,Durham Public Schools,R N Harris Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.6,6,10
2015,320367,Durham Public Schools,R N Harris Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.8,4,5
2015,320367,Durham Public Schools,R N Harris Elementary,State Of North Carolina,E,Total Targets,0.692,18,26
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,ACT WorkKeys,0.5,3,6
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,Current Year EOC,1.0,8,8
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,Mathematics Grade 10,0.5,5,10
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,Reading Grade 10,0.4,4,10
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,Science Grade 11,0.556,5,9
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,The ACT,0.0,0,8
2015,320368,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,H,Total Targets,0.567,34,60
2015,320369,Durham Public Schools,"Sandy Ridge Elementary, Durham",State Of North Carolina,E,Mathematics Grades 3 through 8,0.571,8,14
2015,320369,Durham Public Schools,"Sandy Ridge Elementary, Durham",State Of North Carolina,E,Reading Grades 3 through 8,0.571,8,14
2015,320369,Durham Public Schools,"Sandy Ridge Elementary, Durham",State Of North Carolina,E,Science Grades 5 and 8,0.5,3,6
2015,320369,Durham Public Schools,"Sandy Ridge Elementary, Durham",State Of North Carolina,E,Total Targets,0.571,20,35
2015,320370,Durham Public Schools,Rogers-Herr Middle,State Of North Carolina,M,Mathematics Grades 3 through 8,0.625,10,16
2015,320370,Durham Public Schools,Rogers-Herr Middle,State Of North Carolina,M,Reading Grades 3 through 8,0.625,10,16
2015,320370,Durham Public Schools,Rogers-Herr Middle,State Of North Carolina,M,Science Grades 5 and 8,1.0,12,12
2015,320370,Durham Public Schools,Rogers-Herr Middle,State Of North Carolina,M,Total Targets,0.733,33,45
2015,320372,Durham Public Schools,"Southwest Elementary, Durham",State Of North Carolina,E,Mathematics Grades 3 through 8,0.643,9,14
2015,320372,Durham Public Schools,"Southwest Elementary, Durham",State Of North Carolina,E,Reading Grades 3 through 8,0.714,10,14
2015,320372,Durham Public Schools,"Southwest Elementary, Durham",State Of North Carolina,E,Science Grades 5 and 8,0.667,4,6
2015,320372,Durham Public Schools,"Southwest Elementary, Durham",State Of North Carolina,E,Total Targets,0.686,24,35
2015,320374,Durham Public Schools,C C Spaulding Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.5,3,6
2015,320374,Durham Public Schools,C C Spaulding Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,3,6
2015,320374,Durham Public Schools,C C Spaulding Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.8,4,5
2015,320374,Durham Public Schools,C C Spaulding Elementary,State Of North Carolina,E,Total Targets,0.611,11,18
2015,320376,Durham Public Schools,Spring Valley Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.667,8,12
2015,320376,Durham Public Schools,Spring Valley Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.583,7,12
2015,320376,Durham Public Schools,Spring Valley Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.667,4,6
2015,320376,Durham Public Schools,Spring Valley Elementary,State Of North Carolina,E,Total Targets,0.645,20,31
2015,320388,Durham Public Schools,W G Pearson Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.538,7,13
2015,320388,Durham Public Schools,W G Pearson Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.538,7,13
2015,320388,Durham Public Schools,W G Pearson Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,3,6
2015,320388,Durham Public Schools,W G Pearson Elementary,State Of North Carolina,E,Total Targets,0.545,18,33
2015,320400,Durham Public Schools,Y E Smith Elementary,State Of North Carolina,E,Mathematics Grades 3 through 8,0.6,6,10
2015,320400,Durham Public Schools,Y E Smith Elementary,State Of North Carolina,E,Reading Grades 3 through 8,0.5,5,10
2015,320400,Durham Public Schools,Y E Smith Elementary,State Of North Carolina,E,Science Grades 5 and 8,0.5,2,4
2015,320400,Durham Public Schools,Y E Smith Elementary,State Of North Carolina,E,Total Targets,0.56,14,25
2015,320701,Durham Public Schools,Hillside New Tech High,State Of North Carolina,H,Current Year EOC,1.0,4,4
2015,320701,Durham Public Schools,Hillside New Tech High,State Of North Carolina,H,Mathematics Grade 10,0.5,3,6
2015,320701,Durham Public Schools,Hillside New Tech High,State Of North Carolina,H,Reading Grade 10,0.667,4,6
2015,320701,Durham Public Schools,Hillside New Tech High,State Of North Carolina,H,Science Grade 11,0.5,3,6
2015,320701,Durham Public Schools,Hillside New Tech High,State Of North Carolina,H,The ACT,0.5,3,6
2015,320701,Durham Public Schools,Hillside New Tech High,State Of North Carolina,H,Total Targets,0.676,23,34
2015,32A000,Charter and Non-District Affiliated Schools,Maureen Joy Charter School,State Of North Carolina,I,Mathematics Grades 3 through 8,0.9,9,10
2015,32A000,Charter and Non-District Affiliated Schools,Maureen Joy Charter School,State Of North Carolina,I,Reading Grades 3 through 8,0.6,6,10
2015,32A000,Charter and Non-District Affiliated Schools,Maureen Joy Charter School,State Of North Carolina,I,Science Grades 5 and 8,1.0,8,8
2015,32A000,Charter and Non-District Affiliated Schools,Maureen Joy Charter School,State Of North Carolina,I,Total Targets,0.828,24,29
2015,32B000,Charter and Non-District Affiliated Schools,Healthy Start Academy,State Of North Carolina,I,Mathematics Grades 3 through 8,0.5,3,6
2015,32B000,Charter and Non-District Affiliated Schools,Healthy Start Academy,State Of North Carolina,I,Reading Grades 3 through 8,0.5,3,6
2015,32B000,Charter and Non-District Affiliated Schools,Healthy Start Academy,State Of North Carolina,I,Science Grades 5 and 8,0.667,4,6
2015,32B000,Charter and Non-District Affiliated Schools,Healthy Start Academy,State Of North Carolina,I,Total Targets,0.579,11,19
2015,32C000,Charter and Non-District Affiliated Schools,Carter Community Charter,State Of North Carolina,I,Mathematics Grades 3 through 8,0.5,3,6
2015,32C000,Charter and Non-District Affiliated Schools,Carter Community Charter,State Of North Carolina,I,Reading Grades 3 through 8,0.5,3,6
2015,32C000,Charter and Non-District Affiliated Schools,Carter Community Charter,State Of North Carolina,I,Science Grades 5 and 8,1.0,6,6
2015,32C000,Charter and Non-District Affiliated Schools,Carter Community Charter,State Of North Carolina,I,Total Targets,0.684,13,19
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Current Year EOC,1.0,6,6
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Mathematics Grade 10,0.5,2,4
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Mathematics Grades 3 through 8,0.667,8,12
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Reading Grade 10,0.75,3,4
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Reading Grades 3 through 8,0.833,10,12
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Science Grade 11,0.667,2,3
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Science Grades 5 and 8,1.0,8,8
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,The ACT,0.75,3,4
2015,32D000,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,A,Total Targets,0.807,46,57
2015,32H000,Charter and Non-District Affiliated Schools,Research Triangle Charter,State Of North Carolina,I,Mathematics Grades 3 through 8,0.75,9,12
2015,32H000,Charter and Non-District Affiliated Schools,Research Triangle Charter,State Of North Carolina,I,Reading Grades 3 through 8,0.583,7,12
2015,32H000,Charter and Non-District Affiliated Schools,Research Triangle Charter,State Of North Carolina,I,Science Grades 5 and 8,0.833,5,6
2015,32H000,Charter and Non-District Affiliated Schools,Research Triangle Charter,State Of North Carolina,I,Total Targets,0.71,22,31
2015,32K000,Charter and Non-District Affiliated Schools,Central Park School For Child,State Of North Carolina,I,Mathematics Grades 3 through 8,1.0,10,10
2015,32K000,Charter and Non-District Affiliated Schools,Central Park School For Child,State Of North Carolina,I,Reading Grades 3 through 8,1.0,10,10
2015,32K000,Charter and Non-District Affiliated Schools,Central Park School For Child,State Of North Carolina,I,Science Grades 5 and 8,1.0,4,4
2015,32K000,Charter and Non-District Affiliated Schools,Central Park School For Child,State Of North Carolina,I,Total Targets,1.0,25,25
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,ACT WorkKeys,1.0,4,4
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Current Year EOC,1.0,6,6
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Mathematics Grade 10,0.0,0,4
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Mathematics Grades 3 through 8,0.917,11,12
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Reading Grade 10,0.5,2,4
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Reading Grades 3 through 8,1.0,12,12
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Science Grade 11,0.5,2,4
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Science Grades 5 and 8,1.0,8,8
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,The ACT,1.0,4,4
2015,32L000,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,A,Total Targets,0.855,53,62
2015,32M000,Charter and Non-District Affiliated Schools,Global Scholars Academy,State Of North Carolina,I,Mathematics Grades 3 through 8,0.5,2,4
2015,32M000,Charter and Non-District Affiliated Schools,Global Scholars Academy,State Of North Carolina,I,Reading Grades 3 through 8,0.5,2,4
2015,32M000,Charter and Non-District Affiliated Schools,Global Scholars Academy,State Of North Carolina,I,Total Targets,0.556,5,9
2015,32N000,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,H,Current Year EOC,1.0,5,5
2015,32N000,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,H,Mathematics Grade 10,1.0,4,4
2015,32N000,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,H,Reading Grade 10,1.0,4,4
2015,32N000,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,H,Science Grade 11,1.0,6,6
2015,32N000,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,H,The ACT,1.0,6,6
2015,32N000,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,H,Total Targets,1.0,26,26
2015,32P000,Charter and Non-District Affiliated Schools,The Institute Development Young Leaders,State Of North Carolina,E,Mathematics Grades 3 through 8,0.6,3,5
2015,32P000,Charter and Non-District Affiliated Schools,The Institute Development Young Leaders,State Of North Carolina,E,Reading Grades 3 through 8,0.4,2,5
