Experience,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct_tch,lea_pct_tch,lea_pct_prin,st_pct_tch,st_pct_prin
0-3 Years,2015,900356,Union County Public Schools,Shiloh Elementary,State Of North Carolina,E,0.125,0.244,0.472,0.228,0.434
0-3 Years,2015,900358,Union County Public Schools,Stallings Elementary,State Of North Carolina,E,0.063,0.244,0.472,0.228,0.434
0-3 Years,2015,900360,Union County Public Schools,Sun Valley High,State Of North Carolina,H,0.211,0.216,0.472,0.221,0.434
0-3 Years,2015,900362,Union County Public Schools,Sun Valley Middle,State Of North Carolina,M,0.214,0.196,0.472,0.244,0.434
0-3 Years,2015,900363,Union County Public Schools,Sun Valley Elementary,State Of North Carolina,E,0.348,0.244,0.472,0.228,0.434
0-3 Years,2015,900364,Union County Public Schools,"Union Elementary, Wingate",State Of North Carolina,E,0.242,0.244,0.472,0.228,0.434
0-3 Years,2015,900365,Union County Public Schools,South Providence,State Of North Carolina,T,0.31,0.31,0.472,0.249,0.434
0-3 Years,2015,900366,Union County Public Schools,Central Academy of Technology and Arts,State Of North Carolina,H,0.193,0.216,0.472,0.221,0.434
0-3 Years,2015,900367,Union County Public Schools,Union County Early College,State Of North Carolina,H,0.071,0.216,0.472,0.221,0.434
0-3 Years,2015,900368,Union County Public Schools,Unionville Elementary,State Of North Carolina,E,0.19,0.244,0.472,0.228,0.434
0-3 Years,2015,900370,Union County Public Schools,Walter Bickett Elementary,State Of North Carolina,E,0.318,0.244,0.472,0.228,0.434
0-3 Years,2015,900372,Union County Public Schools,Waxhaw Elementary,State Of North Carolina,E,0.27,0.244,0.472,0.228,0.434
0-3 Years,2015,900376,Union County Public Schools,Weddington Elementary,State Of North Carolina,E,0.205,0.244,0.472,0.228,0.434
0-3 Years,2015,900377,Union County Public Schools,Weddington High,State Of North Carolina,H,0.197,0.216,0.472,0.221,0.434
0-3 Years,2015,900378,Union County Public Schools,Weddington Middle,State Of North Carolina,M,0.127,0.196,0.472,0.244,0.434
0-3 Years,2015,900380,Union County Public Schools,Wesley Chapel Elementary,State Of North Carolina,E,0.167,0.244,0.472,0.228,0.434
0-3 Years,2015,900384,Union County Public Schools,Western Union Elementary,State Of North Carolina,E,0.362,0.244,0.472,0.228,0.434
0-3 Years,2015,900388,Union County Public Schools,Wingate Elementary,State Of North Carolina,E,0.274,0.244,0.472,0.228,0.434
0-3 Years,2015,900391,Union County Public Schools,Marvin Ridge Middle,State Of North Carolina,M,0.145,0.196,0.472,0.244,0.434
0-3 Years,2015,900392,Union County Public Schools,Wolfe School,State Of North Carolina,A,0.188,0.188,0.472,0.225,0.434
0-3 Years,2015,900393,Union County Public Schools,Marvin Ridge High,State Of North Carolina,H,0.313,0.216,0.472,0.221,0.434
0-3 Years,2015,90A000,Charter and Non-District Affiliated Schools,"Union Academy, Monroe",State Of North Carolina,A,,,,0.225,0.434
0-3 Years,2015,910304,Vance County Schools,Aycock Elementary,State Of North Carolina,E,0.129,0.172,0.471,0.228,0.434
0-3 Years,2015,910308,Vance County Schools,"Carver Elementary, Henderson",State Of North Carolina,E,0.313,0.172,0.471,0.228,0.434
0-3 Years,2015,910311,Vance County Schools,Clarke Elementary,State Of North Carolina,E,0.135,0.172,0.471,0.228,0.434
0-3 Years,2015,910314,Vance County Schools,Dabney Elementary,State Of North Carolina,E,0.057,0.172,0.471,0.228,0.434
0-3 Years,2015,910316,Vance County Schools,Eaton-Johnson Middle,State Of North Carolina,M,0.311,0.373,0.471,0.244,0.434
0-3 Years,2015,910320,Vance County Schools,Henderson Middle,State Of North Carolina,M,0.409,0.373,0.471,0.244,0.434
0-3 Years,2015,910340,Vance County Schools,"New Hope Elementary, Henderson",State Of North Carolina,E,0.125,0.172,0.471,0.228,0.434
0-3 Years,2015,910346,Vance County Schools,E O Young Jr Elementary,State Of North Carolina,E,0.227,0.172,0.471,0.228,0.434
0-3 Years,2015,910356,Vance County Schools,Pinkston Street Elementary,State Of North Carolina,E,0.333,0.172,0.471,0.228,0.434
0-3 Years,2015,910360,Vance County Schools,E M Rollins Elementary,State Of North Carolina,E,0.133,0.172,0.471,0.228,0.434
0-3 Years,2015,910364,Vance County Schools,Southern Vance High,State Of North Carolina,H,0.389,0.373,0.471,0.221,0.434
0-3 Years,2015,910368,Vance County Schools,Western Vance High,State Of North Carolina,H,0.357,0.373,0.471,0.221,0.434
0-3 Years,2015,910370,Vance County Schools,Northern Vance High,State Of North Carolina,H,0.397,0.373,0.471,0.221,0.434
0-3 Years,2015,910376,Vance County Schools,L B Yancey Elementary,State Of North Carolina,E,0.318,0.172,0.471,0.228,0.434
0-3 Years,2015,910380,Vance County Schools,Zeb Vance Elementary,State Of North Carolina,E,0.103,0.172,0.471,0.228,0.434
0-3 Years,2015,910382,Vance County Schools,Vance Co Early College,State Of North Carolina,H,0.125,0.373,0.471,0.221,0.434
0-3 Years,2015,910384,Vance County Schools,STEM Early High,State Of North Carolina,M,0.462,0.373,0.471,0.244,0.434
0-3 Years,2015,91A000,Charter and Non-District Affiliated Schools,Vance Charter School,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,91B000,Charter and Non-District Affiliated Schools,Henderson Collegiate,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,920302,Wake County Schools,River Bend Elementary,State Of North Carolina,E,0.359,0.197,0.333,0.228,0.434
0-3 Years,2015,920304,Wake County Schools,Adams Elementary,State Of North Carolina,E,0.123,0.197,0.333,0.228,0.434
0-3 Years,2015,920306,Wake County Schools,Herbert Akins Rd Elementary,State Of North Carolina,E,0.131,0.197,0.333,0.228,0.434
0-3 Years,2015,920307,Wake County Schools,Alston Ridge Elementary,State Of North Carolina,E,0.224,0.197,0.333,0.228,0.434
0-3 Years,2015,920308,Wake County Schools,Apex Elementary,State Of North Carolina,E,0.109,0.197,0.333,0.228,0.434
0-3 Years,2015,920312,Wake County Schools,Apex Middle,State Of North Carolina,M,0.239,0.196,0.333,0.244,0.434
0-3 Years,2015,920316,Wake County Schools,Apex High,State Of North Carolina,H,0.193,0.213,0.333,0.221,0.434
0-3 Years,2015,920318,Wake County Schools,Athens Drive High,State Of North Carolina,H,0.189,0.213,0.333,0.221,0.434
0-3 Years,2015,920320,Wake County Schools,Aversboro Elementary,State Of North Carolina,E,0.2,0.197,0.333,0.228,0.434
0-3 Years,2015,920324,Wake County Schools,Longview,State Of North Carolina,T,0.13,0.186,0.333,0.249,0.434
0-3 Years,2015,920325,Wake County Schools,Banks Road Elementary,State Of North Carolina,E,0.245,0.197,0.333,0.228,0.434
0-3 Years,2015,920326,Wake County Schools,Baileywick Road Elementary,State Of North Carolina,E,0.206,0.197,0.333,0.228,0.434
0-3 Years,2015,920327,Wake County Schools,Ballentine Elementary,State Of North Carolina,E,0.132,0.197,0.333,0.228,0.434
0-3 Years,2015,920328,Wake County Schools,Baucom Elementary,State Of North Carolina,E,0.183,0.197,0.333,0.228,0.434
0-3 Years,2015,920329,Wake County Schools,Barwell Road Elementary,State Of North Carolina,E,0.339,0.197,0.333,0.228,0.434
0-3 Years,2015,920334,Wake County Schools,Brassfield Elementary,State Of North Carolina,E,0.188,0.197,0.333,0.228,0.434
0-3 Years,2015,920336,Wake County Schools,"Brentwood Elementary, Raleigh",State Of North Carolina,E,0.244,0.197,0.333,0.228,0.434
0-3 Years,2015,920340,Wake County Schools,Briarcliff Elementary,State Of North Carolina,E,0.174,0.197,0.333,0.228,0.434
0-3 Years,2015,920342,Wake County Schools,"Brier Creek Elementary, Raleigh",State Of North Carolina,E,0.1,0.197,0.333,0.228,0.434
0-3 Years,2015,920344,Wake County Schools,Brooks Elementary,State Of North Carolina,E,0.293,0.197,0.333,0.228,0.434
0-3 Years,2015,920348,Wake County Schools,Needham Broughton High,State Of North Carolina,H,0.221,0.213,0.333,0.221,0.434
0-3 Years,2015,920352,Wake County Schools,Bugg Elementary,State Of North Carolina,E,0.283,0.197,0.333,0.228,0.434
0-3 Years,2015,920356,Wake County Schools,Carnage Middle,State Of North Carolina,M,0.203,0.196,0.333,0.244,0.434
0-3 Years,2015,920358,Wake County Schools,Carpenter Elementary,State Of North Carolina,E,0.3,0.197,0.333,0.228,0.434
0-3 Years,2015,920360,Wake County Schools,Carroll Middle,State Of North Carolina,M,0.297,0.196,0.333,0.244,0.434
0-3 Years,2015,920362,Wake County Schools,"Carver Elementary, Wendell",State Of North Carolina,E,0.297,0.197,0.333,0.228,0.434
0-3 Years,2015,920364,Wake County Schools,Cary Elementary,State Of North Carolina,E,0.19,0.197,0.333,0.228,0.434
0-3 Years,2015,920368,Wake County Schools,Cary High,State Of North Carolina,H,0.137,0.213,0.333,0.221,0.434
0-3 Years,2015,920369,Wake County Schools,Cedar Fork Elementary,State Of North Carolina,E,0.283,0.197,0.333,0.228,0.434
0-3 Years,2015,920370,Wake County Schools,Centennial Campus Middle,State Of North Carolina,M,0.333,0.196,0.333,0.244,0.434
0-3 Years,2015,920376,Wake County Schools,Combs Elementary,State Of North Carolina,E,0.339,0.197,0.333,0.228,0.434
0-3 Years,2015,920380,Wake County Schools,Conn Elementary,State Of North Carolina,E,0.213,0.197,0.333,0.228,0.434
0-3 Years,2015,920384,Wake County Schools,Creech Road Elementary,State Of North Carolina,E,0.333,0.197,0.333,0.228,0.434
0-3 Years,2015,920388,Wake County Schools,Daniels Middle,State Of North Carolina,M,0.145,0.196,0.333,0.244,0.434
0-3 Years,2015,920390,Wake County Schools,Davis Drive Elementary,State Of North Carolina,E,0.097,0.197,0.333,0.228,0.434
0-3 Years,2015,920391,Wake County Schools,Davis Drive Middle,State Of North Carolina,M,0.214,0.196,0.333,0.244,0.434
0-3 Years,2015,920393,Wake County Schools,Dillard Drive Elementary,State Of North Carolina,E,0.185,0.197,0.333,0.228,0.434
0-3 Years,2015,920394,Wake County Schools,Dillard Drive Middle,State Of North Carolina,M,0.246,0.196,0.333,0.244,0.434
0-3 Years,2015,920396,Wake County Schools,Douglas Elementary,State Of North Carolina,E,0.245,0.197,0.333,0.228,0.434
0-3 Years,2015,920398,Wake County Schools,Durant Road Elementary,State Of North Carolina,E,0.134,0.197,0.333,0.228,0.434
0-3 Years,2015,920399,Wake County Schools,Durant Road Middle,State Of North Carolina,M,0.185,0.196,0.333,0.244,0.434
0-3 Years,2015,920400,Wake County Schools,Reedy Creek Middle,State Of North Carolina,M,0.241,0.196,0.333,0.244,0.434
0-3 Years,2015,920402,Wake County Schools,East Cary Middle,State Of North Carolina,M,0.234,0.196,0.333,0.244,0.434
0-3 Years,2015,920403,Wake County Schools,East Garner Elementary,State Of North Carolina,E,0.196,0.197,0.333,0.228,0.434
0-3 Years,2015,920404,Wake County Schools,East Garner Middle,State Of North Carolina,M,0.2,0.196,0.333,0.244,0.434
0-3 Years,2015,920408,Wake County Schools,East Millbrook Middle,State Of North Carolina,M,0.174,0.196,0.333,0.244,0.434
0-3 Years,2015,920410,Wake County Schools,East Wake Middle,State Of North Carolina,M,0.22,0.196,0.333,0.244,0.434
0-3 Years,2015,920412,Wake County Schools,Enloe High,State Of North Carolina,H,0.201,0.213,0.333,0.221,0.434
0-3 Years,2015,920413,Wake County Schools,Forestville Road Elementary,State Of North Carolina,E,0.161,0.197,0.333,0.228,0.434
0-3 Years,2015,920414,Wake County Schools,Farmington Woods Elementary,State Of North Carolina,E,0.167,0.197,0.333,0.228,0.434
0-3 Years,2015,920415,Wake County Schools,Fox Road Elementary,State Of North Carolina,E,0.25,0.197,0.333,0.228,0.434
0-3 Years,2015,920416,Wake County Schools,Fuller Elementary,State Of North Carolina,E,0.267,0.197,0.333,0.228,0.434
0-3 Years,2015,920417,Wake County Schools,Forest Pines Drive Elementary,State Of North Carolina,E,0.277,0.197,0.333,0.228,0.434
0-3 Years,2015,920420,Wake County Schools,Fuquay-Varina Elementary,State Of North Carolina,E,0.13,0.197,0.333,0.228,0.434
0-3 Years,2015,920424,Wake County Schools,Fuquay-Varina Middle,State Of North Carolina,M,0.088,0.196,0.333,0.244,0.434
0-3 Years,2015,920428,Wake County Schools,Fuquay-Varina High,State Of North Carolina,H,0.235,0.213,0.333,0.221,0.434
0-3 Years,2015,920436,Wake County Schools,Garner High,State Of North Carolina,H,0.203,0.213,0.333,0.221,0.434
0-3 Years,2015,920438,Wake County Schools,River Oaks Middle,State Of North Carolina,M,0.125,0.196,0.333,0.244,0.434
0-3 Years,2015,920439,Wake County Schools,Green Hope Elementary,State Of North Carolina,E,0.143,0.197,0.333,0.228,0.434
0-3 Years,2015,920440,Wake County Schools,Green Elementary,State Of North Carolina,E,0.34,0.197,0.333,0.228,0.434
0-3 Years,2015,920441,Wake County Schools,Green Hope High,State Of North Carolina,H,0.264,0.213,0.333,0.221,0.434
0-3 Years,2015,920442,Wake County Schools,Hilburn Drive Academy,State Of North Carolina,I,0.296,0.198,0.333,0.254,0.434
0-3 Years,2015,920443,Wake County Schools,Highcroft Elementary,State Of North Carolina,E,0.213,0.197,0.333,0.228,0.434
0-3 Years,2015,920444,Wake County Schools,"Heritage Middle, Wake Forest",State Of North Carolina,M,0.067,0.196,0.333,0.244,0.434
0-3 Years,2015,920445,Wake County Schools,Heritage High,State Of North Carolina,H,0.216,0.213,0.333,0.221,0.434
0-3 Years,2015,920446,Wake County Schools,Hodge Road Elementary,State Of North Carolina,E,0.196,0.197,0.333,0.228,0.434
0-3 Years,2015,920447,Wake County Schools,Holly Springs Elementary,State Of North Carolina,E,0.136,0.197,0.333,0.228,0.434
0-3 Years,2015,920448,Wake County Schools,"Hunter Elementary, Raleigh",State Of North Carolina,E,0.158,0.197,0.333,0.228,0.434
0-3 Years,2015,920449,Wake County Schools,Holly Ridge Elementary,State Of North Carolina,E,0.096,0.197,0.333,0.228,0.434
0-3 Years,2015,920450,Wake County Schools,Holly Ridge Middle,State Of North Carolina,M,0.233,0.196,0.333,0.244,0.434
0-3 Years,2015,920451,Wake County Schools,Harris Creek Elementary,State Of North Carolina,E,0.116,0.197,0.333,0.228,0.434
0-3 Years,2015,920452,Wake County Schools,Jeffreys Grove Elementary,State Of North Carolina,E,0.275,0.197,0.333,0.228,0.434
0-3 Years,2015,920453,Wake County Schools,Jones Dairy Elementary,State Of North Carolina,E,0.06,0.197,0.333,0.228,0.434
0-3 Years,2015,920454,Wake County Schools,Heritage Elementary,State Of North Carolina,E,0.074,0.197,0.333,0.228,0.434
0-3 Years,2015,920455,Wake County Schools,Holly Springs High,State Of North Carolina,H,0.281,0.213,0.333,0.221,0.434
0-3 Years,2015,920456,Wake County Schools,Joyner Elementary,State Of North Carolina,E,0.146,0.197,0.333,0.228,0.434
0-3 Years,2015,920457,Wake County Schools,Holly Grove Elementary,State Of North Carolina,E,0.096,0.197,0.333,0.228,0.434
0-3 Years,2015,920458,Wake County Schools,Holly Grove Middle,State Of North Carolina,M,0.169,0.196,0.333,0.244,0.434
0-3 Years,2015,920460,Wake County Schools,Kingswood Elementary,State Of North Carolina,E,0.25,0.197,0.333,0.228,0.434
0-3 Years,2015,920464,Wake County Schools,Knightdale Elementary,State Of North Carolina,E,0.291,0.197,0.333,0.228,0.434
0-3 Years,2015,920466,Wake County Schools,Knightdale High,State Of North Carolina,H,0.324,0.213,0.333,0.221,0.434
0-3 Years,2015,920467,Wake County Schools,Laurel Park Elementary,State Of North Carolina,E,0.148,0.197,0.333,0.228,0.434
0-3 Years,2015,920468,Wake County Schools,Lacy Elementary,State Of North Carolina,E,0.113,0.197,0.333,0.228,0.434
0-3 Years,2015,920469,Wake County Schools,Leesville Road Elementary,State Of North Carolina,E,0.145,0.197,0.333,0.228,0.434
0-3 Years,2015,920470,Wake County Schools,Lead Mine Elementary,State Of North Carolina,E,0.262,0.197,0.333,0.228,0.434
0-3 Years,2015,920471,Wake County Schools,Leesville Road Middle,State Of North Carolina,M,0.235,0.196,0.333,0.244,0.434
0-3 Years,2015,920472,Wake County Schools,Ligon Middle,State Of North Carolina,M,0.274,0.196,0.333,0.244,0.434
0-3 Years,2015,920473,Wake County Schools,Leesville Road High,State Of North Carolina,H,0.18,0.213,0.333,0.221,0.434
0-3 Years,2015,920474,Wake County Schools,Lake Myra Elementary,State Of North Carolina,E,0.213,0.197,0.333,0.228,0.434
0-3 Years,2015,920476,Wake County Schools,"Lincoln Heights Elementary, Fuquay-Varina",State Of North Carolina,E,0.233,0.197,0.333,0.228,0.434
0-3 Years,2015,920480,Wake County Schools,Lockhart Elementary,State Of North Carolina,E,0.235,0.197,0.333,0.228,0.434
0-3 Years,2015,920484,Wake County Schools,Lufkin Road Middle,State Of North Carolina,M,0.186,0.196,0.333,0.244,0.434
0-3 Years,2015,920488,Wake County Schools,Lynn Road Elementary,State Of North Carolina,E,0.225,0.197,0.333,0.228,0.434
0-3 Years,2015,920492,Wake County Schools,Martin Middle,State Of North Carolina,M,0.147,0.196,0.333,0.244,0.434
0-3 Years,2015,920494,Wake County Schools,Middle Creek Elementary,State Of North Carolina,E,0.119,0.197,0.333,0.228,0.434
0-3 Years,2015,920495,Wake County Schools,Middle Creek High,State Of North Carolina,H,0.2,0.213,0.333,0.221,0.434
0-3 Years,2015,920496,Wake County Schools,Millbrook Elementary,State Of North Carolina,E,0.233,0.197,0.333,0.228,0.434
0-3 Years,2015,920500,Wake County Schools,Millbrook High,State Of North Carolina,H,0.248,0.213,0.333,0.221,0.434
0-3 Years,2015,920501,Wake County Schools,Mills Park Elementary,State Of North Carolina,E,0.185,0.197,0.333,0.228,0.434
0-3 Years,2015,920502,Wake County Schools,Mills Park Middle,State Of North Carolina,M,0.222,0.196,0.333,0.244,0.434
0-3 Years,2015,920504,Wake County Schools,Morrisville Elementary,State Of North Carolina,E,0.222,0.197,0.333,0.228,0.434
0-3 Years,2015,920506,Wake County Schools,Moore Square Museum Magnet Middle,State Of North Carolina,M,0.256,0.196,0.333,0.244,0.434
0-3 Years,2015,920508,Wake County Schools,Mount Vernon,State Of North Carolina,I,0.031,0.198,0.333,0.254,0.434
0-3 Years,2015,920512,Wake County Schools,North Garner Middle,State Of North Carolina,M,0.113,0.196,0.333,0.244,0.434
0-3 Years,2015,920514,Wake County Schools,North Forest Pines Elementary,State Of North Carolina,E,0.039,0.197,0.333,0.228,0.434
0-3 Years,2015,920516,Wake County Schools,North Ridge Elementary,State Of North Carolina,E,0.173,0.197,0.333,0.228,0.434
0-3 Years,2015,920520,Wake County Schools,"Northwoods Elementary, Cary",State Of North Carolina,E,0.171,0.197,0.333,0.228,0.434
0-3 Years,2015,920522,Wake County Schools,"Oak Grove Elementary, Raleigh",State Of North Carolina,E,0.288,0.197,0.333,0.228,0.434
0-3 Years,2015,920523,Wake County Schools,Olive Chapel Elementary,State Of North Carolina,E,0.206,0.197,0.333,0.228,0.434
0-3 Years,2015,920524,Wake County Schools,Olds Elementary,State Of North Carolina,E,0.231,0.197,0.333,0.228,0.434
0-3 Years,2015,920525,Wake County Schools,Partnership Elementary,State Of North Carolina,E,0.111,0.197,0.333,0.228,0.434
0-3 Years,2015,920526,Wake County Schools,Panther Creek High,State Of North Carolina,H,0.226,0.213,0.333,0.221,0.434
0-3 Years,2015,920528,Wake County Schools,Phillips High,State Of North Carolina,H,0.118,0.213,0.333,0.221,0.434
0-3 Years,2015,920530,Wake County Schools,Penny Road Elementary,State Of North Carolina,E,0.152,0.197,0.333,0.228,0.434
0-3 Years,2015,920531,Wake County Schools,Pleasant Union Elementary,State Of North Carolina,E,0.081,0.197,0.333,0.228,0.434
0-3 Years,2015,920532,Wake County Schools,Poe Elementary,State Of North Carolina,E,0.226,0.197,0.333,0.228,0.434
0-3 Years,2015,920536,Wake County Schools,Powell Elementary,State Of North Carolina,E,0.108,0.197,0.333,0.228,0.434
0-3 Years,2015,920540,Wake County Schools,Rand Road Elementary,State Of North Carolina,E,0.077,0.197,0.333,0.228,0.434
0-3 Years,2015,920542,Wake County Schools,"Reedy Creek Elementary, Cary",State Of North Carolina,E,0.367,0.197,0.333,0.228,0.434
0-3 Years,2015,920543,Wake County Schools,Richland Creek Elementary,State Of North Carolina,E,0.182,0.197,0.333,0.228,0.434
0-3 Years,2015,920544,Wake County Schools,Rolesville Elementary,State Of North Carolina,E,0.16,0.197,0.333,0.228,0.434
0-3 Years,2015,920545,Wake County Schools,Rolesville Middle,State Of North Carolina,M,0.175,0.196,0.333,0.244,0.434
0-3 Years,2015,920546,Wake County Schools,Rolesville High,State Of North Carolina,H,0.32,0.213,0.333,0.221,0.434
0-3 Years,2015,920548,Wake County Schools,Root Elementary,State Of North Carolina,E,0.179,0.197,0.333,0.228,0.434
0-3 Years,2015,920550,Wake County Schools,"Salem Elementary, Apex",State Of North Carolina,E,0.306,0.197,0.333,0.228,0.434
0-3 Years,2015,920551,Wake County Schools,Salem Middle,State Of North Carolina,M,0.139,0.196,0.333,0.244,0.434
0-3 Years,2015,920552,Wake County Schools,Sanderson High,State Of North Carolina,H,0.263,0.213,0.333,0.221,0.434
0-3 Years,2015,920554,Wake County Schools,Sanford Creek Elementary,State Of North Carolina,E,0.13,0.197,0.333,0.228,0.434
0-3 Years,2015,920560,Wake County Schools,Smith Elementary,State Of North Carolina,E,0.173,0.197,0.333,0.228,0.434
0-3 Years,2015,920562,Wake County Schools,Southeast Raleigh High,State Of North Carolina,H,0.274,0.213,0.333,0.221,0.434
0-3 Years,2015,920564,Wake County Schools,Stough Elementary,State Of North Carolina,E,0.341,0.197,0.333,0.228,0.434
0-3 Years,2015,920568,Wake County Schools,"Swift Creek Elementary, Raleigh",State Of North Carolina,E,0.162,0.197,0.333,0.228,0.434
0-3 Years,2015,920569,Wake County Schools,Sycamore Creek Elementary,State Of North Carolina,E,0.211,0.197,0.333,0.228,0.434
0-3 Years,2015,920570,Wake County Schools,Timber Drive Elementary,State Of North Carolina,E,0.188,0.197,0.333,0.228,0.434
0-3 Years,2015,920571,Wake County Schools,Turner Creek Elementary,State Of North Carolina,E,0.06,0.197,0.333,0.228,0.434
0-3 Years,2015,920572,Wake County Schools,Underwood Elementary,State Of North Carolina,E,0.098,0.197,0.333,0.228,0.434
0-3 Years,2015,920576,Wake County Schools,"Vance Elementary, Raleigh",State Of North Carolina,E,0.059,0.197,0.333,0.228,0.434
0-3 Years,2015,920580,Wake County Schools,Vandora Springs Elementary,State Of North Carolina,E,0.205,0.197,0.333,0.228,0.434
0-3 Years,2015,920581,Wake County Schools,Vernon Malone College and Career Academy,State Of North Carolina,H,0.3,0.213,0.333,0.221,0.434
0-3 Years,2015,920582,Wake County Schools,Wake STEM Early College High School,State Of North Carolina,H,0.154,0.213,0.333,0.221,0.434
0-3 Years,2015,920583,Wake County Schools,Wake Early College of Health and Science,State Of North Carolina,H,0.059,0.213,0.333,0.221,0.434
0-3 Years,2015,920584,Wake County Schools,Wake Forest Elementary,State Of North Carolina,E,0.175,0.197,0.333,0.228,0.434
0-3 Years,2015,920585,Wake County Schools,Wake Young Men's Leadership Academy,State Of North Carolina,T,0.318,0.186,0.333,0.249,0.434
0-3 Years,2015,920586,Wake County Schools,Wake Young Women's Leadership Academy,State Of North Carolina,T,0.12,0.186,0.333,0.249,0.434
0-3 Years,2015,920588,Wake County Schools,Wake Forest High School,State Of North Carolina,H,0.117,0.213,0.333,0.221,0.434
0-3 Years,2015,920592,Wake County Schools,Wake Forest Middle School,State Of North Carolina,M,0.172,0.196,0.333,0.244,0.434
0-3 Years,2015,920593,Wake County Schools,Wakefield Elementary,State Of North Carolina,E,0.146,0.197,0.333,0.228,0.434
0-3 Years,2015,920594,Wake County Schools,Wakefield Middle,State Of North Carolina,M,0.134,0.196,0.333,0.244,0.434
0-3 Years,2015,920595,Wake County Schools,Wakefield High,State Of North Carolina,H,0.163,0.213,0.333,0.221,0.434
0-3 Years,2015,920596,Wake County Schools,"Washington Elementary, Raleigh",State Of North Carolina,E,0.163,0.197,0.333,0.228,0.434
0-3 Years,2015,920597,Wake County Schools,Wakelon Elementary,State Of North Carolina,E,0.25,0.197,0.333,0.228,0.434
0-3 Years,2015,920598,Wake County Schools,Weatherstone Elementary,State Of North Carolina,E,0.339,0.197,0.333,0.228,0.434
0-3 Years,2015,920599,Wake County Schools,Walnut Creek Elementary,State Of North Carolina,E,0.373,0.197,0.333,0.228,0.434
0-3 Years,2015,920600,Wake County Schools,Wendell Elementary,State Of North Carolina,E,0.184,0.197,0.333,0.228,0.434
0-3 Years,2015,920601,Wake County Schools,Wendell Middle,State Of North Carolina,M,0.367,0.196,0.333,0.244,0.434
0-3 Years,2015,920604,Wake County Schools,West Cary Middle,State Of North Carolina,M,0.25,0.196,0.333,0.244,0.434
0-3 Years,2015,920606,Wake County Schools,West Lake Elementary,State Of North Carolina,E,0.169,0.197,0.333,0.228,0.434
0-3 Years,2015,920607,Wake County Schools,West Lake Middle,State Of North Carolina,M,0.091,0.196,0.333,0.244,0.434
0-3 Years,2015,920608,Wake County Schools,West Millbrook Middle,State Of North Carolina,M,0.186,0.196,0.333,0.244,0.434
0-3 Years,2015,920616,Wake County Schools,Wilburn Elementary,State Of North Carolina,E,0.42,0.197,0.333,0.228,0.434
0-3 Years,2015,920618,Wake County Schools,Wildwood Forest Elementary,State Of North Carolina,E,0.138,0.197,0.333,0.228,0.434
0-3 Years,2015,920620,Wake County Schools,Wiley Elementary,State Of North Carolina,E,0.278,0.197,0.333,0.228,0.434
0-3 Years,2015,920624,Wake County Schools,Willow Springs Elementary,State Of North Carolina,E,0.172,0.197,0.333,0.228,0.434
0-3 Years,2015,920626,Wake County Schools,Yates Mill Elementary,State Of North Carolina,E,0.146,0.197,0.333,0.228,0.434
0-3 Years,2015,920628,Wake County Schools,York Elementary,State Of North Carolina,E,0.317,0.197,0.333,0.228,0.434
0-3 Years,2015,920632,Wake County Schools,Zebulon Elementary,State Of North Carolina,E,0.128,0.197,0.333,0.228,0.434
0-3 Years,2015,920636,Wake County Schools,Zebulon Middle,State Of North Carolina,M,0.182,0.196,0.333,0.244,0.434
0-3 Years,2015,920700,Wake County Schools,East Wake School of Health Science,State Of North Carolina,H,0.125,0.213,0.333,0.221,0.434
0-3 Years,2015,920701,Wake County Schools,East Wake School of Integrated Technolog,State Of North Carolina,H,0.217,0.213,0.333,0.221,0.434
0-3 Years,2015,920702,Wake County Schools,East Wake School of Arts Education and G,State Of North Carolina,H,0.074,0.213,0.333,0.221,0.434
0-3 Years,2015,920703,Wake County Schools,East Wake School of Engineering,State Of North Carolina,H,0.08,0.213,0.333,0.221,0.434
0-3 Years,2015,92B000,Charter and Non-District Affiliated Schools,The Exploris School,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,92D000,Charter and Non-District Affiliated Schools,Magellan Charter,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,92E000,Charter and Non-District Affiliated Schools,Sterling Montessori Academy,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,92F000,Charter and Non-District Affiliated Schools,Franklin Academy,State Of North Carolina,A,,,,0.225,0.434
0-3 Years,2015,92G000,Charter and Non-District Affiliated Schools,East Wake Academy,State Of North Carolina,A,,,,0.225,0.434
0-3 Years,2015,92K000,Charter and Non-District Affiliated Schools,Raleigh Charter High School,State Of North Carolina,H,,,,0.221,0.434
0-3 Years,2015,92L000,Charter and Non-District Affiliated Schools,Torchlight Academy,State Of North Carolina,E,,,,0.228,0.434
0-3 Years,2015,92M000,Charter and Non-District Affiliated Schools,PreEminent Charter,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,92N000,Charter and Non-District Affiliated Schools,Quest Academy,State Of North Carolina,I,,,,0.254,0.434
0-3 Years,2015,92P000,Charter and Non-District Affiliated Schools,Southern Wake Academy,State Of North Carolina,T,,,,0.249,0.434
0-3 Years,2015,92Q000,Charter and Non-District Affiliated Schools,Hope Charter Leadership Academy,State Of North Carolina,E,,,,0.228,0.434
