year,unit_code,grade,pct_prof,School_Name,Lea_Name,State_Name
2017,27A000,6,0,Water's Edge Village School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,280304,6,69.6,Cape Hatteras Secondary School,Dare County Schools,State Of North Carolina
2017,280304,9,29.4,Cape Hatteras Secondary School,Dare County Schools,State Of North Carolina
2017,280306,9,0,Dare County Alternative School,Dare County Schools,State Of North Carolina
2017,280316,9,40.5,Manteo High School,Dare County Schools,State Of North Carolina
2017,280320,6,42.7,Manteo Middle School,Dare County Schools,State Of North Carolina
2017,280328,6,62.1,First Flight Middle School,Dare County Schools,State Of North Carolina
2017,280330,9,43.5,First Flight High School,Dare County Schools,State Of North Carolina
2017,290308,9,39,Central Davidson High,Davidson County Schools,State Of North Carolina
2017,290309,6,45.3,Central Davidson Middle,Davidson County Schools,State Of North Carolina
2017,290310,6,0,Stoner-Thomas School,Davidson County Schools,State Of North Carolina
2017,290310,9,0,Stoner-Thomas School,Davidson County Schools,State Of North Carolina
2017,290314,9,0,Davidson County High School,Davidson County Schools,State Of North Carolina
2017,290315,9,83.3,Davidson Early College,Davidson County Schools,State Of North Carolina
2017,290322,6,42.6,E Lawson Brown Middle,Davidson County Schools,State Of North Carolina
2017,290324,9,39.7,East Davidson High,Davidson County Schools,State Of North Carolina
2017,290334,6,56.8,Ledford Middle,Davidson County Schools,State Of North Carolina
2017,290336,9,48.9,Ledford Senior High,Davidson County Schools,State Of North Carolina
2017,290348,9,45.9,North Davidson High,Davidson County Schools,State Of North Carolina
2017,290350,6,46,North Davidson Middle,Davidson County Schools,State Of North Carolina
2017,290351,6,62,Oak Grove Middle,Davidson County Schools,State Of North Carolina
2017,290365,9,31.2,South Davidson High,Davidson County Schools,State Of North Carolina
2017,290367,6,37.9,South Davidson Middle,Davidson County Schools,State Of North Carolina
2017,290376,6,37.4,Tyro Middle,Davidson County Schools,State Of North Carolina
2017,290388,9,32.4,West Davidson High,Davidson County Schools,State Of North Carolina
2017,290389,9,57.4,Yadkin Valley Regional Career Academy,Davidson County Schools,State Of North Carolina
2017,291332,6,37.4,Lexington Middle School,Lexington City Schools,State Of North Carolina
2017,291336,9,24.5,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291350,6,0,South Lexington Development Center,Lexington City Schools,State Of North Carolina
2017,292320,6,30.1,Thomasville Middle,Thomasville City Schools,State Of North Carolina
2017,292324,9,26.9,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,300306,6,0,Central Davie Academy,Davie County Schools,State Of North Carolina
2017,300306,9,0,Central Davie Academy,Davie County Schools,State Of North Carolina
2017,300312,9,44.2,Davie County High,Davie County Schools,State Of North Carolina
2017,300314,9,80.9,Davie County Early College High,Davie County Schools,State Of North Carolina
2017,300325,6,57.7,North Davie Middle,Davie County Schools,State Of North Carolina
2017,300330,6,47.3,South Davie Middle,Davie County Schools,State Of North Carolina
2017,300337,6,54,William Ellis Middle,Davie County Schools,State Of North Carolina
2017,310304,6,17.8,B F Grady Elementary,Duplin County Schools,State Of North Carolina
2017,310308,6,30.3,Beulaville Elementary,Duplin County Schools,State Of North Carolina
2017,310324,6,27.6,Charity Middle,Duplin County Schools,State Of North Carolina
2017,310330,6,45.5,Chinquapin Elementary,Duplin County Schools,State Of North Carolina
2017,310338,9,39.6,Duplin Early College High,Duplin County Schools,State Of North Carolina
2017,310340,6,27.2,E E Smith Middle,Duplin County Schools,State Of North Carolina
2017,310344,9,32.7,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310352,9,11.9,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310360,6,43.1,North Duplin Elementary,Duplin County Schools,State Of North Carolina
2017,310364,9,24.7,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310392,9,19,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310396,6,9.3,Warsaw Middle,Duplin County Schools,State Of North Carolina
2017,320306,6,20.3,"Brogden Middle, Durham",Durham Public Schools,State Of North Carolina
2017,320309,9,68.1,J D Clement Early College HS,Durham Public Schools,State Of North Carolina
2017,320312,9,34.9,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320314,6,35.1,The School for Creative Studies,Durham Public Schools,State Of North Carolina
2017,320314,9,20.7,The School for Creative Studies,Durham Public Schools,State Of North Carolina
2017,320316,6,22.4,George L Carrington Middle,Durham Public Schools,State Of North Carolina
2017,320317,9,34.8,City of Medicine Academy,Durham Public Schools,State Of North Carolina
2017,320322,9,0,Durham's Performance Learning Center,Durham Public Schools,State Of North Carolina
2017,320323,6,55,Durham School of the Arts,Durham Public Schools,State Of North Carolina
2017,320323,9,52.6,Durham School of the Arts,Durham Public Schools,State Of North Carolina
2017,320325,9,13.7,Hillside High,Durham Public Schools,State Of North Carolina
2017,320336,6,0,DPS Hospital School,Durham Public Schools,State Of North Carolina
2017,320338,6,29.6,James E Shepard Middle,Durham Public Schools,State Of North Carolina
2017,320340,6,53.7,Little River Elementary,Durham Public Schools,State Of North Carolina
2017,320341,6,0,Lakeview School,Durham Public Schools,State Of North Carolina
2017,320341,9,0,Lakeview School,Durham Public Schools,State Of North Carolina
2017,320342,6,50.5,Lakewood Montessori Middle,Durham Public Schools,State Of North Carolina
2017,320343,6,33.3,Lucas Middle,Durham Public Schools,State Of North Carolina
2017,320346,6,29.2,Lowe's Grove Middle,Durham Public Schools,State Of North Carolina
2017,320355,6,21.6,Neal Middle,Durham Public Schools,State Of North Carolina
2017,320356,9,17.5,Northern High,Durham Public Schools,State Of North Carolina
2017,320365,9,25.6,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320366,6,41.7,Sherwood Githens Middle,Durham Public Schools,State Of North Carolina
2017,320368,9,6.3,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320370,6,49.3,Rogers-Herr Middle,Durham Public Schools,State Of North Carolina
2017,320701,9,21.7,Hillside New Tech High,Durham Public Schools,State Of North Carolina
2017,32A000,6,30.1,Maureen Joy Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32B000,6,14.3,Healthy Start Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32C000,6,38.9,Carter Community Charter,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32D000,6,48.6,Kestrel Heights School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32D000,9,13.5,Kestrel Heights School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32H000,6,47.3,Research Triangle Charter,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32K000,6,51.9,Central Park School For Child,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32L000,6,67.3,Voyager Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32L000,9,44.6,Voyager Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32M000,6,17.4,Global Scholars Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32N000,9,82.5,Research Triangle High School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32P000,6,20,The Institute Development Young Leaders,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32S000,6,10,KIPP Durham College Preparatory,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,330326,9,67.6,Edgecombe Early College High,Edgecombe County Public School,State Of North Carolina
2017,330328,9,10.9,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330332,6,11.1,"Phillips Middle, Battleboro",Edgecombe County Public School,State Of North Carolina
2017,330340,6,26.8,South Edgecombe Middle,Edgecombe County Public School,State Of North Carolina
2017,330340,9,0,South Edgecombe Middle,Edgecombe County Public School,State Of North Carolina
2017,330344,6,11.6,W A Pattillo Middle,Edgecombe County Public School,State Of North Carolina
2017,330348,6,25.7,West Edgecombe Middle,Edgecombe County Public School,State Of North Carolina
2017,330350,9,21.4,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330358,9,9.7,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330360,6,21.9,Martin Millennium Academy,Edgecombe County Public School,State Of North Carolina
2017,33A000,6,35.2,North East Carolina Prep,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,33A000,9,6.8,North East Carolina Prep,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,340311,9,59.6,Atkins Academic & Tech High,Forsyth County Schools,State Of North Carolina
2017,340330,9,7,Carver High,Forsyth County Schools,State Of North Carolina
2017,340336,9,18.6,Carter High School,Forsyth County Schools,State Of North Carolina
2017,340350,6,46.6,Clemmons Middle School,Forsyth County Schools,State Of North Carolina
2017,340354,6,59.5,The Downtown School,Forsyth County Schools,State Of North Carolina
2017,340362,9,77.1,Early College of Forsyth Co,Forsyth County Schools,State Of North Carolina
2017,340364,9,31.9,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340366,6,28,East Forsyth Middle School,Forsyth County Schools,State Of North Carolina
2017,340372,6,23.9,"Flat Rock Middle, Winston-Salem",Forsyth County Schools,State Of North Carolina
2017,340382,9,24.1,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340385,6,0,Main Street Academy,Forsyth County Schools,State Of North Carolina
2017,340385,9,0,Main Street Academy,Forsyth County Schools,State Of North Carolina
2017,340392,6,74.7,Hanes Magnet School,Forsyth County Schools,State Of North Carolina
2017,340398,9,0,Homebound/ Hospital Education,Forsyth County Schools,State Of North Carolina
2017,340406,6,63.5,Thomas Jefferson Middle,Forsyth County Schools,State Of North Carolina
2017,340420,6,57.3,Kernersville Middle,Forsyth County Schools,State Of North Carolina
2017,340427,6,0,Kingswood School,Forsyth County Schools,State Of North Carolina
2017,340427,9,0,Kingswood School,Forsyth County Schools,State Of North Carolina
2017,340436,6,36.8,Lowrance Middle,Forsyth County Schools,State Of North Carolina
2017,340442,6,66.6,Meadowlark Middle,Forsyth County Schools,State Of North Carolina
2017,340452,6,19.6,Mineral Springs Middle,Forsyth County Schools,State Of North Carolina
2017,340454,9,32.4,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340460,9,18.9,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340464,6,25.7,Northwest Middle,Forsyth County Schools,State Of North Carolina
2017,340480,6,45.9,Paisley IB Magnet School,Forsyth County Schools,State Of North Carolina
2017,340480,9,74.1,Paisley IB Magnet School,Forsyth County Schools,State Of North Carolina
2017,340486,9,7.1,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340488,6,0,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,9,0,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340492,6,12.5,Philo-Hill Magnet Academy,Forsyth County Schools,State Of North Carolina
2017,340495,9,52.4,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340496,9,29.4,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340516,6,39.2,"Southeast Middle, Kernersville",Forsyth County Schools,State Of North Carolina
2017,340542,9,18.8,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340544,6,30.2,Walkertown Middle,Forsyth County Schools,State Of North Carolina
2017,340556,9,45.2,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340564,6,25.6,Wiley Magnet Middle,Forsyth County Schools,State Of North Carolina
2017,340568,6,9.8,Winston-Salem Preparatory Acad,Forsyth County Schools,State Of North Carolina
2017,340568,9,7,Winston-Salem Preparatory Acad,Forsyth County Schools,State Of North Carolina
2017,34B000,6,43.8,Quality Education Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34B000,9,33.3,Quality Education Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34D000,6,18.9,Carter G Woodson School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34D000,9,16,Carter G Woodson School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34F000,6,27.8,Forsyth Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34G000,6,66.7,The Arts Based School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34H000,6,69.5,NC Leadership Charter Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,34H000,9,72.5,NC Leadership Charter Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,350308,9,21.2,Bunn High,Franklin County Schools,State Of North Carolina
2017,350310,6,45.8,Bunn Middle,Franklin County Schools,State Of North Carolina
2017,350312,6,48.2,Cedar Creek Middle,Franklin County Schools,State Of North Carolina
2017,350317,9,48.9,Franklin County Early College,Franklin County Schools,State Of North Carolina
2017,350321,9,30.3,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350324,6,30.2,Franklinton Middle,Franklin County Schools,State Of North Carolina
2017,350336,9,31.2,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350338,6,33.6,Terrell Lane Middle,Franklin County Schools,State Of North Carolina
2017,35A000,6,38.1,Crosscreek Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,360310,9,25.2,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360324,6,60.8,Belmont Middle,Gaston County Schools,State Of North Carolina
2017,360336,9,13.5,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360337,9,73.5,Gaston Early College High School,Gaston County Schools,State Of North Carolina
2017,360360,9,28.3,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360372,6,0,Warlick Academy,Gaston County Schools,State Of North Carolina
2017,360372,9,0,Warlick Academy,Gaston County Schools,State Of North Carolina
2017,360378,9,40.4,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360380,6,54.2,Cramerton Middle,Gaston County Schools,State Of North Carolina
2017,360390,9,37.7,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360394,6,0,Webb Street School,Gaston County Schools,State Of North Carolina
2017,360394,9,0,Webb Street School,Gaston County Schools,State Of North Carolina
2017,360396,9,29,Forestview High,Gaston County Schools,State Of North Carolina
2017,360408,6,21.6,W P Grier Middle School,Gaston County Schools,State Of North Carolina
2017,360418,9,100,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360426,6,38.5,Holbrook Middle,Gaston County Schools,State Of North Carolina
2017,360428,9,10.3,Hunter Huss High,Gaston County Schools,State Of North Carolina
2017,360431,6,33.6,John Chavis Middle School,Gaston County Schools,State Of North Carolina
2017,360436,6,24.6,Bessemer City Middle,Gaston County Schools,State Of North Carolina
2017,360456,6,45.3,Mount Holly Middle,Gaston County Schools,State Of North Carolina
2017,360470,9,26.4,North Gaston High,Gaston County Schools,State Of North Carolina
2017,360494,9,46.8,South Point High,Gaston County Schools,State Of North Carolina
2017,360498,6,31,"Southwest Middle, Gastonia",Gaston County Schools,State Of North Carolina
2017,360500,6,43.2,Stanley Middle,Gaston County Schools,State Of North Carolina
2017,360514,6,38.6,W C Friday Middle School,Gaston County Schools,State Of North Carolina
2017,360526,6,22,York Chester Middle,Gaston County Schools,State Of North Carolina
2017,36B000,6,66,Piedmont Community Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,36B000,9,31,Piedmont Community Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,36C000,6,70.2,Mountain Island Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,36C000,9,58.7,Mountain Island Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,370308,6,43.1,Central Middle School,Gates County Schools,State Of North Carolina
2017,370312,9,31.7,Gates County Senior High,Gates County Schools,State Of North Carolina
2017,380306,6,38.6,Robbinsville Elementary,Graham County Schools,State Of North Carolina
2017,380308,9,42.1,Robbinsville High,Graham County Schools,State Of North Carolina
2017,390309,6,36,Butner-Stem Middle,Granville County Schools,State Of North Carolina
2017,390314,9,0,Center For Innovative Learning,Granville County Schools,State Of North Carolina
2017,390320,6,54.8,G. C. Hawley Middle,Granville County Schools,State Of North Carolina
2017,390322,9,16.6,Granville Central High,Granville County Schools,State Of North Carolina
2017,390323,9,64.3,Granville Early College High,Granville County Schools,State Of North Carolina
2017,390324,9,12.5,J. F. Webb High,Granville County Schools,State Of North Carolina
2017,390331,6,41.7,Mary Potter Middle,Granville County Schools,State Of North Carolina
2017,390334,6,31.4,Northern Granville Middle,Granville County Schools,State Of North Carolina
2017,390352,9,30.3,South Granville High,Granville County Schools,State Of North Carolina
2017,390700,9,36.5,JF Webb HS Of Health And Life Sciences,Granville County Schools,State Of North Carolina
2017,39A000,6,59.2,Falls Lake Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,39A000,9,44.8,Falls Lake Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,39B000,9,46.2,Oxford Preparatory,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,400308,9,6.4,Greene Central High,Greene County Schools,State Of North Carolina
2017,400312,6,27.2,Greene County Middle,Greene County Schools,State Of North Carolina
2017,400315,9,32.6,Greene Early College High,Greene County Schools,State Of North Carolina
2017,410311,6,38,"Allen Jay Middle, A Preparatory Academy",Guilford County Schools,State Of North Carolina
2017,410313,6,29.1,Southern Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410316,6,20.8,Allen Middle,Guilford County Schools,State Of North Carolina
2017,410319,9,13.3,T Wingate Andrews High,Guilford County Schools,State Of North Carolina
2017,410325,6,31.3,Aycock Middle,Guilford County Schools,State Of North Carolina
2017,410326,9,44.8,Middle College High at Bennett,Guilford County Schools,State Of North Carolina
2017,410341,6,100,Brown Summit Middle,Guilford County Schools,State Of North Carolina
2017,410355,9,14.1,James B Dudley High,Guilford County Schools,State Of North Carolina
2017,410358,9,27.3,Eastern Guilford High,Guilford County Schools,State Of North Carolina
2017,410367,6,26.7,Ferndale Middle,Guilford County Schools,State Of North Carolina
2017,410379,6,0,Gateway Education Center,Guilford County Schools,State Of North Carolina
2017,410379,9,0,Gateway Education Center,Guilford County Schools,State Of North Carolina
2017,410391,6,39.9,Penn-Griffin Schools,Guilford County Schools,State Of North Carolina
2017,410391,9,92.9,Penn-Griffin Schools,Guilford County Schools,State Of North Carolina
2017,410394,9,51.8,Grimsley High,Guilford County Schools,State Of North Carolina
2017,410395,9,100,Early College at Guilford,Guilford County Schools,State Of North Carolina
2017,410396,6,71.2,High School Ahead Academy,Guilford County Schools,State Of North Carolina
2017,410397,6,33.9,Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410399,9,48,Middle College at GTCC-GSO,Guilford County Schools,State Of North Carolina
2017,410401,9,62.5,GTCC Middle College High,Guilford County Schools,State Of North Carolina
2017,410402,6,14.1,Otis L Hairston Sr Middle,Guilford County Schools,State Of North Carolina
2017,410406,9,22.2,High Point Central High,Guilford County Schools,State Of North Carolina
2017,410407,9,36.7,Dorothy Kendall Kearns Academy at HPC,Guilford County Schools,State Of North Carolina
2017,410408,9,48,Middle College GTCC High Point,Guilford County Schools,State Of North Carolina
2017,410415,6,21.9,Jackson Middle,Guilford County Schools,State Of North Carolina
2017,410421,6,40.9,Jamestown Middle,Guilford County Schools,State Of North Carolina
2017,410427,6,29.2,Johnson Street Global Studies,Guilford County Schools,State Of North Carolina
2017,410437,6,62.2,Kernodle Middle,Guilford County Schools,State Of North Carolina
2017,410442,6,44,Kiser Middle,Guilford County Schools,State Of North Carolina
2017,410448,6,48.5,Lincoln Academy,Guilford County Schools,State Of North Carolina
2017,410457,6,0,Herbin Metz Education Center,Guilford County Schools,State Of North Carolina
2017,410458,9,0,C Joyner Greene Education Center,Guilford County Schools,State Of North Carolina
2017,410460,6,32,Eastern Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410463,6,39.3,Mendenhall Middle,Guilford County Schools,State Of North Carolina
2017,410464,6,0,Haynes Inman Education Center,Guilford County Schools,State Of North Carolina
2017,410464,9,0,Haynes Inman Education Center,Guilford County Schools,State Of North Carolina
2017,410483,9,33.3,Middle College High @ NC A&T,Guilford County Schools,State Of North Carolina
2017,410484,9,14.5,Northeast Guilford High,Guilford County Schools,State Of North Carolina
2017,410487,6,19.7,Northeast Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410488,6,57,Northern Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410489,9,59.8,Northern Guilford High,Guilford County Schools,State Of North Carolina
2017,410490,9,59.4,Northwest Guilford High,Guilford County Schools,State Of North Carolina
2017,410493,6,74.2,Northwest Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410508,9,35.4,Page High,Guilford County Schools,State Of North Carolina
2017,410529,9,38.2,Lucy Ragsdale High,Guilford County Schools,State Of North Carolina
2017,410533,6,0,SCALE School,Guilford County Schools,State Of North Carolina
2017,410533,9,0,SCALE School,Guilford County Schools,State Of North Carolina
2017,410534,6,0,Pruette SCALE Academy,Guilford County Schools,State Of North Carolina
2017,410534,9,0,Pruette SCALE Academy,Guilford County Schools,State Of North Carolina
2017,410544,9,14.2,Ben L. Smith High School,Guilford County Schools,State Of North Carolina
2017,410545,9,56.8,The Academy at Smith,Guilford County Schools,State Of North Carolina
2017,410547,9,30.6,Southeast Guilford High,Guilford County Schools,State Of North Carolina
2017,410550,6,46.8,Southeast Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410556,9,24.7,Southern Guilford High,Guilford County Schools,State Of North Carolina
2017,410562,9,42.1,Southwest Guilford High,Guilford County Schools,State Of North Carolina
2017,410565,6,49.9,Southwest Guilford Middle,Guilford County Schools,State Of North Carolina
2017,410569,9,100,STEM Early College @ NC A&T SU,Guilford County Schools,State Of North Carolina
2017,410579,9,58,UNCG Early/Middle College,Guilford County Schools,State Of North Carolina
2017,410589,9,80.6,Philip J Weaver Ed Center,Guilford County Schools,State Of North Carolina
2017,410592,6,24.3,Welborn Middle,Guilford County Schools,State Of North Carolina
2017,410595,9,41.1,Western Guilford High,Guilford County Schools,State Of North Carolina
2017,41B000,6,73.2,Greensboro Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41C000,6,11.9,Guilford Preparatory Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41D000,6,44.4,"Phoenix Academy- Primary, Elem. IB MYP",Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41D000,9,33.3,"Phoenix Academy- Primary, Elem. IB MYP",Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41F000,6,53,Triad Math and Science Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41F000,9,38.2,Triad Math and Science Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41G000,6,65.3,Cornerstone Charter Academy-CFA,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41G000,9,46.9,Cornerstone Charter Academy-CFA,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41H000,6,29,College Prep and Leadership Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41H000,9,25,College Prep and Leadership Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41J000,6,68.8,Summerfield Charter Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,41K000,9,50.8,Piedmont Classical High School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,420324,6,30.3,Enfield Middle,Halifax County Schools,State Of North Carolina
2017,420346,9,8.8,Northwest Halifax High,Halifax County Schools,State Of North Carolina
2017,420358,9,6.3,Southeast Halifax High,Halifax County Schools,State Of North Carolina
2017,420376,6,27.2,William R Davie Middle,Halifax County Schools,State Of North Carolina
2017,421306,6,41.1,Chaloner Middle School,Roanoke Rapids City Schools,State Of North Carolina
2017,421316,9,28.4,Roanoke Rapids High School,Roanoke Rapids City Schools,State Of North Carolina
2017,422310,9,42.5,Roanoke Valley Early College,Weldon City Schools,State Of North Carolina
2017,422315,9,5.4,Weldon STEM High School Career Academies,Weldon City Schools,State Of North Carolina
2017,422318,6,17,Weldon Middle,Weldon City Schools,State Of North Carolina
2017,42A000,6,27.1,KIPP Halifax College Prep,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,430330,6,47.4,Coats-Erwin Middle,Harnett County Schools,State Of North Carolina
2017,430332,6,25,Dunn Middle,Harnett County Schools,State Of North Carolina
2017,430345,6,20,STAR Academy,Harnett County Schools,State Of North Carolina
2017,430345,9,11.8,STAR Academy,Harnett County Schools,State Of North Carolina
2017,430346,9,28,Harnett Central High,Harnett County Schools,State Of North Carolina
2017,430347,6,40.2,Harnett Central Middle,Harnett County Schools,State Of North Carolina
2017,430351,6,36,Highland Middle,Harnett County Schools,State Of North Carolina
2017,430370,6,34.3,Overhills Middle,Harnett County Schools,State Of North Carolina
2017,430371,9,25.8,Overhills High,Harnett County Schools,State Of North Carolina
2017,430378,9,20.2,Triton High,Harnett County Schools,State Of North Carolina
2017,430384,9,28.4,Western Harnett High,Harnett County Schools,State Of North Carolina
2017,430386,6,43,Western Harnett Middle,Harnett County Schools,State Of North Carolina
2017,440318,6,72.2,Bethel Middle,Haywood County Schools,State Of North Carolina
2017,440320,6,55.1,Canton Middle,Haywood County Schools,State Of North Carolina
2017,440326,9,0,Central Haywood High,Haywood County Schools,State Of North Carolina
2017,440346,9,89.7,Haywood Early College,Haywood County Schools,State Of North Carolina
2017,440378,9,48.4,Pisgah High,Haywood County Schools,State Of North Carolina
2017,440390,9,36,Tuscola High,Haywood County Schools,State Of North Carolina
2017,440396,6,62.9,Waynesville Middle,Haywood County Schools,State Of North Carolina
2017,44A000,6,51.2,Shining Rock Classical Academy CFA,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,450301,6,50,Apple Valley Middle,Henderson County Schools,State Of North Carolina
2017,450316,9,57,East Henderson High,Henderson County Schools,State Of North Carolina
2017,450328,6,60,"Flat Rock Middle, East Flat Rock",Henderson County Schools,State Of North Carolina
2017,450334,9,55.4,Hendersonville High,Henderson County Schools,State Of North Carolina
2017,450335,6,62.1,Hendersonville Middle,Henderson County Schools,State Of North Carolina
2017,450341,9,46.6,North Henderson High,Henderson County Schools,State Of North Carolina
2017,450342,6,72,Rugby Middle,Henderson County Schools,State Of North Carolina
2017,450343,9,16,Balfour Education Center,Henderson County Schools,State Of North Carolina
2017,450352,9,57.5,West Henderson High,Henderson County Schools,State Of North Carolina
2017,450354,9,92.7,Henderson County Early College,Henderson County Schools,State Of North Carolina
2017,45A000,6,55,The Mountain Community Sch,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,460308,6,20.9,Ahoskie Elementary,Hertford County Schools,State Of North Carolina
2017,460320,9,0,Hertford County High,Hertford County Schools,State Of North Carolina
2017,460322,9,28.9,Hertford Co Early College,Hertford County Schools,State Of North Carolina
2017,460332,6,23,Riverview Elementary,Hertford County Schools,State Of North Carolina
2017,460340,9,25,CS Brown High,Hertford County Schools,State Of North Carolina
2017,470312,9,26.3,Hoke County High,Hoke County Schools,State Of North Carolina
2017,470320,6,34.9,West Hoke Middle,Hoke County Schools,State Of North Carolina
2017,470332,6,45.8,East Hoke Middle,Hoke County Schools,State Of North Carolina
2017,470342,6,0,J W Turlington School,Hoke County Schools,State Of North Carolina
2017,470342,9,0,J W Turlington School,Hoke County Schools,State Of North Carolina
2017,470442,6,52.8,Sandy Grove Middle,Hoke County Schools,State Of North Carolina
2017,470443,9,54.7,SandHoke Early College High,Hoke County Schools,State Of North Carolina
2017,480316,6,61.5,Ocracoke School,Hyde County Schools,State Of North Carolina
2017,480316,9,30.8,Ocracoke School,Hyde County Schools,State Of North Carolina
2017,480318,6,40.7,Mattamuskeet Early College High,Hyde County Schools,State Of North Carolina
2017,480318,9,25.8,Mattamuskeet Early College High,Hyde County Schools,State Of North Carolina
2017,490308,6,56.9,"Brawley Middle, Mooresville",Iredell-Statesville Schools,State Of North Carolina
2017,490310,9,0,Career Academy and Technical School,Iredell-Statesville Schools,State Of North Carolina
2017,490320,9,78.4,Collaborative College for Technology,Iredell-Statesville Schools,State Of North Carolina
2017,490327,6,25,East Iredell Middle,Iredell-Statesville Schools,State Of North Carolina
