year,unit_code,Number_Industry_Recognized_Crede,School_Name,Lea_Name,State_Name
2017,780401,492,Saint Pauls High,Robeson County Schools,State Of North Carolina
2017,780402,124,South Robeson High,Robeson County Schools,State Of North Carolina
2017,780420,311,Purnell Swett High,Robeson County Schools,State Of North Carolina
2017,790314,202,Dalton McMichael High,Rockingham County Schools,State Of North Carolina
2017,790354,380,John M Morehead High,Rockingham County Schools,State Of North Carolina
2017,790366,65,Reidsville High,Rockingham County Schools,State Of North Carolina
2017,790378,891,Rockingham County High,Rockingham County Schools,State Of North Carolina
2017,800308,24,Henderson High,Rowan-Salisbury Schools,State Of North Carolina
2017,800340,603,East Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800361,381,Carson High,Rowan-Salisbury Schools,State Of North Carolina
2017,800376,187,North Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800396,386,Salisbury High,Rowan-Salisbury Schools,State Of North Carolina
2017,800400,387,South Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,800408,380,West Rowan High,Rowan-Salisbury Schools,State Of North Carolina
2017,810324,328,Chase High School,Rutherford County Schools,State Of North Carolina
2017,810340,242,East Rutherford High School,Rutherford County Schools,State Of North Carolina
2017,810384,190,R-S Central High School,Rutherford County Schools,State Of North Carolina
2017,810386,16,Rutherford Opportunity Center,Rutherford County Schools,State Of North Carolina
2017,820324,16,Sampson Early College High,Sampson County Schools,State Of North Carolina
2017,820348,296,Hobbton High,Sampson County Schools,State Of North Carolina
2017,820349,319,Lakewood High,Sampson County Schools,State Of North Carolina
2017,820352,333,Midway High,Sampson County Schools,State Of North Carolina
2017,820388,143,Union High,Sampson County Schools,State Of North Carolina
2017,821308,212,Clinton High,Clinton City Schools,State Of North Carolina
2017,830316,9,Shaw Academy,Scotland County Schools,State Of North Carolina
2017,830343,595,Scotland High School,Scotland County Schools,State Of North Carolina
2017,840302,150,Albemarle High,Stanly County Schools,State Of North Carolina
2017,840332,358,North Stanly High,Stanly County Schools,State Of North Carolina
2017,840356,231,South Stanly High,Stanly County Schools,State Of North Carolina
2017,840361,4,Stanly Early College High,Stanly County Schools,State Of North Carolina
2017,840368,260,West Stanly High,Stanly County Schools,State Of North Carolina
2017,850324,3,Meadowbrook Academy,Stokes County Schools,State Of North Carolina
2017,850332,305,North Stokes High,Stokes County Schools,State Of North Carolina
2017,850352,124,South Stokes High,Stokes County Schools,State Of North Carolina
2017,850358,294,West Stokes High,Stokes County Schools,State Of North Carolina
2017,860316,422,East Surry High,Surry County Schools,State Of North Carolina
2017,860336,274,North Surry High,Surry County Schools,State Of North Carolina
2017,860352,314,Surry Central High,Surry County Schools,State Of North Carolina
2017,860354,32,Surry Early College,Surry County Schools,State Of North Carolina
2017,861308,170,Elkin High,Elkin City Schools,State Of North Carolina
2017,862312,146,Mount Airy High,Mount Airy City Schools,State Of North Carolina
2017,870314,250,Swain County High School,Swain County Schools,State Of North Carolina
2017,880308,387,Brevard High,Transylvania County Schools,State Of North Carolina
2017,880320,14,Davidson River School,Transylvania County Schools,State Of North Carolina
2017,880328,159,Rosman High,Transylvania County Schools,State Of North Carolina
2017,890304,37,Columbia High,Tyrrell County Schools,State Of North Carolina
2017,900311,658,Cuthbertson High,Union County Public Schools,State Of North Carolina
2017,900316,337,Forest Hills High,Union County Public Schools,State Of North Carolina
2017,900336,226,Monroe High,Union County Public Schools,State Of North Carolina
2017,900342,727,Porter Ridge High School,Union County Public Schools,State Of North Carolina
2017,900344,285,Parkwood High,Union County Public Schools,State Of North Carolina
2017,900348,1097,Piedmont High,Union County Public Schools,State Of North Carolina
2017,900360,831,Sun Valley High,Union County Public Schools,State Of North Carolina
2017,900365,7,South Providence,Union County Public Schools,State Of North Carolina
2017,900366,380,Central Academy of Technology and Arts,Union County Public Schools,State Of North Carolina
2017,900377,398,Weddington High,Union County Public Schools,State Of North Carolina
2017,900393,427,Marvin Ridge High,Union County Public Schools,State Of North Carolina
2017,90A000,1,"Union Academy, Monroe",Charter and Non-District Affiliated Schools,State Of North Carolina
2017,910364,411,Southern Vance High,Vance County Schools,State Of North Carolina
2017,910368,4,Western Vance High,Vance County Schools,State Of North Carolina
2017,910370,34,Northern Vance High,Vance County Schools,State Of North Carolina
2017,920316,476,Apex High,Wake County Schools,State Of North Carolina
2017,920317,472,Apex Friendship High,Wake County Schools,State Of North Carolina
2017,920318,396,Athens Drive High,Wake County Schools,State Of North Carolina
2017,920348,261,Needham Broughton High,Wake County Schools,State Of North Carolina
2017,920368,600,Cary High,Wake County Schools,State Of North Carolina
2017,920411,379,East Wake High,Wake County Schools,State Of North Carolina
2017,920412,219,Enloe High,Wake County Schools,State Of North Carolina
2017,920428,678,Fuquay-Varina High,Wake County Schools,State Of North Carolina
2017,920436,1121,Garner High,Wake County Schools,State Of North Carolina
2017,920441,1499,Green Hope High,Wake County Schools,State Of North Carolina
2017,920445,664,Heritage High,Wake County Schools,State Of North Carolina
2017,920455,674,Holly Springs High,Wake County Schools,State Of North Carolina
2017,920466,137,Knightdale High,Wake County Schools,State Of North Carolina
2017,920473,708,Leesville Road High,Wake County Schools,State Of North Carolina
2017,920495,463,Middle Creek High,Wake County Schools,State Of North Carolina
2017,920500,647,Millbrook High,Wake County Schools,State Of North Carolina
2017,920526,1460,Panther Creek High,Wake County Schools,State Of North Carolina
2017,920528,32,Phillips High,Wake County Schools,State Of North Carolina
2017,920546,349,Rolesville High,Wake County Schools,State Of North Carolina
2017,920552,369,Sanderson High,Wake County Schools,State Of North Carolina
2017,920562,79,Southeast Raleigh High,Wake County Schools,State Of North Carolina
2017,920581,166,Vernon Malone College and Career Academy,Wake County Schools,State Of North Carolina
2017,920585,2,Wake Young Men's Leadership Academy,Wake County Schools,State Of North Carolina
2017,920586,57,Wake Young Women's Leadership Academy,Wake County Schools,State Of North Carolina
2017,920588,245,Wake Forest High School,Wake County Schools,State Of North Carolina
2017,920595,333,Wakefield High,Wake County Schools,State Of North Carolina
2017,92P000,1,Southern Wake Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,930352,140,Warren County High,Warren County Schools,State Of North Carolina
2017,930360,1,Warren Early College High,Warren County Schools,State Of North Carolina
2017,940308,12,Creswell High,Washington County Schools,State Of North Carolina
2017,940316,66,Plymouth High,Washington County Schools,State Of North Carolina
2017,94Z000,91,Northeast Regional School - Biotech/Agri,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,950336,233,Watauga High,Watauga County Schools,State Of North Carolina
2017,950338,52,Watauga Innovation Academy,Watauga County Schools,State Of North Carolina
2017,960324,491,Charles B Aycock High,Wayne County Public Schools,State Of North Carolina
2017,960330,316,Eastern Wayne High,Wayne County Public Schools,State Of North Carolina
2017,960335,140,Goldsboro High,Wayne County Public Schools,State Of North Carolina
2017,960372,197,Rosewood High,Wayne County Public Schools,State Of North Carolina
2017,960380,608,Southern Wayne High,Wayne County Public Schools,State Of North Carolina
2017,960386,399,Spring Creek High,Wayne County Public Schools,State Of North Carolina
2017,970320,248,East Wilkes High,Wilkes County Schools,State Of North Carolina
2017,970356,263,North Wilkes High,Wilkes County Schools,State Of North Carolina
2017,970388,297,West Wilkes High,Wilkes County Schools,State Of North Carolina
2017,970390,350,Wilkes Central High,Wilkes County Schools,State Of North Carolina
2017,970393,80,Wilkes Early College High,Wilkes County Schools,State Of North Carolina
2017,980318,403,Beddingfield High,Wilson County Schools,State Of North Carolina
2017,980336,470,Fike High,Wilson County Schools,State Of North Carolina
2017,980342,290,James Hunt High,Wilson County Schools,State Of North Carolina
2017,980398,1,Wilson Early College Academy,Wilson County Schools,State Of North Carolina
2017,990322,404,Forbush High,Yadkin County Schools,State Of North Carolina
2017,990326,203,Starmount High,Yadkin County Schools,State Of North Carolina
2017,995330,437,Mountain Heritage High,Yancey County Schools,State Of North Carolina
