year,unit_code,category_cd,School_Name,Lea_Name,State_Name,total_specialized_courses,ap_ib_courses,cte_courses,univ_college_courses,lea_total_specialized_courses,lea_ap_ib_courses,lea_cte_courses,lea_univ_college_courses,st_total_specialized_courses,st_ap_ib_courses,st_cte_courses,st_univ_college_courses
2017,00A000,A,NC Connections Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,0.168724279835391,0.0102880658436214,0.15843621399177,,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,00B000,A,NC Virtual Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,0.0425531914893617,0.0106382978723404,0.024822695035461,0.0106382978723404,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010303,H,Alamance-Burlington Middle/Early College,Alamance-Burlington Schools,State Of North Carolina,1.0,,0.401315789473684,1.0,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010324,H,Eastern Alamance High,Alamance-Burlington Schools,State Of North Carolina,0.98014888337469,0.146401985111663,0.667493796526055,0.123242349048801,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010348,H,Graham High,Alamance-Burlington Schools,State Of North Carolina,1.0,0.179161372299873,0.712833545108005,0.0355781448538755,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010360,H,Hugh M Cummings High,Alamance-Burlington Schools,State Of North Carolina,1.0,0.0824972129319955,0.671125975473802,0.0144927536231884,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010378,A,Ray Street Academy,Alamance-Burlington Schools,State Of North Carolina,0.649122807017544,,0.350877192982456,,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010388,H,Southern High,Alamance-Burlington Schools,State Of North Carolina,1.0,0.154769846564376,0.733822548365577,0.0513675783855904,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010396,H,Walter M Williams High,Alamance-Burlington Schools,State Of North Carolina,1.0,0.256387665198238,0.760352422907489,0.184140969162996,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010400,H,Western Alamance High,Alamance-Burlington Schools,State Of North Carolina,1.0,0.2496,0.62,0.0456,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,010LEA,,,Alamance-Burlington Schools,State Of North Carolina,,,,,1.0,0.175636988262239,0.685513884912683,0.0981963927855711,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,01B000,A,River Mill Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,0.225,0.2125,,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,01C000,A,Clover Garden,Charter and Non-District Affiliated Schools,State Of North Carolina,0.994152046783626,0.0935672514619883,0.0233918128654971,,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,01D000,T,The Hawbridge School,Charter and Non-District Affiliated Schools,State Of North Carolina,0.243589743589744,0.224358974358974,0.0256410256410256,,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,020302,H,Alexander Central High,Alexander County Schools,State Of North Carolina,0.98068669527897,0.110872675250358,0.746065808297568,0.0593705293276109,0.982118294360385,0.106602475928473,0.717331499312242,0.0962861072902338,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,020303,H,Alexander Early College,Alexander County Schools,State Of North Carolina,1.0,,,1.0,0.982118294360385,0.106602475928473,0.717331499312242,0.0962861072902338,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,020LEA,,,Alexander County Schools,State Of North Carolina,,,,,0.982118294360385,0.106602475928473,0.717331499312242,0.0962861072902338,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,030304,H,Alleghany High,Alleghany County Schools,State Of North Carolina,1.0,0.0342465753424658,0.865296803652968,0.162100456621005,1.0,0.0342465753424658,0.865296803652968,0.162100456621005,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,030LEA,,,Alleghany County Schools,State Of North Carolina,,,,,1.0,0.0342465753424658,0.865296803652968,0.162100456621005,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,040304,H,Anson Co. Early College High,Anson County Schools,State Of North Carolina,0.990430622009569,,0.406698564593301,0.947368421052632,1.0,0.0265748031496063,0.783464566929134,0.325787401574803,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,040305,T,Anson Academy,Anson County Schools,State Of North Carolina,1.0,,0.254237288135593,0.254237288135593,1.0,0.0265748031496063,0.783464566929134,0.325787401574803,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,040306,H,Anson High School,Anson County Schools,State Of North Carolina,1.0,0.0429252782193959,0.990461049284579,0.163751987281399,1.0,0.0265748031496063,0.783464566929134,0.325787401574803,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,040700,H,Anson New Tech High,Anson County Schools,State Of North Carolina,1.0,,0.613445378151261,0.126050420168067,1.0,0.0265748031496063,0.783464566929134,0.325787401574803,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,040LEA,,,Anson County Schools,State Of North Carolina,,,,,1.0,0.0265748031496063,0.783464566929134,0.325787401574803,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,050302,H,Ashe County High,Ashe County Schools,State Of North Carolina,1.0,0.127312295973885,0.681175190424374,0.156692056583243,1.0,0.127312295973885,0.681175190424374,0.156692056583243,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,050LEA,,,Ashe County Schools,State Of North Carolina,,,,,1.0,0.127312295973885,0.681175190424374,0.156692056583243,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,060302,H,Avery County High,Avery County Schools,State Of North Carolina,1.0,0.227027027027027,1.0,0.440540540540541,1.0,0.138613861386139,0.899339933993399,0.3003300330033,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,060334,T,Blue Ridge Academy,Avery County Schools,State Of North Carolina,1.0,,0.75,,1.0,0.138613861386139,0.899339933993399,0.3003300330033,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,060700,H,Avery High STEM Academy,Avery County Schools,State Of North Carolina,1.0,,0.00657894736842105,0.125,1.0,0.138613861386139,0.899339933993399,0.3003300330033,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,060701,H,Avery High Viking Academy,Avery County Schools,State Of North Carolina,1.0,,0.34375,,1.0,0.138613861386139,0.899339933993399,0.3003300330033,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,060LEA,,,Avery County Schools,State Of North Carolina,,,,,1.0,0.138613861386139,0.899339933993399,0.3003300330033,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,06A000,A,Grandfather Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,,,,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,06B000,A,Williams Academy,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,,,0.243243243243243,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,070310,T,B C Ed Tech Center,Beaufort County Schools,State Of North Carolina,1.0,,0.166666666666667,0.233333333333333,1.0,0.0788497217068646,0.724953617810761,0.185992578849722,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,070311,H,Beaufort Co Early College High,Beaufort County Schools,State Of North Carolina,0.995689655172414,,0.314655172413793,0.702586206896552,1.0,0.0788497217068646,0.724953617810761,0.185992578849722,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,070330,H,"Northside High, Pinetown",Beaufort County Schools,State Of North Carolina,1.0,0.0403800475059382,0.809976247030879,0.171021377672209,1.0,0.0788497217068646,0.724953617810761,0.185992578849722,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,070339,H,Southside High,Beaufort County Schools,State Of North Carolina,1.0,0.0758928571428571,0.892857142857143,0.147321428571429,1.0,0.0788497217068646,0.724953617810761,0.185992578849722,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,070342,H,Washington High,Beaufort County Schools,State Of North Carolina,1.0,0.119597989949749,0.742713567839196,0.0864321608040201,1.0,0.0788497217068646,0.724953617810761,0.185992578849722,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,070LEA,,,Beaufort County Schools,State Of North Carolina,,,,,1.0,0.0788497217068646,0.724953617810761,0.185992578849722,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,07A000,A,Washington Montessori,Charter and Non-District Affiliated Schools,State Of North Carolina,1.0,,,,,,,,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,080311,H,Bertie Early College High,Bertie County Schools,State Of North Carolina,0.994413407821229,,0.614525139664804,0.955307262569832,1.0,,0.860103626943005,0.308290155440414,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,080312,H,Bertie High,Bertie County Schools,State Of North Carolina,1.0,,1.0,0.12253829321663,1.0,,0.860103626943005,0.308290155440414,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,080700,H,Bertie STEM High,Bertie County Schools,State Of North Carolina,1.0,,0.639705882352941,0.0808823529411765,1.0,,0.860103626943005,0.308290155440414,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,080LEA,,,Bertie County Schools,State Of North Carolina,,,,,1.0,,0.860103626943005,0.308290155440414,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,090330,H,East Bladen High,Bladen County Schools,State Of North Carolina,1.0,,0.832565284178187,0.119815668202765,0.991397849462366,0.046594982078853,0.846594982078853,0.124731182795699,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,090368,H,West Bladen High,Bladen County Schools,State Of North Carolina,0.974462365591398,0.0873655913978495,0.858870967741936,0.129032258064516,0.991397849462366,0.046594982078853,0.846594982078853,0.124731182795699,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,090LEA,,,Bladen County Schools,State Of North Carolina,,,,,0.991397849462366,0.046594982078853,0.846594982078853,0.124731182795699,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,100307,H,Brunswick County Early College,Brunswick County Schools,State Of North Carolina,1.0,,0.131195335276968,0.723032069970845,1.0,0.0952499378264113,0.685152947028102,0.0922656055707535,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
2017,100308,T,Brunswick County Academy,Brunswick County Schools,State Of North Carolina,1.0,,1.0,0.0422535211267606,1.0,0.0952499378264113,0.685152947028102,0.0922656055707535,1.0,0.176720754444695,0.663136857894403,0.0894536485744835
