year,unit_code,category_cd,Lea_Name,School_Name,State_Name,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,ttl_crimes_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,grades_BYOD,avg_age_media_collection,_1_to_1_access,books_per_student,grades_1_to_1_access,lea_avg_age_media_collection,lea_books_per_student,st_avg_age_media_collection,st_books_per_student,wap_num,wap_per_classroom,lea_wap_num,lea_wap_per_classroom,st_wap_num,st_wap_per_classroom,SRC_devices_sent_home,SRC_Grades_Devices_Sent_Home
2017,00A000,A,Charter and Non-District Affiliated Schools,NC Connections Academy,State Of North Carolina,1.0,0.0,0.0,0.0,0.0,,4.75,,,,,,,0.954,0.53,9.09,0.09,0.0,1.01,,No,-,,No,,-,,,2000.0,18.55,,,,,118160.0,1.17,No,-
2017,00B000,A,Charter and Non-District Affiliated Schools,NC Virtual Academy,State Of North Carolina,1.0,0.0,0.0,0.0,0.0,,2.13,,,,,,,0.954,0.53,9.09,0.09,0.0,1.01,,No,-,,No,,-,,,2000.0,18.55,,,,,118160.0,1.17,No,-
2017,010303,H,Alamance-Burlington Schools,Alamance-Burlington Middle/Early College,State Of North Carolina,0.993,0.66,0.66,0.0,0.0,,1.13,0.935,1.12,13.71,0.1,0.0,1.12,0.946,1.21,17.75,0.09,0.0,1.01,,No,-,,Yes,,9:10:11:12,,,2000.0,18.55,10.0,1.43,2129.0,1.41,118160.0,1.17,Yes,9:10:11:12
2017,010304,E,Alamance-Burlington Schools,Alexander Wilson Elementary,State Of North Carolina,0.953,0.17,2.43,0.0,0.0,,1.53,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.01,No,-,2002,No,15.27,-,2000,14.19,2000.0,18.55,49.0,1.29,2129.0,1.41,118160.0,1.17,No,-
2017,010308,E,Alamance-Burlington Schools,Altamahaw Ossipee Elem,State Of North Carolina,0.948,0.0,3.44,0.0,0.0,,1.2,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.0,No,-,2000,No,20.69,-,2000,14.19,2000.0,18.55,46.0,1.12,2129.0,1.41,118160.0,1.17,No,-
2017,010310,M,Alamance-Burlington Schools,Broadview Middle,State Of North Carolina,0.929,2.16,44.61,0.0,0.0,,0.76,0.937,1.34,25.21,0.06,0.0,1.12,0.946,0.79,20.63,0.05,0.0,1.01,0.01,No,-,2002,No,18.39,-,2000,14.19,2000.0,18.55,62.0,1.17,2129.0,1.41,118160.0,1.17,No,-
2017,010311,H,Alamance-Burlington Schools,Career Technical Education Center,State Of North Carolina,,,,,,,,0.935,1.12,13.71,0.1,0.0,1.12,0.946,1.21,17.75,0.09,0.0,1.01,0.92,No,-,2009,No,,-,2000,14.19,2000.0,18.55,22.0,1.16,2129.0,1.41,118160.0,1.17,No,-
2017,010312,E,Alamance-Burlington Schools,"Highland Elementary, Burlington",State Of North Carolina,0.946,0.14,4.56,0.0,0.0,,1.7,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.0,No,-,2007,No,13.34,-,2000,14.19,2000.0,18.55,49.0,1.14,2129.0,1.41,118160.0,1.17,No,-
2017,010320,E,Alamance-Burlington Schools,E M Yoder Elementary,State Of North Carolina,0.944,0.29,11.18,0.0,0.0,,1.02,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.01,No,-,1999,Yes,22.74,3,2000,14.19,2000.0,18.55,34.0,1.26,2129.0,1.41,118160.0,1.17,No,-
2017,010324,H,Alamance-Burlington Schools,Eastern Alamance High,State Of North Carolina,0.936,0.83,11.57,0.0,0.0,,1.4,0.935,1.12,13.71,0.1,0.0,1.12,0.946,1.21,17.75,0.09,0.0,1.01,0.0,No,-,1997,No,5.59,-,2000,14.19,2000.0,18.55,79.0,1.3,2129.0,1.41,118160.0,1.17,No,-
2017,010326,E,Alamance-Burlington Schools,Eastlawn Elementary,State Of North Carolina,0.939,1.3,17.66,0.0,0.0,,0.76,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.0,No,-,1998,No,14.98,-,2000,14.19,2000.0,18.55,50.0,1.35,2129.0,1.41,118160.0,1.17,No,-
2017,010328,E,Alamance-Burlington Schools,Edwin M Holt Elementary,State Of North Carolina,0.955,0.54,0.9,0.0,0.0,,1.51,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.01,No,-,2000,No,21.85,-,2000,14.19,2000.0,18.55,58.0,1.38,2129.0,1.41,118160.0,1.17,No,-
2017,010340,E,Alamance-Burlington Schools,Elon Elementary,State Of North Carolina,0.953,0.14,2.9,0.0,0.0,,2.15,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.0,No,-,2000,No,16.84,-,2000,14.19,2000.0,18.55,48.0,1.17,2129.0,1.41,118160.0,1.17,No,-
2017,010346,E,Alamance-Burlington Schools,B Everett Jordan Elem,State Of North Carolina,0.948,0.0,1.83,0.0,0.0,,0.83,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.0,No,-,2001,Yes,15.27,3:04:05,2000,14.19,2000.0,18.55,49.0,1.48,2129.0,1.41,118160.0,1.17,No,-
2017,010347,E,Alamance-Burlington Schools,Garrett Elementary,State Of North Carolina,0.941,1.0,12.3,0.0,0.0,,1.12,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.08,No,-,1998,No,18.2,-,2000,14.19,2000.0,18.55,58.0,1.23,2129.0,1.41,118160.0,1.17,No,-
2017,010348,H,Alamance-Burlington Schools,Graham High,State Of North Carolina,0.914,0.62,13.58,0.25,0.0,,0.86,0.935,1.12,13.71,0.1,0.0,1.12,0.946,1.21,17.75,0.09,0.0,1.01,0.0,No,-,1999,No,9.61,-,2000,14.19,2000.0,18.55,76.0,1.43,2129.0,1.41,118160.0,1.17,No,-
2017,010350,M,Alamance-Burlington Schools,Graham Middle,State Of North Carolina,0.922,3.8,58.7,0.0,0.0,,0.86,0.937,1.34,25.21,0.06,0.0,1.12,0.946,0.79,20.63,0.05,0.0,1.01,0.05,No,-,1999,Yes,15.26,6:07,2000,14.19,2000.0,18.55,52.0,1.24,2129.0,1.41,118160.0,1.17,No,-
2017,010351,E,Alamance-Burlington Schools,Grove Park Elementary,State Of North Carolina,0.943,0.42,9.87,0.0,0.0,,0.83,0.938,0.43,7.5,0.0,0.0,1.12,0.946,0.22,7.61,0.01,0.0,1.01,0.0,No,-,2000,Yes,16.8,2:3:4:5,2000,14.19,2000.0,18.55,41.0,1.21,2129.0,1.41,118160.0,1.17,No,-
