year,unit_code,Concentrator,Counts,School_Name,Lea_Name,State_Name
2017,290389,TRAN,126,Yadkin Valley Regional Career Academy,Davidson County Schools,State Of North Carolina
2017,291336,AAVC,2,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,AGNR,25,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,ARCH,265,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,BMA,16,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,HLTH,70,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,HOSP,93,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,INFO,84,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,MANU,2,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,MRKT,7,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,291336,STEM,2,Lexington Senior High,Lexington City Schools,State Of North Carolina
2017,292324,ARCH,10,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,292324,BMA,40,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,292324,HLTH,20,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,292324,HOSP,11,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,292324,INFO,36,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,292324,MRKT,2,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,292324,TRAN,1,Thomasville High,Thomasville City Schools,State Of North Carolina
2017,300312,AAVC,37,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,AGNR,44,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,ARCH,41,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,BMA,12,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,FINA,8,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,HLTH,39,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,HOSP,31,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,HUMA,12,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,INFO,23,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,LAW,2,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,MANU,10,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,MRKT,11,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,STEM,28,Davie County High,Davie County Schools,State Of North Carolina
2017,300312,TRAN,25,Davie County High,Davie County Schools,State Of North Carolina
2017,310338,ARCH,1,Duplin Early College High,Duplin County Schools,State Of North Carolina
2017,310344,AGNR,40,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310344,BMA,14,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310344,HLTH,62,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310344,INFO,18,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310344,MANU,3,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310344,STEM,34,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310344,TRAN,23,East Duplin High,Duplin County Schools,State Of North Carolina
2017,310352,AGNR,73,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,ARCH,13,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,BMA,43,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,HLTH,37,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,HOSP,26,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,INFO,32,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,MANU,6,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,MRKT,5,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310352,TRAN,21,James Kenan High,Duplin County Schools,State Of North Carolina
2017,310364,AGNR,49,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310364,BMA,3,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310364,HLTH,7,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310364,HOSP,6,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310364,INFO,13,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310364,LAW,2,North Duplin Jr Sr High,Duplin County Schools,State Of North Carolina
2017,310392,AGNR,28,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,ARCH,20,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,BMA,66,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,FINA,1,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,HLTH,58,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,INFO,50,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,MRKT,3,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,310392,TRAN,7,Wallace-Rose Hill High,Duplin County Schools,State Of North Carolina
2017,320312,AGNR,119,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320312,ARCH,6,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320312,BMA,16,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320312,HOSP,26,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320312,INFO,122,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320312,MRKT,77,C E Jordan High,Durham Public Schools,State Of North Carolina
2017,320317,HLTH,67,City of Medicine Academy,Durham Public Schools,State Of North Carolina
2017,320322,HUMA,60,Durham's Performance Learning Center,Durham Public Schools,State Of North Carolina
2017,320322,LAW,2,Durham's Performance Learning Center,Durham Public Schools,State Of North Carolina
2017,320322,MRKT,1,Durham's Performance Learning Center,Durham Public Schools,State Of North Carolina
2017,320323,AAVC,137,Durham School of the Arts,Durham Public Schools,State Of North Carolina
2017,320325,AAVC,135,Hillside High,Durham Public Schools,State Of North Carolina
2017,320325,BMA,263,Hillside High,Durham Public Schools,State Of North Carolina
2017,320325,FINA,3,Hillside High,Durham Public Schools,State Of North Carolina
2017,320325,INFO,186,Hillside High,Durham Public Schools,State Of North Carolina
2017,320341,BMA,2,Lakeview School,Durham Public Schools,State Of North Carolina
2017,320341,MRKT,1,Lakeview School,Durham Public Schools,State Of North Carolina
2017,320353,BMA,1,Middle College HS @ DTCC,Durham Public Schools,State Of North Carolina
2017,320353,LAW,1,Middle College HS @ DTCC,Durham Public Schools,State Of North Carolina
2017,320353,STEM,1,Middle College HS @ DTCC,Durham Public Schools,State Of North Carolina
2017,320356,AGNR,29,Northern High,Durham Public Schools,State Of North Carolina
2017,320356,BMA,7,Northern High,Durham Public Schools,State Of North Carolina
2017,320356,HOSP,35,Northern High,Durham Public Schools,State Of North Carolina
2017,320356,INFO,5,Northern High,Durham Public Schools,State Of North Carolina
2017,320356,MRKT,7,Northern High,Durham Public Schools,State Of North Carolina
2017,320356,TRAN,7,Northern High,Durham Public Schools,State Of North Carolina
2017,320365,AGNR,44,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,ARCH,1,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,BMA,265,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,HOSP,64,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,INFO,76,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,MRKT,123,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,STEM,456,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320365,TRAN,6,"Riverside High, Durham",Durham Public Schools,State Of North Carolina
2017,320368,ARCH,12,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,BMA,447,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,FINA,74,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,HLTH,363,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,HOSP,169,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,INFO,23,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,MRKT,361,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,STEM,530,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320368,TRAN,122,Southern School of Energy and Sustainabi,Durham Public Schools,State Of North Carolina
2017,320701,FINA,2,Hillside New Tech High,Durham Public Schools,State Of North Carolina
2017,320701,HUMA,2,Hillside New Tech High,Durham Public Schools,State Of North Carolina
2017,320701,INFO,11,Hillside New Tech High,Durham Public Schools,State Of North Carolina
2017,320701,MRKT,2,Hillside New Tech High,Durham Public Schools,State Of North Carolina
2017,32L000,BMA,14,Voyager Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32L000,HOSP,11,Voyager Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,32L000,MRKT,14,Voyager Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,330326,STEM,1,Edgecombe Early College High,Edgecombe County Public School,State Of North Carolina
2017,330328,AGNR,14,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330328,BMA,5,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330328,HLTH,7,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330328,HOSP,9,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330328,HUMA,1,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330328,INFO,2,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330328,TRAN,2,North Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,AGNR,131,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,ARCH,5,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,BMA,23,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,FINA,22,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,HLTH,30,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,HOSP,105,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,HUMA,4,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,INFO,22,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,LAW,6,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,MANU,23,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,MRKT,16,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,STEM,1,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330350,TRAN,2,SouthWest Edgecombe High,Edgecombe County Public School,State Of North Carolina
2017,330358,AGNR,18,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,BMA,64,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,HLTH,32,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,HOSP,22,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,HUMA,9,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,INFO,60,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,LAW,11,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,330358,MRKT,27,Tarboro High,Edgecombe County Public School,State Of North Carolina
2017,33A000,AGNR,1,North East Carolina Prep,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,33A000,INFO,3,North East Carolina Prep,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,340311,AAVC,125,Atkins Academic & Tech High,Forsyth County Schools,State Of North Carolina
2017,340311,AGNR,62,Atkins Academic & Tech High,Forsyth County Schools,State Of North Carolina
2017,340311,HLTH,2664,Atkins Academic & Tech High,Forsyth County Schools,State Of North Carolina
2017,340311,HOSP,62,Atkins Academic & Tech High,Forsyth County Schools,State Of North Carolina
2017,340311,STEM,2968,Atkins Academic & Tech High,Forsyth County Schools,State Of North Carolina
2017,340330,AAVC,1,Carver High,Forsyth County Schools,State Of North Carolina
2017,340330,ARCH,2,Carver High,Forsyth County Schools,State Of North Carolina
2017,340330,BMA,3,Carver High,Forsyth County Schools,State Of North Carolina
2017,340330,HLTH,1,Carver High,Forsyth County Schools,State Of North Carolina
2017,340330,HOSP,4,Carver High,Forsyth County Schools,State Of North Carolina
2017,340330,TRAN,2,Carver High,Forsyth County Schools,State Of North Carolina
2017,340336,ARCH,2,Carter High School,Forsyth County Schools,State Of North Carolina
2017,340336,HOSP,1,Carter High School,Forsyth County Schools,State Of North Carolina
2017,340364,AAVC,22,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,ARCH,9,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,FINA,1,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,HLTH,27,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,HOSP,15,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,HUMA,4,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,MANU,6,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,STEM,28,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340364,TRAN,4,East Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340382,AAVC,5,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,AGNR,2,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,ARCH,2,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,BMA,10,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,FINA,12,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,HLTH,20,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,HOSP,8,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,HUMA,3,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,INFO,8,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,MANU,4,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,MRKT,4,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,STEM,5,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340382,TRAN,5,Robert B Glenn High School,Forsyth County Schools,State Of North Carolina
2017,340454,AAVC,5,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,ARCH,9,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,BMA,7,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,FINA,4,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,HLTH,11,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,HOSP,18,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,HUMA,56,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,STEM,10,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340454,TRAN,6,Mount Tabor High School,Forsyth County Schools,State Of North Carolina
2017,340460,AAVC,11,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,AGNR,67,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,ARCH,71,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,BMA,7,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,HLTH,143,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,HOSP,136,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,HUMA,2,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,INFO,4,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,MANU,5,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,STEM,3,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340460,TRAN,64,North Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340486,AAVC,1,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,ARCH,5,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,BMA,3,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,HLTH,9,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,HOSP,4,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,HUMA,7,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,STEM,5,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340486,TRAN,4,Parkland High,Forsyth County Schools,State Of North Carolina
2017,340488,AGNR,6,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,ARCH,2,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,BMA,5,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,HLTH,16,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,HOSP,12,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,INFO,3,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340488,TRAN,1,J F Kennedy High,Forsyth County Schools,State Of North Carolina
2017,340495,AAVC,3,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,AGNR,68,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,ARCH,3,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,BMA,14,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,FINA,2,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,HLTH,16,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,HOSP,83,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,HUMA,4,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,INFO,6,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,STEM,81,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340495,TRAN,7,Ronald W Reagan High School,Forsyth County Schools,State Of North Carolina
2017,340496,AAVC,5,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,ARCH,9,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,BMA,12,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,FINA,6,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,HLTH,14,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,HOSP,19,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,HUMA,8,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,INFO,1,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,MRKT,6,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,STEM,10,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340496,TRAN,1,R J Reynolds High,Forsyth County Schools,State Of North Carolina
2017,340542,ARCH,1,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,HLTH,442,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,HOSP,125,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,HUMA,65,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,INFO,4,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,LAW,193,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,STEM,66,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340542,TRAN,253,Walkertown High,Forsyth County Schools,State Of North Carolina
2017,340556,AAVC,9,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,ARCH,63,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,BMA,83,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,FINA,12,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,HLTH,82,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,HOSP,16,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,HUMA,3,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,INFO,73,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,MRKT,2,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,STEM,11,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340556,TRAN,73,West Forsyth High,Forsyth County Schools,State Of North Carolina
2017,340568,AGNR,1,Winston-Salem Preparatory Acad,Forsyth County Schools,State Of North Carolina
2017,340568,BMA,6,Winston-Salem Preparatory Acad,Forsyth County Schools,State Of North Carolina
2017,340568,HLTH,1,Winston-Salem Preparatory Acad,Forsyth County Schools,State Of North Carolina
2017,340568,HUMA,1,Winston-Salem Preparatory Acad,Forsyth County Schools,State Of North Carolina
2017,34B000,MRKT,1,Quality Education Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,350308,AAVC,21,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,AGNR,48,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,ARCH,38,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,BMA,14,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,HOSP,68,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,HUMA,1,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,INFO,30,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,LAW,1,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,MANU,16,Bunn High,Franklin County Schools,State Of North Carolina
2017,350308,MRKT,4,Bunn High,Franklin County Schools,State Of North Carolina
2017,350321,AAVC,7,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,AGNR,25,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,ARCH,15,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,BMA,26,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,FINA,4,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,HLTH,7,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,HOSP,25,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,HUMA,3,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,INFO,21,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350321,MRKT,19,Franklinton High,Franklin County Schools,State Of North Carolina
2017,350336,AGNR,28,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,ARCH,9,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,BMA,12,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,HLTH,13,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,HOSP,9,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,INFO,11,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,LAW,10,Louisburg High,Franklin County Schools,State Of North Carolina
2017,350336,TRAN,19,Louisburg High,Franklin County Schools,State Of North Carolina
2017,360310,AGNR,110,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,ARCH,63,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,BMA,54,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,HLTH,27,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,HOSP,99,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,HUMA,2,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,INFO,35,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,LAW,3,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360310,MRKT,35,Ashbrook High,Gaston County Schools,State Of North Carolina
2017,360336,AAVC,17,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360336,ARCH,96,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360336,BMA,61,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360336,HLTH,14,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360336,HUMA,12,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360336,INFO,45,Bessemer City High,Gaston County Schools,State Of North Carolina
2017,360360,AAVC,34,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,AGNR,46,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,ARCH,19,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,BMA,28,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,HLTH,37,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,HOSP,31,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,INFO,18,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,LAW,13,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,MRKT,6,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360360,STEM,17,Cherryville High,Gaston County Schools,State Of North Carolina
2017,360378,AAVC,94,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,AGNR,10,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,ARCH,1,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,BMA,22,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,HLTH,31,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,HOSP,25,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,INFO,13,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,LAW,3,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,MANU,64,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,MRKT,2,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360378,STEM,39,Stuart W Cramer High,Gaston County Schools,State Of North Carolina
2017,360390,AGNR,20,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360390,ARCH,24,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360390,BMA,2,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360390,HLTH,22,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360390,HOSP,25,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360390,HUMA,6,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360390,TRAN,12,East Gaston High,Gaston County Schools,State Of North Carolina
2017,360396,AGNR,38,Forestview High,Gaston County Schools,State Of North Carolina
2017,360396,ARCH,24,Forestview High,Gaston County Schools,State Of North Carolina
2017,360396,BMA,22,Forestview High,Gaston County Schools,State Of North Carolina
2017,360396,HLTH,19,Forestview High,Gaston County Schools,State Of North Carolina
2017,360396,HOSP,29,Forestview High,Gaston County Schools,State Of North Carolina
2017,360396,HUMA,9,Forestview High,Gaston County Schools,State Of North Carolina
2017,360396,INFO,26,Forestview High,Gaston County Schools,State Of North Carolina
2017,360418,AAVC,51,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,ARCH,603,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,BMA,52,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,FINA,52,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,HLTH,33,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,HUMA,9,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,INFO,74,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
2017,360418,LAW,104,Highland Sch of Technology,Gaston County Schools,State Of North Carolina
