vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(704)786-6191,2017,130LEA,4401 Old Airport Road,Concord,NC,28025.0,P,0.0,0.0,Dr. Christopher M. Lowder,T,http://www.cabarrus.k12.nc.us/,,,,,,,,,,,,,Cabarrus County Schools,,State Of North Carolina,,,102.0,278.0,,,
(704)786-6191,2017,130LEA,4401 Old Airport Road,Concord,NC,28025.0,P,0.0,0.0,Dr. Christopher M. Lowder,H,http://www.cabarrus.k12.nc.us/,,,,,,,,,,,,,Cabarrus County Schools,,State Of North Carolina,,,1106.0,853.0,,,
(704)932-6125,2017,132304,415 E 1st Street,Kannapolis,NC,28083.0,P,0.0,0.0,,H,http://albhs.kcs.k12.nc.us/cms/One.aspx,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,Y,Y,Y,,,Kannapolis City Schools,A L Brown High,State Of North Carolina,,1526.0,1526.0,853.0,Y,,
(704)932-8121,2017,132308,1333 Forest Park Drive,Kannapolis,NC,28083.0,P,0.0,0.0,,E,http://fpes.kcs.k12.nc.us/cms/One.aspx,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Kannapolis City Schools,"Forest Park Elementary, Kannapolis",State Of North Carolina,,543.0,425.0,490.0,,,
(704)932-8656,2017,132312,1401 Pine Street,Kannapolis,NC,28081.0,P,0.0,0.0,,E,http://flwes.kcs.k12.nc.us/cms/One.aspx,PK-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Kannapolis City Schools,Fred L Wilson Elementary,State Of North Carolina,,376.0,425.0,490.0,,,
(704)933-2831,2017,132328,1400 Jackson Street,Kannapolis,NC,28083.0,P,0.0,0.0,,E,http://jpes.kcs.k12.nc.us/cms/One.aspx,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Kannapolis City Schools,Jackson Park Elementary,State Of North Carolina,,465.0,425.0,490.0,,,
(704)932-4161,2017,132329,525 East C Street,Kannapolis,NC,28083.0,P,0.0,0.0,,M,http://kis.kcs.k12.nc.us/,5-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Kannapolis City Schools,Kannapolis Intermediate,State Of North Carolina,,817.0,804.0,629.0,,,
(704)932-4102,2017,132330,1445 Oakwood Avenue,Kannapolis,NC,28081.0,P,0.0,0.0,,M,http://kms.kcs.k12.nc.us/,7-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,Y,,,Kannapolis City Schools,Kannapolis Middle,State Of North Carolina,,790.0,804.0,629.0,,,
(704)933-2434,2017,132332,903 Rogers Lake Road,Kannapolis,NC,28081.0,P,0.0,0.0,,E,http://sbes.kcs.k12.nc.us/cms/One.aspx,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Kannapolis City Schools,Shady Brook Elementary,State Of North Carolina,,338.0,425.0,490.0,,,
(704)933-2935,2017,132336,800 N Walnut Street,Kannapolis,NC,28081.0,P,0.0,0.0,,E,http://wwes.kcs.k12.nc.us/cms/One.aspx,PK-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Kannapolis City Schools,Woodrow Wilson Elementary,State Of North Carolina,,401.0,425.0,490.0,,,
(704)938-1131,2017,132LEA,100 Denver Street,Kannapolis,NC,28083.0,P,0.0,0.0,Dr. Daron G. Buckwell,E,http://www.kcs.k12.nc.us/,,,,,,,,,,,,,Kannapolis City Schools,,State Of North Carolina,,,425.0,490.0,,,
(704)938-1131,2017,132LEA,100 Denver Street,Kannapolis,NC,28083.0,P,0.0,0.0,Dr. Daron G. Buckwell,H,http://www.kcs.k12.nc.us/,,,,,,,,,,,,,Kannapolis City Schools,,State Of North Carolina,,,1526.0,853.0,,,
(704)938-1131,2017,132LEA,100 Denver Street,Kannapolis,NC,28083.0,P,0.0,0.0,Dr. Daron G. Buckwell,M,http://www.kcs.k12.nc.us/,,,,,,,,,,,,,Kannapolis City Schools,,State Of North Carolina,,,804.0,629.0,,,
(704)455-3847,2017,13A000,9545 Poplar Tent Road,Concord,NC,28027.0,C,0.0,0.0,David Kukielski,A,http://www.carolinainternationalschool.org,K-12,"Regular School, Traditional Calendar",R,http://www.ciscomets.com/home/index.php/en/our-program/school-report-card,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,Carolina International School,State Of North Carolina,,891.0,,565.0,N,,http://www.ciscomets.com/home/index.php/en/our-program/school-report-card
(704)789-2500,2017,13B000,355 Poplar Crossing Dr NW,Concord,NC,28027.0,C,0.0,0.0,De'Shaunda Hampton,A,http://cabarruscharter.org,K-10,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Cabarrus Charter Academy,State Of North Carolina,,1334.0,,565.0,N,,
(704)456-7153,2017,13C000,7807 Caldwell Road,Harrisburg,NC,28075.0,C,0.0,0.0,Laila Minott,I,http://www.aceacademycharter.org,K-7,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,A.C.E. Academy,State Of North Carolina,,364.0,,455.0,,,
(704)273-5310,2017,13D000,1911 Concord Lake Road,Kannapolis,NC,28083.0,C,0.0,0.0,Katrina Samuels,E,http://kannapolischarter.org,K-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Kannapolis Charter Academy,State Of North Carolina,,460.0,,490.0,,,
(828)728-9531,2017,140304,1400 Baton School Road,Granite Falls,NC,28630.0,P,0.0,0.0,,E,http://sc.caldwellschools.com/education/school/school.php?sectiondetailid=1567&sc_timestamp=1116984539,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Baton Elementary,State Of North Carolina,,408.0,383.0,490.0,,,
(828)759-4640,2017,140305,2857 Hickory Boulevard,Hudson,NC,28638.0,P,0.0,0.0,,H,http://cc.caldwellschools.com/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,Caldwell Career Cen Mid. Coll.,State Of North Carolina,,239.0,757.0,853.0,N,,
(828)396-8373,2017,140306,1889 Dudley Shoals Road,Granite Falls,NC,28630.0,P,0.0,0.0,,T,http://gwas.caldwellschools.com,6-12,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,Y,,,,Y,,Caldwell County Schools,Gateway School,State Of North Carolina,,52.0,52.0,278.0,N,,
(828)726-3855,2017,140307,332 Greenhaven Dr. NW,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://haes.caldwellschools.com/,K-5,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,Y,,,,Y,,Caldwell County Schools,Horizons Elementary,State Of North Carolina,,45.0,383.0,490.0,,,
(828)754-6913,2017,140308,4690 Collettsville School Rd,Collettsville,NC,28611.0,P,0.0,0.0,,I,http://ces.caldwellschools.com/,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Collettsville School,State Of North Carolina,,346.0,226.0,455.0,,,
(828)759-4636,2017,140309,2859 Hickory Blvd SW,Hudson,NC,28638.0,P,0.0,0.0,,H,http://sc.caldwellschools.com/education/school/school.php?sectionid=2311,9-13,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,Caldwell Early College,State Of North Carolina,,391.0,757.0,853.0,N,,
(828)754-6941,2017,140312,901 College Avenue SW,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://des.caldwellschools.com,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Davenport A+ School,State Of North Carolina,,500.0,383.0,490.0,,,
(828)396-3457,2017,140316,1500 Dudley Shoals Road,Granite Falls,NC,28630.0,P,0.0,0.0,,E,http://dses.caldwellschools.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Dudley Shoals Elementary,State Of North Carolina,,454.0,383.0,490.0,,,
(828)758-1193,2017,140324,2904 Morganton Boulevard,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://ges.caldwellschools.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,Gamewell Elementary,State Of North Carolina,,512.0,383.0,490.0,,,
(828)754-6204,2017,140332,3210 Gamewell School Road,Lenoir,NC,28645.0,P,0.0,0.0,,M,http://gms.caldwellschools.com/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,Gamewell Middle,State Of North Carolina,,510.0,584.0,629.0,,,
(828)396-2341,2017,140336,90 N Main Street,Granite Falls,NC,28630.0,P,0.0,0.0,,M,http://gfms.caldwellschools.com/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Granite Falls Middle,State Of North Carolina,,597.0,584.0,629.0,,,
(828)396-2222,2017,140340,60 N Highland Avenue,Granite Falls,NC,28630.0,P,0.0,0.0,,E,http://sc.caldwellschools.com/education/school/school.php?sectionid=159,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Granite Falls Elementary,State Of North Carolina,,608.0,383.0,490.0,,,
(828)754-3496,2017,140344,1350 Yadkin River Road,Lenoir,NC,28645.0,P,0.0,0.0,,I,http://hves.caldwellschools.com/,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,Happy Valley Elementary,State Of North Carolina,,249.0,226.0,455.0,,,
(828)758-7376,2017,140348,1350 Panther Trail SE,Lenoir,NC,28645.0,P,0.0,0.0,,H,http://hhs.caldwellschools.com/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,Hibriten High,State Of North Carolina,,809.0,757.0,853.0,N,,
(828)728-3712,2017,140352,200 Roy Coffey Drive,Hudson,NC,28638.0,P,0.0,0.0,,E,http://hes.caldwellschools.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Hudson Elementary,State Of North Carolina,,717.0,383.0,490.0,,,
(828)728-4281,2017,140356,291 Pine Mountain Road,Hudson,NC,28638.0,P,0.0,0.0,,M,http://hms.caldwellschools.com/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Hudson Middle,State Of North Carolina,,659.0,584.0,629.0,,,
(828)754-6039,2017,140360,3680 Wilkesboro Boulevard,Lenoir,NC,28645.0,P,0.0,0.0,,I,http://kces.caldwellschools.com/,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Kings Creek Elementary,State Of North Carolina,,179.0,226.0,455.0,,,
(828)726-3910,2017,140368,1366 Wildcat Trail,Lenoir,NC,28645.0,P,0.0,0.0,,M,http://wlms.caldwellschools.com/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,William Lenoir Middle,State Of North Carolina,,569.0,584.0,629.0,,,
(828)754-4022,2017,140372,630 Lower Creek Drive NE,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://lces.caldwellschools.com/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caldwell County Schools,Lower Creek Elementary,State Of North Carolina,,420.0,383.0,490.0,,,
(828)754-6128,2017,140376,4603 Oak Hill School Road,Lenoir,NC,28645.0,P,0.0,0.0,,I,http://ohes.caldwellschools.com/,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,"Oak Hill Elementary, Lenoir",State Of North Carolina,,129.0,226.0,455.0,,,
(828)396-2610,2017,140384,4436 Sawmills School Road,Granite Falls,NC,28630.0,P,0.0,0.0,,E,http://ses.caldwellschools.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,Sawmills Elementary,State Of North Carolina,,335.0,383.0,490.0,,,
(828)396-2188,2017,140386,7035 Spartan Drive,Hudson,NC,28638.0,P,0.0,0.0,,H,http://schs.caldwellschools.com/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,South Caldwell High,State Of North Carolina,,1486.0,757.0,853.0,N,,
(828)754-9612,2017,140388,111 Elizabeth Drive NW,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://ves.caldwellschools.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,Valmead Elementary,State Of North Carolina,,151.0,383.0,490.0,,,
(828)758-5583,2017,140390,300 W Caldwell Drive,Lenoir,NC,28645.0,P,0.0,0.0,,H,http://wchs.caldwellschools.com/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Caldwell County Schools,West Caldwell High,State Of North Carolina,,859.0,757.0,853.0,N,,
(828)754-5161,2017,140392,125 Maple Drive NW,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://wles.caldwellschools.com/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,West Lenoir Elementary,State Of North Carolina,,161.0,383.0,490.0,,,
(828)728-6423,2017,140396,1425 Berkley Street SW,Lenoir,NC,28645.0,P,0.0,0.0,,E,http://sc.caldwellschools.com/education/school/school.php?sectionid=143,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Caldwell County Schools,Whitnel Elementary,State Of North Carolina,,281.0,383.0,490.0,,,
(828)728-8407,2017,140LEA,1914 Hickory Boulevard SW,Lenoir,NC,28645.0,P,0.0,0.0,Dr. Steve Stone,M,http://www.caldwellschools.com,,,,,,,,,,,,,Caldwell County Schools,,State Of North Carolina,,,584.0,629.0,,,
(828)728-8407,2017,140LEA,1914 Hickory Boulevard SW,Lenoir,NC,28645.0,P,0.0,0.0,Dr. Steve Stone,I,http://www.caldwellschools.com,,,,,,,,,,,,,Caldwell County Schools,,State Of North Carolina,,,226.0,455.0,,,
(828)728-8407,2017,140LEA,1914 Hickory Boulevard SW,Lenoir,NC,28645.0,P,0.0,0.0,Dr. Steve Stone,H,http://www.caldwellschools.com,,,,,,,,,,,,,Caldwell County Schools,,State Of North Carolina,,,757.0,853.0,,,
(828)728-8407,2017,140LEA,1914 Hickory Boulevard SW,Lenoir,NC,28645.0,P,0.0,0.0,Dr. Steve Stone,T,http://www.caldwellschools.com,,,,,,,,,,,,,Caldwell County Schools,,State Of North Carolina,,,52.0,278.0,,,
(828)728-8407,2017,140LEA,1914 Hickory Boulevard SW,Lenoir,NC,28645.0,P,0.0,0.0,Dr. Steve Stone,E,http://www.caldwellschools.com,,,,,,,,,,,,,Caldwell County Schools,,State Of North Carolina,,,383.0,490.0,,,
(252)338-0114,2017,150304,103 US 158 W,Camden,NC,27921.0,P,0.0,0.0,,H,http://www.camden.k12.nc.us/cchs/index.html,9-12,"Regular School, Traditional Calendar",R,http://www.ccsnc.org/information/report-card/,Regular School,Traditional Calendar,,,,,,,Camden County Schools,Camden County High,State Of North Carolina,,437.0,297.0,853.0,Y,,http://www.ccsnc.org/information/report-card/
(252)331-4838,2017,150308,175 NC Hwy 343 North,Camden,NC,27921.0,P,0.0,0.0,,E,http://www.camden.k12.nc.us/gps/index.htm,PK-3,"Regular School, Traditional Calendar",R,http://www.ccsnc.org/information/report-card/,Regular School,Traditional Calendar,Y,,,,,,Camden County Schools,Grandy Primary,State Of North Carolina,,503.0,478.0,490.0,,,http://www.ccsnc.org/information/report-card/
(252)335-7808,2017,150310,123 Noblitt Drive,Camden,NC,27921.0,P,0.0,0.0,,E,,4-6,"Regular School, Traditional Calendar",R,http://www.ccsnc.org/information/report-card/,Regular School,Traditional Calendar,,,,,,,Camden County Schools,Camden Intermediate,State Of North Carolina,,452.0,478.0,490.0,,,http://www.ccsnc.org/information/report-card/
(252)338-3349,2017,150312,248 Scotland Road,Camden,NC,27921.0,P,0.0,0.0,,M,http://www.camden.k12.nc.us/cms/CMSWeb/index.html,7-8,"Regular School, Traditional Calendar",R,http://www.ccsnc.org/information/report-card/,Regular School,Traditional Calendar,,,,,,,Camden County Schools,Camden Middle,State Of North Carolina,,286.0,286.0,629.0,,,http://www.ccsnc.org/information/report-card/
(252)335-7219,2017,150350,103-A US Highway 158 West,Camden,NC,27921.0,P,0.0,0.0,,H,http://ccsnc.org/,9-12,"Regular School, Year-Round Calendar",Y,http://www.ccsnc.org/information/report-card/,Regular School,Year-Round Calendar,,,,,,,Camden County Schools,Camden Early College High,State Of North Carolina,,157.0,297.0,853.0,Y,,http://www.ccsnc.org/information/report-card/
(252)335-0831,2017,150LEA,174 NC Hwy 343 N,Camden,NC,27921.0,P,0.0,0.0,Dr. Joe Ferrell,M,http://ccsnc.org/,,,,http://www.ccsnc.org/information/report-card/,,,,,,,,,Camden County Schools,,State Of North Carolina,,,286.0,629.0,,,http://www.ccsnc.org/information/report-card/
(252)335-0831,2017,150LEA,174 NC Hwy 343 N,Camden,NC,27921.0,P,0.0,0.0,Dr. Joe Ferrell,E,http://ccsnc.org/,,,,http://www.ccsnc.org/information/report-card/,,,,,,,,,Camden County Schools,,State Of North Carolina,,,478.0,490.0,,,http://www.ccsnc.org/information/report-card/
(252)335-0831,2017,150LEA,174 NC Hwy 343 N,Camden,NC,27921.0,P,0.0,0.0,Dr. Joe Ferrell,H,http://ccsnc.org/,,,,http://www.ccsnc.org/information/report-card/,,,,,,,,,Camden County Schools,,State Of North Carolina,,,297.0,853.0,,,http://www.ccsnc.org/information/report-card/
(252)225-3961,2017,160304,151 School Drive,Atlantic,NC,28511.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/aes,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Atlantic Elementary,State Of North Carolina,,79.0,428.0,490.0,,,
(252)393-1279,2017,160306,3323 Highway 24,Newport,NC,28570.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/bse,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Bogue Sound Elementary,State Of North Carolina,,409.0,428.0,490.0,,,
(252)728-3316,2017,160308,110 Carraway Drive,Beaufort,NC,28516.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/bes,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Beaufort Elementary,State Of North Carolina,,473.0,428.0,490.0,,,
(252)808-3040,2017,160309,140 Vashti Dr,Morehead City,NC,28557.0,P,0.0,0.0,,A,,K-12,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,Y,,,,Y,,Carteret County Public Schools,Bridges School,State Of North Carolina,,28.0,28.0,565.0,N,,
(252)728-4520,2017,160310,100 Carraway Drive,Beaufort,NC,28516.0,P,0.0,0.0,,M,http://www.carteretcountyschools.org/bms,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,Beaufort Middle,State Of North Carolina,,270.0,445.0,629.0,,,
(252)247-3135,2017,160311,2382 Hwy 24,Newport,NC,28570.0,P,0.0,0.0,,M,http://www.carteretcountyschools.org/bcms,5-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,Broad Creek Middle,State Of North Carolina,,656.0,445.0,629.0,,,
(252)728-3514,2017,160313,3263 Hwy 70 E,Beaufort,NC,28516.0,P,0.0,0.0,,H,http://www.carteretcountyschools.org/echs,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,East Carteret High,State Of North Carolina,,559.0,879.0,853.0,N,,
(252)393-7022,2017,160314,1 Cougar Lane,Newport,NC,28570.0,P,0.0,0.0,,H,http://www.carteretcountyschools.org/chs,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,Croatan High,State Of North Carolina,,873.0,879.0,853.0,N,,
(252)728-3755,2017,160316,1163 Island Road,Harkers Island,NC,28531.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/hies,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Harkers Island Elementary,State Of North Carolina,,94.0,428.0,490.0,,,
(252)726-1131,2017,160317,3316 Arendell Street,Morehead City,NC,28557.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/mes,4-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Morehead Elem at Camp Glenn,State Of North Carolina,,300.0,428.0,490.0,,,
(252)726-1126,2017,160318,400 Barbour Road,Morehead City,NC,28557.0,P,0.0,0.0,,M,http://www.carteretcountyschools.org/mms,5-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,Morehead City Middle,State Of North Carolina,,442.0,445.0,629.0,,,
(252)247-2448,2017,160322,4409 Country Club Road,Morehead City,NC,28557.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/mcp,PK-3,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Carteret County Public Schools,Morehead City Primary,State Of North Carolina,,547.0,428.0,490.0,,,
(252)223-4201,2017,160324,219 Chatham Street,Newport,NC,28570.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/nes,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Newport Elementary,State Of North Carolina,,733.0,428.0,490.0,,,
(252)223-3482,2017,160326,500 E Chatham Street,Newport,NC,28570.0,P,0.0,0.0,,M,http://www.carteretcountyschools.org/nms,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,Newport Middle,State Of North Carolina,,412.0,445.0,629.0,,,
(252)729-2301,2017,160332,174 Marshallberg Road,Smyrna,NC,28579.0,P,0.0,0.0,,I,http://www.carteretcountyschools.org/ses,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Carteret County Public Schools,Down East Middle and Smyrna Elementary,State Of North Carolina,,257.0,257.0,455.0,,,
(252)726-1176,2017,160344,4700 Country Club Road,Morehead City,NC,28557.0,P,0.0,0.0,,H,http://www.carteretcountyschools.org/wchs,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Carteret County Public Schools,West Carteret High,State Of North Carolina,,1204.0,879.0,853.0,Y,,
(252)393-3990,2017,160352,555 WB McLean Drive,Cape Carteret,NC,28584.0,P,0.0,0.0,,E,http://www.carteretcountyschools.org/woes,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,Y,,,Carteret County Public Schools,"White Oak Elementary, Cape Carteret",State Of North Carolina,,789.0,428.0,490.0,,,
(252)728-4583,2017,160LEA,107 Safrit Drive,Beaufort,NC,28516.0,P,0.0,0.0,Mr. Matthew Bottoms,I,http://www.carteretcountyschools.org,,,,,,,,,,,,,Carteret County Public Schools,,State Of North Carolina,,,257.0,455.0,,,
(252)728-4583,2017,160LEA,107 Safrit Drive,Beaufort,NC,28516.0,P,0.0,0.0,Mr. Matthew Bottoms,T,http://www.carteretcountyschools.org,,,,,,,,,,,,,Carteret County Public Schools,,State Of North Carolina,,,,278.0,,,
(252)728-4583,2017,160LEA,107 Safrit Drive,Beaufort,NC,28516.0,P,0.0,0.0,Mr. Matthew Bottoms,M,http://www.carteretcountyschools.org,,,,,,,,,,,,,Carteret County Public Schools,,State Of North Carolina,,,445.0,629.0,,,
(252)728-4583,2017,160LEA,107 Safrit Drive,Beaufort,NC,28516.0,P,0.0,0.0,Mr. Matthew Bottoms,H,http://www.carteretcountyschools.org,,,,,,,,,,,,,Carteret County Public Schools,,State Of North Carolina,,,879.0,853.0,,,
(252)728-4583,2017,160LEA,107 Safrit Drive,Beaufort,NC,28516.0,P,0.0,0.0,Mr. Matthew Bottoms,A,http://www.carteretcountyschools.org,,,,,,,,,,,,,Carteret County Public Schools,,State Of North Carolina,,,28.0,565.0,,,
(252)728-4583,2017,160LEA,107 Safrit Drive,Beaufort,NC,28516.0,P,0.0,0.0,Mr. Matthew Bottoms,E,http://www.carteretcountyschools.org,,,,,,,,,,,,,Carteret County Public Schools,,State Of North Carolina,,,428.0,490.0,,,
(252)728-1995,2017,16B000,1950 Hwy 70E,Beaufort,NC,28516.0,C,0.0,0.0,Virginia Jones,E,http://www.tillerschool.org,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,Tiller School,State Of North Carolina,,202.0,,490.0,,,
(336)694-4212,2017,170316,466 Main Street E,Yanceyville,NC,27379.0,P,0.0,0.0,,H,http://bartlettyancey.nc.cch.schoolinsites.com/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,Y,,,,Caswell County Schools,Bartlett Yancey High,State Of North Carolina,,812.0,812.0,853.0,N,,
(336)388-2222,2017,170334,10390 NC Hwy 86 N,Providence,NC,27315.0,P,0.0,0.0,,E,http://north.nc.cce.scholinsites.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caswell County Schools,"North Elementary, Providence",State Of North Carolina,,407.0,305.0,490.0,,,
(336)694-4941,2017,170338,255 Hatchett Road,Yanceyville,NC,27379.0,P,0.0,0.0,,M,http://dillard.nc.ccm.schoolinsites.com/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Caswell County Schools,N L Dillard Middle,State Of North Carolina,,585.0,585.0,629.0,,,
(336)694-4221,2017,170339,274 Oakwood Drive,Yanceyville,NC,27379.0,P,0.0,0.0,,E,http://oakwood.nc.cce.schoolinsites.com/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caswell County Schools,"Oakwood Elementary, Yanceyville",State Of North Carolina,,335.0,305.0,490.0,,,
(336)694-1212,2017,170342,8925 NC Hwy 86 S,Mebane,NC,27302.0,P,0.0,0.0,,E,http://www.caswellschools.org/south.htm,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caswell County Schools,"South Elementary, Mebane",State Of North Carolina,,289.0,305.0,490.0,,,
(336)694-6222,2017,170344,1803 Stoney Creek School Road,Reidsville,NC,27320.0,P,0.0,0.0,,E,http://stoneycreek.nc.cce.schoolinsites.com/,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Caswell County Schools,"Stoney Creek Elementary, Reidsville",State Of North Carolina,,190.0,305.0,490.0,,,
(336)694-4116,2017,170LEA,319 East Main Street,YANCEYVILLE,NC,27379.0,P,0.0,0.0,Dr. Sandra Carter,M,http://www.caswell.k12.nc.us/,,,,,,,,,,,,,Caswell County Schools,,State Of North Carolina,,,585.0,629.0,,,
