Experience,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct_tch,lea_pct_tch,lea_pct_prin,st_pct_tch,st_pct_prin
0-3 Years,2017,110408,Buncombe County Schools,Sand Hill-Venable Elem,State Of North Carolina,E,0.233,0.196,0.341,0.215,0.427
0-3 Years,2017,110410,Buncombe County Schools,Avery's Creek Elementary,State Of North Carolina,E,0.214,0.196,0.341,0.215,0.427
0-3 Years,2017,110412,Buncombe County Schools,Williams Elementary,State Of North Carolina,E,0.167,0.196,0.341,0.215,0.427
0-3 Years,2017,110416,Buncombe County Schools,Roberson High,State Of North Carolina,H,0.147,0.175,0.341,0.21,0.427
0-3 Years,2017,110420,Buncombe County Schools,Valley Springs Middle,State Of North Carolina,M,0.122,0.18,0.341,0.227,0.427
0-3 Years,2017,110422,Buncombe County Schools,Estes Elementary,State Of North Carolina,E,0.22,0.196,0.341,0.215,0.427
0-3 Years,2017,110425,Buncombe County Schools,Enka Intermediate,State Of North Carolina,M,0.128,0.18,0.341,0.227,0.427
0-3 Years,2017,110428,Buncombe County Schools,Weaverville Elementary,State Of North Carolina,E,0.043,0.196,0.341,0.215,0.427
0-3 Years,2017,110432,Buncombe County Schools,Weaverville Primary,State Of North Carolina,E,0.059,0.196,0.341,0.215,0.427
0-3 Years,2017,110436,Buncombe County Schools,West Buncombe Elementary,State Of North Carolina,E,0.122,0.196,0.341,0.215,0.427
0-3 Years,2017,110444,Buncombe County Schools,Woodfin Elementary,State Of North Carolina,E,0.176,0.196,0.341,0.215,0.427
0-3 Years,2017,110450,Buncombe County Schools,Koontz Intermediate,State Of North Carolina,M,0.267,0.18,0.341,0.227,0.427
0-3 Years,2017,110451,Buncombe County Schools,Eblen Intermediate,State Of North Carolina,M,0.109,0.18,0.341,0.227,0.427
0-3 Years,2017,110500,Buncombe County Schools,Nesbitt Discovery Academy,State Of North Carolina,H,0.222,0.175,0.341,0.21,0.427
0-3 Years,2017,111302,Asheville City Schools,Asheville High,State Of North Carolina,H,0.176,0.162,0.429,0.21,0.427
0-3 Years,2017,111304,Asheville City Schools,Hall Fletcher Elementary,State Of North Carolina,E,0.313,0.234,0.429,0.215,0.427
0-3 Years,2017,111306,Asheville City Schools,Isaac Dickson Elementary,State Of North Carolina,E,0.114,0.234,0.429,0.215,0.427
0-3 Years,2017,111312,Asheville City Schools,"Claxton Elementary, Asheville",State Of North Carolina,E,0.273,0.234,0.429,0.215,0.427
0-3 Years,2017,111332,Asheville City Schools,Ira B Jones Elementary,State Of North Carolina,E,0.306,0.234,0.429,0.215,0.427
0-3 Years,2017,111356,Asheville City Schools,Asheville Middle,State Of North Carolina,M,0.333,0.333,0.429,0.227,0.427
0-3 Years,2017,111360,Asheville City Schools,"Vance Elementary, Asheville",State Of North Carolina,E,0.161,0.234,0.429,0.215,0.427
0-3 Years,2017,111700,Asheville City Schools,School of Inquiry and Life Sciences,State Of North Carolina,H,0.071,0.162,0.429,0.21,0.427
0-3 Years,2017,11A000,Charter and Non-District Affiliated Schools,Evergreen Community Charter,State Of North Carolina,I,,,,0.233,0.427
0-3 Years,2017,11B000,Charter and Non-District Affiliated Schools,ArtSpace Charter School,State Of North Carolina,I,,,,0.233,0.427
0-3 Years,2017,11C000,Charter and Non-District Affiliated Schools,Invest Collegiate - Imagine,State Of North Carolina,A,,,,0.195,0.427
0-3 Years,2017,11D000,Charter and Non-District Affiliated Schools,The Franklin School of Innovation,State Of North Carolina,T,,,,0.215,0.427
0-3 Years,2017,11K000,Charter and Non-District Affiliated Schools,Francine Delany New School,State Of North Carolina,I,,,,0.233,0.427
0-3 Years,2017,120304,Burke County Schools,Chesterfield Elementary,State Of North Carolina,E,0.235,0.117,0.481,0.215,0.427
0-3 Years,2017,120308,Burke County Schools,Hallyburton Academy,State Of North Carolina,T,0.071,0.071,0.481,0.215,0.427
0-3 Years,2017,120310,Burke County Schools,Burke Middle College,State Of North Carolina,H,0.0,0.136,0.481,0.21,0.427
0-3 Years,2017,120312,Burke County Schools,Drexel Elementary,State Of North Carolina,E,0.167,0.117,0.481,0.215,0.427
0-3 Years,2017,120314,Burke County Schools,East Burke High,State Of North Carolina,H,0.214,0.136,0.481,0.21,0.427
0-3 Years,2017,120315,Burke County Schools,East Burke Middle,State Of North Carolina,M,0.105,0.124,0.481,0.227,0.427
0-3 Years,2017,120316,Burke County Schools,Forest Hill Elementary,State Of North Carolina,E,0.214,0.117,0.481,0.215,0.427
0-3 Years,2017,120318,Burke County Schools,Freedom High,State Of North Carolina,H,0.108,0.136,0.481,0.21,0.427
0-3 Years,2017,120320,Burke County Schools,George Hildebrand Elementary,State Of North Carolina,E,0.042,0.117,0.481,0.215,0.427
0-3 Years,2017,120324,Burke County Schools,Glen Alpine Elementary,State Of North Carolina,E,0.071,0.117,0.481,0.215,0.427
0-3 Years,2017,120334,Burke County Schools,"Heritage Middle, Valdese",State Of North Carolina,M,0.033,0.124,0.481,0.227,0.427
0-3 Years,2017,120338,Burke County Schools,Hildebran Elementary,State Of North Carolina,E,0.125,0.117,0.481,0.215,0.427
0-3 Years,2017,120340,Burke County Schools,Mountain Crest Elementary,State Of North Carolina,E,0.094,0.117,0.481,0.215,0.427
0-3 Years,2017,120344,Burke County Schools,Icard Elementary,State Of North Carolina,E,0.222,0.117,0.481,0.215,0.427
0-3 Years,2017,120346,Burke County Schools,Jimmy C Draughn High School,State Of North Carolina,H,0.114,0.136,0.481,0.21,0.427
0-3 Years,2017,120350,Burke County Schools,Liberty Middle,State Of North Carolina,M,0.156,0.124,0.481,0.227,0.427
0-3 Years,2017,120352,Burke County Schools,North Liberty,State Of North Carolina,A,0.308,0.308,0.481,0.195,0.427
0-3 Years,2017,120360,Burke County Schools,Mull Elementary,State Of North Carolina,E,0.0,0.117,0.481,0.215,0.427
0-3 Years,2017,120364,Burke County Schools,"Oak Hill Elementary, Morganton",State Of North Carolina,E,0.125,0.117,0.481,0.215,0.427
0-3 Years,2017,120368,Burke County Schools,Ray Childers Elementary,State Of North Carolina,E,0.241,0.117,0.481,0.215,0.427
0-3 Years,2017,120370,Burke County Schools,Robert L. Patton High School,State Of North Carolina,H,0.109,0.136,0.481,0.21,0.427
0-3 Years,2017,120372,Burke County Schools,Rutherford College Elem,State Of North Carolina,E,0.063,0.117,0.481,0.215,0.427
0-3 Years,2017,120374,Burke County Schools,"Salem Elementary, Morganton",State Of North Carolina,E,0.1,0.117,0.481,0.215,0.427
0-3 Years,2017,120376,Burke County Schools,Table Rock Middle,State Of North Carolina,M,0.125,0.124,0.481,0.227,0.427
0-3 Years,2017,120380,Burke County Schools,Valdese Elementary,State Of North Carolina,E,0.0,0.117,0.481,0.215,0.427
0-3 Years,2017,120386,Burke County Schools,W A Young Elementary,State Of North Carolina,E,0.069,0.117,0.481,0.215,0.427
0-3 Years,2017,120390,Burke County Schools,Walter R Johnson Middle,State Of North Carolina,M,0.207,0.124,0.481,0.227,0.427
0-3 Years,2017,12A000,Charter and Non-District Affiliated Schools,New Dimensions,State Of North Carolina,I,,,,0.233,0.427
0-3 Years,2017,130304,Cabarrus County Schools,A T Allen Elementary,State Of North Carolina,E,0.143,0.203,0.564,0.215,0.427
0-3 Years,2017,130307,Cabarrus County Schools,Cox Mill High School,State Of North Carolina,H,0.273,0.222,0.564,0.21,0.427
0-3 Years,2017,130308,Cabarrus County Schools,"Bethel Elementary, Midland",State Of North Carolina,E,0.088,0.203,0.564,0.215,0.427
0-3 Years,2017,130309,Cabarrus County Schools,Beverly Hills Elementary,State Of North Carolina,E,0.2,0.203,0.564,0.215,0.427
0-3 Years,2017,130310,Cabarrus County Schools,Central Cabarrus High,State Of North Carolina,H,0.36,0.222,0.564,0.21,0.427
0-3 Years,2017,130311,Cabarrus County Schools,Coltrane-Webb Elementary,State Of North Carolina,E,0.216,0.203,0.564,0.215,0.427
0-3 Years,2017,130312,Cabarrus County Schools,Harrisburg Elementary,State Of North Carolina,E,0.316,0.203,0.564,0.215,0.427
0-3 Years,2017,130313,Cabarrus County Schools,Concord Middle,State Of North Carolina,M,0.27,0.183,0.564,0.227,0.427
0-3 Years,2017,130314,Cabarrus County Schools,Concord High,State Of North Carolina,H,0.183,0.222,0.564,0.21,0.427
0-3 Years,2017,130315,Cabarrus County Schools,J N Fries Magnet School,State Of North Carolina,M,0.196,0.183,0.564,0.227,0.427
0-3 Years,2017,130316,Cabarrus County Schools,Jay M Robinson High,State Of North Carolina,H,0.163,0.222,0.564,0.21,0.427
0-3 Years,2017,130317,Cabarrus County Schools,Cabarrus Co Opportunity School,State Of North Carolina,T,0.235,0.16,0.564,0.215,0.427
0-3 Years,2017,130318,Cabarrus County Schools,C C Griffin Middle,State Of North Carolina,M,0.183,0.183,0.564,0.227,0.427
0-3 Years,2017,130319,Cabarrus County Schools,Cox Mill Elementary,State Of North Carolina,E,0.15,0.203,0.564,0.215,0.427
0-3 Years,2017,130320,Cabarrus County Schools,Harris Road Middle,State Of North Carolina,M,0.152,0.183,0.564,0.227,0.427
0-3 Years,2017,130321,Cabarrus County Schools,Carl A Furr Elementary,State Of North Carolina,E,0.245,0.203,0.564,0.215,0.427
0-3 Years,2017,130322,Cabarrus County Schools,"Mount Pleasant Elementary, Mount Pleasant",State Of North Carolina,E,0.028,0.203,0.564,0.215,0.427
0-3 Years,2017,130323,Cabarrus County Schools,Mount Pleasant Middle,State Of North Carolina,M,0.098,0.183,0.564,0.227,0.427
0-3 Years,2017,130324,Cabarrus County Schools,Mount Pleasant High,State Of North Carolina,H,0.107,0.222,0.564,0.21,0.427
0-3 Years,2017,130325,Cabarrus County Schools,Charles E Boger Elementary,State Of North Carolina,E,0.146,0.203,0.564,0.215,0.427
0-3 Years,2017,130326,Cabarrus County Schools,Northwest Cabarrus High,State Of North Carolina,H,0.156,0.222,0.564,0.21,0.427
0-3 Years,2017,130327,Cabarrus County Schools,Northwest Cabarrus Middle,State Of North Carolina,M,0.125,0.183,0.564,0.227,0.427
0-3 Years,2017,130328,Cabarrus County Schools,Royal Oaks Elementary,State Of North Carolina,E,0.35,0.203,0.564,0.215,0.427
0-3 Years,2017,130329,Cabarrus County Schools,"Rocky River Elementary, Concord",State Of North Carolina,E,0.186,0.203,0.564,0.215,0.427
0-3 Years,2017,130330,Cabarrus County Schools,R Brown McAllister Elementary,State Of North Carolina,E,0.19,0.203,0.564,0.215,0.427
0-3 Years,2017,130331,Cabarrus County Schools,Pitts School Road Elementary,State Of North Carolina,E,0.167,0.203,0.564,0.215,0.427
0-3 Years,2017,130332,Cabarrus County Schools,Hickory Ridge High,State Of North Carolina,H,0.227,0.222,0.564,0.21,0.427
0-3 Years,2017,130333,Cabarrus County Schools,"Performance Learning Center, Concord",State Of North Carolina,T,0.0,0.16,0.564,0.215,0.427
0-3 Years,2017,130336,Cabarrus County Schools,W R Odell Primary,State Of North Carolina,E,0.225,0.203,0.564,0.215,0.427
0-3 Years,2017,130337,Cabarrus County Schools,W R Odell Elementary,State Of North Carolina,E,0.053,0.203,0.564,0.215,0.427
0-3 Years,2017,130338,Cabarrus County Schools,Weddington Hills Elementary,State Of North Carolina,E,0.125,0.203,0.564,0.215,0.427
0-3 Years,2017,130340,Cabarrus County Schools,Winecoff Elementary,State Of North Carolina,E,0.236,0.203,0.564,0.215,0.427
0-3 Years,2017,130342,Cabarrus County Schools,W M Irvin Elementary,State Of North Carolina,E,0.44,0.203,0.564,0.215,0.427
0-3 Years,2017,130344,Cabarrus County Schools,Wolf Meadow Elementary,State Of North Carolina,E,0.341,0.203,0.564,0.215,0.427
0-3 Years,2017,130345,Cabarrus County Schools,Patriots Elementary,State Of North Carolina,E,0.211,0.203,0.564,0.215,0.427
0-3 Years,2017,130346,Cabarrus County Schools,Hickory Ridge Middle,State Of North Carolina,M,0.19,0.183,0.564,0.227,0.427
0-3 Years,2017,130349,Cabarrus County Schools,Cabarrus Early College of Technology,State Of North Carolina,H,0.0,0.222,0.564,0.21,0.427
0-3 Years,2017,130350,Cabarrus County Schools,Cabarrus-Kannapolis Early Coll,State Of North Carolina,H,0.4,0.222,0.564,0.21,0.427
0-3 Years,2017,130355,Cabarrus County Schools,Harold E. Winkler Middle,State Of North Carolina,M,0.22,0.183,0.564,0.227,0.427
0-3 Years,2017,132304,Kannapolis City Schools,A L Brown High,State Of North Carolina,H,0.179,0.179,0.571,0.21,0.427
0-3 Years,2017,132308,Kannapolis City Schools,"Forest Park Elementary, Kannapolis",State Of North Carolina,E,0.22,0.194,0.571,0.215,0.427
0-3 Years,2017,132312,Kannapolis City Schools,Fred L Wilson Elementary,State Of North Carolina,E,0.345,0.194,0.571,0.215,0.427
0-3 Years,2017,132328,Kannapolis City Schools,Jackson Park Elementary,State Of North Carolina,E,0.194,0.194,0.571,0.215,0.427
0-3 Years,2017,132329,Kannapolis City Schools,Kannapolis Intermediate,State Of North Carolina,M,0.32,0.219,0.571,0.227,0.427
0-3 Years,2017,132330,Kannapolis City Schools,Kannapolis Middle,State Of North Carolina,M,0.127,0.219,0.571,0.227,0.427
0-3 Years,2017,132332,Kannapolis City Schools,Shady Brook Elementary,State Of North Carolina,E,0.185,0.194,0.571,0.215,0.427
0-3 Years,2017,132336,Kannapolis City Schools,Woodrow Wilson Elementary,State Of North Carolina,E,0.054,0.194,0.571,0.215,0.427
0-3 Years,2017,13A000,Charter and Non-District Affiliated Schools,Carolina International School,State Of North Carolina,A,,,,0.195,0.427
0-3 Years,2017,13B000,Charter and Non-District Affiliated Schools,Cabarrus Charter Academy,State Of North Carolina,A,,,,0.195,0.427
0-3 Years,2017,13C000,Charter and Non-District Affiliated Schools,A.C.E. Academy,State Of North Carolina,I,,,,0.233,0.427
0-3 Years,2017,13D000,Charter and Non-District Affiliated Schools,Kannapolis Charter Academy,State Of North Carolina,E,,,,0.215,0.427
0-3 Years,2017,140304,Caldwell County Schools,Baton Elementary,State Of North Carolina,E,0.167,0.13,0.346,0.215,0.427
0-3 Years,2017,140305,Caldwell County Schools,Caldwell Career Cen Mid. Coll.,State Of North Carolina,H,0.188,0.135,0.346,0.21,0.427
0-3 Years,2017,140306,Caldwell County Schools,Gateway School,State Of North Carolina,T,0.083,0.083,0.346,0.215,0.427
0-3 Years,2017,140307,Caldwell County Schools,Horizons Elementary,State Of North Carolina,E,0.067,0.13,0.346,0.215,0.427
0-3 Years,2017,140308,Caldwell County Schools,Collettsville School,State Of North Carolina,I,0.083,0.2,0.346,0.233,0.427
0-3 Years,2017,140309,Caldwell County Schools,Caldwell Early College,State Of North Carolina,H,0.111,0.135,0.346,0.21,0.427
0-3 Years,2017,140312,Caldwell County Schools,Davenport A+ School,State Of North Carolina,E,0.03,0.13,0.346,0.215,0.427
0-3 Years,2017,140316,Caldwell County Schools,Dudley Shoals Elementary,State Of North Carolina,E,0.097,0.13,0.346,0.215,0.427
0-3 Years,2017,140324,Caldwell County Schools,Gamewell Elementary,State Of North Carolina,E,0.182,0.13,0.346,0.215,0.427
0-3 Years,2017,140332,Caldwell County Schools,Gamewell Middle,State Of North Carolina,M,0.162,0.145,0.346,0.227,0.427
0-3 Years,2017,140336,Caldwell County Schools,Granite Falls Middle,State Of North Carolina,M,0.175,0.145,0.346,0.227,0.427
0-3 Years,2017,140340,Caldwell County Schools,Granite Falls Elementary,State Of North Carolina,E,0.029,0.13,0.346,0.215,0.427
0-3 Years,2017,140344,Caldwell County Schools,Happy Valley Elementary,State Of North Carolina,I,0.235,0.2,0.346,0.233,0.427
0-3 Years,2017,140348,Caldwell County Schools,Hibriten High,State Of North Carolina,H,0.109,0.135,0.346,0.21,0.427
0-3 Years,2017,140352,Caldwell County Schools,Hudson Elementary,State Of North Carolina,E,0.167,0.13,0.346,0.215,0.427
0-3 Years,2017,140356,Caldwell County Schools,Hudson Middle,State Of North Carolina,M,0.111,0.145,0.346,0.227,0.427
0-3 Years,2017,140360,Caldwell County Schools,Kings Creek Elementary,State Of North Carolina,I,0.313,0.2,0.346,0.233,0.427
0-3 Years,2017,140368,Caldwell County Schools,William Lenoir Middle,State Of North Carolina,M,0.135,0.145,0.346,0.227,0.427
0-3 Years,2017,140372,Caldwell County Schools,Lower Creek Elementary,State Of North Carolina,E,0.208,0.13,0.346,0.215,0.427
0-3 Years,2017,140376,Caldwell County Schools,"Oak Hill Elementary, Lenoir",State Of North Carolina,I,0.231,0.2,0.346,0.233,0.427
0-3 Years,2017,140384,Caldwell County Schools,Sawmills Elementary,State Of North Carolina,E,0.115,0.13,0.346,0.215,0.427
0-3 Years,2017,140386,Caldwell County Schools,South Caldwell High,State Of North Carolina,H,0.12,0.135,0.346,0.21,0.427
0-3 Years,2017,140388,Caldwell County Schools,Valmead Elementary,State Of North Carolina,E,0.313,0.13,0.346,0.215,0.427
0-3 Years,2017,140390,Caldwell County Schools,West Caldwell High,State Of North Carolina,H,0.176,0.135,0.346,0.21,0.427
0-3 Years,2017,140392,Caldwell County Schools,West Lenoir Elementary,State Of North Carolina,E,0.214,0.13,0.346,0.215,0.427
0-3 Years,2017,140396,Caldwell County Schools,Whitnel Elementary,State Of North Carolina,E,0.083,0.13,0.346,0.215,0.427
0-3 Years,2017,150304,Camden County Schools,Camden County High,State Of North Carolina,H,0.056,0.089,0.2,0.21,0.427
0-3 Years,2017,150308,Camden County Schools,Grandy Primary,State Of North Carolina,E,0.083,0.078,0.2,0.215,0.427
0-3 Years,2017,150310,Camden County Schools,Camden Intermediate,State Of North Carolina,E,0.071,0.078,0.2,0.215,0.427
0-3 Years,2017,150312,Camden County Schools,Camden Middle,State Of North Carolina,M,0.0,0.0,0.2,0.227,0.427
0-3 Years,2017,150350,Camden County Schools,Camden Early College High,State Of North Carolina,H,0.222,0.089,0.2,0.21,0.427
0-3 Years,2017,160304,Carteret County Public Schools,Atlantic Elementary,State Of North Carolina,E,0.111,0.141,0.588,0.215,0.427
0-3 Years,2017,160306,Carteret County Public Schools,Bogue Sound Elementary,State Of North Carolina,E,0.086,0.141,0.588,0.215,0.427
0-3 Years,2017,160308,Carteret County Public Schools,Beaufort Elementary,State Of North Carolina,E,0.154,0.141,0.588,0.215,0.427
0-3 Years,2017,160309,Carteret County Public Schools,Bridges School,State Of North Carolina,A,0.0,0.0,0.588,0.195,0.427
0-3 Years,2017,160310,Carteret County Public Schools,Beaufort Middle,State Of North Carolina,M,0.095,0.14,0.588,0.227,0.427
0-3 Years,2017,160311,Carteret County Public Schools,Broad Creek Middle,State Of North Carolina,M,0.238,0.14,0.588,0.227,0.427
0-3 Years,2017,160313,Carteret County Public Schools,East Carteret High,State Of North Carolina,H,0.087,0.14,0.588,0.21,0.427
0-3 Years,2017,160314,Carteret County Public Schools,Croatan High,State Of North Carolina,H,0.236,0.14,0.588,0.21,0.427
0-3 Years,2017,160316,Carteret County Public Schools,Harkers Island Elementary,State Of North Carolina,E,0.0,0.141,0.588,0.215,0.427
0-3 Years,2017,160317,Carteret County Public Schools,Morehead Elem at Camp Glenn,State Of North Carolina,E,0.217,0.141,0.588,0.215,0.427
0-3 Years,2017,160318,Carteret County Public Schools,Morehead City Middle,State Of North Carolina,M,0.179,0.14,0.588,0.227,0.427
0-3 Years,2017,160322,Carteret County Public Schools,Morehead City Primary,State Of North Carolina,E,0.13,0.141,0.588,0.215,0.427
0-3 Years,2017,160324,Carteret County Public Schools,Newport Elementary,State Of North Carolina,E,0.148,0.141,0.588,0.215,0.427
0-3 Years,2017,160326,Carteret County Public Schools,Newport Middle,State Of North Carolina,M,0.0,0.14,0.588,0.227,0.427
0-3 Years,2017,160332,Carteret County Public Schools,Down East Middle and Smyrna Elementary,State Of North Carolina,I,0.043,0.043,0.588,0.233,0.427
0-3 Years,2017,160344,Carteret County Public Schools,West Carteret High,State Of North Carolina,H,0.103,0.14,0.588,0.21,0.427
0-3 Years,2017,160352,Carteret County Public Schools,"White Oak Elementary, Cape Carteret",State Of North Carolina,E,0.163,0.141,0.588,0.215,0.427
0-3 Years,2017,16B000,Charter and Non-District Affiliated Schools,Tiller School,State Of North Carolina,E,,,,0.215,0.427
0-3 Years,2017,170316,Caswell County Schools,Bartlett Yancey High,State Of North Carolina,H,0.259,0.259,0.5,0.21,0.427
0-3 Years,2017,170334,Caswell County Schools,"North Elementary, Providence",State Of North Carolina,E,0.107,0.271,0.5,0.215,0.427
0-3 Years,2017,170338,Caswell County Schools,N L Dillard Middle,State Of North Carolina,M,0.293,0.293,0.5,0.227,0.427
0-3 Years,2017,170339,Caswell County Schools,"Oakwood Elementary, Yanceyville",State Of North Carolina,E,0.379,0.271,0.5,0.215,0.427
0-3 Years,2017,170342,Caswell County Schools,"South Elementary, Mebane",State Of North Carolina,E,0.261,0.271,0.5,0.215,0.427
0-3 Years,2017,170344,Caswell County Schools,"Stoney Creek Elementary, Reidsville",State Of North Carolina,E,0.375,0.271,0.5,0.215,0.427
0-3 Years,2017,180302,Catawba County Schools,Harry M Arndt Middle,State Of North Carolina,M,0.205,0.166,0.571,0.227,0.427
0-3 Years,2017,180304,Catawba County Schools,Balls Creek Elementary,State Of North Carolina,E,0.132,0.134,0.571,0.215,0.427
0-3 Years,2017,180308,Catawba County Schools,Bandys High,State Of North Carolina,H,0.078,0.14,0.571,0.21,0.427
0-3 Years,2017,180312,Catawba County Schools,Banoak Elementary,State Of North Carolina,E,0.136,0.134,0.571,0.215,0.427
0-3 Years,2017,180316,Catawba County Schools,Blackburn Elementary,State Of North Carolina,E,0.135,0.134,0.571,0.215,0.427
0-3 Years,2017,180320,Catawba County Schools,Bunker Hill High,State Of North Carolina,H,0.278,0.14,0.571,0.21,0.427
0-3 Years,2017,180323,Catawba County Schools,Catawba Rosenwald Education Center,State Of North Carolina,A,0.176,0.176,0.571,0.195,0.427
0-3 Years,2017,180324,Catawba County Schools,Catawba Elementary School,State Of North Carolina,E,0.0,0.134,0.571,0.215,0.427
0-3 Years,2017,180325,Catawba County Schools,Challenger Early College High,State Of North Carolina,H,0.214,0.14,0.571,0.21,0.427
0-3 Years,2017,180326,Catawba County Schools,Charles H Tuttle Elementary,State Of North Carolina,E,0.071,0.134,0.571,0.215,0.427
0-3 Years,2017,180332,Catawba County Schools,Claremont Elementary,State Of North Carolina,E,0.179,0.134,0.571,0.215,0.427
0-3 Years,2017,180336,Catawba County Schools,Clyde Campbell Elementary,State Of North Carolina,E,0.0,0.134,0.571,0.215,0.427
0-3 Years,2017,180340,Catawba County Schools,Fred T Foard High,State Of North Carolina,H,0.172,0.14,0.571,0.21,0.427
0-3 Years,2017,180342,Catawba County Schools,Jacobs Fork Middle,State Of North Carolina,M,0.067,0.166,0.571,0.227,0.427
0-3 Years,2017,180343,Catawba County Schools,Lyle Creek Elementary,State Of North Carolina,E,0.231,0.134,0.571,0.215,0.427
0-3 Years,2017,180344,Catawba County Schools,Maiden Elementary,State Of North Carolina,E,0.156,0.134,0.571,0.215,0.427
0-3 Years,2017,180346,Catawba County Schools,Maiden Middle School,State Of North Carolina,M,0.321,0.166,0.571,0.227,0.427
0-3 Years,2017,180348,Catawba County Schools,Maiden High,State Of North Carolina,H,0.107,0.14,0.571,0.21,0.427
0-3 Years,2017,180352,Catawba County Schools,Mill Creek Middle,State Of North Carolina,M,0.077,0.166,0.571,0.227,0.427
0-3 Years,2017,180356,Catawba County Schools,"Mountain View Elementary, Hickory",State Of North Carolina,E,0.14,0.134,0.571,0.215,0.427
0-3 Years,2017,180360,Catawba County Schools,Oxford Elementary,State Of North Carolina,E,0.053,0.134,0.571,0.215,0.427
0-3 Years,2017,180364,Catawba County Schools,River Bend Middle,State Of North Carolina,M,0.143,0.166,0.571,0.227,0.427
0-3 Years,2017,180368,Catawba County Schools,Sherrills Ford Elementary,State Of North Carolina,E,0.207,0.134,0.571,0.215,0.427
0-3 Years,2017,180372,Catawba County Schools,Saint Stephens Elementary,State Of North Carolina,E,0.229,0.134,0.571,0.215,0.427
0-3 Years,2017,180376,Catawba County Schools,Saint Stephens High,State Of North Carolina,H,0.068,0.14,0.571,0.21,0.427
0-3 Years,2017,180379,Catawba County Schools,Snow Creek Elementary,State Of North Carolina,E,0.094,0.134,0.571,0.215,0.427
0-3 Years,2017,180380,Catawba County Schools,Startown Elementary,State Of North Carolina,E,0.152,0.134,0.571,0.215,0.427
0-3 Years,2017,180388,Catawba County Schools,Webb A Murray Elementary,State Of North Carolina,E,0.188,0.134,0.571,0.215,0.427
0-3 Years,2017,181312,Hickory City Schools,Northview Middle,State Of North Carolina,M,0.081,0.09,0.444,0.227,0.427
0-3 Years,2017,181316,Hickory City Schools,Grandview Middle,State Of North Carolina,M,0.1,0.09,0.444,0.227,0.427
0-3 Years,2017,181318,Hickory City Schools,Hickory Career Arts Magnet High School,State Of North Carolina,T,0.208,0.208,0.444,0.215,0.427
0-3 Years,2017,181322,Hickory City Schools,Hickory High,State Of North Carolina,H,0.386,0.386,0.444,0.21,0.427
0-3 Years,2017,181326,Hickory City Schools,W M Jenkins Elementary,State Of North Carolina,E,0.154,0.201,0.444,0.215,0.427
0-3 Years,2017,181332,Hickory City Schools,Longview Elementary,State Of North Carolina,E,0.276,0.201,0.444,0.215,0.427
0-3 Years,2017,181336,Hickory City Schools,"Oakwood Elementary, Hickory",State Of North Carolina,E,0.12,0.201,0.444,0.215,0.427
0-3 Years,2017,181342,Hickory City Schools,"Southwest Elementary, Hickory",State Of North Carolina,E,0.318,0.201,0.444,0.215,0.427
0-3 Years,2017,181344,Hickory City Schools,Viewmont Elementary,State Of North Carolina,E,0.156,0.201,0.444,0.215,0.427
0-3 Years,2017,182316,Newton Conover City Schools,Newton-Conover High,State Of North Carolina,H,0.204,0.182,0.143,0.21,0.427
0-3 Years,2017,182321,Newton Conover City Schools,Newton-Conover Middle,State Of North Carolina,M,0.22,0.22,0.143,0.227,0.427
0-3 Years,2017,182322,Newton Conover City Schools,Shuford Elementary,State Of North Carolina,E,0.448,0.356,0.143,0.215,0.427
0-3 Years,2017,182324,Newton Conover City Schools,South Newton Elementary,State Of North Carolina,E,0.259,0.356,0.143,0.215,0.427
0-3 Years,2017,182328,Newton Conover City Schools,North Newton Elementary,State Of North Carolina,E,0.355,0.356,0.143,0.215,0.427
0-3 Years,2017,182700,Newton Conover City Schools,Discovery High School,State Of North Carolina,H,0.083,0.182,0.143,0.21,0.427
0-3 Years,2017,190304,Chatham County Schools,Bennett School,State Of North Carolina,I,0.111,0.154,0.294,0.233,0.427
0-3 Years,2017,190308,Chatham County Schools,Bonlee School,State Of North Carolina,I,0.04,0.154,0.294,0.233,0.427
0-3 Years,2017,190310,Chatham County Schools,SAGE Academy,State Of North Carolina,H,0.2,0.164,0.294,0.21,0.427
0-3 Years,2017,190312,Chatham County Schools,Chatham Middle,State Of North Carolina,M,0.262,0.248,0.294,0.227,0.427
0-3 Years,2017,190316,Chatham County Schools,Chatham Central High,State Of North Carolina,H,0.167,0.164,0.294,0.21,0.427
0-3 Years,2017,190328,Chatham County Schools,Horton Middle,State Of North Carolina,M,0.286,0.248,0.294,0.227,0.427
0-3 Years,2017,190332,Chatham County Schools,J S Waters School,State Of North Carolina,I,0.19,0.154,0.294,0.233,0.427
0-3 Years,2017,190336,Chatham County Schools,Jordan Matthews High,State Of North Carolina,H,0.129,0.164,0.294,0.21,0.427
0-3 Years,2017,190339,Chatham County Schools,Margaret B. Pollard Middle,State Of North Carolina,M,0.205,0.248,0.294,0.227,0.427
0-3 Years,2017,190340,Chatham County Schools,Moncure School,State Of North Carolina,I,0.2,0.154,0.294,0.233,0.427
0-3 Years,2017,190341,Chatham County Schools,North Chatham Elementary,State Of North Carolina,E,0.317,0.246,0.294,0.215,0.427
0-3 Years,2017,190342,Chatham County Schools,Northwood High,State Of North Carolina,H,0.185,0.164,0.294,0.21,0.427
