metrics,year,unit_code,Lea_Name,School_Name,State_Name,category_cd,pct,num,lea_num,lea_pct,st_num,st_pct
GCE_ALL,2017,010LEA,Alamance-Burlington Schools,,State Of North Carolina,,,,264.0,0.139,13458.0,0.11
GCE_ALL,2017,020LEA,Alexander County Schools,,State Of North Carolina,,,,49.0,0.125,13458.0,0.11
GCE_ALL,2017,030LEA,Alleghany County Schools,,State Of North Carolina,,,,15.0,0.14,13458.0,0.11
GCE_ALL,2017,040LEA,Anson County Schools,,State Of North Carolina,,,,38.0,0.135,13458.0,0.11
GCE_ALL,2017,050LEA,Ashe County Schools,,State Of North Carolina,,,,29.0,0.119,13458.0,0.11
GCE_ALL,2017,060LEA,Avery County Schools,,State Of North Carolina,,,,38.0,0.229,13458.0,0.11
GCE_ALL,2017,070LEA,Beaufort County Schools,,State Of North Carolina,,,,101.0,0.205,13458.0,0.11
GCE_ALL,2017,080LEA,Bertie County Schools,,State Of North Carolina,,,,14.0,0.094,13458.0,0.11
GCE_ALL,2017,090LEA,Bladen County Schools,,State Of North Carolina,,,,92.0,0.267,13458.0,0.11
GCE_ALL,2017,100LEA,Brunswick County Schools,,State Of North Carolina,,,,258.0,0.266,13458.0,0.11
GCE_ALL,2017,110LEA,Buncombe County Schools,,State Of North Carolina,,,,245.0,0.125,13458.0,0.11
GCE_ALL,2017,111LEA,Asheville City Schools,,State Of North Carolina,,,,31.0,0.081,13458.0,0.11
GCE_ALL,2017,120LEA,Burke County Schools,,State Of North Carolina,,,,141.0,0.138,13458.0,0.11
GCE_ALL,2017,130LEA,Cabarrus County Schools,,State Of North Carolina,,,,173.0,0.069,13458.0,0.11
GCE_ALL,2017,132LEA,Kannapolis City Schools,,State Of North Carolina,,,,39.0,0.09,13458.0,0.11
GCE_ALL,2017,140LEA,Caldwell County Schools,,State Of North Carolina,,,,79.0,0.088,13458.0,0.11
GCE_ALL,2017,150LEA,Camden County Schools,,State Of North Carolina,,,,3.0,0.02,13458.0,0.11
