year,unit_code,pct_eds,School_Name,Lea_Name,State_Name
2017,260416,58.7,J W Seabrook Elementary,Cumberland County Schools,State Of North Carolina
2017,260417,53.6,New Century International Middle,Cumberland County Schools,State Of North Carolina
2017,260418,51.0,Seventy-First Classical Middle,Cumberland County Schools,State Of North Carolina
2017,260419,71.0,Reid Ross Classical Middle,Cumberland County Schools,State Of North Carolina
2017,260424,67.9,Seventy-First High,Cumberland County Schools,State Of North Carolina
2017,260425,55.3,South View Middle,Cumberland County Schools,State Of North Carolina
2017,260426,69.0,Sherwood Park Elementary,Cumberland County Schools,State Of North Carolina
2017,260427,61.9,South View High,Cumberland County Schools,State Of North Carolina
2017,260428,69.7,Spring Lake Middle,Cumberland County Schools,State Of North Carolina
2017,260430,59.3,Stedman Elementary,Cumberland County Schools,State Of North Carolina
2017,260432,58.0,Stedman Primary,Cumberland County Schools,State Of North Carolina
2017,260434,27.2,Stoney Point Elementary,Cumberland County Schools,State Of North Carolina
2017,260440,68.5,Sunnyside Elementary,Cumberland County Schools,State Of North Carolina
2017,260444,91.3,Teresa C Berrien Elementary,Cumberland County Schools,State Of North Carolina
2017,260446,50.5,Terry Sanford High,Cumberland County Schools,State Of North Carolina
2017,260448,41.8,Vanstory Hills Elementary,Cumberland County Schools,State Of North Carolina
2017,260449,83.0,Ramsey Street High,Cumberland County Schools,State Of North Carolina
2017,260450,70.6,Warrenwood Elementary,Cumberland County Schools,State Of North Carolina
2017,260452,80.9,Westarea Elementary,Cumberland County Schools,State Of North Carolina
2017,260454,66.7,Westover Middle,Cumberland County Schools,State Of North Carolina
2017,260455,76.3,Westover High,Cumberland County Schools,State Of North Carolina
2017,260459,63.9,William T Brown Elementary,Cumberland County Schools,State Of North Carolina
2017,260700,49.7,Cumberland Polytechnic,Cumberland County Schools,State Of North Carolina
2017,260LEA,58.7,,Cumberland County Schools,State Of North Carolina
2017,26B000,100,Alpha Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,26C000,49.7,The Capitol Encore Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,270304,48.3,"Central Elementary, Barco",Currituck County Schools,State Of North Carolina
