year,unit_code,pct_eds,School_Name,Lea_Name,State_Name
2017,510380,73.0,South Campus Community High,Johnston County Schools,State Of North Carolina
2017,510381,100,South Campus Community Middle,Johnston County Schools,State Of North Carolina
2017,510388,91.2,Selma Elementary,Johnston County Schools,State Of North Carolina
2017,510390,90.7,Selma Middle School,Johnston County Schools,State Of North Carolina
2017,510396,92.2,West Smithfield Elementary,Johnston County Schools,State Of North Carolina
2017,510397,80.6,Smithfield Middle,Johnston County Schools,State Of North Carolina
2017,510399,71.7,Smithfield-Selma High,Johnston County Schools,State Of North Carolina
2017,510402,49.7,South Johnston High,Johnston County Schools,State Of North Carolina
2017,510404,80.6,South Smithfield Elementary,Johnston County Schools,State Of North Carolina
2017,510406,30.8,West Johnston High,Johnston County Schools,State Of North Carolina
2017,510408,78.5,Wilson's Mills Elementary,Johnston County Schools,State Of North Carolina
2017,510410,38.6,Polenta Elementary,Johnston County Schools,State Of North Carolina
2017,510412,40.6,Clayton Middle,Johnston County Schools,State Of North Carolina
2017,510414,27.3,West View Elementary,Johnston County Schools,State Of North Carolina
2017,510LEA,46.3,,Johnston County Schools,State Of North Carolina
2017,51A000,20.5,Neuse Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,520304,64.9,Pollocksville Elementary,Jones County Schools,State Of North Carolina
2017,520308,62.0,Comfort Elementary,Jones County Schools,State Of North Carolina
2017,520320,61.2,Jones Senior High,Jones County Schools,State Of North Carolina
2017,520324,63.9,Jones Middle,Jones County Schools,State Of North Carolina
2017,520328,63.9,Maysville Elementary,Jones County Schools,State Of North Carolina
2017,520336,71.7,Trenton Elementary,Jones County Schools,State Of North Carolina
2017,520LEA,64.6,,Jones County Schools,State Of North Carolina
2017,530302,75.5,BT Bullock Elementary,Lee County Schools,State Of North Carolina
2017,530306,91.5,Bragg Street Academy,Lee County Schools,State Of North Carolina
2017,530308,76.0,Broadway Elementary,Lee County Schools,State Of North Carolina
2017,530312,83.1,Deep River Elementary,Lee County Schools,State Of North Carolina
2017,530314,67.4,East Lee Middle,Lee County Schools,State Of North Carolina
2017,530316,59.3,Floyd L Knight Children Center,Lee County Schools,State Of North Carolina
2017,530320,80.6,Greenwood Elementary,Lee County Schools,State Of North Carolina
2017,530335,55.4,Lee Early College,Lee County Schools,State Of North Carolina
2017,530336,58.2,Lee County High,Lee County Schools,State Of North Carolina
2017,530340,85.4,J Glenn Edwards Elementary,Lee County Schools,State Of North Carolina
2017,530341,72.1,SanLee Middle School,Lee County Schools,State Of North Carolina
2017,530343,61.7,Southern Lee High School,Lee County Schools,State Of North Carolina
2017,530346,43.0,Tramway Elementary,Lee County Schools,State Of North Carolina
2017,530354,70.2,J R Ingram Jr Elementary,Lee County Schools,State Of North Carolina
2017,530356,66.7,West Lee Middle,Lee County Schools,State Of North Carolina
2017,530358,91.0,Warren Williams Elementary Alternative,Lee County Schools,State Of North Carolina
2017,530LEA,68.6,,Lee County Schools,State Of North Carolina
2017,540304,52.6,Banks Elementary,Lenoir County Public Schools,State Of North Carolina
2017,540308,68.9,Contentnea-Savannah School,Lenoir County Public Schools,State Of North Carolina
2017,540312,63.8,E B Frink Middle,Lenoir County Public Schools,State Of North Carolina
2017,540315,81.4,Kinston High,Lenoir County Public Schools,State Of North Carolina
2017,540316,77.9,La Grange Elementary,Lenoir County Public Schools,State Of North Carolina
2017,540317,49.8,Lenoir County Early College High,Lenoir County Public Schools,State Of North Carolina
2017,540318,75.8,Lenoir County Learning Academy,Lenoir County Public Schools,State Of North Carolina
2017,540320,68.6,Moss Hill Elementary,Lenoir County Public Schools,State Of North Carolina
2017,540324,54.8,North Lenoir High,Lenoir County Public Schools,State Of North Carolina
2017,540325,100,"Northeast Elementary, Kinston",Lenoir County Public Schools,State Of North Carolina
2017,540326,79.3,"Northwest Elementary, Kinston",Lenoir County Public Schools,State Of North Carolina
2017,540328,65.4,Pink Hill Elementary,Lenoir County Public Schools,State Of North Carolina
2017,540330,88.1,Rochelle Middle,Lenoir County Public Schools,State Of North Carolina
2017,540336,49.2,South Lenoir High,Lenoir County Public Schools,State Of North Carolina
2017,540338,94.2,Southeast Elementary,Lenoir County Public Schools,State Of North Carolina
2017,540340,53.4,"Southwood Elementary, Kinston",Lenoir County Public Schools,State Of North Carolina
2017,540344,59.6,Woodington Middle,Lenoir County Public Schools,State Of North Carolina
2017,540LEA,68.0,,Lenoir County Public Schools,State Of North Carolina
2017,54A000,100,Children's Village Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,550308,76.3,Asbury Academy,Lincoln County Schools,State Of North Carolina
2017,550312,67.9,Battleground Elementary,Lincoln County Schools,State Of North Carolina
2017,550314,27.7,Catawba Springs Elementary,Lincoln County Schools,State Of North Carolina
2017,550316,78.1,GE Massey Elementary,Lincoln County Schools,State Of North Carolina
2017,550320,27.3,East Lincoln High,Lincoln County Schools,State Of North Carolina
2017,550322,32.7,East Lincoln Middle,Lincoln County Schools,State Of North Carolina
2017,550324,79.1,Kiser Intermediate,Lincoln County Schools,State Of North Carolina
2017,550328,52.7,Iron Station Elementary,Lincoln County Schools,State Of North Carolina
2017,550330,0,LCST,Lincoln County Schools,State Of North Carolina
2017,550332,62.2,Lincolnton High,Lincoln County Schools,State Of North Carolina
2017,550334,74.1,Lincolnton Middle,Lincoln County Schools,State Of North Carolina
2017,550336,71.9,Love Memorial Elementary,Lincoln County Schools,State Of North Carolina
2017,550340,64.6,Childers Elementary,Lincoln County Schools,State Of North Carolina
2017,550342,58.7,North Brook Elementary,Lincoln County Schools,State Of North Carolina
2017,550344,25.5,North Lincoln High,Lincoln County Schools,State Of North Carolina
2017,550348,38.8,Pumpkin Center Primary,Lincoln County Schools,State Of North Carolina
2017,550349,43.0,Pumpkin Center Intermediate,Lincoln County Schools,State Of North Carolina
2017,550350,26.8,North Lincoln Middle,Lincoln County Schools,State Of North Carolina
2017,550356,17.6,Rock Springs Elementary,Lincoln County Schools,State Of North Carolina
2017,550360,52.7,S Ray Lowder Elementary,Lincoln County Schools,State Of North Carolina
2017,550362,24.7,St James Elementary,Lincoln County Schools,State Of North Carolina
2017,550364,51.6,"Union Elementary, Vale",Lincoln County Schools,State Of North Carolina
2017,550368,53.5,West Lincoln High,Lincoln County Schools,State Of North Carolina
2017,550372,54.9,West Lincoln Middle,Lincoln County Schools,State Of North Carolina
2017,550LEA,45.5,,Lincoln County Schools,State Of North Carolina
2017,55A000,17.5,Lincoln Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,560304,58.8,Cartoogechaye Elementary,Macon County Schools,State Of North Carolina
2017,560316,64.4,East Franklin Elementary,Macon County Schools,State Of North Carolina
2017,560320,53.0,Franklin High,Macon County Schools,State Of North Carolina
2017,560324,51.1,Highlands School,Macon County Schools,State Of North Carolina
2017,560328,66.2,Iotla Valley Elementary,Macon County Schools,State Of North Carolina
2017,560329,42.5,Macon Early College High School,Macon County Schools,State Of North Carolina
2017,560330,63.1,Macon Middle School,Macon County Schools,State Of North Carolina
2017,560331,66.8,Mountain View Intermediate,Macon County Schools,State Of North Carolina
2017,560332,65.4,Nantahala School,Macon County Schools,State Of North Carolina
2017,560338,69.3,South Macon Elementary,Macon County Schools,State Of North Carolina
2017,560350,70.1,"Union Academy, Franklin",Macon County Schools,State Of North Carolina
2017,560LEA,61.0,,Macon County Schools,State Of North Carolina
2017,570306,59.7,Brush Creek Elementary,Madison County Schools,State Of North Carolina
2017,570312,79.5,Hot Springs Elementary,Madison County Schools,State Of North Carolina
2017,570317,32.4,Madison Early College High,Madison County Schools,State Of North Carolina
2017,570318,48.6,Madison High,Madison County Schools,State Of North Carolina
2017,570319,59.4,Madison Middle,Madison County Schools,State Of North Carolina
2017,570320,53.8,Mars Hill Elementary,Madison County Schools,State Of North Carolina
2017,570LEA,54.3,,Madison County Schools,State Of North Carolina
2017,580308,64.9,Williamston Primary,Martin County Schools,State Of North Carolina
2017,580312,64.1,E J Hayes Elementary,Martin County Schools,State Of North Carolina
2017,580316,70.1,East End Elementary,Martin County Schools,State Of North Carolina
2017,580320,66.7,Edna Andrews Elementary,Martin County Schools,State Of North Carolina
2017,580324,43.5,Jamesville Elementary,Martin County Schools,State Of North Carolina
2017,580344,57.3,South Creek High,Martin County Schools,State Of North Carolina
2017,580350,66.2,South Creek Middle,Martin County Schools,State Of North Carolina
2017,580356,39.9,Rodgers Elementary,Martin County Schools,State Of North Carolina
2017,580368,43.8,"Riverside High, Williamston",Martin County Schools,State Of North Carolina
2017,580372,58.1,Riverside Middle,Martin County Schools,State Of North Carolina
2017,580LEA,56.9,,Martin County Schools,State Of North Carolina
2017,58B000,6.9,Bear Grass Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,590306,100,Eastfield Global Magnet,McDowell County Schools,State Of North Carolina
2017,590310,100,East McDowell Middle,McDowell County Schools,State Of North Carolina
2017,590316,100,"Glenwood Elementary, Marion",McDowell County Schools,State Of North Carolina
2017,590320,100,"Marion Elementary, Marion",McDowell County Schools,State Of North Carolina
2017,590328,40.2,McDowell Early College,McDowell County Schools,State Of North Carolina
2017,590330,55.2,McDowell High,McDowell County Schools,State Of North Carolina
2017,590332,100,Nebo Elementary,McDowell County Schools,State Of North Carolina
2017,590336,100,North Cove Elementary,McDowell County Schools,State Of North Carolina
2017,590340,100,Old Fort Elementary,McDowell County Schools,State Of North Carolina
2017,590344,100,Pleasant Gardens Elementary,McDowell County Schools,State Of North Carolina
2017,590352,100,West Marion Elementary,McDowell County Schools,State Of North Carolina
2017,590356,100,West McDowell Middle,McDowell County Schools,State Of North Carolina
2017,590393,100,McDowell,McDowell County Schools,State Of North Carolina
2017,590LEA,85.8,,McDowell County Schools,State Of North Carolina
2017,600300,68.2,Albemarle Road Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600301,60.0,Albemarle Road Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600302,9.6,Ardrey Kell High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600305,49.2,J M Alexander Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600308,79.5,Allenbrook Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600311,82.2,Ashley Park PreK-8 School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600312,14.8,William Amos Hough High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600313,18.2,Bailey Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600314,23.6,Bain Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600316,48.4,Barringer Academic Center,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600317,63.4,Whitewater Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600318,60.2,Whitewater Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600319,59.6,Berryhill School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600322,13.7,Beverly Woods Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600328,25.4,Barnette Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600329,69.5,Briarwood Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600333,35.2,Carmel Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600334,32.1,Cato Middle College High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600335,88.0,Billingsville Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600336,15.5,Chantilly Montessori,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600338,56.6,"Clear Creek Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600341,61.9,Cochrane Collegiate Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600344,53.8,Collinswood Language Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600345,15.5,Community House Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600346,28.2,Cornelius Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600349,36.8,Cotswold Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600351,52.9,Coulwood STEM Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600352,61.3,Crown Point Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600353,23.7,Crestdale Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600357,15.3,Davidson Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600361,42.8,Butler High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600362,52.8,David Cox Road Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600364,53.7,Military and Global Leadership Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600365,74.1,Devonshire Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600367,21.3,Dilworth Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600368,57.5,First Ward Creative Arts Acad,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600369,52.9,Berewick Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600374,87.8,Druid Hills Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600377,58.7,East Mecklenburg High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600379,25.8,Eastover Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600381,63.7,Eastway Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600382,10.2,Elizabeth Lane Elem,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600383,7.3,Elon Park Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600384,53.7,Elizabeth Traditional Elem,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600385,28.8,Endhaven Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600386,61.7,Hawthorne High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600392,0,Polo Ridge Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600394,35.7,Francis Bradley Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600397,56.7,Garinger High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600398,56.7,Greenway Park Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600399,29.4,Alexander Graham Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600404,24.1,Harper Middle College High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600405,60.8,Harding University High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600406,11.2,Hawk Ridge Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600408,64.3,Lawrence Orr Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600409,51.8,Parkside Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600410,67.3,Hickory Grove Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600411,28.6,Highland Creek Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600412,76.1,Hidden Valley Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600413,24.6,Highland Mill Montessori,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600414,67.0,Highland Renaissance Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600415,49.7,Hopewell High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600416,59.6,Hornets Nest Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600418,42.8,Croft Community Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600420,26.7,Huntersville Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600422,56.5,Huntingtowne Farms Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600424,56.9,Idlewild Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600426,54.7,Independence High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600428,52.2,James Martin Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600429,29.2,Morehead STEM Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600431,10.5,Jay M Robinson Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600432,55.0,Joseph W Grier Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600433,18.4,J.V. Washam Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600434,62.4,Kennedy Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600435,19.6,Trillium Springs Montessori,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600436,66.3,Lake Wylie Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600437,15.2,Ballantyne Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600438,45.3,Lansdowne Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600439,75.1,"Turning Point Academy, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600440,55.5,Lebanon Road Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600442,48.2,Blythe Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600443,23.4,Levine Middle College High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600444,52.4,Long Creek Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600445,47.0,Mallard Creek High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600446,51.7,Mallard Creek Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600447,31.4,Matthews Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600448,66.0,Martin Luther King Jr Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600449,24.3,McAlpine Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600450,51.9,McClintock Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600451,15.6,McKee Road Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600453,72.0,Merry Oaks International Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600454,46.7,Metro School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600455,41.0,Mint Hill Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600457,67.1,Rocky River High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600459,55.7,Montclaire Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600461,62.4,Lincoln Heights Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600462,60.7,Mountain Island Lake Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600463,46.1,River Oaks Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600464,43.5,Myers Park Traditional,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600466,28.6,Myers Park High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600468,61.8,Nathaniel Alexander Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600471,67.0,Nations Ford Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600474,62.3,Newell Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600478,57.8,J H Gunn Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600479,48.0,Northeast Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600480,53.8,North Mecklenburg High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600481,48.3,Northridge Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600482,40.9,Northwest School of the Arts,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600484,55.0,Oakhurst STEAM Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600485,61.3,Oakdale Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600488,69.5,Oaklawn Language Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600489,84.5,Bruns Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600491,14.4,Olde Providence Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600492,9.4,Park Road Montessori,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600493,39.5,Palisades Park Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600494,58.8,Paw Creek Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600496,62.8,Phillip O Berry Academy of Technology,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600497,38.6,Piedmont IB Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600498,70.2,"Performance Learning Center, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600499,31.8,eLearning Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600500,63.6,Pineville Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600501,58.5,"Pinewood Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600503,56.1,"Piney Grove Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600507,0,Providence Spring Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600508,9.1,Providence High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600509,40.9,Quail Hollow Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600512,63.7,Rama Road Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600513,41.3,Randolph Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600514,60.6,Ranson Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600516,44.9,"Reedy Creek Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600517,84.0,Reid Park Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600518,53.4,Ridge Road Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600519,83.9,"Sedgefield Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600520,54.5,Sedgefield Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600521,46.2,"Stoney Creek Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600522,14.0,Selwyn Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600527,52.4,Shamrock Gardens Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600530,14.2,"Sharon Elementary, Charlotte",Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600532,27.4,Waddell Language Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600534,43.4,Smithfield Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600535,44.0,South Mecklenburg High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600537,13.2,South Charlotte Middle,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600538,56.0,Southwest Middle School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600545,55.0,Starmount Acad of Excellence,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600546,68.8,Statesville Road Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600549,75.4,Steele Creek Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600550,65.9,Sterling Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600553,78.2,Thomasboro Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600557,21.6,Torrence Creek Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600558,15.0,Grand Oak Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600562,59.2,Tuckaseegee Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600565,68.9,University Park Creative Arts,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600566,45.6,University Meadows Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600567,44.9,Charlotte Engineering Early College-UNCC,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600571,24.4,Irwin Academic Center,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600574,85.9,Walter G Byers School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600576,69.6,West Charlotte High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600577,80.8,Westerly Hills Academy,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600579,49.9,West Mecklenburg High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600586,61.7,Winding Springs Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600587,58.5,Windsor Park Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600588,34.5,Winget Park Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600589,70.7,Winterfield Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600590,45.1,River Gate Elementary,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600592,47.3,Vance High,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600693,50.4,Olympic High - Renaissance School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600694,39.8,Olympic High-Math Eng Tech Science,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600695,58.3,Olympic TEAM High School,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600696,63.7,Olympic High-Leadership and Development,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600697,54.7,Olympic High - Biotech Health Pub Admin,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,600LEA,45.3,,Charlotte-Mecklenburg Schools,State Of North Carolina
2017,60A000,60.3,Community Charter School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60B000,100,Sugar Creek Charter,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60D000,0,Lake Norman Charter,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60F000,0,Metrolina Reg Scholars Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60G000,19.5,Queen's Grant Community School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60I000,0,Community School of Davidson,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60J000,12.2,Socrates Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60K000,30.6,Charlotte Secondary,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60L000,100,KIPP Charlotte,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60M000,0,Corvian Community School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60N000,100,Aristotle Preparatory Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60P000,81.4,Charlotte Choice Charter,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60Q000,44.6,Invest Collegiate Transform,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60S000,9.3,Bradford Preparatory School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60U000,62.1,Commonwealth High,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60V000,78.0,Charlotte Learning Academy,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,60Y000,14.2,Pioneer Springs Community School,Charter and Non-District Affiliated Schools,State Of North Carolina
2017,610302,54.8,Bowman Middle,Mitchell County Schools,State Of North Carolina
2017,610310,62.9,Deyton Elementary,Mitchell County Schools,State Of North Carolina
2017,610320,64.1,Gouge Elementary,Mitchell County Schools,State Of North Carolina
2017,610322,65.4,Greenlee Primary,Mitchell County Schools,State Of North Carolina
2017,610326,58.8,Harris Middle,Mitchell County Schools,State Of North Carolina
2017,610332,48.3,Mayland Early College,Mitchell County Schools,State Of North Carolina
2017,610334,46.9,Mitchell High,Mitchell County Schools,State Of North Carolina
2017,610LEA,56.7,,Mitchell County Schools,State Of North Carolina
