digital_media,agency_code,category_code,device_access,device_access_grades,device_home,device_home_grades,BYOD,byod_grades,Book_TitlesPer_Student,wap,wap_class,media_school,devices
0,920626,E,No,-,No,-,No,-,20.54,26,0.65,1999.0,0.97
0,920628,E,No,-,No,-,Yes,04:05:00,21.4,30,0.81,1999.0,0.91
0,920632,E,No,-,No,-,Yes,K:1:2:3:4:5,29.73,36,0.72,2003.0,2.02
0,920636,M,No,-,No,-,Yes,06:07:08,16.27,47,1.12,1999.0,1.62
,920LEA,,,,,,,,16.36,"7,8",0.8,2003.0,1.15
0,92B000,I,No,-,No,-,Yes,K:1:2:3:4:5:6:7:8,1.71,17,1.06,1999.0,2.99
-,92D000,I,Yes,3:4:5:6:7:8,Yes,06:07:08,No,-,,41,1.46,,1.74
0,92F000,A,Yes,9:10:11:12,Yes,9:10:11:12,No,-,0.43,100,0.87,,2.97
0,92G000,A,No,-,No,-,No,-,9.15,45,0.56,2014.0,1.5
-,92K000,H,No,-,No,-,Yes,09:10:00,,35,0.88,,4.57
,92L000,I,,,,,,,,,,,-
-,92M000,I,No,-,Yes,06:07:08,No,-,,28,0.76,,2.7
0,92N000,I,Yes,06:07:08,Yes,06:07:08,No,-,17.99,4,0.33,2016.0,2.4
-,92P000,T,No,-,No,-,Yes,6:7:8:9:10:11:12,,40,0.73,,4.73
0,92Q000,E,Yes,2:3:4:5,No,-,No,-,35.4,10,1.67,2010.0,9.04
0,92R000,I,Yes,4:5:6:7:8,No,-,Yes,K:1:2:3:4:5:6:7:8,19.54,26,1.18,2003.0,2.26
-,92S000,I,No,-,No,-,No,-,,38,1.15,,4.5
,92T000,A,,,,,,,,,,,-
-,92U000,H,No,-,No,-,Yes,9:10:11:12,,22,0.85,,2.88
0,92V000,I,No,-,No,-,No,-,3.98,19,0.53,2015.0,3.79
,92W000,I,,,,,,,,,,,-
25,92Y000,I,Yes,6,Yes,6,No,-,12.16,52,1.16,,1.41
5,930330,E,Yes,K:1:2:3:4:5,No,-,No,-,40.98,30,1.2,2008.0,0.65
1,930340,I,Yes,06:07:08,No,-,No,-,30.58,133,4.75,2005.0,1.68
8,930344,E,Yes,1:2:3:4:5,No,-,No,-,71.38,8,0.5,2005.0,0.45
5,930348,E,No,-,No,-,No,-,43.49,8,0.47,2000.0,1.09
7,930352,H,No,-,No,-,Yes,9:10:11:12,54.71,25,0.37,1990.0,0.52
1,930354,M,Yes,06:07:08,No,-,No,-,36.8,40,1.0,1993.0,1.6
-,930360,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,7,1.0,,1.02
-,930700,H,No,-,No,-,No,-,,13,0.93,,0.59
,930LEA,,,,,,,,43.45,264,1.23,2000.0,0.82
-,93A000,A,Yes,1:2:3:4:5:6:7:8,Yes,12,No,-,,10,0.63,,2.4
0,93J000,E,No,-,No,-,No,-,8.2,25,1.79,2006.0,15.91
,93L000,H,,,,,,,,,,,-
5,93M000,I,No,-,No,-,No,-,2.21,23,0.82,,3.32
-,93N000,I,Yes,K:1:2:3:4:5:6,No,-,No,-,,26,0.81,2017.0,2.02
0,93P000,E,No,-,No,-,No,-,2.6,20,0.53,,4.78
,93Q000,,,,,,,,,,,,-
,93R000,E,,,,,,,,,,,-
0,940306,E,Yes,1:2:3:4:5,No,-,No,-,463.71,13,1.08,1989.0,0.85
0,940308,,Yes,6:7:8:9:10:11:12,No,-,No,-,128.44,17,1.06,1989.0,0.62
0,940314,E,Yes,K:1:2:3:4:5,No,-,No,-,38.12,53,1.06,2003.0,0.89
0,940316,H,Yes,9:10:11:12,No,-,No,-,12.21,48,1.09,1992.0,0.71
0,940328,M,Yes,06:07:08,No,-,No,-,34.07,36,1.0,1996.0,0.97
-,940330,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,5,0.83,,0.96
,940LEA,,,,,,,,79.3,172,1.05,1994.0,0.82
-,94Z000,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,21,2.1,,1.18
1,950308,I,Yes,8,Yes,8,No,-,53.83,24,1.14,2004.0,0.98
1,950312,I,Yes,07:08:00,Yes,8,Yes,7,39.68,36,1.5,2000.0,1.12
1,950316,I,Yes,06:07:08,Yes,8,No,-,38.7,38,1.03,2003.0,0.8
1,950320,I,Yes,07:08:00,Yes,8,No,-,28.67,36,1.06,2005.0,0.88
0,950322,I,Yes,07:08:00,Yes,8,No,-,14.56,64,0.96,2003.0,1.46
1,950324,I,Yes,07:08:00,Yes,8,No,-,46.93,26,0.96,2003.0,1.21
1,950328,I,Yes,07:08:00,Yes,8,No,-,28.79,51,1.5,1999.0,1.44
1,950332,I,Yes,07:08:00,Yes,8,No,-,33.36,35,1.09,2003.0,1.2
1,950336,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,16.06,125,1.28,1999.0,0.78
1,950338,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,,,,,1.02
,950LEA,,,,,,,,26.01,435,1.16,2002.0,1.04
0,95A000,I,No,-,No,-,No,-,0.6,9,0.75,2014.0,3.04
0,960312,M,No,-,No,-,No,-,11.2,69,1.92,2003.0,0.8
1,960314,E,No,-,No,-,No,-,12.61,50,0.96,2004.0,1.62
1,960316,E,No,-,No,-,No,-,13.94,53,1.2,2004.0,1.54
1,960318,E,Yes,03:04:05,No,-,No,-,23.26,47,1.34,1997.0,0.8
1,960324,H,No,-,No,-,No,-,9.4,81,1.27,2004.0,1.58
1,960326,M,No,-,No,-,No,-,27.39,45,1.15,1996.0,0.63
1,960329,E,No,-,No,-,No,-,18.88,60,1.46,2005.0,0.94
1,960330,H,No,-,No,-,No,-,9.19,74,0.94,2003.0,1.3
1,960331,M,No,-,No,-,No,-,11.99,53,1.26,2000.0,0.99
0,960332,A,No,-,No,-,No,-,20.5,23,1.53,2001.0,1.65
0,960334,E,No,-,No,-,No,-,31.25,25,1.19,2001.0,1.31
1,960335,H,No,-,No,-,No,-,10.38,64,1.52,2005.0,0.47
1,960336,E,No,-,No,-,No,-,23.98,45,1.41,1999.0,1.55
1,960338,M,No,-,No,-,No,-,13.57,46,1.64,2006.0,1.63
1,960340,M,No,-,No,-,No,-,28.51,40,1.43,1996.0,0.6
2,960344,E,No,-,No,-,No,-,10.9,60,1.3,2002.0,1.23
1,960348,M,No,-,No,-,No,-,24.03,38,1.27,1997.0,0.82
0,960360,M,No,-,No,-,No,-,11.16,64,1.23,2001.0,2.37
0,960370,E,No,-,No,-,No,-,13.24,53,1.23,2003.0,1.82
25,960372,H,No,-,No,-,No,-,13.55,46,0.94,1999.0,1.5
1,960374,M,No,-,No,-,No,-,14.61,34,1.17,2004.0,1.09
1,960380,H,No,-,No,-,No,-,12.91,87,1.18,1996.0,0.66
1,960382,E,No,-,No,-,No,-,13.94,66,1.08,2002.0,1.17
1,960386,H,No,-,No,-,No,-,9.24,65,1.48,2004.0,1.47
0,960387,M,No,-,No,-,No,-,10.58,55,1.67,2008.0,0.81
2,960388,E,No,-,No,-,No,-,15.83,49,1.17,2001.0,1.99
0,960390,E,No,-,No,-,No,-,27.86,47,1.24,1998.0,1.69
1,960450,E,No,-,No,-,No,-,13.43,52,1.24,2002.0,0.99
2,960454,E,No,-,No,-,No,-,13.88,62,1.19,2001.0,1.7
0,960488,A,No,-,No,-,No,-,54.27,27,1.8,1996.0,0.43
-,960490,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,,,,0.73
-,960700,T,No,-,No,-,Yes,6:7:8:9:10:11:12:13,,22,1.0,,0.68
,960LEA,,,,,,,,15.01,"1,6",1.26,2001.0,1.07
0,96C000,I,Yes,2:3:4:5:6:7,No,-,No,-,13.47,10,0.67,2009.0,2.2
,96F000,I,,,,,,,,,,,-
1,970308,E,No,-,No,-,No,-,56.58,21,1.4,1997.0,0.77
1,970310,E,No,-,No,-,No,-,32.84,27,1.35,1998.0,1.4
1,970312,E,Yes,K:1:2:3:4:5,No,-,No,-,23.59,36,1.06,2001.0,0.85
1,970315,M,Yes,06:07:08,No,-,No,-,23.87,68,1.03,2003.0,0.91
1,970320,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,11.23,51,1.11,2003.0,0.77
1,970322,M,Yes,06:07:08,No,-,No,-,21.58,56,1.87,1997.0,0.86
1,970337,E,No,-,No,-,No,-,17.43,61,1.33,2005.0,1.35
1,970340,E,No,-,No,-,No,-,31.35,30,1.67,2004.0,0.95
1,970344,E,No,-,No,-,No,-,39.6,25,1.19,2000.0,0.91
2,970348,E,No,-,No,-,No,-,17.13,50,1.32,2000.0,1.17
2,970352,E,No,-,No,-,No,-,27.97,38,1.09,1999.0,1.01
2,970356,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,6.12,59,1.16,2007.0,0.78
1,970358,M,Yes,06:07:08,No,-,No,-,19.08,56,1.6,2002.0,0.88
2,970360,E,No,-,No,-,No,-,34.54,24,1.2,2002.0,1.1
1,970368,E,No,-,No,-,No,-,39.72,24,1.41,2001.0,1.18
0,970370,E,No,-,No,-,No,-,24.94,25,1.14,1998.0,1.21
0,970376,E,Yes,K:1:2:3:5,No,-,No,-,68.65,23,2.3,1998.0,0.61
2,970388,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,4.11,53,1.2,1995.0,0.75
1,970389,M,Yes,06:07:08,No,-,No,-,16.55,56,1.1,2000.0,0.91
1,970390,H,Yes,9:10:11:12,Yes,9:10:11:12,No,-,7.8,64,1.14,2002.0,0.76
1,970392,E,No,-,No,-,No,-,28.17,34,1.13,2003.0,1.21
-,970393,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,No,-,,12,1.33,,0.85
,970LEA,,,,,,,,20.02,893,1.25,2001.0,0.92
10,97D000,I,Yes,3:4:5:6:7:8,No,-,Yes,1:2:3:4:5:6:7:8,2.89,10,1.0,2006.0,2.37
0,980306,A,Yes,7:8:9:10:11:12,No,-,No,-,,29,4.14,1990.0,0.52
1,980308,E,Yes,03:04:05,No,-,No,-,19.31,46,1.59,2005.0,0.97
14,980317,M,Yes,06:07:08,Yes,06:07:08,No,-,23.71,48,1.78,2003.0,0.54
1,980318,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,19.65,85,1.67,1996.0,0.64
2,980320,E,Yes,03:04:05,No,-,No,-,22.79,36,1.13,2001.0,1.06
2,980324,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,17.62,47,1.68,2003.0,0.69
1,980336,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,13.66,91,1.26,1996.0,0.57
0,980338,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,18.48,61,1.79,2003.0,0.71
3,980340,E,Yes,03:04:05,No,-,No,-,37.56,35,1.52,2001.0,0.87
1,980342,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,10.66,92,1.3,2003.0,0.65
4,980344,E,Yes,03:04:05,No,-,No,-,30.21,65,1.63,2005.0,0.67
36,980348,E,Yes,03:04:05,No,-,No,-,40.61,30,1.76,2001.0,0.78
1,980352,E,Yes,03:04:05,No,-,No,-,23.24,48,1.71,2000.0,1.08
1,980356,E,Yes,K:1:2:3:4:5,No,-,No,-,21.1,43,1.48,2007.0,0.62
40,980357,E,Yes,K:1:2:3:4:5,No,-,No,-,45.23,39,1.26,2005.0,0.59
1,980360,E,Yes,03:04:05,No,-,No,-,25.43,44,1.42,2006.0,1.05
2,980364,E,Yes,03:04:05,No,-,No,-,13.88,45,1.41,2004.0,0.88
3,980380,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,26.12,48,2.0,2001.0,0.63
1,980384,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,18.94,48,1.71,2001.0,0.82
1,980388,E,Yes,03:04:05,No,-,No,-,29.62,23,1.21,1998.0,0.59
3,980390,M,Yes,06:07:08,Yes,06:07:08,Yes,06:07:08,18.33,60,1.88,1997.0,0.58
0,980392,E,Yes,03:04:05,No,-,No,-,23.4,44,1.76,1998.0,1.02
1,980396,E,Yes,03:04:05,No,-,No,-,25.76,42,1.45,2003.0,0.75
-,980397,H,Yes,09:10:11,Yes,09:10:11,No,-,,12,1.09,,0.29
-,980398,H,Yes,9:10:11:12:13,Yes,9:10:11:12:13,Yes,9:10:11:12:13,,6,0.5,,1.4
1,980400,E,Yes,03:04:05,No,-,No,-,17.7,40,1.43,2000.0,1.01
,980LEA,,,,,,,,20.86,"1,2",1.53,2001.0,0.71
0,98A000,I,Yes,5:6:7:8,No,-,No,-,19.99,35,0.66,2002.0,2.41
,98B000,A,,,,,,,,,,,-
5,990304,A,No,-,No,-,No,-,36.29,57,2.19,1994.0,1.5
1,990308,I,No,-,No,-,Yes,K:1:2:3:4:5:6,35,39,1.44,1992.0,0.93
1,990312,E,No,-,No,-,No,-,37.59,40,1.54,2001.0,0.89
0,990316,E,No,-,No,-,No,-,25.6,32,1.23,2002.0,1.04
2,990320,E,No,-,No,-,No,-,51.12,28,1.4,1997.0,0.84
6,990321,M,Yes,07:08:00,No,-,Yes,07:08:00,14.97,48,1.6,2005.0,0.71
1,990322,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,12.38,81,1.25,1999.0,0.7
0,990324,E,Yes,6,No,-,No,-,20.29,11,0.44,1993.0,0.58
9,990325,M,Yes,07:08:00,No,-,Yes,07:08:00,24.51,48,2.09,2005.0,0.73
1,990326,H,Yes,9:10:11:12,Yes,9:10:11:12,Yes,9:10:11:12,18.98,67,1.43,1997.0,0.59
1,990328,E,No,-,No,-,No,-,32.46,52,1.27,1999.0,1.34
-,990332,H,Yes,9:10:11:12:13,No,-,Yes,9:10:11:12:13,,8,0.8,,0.83
1,990336,I,No,-,No,-,No,-,17.72,56,1.24,1998.0,0.7
0,990340,A,No,-,No,-,Yes,09:10:12,52.63,24,2.18,2008.0,0.53
,990LEA,,,,,,,,24.48,591,1.4,1999.0,0.78
1,995304,E,Yes,K:1:2:3:4:5,No,-,No,-,37.38,18,1.29,1999.0,0.72
11,995308,,No,-,No,-,No,-,99.72,14,2.0,1999.0,0.56
1,995312,E,Yes,2:3:4:5,No,-,No,-,42.55,36,1.33,1997.0,0.78
1,995316,M,No,-,No,-,No,-,37.78,33,1.65,1999.0,0.71
0,995320,E,Yes,2:3:4:5,No,-,No,-,34.69,14,1.4,1997.0,0.78
1,995324,M,Yes,6,No,-,No,-,23.2,33,1.57,2002.0,0.65
0,995328,E,No,-,No,-,No,-,39.73,18,1.29,1997.0,0.89
14,995330,A,Yes,9:10:11:12,Yes,9:10:11:12,No,-,24.45,74,1.4,1999.0,0.65
1,995336,E,No,-,No,-,No,-,57.66,16,1.33,1997.0,0.64
,995LEA,,,,,,,,34.87,256,1.44,1998.0,0.7
,NC-SEA,,,,,,,,18.3,128,1.23,2002.0,0.87
