agency_code,count_all_chron_absent,count_am7_chron_absent,count_as7_chron_absent,count_bl7_chron_absent,count_els_chron_absent,count_fem_chron_absent,count_hi7_chron_absent,count_male_chron_absent,count_mu7_chron_absent,count_pi7_chron_absent,count_swd_chron_absent,count_wh7_chron_absent,pct_all_chron_absent,pct_am7_chron_absent,pct_as7_chron_absent,pct_bl7_chron_absent,pct_els_chron_absent,pct_fem_chron_absent,pct_hi7_chron_absent,pct_male_chron_absent,pct_mu7_chron_absent,pct_pi7_chron_absent,pct_swd_chron_absent,pct_wh7_chron_absent
010303,1.0,,,,,1.0,,,,,,1.0,0.0044,,,,,0.0044,,,,,,0.0044
010304,48.0,,,4.0,5.0,23.0,8.0,25.0,5.0,,5.0,31.0,0.0793,,,0.0066,0.0082,0.038,0.0132,0.0413,0.0082,,0.0082,0.0512
010308,85.0,,,10.0,7.0,42.0,17.0,43.0,1.0,,14.0,57.0,0.1386,,,0.0163,0.0114,0.0685,0.0277,0.0701,0.0016,,0.0228,0.0929
010310,200.0,,,98.0,28.0,107.0,75.0,93.0,10.0,,48.0,17.0,0.2638,,,0.1292,0.0369,0.1411,0.0989,0.1226,0.0131,,0.0633,0.0224
010312,111.0,,6.0,31.0,16.0,51.0,34.0,60.0,5.0,,24.0,35.0,0.1512,,0.0081,0.0422,0.0217,0.0694,0.0463,0.0817,0.0068,,0.0326,0.0476
010320,44.0,,,12.0,2.0,20.0,3.0,24.0,5.0,,11.0,24.0,0.1189,,,0.0324,0.0054,0.054000000000000006,0.0081,0.0648,0.0135,,0.0297,0.0648
010324,348.0,1.0,,67.0,23.0,163.0,79.0,185.0,24.0,1.0,55.0,176.0,0.2921,0.0008,,0.0562,0.0193,0.1368,0.0663,0.1553,0.0201,0.0008,0.0461,0.1477
010326,152.0,1.0,,82.0,28.0,75.0,47.0,77.0,4.0,,21.0,18.0,0.2567,0.0016,,0.1385,0.0472,0.1266,0.0793,0.13,0.0067,,0.0354,0.0304
010328,60.0,,,1.0,2.0,29.0,6.0,31.0,1.0,,17.0,52.0,0.1119,,,0.0018,0.0037,0.0541,0.0111,0.0578,0.0018,,0.0317,0.097
010340,105.0,,,13.0,12.0,56.0,23.0,49.0,6.0,,7.0,63.0,0.1444,,,0.0178,0.0165,0.077,0.0316,0.0674,0.0082,,0.0096,0.0866
010346,54.0,,1.0,4.0,7.0,23.0,10.0,31.0,5.0,,5.0,34.0,0.1432,,0.0026,0.0106,0.0185,0.061,0.0265,0.0822,0.0132,,0.0132,0.0901
010347,97.0,,,19.0,11.0,45.0,21.0,52.0,8.0,,22.0,49.0,0.1592,,,0.0311,0.018000000000000002,0.0738,0.0344,0.0853,0.0131,,0.0361,0.0804
010348,253.0,,2.0,60.0,27.0,124.0,123.0,129.0,11.0,,55.0,57.0,0.3446,,0.0027,0.0817,0.0367,0.1689,0.1675,0.1757,0.0149,,0.0749,0.0776
010350,195.0,,1.0,65.0,29.0,92.0,66.0,103.0,7.0,,41.0,56.0,0.2781,,0.0014,0.0927,0.0413,0.1312,0.0941,0.1469,0.0099,,0.0584,0.0798
010351,94.0,,2.0,52.0,6.0,39.0,13.0,55.0,9.0,,13.0,18.0,0.2034,,0.0043,0.1125,0.0129,0.0844,0.0281,0.119,0.0194,,0.0281,0.0389
010353,156.0,,1.0,24.0,12.0,76.0,39.0,80.0,8.0,,40.0,84.0,0.2307,,0.0014,0.0355,0.0177,0.1124,0.0576,0.1183,0.0118,,0.0591,0.1242
010354,112.0,,,53.0,13.0,57.0,31.0,55.0,6.0,,13.0,22.0,0.1803,,,0.0853,0.0209,0.0917,0.0499,0.0885,0.0096,,0.0209,0.0354
010357,88.0,1.0,,27.0,26.0,40.0,34.0,48.0,3.0,,16.0,23.0,0.1833,0.002,,0.0562,0.0541,0.0833,0.0708,0.1,0.0062,,0.0333,0.0479
010358,118.0,2.0,1.0,62.0,12.0,53.0,26.0,65.0,6.0,,26.0,21.0,0.2,0.0033,0.0016,0.105,0.0203,0.0898,0.044,0.1101,0.0101,,0.044,0.0355
010360,455.0,1.0,3.0,177.0,68.0,229.0,214.0,226.0,17.0,,78.0,43.0,0.4881,0.001,0.0032,0.1899,0.0729,0.2457,0.2296,0.2424,0.0182,,0.0836,0.0461
010362,53.0,,2.0,14.0,,22.0,3.0,31.0,6.0,,9.0,28.0,0.1017,,0.0038,0.0268,,0.0422,0.0057,0.0595,0.0115,,0.0172,0.0537
010364,70.0,,,33.0,7.0,31.0,15.0,39.0,4.0,,12.0,18.0,0.1983,,,0.0934,0.0198,0.0878,0.0424,0.1104,0.0113,,0.0339,0.0509
010372,82.0,,,25.0,9.0,37.0,15.0,45.0,3.0,,22.0,39.0,0.2603,,,0.0793,0.0285,0.1174,0.0476,0.1428,0.0095,,0.0698,0.1238
010374,59.0,,,25.0,14.0,29.0,24.0,30.0,1.0,,14.0,9.0,0.1051,,,0.0445,0.0249,0.0516,0.0427,0.0534,0.0017,,0.0249,0.016
010378,52.0,,,17.0,,17.0,5.0,35.0,2.0,,29.0,28.0,0.5714,,,0.1868,,0.1868,0.0549,0.3846,0.0219,,0.3186,0.3076
010380,103.0,1.0,,34.0,26.0,36.0,35.0,67.0,8.0,,19.0,25.0,0.181,0.0017,,0.0597,0.0456,0.0632,0.0615,0.1177,0.014,,0.0333,0.0439
010384,80.0,,5.0,21.0,7.0,41.0,12.0,39.0,14.0,,6.0,28.0,0.1251,,0.0078,0.0328,0.0109,0.0641,0.0187,0.061,0.0219,,0.0093,0.0438
010388,467.0,2.0,3.0,28.0,21.0,203.0,106.0,264.0,13.0,,74.0,315.0,0.3335,0.0014,0.0021,0.02,0.015,0.145,0.0757,0.1885,0.0092,,0.0528,0.225
010390,129.0,,1.0,6.0,5.0,64.0,17.0,65.0,5.0,,29.0,100.0,0.1796,,0.0013,0.0083,0.0069,0.0891,0.0236,0.0905,0.0069,,0.0403,0.1392
010392,48.0,,,1.0,2.0,27.0,4.0,21.0,5.0,,7.0,38.0,0.1739,,,0.0036,0.0072,0.0978,0.0144,0.076,0.0181,,0.0253,0.1376
010394,127.0,,1.0,52.0,5.0,68.0,17.0,59.0,9.0,1.0,21.0,47.0,0.1364,,0.001,0.0558,0.0053,0.073,0.0182,0.0633,0.0096,0.001,0.0225,0.0504
010396,471.0,3.0,6.0,171.0,37.0,226.0,132.0,245.0,30.0,2.0,68.0,127.0,0.4135,0.0026,0.0052,0.1501,0.0324,0.1984,0.1158,0.2151,0.0263,0.0017,0.0597,0.1115
010400,279.0,,1.0,31.0,16.0,133.0,64.0,146.0,12.0,2.0,43.0,169.0,0.2495,,0.0008,0.0277,0.0143,0.1189,0.0572,0.1305,0.0107,0.0017,0.0384,0.1511
010403,172.0,,,15.0,10.0,91.0,43.0,81.0,11.0,1.0,22.0,102.0,0.2067,,,0.018000000000000002,0.012,0.1093,0.0516,0.0973,0.0132,0.0012,0.0264,0.1225
010406,88.0,1.0,,18.0,5.0,44.0,11.0,44.0,11.0,,11.0,47.0,0.1504,0.0017,,0.0307,0.0085,0.0752,0.0188,0.0752,0.0188,,0.0188,0.0803
01B000,49.0,,,6.0,,25.0,3.0,24.0,4.0,,5.0,36.0,0.0601,,,0.0073,,0.0307,0.0036,0.0294,0.0049,,0.0061,0.0442
01C000,66.0,,,5.0,,31.0,6.0,35.0,2.0,,8.0,53.0,0.1029,,,0.0078,,0.0483,0.0093,0.0546,0.0031,,0.0124,0.0826
01D000,26.0,,,2.0,,13.0,2.0,13.0,3.0,,2.0,19.0,0.0833,,,0.0064,,0.0416,0.0064,0.0416,0.0096,,0.0064,0.0608
020302,207.0,1.0,,10.0,4.0,90.0,19.0,117.0,8.0,,41.0,169.0,0.1739,0.0008,,0.0084,0.0033,0.0756,0.0159,0.0983,0.0067,,0.0344,0.142
020303,3.0,,,,,3.0,,,1.0,,,2.0,0.0161,,,,,0.0161,,,0.0053,,,0.0107
020304,25.0,,,,,8.0,,17.0,1.0,,11.0,24.0,0.0558,,,,,0.0178,,0.0379,0.0022,,0.0245,0.0535
020306,22.0,,,2.0,,9.0,3.0,13.0,1.0,,7.0,16.0,0.0361,,,0.0032,,0.0147,0.0049,0.0213,0.0016,,0.0114,0.0262
020308,11.0,,,1.0,,5.0,1.0,6.0,2.0,,6.0,7.0,0.0388,,,0.0035,,0.0176,0.0035,0.0212,0.006999999999999999,,0.0212,0.0247
020316,43.0,,,1.0,,17.0,2.0,26.0,1.0,,10.0,39.0,0.0916,,,0.0021,,0.0362,0.0042,0.0554,0.0021,,0.0213,0.0831
020320,18.0,,,,,8.0,2.0,10.0,1.0,,5.0,15.0,0.0743,,,,,0.033,0.0082,0.0413,0.0041,,0.0206,0.0619
020324,6.0,,,,,5.0,,1.0,,,3.0,6.0,0.0271,,,,,0.0226,,0.0045,,,0.0135,0.0271
020328,28.0,,,1.0,,11.0,6.0,17.0,4.0,,8.0,17.0,0.1138,,,0.004,,0.0447,0.0243,0.0691,0.0162,,0.0325,0.0691
020330,19.0,,,,1.0,10.0,1.0,9.0,,,6.0,18.0,0.0331,,,,0.0017,0.0174,0.0017,0.0156,,,0.0104,0.0313
020332,32.0,,,1.0,,15.0,4.0,17.0,,,7.0,27.0,0.1151,,,0.0035,,0.0539,0.0143,0.0611,,,0.0251,0.0971
030304,65.0,1.0,,1.0,3.0,33.0,13.0,32.0,3.0,,12.0,47.0,0.1551,0.0023,,0.0023,0.0071,0.0787,0.031,0.0763,0.0071,,0.0286,0.1121
030308,19.0,,,,2.0,6.0,6.0,13.0,1.0,,4.0,12.0,0.0909,,,,0.0095,0.0287,0.0287,0.0622,0.0047,,0.0191,0.0574
030316,25.0,,,,,15.0,4.0,10.0,3.0,,4.0,18.0,0.1533,,,,,0.092,0.0245,0.0613,0.0184,,0.0245,0.1104
030320,87.0,1.0,,,2.0,46.0,19.0,41.0,2.0,,13.0,65.0,0.1608,0.0018,,,0.0036,0.085,0.0351,0.0757,0.0036,,0.024,0.1201
040304,27.0,,1.0,5.0,,21.0,1.0,6.0,,,1.0,20.0,0.1168,,0.0043,0.0216,,0.0909,0.0043,0.0259,,,0.0043,0.0865
040305,45.0,,,34.0,,13.0,1.0,32.0,2.0,,10.0,8.0,1.25,,,0.9444,,0.3611,0.0277,0.8888,0.0555,,0.2777,0.2222
040306,343.0,1.0,3.0,216.0,7.0,156.0,22.0,187.0,13.0,1.0,69.0,87.0,0.4971,0.0014,0.0043,0.313,0.0101,0.226,0.0318,0.271,0.0188,0.0014,0.1,0.126
040308,29.0,,,12.0,3.0,12.0,4.0,17.0,,,3.0,13.0,0.1676,,,0.0693,0.0173,0.0693,0.0231,0.0982,,,0.0173,0.0751
040309,221.0,2.0,1.0,107.0,5.0,99.0,17.0,122.0,17.0,,40.0,77.0,0.3216,0.0029,0.0014,0.1557,0.0072,0.1441,0.0247,0.1775,0.0247,,0.0582,0.112
040311,86.0,,1.0,72.0,,38.0,,48.0,5.0,,20.0,8.0,0.2747,,0.0031,0.23,,0.1214,,0.1533,0.0159,,0.0638,0.0255
040316,70.0,,,32.0,1.0,27.0,6.0,43.0,3.0,,20.0,29.0,0.2868,,,0.1311,0.004,0.1106,0.0245,0.1762,0.0122,,0.0819,0.1188
040324,59.0,,,40.0,5.0,23.0,10.0,36.0,3.0,,7.0,6.0,0.3121,,,0.2116,0.0264,0.1216,0.0529,0.1904,0.0158,,0.037000000000000005,0.0317
040328,84.0,,,32.0,3.0,39.0,5.0,45.0,5.0,,15.0,42.0,0.2019,,,0.0769,0.0072,0.0937,0.012,0.1081,0.012,,0.036000000000000004,0.1009
040330,42.0,,,34.0,,15.0,1.0,27.0,1.0,,8.0,6.0,0.2485,,,0.2011,,0.0887,0.0059,0.1597,0.0059,,0.0473,0.0355
050302,103.0,,,,2.0,41.0,8.0,62.0,7.0,,28.0,88.0,0.1218,,,,0.0023,0.0485,0.0094,0.0733,0.0082,,0.0331,0.1041
050305,83.0,,,,1.0,47.0,5.0,36.0,1.0,,15.0,77.0,0.1754,,,,0.0021,0.0993,0.0105,0.0761,0.0021,,0.0317,0.1627
050310,56.0,,,,,24.0,2.0,32.0,,,11.0,54.0,0.1186,,,,,0.0508,0.0042,0.0677,,,0.0233,0.1144
050330,63.0,,,,4.0,29.0,8.0,34.0,2.0,,16.0,53.0,0.1149,,,,0.0072,0.0529,0.0145,0.062,0.0036,,0.0291,0.0967
050335,128.0,,,,9.0,73.0,27.0,55.0,6.0,,31.0,95.0,0.2335,,,,0.0164,0.1332,0.0492,0.1003,0.0109,,0.0565,0.1733
060302,79.0,,,,3.0,35.0,6.0,44.0,2.0,,12.0,71.0,0.1889,,,,0.0071,0.0837,0.0143,0.1052,0.0047,,0.0287,0.1698
060304,23.0,,,,,9.0,2.0,14.0,,,4.0,21.0,0.1437,,,,,0.0562,0.0125,0.0875,,,0.025,0.1312
060310,29.0,,,,1.0,14.0,1.0,15.0,2.0,,5.0,26.0,0.1559,,,,0.0053,0.0752,0.0053,0.0806,0.0107,,0.0268,0.1397
060316,1.0,,,,,1.0,,,,,,1.0,0.0049,,,,,0.0049,,,,,,0.0049
060318,28.0,,,,1.0,14.0,2.0,14.0,1.0,,9.0,25.0,0.106,,,,0.0037,0.053,0.0075,0.053,0.0037,,0.034,0.0946
060322,45.0,,,3.0,2.0,21.0,4.0,24.0,2.0,,5.0,36.0,0.2331,,,0.0155,0.0103,0.1088,0.0207,0.1243,0.0103,,0.0259,0.1865
060328,47.0,,1.0,,6.0,18.0,9.0,29.0,,,18.0,37.0,0.2107,,0.0044,,0.0269,0.0807,0.0403,0.13,,,0.0807,0.1659
060332,27.0,,,,,13.0,,14.0,,,3.0,27.0,0.241,,,,,0.116,,0.125,,,0.0267,0.241
060334,16.0,,,,,7.0,1.0,9.0,,,1.0,15.0,1.0,,,,,0.4375,0.0625,0.5625,,,0.0625,0.9375
060700,7.0,,,,,4.0,,3.0,,,1.0,7.0,0.0823,,,,,0.047,,0.0352,,,0.0117,0.0823
060701,4.0,,,,,2.0,,2.0,,,1.0,4.0,0.0784,,,,,0.0392,,0.0392,,,0.0196,0.0784
06A000,23.0,,,5.0,,13.0,4.0,10.0,2.0,,7.0,12.0,0.7931,,,0.1724,,0.4482,0.1379,0.3448,0.0689,,0.2413,0.4137
06B000,7.0,,,,1.0,3.0,1.0,4.0,,,1.0,6.0,0.0593,,,,0.0084,0.0254,0.0084,0.0338,,,0.0084,0.0508
070302,100.0,,,47.0,5.0,46.0,16.0,54.0,7.0,,28.0,30.0,0.1964,,,0.0923,0.0098,0.0903,0.0314,0.106,0.0137,,0.055,0.0589
070308,93.0,,,4.0,3.0,51.0,7.0,42.0,6.0,,24.0,76.0,0.1611,,,0.0069,0.0051,0.0883,0.0121,0.0727,0.0103,,0.0415,0.1317
070310,70.0,,,42.0,,23.0,3.0,47.0,3.0,,10.0,22.0,1.0447,,,0.6268,,0.3432,0.0447,0.7014,0.0447,,0.1492,0.3283
070311,2.0,,,,,1.0,,1.0,,,,2.0,0.0074,,,,,0.0037,,0.0037,,,,0.0074
070325,78.0,,,26.0,1.0,32.0,6.0,46.0,8.0,,16.0,38.0,0.1907,,,0.0635,0.0024,0.0782,0.0146,0.1124,0.0195,,0.0391,0.0929
070326,69.0,1.0,,24.0,1.0,32.0,1.0,37.0,6.0,,16.0,37.0,0.1396,0.002,,0.0485,0.002,0.0647,0.002,0.0748,0.0121,,0.0323,0.0748
070327,61.0,,1.0,22.0,7.0,34.0,9.0,27.0,4.0,,15.0,25.0,0.1164,,0.0019,0.0419,0.0133,0.0648,0.0171,0.0515,0.0076,,0.0286,0.0477
070328,63.0,,1.0,32.0,3.0,32.0,8.0,31.0,5.0,,8.0,17.0,0.1245,,0.0019,0.0632,0.0059,0.0632,0.0158,0.0612,0.0098,,0.0158,0.0335
070329,77.0,,,13.0,4.0,43.0,6.0,34.0,8.0,,12.0,50.0,0.1824,,,0.0308,0.0094,0.1018,0.0142,0.0805,0.0189,,0.0284,0.1184
070330,65.0,,,14.0,2.0,29.0,7.0,36.0,1.0,,9.0,43.0,0.1649,,,0.0355,0.005,0.0736,0.0177,0.0913,0.0025,,0.0228,0.1091
070338,124.0,1.0,3.0,51.0,5.0,55.0,14.0,69.0,8.0,,22.0,47.0,0.1585,0.0012,0.0038,0.0652,0.0063,0.0703,0.0179,0.0882,0.0102,,0.0281,0.0601
070339,94.0,,,28.0,2.0,46.0,4.0,48.0,6.0,,21.0,56.0,0.2355,,,0.0701,0.005,0.1152,0.01,0.1203,0.015,,0.0526,0.1403
070340,28.0,,1.0,16.0,2.0,11.0,,17.0,3.0,,3.0,8.0,0.1739,,0.0062,0.0993,0.0124,0.0683,,0.1055,0.0186,,0.0186,0.0496
070342,160.0,1.0,,53.0,9.0,76.0,31.0,84.0,6.0,1.0,27.0,68.0,0.1862,0.0011,,0.0616,0.0104,0.0884,0.036000000000000004,0.0977,0.0069,0.0011,0.0314,0.0791
07A000,46.0,,,,,25.0,2.0,21.0,,,12.0,44.0,0.1087,,,,,0.0591,0.0047,0.0496,,,0.0283,0.104
080311,4.0,,,2.0,,3.0,,1.0,,,,2.0,0.0232,,,0.0116,,0.0174,,0.0058,,,,0.0116
080312,190.0,,,167.0,1.0,85.0,1.0,105.0,4.0,,30.0,18.0,0.3777,,,0.332,0.0019,0.1689,0.0019,0.2087,0.0079,,0.0596,0.0357
080314,86.0,,,70.0,,33.0,1.0,53.0,2.0,,14.0,13.0,0.17800000000000002,,,0.1449,,0.0683,0.002,0.1097,0.0041,,0.0289,0.0269
080348,22.0,,,13.0,,12.0,1.0,10.0,1.0,,1.0,7.0,0.1705,,,0.1007,,0.093,0.0077,0.0775,0.0077,,0.0077,0.0542
080356,45.0,,,41.0,1.0,15.0,2.0,30.0,,,10.0,2.0,0.189,,,0.1722,0.0042,0.063,0.0084,0.126,,,0.042,0.0084
080360,25.0,,,13.0,1.0,9.0,4.0,16.0,3.0,,2.0,5.0,0.1388,,,0.0722,0.0055,0.05,0.0222,0.0888,0.0166,,0.0111,0.0277
080362,59.0,,,48.0,,23.0,1.0,36.0,2.0,,12.0,8.0,0.1581,,,0.1286,,0.0616,0.0026,0.0965,0.0053,,0.0321,0.0214
08A000,39.0,,,36.0,,17.0,2.0,22.0,,,3.0,1.0,0.5064,,,0.4675,,0.2207,0.0259,0.2857,,,0.0389,0.0129
090315,55.0,3.0,,12.0,2.0,26.0,6.0,29.0,4.0,,8.0,30.0,0.1877,0.0102,,0.0409,0.0068,0.0887,0.0204,0.0989,0.0136,,0.0273,0.1023
090317,74.0,3.0,,7.0,3.0,35.0,8.0,39.0,5.0,,13.0,51.0,0.2084,0.0084,,0.0197,0.0084,0.0985,0.0225,0.1098,0.014,,0.0366,0.1436
090318,54.0,,,14.0,1.0,16.0,9.0,38.0,5.0,,12.0,26.0,0.2783,,,0.0721,0.0051,0.0824,0.0463,0.1958,0.0257,,0.0618,0.134
090320,49.0,3.0,,28.0,2.0,29.0,3.0,20.0,4.0,,6.0,11.0,0.1952,0.0119,,0.1115,0.0079,0.1155,0.0119,0.0796,0.0159,,0.0239,0.0438
090324,23.0,,,3.0,1.0,12.0,4.0,11.0,2.0,,2.0,14.0,0.1026,,,0.0133,0.0044,0.0535,0.0178,0.0491,0.0089,,0.0089,0.0625
090328,22.0,,,11.0,1.0,12.0,5.0,10.0,3.0,,2.0,3.0,0.3492,,,0.1746,0.0158,0.1904,0.0793,0.1587,0.0476,,0.0317,0.0476
090330,93.0,2.0,1.0,45.0,4.0,48.0,12.0,45.0,10.0,,10.0,23.0,0.1469,0.0031,0.0015,0.071,0.0063,0.0758,0.0189,0.071,0.0157,,0.0157,0.0363
090332,77.0,2.0,,31.0,4.0,29.0,11.0,48.0,4.0,,15.0,29.0,0.1868,0.0048,,0.0752,0.0097,0.0703,0.0266,0.1165,0.0097,,0.0364,0.0703
090333,120.0,5.0,,67.0,6.0,58.0,10.0,62.0,4.0,,36.0,34.0,0.258,0.0107,,0.14400000000000002,0.0129,0.1247,0.0215,0.1333,0.0086,,0.0774,0.0731
090352,19.0,2.0,,6.0,3.0,7.0,4.0,12.0,1.0,,6.0,6.0,0.125,0.0131,,0.0394,0.0197,0.046,0.0263,0.0789,0.0065,,0.0394,0.0394
090365,52.0,4.0,,13.0,2.0,19.0,5.0,33.0,4.0,,6.0,26.0,0.1494,0.0114,,0.0373,0.0057,0.0545,0.0143,0.0948,0.0114,,0.0172,0.0747
090368,87.0,1.0,,20.0,7.0,44.0,23.0,43.0,4.0,,16.0,39.0,0.1277,0.0014,,0.0293,0.0102,0.0646,0.0337,0.0631,0.0058,,0.0234,0.0572
090376,1.0,,,,,,1.0,1.0,,,,,0.0204,,,,,,0.0204,0.0204,,,,
09A000,36.0,2.0,,21.0,,16.0,4.0,20.0,7.0,,4.0,2.0,0.213,0.0118,,0.1242,,0.0946,0.0236,0.1183,0.0414,,0.0236,0.0118
100302,86.0,1.0,1.0,16.0,6.0,36.0,12.0,50.0,3.0,,21.0,53.0,0.1002,0.0011,0.0011,0.0186,0.0069,0.0419,0.0139,0.0582,0.0034,,0.0244,0.0617
100304,93.0,,,5.0,1.0,34.0,5.0,59.0,6.0,,19.0,77.0,0.2209,,,0.0118,0.0023,0.0807,0.0118,0.1401,0.0142,,0.0451,0.1828
100307,6.0,,,1.0,,6.0,1.0,,,,,4.0,0.0161,,,0.0026,,0.0161,0.0026,,,,,0.0107
100308,43.0,1.0,,10.0,2.0,17.0,5.0,26.0,2.0,,8.0,25.0,0.5119,0.0119,,0.119,0.0238,0.2023,0.0595,0.3095,0.0238,,0.0952,0.2976
100309,136.0,,,16.0,3.0,64.0,14.0,72.0,7.0,,32.0,99.0,0.2693,,,0.0316,0.0059,0.1267,0.0277,0.1425,0.0138,,0.0633,0.196
100310,45.0,4.0,,8.0,2.0,20.0,4.0,25.0,1.0,,6.0,28.0,0.0986,0.0087,,0.0175,0.0043,0.0438,0.0087,0.0548,0.0021,,0.0131,0.0614
100316,195.0,1.0,1.0,21.0,9.0,97.0,22.0,98.0,16.0,1.0,37.0,133.0,0.2076,0.001,0.001,0.0223,0.0095,0.1033,0.0234,0.1043,0.017,0.001,0.0394,0.1416
100320,116.0,3.0,,15.0,11.0,62.0,25.0,54.0,13.0,,24.0,60.0,0.1949,0.005,,0.0252,0.0184,0.1042,0.042,0.0907,0.0218,,0.0403,0.1008
100326,360.0,,1.0,74.0,12.0,170.0,59.0,190.0,20.0,1.0,55.0,205.0,0.3324,,0.0009,0.0683,0.011,0.1569,0.0544,0.1754,0.0184,0.0009,0.0507,0.1892
100332,21.0,2.0,,1.0,,8.0,2.0,13.0,,,4.0,16.0,0.0329,0.0031,,0.0015,,0.0125,0.0031,0.0203,,,0.0062,0.025
100334,264.0,4.0,1.0,23.0,1.0,131.0,12.0,133.0,12.0,,29.0,212.0,0.2616,0.0039,0.0009,0.0227,0.0009,0.1298,0.0118,0.1318,0.0118,,0.0287,0.2101
100335,178.0,1.0,1.0,7.0,6.0,79.0,13.0,99.0,10.0,2.0,35.0,144.0,0.237,0.0013,0.0013,0.0093,0.0079,0.1051,0.0173,0.1318,0.0133,0.0026,0.0466,0.1917
100336,91.0,,2.0,7.0,3.0,41.0,3.0,50.0,5.0,2.0,11.0,72.0,0.1613,,0.0035,0.0124,0.0053,0.0726,0.0053,0.0886,0.0088,0.0035,0.0195,0.1276
100338,152.0,,,16.0,12.0,78.0,19.0,74.0,14.0,,43.0,103.0,0.2643,,,0.0278,0.0208,0.1356,0.033,0.1286,0.0243,,0.0747,0.1791
100339,74.0,,,12.0,,29.0,6.0,45.0,1.0,,13.0,55.0,0.1335,,,0.0216,,0.0523,0.0108,0.0812,0.0018,,0.0234,0.0992
100340,51.0,,,6.0,2.0,32.0,6.0,19.0,6.0,,8.0,33.0,0.0851,,,0.01,0.0033,0.0534,0.01,0.0317,0.01,,0.0133,0.055
100342,80.0,,,11.0,2.0,34.0,5.0,46.0,6.0,,15.0,58.0,0.1622,,,0.0223,0.004,0.0689,0.0101,0.0933,0.0121,,0.0304,0.1176
100344,17.0,,,2.0,1.0,4.0,2.0,13.0,,,4.0,13.0,0.0335,,,0.0039,0.0019,0.0079,0.0039,0.0256,,,0.0079,0.0256
100348,549.0,9.0,2.0,74.0,12.0,256.0,58.0,293.0,24.0,,76.0,382.0,0.3972,0.0065,0.0014,0.0535,0.0086,0.1852,0.0419,0.212,0.0173,,0.0549,0.2764
10A000,63.0,,,11.0,,29.0,7.0,34.0,4.0,,4.0,41.0,0.069,,,0.012,,0.0317,0.0076,0.0372,0.0043,,0.0043,0.0449
10B000,36.0,,,1.0,1.0,21.0,1.0,15.0,4.0,,6.0,30.0,0.0989,,,0.0027,0.0027,0.0576,0.0027,0.0412,0.0109,,0.0164,0.0824
110303,141.0,,1.0,20.0,5.0,54.0,12.0,87.0,14.0,,38.0,94.0,1.137,,0.008,0.1612,0.0403,0.4354,0.0967,0.7016,0.1129,,0.3064,0.758
110304,164.0,,,19.0,7.0,88.0,19.0,76.0,15.0,,37.0,111.0,0.13699999999999998,,,0.0158,0.0058,0.0735,0.0158,0.0634,0.0125,,0.0309,0.0927
110306,56.0,,,11.0,2.0,25.0,7.0,31.0,2.0,,14.0,36.0,0.107,,,0.021,0.0038,0.0478,0.0133,0.0592,0.0038,,0.0267,0.0688
110308,29.0,,,3.0,,8.0,1.0,21.0,,,6.0,25.0,0.1779,,,0.0184,,0.049,0.0061,0.1288,,,0.0368,0.1533
110318,27.0,,,1.0,1.0,10.0,1.0,17.0,1.0,,8.0,24.0,0.133,,,0.0049,0.0049,0.0492,0.0049,0.0837,0.0049,,0.0394,0.1182
110320,54.0,,,3.0,1.0,22.0,3.0,32.0,4.0,1.0,7.0,43.0,0.1323,,,0.0073,0.0024,0.0539,0.0073,0.0784,0.0098,0.0024,0.0171,0.1053
110322,15.0,,1.0,1.0,,12.0,,3.0,,,,13.0,0.0559,,0.0037,0.0037,,0.0447,,0.0111,,,,0.0485
110323,28.0,,1.0,3.0,1.0,18.0,4.0,10.0,1.0,,4.0,19.0,0.56,,0.02,0.06,0.02,0.36,0.08,0.2,0.02,,0.08,0.38
110324,48.0,,,5.0,8.0,20.0,9.0,28.0,2.0,,8.0,32.0,0.1137,,,0.0118,0.0189,0.0473,0.0213,0.0663,0.0047,,0.0189,0.0758
110326,61.0,,,2.0,3.0,28.0,7.0,33.0,4.0,,16.0,48.0,0.1075,,,0.0035,0.0052,0.0493,0.0123,0.0582,0.006999999999999999,,0.0282,0.0846
110332,37.0,,,6.0,1.0,15.0,3.0,22.0,2.0,,13.0,26.0,0.1245,,,0.0202,0.0033,0.0505,0.0101,0.07400000000000001,0.0067,,0.0437,0.0875
110336,90.0,1.0,1.0,7.0,5.0,48.0,17.0,42.0,1.0,,16.0,63.0,0.1239,0.0013,0.0013,0.0096,0.0068,0.0661,0.0234,0.0578,0.0013,,0.022,0.0867
110338,78.0,,,1.0,2.0,38.0,9.0,40.0,5.0,,18.0,63.0,0.146,,,0.0018,0.0037,0.0711,0.0168,0.0749,0.0093,,0.0337,0.1179
110340,171.0,,,16.0,20.0,84.0,43.0,87.0,17.0,3.0,22.0,92.0,0.153,,,0.0143,0.0179,0.0752,0.0384,0.0778,0.0152,0.0026,0.0196,0.0823
110342,117.0,,,14.0,12.0,63.0,23.0,54.0,3.0,3.0,26.0,74.0,0.1652,,,0.0197,0.0169,0.0889,0.0324,0.0762,0.0042,0.0042,0.0367,0.1045
110348,50.0,1.0,,5.0,11.0,23.0,18.0,27.0,3.0,,9.0,23.0,0.1488,0.0029,,0.0148,0.0327,0.0684,0.0535,0.0803,0.0089,,0.0267,0.0684
