agency_code,count_all_chron_absent,count_am7_chron_absent,count_as7_chron_absent,count_bl7_chron_absent,count_els_chron_absent,count_fem_chron_absent,count_hi7_chron_absent,count_male_chron_absent,count_mu7_chron_absent,count_pi7_chron_absent,count_swd_chron_absent,count_wh7_chron_absent,pct_all_chron_absent,pct_am7_chron_absent,pct_as7_chron_absent,pct_bl7_chron_absent,pct_els_chron_absent,pct_fem_chron_absent,pct_hi7_chron_absent,pct_male_chron_absent,pct_mu7_chron_absent,pct_pi7_chron_absent,pct_swd_chron_absent,pct_wh7_chron_absent
290365,45.0,,,1.0,,19.0,1.0,26.0,2.0,,17.0,41.0,0.1229,,,0.0027,,0.0519,0.0027,0.071,0.0054,,0.0464,0.112
290366,67.0,,,13.0,2.0,35.0,9.0,32.0,4.0,,9.0,41.0,0.1111,,,0.0215,0.0033,0.058,0.0149,0.053,0.0066,,0.0149,0.0679
290367,25.0,,,,,11.0,,14.0,,,5.0,25.0,0.0899,,,,,0.0395,,0.0503,,,0.0179,0.0899
290375,30.0,1.0,1.0,2.0,3.0,14.0,1.0,16.0,4.0,,8.0,21.0,0.0874,0.0029,0.0029,0.0058,0.0087,0.0408,0.0029,0.0466,0.0116,,0.0233,0.0612
290376,77.0,1.0,,5.0,,28.0,2.0,49.0,2.0,,18.0,67.0,0.122,0.0015,,0.0079,,0.0443,0.0031,0.0776,0.0031,,0.0285,0.1061
290380,56.0,,,3.0,1.0,27.0,5.0,29.0,4.0,,10.0,44.0,0.0665,,,0.0035,0.0011,0.0321,0.0059,0.0344,0.0047,,0.0118,0.0523
290384,36.0,,2.0,1.0,3.0,20.0,3.0,16.0,5.0,,7.0,25.0,0.0655,,0.0036,0.0018,0.0054,0.0364,0.0054,0.0291,0.0091,,0.0127,0.0455
290388,72.0,,,3.0,,30.0,2.0,42.0,1.0,,15.0,66.0,0.099,,,0.0041,,0.0412,0.0027,0.0577,0.0013,,0.0206,0.0907
290389,4.0,,,,,3.0,,1.0,,,,4.0,0.0232,,,,,0.0174,,0.0058,,,,0.0232
291308,17.0,,1.0,11.0,,9.0,1.0,8.0,1.0,,2.0,3.0,0.0449,,0.0026,0.0291,,0.0238,0.0026,0.0211,0.0026,,0.0052,0.0079
291332,140.0,1.0,5.0,36.0,8.0,77.0,44.0,63.0,13.0,,26.0,41.0,0.1894,0.0013,0.0067,0.0487,0.0108,0.1041,0.0595,0.0852,0.0175,,0.0351,0.0554
291336,182.0,1.0,4.0,47.0,16.0,94.0,73.0,88.0,12.0,1.0,19.0,44.0,0.2306,0.0012,0.005,0.0595,0.0202,0.1191,0.0925,0.1115,0.0152,0.0012,0.024,0.0557
291340,85.0,,2.0,18.0,12.0,38.0,23.0,47.0,15.0,2.0,12.0,25.0,0.219,,0.0051,0.0463,0.0309,0.0979,0.0592,0.1211,0.0386,0.0051,0.0309,0.0644
291348,72.0,,,22.0,4.0,28.0,20.0,44.0,5.0,,10.0,25.0,0.3257,,,0.0995,0.018000000000000002,0.1266,0.0904,0.199,0.0226,,0.0452,0.1131
291350,17.0,,,3.0,,5.0,1.0,12.0,,,16.0,13.0,0.4473,,,0.0789,,0.1315,0.0263,0.3157,,,0.421,0.3421
291352,32.0,,,11.0,1.0,16.0,7.0,16.0,2.0,,3.0,12.0,0.0761,,,0.0261,0.0023,0.038,0.0166,0.038,0.0047,,0.0071,0.0285
292316,45.0,1.0,,16.0,3.0,24.0,15.0,21.0,5.0,,13.0,8.0,0.1206,0.0026,,0.0428,0.008,0.0643,0.0402,0.0563,0.0134,,0.0348,0.0214
292318,115.0,3.0,,42.0,9.0,56.0,19.0,59.0,17.0,,16.0,34.0,0.159,0.0041,,0.058,0.0124,0.0774,0.0262,0.0816,0.0235,,0.0221,0.047
292320,107.0,1.0,,32.0,10.0,38.0,35.0,69.0,9.0,,22.0,30.0,0.2073,0.0019,,0.062,0.0193,0.0736,0.0678,0.1337,0.0174,,0.0426,0.0581
292324,189.0,,2.0,75.0,16.0,104.0,57.0,85.0,11.0,,26.0,44.0,0.2943,,0.0031,0.1168,0.0249,0.1619,0.0887,0.1323,0.0171,,0.0404,0.0685
295300,60.0,34.0,,19.0,,30.0,,30.0,7.0,,8.0,,0.2521,0.1428,,0.0798,,0.126,,0.126,0.0294,,0.0336,
29A000,39.0,1.0,,1.0,,21.0,3.0,18.0,4.0,,2.0,30.0,0.1218,0.0031,,0.0031,,0.0656,0.0093,0.0562,0.0125,,0.0062,0.0937
300306,23.0,,,5.0,,6.0,3.0,17.0,,,11.0,15.0,1.15,,,0.25,,0.3,0.15,0.85,,,0.55,0.75
300308,86.0,,,14.0,5.0,42.0,18.0,44.0,5.0,,25.0,49.0,0.1919,,,0.0312,0.0111,0.0937,0.0401,0.0982,0.0111,,0.0558,0.1093
300310,33.0,,1.0,2.0,,17.0,4.0,16.0,2.0,,8.0,24.0,0.0932,,0.0028,0.0056,,0.048,0.0112,0.0451,0.0056,,0.0225,0.0677
300312,284.0,1.0,,27.0,10.0,124.0,41.0,160.0,16.0,,73.0,199.0,0.1652,0.0005,,0.0157,0.0058,0.0721,0.0238,0.093,0.0093,,0.0424,0.1157
300314,11.0,,,1.0,,6.0,3.0,5.0,,,,7.0,0.0635,,,0.0057,,0.0346,0.0173,0.0289,,,,0.0404
300320,62.0,,,8.0,5.0,36.0,18.0,26.0,4.0,,13.0,32.0,0.1111,,,0.0143,0.0089,0.0645,0.0322,0.0465,0.0071,,0.0232,0.0573
300325,52.0,,,2.0,1.0,15.0,7.0,37.0,,,9.0,43.0,0.1101,,,0.0042,0.0021,0.0317,0.0148,0.0783,,,0.019,0.0911
300326,49.0,,,4.0,1.0,26.0,4.0,23.0,2.0,,12.0,39.0,0.0958,,,0.0078,0.0019,0.0508,0.0078,0.045,0.0039,,0.0234,0.0763
300328,27.0,,,,,15.0,1.0,12.0,1.0,,6.0,25.0,0.0541,,,,,0.03,0.002,0.024,0.002,,0.012,0.0501
300330,76.0,,1.0,4.0,4.0,48.0,14.0,28.0,4.0,,19.0,53.0,0.1455,,0.0019,0.0076,0.0076,0.0919,0.0268,0.0536,0.0076,,0.0363,0.1015
300336,43.0,,,3.0,6.0,23.0,11.0,20.0,3.0,,12.0,26.0,0.1194,,,0.0083,0.0166,0.0638,0.0305,0.0555,0.0083,,0.0333,0.0722
300337,54.0,,,3.0,1.0,26.0,7.0,28.0,4.0,,12.0,40.0,0.1163,,,0.0064,0.0021,0.056,0.015,0.0603,0.0086,,0.0258,0.0862
310304,138.0,,,16.0,44.0,68.0,69.0,70.0,4.0,,13.0,49.0,0.1538,,,0.0178,0.049,0.0758,0.0769,0.078,0.0044,,0.0144,0.0546
310308,219.0,2.0,,40.0,14.0,110.0,44.0,109.0,13.0,,26.0,120.0,0.2511,0.0022,,0.0458,0.016,0.1261,0.0504,0.125,0.0149,,0.0298,0.1376
310330,65.0,,,11.0,1.0,34.0,4.0,31.0,4.0,,9.0,46.0,0.1305,,,0.022,0.002,0.0682,0.008,0.0622,0.008,,0.018000000000000002,0.0923
310336,131.0,2.0,,67.0,20.0,62.0,44.0,69.0,2.0,,15.0,16.0,0.1692,0.0025,,0.0865,0.0258,0.0801,0.0568,0.0891,0.0025,,0.0193,0.0206
310338,4.0,,,2.0,,2.0,,2.0,,,,2.0,0.0193,,,0.0096,,0.0096,,0.0096,,,,0.0096
310344,168.0,1.0,,21.0,27.0,84.0,62.0,84.0,7.0,,27.0,77.0,0.1816,0.001,,0.0227,0.0291,0.0908,0.067,0.0908,0.0075,,0.0291,0.0832
310352,135.0,,,39.0,28.0,55.0,69.0,80.0,,,9.0,27.0,0.2106,,,0.0608,0.0436,0.0858,0.1076,0.1248,,,0.014,0.0421
310356,87.0,1.0,,25.0,8.0,42.0,17.0,45.0,8.0,,17.0,36.0,0.152,0.0017,,0.0437,0.0139,0.0734,0.0297,0.0786,0.0139,,0.0297,0.0629
310360,70.0,,,10.0,13.0,35.0,39.0,35.0,3.0,,12.0,18.0,0.0987,,,0.0141,0.0183,0.0493,0.055,0.0493,0.0042,,0.0169,0.0253
310364,73.0,,,5.0,7.0,40.0,31.0,33.0,2.0,,6.0,35.0,0.1471,,,0.01,0.0141,0.0806,0.0625,0.0665,0.004,,0.012,0.0705
310384,164.0,,,38.0,43.0,76.0,90.0,88.0,3.0,,21.0,33.0,0.1444,,,0.0334,0.0378,0.0669,0.0792,0.0775,0.0026,,0.0185,0.029
310388,146.0,1.0,,33.0,29.0,64.0,59.0,82.0,7.0,,22.0,46.0,0.1302,0.0008,,0.0294,0.0258,0.057,0.0526,0.0731,0.0062,,0.0196,0.041
310392,159.0,1.0,,39.0,30.0,71.0,84.0,88.0,6.0,,13.0,29.0,0.2636,0.0016,,0.0646,0.0497,0.1177,0.1393,0.1459,0.0099,,0.0215,0.048
320304,134.0,,,89.0,19.0,63.0,32.0,71.0,5.0,,17.0,8.0,0.1994,,,0.1324,0.0282,0.0937,0.0476,0.1056,0.0074,,0.0252,0.0119
320306,127.0,,3.0,71.0,18.0,48.0,35.0,79.0,6.0,,27.0,12.0,0.2456,,0.0058,0.1373,0.0348,0.0928,0.0676,0.1528,0.0116,,0.0522,0.0232
320308,73.0,,,59.0,4.0,41.0,10.0,32.0,3.0,,12.0,1.0,0.205,,,0.1657,0.0112,0.1151,0.028,0.0898,0.0084,,0.0337,0.0028
320309,8.0,,,7.0,,4.0,1.0,4.0,,,,,0.0207,,,0.0181,,0.0103,0.0025,0.0103,,,,
320310,86.0,,2.0,55.0,12.0,46.0,23.0,40.0,4.0,,10.0,2.0,0.1686,,0.0039,0.1078,0.0235,0.0901,0.045,0.0784,0.0078,,0.0196,0.0039
320312,407.0,3.0,2.0,160.0,79.0,200.0,174.0,207.0,12.0,,68.0,56.0,0.2183,0.0016,0.001,0.0858,0.0423,0.1072,0.0933,0.111,0.0064,,0.0364,0.03
320313,29.0,,,6.0,5.0,6.0,6.0,23.0,3.0,,10.0,14.0,0.0576,,,0.0119,0.0099,0.0119,0.0119,0.0457,0.0059,,0.0198,0.0278
320314,78.0,,,27.0,3.0,32.0,19.0,46.0,8.0,,27.0,24.0,0.1308,,,0.0453,0.005,0.0536,0.0318,0.0771,0.0134,,0.0453,0.0402
320315,138.0,1.0,1.0,100.0,20.0,63.0,16.0,75.0,4.0,,26.0,16.0,0.2905,0.0021,0.0021,0.2105,0.0421,0.1326,0.0336,0.1578,0.0084,,0.0547,0.0336
320316,189.0,2.0,2.0,109.0,25.0,92.0,47.0,97.0,3.0,,30.0,26.0,0.2038,0.0021,0.0021,0.1175,0.0269,0.0992,0.0507,0.1046,0.0032,,0.0323,0.028
320317,25.0,,,7.0,,22.0,17.0,3.0,1.0,,2.0,,0.0735,,,0.0205,,0.0647,0.05,0.0088,0.0029,,0.0058,
320318,31.0,,,10.0,11.0,15.0,17.0,16.0,,,4.0,4.0,0.0678,,,0.0218,0.024,0.0328,0.0371,0.035,,,0.0087,0.0087
320319,129.0,,1.0,46.0,22.0,66.0,40.0,63.0,6.0,,16.0,36.0,0.1484,,0.0011,0.0529,0.0253,0.0759,0.046,0.0724,0.0069,,0.0184,0.0414
320320,147.0,,1.0,73.0,35.0,73.0,59.0,74.0,8.0,1.0,22.0,5.0,0.2304,,0.0015,0.1144,0.0548,0.1144,0.0924,0.1159,0.0125,0.0015,0.0344,0.0078
320322,121.0,,,74.0,18.0,67.0,35.0,54.0,3.0,,16.0,9.0,0.8175,,,0.5,0.1216,0.4527,0.2364,0.3648,0.0202,,0.1081,0.0608
320323,150.0,1.0,4.0,50.0,3.0,89.0,32.0,61.0,7.0,,23.0,56.0,0.0854,0.0005,0.0022,0.0284,0.0017,0.0506,0.0182,0.0347,0.0039,,0.013,0.0318
320324,102.0,,2.0,57.0,18.0,52.0,24.0,50.0,6.0,,23.0,13.0,0.168,,0.0032,0.0939,0.0296,0.0856,0.0395,0.0823,0.0098,,0.0378,0.0214
320325,450.0,,5.0,308.0,59.0,216.0,118.0,234.0,12.0,,62.0,7.0,0.3488,,0.0038,0.2387,0.0457,0.1674,0.0914,0.1813,0.0093,,0.048,0.0054
320327,83.0,,1.0,33.0,24.0,49.0,31.0,34.0,5.0,,18.0,13.0,0.1263,,0.0015,0.0502,0.0365,0.0745,0.0471,0.0517,0.0076,,0.0273,0.0197
320328,109.0,,1.0,45.0,29.0,44.0,54.0,65.0,4.0,,24.0,5.0,0.1684,,0.0015,0.0695,0.0448,0.068,0.0834,0.1004,0.0061,,0.037000000000000005,0.0077
320332,97.0,,7.0,30.0,41.0,52.0,42.0,45.0,2.0,,18.0,16.0,0.1286,,0.0092,0.0397,0.0543,0.0689,0.0557,0.0596,0.0026,,0.0238,0.0212
320338,61.0,,,45.0,3.0,41.0,15.0,20.0,,,10.0,1.0,0.1349,,,0.0995,0.0066,0.0907,0.0331,0.0442,,,0.0221,0.0022
320339,85.0,1.0,1.0,32.0,35.0,34.0,42.0,51.0,2.0,,13.0,7.0,0.2141,0.0025,0.0025,0.0806,0.0881,0.0856,0.1057,0.1284,0.005,,0.0327,0.0176
320340,68.0,,1.0,20.0,5.0,34.0,21.0,34.0,,,23.0,26.0,0.139,,0.002,0.0408,0.0102,0.0695,0.0429,0.0695,,,0.047,0.0531
320341,138.0,,,120.0,2.0,48.0,10.0,90.0,7.0,,33.0,1.0,1.7037,,,1.4814,0.0246,0.5925,0.1234,1.1111,0.0864,,0.4074,0.0123
320342,7.0,,1.0,2.0,2.0,3.0,3.0,4.0,,,2.0,1.0,0.0241,,0.0034,0.0068,0.0068,0.0103,0.0103,0.0137,,,0.0068,0.0034
320343,131.0,,,75.0,12.0,64.0,37.0,67.0,3.0,,33.0,16.0,0.2594,,,0.1485,0.0237,0.1267,0.0732,0.1326,0.0059,,0.0653,0.0316
320344,60.0,,1.0,38.0,11.0,27.0,17.0,33.0,1.0,,10.0,3.0,0.2307,,0.0038,0.1461,0.0423,0.1038,0.0653,0.1269,0.0038,,0.0384,0.0115
320346,218.0,,2.0,150.0,25.0,95.0,56.0,123.0,6.0,,47.0,4.0,0.3443,,0.0031,0.2369,0.0394,0.15,0.0884,0.1943,0.0094,,0.0742,0.0063
320347,12.0,,1.0,3.0,3.0,4.0,3.0,8.0,,,4.0,5.0,0.0356,,0.0029,0.0089,0.0089,0.0118,0.0089,0.0237,,,0.0118,0.0148
320348,32.0,,2.0,2.0,1.0,17.0,3.0,15.0,1.0,,6.0,24.0,0.0996,,0.0062,0.0062,0.0031,0.0529,0.0093,0.0467,0.0031,,0.0186,0.0747
320352,110.0,,2.0,60.0,24.0,37.0,37.0,73.0,6.0,,21.0,5.0,0.1788,,0.0032,0.0975,0.039,0.0601,0.0601,0.1186,0.0097,,0.0341,0.0081
320353,1.0,,,,,,,1.0,,,,1.0,0.0054,,,,,,,0.0054,,,,0.0054
320354,14.0,,,7.0,2.0,8.0,4.0,6.0,,,8.0,3.0,0.063,,,0.0315,0.009000000000000001,0.036000000000000004,0.018000000000000002,0.027000000000000003,,,0.036000000000000004,0.0135
320355,122.0,1.0,,71.0,9.0,59.0,39.0,63.0,2.0,1.0,24.0,8.0,0.1528,0.0012,,0.0889,0.0112,0.0739,0.0488,0.0789,0.0025,0.0012,0.03,0.01
320356,452.0,,3.0,230.0,84.0,219.0,149.0,233.0,11.0,,88.0,59.0,0.3201,,0.0021,0.1628,0.0594,0.155,0.1055,0.165,0.0077,,0.0623,0.0417
320360,78.0,,1.0,40.0,14.0,32.0,29.0,46.0,,,14.0,8.0,0.1431,,0.0018,0.0733,0.0256,0.0587,0.0532,0.0844,,,0.0256,0.0146
320362,127.0,,1.0,79.0,12.0,57.0,26.0,70.0,10.0,,19.0,11.0,0.2296,,0.0018,0.1428,0.0216,0.103,0.047,0.1265,0.018000000000000002,,0.0343,0.0198
320363,75.0,,1.0,39.0,10.0,33.0,20.0,42.0,5.0,,23.0,10.0,0.1521,,0.002,0.0791,0.0202,0.0669,0.0405,0.0851,0.0101,,0.0466,0.0202
320364,4.0,,,3.0,,1.0,,3.0,,,1.0,1.0,0.005,,,0.0037,,0.0012,,0.0037,,,0.0012,0.0012
320365,474.0,4.0,5.0,193.0,125.0,228.0,211.0,246.0,11.0,,73.0,50.0,0.2803,0.0023,0.0029,0.1141,0.0739,0.1348,0.1247,0.1454,0.0065,,0.0431,0.0295
320366,182.0,,1.0,100.0,30.0,89.0,51.0,93.0,10.0,,30.0,20.0,0.1836,,0.001,0.1009,0.0302,0.0898,0.0514,0.0938,0.01,,0.0302,0.0201
320367,57.0,,,36.0,8.0,29.0,18.0,28.0,1.0,,11.0,2.0,0.1748,,,0.1104,0.0245,0.0889,0.0552,0.0858,0.003,,0.0337,0.0061
320368,520.0,1.0,2.0,249.0,106.0,245.0,228.0,275.0,11.0,,98.0,29.0,0.4366,0.0008,0.0016,0.209,0.08900000000000001,0.2057,0.1914,0.2308,0.0092,,0.0822,0.0243
320369,52.0,,,26.0,14.0,26.0,19.0,26.0,2.0,,8.0,5.0,0.0948,,,0.0474,0.0255,0.0474,0.0346,0.0474,0.0036,,0.0145,0.0091
320370,50.0,,,20.0,5.0,23.0,22.0,27.0,2.0,,14.0,6.0,0.0792,,,0.0316,0.0079,0.0364,0.0348,0.0427,0.0031,,0.0221,0.0095
320372,71.0,,1.0,40.0,9.0,39.0,20.0,32.0,4.0,,12.0,6.0,0.1171,,0.0016,0.066,0.0148,0.0643,0.033,0.0528,0.0066,,0.0198,0.0099
320374,49.0,,,43.0,2.0,20.0,5.0,29.0,,,7.0,1.0,0.1975,,,0.1733,0.008,0.0806,0.0201,0.1169,,,0.0282,0.004
320376,87.0,,1.0,50.0,6.0,44.0,18.0,43.0,3.0,,15.0,15.0,0.1467,,0.0016,0.0843,0.0101,0.0741,0.0303,0.0725,0.005,,0.0252,0.0252
320388,92.0,,1.0,70.0,10.0,39.0,18.0,53.0,2.0,,11.0,1.0,0.2119,,0.0023,0.1612,0.023,0.0898,0.0414,0.1221,0.0046,,0.0253,0.0023
320400,61.0,,,42.0,9.0,33.0,16.0,28.0,2.0,,11.0,1.0,0.198,,,0.1363,0.0292,0.1071,0.0519,0.0909,0.0064,,0.0357,0.0032
320701,34.0,,,28.0,1.0,15.0,5.0,19.0,1.0,,4.0,,0.1024,,,0.0843,0.003,0.0451,0.015,0.0572,0.003,,0.012,
32A000,65.0,,,35.0,9.0,34.0,26.0,31.0,4.0,,11.0,,0.1026,,,0.0552,0.0142,0.0537,0.041,0.0489,0.0063,,0.0173,
32B000,111.0,,,80.0,14.0,54.0,28.0,57.0,3.0,,20.0,,0.2788,,,0.201,0.0351,0.1356,0.0703,0.1432,0.0075,,0.0502,
32C000,30.0,,,28.0,1.0,13.0,2.0,17.0,,,5.0,,0.1214,,,0.1133,0.004,0.0526,0.008,0.0688,,,0.0202,
32D000,31.0,,1.0,25.0,1.0,13.0,5.0,18.0,,,6.0,,0.0576,,0.0018,0.0464,0.0018,0.0241,0.0092,0.0334,,,0.0111,
32H000,53.0,1.0,,29.0,7.0,25.0,10.0,28.0,9.0,,4.0,4.0,0.0735,0.0013,,0.0402,0.0097,0.0346,0.0138,0.0388,0.0124,,0.0055,0.0055
32K000,83.0,,1.0,31.0,2.0,34.0,7.0,49.0,11.0,,28.0,33.0,0.1332,,0.0016,0.0497,0.0032,0.0545,0.0112,0.0786,0.0176,,0.0449,0.0529
32L000,68.0,,1.0,18.0,,32.0,4.0,36.0,8.0,,14.0,37.0,0.0508,,0.0007,0.0134,,0.0239,0.0029,0.0269,0.0059,,0.0104,0.0276
32M000,30.0,,,10.0,12.0,15.0,18.0,15.0,2.0,,7.0,,0.1456,,,0.0485,0.0582,0.0728,0.0873,0.0728,0.0097,,0.0339,
32N000,4.0,,,,,2.0,,2.0,,,,4.0,0.0072,,,,,0.0036,,0.0036,,,,0.0072
32P000,109.0,,,77.0,15.0,58.0,29.0,51.0,2.0,,12.0,1.0,0.3493,,,0.2467,0.048,0.1858,0.0929,0.1634,0.0064,,0.0384,0.0032
32Q000,57.0,,,22.0,23.0,25.0,35.0,32.0,,,7.0,,0.1881,,,0.0726,0.0759,0.0825,0.1155,0.1056,,,0.0231,
32R000,28.0,,,8.0,,14.0,2.0,14.0,4.0,,7.0,14.0,0.049,,,0.014,,0.0245,0.0035,0.0245,0.006999999999999999,,0.0122,0.0245
32S000,97.0,,,63.0,13.0,45.0,30.0,52.0,4.0,,16.0,,0.2869,,,0.1863,0.0384,0.1331,0.0887,0.1538,0.0118,,0.0473,
330304,176.0,1.0,,92.0,3.0,82.0,6.0,94.0,10.0,,38.0,67.0,0.2569,0.0014,,0.1343,0.0043,0.1197,0.0087,0.1372,0.0145,,0.0554,0.0978
330308,125.0,,,36.0,4.0,57.0,9.0,68.0,8.0,,20.0,72.0,0.1929,,,0.0555,0.0061,0.0879,0.0138,0.1049,0.0123,,0.0308,0.1111
330312,57.0,,1.0,31.0,6.0,25.0,12.0,32.0,3.0,,12.0,10.0,0.2072,,0.0036,0.1127,0.0218,0.0909,0.0436,0.1163,0.0109,,0.0436,0.0363
330326,9.0,,,3.0,,7.0,,2.0,1.0,,,5.0,0.0497,,,0.0165,,0.0386,,0.011,0.0055,,,0.0276
330328,60.0,,1.0,36.0,4.0,22.0,10.0,38.0,1.0,,8.0,12.0,0.2678,,0.0044,0.1607,0.0178,0.0982,0.0446,0.1696,0.0044,,0.0357,0.0535
330332,26.0,,1.0,12.0,3.0,7.0,4.0,19.0,4.0,,6.0,5.0,0.1969,,0.0075,0.0909,0.0227,0.053,0.0303,0.1439,0.0303,,0.0454,0.0378
330334,43.0,,,31.0,2.0,18.0,6.0,25.0,1.0,,14.0,5.0,0.2324,,,0.1675,0.0108,0.0972,0.0324,0.1351,0.0054,,0.0756,0.027000000000000003
330340,115.0,,,32.0,5.0,46.0,12.0,69.0,5.0,,22.0,66.0,0.3168,,,0.0881,0.0137,0.1267,0.033,0.19,0.0137,,0.0606,0.1818
330344,45.0,,,29.0,,10.0,1.0,35.0,3.0,,11.0,12.0,0.1541,,,0.0993,,0.0342,0.0034,0.1198,0.0102,,0.0376,0.041
330348,92.0,,,36.0,1.0,50.0,6.0,42.0,5.0,,11.0,45.0,0.2787,,,0.109,0.003,0.1515,0.0181,0.1272,0.0151,,0.0333,0.1363
330350,247.0,1.0,,110.0,9.0,118.0,29.0,129.0,13.0,,35.0,94.0,0.3041,0.0012,,0.1354,0.011,0.1453,0.0357,0.1588,0.016,,0.0431,0.1157
330354,67.0,,,43.0,6.0,32.0,9.0,35.0,4.0,,6.0,11.0,0.1356,,,0.087,0.0121,0.0647,0.0182,0.0708,0.008,,0.0121,0.0222
330358,154.0,,,123.0,2.0,64.0,10.0,90.0,4.0,,17.0,17.0,0.2815,,,0.2248,0.0036,0.117,0.0182,0.1645,0.0073,,0.031,0.031
330360,57.0,,,37.0,4.0,25.0,8.0,32.0,1.0,,6.0,11.0,0.0974,,,0.0632,0.0068,0.0427,0.0136,0.0547,0.0017,,0.0102,0.0188
33A000,187.0,,5.0,70.0,12.0,92.0,20.0,95.0,7.0,,24.0,85.0,0.205,,0.0054,0.0767,0.0131,0.1008,0.0219,0.1041,0.0076,,0.0263,0.0932
340308,117.0,,,68.0,25.0,52.0,41.0,65.0,6.0,,11.0,2.0,0.2752,,,0.16,0.0588,0.1223,0.0964,0.1529,0.0141,,0.0258,0.0047
340311,91.0,,,21.0,3.0,35.0,18.0,56.0,4.0,,8.0,48.0,0.09,,,0.0207,0.0029,0.0346,0.0178,0.0553,0.0039,,0.0079,0.0474
340314,91.0,,,53.0,15.0,48.0,20.0,43.0,2.0,,13.0,16.0,0.2182,,,0.127,0.0359,0.1151,0.0479,0.1031,0.0047,,0.0311,0.0383
340320,61.0,,2.0,27.0,11.0,29.0,13.0,32.0,4.0,,7.0,15.0,0.1161,,0.0038,0.0514,0.0209,0.0552,0.0247,0.0609,0.0076,,0.0133,0.0285
340326,77.0,,1.0,9.0,4.0,40.0,13.0,37.0,4.0,,13.0,50.0,0.1014,,0.0013,0.0118,0.0052,0.0527,0.0171,0.0487,0.0052,,0.0171,0.0658
340330,368.0,,1.0,225.0,48.0,201.0,113.0,167.0,14.0,,65.0,15.0,0.6814,,0.0018,0.4166,0.0888,0.3722,0.2092,0.3092,0.0259,,0.1203,0.0277
340334,95.0,,,28.0,6.0,49.0,15.0,46.0,5.0,,22.0,47.0,0.1407,,,0.0414,0.0088,0.0725,0.0222,0.0681,0.0074,,0.0325,0.0696
340336,58.0,1.0,,18.0,6.0,26.0,16.0,32.0,5.0,,56.0,18.0,0.3135,0.0054,,0.0972,0.0324,0.1405,0.0864,0.1729,0.027000000000000003,,0.3027,0.0972
340344,24.0,,,7.0,2.0,6.0,6.0,18.0,2.0,,22.0,9.0,0.5217,,,0.1521,0.0434,0.1304,0.1304,0.3913,0.0434,,0.4782,0.1956
340348,56.0,,1.0,7.0,2.0,30.0,4.0,26.0,4.0,1.0,15.0,39.0,0.0708,,0.0012,0.0088,0.0025,0.0379,0.005,0.0329,0.005,0.0012,0.0189,0.0493
340350,195.0,,1.0,59.0,23.0,85.0,50.0,110.0,14.0,,38.0,71.0,0.1648,,0.0008,0.0498,0.0194,0.0718,0.0422,0.0929,0.0118,,0.0321,0.06
340351,90.0,,,75.0,3.0,48.0,6.0,42.0,5.0,,11.0,4.0,0.4035,,,0.3363,0.0134,0.2152,0.0269,0.1883,0.0224,,0.0493,0.0179
340354,8.0,,,2.0,,5.0,1.0,3.0,1.0,,2.0,4.0,0.02,,,0.005,,0.0125,0.0025,0.0075,0.0025,,0.005,0.01
340362,6.0,,,2.0,,5.0,2.0,1.0,,,,2.0,0.0224,,,0.0074,,0.0187,0.0074,0.0037,,,,0.0074
340364,451.0,,2.0,89.0,46.0,214.0,126.0,237.0,24.0,,72.0,210.0,0.2635,,0.0011,0.052000000000000005,0.0268,0.125,0.0736,0.1385,0.014,,0.042,0.1227
340366,234.0,,,102.0,19.0,101.0,59.0,133.0,15.0,,51.0,58.0,0.3099,,,0.135,0.0251,0.1337,0.0781,0.1761,0.0198,,0.0675,0.0768
340368,126.0,,1.0,54.0,33.0,61.0,55.0,65.0,6.0,,13.0,10.0,0.2475,,0.0019,0.106,0.0648,0.1198,0.108,0.1277,0.0117,,0.0255,0.0196
340372,149.0,2.0,1.0,63.0,25.0,69.0,48.0,80.0,9.0,1.0,24.0,25.0,0.1761,0.0023,0.0011,0.0744,0.0295,0.0815,0.0567,0.0945,0.0106,0.0011,0.0283,0.0295
340376,137.0,,,55.0,49.0,61.0,67.0,76.0,5.0,,5.0,10.0,0.2249,,,0.0903,0.0804,0.1001,0.11,0.1247,0.0082,,0.0082,0.0164
340380,104.0,,2.0,54.0,26.0,61.0,31.0,43.0,6.0,,11.0,11.0,0.1688,,0.0032,0.0876,0.0422,0.099,0.0503,0.0698,0.0097,,0.0178,0.0178
340382,508.0,1.0,1.0,118.0,99.0,237.0,233.0,271.0,22.0,,69.0,133.0,0.3607,0.0007,0.0007,0.0838,0.0703,0.1683,0.1654,0.1924,0.0156,,0.049,0.0944
340384,94.0,,,36.0,23.0,49.0,42.0,45.0,4.0,4.0,7.0,8.0,0.1556,,,0.0596,0.038,0.0811,0.0695,0.0745,0.0066,0.0066,0.0115,0.0132
340385,171.0,,,121.0,23.0,45.0,35.0,126.0,6.0,,42.0,9.0,2.2207,,,1.5714,0.2987,0.5844,0.4545,1.6363,0.0779,,0.5454,0.1168
340390,123.0,,,48.0,33.0,64.0,55.0,59.0,7.0,,6.0,13.0,0.1904,,,0.0743,0.051,0.099,0.0851,0.0913,0.0108,,0.0092,0.0201
340392,127.0,1.0,,66.0,16.0,49.0,32.0,78.0,3.0,,18.0,25.0,0.1595,0.0012,,0.0829,0.0201,0.0615,0.0402,0.0979,0.0037,,0.0226,0.0314
