agency_code,target_list_ltg_detail,subgroup_list_ltg_detail
36C000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
370304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
370308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
370312,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
370316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
370324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
380306,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,SWD,WH7"
380308,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
380310,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
390309,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
390311,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
390312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
390314,"Math Grades 3-8,Reading Grades 3-8",ALL
390316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
390320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
390321,,
390322,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
390323,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
390324,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
390331,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
390333,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
390334,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
390336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
390352,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
390360,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
390362,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
390364,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
390368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
390700,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
39A000,"Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
39B000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,WH7"
400308,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
400312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
400315,"Math Grade 11,Reading Grade 10",ALL
400318,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
400321,EL Progress,ALL
400332,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
410304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410307,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
410310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,WH7"
410311,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
410313,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
410319,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD"
410322,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
410325,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410326,,
410328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410331,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410334,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410337,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
410340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
410341,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
410343,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
410349,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410355,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD"
410358,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
410361,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410364,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410366,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410367,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410370,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
410373,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410376,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
410379,,
410382,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
410385,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410388,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410390,"4 Year Graduation Rate,Math Grade 11","ALL,BL7"
410391,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410394,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
410395,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
410397,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410398,,
410399,Reading Grade 10,ALL
410400,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410401,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
410402,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410403,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410406,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410407,"Math Grade 11,Reading Grade 10",ALL
410408,"4 Year Graduation Rate,Math Grade 11",ALL
410409,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410412,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410415,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410418,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410421,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410423,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410424,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
410427,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410430,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
410436,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
410437,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410439,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410442,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410448,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410451,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410454,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
410457,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
410458,,
410460,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410461,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
410462,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
410463,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410464,,
410466,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,SWD,WH7"
410469,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
410472,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410478,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
410481,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
410483,"Math Grade 11,Reading Grade 10",ALL
410484,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
410486,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410487,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410488,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410489,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
410490,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
410491,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
410493,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410496,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410499,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410502,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,HI7,SWD,WH7"
410505,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410508,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410511,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410514,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
410517,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410522,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410523,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410529,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
410530,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410532,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
410533,,
410535,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
410538,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410541,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410542,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410544,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
410545,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
410547,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
410550,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410553,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
410556,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
410559,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
410562,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
410565,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
410568,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
410569,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
410571,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
410574,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
410577,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410578,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410579,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
410580,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
410583,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410586,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
410589,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
410592,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
410595,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
410598,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
41B000,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,HI7,WH7"
41C000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
41D000,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,SWD,WH7"
41F000,"4 Year Graduation Rate,EL Progress,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
41G000,"Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,MU7,SWD,WH7"
41H000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
41J000,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
41K000,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,WH7"
41L000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
41M000,,
41N000,,
420304,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
420316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
420324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
420328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
420336,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS"
420340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
420346,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
420348,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
420358,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
420376,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
421304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
421306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
421316,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
421328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
421336,,
422310,"4 Year Graduation Rate,Math Grade 11","ALL,BL7"
422314,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
422315,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
422318,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
42A000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
430304,,
430308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
430312,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
430316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
430320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
430328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
430330,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
430332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
430336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
430340,,
430341,,
430344,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
430345,"Math Grade 11,Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
430346,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
430347,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
430348,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
430349,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
430351,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
430352,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
430358,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
430368,EL Progress,ALL
430369,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
430370,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
430371,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
430376,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
430378,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
430380,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
430384,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
430386,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
43C000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
440314,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
440318,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
440320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
440326,4 Year Graduation Rate,"ALL,EDS,SWD,WH7"
440328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
440332,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
440346,"Math Grade 11,Reading Grade 10","ALL,WH7"
440348,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
440349,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
440350,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
440364,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
440368,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
440378,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
440390,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
440396,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
44A000,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
450301,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
450302,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
450306,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
450307,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
450308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
450316,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
450322,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
450324,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
450328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,MU7,SWD,WH7"
450332,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
450333,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
450334,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
450335,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
450336,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
450339,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
450340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
450341,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
450342,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
450343,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
450344,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
450346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,WH7"
450352,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
450354,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10",ALL
45A000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
45B000,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
460308,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
460312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
460318,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
460320,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
460322,Reading Grade 10,ALL
460332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
460340,4 Year Graduation Rate,"ALL,BL7"
470310,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
470312,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AM7,BL7,EDS,HI7,MU7,SWD,WH7"
470316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
470320,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
470328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
470330,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AM7,EDS,ELS,HI7"
470332,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
470336,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
470340,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
470342,"Math Grades 3-8,Reading Grades 3-8",ALL
470346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
470441,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,SWD,WH7"
470442,"Math Grades 3-8,Reading Grades 3-8","ALL,AM7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
470443,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
480306,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
480316,"Math Grades 3-8,Reading Grades 3-8","ALL,HI7,WH7"
480318,"Math Grade 11,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
490307,,
490308,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
490310,4 Year Graduation Rate,"ALL,WH7"
