agency_code,pct_met_act workkeys_part,pct_met_biology_part,pct_met_english ii_part,pct_met_high school math_part,pct_met_math grades 3-8_part,pct_met_reading grades 3-8_part,pct_met_science grades 5&8_part,pct_met_the act_part,pct_met_total targets_part,target_assign_act workkeys_part,target_assign_biology_part,target_assign_english ii_part,target_assign_high school math_part,target_assign_math grades 3-8_part,target_assign_reading grades 3-8_part,target_assign_science grades 5&8_part,target_assign_the act_part,target_assign_total targets_part,target_met_act workkeys_part,target_met_biology_part,target_met_english ii_part,target_met_high school math_part,target_met_math grades 3-8_part,target_met_reading grades 3-8_part,target_met_science grades 5&8_part,target_met_the act_part,target_met_total targets_part
780342,0.0,71.4,100.0,85.7,,,,42.9,65.7,5.0,7.0,9.0,7.0,,,,7.0,35.0,0.0,5.0,9.0,6.0,,,,3.0,23.0
780344,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,6.0,,22.0
780352,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
780356,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
780360,,,,,100.0,100.0,100.0,,100.0,,,,,9.0,9.0,4.0,,22.0,,,,,9.0,9.0,4.0,,22.0
780364,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
780368,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
780374,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
780376,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
780384,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
780385,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,2.0,2.0,,,,2.0,8.0,,2.0,2.0,2.0,,,,2.0,8.0
780390,,,,,100.0,100.0,,,100.0,,,,,4.0,4.0,,,8.0,,,,,4.0,4.0,,,8.0
780391,0.0,80.0,100.0,100.0,,,,100.0,82.6,3.0,5.0,5.0,5.0,,,,5.0,23.0,0.0,4.0,5.0,5.0,,,,5.0,19.0
780392,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
780393,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,7.0,,23.0,,,,,8.0,8.0,7.0,,23.0
780394,,,,,100.0,100.0,,,100.0,,,,,5.0,5.0,,,10.0,,,,,5.0,5.0,,,10.0
780396,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
780398,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
780400,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
780401,75.0,100.0,100.0,100.0,,,,85.7,93.8,4.0,7.0,7.0,7.0,,,,7.0,32.0,3.0,7.0,7.0,7.0,,,,6.0,30.0
780402,33.3,100.0,100.0,100.0,,,,75.0,84.2,3.0,4.0,4.0,4.0,,,,4.0,19.0,1.0,4.0,4.0,4.0,,,,3.0,16.0
780403,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
780407,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
780410,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
780412,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
780416,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
780417,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
780420,0.0,75.0,100.0,100.0,,,,75.0,75.0,3.0,4.0,5.0,4.0,,,,4.0,20.0,0.0,3.0,5.0,4.0,,,,3.0,15.0
78A000,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
78B000,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
790302,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
790310,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
790314,100.0,100.0,100.0,100.0,,,,0.0,77.8,2.0,4.0,4.0,4.0,,,,4.0,18.0,2.0,4.0,4.0,4.0,,,,0.0,14.0
790318,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
790327,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
790330,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
790344,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
790347,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
790350,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
790354,100.0,100.0,75.0,100.0,,,,100.0,95.5,3.0,5.0,4.0,5.0,,,,5.0,22.0,3.0,5.0,3.0,5.0,,,,5.0,21.0
790362,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
790366,0.0,100.0,100.0,100.0,,,,60.0,85.7,1.0,5.0,5.0,5.0,,,,5.0,21.0,0.0,5.0,5.0,5.0,,,,3.0,18.0
790374,,,,,100.0,100.0,83.3,,95.5,,,,,8.0,8.0,6.0,,22.0,,,,,8.0,8.0,5.0,,21.0
790378,100.0,100.0,75.0,100.0,,,,0.0,72.2,2.0,4.0,4.0,4.0,,,,4.0,18.0,2.0,4.0,3.0,4.0,,,,0.0,13.0
790379,,100.0,100.0,100.0,,,,66.7,90.9,,3.0,2.0,3.0,,,,3.0,11.0,,3.0,2.0,3.0,,,,2.0,10.0
790380,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
790386,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,1.0,,11.0,,,,,5.0,5.0,1.0,,11.0
790390,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
790394,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
790398,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
790402,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
79A000,,,100.0,,100.0,100.0,100.0,,100.0,,,2.0,,4.0,4.0,2.0,,12.0,,,2.0,,4.0,4.0,2.0,,12.0
79Z000,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
800312,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
800314,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
800315,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
800316,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
800320,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
800328,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
800340,100.0,100.0,75.0,100.0,,,,100.0,94.4,3.0,4.0,4.0,4.0,,,,3.0,18.0,3.0,4.0,3.0,4.0,,,,3.0,17.0
800346,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
800347,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
800348,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
800352,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
800356,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
800358,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
800359,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
800360,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
800361,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,4.0,5.0,4.0,,,,4.0,20.0,3.0,4.0,5.0,4.0,,,,4.0,20.0
800362,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
800363,,,,,100.0,100.0,50.0,,90.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,2.0,,18.0
800364,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
800366,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
800368,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
800372,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
800373,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
800376,100.0,100.0,25.0,100.0,,,,100.0,82.4,1.0,4.0,4.0,4.0,,,,4.0,17.0,1.0,4.0,1.0,4.0,,,,4.0,14.0
800377,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
800392,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
800394,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,3.0,2.0,,,,2.0,9.0,,2.0,3.0,2.0,,,,2.0,9.0
800396,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,5.0,5.0,5.0,,,,5.0,22.0,2.0,5.0,5.0,5.0,,,,5.0,22.0
800398,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
800400,66.7,100.0,100.0,100.0,,,,50.0,84.2,3.0,4.0,4.0,4.0,,,,4.0,19.0,2.0,4.0,4.0,4.0,,,,2.0,16.0
800406,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
800408,66.7,100.0,100.0,100.0,,,,100.0,95.8,3.0,5.0,6.0,5.0,,,,5.0,24.0,2.0,5.0,6.0,5.0,,,,5.0,23.0
800410,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
810324,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,4.0,4.0,4.0,,,,4.0,18.0,2.0,4.0,4.0,4.0,,,,4.0,18.0
810326,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,3.0,,17.0,,,,,7.0,7.0,3.0,,17.0
810328,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
810336,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
810340,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,4.0,3.0,4.0,,,,4.0,17.0,2.0,4.0,3.0,4.0,,,,4.0,17.0
810342,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
810344,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
810350,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
810360,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
810364,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
810370,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
810378,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
810384,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,4.0,3.0,,,,4.0,16.0,2.0,3.0,4.0,3.0,,,,4.0,16.0
810385,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,2.0,2.0,,,,2.0,8.0,,2.0,2.0,2.0,,,,2.0,8.0
810386,,100.0,,100.0,,,,,100.0,,1.0,,1.0,,,,,2.0,,1.0,,1.0,,,,,2.0
810388,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
810396,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
810400,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
81A000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,24.0,,2.0,2.0,2.0,7.0,7.0,2.0,2.0,24.0
81B000,,,100.0,,100.0,100.0,100.0,,100.0,,,2.0,,4.0,4.0,2.0,,12.0,,,2.0,,4.0,4.0,2.0,,12.0
820312,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
820320,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
820324,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,2.0,2.0,,,,2.0,8.0,,2.0,2.0,2.0,,,,2.0,8.0
820340,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
820346,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
820347,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
820348,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,4.0,4.0,4.0,,,,4.0,20.0,4.0,4.0,4.0,4.0,,,,4.0,20.0
820349,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,3.0,3.0,3.0,,,,3.0,15.0,3.0,3.0,3.0,3.0,,,,3.0,15.0
820350,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
820352,100.0,100.0,100.0,100.0,,,,100.0,100.0,4.0,4.0,4.0,4.0,,,,4.0,20.0,4.0,4.0,4.0,4.0,,,,4.0,20.0
820354,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,5.0,,21.0,,,,,8.0,8.0,5.0,,21.0
820364,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
820370,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
820372,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
820376,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
820384,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
820385,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,6.0,,18.0,,,,,6.0,6.0,6.0,,18.0
820388,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,4.0,4.0,4.0,,,,3.0,17.0,2.0,4.0,4.0,4.0,,,,3.0,17.0
821304,,,,,100.0,100.0,,,100.0,,,,,6.0,6.0,,,12.0,,,,,6.0,6.0,,,12.0
821308,100.0,100.0,100.0,100.0,,,,100.0,100.0,5.0,5.0,5.0,5.0,,,,5.0,25.0,5.0,5.0,5.0,5.0,,,,5.0,25.0
821320,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
821330,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,6.0,,20.0,,,,,7.0,7.0,6.0,,20.0
830304,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,5.0,,19.0,,,,,7.0,7.0,5.0,,19.0
830312,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
830320,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
830328,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
830343,100.0,83.3,100.0,100.0,,,,83.3,92.9,4.0,6.0,6.0,6.0,,,,6.0,28.0,4.0,5.0,6.0,6.0,,,,5.0,26.0
830348,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
830349,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
830356,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,2.0,,14.0,,,,,6.0,6.0,2.0,,14.0
830360,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
830364,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
840302,50.0,100.0,100.0,100.0,,,,100.0,94.1,2.0,4.0,3.0,4.0,,,,4.0,17.0,1.0,4.0,3.0,4.0,,,,4.0,16.0
840303,,,,,100.0,100.0,100.0,,100.0,,,,,8.0,8.0,4.0,,20.0,,,,,8.0,8.0,4.0,,20.0
840304,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
840308,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
840310,,,,,100.0,100.0,100.0,,100.0,,,,,7.0,7.0,4.0,,18.0,,,,,7.0,7.0,4.0,,18.0
840312,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
840316,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,1.0,,11.0,,,,,5.0,5.0,1.0,,11.0
840320,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
840324,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
840328,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
840332,100.0,100.0,100.0,100.0,,,,100.0,100.0,3.0,3.0,4.0,3.0,,,,3.0,16.0,3.0,3.0,4.0,3.0,,,,3.0,16.0
840336,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
840342,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
840344,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
840350,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
840356,0.0,100.0,100.0,100.0,,,,100.0,85.7,2.0,3.0,3.0,3.0,,,,3.0,14.0,0.0,3.0,3.0,3.0,,,,3.0,12.0
840358,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
840360,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,2.0,,10.0,,,,,4.0,4.0,2.0,,10.0
840361,,100.0,100.0,100.0,,,,100.0,100.0,,1.0,1.0,1.0,,,,1.0,4.0,,1.0,1.0,1.0,,,,1.0,4.0
840368,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,4.0,3.0,4.0,,,,4.0,17.0,2.0,4.0,3.0,4.0,,,,4.0,17.0
84B000,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0
850304,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,4.0,,14.0,,,,,5.0,5.0,4.0,,14.0
850312,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
850314,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
850316,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
850320,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
850328,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
850332,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
850336,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
850338,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
850340,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,1.0,,7.0,,,,,3.0,3.0,1.0,,7.0
850342,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
850348,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
850350,,,,,100.0,100.0,100.0,,100.0,,,,,4.0,4.0,3.0,,11.0,,,,,4.0,4.0,3.0,,11.0
850352,100.0,100.0,100.0,100.0,,,,100.0,100.0,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,3.0,14.0
850354,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,1.0,,7.0,,,,,3.0,3.0,1.0,,7.0
850356,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
850358,0.0,100.0,100.0,100.0,,,,100.0,87.5,2.0,3.0,4.0,3.0,,,,4.0,16.0,0.0,3.0,4.0,3.0,,,,4.0,14.0
850360,,100.0,100.0,100.0,,,,100.0,100.0,,2.0,2.0,2.0,,,,2.0,8.0,,2.0,2.0,2.0,,,,2.0,8.0
860302,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
860306,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,5.0,,17.0,,,,,6.0,6.0,5.0,,17.0
860308,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,2.0,,12.0,,,,,5.0,5.0,2.0,,12.0
860312,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
860316,100.0,100.0,100.0,100.0,,,,66.7,92.9,2.0,3.0,3.0,3.0,,,,3.0,14.0,2.0,3.0,3.0,3.0,,,,2.0,13.0
860320,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,1.0,,7.0,,,,,3.0,3.0,1.0,,7.0
860324,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
860326,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
860330,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,4.0,,16.0,,,,,6.0,6.0,4.0,,16.0
860332,,,,,100.0,100.0,,,100.0,,,,,3.0,3.0,,,6.0,,,,,3.0,3.0,,,6.0
860336,0.0,100.0,66.7,100.0,,,,100.0,77.8,3.0,4.0,3.0,4.0,,,,4.0,18.0,0.0,4.0,2.0,4.0,,,,4.0,14.0
860339,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,3.0,,9.0,,,,,3.0,3.0,3.0,,9.0
860340,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
860344,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
860348,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
860352,33.3,100.0,100.0,100.0,,,,100.0,89.5,3.0,4.0,4.0,4.0,,,,4.0,19.0,1.0,4.0,4.0,4.0,,,,4.0,17.0
860354,,100.0,100.0,100.0,,,,100.0,100.0,,3.0,2.0,3.0,,,,3.0,11.0,,3.0,2.0,3.0,,,,3.0,11.0
860356,,,,,100.0,100.0,100.0,,100.0,,,,,3.0,3.0,2.0,,8.0,,,,,3.0,3.0,2.0,,8.0
860360,,,,,100.0,100.0,100.0,,100.0,,,,,5.0,5.0,3.0,,13.0,,,,,5.0,5.0,3.0,,13.0
861304,,,,,100.0,100.0,100.0,,100.0,,,,,6.0,6.0,3.0,,15.0,,,,,6.0,6.0,3.0,,15.0
