agency_code,avg_size_00_sar,avg_size_01_sar,avg_size_02_sar,avg_size_03_sar,avg_size_04_sar,avg_size_05_sar,avg_size_06_sar,avg_size_07_sar,avg_size_08_sar,avg_size_biology_sar,avg_size_english ii_sar,avg_size_nc math 1_sar,avg_size_nc math 3_sar
740500,,,,,,,,,,13.0,18.0,18.0,18.0
740501,,,,,,,,,,19.0,,21.0,15.0
750304,22.0,15.0,16.0,15.0,11.0,10.0,,,,,,,
750314,16.0,18.0,15.0,19.0,17.0,14.0,,,,,,,
750317,,,,,,,,,,8.0,16.0,15.0,6.0
750318,,,,,,,,,,16.0,18.0,17.0,17.0
750319,,,,,,,18.0,17.0,20.0,,,26.0,
750320,12.0,13.0,21.0,27.0,16.0,21.0,,,,,,,
750328,15.0,15.0,14.0,16.0,17.0,14.0,,,,,,,
760304,20.0,17.0,20.0,16.0,15.0,18.0,,,,,,,
760308,,,,,,,23.0,,,,,,
760316,17.0,16.0,21.0,16.0,17.0,18.0,,,,,,,
760318,,,,,,,,,,21.0,21.0,16.0,26.0
760320,16.0,18.0,17.0,14.0,23.0,25.0,,,,,,,
760324,15.0,13.0,17.0,18.0,22.0,18.0,,,,,,,
760328,21.0,12.0,12.0,13.0,21.0,19.0,,,,,,,
760329,20.0,21.0,16.0,17.0,18.0,24.0,,,,,,,
760330,15.0,16.0,16.0,20.0,26.0,21.0,,,,,,,
760331,19.0,17.0,19.0,17.0,20.0,19.0,,,,,,,
760332,16.0,21.0,21.0,19.0,22.0,24.0,,,,,,,
760336,20.0,15.0,17.0,15.0,21.0,21.0,,,,,,,
760338,,,,,,,24.0,30.0,23.0,,,26.0,
760339,,,,,,,,,,18.0,22.0,23.0,23.0
760340,18.0,16.0,19.0,18.0,22.0,15.0,,,,,,,
760344,20.0,19.0,16.0,19.0,25.0,,,,,,,,
760348,,,,,,,,,,26.0,19.0,21.0,21.0
760352,,,,,,25.0,27.0,24.0,25.0,,,25.0,
760354,,,,,,,,,,17.0,23.0,17.0,24.0
760356,16.0,16.0,17.0,18.0,21.0,22.0,,,,,,,
760357,,,,,,,20.0,22.0,23.0,,,22.0,
760358,,,,,,,,,,20.0,24.0,17.0,22.0
760359,20.0,16.0,13.0,15.0,18.0,21.0,,,,,,,
760360,,,,,,,30.0,24.0,24.0,,,27.0,
760364,14.0,12.0,14.0,11.0,22.0,28.0,,,,,,,
760368,15.0,17.0,17.0,13.0,27.0,22.0,,,,,,,
760376,18.0,17.0,15.0,19.0,22.0,22.0,,,,,,,
760378,,,,,,,,25.0,26.0,,,31.0,
760380,,,,,,,,,,25.0,21.0,19.0,28.0
760382,,,,,,,25.0,22.0,24.0,14.0,13.0,19.0,11.0
760388,,,,,,,,,,23.0,24.0,24.0,22.0
761304,,,,,,,,,,17.0,20.0,17.0,22.0
761308,,,,,,,20.0,20.0,20.0,,,28.0,
761312,17.0,16.0,20.0,15.0,17.0,23.0,,,,,,,
761320,14.0,13.0,18.0,17.0,20.0,21.0,,,,,,,
761321,21.0,17.0,17.0,17.0,18.0,18.0,,,,,,,
761328,18.0,15.0,13.0,15.0,24.0,20.0,,,,,,,
761332,20.0,18.0,19.0,17.0,18.0,19.0,,,,,,,
761336,,,,,,,24.0,22.0,18.0,,,22.0,
76A000,,,,,,,,,,23.0,26.0,22.0,20.0
770310,17.0,17.0,13.0,21.0,18.0,18.0,,,,,,,
770316,,,,,,,21.0,27.0,18.0,,,21.0,
770318,19.0,19.0,21.0,20.0,23.0,18.0,,,,,,,
770328,,,,,,,25.0,21.0,21.0,,,17.0,
770340,15.0,18.0,18.0,17.0,19.0,19.0,,,,,,,
770342,,,,,,,,,9.0,8.0,12.0,9.0,9.0
770344,15.0,18.0,20.0,21.0,21.0,18.0,,,,,,,
770346,20.0,13.0,17.0,15.0,20.0,18.0,,,,,,,
770348,,,,,,,,,,19.0,16.0,13.0,18.0
770349,,,,,,,,,,22.0,17.0,13.0,15.0
770351,,,,,,,,,,,,20.0,
770360,,,,,,,22.0,23.0,19.0,,,28.0,
770364,,,,,,,17.0,17.0,17.0,,,21.0,
770368,17.0,16.0,20.0,20.0,18.0,23.0,,,,,,,
770370,21.0,13.0,16.0,18.0,20.0,18.0,,,,,,,
780320,16.0,16.0,20.0,9.0,14.0,18.0,17.0,,,,,,
780322,19.0,15.0,17.0,14.0,,,,,,,,,
780324,,,,,7.0,17.0,10.0,18.0,17.0,,,13.0,
780325,,,,,,,,,,11.0,16.0,17.0,23.0
780326,,,,,,18.0,18.0,23.0,25.0,,,,
780328,19.0,16.0,18.0,19.0,,,,,,,,,
780329,20.0,12.0,16.0,14.0,14.0,,,,,,,,
780330,,,,,19.0,21.0,17.0,,,,,,
780336,,,,,24.0,14.0,22.0,19.0,25.0,,,27.0,
780340,10.0,7.0,12.0,6.0,15.0,,,,,,,,
780341,,,,,,,,15.0,15.0,,,20.0,
780342,,,,,,,,,,16.0,16.0,21.0,23.0
780344,13.0,14.0,12.0,9.0,23.0,18.0,13.0,22.0,18.0,,,17.0,
780352,,,,,,14.0,24.0,17.0,14.0,,,,
780356,17.0,18.0,16.0,18.0,15.0,15.0,23.0,,,,,,
780360,31.0,21.0,24.0,13.0,22.0,17.0,22.0,19.0,17.0,,,,
780364,18.0,17.0,21.0,17.0,22.0,17.0,,,,,,,
780368,,,,,,,17.0,22.0,19.0,,,20.0,
780374,16.0,16.0,14.0,17.0,18.0,,,,,,,,
780376,14.0,12.0,14.0,12.0,23.0,20.0,23.0,,,,,,
780384,21.0,23.0,23.0,17.0,17.0,18.0,19.0,26.0,19.0,,,26.0,
780385,,,,,,,,,,16.0,17.0,9.0,17.0
780390,15.0,16.0,12.0,17.0,19.0,,,,,,,,
780391,,,,,,,,,,12.0,16.0,20.0,18.0
780392,19.0,18.0,17.0,9.0,18.0,23.0,,,,,,,
780393,,,,,,29.0,13.0,13.0,19.0,,,21.0,
780394,16.0,14.0,16.0,13.0,19.0,,,,,,,,
780396,,,,,,,13.0,16.0,15.0,,,,
780398,18.0,19.0,13.0,13.0,,,,,,,,,
780400,21.0,15.0,15.0,14.0,24.0,25.0,,,,,,,
780401,,,,,,,,,,21.0,17.0,24.0,21.0
780402,,,,,,,,,,12.0,11.0,12.0,18.0
780403,,,,,,,26.0,23.0,18.0,,,26.0,
780407,20.0,18.0,18.0,15.0,,,,,,,,,
780410,,,,,,18.0,20.0,15.0,13.0,,,11.0,
780412,22.0,22.0,15.0,19.0,23.0,23.0,20.0,,,,,,
780416,21.0,20.0,18.0,15.0,22.0,24.0,23.0,,,,,,
780417,16.0,15.0,14.0,13.0,23.0,,,,,,,,
780420,,,,,,,,,,14.0,17.0,15.0,24.0
78B000,,,,,,,,,,,,14.0,
790302,21.0,19.0,21.0,20.0,19.0,27.0,,,,,,,
790310,19.0,19.0,19.0,17.0,27.0,32.0,,,,,,,
790314,,,,,,,,,,26.0,22.0,21.0,27.0
790318,18.0,19.0,18.0,19.0,27.0,30.0,,,,,,,
790327,21.0,17.0,21.0,19.0,28.0,30.0,,,,,,,
790330,,,,,,,26.0,30.0,23.0,,,29.0,
790344,21.0,20.0,20.0,21.0,23.0,28.0,,,,,,,
790347,21.0,18.0,20.0,15.0,28.0,32.0,,,,,,,
790350,18.0,19.0,19.0,19.0,26.0,24.0,,,,,,,
790354,,,,,,,,,,18.0,25.0,18.0,28.0
790362,19.0,17.0,20.0,18.0,21.0,23.0,,,,,,,
790366,,,,,,,,,,18.0,22.0,17.0,32.0
790374,,,,,,,26.0,27.0,21.0,,,33.0,
790378,,,,,,,,,,24.0,28.0,21.0,27.0
790379,,,,,,,,,,16.0,19.0,13.0,15.0
790380,,,,,,,31.0,27.0,29.0,,,34.0,
790386,16.0,17.0,17.0,22.0,27.0,26.0,,,,,,,
790390,17.0,19.0,18.0,21.0,23.0,18.0,,,,,,,
790392,,,,,,,,,,,,6.0,
790394,,,,,,,21.0,29.0,30.0,,,28.0,
790398,18.0,16.0,17.0,20.0,24.0,28.0,,,,,,,
790402,14.0,18.0,17.0,17.0,27.0,18.0,,,,,,,
79A000,,,,,,,,,,15.0,19.0,14.0,18.0
800308,,,,,,,,,,8.0,8.0,10.0,9.0
800312,,,,,18.0,24.0,,,,,,,
800314,,,,,,,25.0,24.0,23.0,,,24.0,
800315,,,,,16.0,18.0,,,,,,,
800316,,,,,18.0,21.0,,,,,,,
800320,,,,,,,23.0,20.0,22.0,,,20.0,
800328,,,,,,,23.0,27.0,19.0,,,27.0,
800340,,,,,,,,,,20.0,19.0,20.0,18.0
800346,,,,,20.0,21.0,,,,,,,
800347,,,,,18.0,19.0,,,,,,,
800348,,,,,17.0,24.0,,,,,,,
800352,,,,,18.0,19.0,,,,,,,
800356,,,,,18.0,16.0,,,,,,,
800358,,,,,21.0,24.0,,,,,,,
800359,,,,,14.0,16.0,,,,,,,
800360,,,,,20.0,23.0,,,,,,,
800361,,,,,,,,,,18.0,22.0,23.0,20.0
800362,,,,,20.0,24.0,,,,,,,
800363,,,,,,,10.0,8.0,7.0,,,31.0,
800364,,,,,15.0,20.0,,,,,,,
800366,,,,,22.0,16.0,,,,,,,
800368,,,,,19.0,27.0,,,,,,,
800372,,,,,15.0,16.0,,,,,,,
800373,,,,,13.0,21.0,,,,,,,
800376,,,,,,,,,,15.0,14.0,17.0,19.0
800377,,,,,,,21.0,20.0,15.0,,,23.0,
800392,,,,,23.0,17.0,,,,,,,
800394,,,,,,,,,,17.0,21.0,25.0,18.0
800396,,,,,,,,,,18.0,21.0,17.0,16.0
800398,,,,,,,26.0,17.0,25.0,,,20.0,
800400,,,,,,,,,,21.0,26.0,25.0,20.0
800406,,,,,21.0,17.0,,,,,,,
800408,,,,,,,,,,23.0,24.0,21.0,21.0
800410,,,,,,,22.0,20.0,27.0,,,28.0,
810324,,,,,,,,,,13.0,17.0,15.0,20.0
810326,,,,,,,23.0,18.0,20.0,,,27.0,
810328,14.0,19.0,21.0,15.0,25.0,21.0,,,,,,,
810336,17.0,19.0,19.0,21.0,23.0,21.0,,,,,,,
810340,,,,,,,,,,16.0,21.0,21.0,22.0
810342,,,,,,,21.0,19.0,22.0,,,24.0,
810344,20.0,19.0,19.0,18.0,18.0,25.0,,,,,,,
810350,18.0,15.0,21.0,20.0,20.0,22.0,,,,,,,
810360,13.0,17.0,20.0,20.0,26.0,26.0,,,,,,,
810364,17.0,13.0,17.0,15.0,15.0,15.0,,,,,,,
810370,16.0,16.0,14.0,12.0,21.0,26.0,,,,,,,
810378,,,,,,,24.0,18.0,18.0,,,24.0,
810384,,,,,,,,,,16.0,20.0,16.0,20.0
810385,,,,,,,,,,18.0,13.0,10.0,16.0
810386,,,,,,,,,9.0,6.0,8.0,,11.0
810388,15.0,14.0,13.0,13.0,17.0,18.0,,,,,,,
810396,18.0,19.0,19.0,17.0,18.0,18.0,,,,,,,
810400,13.0,19.0,16.0,13.0,23.0,17.0,,,,,,,
81A000,,,,,,,,,,19.0,21.0,23.0,20.0
81B000,,,,,,,,,,10.0,10.0,14.0,10.0
820312,19.0,16.0,20.0,21.0,21.0,23.0,,,,,,,
820320,16.0,21.0,15.0,16.0,19.0,19.0,,,,,,,
820324,,,,,,,,,,16.0,16.0,14.0,15.0
820340,19.0,19.0,19.0,17.0,20.0,28.0,,,,,,,
820346,17.0,18.0,17.0,19.0,19.0,25.0,,,,,,,
820347,,,,,,,22.0,20.0,18.0,,,,
820348,,,,,,,,,,16.0,17.0,19.0,17.0
820349,,,,,,,,,,18.0,18.0,15.0,24.0
820350,19.0,21.0,15.0,19.0,22.0,24.0,,,,,,,
820352,,,,,,,,,,19.0,22.0,21.0,21.0
820354,,,,,,,20.0,25.0,23.0,,,,
820364,19.0,19.0,19.0,16.0,19.0,30.0,,,,,,,
820370,,,,,,,19.0,24.0,18.0,,,,
820372,,,,,,,18.0,14.0,19.0,,,,
820376,19.0,19.0,17.0,18.0,18.0,22.0,,,,,,,
820384,19.0,16.0,18.0,18.0,,,,,,,,,
820385,,,,,23.0,25.0,,,,,,,
820388,,,,,,,,,,17.0,21.0,15.0,18.0
821304,,,18.0,16.0,,,,,,,,,
821308,,,,,,,,,,16.0,18.0,18.0,20.0
821316,17.0,19.0,,,,,,,,,,,
821320,,,,,,,23.0,18.0,22.0,,,28.0,
821330,,,,,21.0,21.0,,,,,,,
830304,,,,,,,22.0,22.0,20.0,,,20.0,
830312,19.0,16.0,21.0,8.0,12.0,17.0,,,,,,,
830316,,,,,,,,,,7.0,,,
830320,22.0,21.0,20.0,16.0,24.0,19.0,,,,,,,
830328,17.0,22.0,17.0,17.0,21.0,17.0,,,,,,,
830343,,,,,,,,,,20.0,20.0,16.0,21.0
830348,,,,,,,,,,17.0,18.0,9.0,16.0
830349,,,,,,,20.0,22.0,17.0,,,22.0,
830356,20.0,19.0,18.0,15.0,24.0,19.0,,,,,,,
830360,15.0,19.0,18.0,21.0,20.0,19.0,,,,,,,
830364,17.0,20.0,20.0,14.0,16.0,14.0,,,,,,,
840302,,,,,,,,,,13.0,17.0,19.0,21.0
840303,,,,,,,20.0,20.0,17.0,,,20.0,
840304,16.0,18.0,15.0,17.0,25.0,16.0,,,,,,,
840308,20.0,13.0,23.0,18.0,14.0,21.0,,,,,,,
840310,16.0,13.0,12.0,15.0,10.0,11.0,,,,,,,
840312,12.0,21.0,18.0,24.0,19.0,20.0,,,,,,,
840316,10.0,11.0,13.0,14.0,11.0,26.0,,,,,,,
840320,21.0,19.0,19.0,18.0,25.0,18.0,,,,,,,
840324,16.0,7.0,11.0,20.0,20.0,14.0,,,,,,,
840328,,,,,,,23.0,17.0,27.0,,,22.0,
840332,,,,,,,,,,17.0,19.0,21.0,24.0
840336,12.0,14.0,13.0,19.0,11.0,16.0,,,,,,,
840342,17.0,16.0,16.0,21.0,14.0,22.0,18.0,26.0,13.0,,,,
840344,12.0,11.0,15.0,14.0,20.0,25.0,,,,,,,
840350,,,,,,,20.0,21.0,17.0,,,20.0,
840356,,,,,,,,,,15.0,17.0,21.0,19.0
840358,,,,,,,18.0,19.0,21.0,,,27.0,
840360,17.0,14.0,14.0,21.0,23.0,17.0,,,,,,,
840361,,,,,,,,,,11.0,16.0,19.0,22.0
840368,,,,,,,,,,19.0,19.0,16.0,21.0
840370,,,,,,,,,,5.0,10.0,7.0,
84B000,,,,,,,,,,18.0,17.0,23.0,20.0
850304,,,,,,,26.0,24.0,18.0,,,23.0,
850312,17.0,12.0,12.0,23.0,14.0,17.0,,,,,,,
850314,18.0,14.0,15.0,16.0,24.0,26.0,,,,,,,
850316,14.0,13.0,15.0,17.0,11.0,12.0,,,,,,,
850320,19.0,9.0,8.0,17.0,10.0,9.0,,,,,,,
850324,,,,,,,,,,5.0,6.0,6.0,
850328,20.0,20.0,13.0,15.0,15.0,20.0,,,,,,,
850332,,,,,,,,,,14.0,12.0,9.0,13.0
850336,12.0,21.0,9.0,11.0,26.0,22.0,,,,,,,
850338,,,,,,,21.0,30.0,22.0,,,24.0,
850340,15.0,11.0,15.0,14.0,18.0,19.0,,,,,,,
850342,19.0,19.0,21.0,15.0,20.0,24.0,,,,,,,
850348,15.0,17.0,17.0,18.0,12.0,13.0,,,,,,,
850350,,,,,,,20.0,21.0,17.0,,,19.0,
850352,,,,,,,,,,20.0,19.0,18.0,21.0
850354,14.0,23.0,19.0,14.0,14.0,17.0,,,,,,,
850356,16.0,16.0,18.0,11.0,16.0,19.0,,,,,,,
850358,,,,,,,,,,16.0,20.0,17.0,22.0
850360,,,,,,,,,,12.0,15.0,15.0,15.0
860302,16.0,20.0,21.0,19.0,19.0,24.0,,,,,,,
860306,,,,,,,24.0,23.0,26.0,,,24.0,
860308,18.0,17.0,13.0,21.0,19.0,21.0,,,,,,,
860312,19.0,14.0,12.0,20.0,18.0,22.0,,,,,,,
860316,,,,,,,,,,15.0,19.0,20.0,19.0
860320,16.0,14.0,19.0,16.0,19.0,19.0,,,,,,,
860324,13.0,14.0,16.0,16.0,19.0,25.0,,,,,,,
860326,,,,,,,29.0,24.0,22.0,,,18.0,
860330,,,,,,,19.0,19.0,24.0,,,27.0,
860332,15.0,13.0,18.0,12.0,14.0,27.0,,,,,,,
860336,,,,,,,,,,18.0,21.0,16.0,24.0
860339,19.0,11.0,19.0,21.0,15.0,25.0,,,,,,,
860340,,,,,,,27.0,26.0,26.0,,,29.0,
860344,17.0,18.0,16.0,22.0,27.0,20.0,,,,,,,
860348,15.0,15.0,22.0,20.0,23.0,22.0,,,,,,,
860352,,,,,,,,,,17.0,17.0,13.0,24.0
860354,,,,,,,,,,10.0,20.0,18.0,16.0
860356,8.0,8.0,19.0,13.0,18.0,18.0,,,,,,,
860360,13.0,12.0,13.0,12.0,21.0,21.0,,,,,,,
861304,17.0,18.0,15.0,16.0,23.0,21.0,24.0,,,,,,
861308,,,,,,,,,,16.0,19.0,25.0,19.0
861312,,,,,,,,21.0,16.0,,,25.0,
862308,19.0,19.0,18.0,,,,,,,,,,
862310,,,,17.0,23.0,23.0,,,,,,,
862312,,,,,,,,,,20.0,22.0,15.0,19.0
862316,,,,,,,23.0,27.0,26.0,,,29.0,
86T000,,,,,,,,,,14.0,19.0,11.0,16.0
870314,,,,,,,,,,14.0,18.0,17.0,18.0
870318,,,,,,,22.0,16.0,21.0,,,31.0,
870320,15.0,11.0,16.0,17.0,15.0,21.0,,,,,,,
870324,17.0,18.0,17.0,16.0,19.0,21.0,,,,,,,
87A000,,,,,,,,,,,,7.0,
880304,17.0,20.0,17.0,20.0,22.0,14.0,,,,,,,
880308,,,,,,,,,,19.0,18.0,16.0,18.0
880312,,,,,,,21.0,23.0,19.0,,,23.0,
880318,19.0,18.0,17.0,18.0,23.0,21.0,,,,,,,
880320,,,,,,,,,,8.0,10.0,10.0,
880324,15.0,14.0,15.0,17.0,19.0,17.0,,,,,,,
880328,,,,,,,,,,13.0,16.0,11.0,15.0
880330,,,,,,,19.0,20.0,20.0,,,18.0,
880336,17.0,10.0,11.0,11.0,18.0,12.0,,,,,,,
88A000,,,,,,,,,,,,16.0,
890304,,,,,,,,,,11.0,8.0,13.0,13.0
890306,,,,,,,16.0,28.0,24.0,,,23.0,
890308,10.0,13.0,18.0,21.0,14.0,18.0,,,,,,,
900302,16.0,19.0,20.0,21.0,23.0,15.0,,,,,,,
900303,15.0,20.0,20.0,20.0,17.0,18.0,,,,,,,
900304,,,,,12.0,14.0,,,,,,,
900305,21.0,20.0,21.0,18.0,22.0,20.0,,,,,,,
900306,,,,,15.0,19.0,,,,,,,
900307,15.0,16.0,13.0,21.0,14.0,12.0,,,,,,,
900308,,,,,,,19.0,21.0,20.0,,,19.0,
900310,,,,,,,27.0,29.0,28.0,,,29.0,
900311,,,,,,,,,,25.0,26.0,23.0,30.0
900312,18.0,17.0,18.0,17.0,16.0,21.0,,,,,,,
900314,,,,,,,17.0,12.0,14.0,,,27.0,
900316,,,,,,,,,,19.0,21.0,19.0,15.0
900318,17.0,20.0,22.0,18.0,20.0,20.0,,,,,,,
900320,18.0,21.0,18.0,22.0,22.0,24.0,,,,,,,
900328,21.0,22.0,21.0,21.0,19.0,14.0,,,,,,,
900332,19.0,16.0,18.0,18.0,17.0,17.0,,,,,,,
900334,18.0,17.0,17.0,18.0,15.0,13.0,,,,,,,
900336,,,,,,,,,,19.0,16.0,18.0,21.0
900340,21.0,19.0,20.0,16.0,13.0,19.0,,,,,,,
900341,15.0,17.0,21.0,17.0,21.0,18.0,,,,,,,
900342,,,,,,,,,,24.0,24.0,19.0,27.0
900343,,,,,,,27.0,23.0,27.0,,,33.0,
900344,,,,,,,,,,22.0,22.0,19.0,27.0
900346,,,,,,,25.0,25.0,23.0,,,29.0,
900347,17.0,21.0,20.0,19.0,14.0,15.0,,,,,,,
900348,,,,,,,,,,24.0,25.0,16.0,23.0
900350,,,,,,,26.0,26.0,29.0,,,33.0,
900351,19.0,14.0,17.0,16.0,13.0,13.0,,,,,,,
900352,20.0,18.0,18.0,19.0,20.0,22.0,,,,,,,
900353,18.0,22.0,21.0,20.0,17.0,19.0,,,,,,,
900354,21.0,19.0,21.0,16.0,16.0,17.0,,,,,,,
900356,17.0,15.0,16.0,16.0,18.0,15.0,,,,,,,
900358,19.0,21.0,21.0,20.0,20.0,21.0,,,,,,,
900360,,,,,,,,,,23.0,23.0,23.0,27.0
900362,,,,,,,21.0,26.0,25.0,,,26.0,
900363,15.0,14.0,17.0,18.0,21.0,22.0,,,,,,,
900364,16.0,16.0,19.0,16.0,14.0,14.0,,,,,,,
900365,,,,,,,,,,9.0,9.0,6.0,
900366,,,,,,,,,,28.0,30.0,27.0,28.0
900367,,,,,,,,,,16.0,18.0,15.0,15.0
900368,19.0,20.0,23.0,15.0,22.0,22.0,,,,,,,
900370,,,,,12.0,17.0,,,,,,,
900372,20.0,18.0,21.0,21.0,22.0,20.0,,,,,,,
900376,19.0,20.0,18.0,21.0,16.0,20.0,,,,,,,
900377,,,,,,,,,,27.0,22.0,20.0,33.0
900378,,,,,,,27.0,30.0,30.0,,,32.0,
900380,18.0,19.0,23.0,21.0,20.0,16.0,,,,,,,
900384,16.0,18.0,14.0,21.0,16.0,26.0,,,,,,,
900388,18.0,16.0,18.0,19.0,14.0,16.0,,,,,,,
900391,,,,,,,28.0,28.0,29.0,,,29.0,
900393,,,,,,,,,,25.0,31.0,25.0,28.0
90A000,,,,,,,,,,15.0,19.0,17.0,18.0
90C000,,,,,,,,,,,,21.0,
910304,,,,,22.0,20.0,,,,,,,
910308,14.0,17.0,18.0,18.0,12.0,16.0,,,,,,,
910311,12.0,15.0,15.0,17.0,17.0,19.0,,,,,,,
910314,,,,,20.0,18.0,,,,,,,
910316,,,,,,,20.0,14.0,18.0,,,,
910340,28.0,16.0,12.0,12.0,23.0,14.0,,,,,,,
910346,13.0,14.0,17.0,14.0,16.0,13.0,,,,,,,
910356,26.0,14.0,15.0,11.0,22.0,19.0,,,,,,,
910360,,,,,14.0,19.0,,,,,,,
910368,,,,,,,,,18.0,10.0,8.0,8.0,13.0
910370,,,,,,,,,,19.0,20.0,16.0,21.0
910376,11.0,17.0,12.0,20.0,22.0,18.0,,,,,,,
910380,,,,,20.0,14.0,,,,,,,
910382,,,,,,,,,,15.0,12.0,6.0,18.0
910384,,,,,,,20.0,22.0,13.0,,,15.0,
91A000,,,,,,,,,,16.0,22.0,18.0,27.0
91B000,,,,,,,,,,24.0,23.0,24.0,22.0
920302,19.0,18.0,18.0,17.0,23.0,22.0,,,,,,,
920303,20.0,17.0,19.0,18.0,21.0,26.0,,,,,,,
920304,16.0,13.0,10.0,10.0,27.0,29.0,,,,,,,
920306,18.0,16.0,14.0,14.0,18.0,25.0,,,,,,,
920307,17.0,21.0,18.0,18.0,31.0,26.0,,,,,,,
920308,14.0,18.0,16.0,18.0,24.0,26.0,,,,,,,
920312,,,,,,,29.0,31.0,29.0,,,34.0,
920315,,,,,,,30.0,30.0,28.0,,,30.0,
920316,,,,,,,,,,26.0,23.0,17.0,28.0
920317,,,,,,,,,,24.0,27.0,21.0,29.0
920318,,,,,,,,,,24.0,20.0,17.0,27.0
920320,18.0,19.0,16.0,19.0,26.0,27.0,,,,,,,
920324,,,,,,,,,5.0,6.0,6.0,8.0,
920325,20.0,16.0,14.0,14.0,21.0,28.0,,,,,,,
920326,,,,,18.0,21.0,,,,,,,
920327,14.0,17.0,16.0,13.0,24.0,24.0,,,,,,,
920328,15.0,13.0,16.0,16.0,28.0,23.0,,,,,,,
920329,,,,,19.0,20.0,,,,,,,
920332,19.0,18.0,21.0,18.0,24.0,25.0,,,,,,,
920334,16.0,16.0,17.0,16.0,27.0,26.0,,,,,,,
920336,17.0,16.0,18.0,17.0,21.0,22.0,,,,,,,
920340,16.0,19.0,19.0,18.0,20.0,27.0,,,,,,,
920342,15.0,16.0,16.0,20.0,22.0,21.0,,,,,,,
920344,19.0,14.0,15.0,14.0,28.0,28.0,,,,,,,
920348,,,,,,,,,,26.0,16.0,17.0,27.0
920349,18.0,19.0,15.0,16.0,15.0,23.0,,,,,,,
920351,14.0,14.0,13.0,16.0,30.0,21.0,,,,,,,
920352,,,,,17.0,20.0,,,,,,,
920356,,,,,,,21.0,21.0,20.0,,,20.0,22.0
920358,19.0,20.0,18.0,17.0,24.0,22.0,,,,,,,
920360,,,,,,,26.0,24.0,24.0,,,30.0,
920362,14.0,14.0,14.0,12.0,23.0,17.0,,,,,,,
920364,20.0,20.0,14.0,17.0,17.0,23.0,,,,,,,
920368,,,,,,,,,,25.0,20.0,16.0,28.0
920369,18.0,21.0,19.0,23.0,29.0,28.0,,,,,,,
920370,,,,,,,22.0,20.0,21.0,,,24.0,
920376,16.0,15.0,16.0,17.0,24.0,27.0,,,,,,,
920380,18.0,13.0,14.0,14.0,25.0,21.0,,,,,,,
920381,,,,,,,9.0,5.0,8.0,,,,
920384,18.0,18.0,21.0,23.0,23.0,27.0,,,,,,,
920386,,,,,,,,,,10.0,18.0,10.0,14.0
920388,,,,,,,25.0,25.0,26.0,,,30.0,
920390,16.0,17.0,16.0,15.0,25.0,27.0,,,,,,,
920391,,,,,,,24.0,27.0,25.0,,,28.0,
920393,20.0,21.0,18.0,18.0,21.0,23.0,,,,,,,
920394,,,,,,,25.0,24.0,26.0,,,26.0,
920396,19.0,18.0,20.0,20.0,22.0,23.0,,,,,,,
920398,17.0,18.0,11.0,21.0,20.0,24.0,,,,,,,
920399,,,,,,,21.0,18.0,19.0,,,21.0,
920400,,,,,,,20.0,20.0,20.0,,,27.0,
920402,,,,,,,18.0,17.0,19.0,,,18.0,
920403,,,,,21.0,26.0,,,,,,,
920404,,,,,,,23.0,23.0,22.0,,,28.0,
920408,,,,,,,15.0,17.0,18.0,,,28.0,
920410,,,,,,,21.0,23.0,20.0,,,23.0,
920411,,,,,,,,,,27.0,28.0,23.0,22.0
920412,,,,,,,,,,26.0,20.0,13.0,30.0
920413,20.0,21.0,19.0,15.0,21.0,25.0,,,,,,,
920414,15.0,14.0,13.0,14.0,16.0,20.0,,,,,,,
920415,,,,,21.0,21.0,,,,,,,
920416,23.0,18.0,22.0,22.0,22.0,25.0,,,,,,,
920417,24.0,20.0,18.0,17.0,23.0,27.0,,,,,,,
920420,15.0,17.0,13.0,19.0,26.0,27.0,,,,,,,
920424,,,,,,,27.0,30.0,29.0,,,30.0,
920428,,,,,,,,,,28.0,25.0,18.0,25.0
920436,,,,,,,,,,21.0,22.0,16.0,24.0
920438,,,,,,,7.0,6.0,9.0,,,,
920439,15.0,21.0,18.0,18.0,27.0,29.0,,,,,,,
920440,,,,,20.0,20.0,,,,,,,
920441,,,,,,,,,,32.0,18.0,23.0,30.0
920442,15.0,18.0,17.0,11.0,24.0,22.0,20.0,16.0,17.0,,,13.0,
920443,18.0,18.0,20.0,17.0,28.0,29.0,,,,,,,
920444,,,,,,,25.0,26.0,27.0,,,28.0,
920445,,,,,,,,,,21.0,25.0,24.0,31.0
920446,31.0,16.0,15.0,16.0,20.0,19.0,,,,,,,
920447,16.0,15.0,13.0,15.0,28.0,26.0,,,,,,,
920448,20.0,16.0,15.0,16.0,25.0,24.0,,,,,,,
920449,14.0,18.0,17.0,16.0,20.0,27.0,,,,,,,
920450,,,,,,,27.0,28.0,28.0,,,34.0,
920451,15.0,16.0,16.0,14.0,23.0,21.0,,,,,,,
920452,17.0,16.0,22.0,22.0,25.0,21.0,,,,,,,
920453,11.0,15.0,16.0,10.0,22.0,23.0,,,,,,,
920454,18.0,18.0,20.0,22.0,23.0,25.0,,,,,,,
920455,,,,,,,,,,28.0,24.0,20.0,26.0
920456,18.0,17.0,17.0,17.0,22.0,22.0,,,,,,,
920457,16.0,20.0,15.0,15.0,21.0,28.0,,,,,,,
920458,,,,,,,28.0,29.0,28.0,,,37.0,
920459,19.0,20.0,17.0,22.0,27.0,30.0,,,,,,,
