agency_code,avg_size_00_sar,avg_size_01_sar,avg_size_02_sar,avg_size_03_sar,avg_size_04_sar,avg_size_05_sar,avg_size_06_sar,avg_size_07_sar,avg_size_08_sar,avg_size_biology_sar,avg_size_english ii_sar,avg_size_nc math 1_sar,avg_size_nc math 3_sar
240354,18.0,19.0,18.0,16.0,19.0,18.0,,,,,,,
240356,,,,,,,21.0,25.0,22.0,,,,
240368,,,,,,,24.0,28.0,22.0,,,,
240370,18.0,18.0,19.0,23.0,17.0,20.0,,,,,,,
240371,,,,,,,,,,19.0,20.0,18.0,23.0
240372,13.0,14.0,18.0,32.0,17.0,13.0,,,,,,,
240373,,,,,,,,,,18.0,20.0,17.0,16.0
240376,,,,,,,24.0,29.0,27.0,,,,
240380,,,,,,,,,,15.0,17.0,16.0,20.0
240388,17.0,17.0,19.0,17.0,25.0,20.0,16.0,25.0,25.0,,,,
241304,,,,,,,20.0,22.0,19.0,,,29.0,
241308,,,,17.0,18.0,23.0,,,,,,,
241312,,,,,,,,,,,6.0,,
241316,,,,,,,,,,17.0,21.0,19.0,20.0
241320,18.0,18.0,17.0,,,,,,,,,,
24B000,,,,,,,,,,9.0,12.0,10.0,
24N000,,,,,,,,,,,,10.0,
250304,,,,,26.0,19.0,,,,,,,
250306,,,,,14.0,21.0,,,,,,,
250308,,,,,20.0,30.0,,,,,,,
250312,,,,,21.0,23.0,,,,,,,
250314,,,,,,,,,,15.0,15.0,18.0,15.0
250316,,,,,20.0,23.0,,,,,,,
250320,,,,,23.0,23.0,,,,,,,
250321,,,,,,,,,,13.0,13.0,16.0,14.0
250324,,,,,,,26.0,24.0,26.0,,,32.0,
250328,,,,,9.0,16.0,,,,,,,
250332,,,,,,,25.0,24.0,24.0,,,25.0,
250336,,,,,18.0,18.0,,,,,,,
250340,,,,,,,,,,20.0,24.0,20.0,26.0
250344,,,,,,,23.0,20.0,31.0,,,26.0,
250348,,,,,25.0,21.0,,,,,,,
250350,,,,,24.0,19.0,,,,,,,
250356,,,,,,,,,,18.0,18.0,18.0,23.0
250360,,,,,19.0,19.0,,,,,,,
250362,,,,,17.0,46.0,,,,,,,
250364,,,,,22.0,20.0,,,,,,,
250368,,,,,,,29.0,27.0,25.0,,,24.0,
250372,,,,,,,,,,20.0,22.0,17.0,22.0
250376,,,,,,,26.0,22.0,23.0,,,29.0,
250378,,,,,23.0,21.0,,,,,,,
250380,,,,,22.0,24.0,,,,,,,
260302,17.0,16.0,,,,,,,,,,,
260306,17.0,11.0,13.0,13.0,21.0,23.0,,,,,,,
260308,,,,25.0,20.0,22.0,,,,,,,
260310,,,,,19.0,20.0,,,,,,,
260312,16.0,,10.0,,11.0,17.0,,,,,,,
260316,14.0,17.0,13.0,20.0,18.0,16.0,,,,,,,
260318,,,,,,,,,,24.0,21.0,19.0,22.0
260320,12.0,9.0,14.0,10.0,13.0,22.0,,,,,,,
260321,,,,,,,13.0,10.0,16.0,,,16.0,
260322,,,,,,,,,,14.0,15.0,16.0,15.0
260325,,,,,,,,,,21.0,19.0,16.0,20.0
260326,13.0,16.0,17.0,9.0,13.0,21.0,,,,,,,
260332,15.0,14.0,18.0,22.0,21.0,21.0,,,,,,,
260336,,,,,,,18.0,17.0,17.0,,,25.0,
260338,15.0,13.0,12.0,9.0,15.0,16.0,,,,,,,
260340,18.0,19.0,16.0,20.0,24.0,18.0,,,,,,,
260342,18.0,19.0,17.0,17.0,19.0,23.0,,,,,,,
260344,16.0,7.0,8.0,18.0,6.0,7.0,,,,,,,
260347,,,,,,,,,,23.0,27.0,23.0,18.0
260348,18.0,15.0,15.0,12.0,21.0,17.0,,,,,,,
260352,12.0,13.0,9.0,9.0,16.0,17.0,,,,,,,
260354,,,,,,,,,,18.0,20.0,18.0,22.0
260356,16.0,10.0,12.0,9.0,19.0,21.0,,,,,,,
260357,,,,,,,,,,25.0,20.0,18.0,20.0
260358,,,,,,,18.0,18.0,17.0,,,12.0,
260359,,,,,,,,,,21.0,18.0,17.0,17.0
260361,20.0,18.0,12.0,11.0,12.0,15.0,,,,,,,
260362,,,,,,,28.0,22.0,27.0,,,30.0,
260363,14.0,13.0,14.0,,,,,,,,,,
260364,20.0,14.0,15.0,11.0,22.0,22.0,,,,,,,
260365,,,,,,,19.0,22.0,18.0,,,23.0,
260366,38.0,19.0,21.0,21.0,16.0,20.0,,,,,,,
260367,16.0,17.0,18.0,15.0,17.0,20.0,,,,,,,
260368,,,,,,,19.0,21.0,20.0,,,23.0,
260369,,,,,,,26.0,25.0,26.0,,,31.0,
260370,15.0,15.0,13.0,15.0,17.0,21.0,,,,,,,
260371,,,,,,,20.0,20.0,16.0,,,6.0,
260372,,,,,,,24.0,21.0,24.0,,,16.0,
260373,18.0,18.0,20.0,19.0,23.0,21.0,,,,,,,
260374,,,,,,,,,,18.0,12.0,8.0,11.0
260375,14.0,15.0,12.0,12.0,18.0,19.0,,,,,,,
260380,,,19.0,17.0,23.0,22.0,,,,,,,
260382,18.0,13.0,20.0,12.0,22.0,15.0,,,,,,,
260383,,,,,,,28.0,25.0,26.0,,,23.0,
260386,17.0,10.0,21.0,19.0,13.0,14.0,,,,,,,
260388,,,,,,,,,,18.0,18.0,15.0,14.0
260396,12.0,12.0,13.0,13.0,26.0,20.0,,,,,,,
260397,20.0,19.0,18.0,21.0,23.0,23.0,,,,,,,
260398,15.0,13.0,14.0,16.0,16.0,15.0,,,,,,,
260400,12.0,7.0,11.0,21.0,23.0,21.0,,,,,,,
260401,9.0,16.0,11.0,11.0,22.0,15.0,,,,,,,
260402,18.0,15.0,17.0,17.0,16.0,17.0,,,,,,,
260403,11.0,10.0,18.0,17.0,21.0,20.0,,,,,,,
260404,10.0,12.0,12.0,11.0,14.0,9.0,,,,,,,
260405,14.0,15.0,11.0,8.0,20.0,12.0,,,,,,,
260406,,,,,,,24.0,21.0,22.0,,,27.0,
260407,17.0,17.0,15.0,20.0,20.0,13.0,,,,,,,
260408,,,,,,,,,,21.0,22.0,16.0,26.0
260410,14.0,11.0,11.0,12.0,22.0,14.0,,,,,,,
260411,,,,,,,,,,9.0,8.0,15.0,9.0
260412,16.0,16.0,,,,,,,,,,,
260413,,,,,,,8.0,11.0,9.0,,,,
260414,13.0,17.0,19.0,17.0,13.0,14.0,,,,,,,
260415,22.0,21.0,15.0,19.0,20.0,21.0,,,,,,,
260416,11.0,13.0,13.0,13.0,17.0,21.0,,,,,,,
260417,,,,,,,17.0,18.0,19.0,,,33.0,
260418,,,,,,,23.0,17.0,20.0,,,20.0,
260419,,,,,,,25.0,21.0,21.0,,,32.0,
260424,,,,,,,,,,24.0,16.0,19.0,25.0
260425,,,,,,,12.0,17.0,24.0,,,34.0,
260426,12.0,12.0,14.0,12.0,10.0,16.0,,,,,,,
260427,,,,,,,,,,19.0,19.0,16.0,23.0
260428,,,,,,,22.0,18.0,25.0,,,26.0,
260430,,,15.0,11.0,21.0,17.0,,,,,,,
260432,15.0,14.0,,,,,,,,,,,
260434,18.0,16.0,16.0,14.0,20.0,24.0,,,,,,,
260440,15.0,12.0,14.0,11.0,14.0,13.0,,,,,,,
260444,12.0,18.0,19.0,13.0,18.0,19.0,,,,,,,
260446,,,,,,,,,,28.0,19.0,18.0,21.0
260448,,,19.0,19.0,19.0,25.0,,,,,,,
260449,,,,,,,,,,8.0,14.0,13.0,8.0
260450,16.0,13.0,14.0,15.0,16.0,18.0,,,,,,,
260452,15.0,16.0,17.0,19.0,19.0,19.0,,,,,,,
260454,,,,,,,23.0,24.0,19.0,,,16.0,
260455,,,,,,,,,,16.0,16.0,15.0,18.0
260459,12.0,13.0,9.0,19.0,15.0,20.0,,,,,,,
260700,,,,,,,,,,14.0,11.0,8.0,17.0
26B000,,,,,,,,,,,,20.0,
270304,22.0,11.0,20.0,7.0,16.0,15.0,,,,,,,
270306,,,,,,,,,,19.0,15.0,14.0,19.0
270308,,,,,,,14.0,15.0,18.0,,,17.0,
270309,16.0,18.0,15.0,16.0,19.0,17.0,,,,,,,
270310,22.0,17.0,21.0,19.0,21.0,23.0,,,,,,,
270311,,,,,,,,,,17.0,20.0,16.0,18.0
270312,16.0,16.0,6.0,12.0,6.0,8.0,,,,,,,
270316,21.0,18.0,21.0,20.0,21.0,21.0,,,,,,,
270318,,,,,,,26.0,21.0,21.0,,,23.0,
270320,14.0,15.0,20.0,14.0,19.0,17.0,,,,,,,
280302,15.0,8.0,10.0,13.0,13.0,17.0,,,,,,,
280304,,,,,,,17.0,15.0,15.0,15.0,14.0,12.0,12.0
280306,,,,,,,,,,6.0,,5.0,8.0
280308,16.0,16.0,20.0,21.0,15.0,17.0,,,,,,,
280310,12.0,15.0,13.0,21.0,17.0,18.0,,,,,,,
280312,21.0,15.0,18.0,18.0,21.0,18.0,,,,,,,
280316,,,,,,,,,,17.0,23.0,14.0,19.0
280320,,,,,,,23.0,23.0,23.0,,,23.0,
280324,15.0,15.0,19.0,18.0,14.0,17.0,,,,,,,
280328,,,,,,,25.0,20.0,21.0,,,22.0,
280330,,,,,,,,,,20.0,26.0,23.0,21.0
290302,20.0,15.0,23.0,20.0,27.0,27.0,,,,,,,
290306,21.0,21.0,22.0,23.0,23.0,30.0,,,,,,,
290307,13.0,17.0,16.0,20.0,21.0,25.0,,,,,,,
290308,,,,,,,,,,19.0,21.0,20.0,22.0
290309,,,,,,,22.0,23.0,23.0,,,25.0,
290312,13.0,21.0,11.0,17.0,27.0,17.0,,,,,,,
290314,,,,,,,,,,11.0,7.0,5.0,8.0
290315,,,,,,,,,,18.0,20.0,25.0,19.0
290316,17.0,17.0,14.0,14.0,23.0,27.0,,,,,,,
290320,17.0,13.0,17.0,17.0,27.0,19.0,,,,,,,
290322,,,,,,,20.0,24.0,26.0,,,28.0,
290324,,,,,,,,,,23.0,22.0,23.0,24.0
290328,22.0,22.0,20.0,19.0,22.0,27.0,,,,,,,
290330,18.0,20.0,22.0,19.0,28.0,28.0,,,,,,,
290332,13.0,18.0,14.0,18.0,28.0,22.0,,,,,,,
290333,17.0,16.0,17.0,17.0,27.0,25.0,,,,,,,
290334,,,,,,,22.0,26.0,25.0,,,27.0,
290336,,,,,,,,,,20.0,24.0,22.0,22.0
290344,17.0,22.0,21.0,21.0,28.0,20.0,,,,,,,
290348,,,,,,,,,,25.0,23.0,22.0,22.0
290349,,,,,,,,,,25.0,25.0,26.0,28.0
290350,,,,,,,29.0,30.0,23.0,,,27.0,
290351,,,,,,,25.0,27.0,27.0,,,31.0,
290352,19.0,16.0,18.0,16.0,24.0,27.0,,,,,,,
290356,15.0,16.0,14.0,14.0,28.0,18.0,,,,,,,
290364,19.0,17.0,18.0,19.0,22.0,22.0,,,,,,,
290365,,,,,,,,,,18.0,18.0,23.0,21.0
290366,20.0,20.0,20.0,19.0,22.0,23.0,,,,,,,
290367,,,,,,,20.0,26.0,24.0,,,22.0,
290375,21.0,18.0,18.0,15.0,22.0,14.0,,,,,,,
290376,,,,,,,25.0,24.0,23.0,,,25.0,
290380,20.0,18.0,20.0,20.0,20.0,26.0,,,,,,,
290384,21.0,16.0,16.0,15.0,24.0,27.0,,,,,,,
290388,,,,,,,,,,25.0,22.0,22.0,26.0
290389,,,,,,,,,,14.0,15.0,11.0,15.0
291308,,16.0,15.0,15.0,12.0,19.0,,,,,,,
291332,,,,,,,23.0,23.0,22.0,,,25.0,
291336,,,,,,,,,,19.0,25.0,18.0,20.0
291340,,16.0,18.0,18.0,21.0,24.0,,,,,,,
291348,17.0,,,,,,,,,,,,
291352,,15.0,13.0,15.0,15.0,22.0,,,,,,,
292316,,,,,24.0,20.0,,,,,,,
292318,17.0,19.0,17.0,17.0,,,,,,,,,
292320,,,,,,,15.0,23.0,19.0,,,25.0,
292324,,,,,,,,,,20.0,16.0,23.0,21.0
295300,,,,,18.0,18.0,,,,,,,
298204,,,,,,,,,,6.0,,6.0,
300308,21.0,17.0,16.0,11.0,16.0,23.0,,,,,,,
300310,11.0,11.0,21.0,18.0,22.0,23.0,,,,,,,
300312,,,,,,,,,,21.0,21.0,21.0,19.0
300314,,,,,,,,,,17.0,14.0,19.0,21.0
300320,21.0,16.0,18.0,16.0,23.0,21.0,,,,,,,
300325,,,,,,,23.0,20.0,20.0,,,31.0,
300326,21.0,18.0,20.0,17.0,16.0,31.0,,,,,,,
300328,17.0,17.0,16.0,17.0,22.0,17.0,,,,,,,
300330,,,,,,,23.0,21.0,19.0,,,22.0,
300336,18.0,19.0,15.0,17.0,21.0,20.0,,,,,,,
300337,,,,,,,22.0,23.0,21.0,,,29.0,
310304,,,,,26.0,22.0,22.0,20.0,27.0,,,,
310308,,,,,20.0,24.0,24.0,19.0,12.0,,,,
310330,,,,,21.0,25.0,20.0,16.0,25.0,,,5.0,
310336,,,,,20.0,20.0,25.0,18.0,16.0,,,,
310338,,,,,,,,,,15.0,15.0,15.0,11.0
310344,,,,,,,,,,17.0,23.0,13.0,21.0
310352,,,,,,,,,,15.0,19.0,23.0,15.0
310356,,,,,22.0,17.0,25.0,27.0,28.0,,,,
310360,,,,,27.0,26.0,26.0,,,,,,
310364,,,,,,,,27.0,24.0,24.0,20.0,17.0,17.0
310384,,,,,21.0,25.0,25.0,24.0,20.0,,,,
310388,,,,,18.0,25.0,24.0,26.0,24.0,,,14.0,
310392,,,,,,,,,,17.0,16.0,16.0,21.0
320304,20.0,20.0,21.0,14.0,24.0,17.0,,,,,,,
320306,,,,,,,19.0,19.0,17.0,,,16.0,
320308,18.0,18.0,18.0,19.0,15.0,19.0,,,,,,,
320309,,,,,,,,,,16.0,19.0,18.0,19.0
320310,18.0,18.0,17.0,16.0,20.0,21.0,,,,,,,
320312,,,,,,,,,,16.0,24.0,23.0,25.0
320313,17.0,17.0,15.0,16.0,23.0,25.0,,,,,,,
320314,,,,,,,25.0,22.0,20.0,20.0,21.0,22.0,27.0
320315,17.0,20.0,18.0,19.0,20.0,25.0,,,,,,,
320316,,,,,,,26.0,23.0,23.0,,,20.0,
320317,,,,,,,,,,23.0,21.0,22.0,20.0
320318,14.0,14.0,20.0,19.0,23.0,24.0,,,,,,,
320319,20.0,19.0,19.0,20.0,26.0,23.0,,,,,,,
320320,,,,,25.0,21.0,,,,,,,
320322,,,,,,,,,,9.0,7.0,10.0,7.0
320323,,,,,,,25.0,24.0,16.0,14.0,12.0,10.0,12.0
320324,19.0,17.0,20.0,19.0,24.0,22.0,,,,,,,
320325,,,,,,,,,,16.0,20.0,19.0,22.0
320327,20.0,17.0,21.0,18.0,17.0,22.0,,,,,,,
320328,20.0,20.0,21.0,18.0,19.0,21.0,,,,,,,
320332,18.0,17.0,16.0,18.0,19.0,20.0,,,,,,,
320338,,,,,,,20.0,23.0,19.0,,,6.0,
320339,,,,,19.0,24.0,,,,,,,
320340,20.0,16.0,16.0,18.0,21.0,19.0,22.0,19.0,14.0,,,12.0,
320341,,,,,,,,8.0,,8.0,7.0,9.0,6.0
320342,,,,,,,20.0,11.0,11.0,,,14.0,
320343,,,,,,,23.0,24.0,22.0,,,23.0,
320344,18.0,20.0,16.0,21.0,20.0,25.0,,,,,,,
320346,,,,,,,24.0,24.0,19.0,,,24.0,
320347,9.0,6.0,6.0,6.0,14.0,13.0,,,,,,,
320348,20.0,16.0,22.0,21.0,16.0,16.0,,,,,,,
320352,19.0,18.0,18.0,20.0,20.0,20.0,,,,,,,
320353,,,,,,,,,,10.0,,,16.0
320354,8.0,6.0,6.0,5.0,11.0,10.0,,,,,,,
320355,,,,,,,21.0,18.0,19.0,,,11.0,
320356,,,,,,,,,,23.0,24.0,21.0,25.0
320360,15.0,19.0,15.0,14.0,22.0,23.0,,,,,,,
320362,19.0,16.0,20.0,18.0,28.0,22.0,,,,,,,
320363,20.0,20.0,18.0,19.0,18.0,18.0,,,,,,,
320364,23.0,22.0,21.0,21.0,22.0,22.0,,,,,,,
320365,,,,,,,,,,22.0,24.0,20.0,24.0
320366,,,,,,,24.0,23.0,22.0,,,26.0,
320367,18.0,14.0,18.0,20.0,18.0,15.0,,,,,,,
320368,,,,,,,,,,18.0,16.0,20.0,26.0
320369,19.0,18.0,18.0,17.0,23.0,23.0,,,,,,,
320370,,,,,,,24.0,24.0,23.0,,,19.0,
320372,18.0,20.0,20.0,18.0,19.0,22.0,,,,,,,
320374,13.0,13.0,12.0,14.0,13.0,18.0,,,,,,,
320376,17.0,16.0,13.0,15.0,26.0,23.0,,,,,,,
320388,,,,,16.0,20.0,,,,,,,
320400,16.0,18.0,18.0,17.0,19.0,21.0,,,,,,,
320701,,,,,,,,,,19.0,17.0,18.0,23.0
32A000,,,,,,,,,,,,30.0,
32D000,,,,,,,,,,,,16.0,
32H000,,,,,,,,,,,,29.0,
32K000,,,,,,,,,,,,24.0,
32L000,,,,,,,,,,11.0,17.0,24.0,18.0
32N000,,,,,,,,,,23.0,21.0,18.0,23.0
32S000,,,,,,,,,,,,18.0,
330304,,,,,25.0,22.0,,,,,,,
330308,,,,,19.0,26.0,,,,,,,
330312,,,,,24.0,19.0,,,,,,,
330326,,,,,,,,,,13.0,11.0,16.0,16.0
330328,,,,,,,,,,18.0,14.0,13.0,12.0
330332,,,,,,,24.0,22.0,15.0,,,19.0,
330334,,,,,28.0,16.0,,,,,,,
330340,,,,,,,19.0,18.0,23.0,,,31.0,
330344,,,,,,,24.0,21.0,22.0,,,19.0,
330348,,,,,,,26.0,24.0,18.0,,,24.0,
330350,,,,,,,,,,18.0,18.0,18.0,28.0
330354,,,,,26.0,22.0,,,,,,,
330358,,,,,,,,,,15.0,17.0,14.0,24.0
330360,,,,,22.0,19.0,20.0,17.0,18.0,,,26.0,
33A000,,,,,,,,,,17.0,17.0,18.0,16.0
340308,12.0,15.0,14.0,15.0,12.0,21.0,,,,,,,
340311,,,,,,,,,,28.0,26.0,22.0,23.0
340314,13.0,15.0,13.0,13.0,23.0,23.0,,,,,,,
340320,16.0,18.0,18.0,16.0,21.0,17.0,,,,,,,
340326,18.0,17.0,18.0,17.0,24.0,21.0,,,,,,,
340330,,,,,,,,,,12.0,14.0,17.0,14.0
340332,,,,,,,,,,26.0,,,
340334,19.0,18.0,18.0,18.0,21.0,26.0,,,,,,,
340344,7.0,,,,,,,,,,,,
340348,21.0,20.0,17.0,19.0,22.0,24.0,,,,,,,
340350,,,,,,,23.0,26.0,26.0,,,31.0,
340351,,,,,14.0,23.0,,,,,,,
340354,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,,,19.0,
340362,,,,,,,,,,17.0,21.0,15.0,19.0
340364,,,,,,,,,,23.0,22.0,21.0,21.0
340366,,,,,,,22.0,20.0,20.0,,,26.0,
340368,16.0,19.0,18.0,21.0,21.0,15.0,,,,,,,
340372,,,,,,,20.0,17.0,18.0,,,29.0,
340376,19.0,16.0,21.0,13.0,22.0,25.0,,,,,,,
340380,17.0,18.0,18.0,16.0,21.0,18.0,,,,,,,
340382,,,,,,,,,,21.0,23.0,20.0,20.0
340384,15.0,18.0,19.0,19.0,20.0,24.0,,,,,,,
340385,,,,,,,,7.0,5.0,5.0,10.0,11.0,
340390,18.0,19.0,15.0,15.0,22.0,22.0,,,,,,,
340392,,,,,,,20.0,22.0,20.0,,,29.0,
340400,15.0,14.0,14.0,13.0,19.0,22.0,,,,,,,
340403,24.0,20.0,17.0,16.0,24.0,21.0,,,,,,,
340406,,,,,,,26.0,26.0,27.0,,,31.0,
340416,19.0,16.0,17.0,16.0,17.0,21.0,,,,,,,
340420,,,,,,,30.0,20.0,25.0,,,30.0,
340424,19.0,18.0,18.0,21.0,14.0,21.0,,,,,,,
340426,20.0,19.0,18.0,16.0,25.0,22.0,,,,,,,
340427,,,6.0,5.0,,,,,,,,,
340428,17.0,16.0,18.0,21.0,17.0,20.0,,,,,,,
340430,11.0,14.0,16.0,18.0,15.0,19.0,,,,,,,
340432,18.0,13.0,18.0,16.0,20.0,28.0,,,,,,,
340440,17.0,19.0,19.0,20.0,24.0,23.0,,,,,,,
340442,,,,,,,27.0,27.0,28.0,,,30.0,
340446,,,,,,,,,,,,,10.0
340448,16.0,15.0,19.0,19.0,21.0,23.0,,,,,,,
340452,,,,,,,20.0,15.0,14.0,,,25.0,
340453,15.0,15.0,18.0,18.0,22.0,21.0,,,,,,,
340454,,,,,,,,,,25.0,25.0,24.0,21.0
340457,18.0,18.0,19.0,18.0,23.0,26.0,,,,,,,
340460,,,,,,,,,,20.0,19.0,24.0,22.0
340462,21.0,14.0,19.0,18.0,16.0,24.0,,,,,,,
340464,,,,,,,18.0,22.0,21.0,,,27.0,
340472,14.0,16.0,15.0,16.0,24.0,24.0,,,,,,,
340476,17.0,17.0,19.0,17.0,23.0,23.0,,,,,,,
340480,,,,,,,23.0,23.0,21.0,18.0,17.0,27.0,15.0
340486,,,,,,,,,,22.0,22.0,20.0,26.0
340488,,,,,,,20.0,16.0,16.0,9.0,12.0,17.0,17.0
340490,15.0,16.0,12.0,21.0,13.0,23.0,,,,,,,
340492,,,,,,,14.0,15.0,14.0,,,17.0,
340494,16.0,16.0,11.0,15.0,22.0,23.0,,,,,,,
340495,,,,,,,,,,24.0,24.0,23.0,27.0
340496,,,,,,,,,,22.0,24.0,24.0,26.0
340504,16.0,12.0,18.0,21.0,22.0,26.0,,,,,,,
340508,19.0,19.0,19.0,19.0,23.0,21.0,,,,,,,
340512,18.0,18.0,17.0,15.0,19.0,19.0,,,,,,,
340514,15.0,14.0,15.0,17.0,18.0,20.0,,,,,,,
340516,,,,,,,21.0,25.0,27.0,,,32.0,
340520,15.0,14.0,16.0,14.0,16.0,21.0,,,,,,,
340528,14.0,16.0,17.0,15.0,22.0,24.0,,,,,,,
340530,20.0,18.0,16.0,14.0,16.0,15.0,,,,,,,
340531,8.0,,,,,,,,,,,,
340532,22.0,21.0,16.0,13.0,18.0,21.0,,,,,,,
340536,20.0,17.0,20.0,20.0,26.0,26.0,,,,,,,
340540,22.0,19.0,16.0,17.0,23.0,23.0,,,,,,,
340542,,,,,,,,,,23.0,20.0,19.0,22.0
340544,,,,,,,20.0,25.0,26.0,,,25.0,
340548,17.0,16.0,14.0,12.0,19.0,20.0,,,,,,,
340556,,,,,,,,,,26.0,26.0,27.0,26.0
340560,19.0,20.0,20.0,19.0,22.0,20.0,,,,,,,
340564,,,,,,,24.0,23.0,18.0,,,28.0,
340568,,,,,,,12.0,16.0,11.0,16.0,16.0,16.0,20.0
34B000,,,,,,,,,,15.0,14.0,15.0,9.0
34D000,,,,,,,,,,12.0,13.0,10.0,19.0
34F000,,,,,,,,,,,,23.0,
34G000,,,,,,,,,,,,9.0,
34H000,,,,,,,,,,16.0,16.0,19.0,18.0
350304,15.0,14.0,10.0,12.0,17.0,15.0,,,,,,,
350308,,,,,,,,,,20.0,21.0,17.0,18.0
350310,,,,,,,22.0,21.0,21.0,,,32.0,
350312,,,,,,,21.0,25.0,22.0,,,22.0,
350316,14.0,13.0,12.0,11.0,21.0,18.0,,,,,,,
350317,,,,,,,,,,15.0,14.0,13.0,16.0
350318,16.0,16.0,14.0,9.0,12.0,16.0,,,,,,,
350321,,,,,,,,,,18.0,19.0,23.0,26.0
350324,,,,,,,16.0,19.0,18.0,,,,
350330,15.0,16.0,11.0,13.0,11.0,16.0,,,,,,,
350331,17.0,12.0,13.0,11.0,17.0,17.0,,,,,,,
350332,11.0,14.0,10.0,13.0,14.0,14.0,,,,,,,
350336,,,,,,,,,,16.0,21.0,16.0,22.0
350338,,,,,,,16.0,20.0,18.0,,,16.0,
350339,17.0,10.0,12.0,12.0,16.0,16.0,,,,,,,
350340,14.0,15.0,15.0,11.0,20.0,23.0,,,,,,,
35A000,,,,,,,,,,,,11.0,
360310,,,,,,,,,,20.0,20.0,17.0,18.0
360320,,,12.0,13.0,26.0,25.0,,,,,,,
360324,26.0,,,,,,29.0,28.0,25.0,,,28.0,
360332,,,,,18.0,25.0,,,,,,,
360336,,,,,,,,,,18.0,18.0,26.0,21.0
360337,,,,,,,,,,23.0,27.0,15.0,27.0
360338,12.0,13.0,12.0,,,,,,,,,,
360339,,,,,26.0,23.0,,,,,,,
360340,13.0,11.0,6.0,10.0,22.0,18.0,,,,,,,
360344,13.0,12.0,10.0,11.0,18.0,22.0,,,,,,,
360348,16.0,14.0,18.0,7.0,15.0,19.0,,,,,,,
360352,11.0,7.0,11.0,8.0,14.0,24.0,,,,,,,
360360,,,,,,,,,,17.0,14.0,17.0,17.0
360364,19.0,21.0,20.0,9.0,,,,,,,,,
360372,18.0,,,,,,5.0,24.0,12.0,12.0,7.0,8.0,8.0
360376,16.0,9.0,6.0,7.0,20.0,22.0,,,,,,,
360378,,,,,,,,,,21.0,23.0,18.0,20.0
360380,24.0,,,,,,25.0,22.0,26.0,,,31.0,
360390,,,,,,,,,,21.0,20.0,15.0,23.0
360392,,,,,17.0,21.0,,,,,,,
360394,10.0,,,,,,,,,,,,
360396,38.0,,,,,,,,,17.0,21.0,15.0,23.0
360400,20.0,17.0,13.0,8.0,11.0,14.0,,,,,,,
360408,20.0,,,,,,17.0,24.0,19.0,,,30.0,
360418,,,,,,,,,,19.0,23.0,26.0,22.0
360420,20.0,15.0,10.0,19.0,18.0,29.0,,,,,,,
360426,25.0,,,,,,21.0,30.0,28.0,,,34.0,
360428,,,,,,,,,,17.0,18.0,21.0,19.0
360430,19.0,21.0,,,,,,,,,,,
360431,24.0,,,,,,28.0,25.0,20.0,,,24.0,
360432,,,,9.0,20.0,21.0,,,,,,,
360436,23.0,,,,,,27.0,22.0,21.0,,,21.0,
360438,11.0,15.0,9.0,7.0,15.0,13.0,,,,,,,
360440,17.0,16.0,19.0,19.0,23.0,30.0,,,,,,,
360448,7.0,12.0,9.0,9.0,25.0,21.0,,,,,,,
360456,25.0,,,,,,26.0,24.0,25.0,,,28.0,
360464,13.0,19.0,14.0,21.0,19.0,16.0,,,,,,,
360468,15.0,21.0,16.0,9.0,20.0,19.0,,,,,,,
360470,,,,,,,,,,24.0,22.0,16.0,19.0
360478,17.0,10.0,11.0,10.0,19.0,17.0,,,,,,,
360480,18.0,15.0,11.0,18.0,21.0,15.0,,,,,,,
360482,19.0,7.0,6.0,7.0,14.0,16.0,,,,,,,
360488,19.0,22.0,17.0,22.0,26.0,23.0,,,,,,,
360490,,,,,22.0,18.0,,,,,,,
360492,12.0,14.0,12.0,14.0,21.0,19.0,,,,,,,
360494,,,,,,,,,,19.0,23.0,24.0,22.0
360498,,,,,,,24.0,26.0,23.0,,,32.0,
360499,18.0,19.0,19.0,,,,,,,,,,
360500,25.0,,,,,,24.0,22.0,29.0,,,29.0,
360504,9.0,9.0,9.0,8.0,21.0,18.0,,,,,,,
360510,14.0,12.0,12.0,11.0,21.0,24.0,,,,,,,
360514,26.0,,,,,,26.0,27.0,22.0,,,30.0,
360520,,,,,17.0,15.0,,,,,,,
360526,18.0,,,,,,17.0,19.0,18.0,,,,
360550,19.0,,,,,,,,,,,6.0,
36B000,,,,,,,,,,18.0,19.0,20.0,20.0
36C000,,,,,,,,,,25.0,25.0,21.0,24.0
370304,,,,,18.0,14.0,,,,,,,
370308,,,,,,,13.0,15.0,14.0,,,17.0,
370312,,,,,,,,,,15.0,14.0,16.0,15.0
370316,,,,,16.0,15.0,,,,,,,
370324,,,,,20.0,12.0,,,,,,,
380306,,,,,15.0,21.0,19.0,,,,,,
380308,,,,,,,,,,11.0,20.0,16.0,9.0
380310,,,,,,,,13.0,14.0,,,,
390309,,,,,,,26.0,19.0,25.0,,,23.0,
390311,20.0,17.0,14.0,18.0,17.0,16.0,,,,,,,
390312,17.0,20.0,13.0,10.0,29.0,26.0,,,,,,,
390314,,,,,,,,9.0,7.0,,5.0,,
390316,16.0,14.0,20.0,13.0,26.0,18.0,,,,,,,
390320,,,,,,,27.0,14.0,28.0,,,27.0,
390321,,,,,,,,,,8.0,9.0,11.0,
