agency_code,lp_school,rlp_school,clpc_school
580356,N,N,N
580368,N,N,N
580372,Y,Y,N
580LEA,,,
58B000,N,N,N
590306,N,N,N
590310,N,N,N
590316,N,N,N
590320,N,N,N
590326,N,N,N
590328,N,N,N
590330,N,N,N
590332,N,N,N
590336,N,N,N
590340,N,N,N
590344,N,N,N
590352,N,N,N
590356,N,N,N
590393,N,N,N
590LEA,,,
600300,N,N,N
600301,Y,Y,N
600302,N,N,N
600303,Y,N,N
600305,Y,Y,N
600308,Y,Y,N
600311,Y,Y,N
600312,N,N,N
600313,N,N,N
600314,N,N,N
600316,N,N,N
600317,N,N,N
600318,N,N,N
600319,N,N,N
600322,N,N,N
600328,N,N,N
600329,N,Y,N
600333,N,N,N
600334,N,N,N
600335,N,N,N
600336,N,N,N
600338,N,N,N
600341,Y,Y,N
600344,N,N,N
600345,N,N,N
600346,N,N,N
600349,N,N,N
600351,N,N,N
600352,N,N,N
600353,N,N,N
600357,N,N,N
600361,N,N,N
600362,Y,Y,N
600364,Y,Y,N
600365,Y,Y,N
600366,Y,N,N
600367,N,N,N
600368,N,N,N
600369,N,N,N
600374,Y,Y,N
600377,N,N,N
600379,N,N,N
600381,Y,Y,N
600382,N,N,N
600383,N,N,N
600384,N,N,N
600385,N,N,N
600386,N,N,N
600392,N,N,N
600394,N,N,N
600397,N,N,N
600398,Y,N,N
600399,N,N,N
600404,N,N,N
600405,Y,Y,N
600406,N,N,N
600408,N,N,N
600409,N,N,N
600410,N,N,N
600411,N,N,N
600412,Y,Y,N
600413,N,N,N
600414,Y,Y,N
600415,N,N,N
600416,Y,Y,N
600418,Y,N,N
600420,N,N,N
600422,N,N,N
600424,N,N,N
600426,N,N,N
600428,Y,Y,N
600429,N,N,N
600431,N,N,N
600432,Y,N,N
600433,N,N,N
600434,N,N,N
600435,N,N,N
600436,N,N,N
600437,N,N,N
600438,N,N,N
600439,N,N,N
600440,N,N,N
600442,N,N,N
600443,N,N,N
600444,N,N,N
600445,N,N,N
600446,N,N,N
600447,N,N,N
600448,N,Y,N
600449,N,N,N
600450,N,N,N
600451,N,N,N
600453,N,N,N
600454,N,N,N
600455,N,N,N
600457,N,N,N
600459,Y,Y,N
600461,N,N,N
600462,N,N,N
600463,Y,N,N
600464,N,N,N
600466,N,N,N
600468,N,N,N
600471,Y,N,N
600474,Y,Y,N
600475,N,N,N
600478,Y,Y,N
600479,N,Y,N
600480,N,N,N
600481,N,N,N
600482,N,N,N
600484,N,N,N
600485,Y,Y,N
600488,N,N,N
600489,Y,Y,N
600490,N,N,N
600491,N,N,N
600492,N,N,N
600493,N,N,N
600494,N,N,N
600496,N,N,N
600497,N,N,N
600498,Y,Y,N
600499,N,N,N
600500,N,N,N
600501,N,N,N
600503,N,N,N
600507,N,N,N
600508,N,N,N
600509,N,N,N
600512,N,N,N
600513,N,N,N
600514,Y,Y,N
600515,Y,Y,N
600516,N,N,N
600517,Y,Y,N
600518,N,N,N
600519,N,Y,N
600520,Y,Y,N
600521,N,N,N
600522,N,N,N
600527,N,N,N
600530,N,N,N
600532,N,N,N
600534,N,N,N
600535,N,N,N
600537,N,N,N
600538,N,N,N
600545,Y,Y,N
600546,Y,Y,N
600549,N,N,N
600550,Y,Y,N
600553,N,N,N
600557,N,N,N
600558,N,N,N
600562,Y,Y,N
600565,Y,N,N
600566,N,N,N
600567,N,N,N
600569,N,N,N
600571,N,N,N
600574,N,N,N
600576,Y,N,N
600577,Y,N,N
600579,N,Y,N
600582,N,N,N
600583,Y,N,N
600586,N,Y,N
600587,N,N,N
600588,N,N,N
600589,Y,Y,N
600590,N,N,N
600592,Y,N,N
600593,N,N,N
600594,N,N,N
600LEA,,,
60B000,N,N,N
60D000,N,N,N
60F000,N,N,N
60G000,N,N,N
60I000,N,N,N
60J000,N,N,N
60K000,N,N,Y
60L000,Y,N,Y
60M000,N,N,N
60N000,N,N,Y
60P000,Y,N,Y
60Q000,Y,N,Y
60S000,N,N,N
60U000,N,N,N
60V000,Y,N,Y
60Y000,N,N,N
610302,N,N,N
610310,N,N,N
610320,N,N,N
610322,N,N,N
610326,N,N,N
610332,N,N,N
610334,N,N,N
610LEA,,,
61J000,N,N,N
61K000,N,N,Y
61L000,N,N,N
61M000,N,N,N
61N000,N,N,N
61P000,Y,N,N
61Q000,N,N,N
61R000,N,N,N
61S000,N,N,N
61T000,Y,N,N
61U000,Y,N,Y
61W000,N,N,N
61X000,N,N,N
620310,N,N,N
620312,N,N,N
620314,N,N,N
620316,N,N,N
620318,N,N,N
620324,N,N,N
620330,N,N,N
620334,N,N,N
620336,N,N,N
620339,Y,Y,N
620340,N,N,N
620350,N,N,N
620LEA,,,
630304,N,N,N
630308,Y,Y,N
630312,N,N,N
630316,N,N,N
630317,N,N,N
630320,Y,N,N
630324,N,N,N
630328,N,N,N
630330,N,N,N
630331,N,N,N
630332,N,N,N
630336,N,N,N
630342,N,N,N
630348,Y,Y,N
630350,Y,Y,N
630352,N,N,N
630356,N,N,N
630360,N,N,N
630364,N,N,N
630368,N,N,N
630373,N,N,N
630374,N,N,N
630376,N,N,N
630LEA,,,
63A000,N,N,N
63B000,N,N,N
63C000,N,N,N
640302,N,N,N
640304,N,N,N
640306,Y,Y,N
640308,Y,Y,N
640316,N,N,N
640320,Y,Y,N
640324,N,N,N
640326,Y,Y,N
640328,Y,Y,N
640329,Y,Y,N
640332,N,Y,N
640334,Y,Y,N
640335,Y,Y,N
640336,Y,Y,N
640340,N,N,N
640342,Y,N,N
640346,Y,Y,N
640347,N,N,N
640348,N,N,N
640350,N,N,N
640358,N,N,N
640360,N,N,N
640361,Y,N,N
640362,N,N,N
640364,N,N,N
640376,Y,Y,N
640384,N,N,N
640396,N,Y,N
640400,N,N,N
640LEA,,,
64A000,Y,N,Y
650304,N,N,N
650308,N,N,N
650309,N,N,N
650310,N,N,N
650312,Y,Y,N
650316,N,N,N
650323,N,N,N
650324,N,N,N
650325,N,N,N
650326,N,N,N
650327,N,N,N
650328,Y,Y,N
650332,N,N,N
650338,N,N,N
650339,N,N,N
650340,N,N,N
650341,N,N,N
650342,N,N,N
650343,N,N,N
650345,N,N,N
650346,N,N,N
650348,N,N,N
650350,N,N,N
650351,N,N,N
650352,N,N,N
650353,N,N,N
650354,N,N,N
650355,N,N,N
650356,N,N,N
650362,N,N,N
650364,N,N,N
650366,N,N,N
650368,N,N,N
650380,N,N,N
650384,Y,Y,N
650392,Y,Y,N
650394,N,N,N
650395,N,N,N
650400,N,N,N
650404,Y,Y,N
650408,N,N,N
650420,N,N,N
650LEA,,,
65A000,N,N,N
65B000,N,N,Y
65C000,Y,N,Y
65D000,N,N,N
65F000,N,N,N
65G000,Y,N,Y
65Z000,Y,N,N
660306,N,N,N
660308,Y,Y,N
660320,Y,Y,N
660325,Y,Y,N
660336,Y,Y,N
660360,Y,Y,N
660400,N,N,N
660LEA,,,
66A000,N,N,N
670300,N,N,N
670304,N,N,N
670308,Y,Y,N
670310,N,N,N
670312,Y,Y,N
670314,N,N,N
670318,N,N,N
670320,N,N,N
670321,N,N,N
670322,Y,N,N
670323,N,N,N
670324,N,N,N
670325,N,N,N
670329,N,N,N
670330,N,N,N
670331,N,N,N
670332,N,N,N
670333,N,N,N
670335,N,N,N
670336,N,N,N
670337,Y,N,N
670338,N,N,N
670339,N,N,N
670340,N,N,N
670341,N,N,N
670342,N,N,N
670343,N,N,N
670344,N,N,N
670345,N,N,N
670346,N,N,N
670347,N,N,N
670350,N,N,N
670351,N,N,N
670352,N,N,N
670356,N,N,N
670364,N,N,N
670LEA,,,
67B000,Y,N,Y
680304,N,N,N
680308,N,N,N
680310,N,N,N
680312,N,N,N
680316,N,N,N
680324,N,N,N
680327,N,N,N
680328,N,N,N
680329,N,N,N
680330,N,N,N
680332,N,N,N
680335,N,N,N
680336,N,N,N
680LEA,,,
681300,N,N,N
681304,N,N,N
681305,N,N,N
681308,N,N,N
681309,N,N,N
681310,N,N,N
681311,N,N,N
681312,N,N,N
681314,N,N,N
681316,N,N,N
681320,N,N,N
681322,N,N,N
681324,N,N,N
681326,N,N,N
681328,N,N,N
681330,N,N,N
681332,N,N,N
681334,N,N,N
681336,N,N,N
681338,N,N,N
681LEA,,,
68A000,N,N,N
68C000,N,N,N
690312,N,N,N
690316,N,N,N
690320,N,N,N
690324,N,N,N
690LEA,,,
69A000,N,N,N
700306,N,N,N
700308,Y,Y,N
700310,N,N,N
700314,N,N,N
700316,N,N,N
700317,N,N,N
700318,Y,Y,N
700319,Y,N,N
700320,Y,Y,N
700322,N,N,N
700324,N,N,N
700325,N,N,N
700328,N,N,N
700LEA,,,
70A000,N,N,N
710312,N,N,N
710316,N,N,N
710318,N,N,N
710320,N,N,N
710321,N,N,N
710323,N,N,N
710324,N,N,N
710326,N,N,N
710327,N,N,N
710328,N,N,N
710332,N,N,N
710342,N,N,N
710344,N,N,N
710346,N,N,N
710347,N,N,N
710348,Y,Y,N
710350,N,N,N
710352,N,N,N
710LEA,,,
720304,N,N,N
720312,N,N,N
720316,N,N,N
720320,N,N,N
720LEA,,,
730332,N,N,N
730334,N,N,N
730340,N,N,N
730344,Y,Y,N
730348,N,N,N
730350,N,N,N
730352,N,N,N
730354,N,N,N
730356,Y,Y,N
730360,N,N,N
730368,N,N,N
730LEA,,,
73A000,N,N,N
73B000,N,N,N
740302,N,N,N
740304,N,N,N
740308,N,Y,N
740309,N,N,N
740310,Y,Y,N
740320,N,N,N
740324,Y,Y,N
740330,N,Y,N
740332,N,N,N
740333,N,N,N
740334,N,N,N
740336,N,N,N
740337,N,Y,N
740338,N,N,N
740340,N,N,N
740344,N,N,N
740352,Y,Y,N
740358,N,N,N
740360,N,N,N
740362,N,N,N
740366,N,N,N
740368,Y,Y,N
740374,N,N,N
740375,Y,Y,N
740376,N,N,N
740378,N,N,N
740379,N,N,N
740380,N,N,N
740386,N,N,N
740388,N,N,N
740390,Y,Y,N
740396,N,N,N
740400,Y,Y,N
740402,N,N,N
740404,N,N,N
740406,N,N,N
740500,N,N,N
740501,N,N,N
740LEA,,,
74B000,Y,N,Y
74C000,N,N,N
74Z000,Y,N,N
750304,N,N,N
750314,N,N,N
750317,N,N,N
750318,N,N,N
750319,N,N,N
750320,N,N,N
750328,N,N,N
750LEA,,,
760304,N,N,N
760308,N,N,N
760316,N,N,N
760318,N,N,N
760320,N,N,N
760324,Y,N,N
760328,N,N,N
760329,N,N,N
760330,N,N,N
760331,N,N,N
760332,Y,Y,N
760336,N,N,N
760338,N,N,N
760339,N,N,N
760340,N,N,N
760344,N,N,N
760348,N,N,N
760352,N,N,N
760354,N,N,N
760356,N,N,N
760357,Y,Y,N
760358,N,N,N
760359,N,N,N
760360,N,N,N
760364,N,N,N
760368,N,N,N
760376,N,N,N
760378,N,N,N
760380,N,N,N
760382,Y,Y,N
760388,N,N,N
760LEA,,,
761304,N,N,N
761308,N,N,N
761312,N,N,N
761320,N,N,N
761321,N,N,N
761328,N,N,N
761332,N,N,N
761336,N,N,N
761LEA,,,
76A000,N,N,N
770310,N,N,N
770316,N,N,N
770318,N,N,N
770328,N,N,N
770340,N,N,N
770342,N,N,N
770344,N,N,N
770346,N,Y,N
770348,N,N,N
770349,N,N,N
770351,N,N,N
770360,N,N,N
770364,N,Y,N
770368,N,N,N
770370,N,N,N
770LEA,,,
780320,Y,Y,N
780322,N,N,N
780324,Y,Y,N
780325,N,N,N
780326,Y,N,N
780328,N,N,N
780329,Y,Y,N
780330,Y,Y,N
780331,N,N,N
780336,Y,Y,N
780340,N,N,N
780341,Y,Y,N
780342,N,N,N
780344,N,Y,N
780352,Y,Y,N
780356,N,N,N
780360,Y,Y,N
780364,Y,Y,N
780368,Y,Y,N
780374,Y,Y,N
780376,Y,Y,N
780384,N,Y,N
780385,N,N,N
780390,Y,Y,N
780391,N,N,N
780392,Y,Y,N
780393,Y,N,N
780394,Y,Y,N
780396,N,Y,N
780398,N,N,N
780400,Y,Y,N
780401,N,N,N
780402,Y,Y,N
780403,N,N,N
780407,N,N,N
780410,Y,Y,N
780412,Y,Y,N
780416,N,N,N
780417,Y,Y,N
780420,N,N,N
780LEA,,,
78A000,N,N,N
78B000,N,N,N
790302,N,N,N
790310,N,N,N
790314,N,N,N
790318,N,N,N
790327,N,N,N
790330,N,N,N
790344,Y,N,N
790347,N,N,N
790350,N,N,N
790354,N,N,N
790362,N,N,N
790366,N,N,N
790374,Y,Y,N
790378,N,N,N
790379,N,N,N
790380,N,N,N
790386,Y,N,N
790390,N,N,N
790392,N,N,N
790394,N,N,N
790398,N,N,N
790402,N,N,N
790LEA,,,
79A000,N,N,N
79Z000,Y,N,N
800308,N,N,N
800312,N,N,N
800314,Y,Y,N
800315,Y,Y,N
800316,Y,Y,N
800320,N,N,N
800328,Y,Y,N
800340,N,N,N
800346,Y,Y,N
800347,N,N,N
800348,N,N,N
800352,N,N,N
800356,N,N,N
800358,N,Y,N
800359,Y,Y,N
800360,Y,Y,N
800361,N,N,N
800362,Y,Y,N
800363,Y,Y,N
800364,N,N,N
800366,N,N,N
800368,N,N,N
800372,N,N,N
800373,Y,Y,N
800376,Y,Y,N
800377,Y,Y,N
800392,N,N,N
800394,N,N,N
800396,Y,Y,N
800398,Y,Y,N
800400,N,N,N
800406,N,N,N
800408,N,N,N
800410,Y,Y,N
800LEA,,,
80B000,Y,N,N
810324,N,N,N
810326,N,N,N
810328,N,N,N
810336,N,N,N
810340,N,N,N
810342,N,N,N
810344,N,N,N
810350,N,N,N
810360,N,N,N
810364,N,N,N
810370,N,N,N
810378,N,N,N
810384,N,N,N
810385,N,N,N
810386,N,N,N
810388,N,N,N
810396,N,N,N
810400,N,N,N
810LEA,,,
81A000,N,N,N
81B000,N,N,N
820312,N,N,N
820320,N,N,N
820324,N,N,N
820340,N,N,N
820346,N,N,N
820347,N,N,N
820348,N,N,N
820349,N,N,N
820350,N,N,N
820352,N,N,N
820354,N,N,N
820364,N,N,N
820370,N,N,N
820372,N,N,N
820376,N,N,N
820384,N,N,N
820385,N,N,N
820388,N,N,N
820LEA,,,
821304,N,N,N
821308,N,N,N
821316,N,N,N
821320,Y,N,N
821330,N,N,N
821LEA,,,
830304,Y,N,N
830312,Y,Y,N
830316,N,N,N
830320,Y,Y,N
830328,Y,N,N
830343,N,N,N
830348,N,N,N
830349,Y,N,N
830356,N,N,N
830360,Y,Y,N
830364,Y,Y,N
830LEA,,,
840302,N,N,N
840303,N,N,N
840304,N,N,N
840308,N,N,N
840310,Y,Y,N
840312,N,N,N
840316,N,N,N
840320,N,N,N
840324,N,N,N
840328,N,N,N
840332,N,N,N
840336,N,N,N
840342,N,N,N
840344,N,N,N
840350,N,N,N
840356,N,N,N
840358,N,N,N
840360,N,N,N
840361,N,N,N
840366,N,N,N
840368,N,N,N
840370,N,N,N
840LEA,,,
84B000,N,N,N
850304,N,N,N
850312,Y,N,N
850314,N,N,N
850316,N,N,N
850320,N,N,N
850324,N,N,N
850328,N,N,N
850332,N,N,N
850336,N,N,N
850338,N,N,N
850340,N,N,N
850342,N,N,N
850348,N,N,N
850350,N,N,N
850352,N,N,N
850354,N,N,N
850356,N,N,N
850358,N,N,N
850360,N,N,N
850LEA,,,
860302,N,N,N
860306,N,N,N
860308,N,N,N
860312,N,N,N
860316,N,N,N
860320,N,N,N
860324,N,N,N
860326,N,N,N
860330,N,N,N
860332,N,N,N
860336,N,N,N
860339,N,N,N
860340,N,N,N
860344,N,N,N
860348,N,N,N
860352,N,N,N
860354,N,N,N
860356,N,N,N
860360,N,N,N
860LEA,,,
861304,N,N,N
861308,N,N,N
861312,N,N,N
861LEA,,,
862308,N,N,N
862310,Y,N,N
862312,N,N,N
862316,N,N,N
862LEA,,,
86T000,N,N,N
870314,N,N,N
870318,N,N,N
870320,N,N,N
870324,N,N,N
870LEA,,,
87A000,N,N,N
880304,N,N,N
880308,N,N,N
880312,N,N,N
880318,N,N,N
880320,N,N,N
880324,N,N,N
880328,N,N,N
880330,N,N,N
880336,N,N,N
880LEA,,,
88A000,N,N,N
890304,N,N,N
890306,Y,Y,N
890308,Y,Y,N
890LEA,,,
900302,N,N,N
900303,N,N,N
900304,N,N,N
900305,N,N,N
900306,N,N,N
900307,N,N,N
900308,Y,Y,N
900310,N,N,N
900311,N,N,N
900312,N,N,N
900314,Y,Y,N
900316,N,N,N
900318,N,N,N
900320,N,N,N
900328,N,N,N
900332,N,N,N
900334,N,N,N
900336,N,N,N
900340,N,N,N
900341,N,N,N
900342,N,N,N
900343,N,N,N
900344,N,N,N
900346,N,N,N
900347,N,N,N
900348,N,N,N
900350,N,N,N
900351,N,N,N
900352,N,N,N
900353,N,N,N
900354,N,N,N
900356,N,N,N
900358,N,N,N
900360,N,N,N
900362,N,N,N
900363,N,N,N
900364,N,N,N
900365,N,N,N
900366,N,N,N
900367,N,N,N
900368,N,N,N
900370,N,N,N
900372,N,N,N
900376,N,N,N
900377,N,N,N
900378,N,N,N
900380,N,N,N
900384,N,N,N
900388,Y,N,N
900391,N,N,N
900392,N,N,N
900393,N,N,N
900LEA,,,
90A000,N,N,N
90B000,N,N,N
90C000,N,N,N
910304,N,N,N
910308,N,N,N
910311,N,N,N
910314,N,N,N
910316,Y,Y,N
910340,Y,Y,N
910346,Y,Y,N
910356,N,N,N
910360,Y,Y,N
910368,N,N,N
910370,Y,Y,N
910376,N,N,N
910380,N,N,N
910382,N,N,N
910384,N,N,N
910LEA,,,
91A000,N,N,N
91B000,N,N,N
920302,N,N,N
920303,N,N,N
920304,N,N,N
920306,N,N,N
920307,N,N,N
920308,N,N,N
920312,N,N,N
920315,N,N,N
920316,N,N,N
920317,N,N,N
920318,N,N,N
920320,Y,Y,N
920324,N,N,N
920325,N,N,N
920326,Y,Y,N
920327,N,N,N
920328,N,N,N
920329,Y,Y,N
920332,Y,Y,N
920334,N,N,N
920336,N,N,N
920340,N,N,N
920342,N,N,N
920344,N,N,N
920348,N,N,N
920349,N,N,N
920351,N,N,N
920352,Y,Y,N
920356,N,N,N
920358,N,N,N
920360,N,N,N
920362,N,N,N
920364,N,N,N
920368,N,N,N
920369,N,N,N
920370,Y,N,N
920376,N,N,N
920380,N,N,N
920381,N,N,N
920384,N,Y,N
920386,N,N,N
920388,N,N,N
920390,N,N,N
920391,N,N,N
920393,N,N,N
920394,Y,N,N
920396,Y,N,N
920398,N,N,N
920399,N,N,N
920400,N,N,N
920402,N,N,N
920403,Y,Y,N
920404,N,N,N
920408,Y,Y,N
920410,Y,Y,N
920411,N,N,N
920412,N,N,N
920413,Y,Y,N
920414,N,N,N
920415,N,N,N
920416,N,N,N
920417,N,N,N
920420,N,N,N
920424,N,N,N
920428,N,N,N
920436,N,N,N
920438,N,N,N
920439,N,N,N
920440,Y,Y,N
920441,N,N,N
920442,N,N,N
920443,N,N,N
920444,N,N,N
920445,N,N,N
920446,Y,Y,N
920447,N,N,N
920448,N,N,N
920449,N,N,N
920450,N,N,N
920451,N,N,N
920452,N,N,N
920453,N,N,N
920454,N,N,N
920455,N,N,N
920456,N,N,N
920457,N,N,N
920458,N,N,N
920459,N,N,N
920460,N,N,N
920464,N,N,N
920466,N,Y,N
920467,N,N,N
920468,N,N,N
920469,N,N,N
920470,N,N,N
920471,N,N,N
920472,N,N,N
920473,N,N,N
920474,Y,Y,N
920476,N,Y,N
920480,Y,N,N
920484,N,N,N
920488,N,N,N
920492,N,N,N
920494,N,N,N
920495,N,N,N
920496,Y,Y,N
920500,N,N,N
920501,N,N,N
920502,N,N,N
920504,N,N,N
920506,N,N,N
920508,N,N,N
920512,N,N,N
920514,N,N,N
920516,N,N,N
920518,N,N,N
920520,N,N,N
920521,N,N,N
920522,N,N,N
920523,N,N,N
920524,N,N,N
920525,N,N,N
920526,N,N,N
920528,N,N,N
920529,N,N,N
920530,N,N,N
920531,N,N,N
920532,N,N,N
920533,N,N,N
920536,Y,Y,N
920540,N,N,N
920542,N,N,N
920543,N,N,N
920544,N,N,N
920545,N,N,N
920546,N,N,N
920547,Y,Y,N
920548,N,N,N
920549,Y,Y,N
920550,N,N,N
920551,N,N,N
920552,N,N,N
920554,N,N,N
920556,N,N,N
920557,N,N,N
920560,N,Y,N
920561,Y,N,N
920562,N,N,N
920564,N,N,N
920568,N,N,N
920569,N,N,N
920570,Y,Y,N
920571,N,N,N
920572,N,N,N
920576,N,N,N
920580,N,N,N
920581,N,N,N
920582,N,N,N
920583,N,N,N
920584,N,N,N
920585,N,N,N
920586,N,N,N
920588,N,N,N
920592,N,N,N
920593,N,N,N
920594,N,N,N
920595,N,N,N
920596,N,N,N
920597,Y,N,N
920598,N,N,N
920599,Y,Y,N
920600,N,Y,N
920601,Y,Y,N
920604,N,N,N
920606,N,N,N
920607,N,N,N
920608,N,N,N
920614,N,N,N
920616,Y,Y,N
920618,Y,N,N
920620,N,N,N
920624,N,N,N
920626,N,N,N
920628,N,N,N
920632,Y,Y,N
920636,N,N,N
920LEA,,,
92B000,N,N,N
92D000,N,N,N
92,N,N,N
92F000,N,N,N
92G000,N,N,N
92K000,N,N,N
92L000,N,N,N
92M000,N,N,N
92N000,N,N,N
92P000,N,N,N
92Q000,Y,N,Y
92R000,N,N,N
92S000,N,N,N
92T000,N,N,N
92U000,N,N,N
92V000,N,N,N
92W000,N,N,N
92Y000,N,N,N
930330,N,N,N
930340,Y,Y,N
930344,N,N,N
930348,N,N,N
930352,Y,Y,N
930354,Y,Y,N
930360,N,N,N
930700,N,N,N
930LEA,,,
93A000,Y,N,Y
93J000,Y,N,Y
93L000,N,N,N
93M000,N,N,N
93N000,N,N,N
93P000,N,N,N
93R000,N,N,N
940306,Y,Y,N
940314,Y,Y,N
940316,N,Y,N
940328,N,N,N
940330,N,N,N
940LEA,,,
94Z000,N,N,N
950308,N,N,N
950312,N,N,N
950316,N,N,N
950320,N,N,N
950322,N,N,N
950324,N,N,N
950328,N,N,N
950332,N,N,N
950336,N,N,N
950338,N,N,N
950LEA,,,
95A000,N,N,N
960312,Y,Y,N
960314,N,Y,N
960316,Y,Y,N
960318,N,Y,N
960324,N,N,N
960326,Y,Y,N
960329,Y,Y,N
960330,N,N,N
960331,Y,Y,N
960332,N,N,N
960334,N,N,N
960335,Y,Y,N
960336,N,N,N
960338,Y,Y,N
960340,N,N,N
960344,N,N,N
960348,N,Y,N
960360,N,N,N
960370,N,N,N
960372,N,N,N
960374,N,N,N
960380,Y,Y,N
960382,N,N,N
960386,N,N,N
960387,N,N,N
960388,N,N,N
960390,N,N,N
960450,N,N,N
960454,N,N,N
960488,N,N,N
960490,N,N,N
960700,N,N,N
960LEA,,,
96C000,Y,N,Y
96F000,N,N,N
970308,N,N,N
970310,N,N,N
970312,N,N,N
970315,N,N,N
970320,N,N,N
970322,N,N,N
970337,N,N,N
970340,N,N,N
970344,N,N,N
970348,N,N,N
970352,N,N,N
970356,N,N,N
970358,N,N,N
970360,N,N,N
970368,N,N,N
970370,N,N,N
970376,N,N,N
970388,N,N,N
970389,N,N,N
970390,N,N,N
970392,N,N,N
970393,N,N,N
970LEA,,,
97D000,Y,N,Y
980306,N,N,N
980308,Y,Y,N
980317,N,N,N
980318,N,N,N
980320,N,N,N
980324,N,N,N
980336,N,N,N
980338,N,N,N
980340,N,N,N
980342,N,N,N
980344,N,Y,N
980348,N,N,N
980352,N,N,N
980356,Y,Y,N
980357,Y,Y,N
980360,N,N,N
980364,N,N,N
980380,N,N,N
980384,N,N,N
980388,N,N,N
980390,Y,Y,N
980392,N,N,N
980396,N,N,N
980397,N,N,N
980398,N,N,N
980400,N,N,N
980LEA,,,
98A000,N,N,N
98B000,N,N,N
990304,N,N,N
990308,N,N,N
990312,N,N,N
990316,N,N,N
990320,N,N,N
990321,N,N,N
990322,N,N,N
990324,N,N,N
990325,N,N,N
990326,N,N,N
990328,N,N,N
990332,N,N,N
990336,N,N,N
990340,N,N,N
990LEA,,,
995304,N,N,N
995312,N,N,N
995316,N,N,N
995320,N,N,N
995324,N,N,N
995328,N,N,N
995330,N,N,N
995336,N,N,N
995LEA,,,
