agency_code,act_per1000_all_inc2,act_per1000_am7_inc2,act_per1000_as7_inc2,act_per1000_bl7_inc2,act_per1000_eds_inc2,act_per1000_els_inc2,act_per1000_fem_inc2,act_per1000_hi7_inc2,act_per1000_male_inc2,act_per1000_mu7_inc2,act_per1000_pi7_inc2,act_per1000_swd_inc2,act_per1000_wh7_inc2,arr_per1000_all_inc2,arr_per1000_am7_inc2,arr_per1000_as7_inc2,arr_per1000_bl7_inc2,arr_per1000_eds_inc2,arr_per1000_els_inc2,arr_per1000_fem_inc2,arr_per1000_hi7_inc2,arr_per1000_male_inc2,arr_per1000_mu7_inc2,arr_per1000_pi7_inc2,arr_per1000_swd_inc2,arr_per1000_wh7_inc2,bha_per1000_all_inc2,bha_per1000_am7_inc2,bha_per1000_as7_inc2,bha_per1000_bl7_inc2,bha_per1000_eds_inc2,bha_per1000_els_inc2,bha_per1000_fem_inc2,bha_per1000_hi7_inc2,bha_per1000_male_inc2,bha_per1000_mu7_inc2,bha_per1000_pi7_inc2,bha_per1000_swd_inc2,bha_per1000_wh7_inc2,exp_per1000_all_inc2,exp_per1000_am7_inc2,exp_per1000_as7_inc2,exp_per1000_bl7_inc2,exp_per1000_eds_inc2,exp_per1000_els_inc2,exp_per1000_fem_inc2,exp_per1000_hi7_inc2,exp_per1000_male_inc2,exp_per1000_mu7_inc2,exp_per1000_pi7_inc2,exp_per1000_swd_inc2,exp_per1000_wh7_inc2,iss_per1000_all_inc2,iss_per1000_am7_inc2,iss_per1000_as7_inc2,iss_per1000_bl7_inc2,iss_per1000_eds_inc2,iss_per1000_els_inc2,iss_per1000_fem_inc2,iss_per1000_hi7_inc2,iss_per1000_male_inc2,iss_per1000_mu7_inc2,iss_per1000_pi7_inc2,iss_per1000_swd_inc2,iss_per1000_wh7_inc2,lts_per1000_all_inc2,lts_per1000_am7_inc2,lts_per1000_as7_inc2,lts_per1000_bl7_inc2,lts_per1000_eds_inc2,lts_per1000_els_inc2,lts_per1000_fem_inc2,lts_per1000_hi7_inc2,lts_per1000_male_inc2,lts_per1000_mu7_inc2,lts_per1000_pi7_inc2,lts_per1000_swd_inc2,lts_per1000_wh7_inc2,rpt_per1000_all_inc2,rpt_per1000_am7_inc2,rpt_per1000_as7_inc2,rpt_per1000_bl7_inc2,rpt_per1000_eds_inc2,rpt_per1000_els_inc2,rpt_per1000_fem_inc2,rpt_per1000_hi7_inc2,rpt_per1000_male_inc2,rpt_per1000_mu7_inc2,rpt_per1000_pi7_inc2,rpt_per1000_swd_inc2,rpt_per1000_wh7_inc2,sts_per1000_all_inc2,sts_per1000_am7_inc2,sts_per1000_as7_inc2,sts_per1000_bl7_inc2,sts_per1000_eds_inc2,sts_per1000_els_inc2,sts_per1000_fem_inc2,sts_per1000_hi7_inc2,sts_per1000_male_inc2,sts_per1000_mu7_inc2,sts_per1000_pi7_inc2,sts_per1000_swd_inc2,sts_per1000_wh7_inc2
510359,2.7548,,,0.0,7.1429,0.0,0.0,12.4224,5.2632,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.51,,,13.889,10.714,0.0,5.714,6.211,5.263,0.0,,0.0,4.31,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,245.179,,,458.333,389.286,393.939,97.143,298.137,378.947,541.6669999999998,,327.103,174.56900000000005,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.3769999999999998,,,0.0,3.571,0.0,0.0,0.0,2.632,0.0,,9.346,2.155,163.912,,,416.667,282.143,212.121,65.714,242.236,252.632,375.0,,186.916,81.89699999999998
510360,6.4620000000000015,,,0.0,10.101,0.0,3.3223,13.7931,9.6154,38.4615,,16.129,2.4272,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,33.926,,,38.462,40.404,0.0,9.967,6.897,57.692,0.0,,96.774,43.68899999999999,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,54.927,,,115.385,75.758,13.699000000000002,19.934,20.69,89.744,0.0,,129.032,67.961,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.162,,,192.308,118.687,27.397,43.18899999999999,68.96600000000001,157.05100000000004,153.846,,169.355,97.087
510364,6.7170000000000005,,,7.0922,7.8125,0.0,0.0,4.5045,13.1796,0.0,,25.641,7.8023,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.679,,,0.0,5.207999999999998,0.0,0.0,4.505,3.295,0.0,,0.0,1.3,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,37.783,,,85.10600000000002,70.313,51.282,19.197,54.054,56.01300000000001,33.333,,83.333,26.008000000000006,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53.736,,,85.10600000000002,109.375,25.641,12.216,72.072,93.904,33.333,,160.256,45.514
510368,2.649,,,0.0,4.878,0.0,2.5575,4.8544,2.4876,0.0,,7.3529,2.2272,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.325,,,9.434,2.439,0.0,0.0,0.0,2.488,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,51.65600000000001,,,226.415,68.293,58.824,28.133000000000006,24.272,69.652,90.909,,154.412,17.817,2.649,,,9.434,2.439,0.0,2.5575,4.8544,2.4876,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,101.987,,,264.151,141.463,58.824,43.478,116.505,149.254,181.818,,250.0,44.543
510372,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.249,,,0.0,4.292,0.0,0.0,6.849,10.204,,,0.0,4.566,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,13.123,,,0.0,21.459,0.0,5.025,6.849,20.408,,,41.096,18.265
510373,4.3732,,,11.6279,6.4935,,,0.0,8.2418,,,26.087,4.3764,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,10.204,,,23.256,12.987,,,11.236,19.231,,,8.696,8.753,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,20.408,,,46.512,58.442,,,78.652,38.462,,,95.652,6.565
510374,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,35.616,,,114.754,47.382,,17.595,7.633999999999999,50.633,52.632,,72.464,31.746
510376,4.902,,,0.0,8.2474,0.0,2.0121,0.0,7.3529,19.2308,,0.0,5.4645,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.98,,,0.0,2.062,0.0,0.0,0.0,1.838,19.231,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,60.784,,,137.255,86.598,137.931,22.133000000000006,87.24799999999998,93.75,173.077,,94.595,34.153,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,128.431,,,264.706,195.876,206.897,44.26600000000001,127.517,200.368,346.154,,211.712,91.53
510377,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.793,,,0.0,11.905,0.0,0.0,22.556,5.597,0.0,,16.575,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,47.486,,,111.111,67.46,27.027,24.436,7.519,70.896,186.047,,93.923,40.816,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,36.313,,,22.222,27.778,0.0,5.6389999999999985,30.075,67.164,69.767,,110.497,38.265
510378,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.085,,,0.0,0.0,0.0,0.0,0.0,2.193,0.0,,8.475,1.486,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,22.777,,,77.922,20.408,0.0,6.5360000000000005,19.608,39.474,0.0,,33.898,19.316,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,44.469,,,220.779,132.653,27.027,6.5360000000000005,78.431,83.333,66.667,,84.74600000000002,19.316
510379,7.9554,,0.0,4.1322,2.7548,0.0,4.9261,0.0,11.0935,15.873,,16.7598,10.929,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,57.279,,50.0,148.76,110.193,22.727,27.915,44.944,87.163,31.746,,122.905,34.153,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,119.332,,0.0,309.9170000000001,190.083,159.091,72.25,117.978,167.987,158.73,,329.6090000000001,60.109
510382,10.2041,,,33.3333,22.4719,,10.5263,0.0,9.901,0.0,,0.0,9.901,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,10.204,,,33.333,11.236,,0.0,18.868,19.802,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,35.714,,,133.333,56.18,,0.0,37.736,69.307,0.0,,45.455,9.901,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,163.265,,,233.333,247.191,,136.842,207.547,188.11900000000003,100.0,,90.909,128.713
510388,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.4509999999999998,,,4.739,1.916,0.0,2.915,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.2570000000000014,,,4.739,7.6629999999999985,4.2189999999999985,0.0,4.843,13.193,0.0,,6.211,34.483000000000004,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,42.09,,,113.744,49.808,12.658,23.324,7.2639999999999985,55.409,31.25,,93.168,0.0
510390,14.7601,,,11.976,12.5628,8.2645,15.5039,6.7797,14.7059,71.4286,,24.1935,56.6038,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.38,,,11.976,7.5379999999999985,8.264,7.752000000000002,3.39,7.353,0.0,,16.129,18.868,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,274.908,,,562.874,319.095,190.083,248.062,159.322,312.5,71.429,,346.774,132.075,3.69,,,0.0,2.5126,0.0,3.876,6.7797,3.6765,0.0,,8.0645,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,391.144,,,664.671,452.261,314.05,267.442,230.508,525.735,1000.0,,750.0,358.491
510396,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,94.421,,,192.593,116.216,11.299,51.724,50.542,124.031,47.619,,145.455,58.824,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,141.631,,,274.074,154.054,73.446,51.724,61.372,209.302,47.619,,181.818,215.686
510397,6.3291,,,5.2356,7.5472,14.2857,0.0,3.4364,12.4611,0.0,,16.5289,17.6991,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,42.722,,,104.712,49.057,14.286,16.234,13.746,68.536,43.478,,140.496,17.699,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,860.7589999999999,,,1785.34,947.17,814.2860000000002,493.506,477.663,1221.184,565.217,,1785.124,451.327,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,300.633,,,654.45,332.075,200.0,162.338,137.457,436.137,304.348,,586.7769999999998,159.292
510399,0.7855,,0.0,2.584,1.0741,0.0,0.0,0.0,1.4205,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.142,,0.0,7.752000000000002,3.222,0.0,0.0,1.736,5.682,0.0,,4.237,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.764,,0.0,206.718,107.411,56.995,76.923,52.083,110.795,153.846,,139.83100000000002,28.939,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,139.827,,0.0,317.829,166.488,93.264,111.46,59.028,151.989,134.615,,207.627,45.01600000000001
510402,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8079999999999999,,,0.0,1.543,0.0,1.634,0.0,0.0,0.0,,0.0,1.307,107.518,,,278.91200000000003,151.235,87.912,71.895,68.404,135.053,333.333,,170.12400000000005,75.817
510404,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,55.877,,,110.429,68.421,27.972,42.969,32.407,65.934,115.385,,97.345,8.621,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,285.164,,,619.632,331.579,83.916,175.78099999999995,97.222,377.289,423.077,,442.478,129.31,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.121,,,55.215,31.579,6.9929999999999986,11.719,9.259,32.967,38.462,,70.796,0.0
510406,7.2569,,,21.4286,13.986,0.0,1.4451,3.3445,12.3119,33.8983,,4.6729,4.3812,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,179.245,,,307.143,282.051,214.286,119.942,183.946,224.35,440.67800000000005,,341.121,133.625,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,110.305,,,271.42900000000003,198.135,59.524,62.139,96.99,149.111,508.475,,275.701,60.24100000000001
510408,1.9493,,,0.0,2.5,0.0,0.0,0.0,3.937,43.4783,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.696,,,25.0,10.0,6.944,7.605,8.23,15.748,43.478,,9.901,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,76.023,,,208.333,77.5,34.722,41.825,28.807,110.236,43.478,,138.614,46.512,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,54.581,,,91.667,55.0,27.778,22.814,32.922,86.61399999999998,130.435,,89.109,46.512
510410,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.509,,,21.277,11.99,18.692,8.945,8.929,0.0,,,5.348,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,30.658,,,99.291,50.36,18.692,16.1,26.786,45.372,,,69.51899999999999,20.26,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.919,,,14.184,19.185,9.346,0.0,13.393,19.964,,,37.433,8.683
