agency_code,act_per1000_all_inc2,act_per1000_am7_inc2,act_per1000_as7_inc2,act_per1000_bl7_inc2,act_per1000_eds_inc2,act_per1000_els_inc2,act_per1000_fem_inc2,act_per1000_hi7_inc2,act_per1000_male_inc2,act_per1000_mu7_inc2,act_per1000_pi7_inc2,act_per1000_swd_inc2,act_per1000_wh7_inc2,arr_per1000_all_inc2,arr_per1000_am7_inc2,arr_per1000_as7_inc2,arr_per1000_bl7_inc2,arr_per1000_eds_inc2,arr_per1000_els_inc2,arr_per1000_fem_inc2,arr_per1000_hi7_inc2,arr_per1000_male_inc2,arr_per1000_mu7_inc2,arr_per1000_pi7_inc2,arr_per1000_swd_inc2,arr_per1000_wh7_inc2,bha_per1000_all_inc2,bha_per1000_am7_inc2,bha_per1000_as7_inc2,bha_per1000_bl7_inc2,bha_per1000_eds_inc2,bha_per1000_els_inc2,bha_per1000_fem_inc2,bha_per1000_hi7_inc2,bha_per1000_male_inc2,bha_per1000_mu7_inc2,bha_per1000_pi7_inc2,bha_per1000_swd_inc2,bha_per1000_wh7_inc2,exp_per1000_all_inc2,exp_per1000_am7_inc2,exp_per1000_as7_inc2,exp_per1000_bl7_inc2,exp_per1000_eds_inc2,exp_per1000_els_inc2,exp_per1000_fem_inc2,exp_per1000_hi7_inc2,exp_per1000_male_inc2,exp_per1000_mu7_inc2,exp_per1000_pi7_inc2,exp_per1000_swd_inc2,exp_per1000_wh7_inc2,iss_per1000_all_inc2,iss_per1000_am7_inc2,iss_per1000_as7_inc2,iss_per1000_bl7_inc2,iss_per1000_eds_inc2,iss_per1000_els_inc2,iss_per1000_fem_inc2,iss_per1000_hi7_inc2,iss_per1000_male_inc2,iss_per1000_mu7_inc2,iss_per1000_pi7_inc2,iss_per1000_swd_inc2,iss_per1000_wh7_inc2,lts_per1000_all_inc2,lts_per1000_am7_inc2,lts_per1000_as7_inc2,lts_per1000_bl7_inc2,lts_per1000_eds_inc2,lts_per1000_els_inc2,lts_per1000_fem_inc2,lts_per1000_hi7_inc2,lts_per1000_male_inc2,lts_per1000_mu7_inc2,lts_per1000_pi7_inc2,lts_per1000_swd_inc2,lts_per1000_wh7_inc2,rpt_per1000_all_inc2,rpt_per1000_am7_inc2,rpt_per1000_as7_inc2,rpt_per1000_bl7_inc2,rpt_per1000_eds_inc2,rpt_per1000_els_inc2,rpt_per1000_fem_inc2,rpt_per1000_hi7_inc2,rpt_per1000_male_inc2,rpt_per1000_mu7_inc2,rpt_per1000_pi7_inc2,rpt_per1000_swd_inc2,rpt_per1000_wh7_inc2,sts_per1000_all_inc2,sts_per1000_am7_inc2,sts_per1000_as7_inc2,sts_per1000_bl7_inc2,sts_per1000_eds_inc2,sts_per1000_els_inc2,sts_per1000_fem_inc2,sts_per1000_hi7_inc2,sts_per1000_male_inc2,sts_per1000_mu7_inc2,sts_per1000_pi7_inc2,sts_per1000_swd_inc2,sts_per1000_wh7_inc2
330344,6.8493,,,8.8496,4.7847,0.0,0.0,0.0,12.6582,,,15.1515,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,58.219,,,57.522,43.062,83.333,37.313,64.516,75.949,,,30.303,71.429,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,917.808,,,1123.894,889.952,0.0,626.866,0.0,1164.557,,,924.242,178.571,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.849,,,8.85,4.785,0.0,0.0,0.0,12.658,,,0.0,0.0,523.9730000000002,,,615.044,516.746,250.0,246.269,129.032,759.4939999999998,,,621.212,250.0
330348,9.0909,,,16.3934,9.901,,12.1951,0.0,5.8824,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,3.03,,,5.464,4.95,,0.0,0.0,5.8820000000000014,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,66.667,,,109.29,89.109,,48.78,50.0,82.353,,,26.316,8.065,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,254.545,,,355.191,311.881,,201.22,200.0,300.0,,,500.0,120.968
330350,29.5567,,,38.3562,39.5778,0.0,24.0385,12.1951,32.7869,96.7742,,46.2963,16.6667,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.778,,,16.438,13.193,0.0,2.404,12.195,25.761,0.0,,0.0,13.889,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1500.0,,,2279.452,1986.807,1500.0,1052.885,1353.659,1826.698,1903.226,,1425.9260000000004,591.6669999999998,2.4631,,,5.4795,2.6385,0.0,0.0,0.0,4.6838,0.0,,0.0,0.0,3.695,,,5.479,2.639,0.0,2.404,0.0,4.684,32.258,,0.0,0.0,215.517,,,306.849,300.7920000000001,115.385,197.115,121.951,217.799,354.839,,277.778,116.667
330354,8.0972,,,10.6667,10.7527,0.0,3.6765,0.0,11.7647,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,495.951,,,602.6669999999998,505.376,135.135,205.882,101.695,741.176,315.789,,543.21,97.222,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,240.891,,,288.0,247.312,27.027,58.824,67.797,403.922,52.632,,456.79,83.333
330358,9.1408,,,12.5313,3.4247,0.0,0.0,0.0,16.9492,0.0,,24.0964,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.828,,,2.506,3.425,0.0,0.0,0.0,3.39,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,422.30300000000005,,,493.734,476.027,71.429,265.683,125.0,538.9830000000002,538.462,,493.976,198.113,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,305.302,,,365.915,363.014,142.857,236.162,125.0,349.153,230.769,,240.96400000000003,113.208
330360,1.7094,,,2.8409,3.69,0.0,0.0,0.0,3.2787,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.837999999999999,,,8.523,7.38,0.0,3.378,19.608,9.836,0.0,,21.277,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,328.205,,,474.432,409.594,40.0,216.216,98.039,419.672,133.333,,595.745,98.361,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.709,,,2.841,0.0,0.0,0.0,0.0,3.279,0.0,,0.0,0.0,128.205,,,187.5,169.74200000000005,40.0,67.568,58.824,180.328,0.0,,297.872,32.787
33A000,5.4825,,,5.3476,4.8701,24.3902,2.2124,10.2041,8.4567,0.0,,9.434,4.7506,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.965,,,24.064,12.987,24.39,4.425,10.204,16.913,0.0,,9.434,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,125.0,,,189.84,141.234,219.512,64.15899999999999,142.857,179.704,227.273,,226.415,57.007,1.0965,,,2.6738,1.6234,0.0,0.0,0.0,2.1142,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,157.895,,,270.053,185.065,146.341,123.894,91.837,186.047,45.455,,160.377,78.385
340308,2.3529,,,4.1322,2.5707,0.0,0.0,0.0,4.3103,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,4.706,,,8.264,5.141,0.0,0.0,0.0,8.621,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,134.118,,,181.818,118.252,33.556999999999995,82.051,47.059,176.72400000000005,,,136.364,,2.3529,,,4.1322,0.0,0.0,0.0,0.0,4.3103,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,324.706,,,442.149,298.201,33.556999999999995,164.10299999999995,135.29399999999998,456.897,,,287.879,
340311,5.9347,,0.0,0.0,7.5758,52.6316,0.0,13.245,9.4044,0.0,,35.0877,8.0972,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.978,,0.0,3.4130000000000003,0.0,0.0,0.0,0.0,3.135,0.0,,0.0,2.024,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,74.184,,54.054,133.106,132.576,52.632,44.619,59.603,90.909,97.561,,122.807,42.51,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,48.467,,0.0,58.02,71.97,210.526,18.373,39.735,65.831,97.561,,52.632,44.534
340314,4.7962,,,0.0,0.0,0.0,9.1743,0.0,0.0,105.2632,,21.978,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.592,,,18.957,13.652,0.0,0.0,0.0,18.779,0.0,,32.967,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,57.554,,,85.30799999999998,51.195,9.174,13.761,6.711,98.592,105.263,,87.912,65.217
340320,1.9048,,0.0,0.0,0.0,0.0,4.0323,0.0,0.0,0.0,,0.0,5.3476,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,38.095,,0.0,71.85600000000002,57.143,0.0,24.194000000000006,17.699,49.12300000000001,68.96600000000001,,0.0,21.39,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.905,,0.0,0.0,0.0,0.0,4.032,0.0,0.0,0.0,,0.0,5.348,188.571,,27.778,365.269,302.041,70.796,129.032,88.49600000000002,235.088,172.41400000000004,,380.952,117.647
340326,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.635,,,6.452000000000001,6.27,0.0,0.0,0.0,5.348,0.0,,0.0,2.208,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.763,,,45.161,12.539,0.0,0.0,0.0,40.107,0.0,,11.236,17.66,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,40.843,,,45.161,43.887,66.667,4.988,19.802,77.54,0.0,,78.652,48.565
340330,42.5926,,,38.5757,29.6296,52.6316,6.6667,42.5532,78.0669,95.2381,,52.0833,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.111,,,2.967,12.345999999999998,31.579,3.333,26.596,18.587,0.0,,31.25,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,359.259,,,341.246,385.185,326.316,273.333,340.426,416.357,619.048,,572.9169999999998,100.0,3.7037,,,2.9674,2.4691,10.5263,0.0,5.3191,7.4349,0.0,,10.4167,0.0,7.407,,,2.967,2.469,21.053,3.333,15.957,11.152,0.0,,0.0,0.0,361.111,,,370.92,362.963,242.105,200.0,265.957,501.859,523.81,,729.1669999999998,450.0
340332,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
340334,1.4815,,,0.0,3.3003,,0.0,0.0,2.924,34.4828,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.481,,,0.0,3.3,,0.0,0.0,2.924,0.0,,0.0,2.309,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,50.37,,,128.378,85.809,,8.876,0.0,90.643,103.448,,31.496,27.714,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,29.63,,,54.054,56.106,,14.793,50.0,43.86,34.483000000000004,,31.496,18.476
340336,10.8108,,,27.7778,13.8889,0.0,0.0,0.0,17.5439,,,5.0761,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,21.622,,,0.0,41.667,80.0,0.0,43.478,35.088,,,20.305,35.088,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.811,,,27.778,13.889,0.0,0.0,0.0,17.544,,,5.0760000000000005,0.0,172.97299999999996,,,138.889,180.556,200.0,98.592,152.174,219.298,,,162.437,87.719
340348,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.266,,0.0,0.0,0.0,0.0,0.0,0.0,2.513,0.0,,0.0,1.736,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.595,,0.0,29.851,11.696,0.0,0.0,0.0,15.075,0.0,,10.204,6.944,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,18.987,,0.0,44.776,52.632,32.258,10.0,11.364,27.638,0.0,,0.0,19.097
340350,4.2265,,0.0,7.0423,5.1370000000000005,0.0,0.0,6.4516,7.776,0.0,,7.3529,2.0877,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.7620000000000005,,0.0,7.042000000000002,8.562000000000001,21.053,7.22,16.129,6.221,0.0,,7.353,2.088,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,199.493,,76.923,429.577,335.616,210.526,64.982,138.71,311.0420000000001,526.316,,323.529,75.157,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.442,,0.0,14.085,22.26,31.579,3.61,19.355,32.659,17.544,,14.706,25.052,115.807,,76.923,158.451,191.781,178.947,41.51600000000001,112.903,177.294,175.43900000000005,,205.882,87.68299999999998
340351,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,291.48,,,301.887,239.669,62.5,103.175,45.455,452.174,,,447.36800000000005,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,224.215,,,226.415,169.421,62.5,71.429,45.455,356.522,,,500.0,
340354,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,17.544,,,37.5,13.158,,13.636,,19.512,0.0,,28.571,4.975,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,15.038,,,25.0,0.0,,9.091,,19.512,0.0,,42.857,9.95
340362,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,3.745,,,0.0,0.0,,0.0,16.667,9.174,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,3.745,,,0.0,0.0,,0.0,0.0,9.174,,,,8.333,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,11.236,,,39.216,19.608,,6.25,16.667,18.349,,,,0.0
340364,20.4559,,,26.738000000000003,30.722,32.2581,9.3677,25.2101,29.7357,28.5714,,12.0968,14.7679,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.338,,,2.674,1.536,0.0,0.0,0.0,4.405,14.286,,4.032,2.11,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,88.25200000000002,,,176.47099999999998,141.321,161.29,58.548,114.846,111.233,157.143,,177.419,34.81,2.9223,,,5.3476,4.6083,16.129,0.0,8.4034,5.5066,0.0,,0.0,0.0,22.794,,,48.128,36.866,32.258,15.222,25.21,28.634,28.571,,20.161,10.549,147.86700000000005,,,310.16,254.992,266.129,104.215,198.88,180.617,171.429,,245.968,56.962
340366,11.9205,,,22.1402,22.2222,0.0,0.0,10.7527,22.6131,0.0,,7.4627,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,508.609,,,826.568,785.185,370.37,276.657,293.907,723.618,606.061,,619.403,374.194,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.894,,,33.21,29.63,0.0,0.0,10.753,30.151,0.0,,7.462999999999999,0.0,615.894,,,1022.14,879.012,527.778,268.012,362.007,934.673,727.273,,932.836,406.452
340368,9.8232,,,18.1818,9.7324,0.0,6.8027,2.8736,11.583,0.0,,0.0,50.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.788,,,12.121,14.599,11.673,6.803,11.494000000000002,15.444,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,375.246,,,690.909,406.326,132.296,193.878,158.046,517.375,125.0,,777.778,1000.0,3.9293,,,12.1212,2.4331,0.0,3.4014,0.0,3.861,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,174.85299999999995,,,327.273,201.946,62.257,91.837,57.471,239.382,0.0,,388.889,750.0
340372,20.0946,,0.0,13.3333,16.8269,41.6667,2.3364,26.8293,37.4707,30.303,,10.4167,10.8696,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53.191,,58.824,73.333,57.692,62.5,37.383,41.463,67.916,30.303,,72.917,43.478,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,600.4730000000002,,117.647,870.0,783.654,541.6669999999998,474.299,490.244,714.2860000000002,484.848,,708.3330000000002,293.478,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.638,,0.0,10.0,7.2120000000000015,34.722,0.0,14.634,21.077,0.0,,10.417,0.0,307.329,,0.0,466.667,411.05800000000005,256.944,268.692,212.195,339.5780000000001,363.636,,416.667,206.522
340376,1.642,,,0.0,2.045,2.7322,0.0,2.2026,2.924,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.926,,,0.0,4.09,5.464,0.0,6.608,8.772,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,72.25,,,109.589,81.8,38.251,6.849,48.458,122.807,,,26.316,240.0
340380,8.1169,,,15.7233,8.9888,0.0,0.0,0.0,15.4321,0.0,,12.5,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.87,,,9.434,4.494,0.0,2.874,0.0,6.172999999999999,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,53.57100000000001,,,94.34,56.18,5.8820000000000014,37.356,3.65,61.728,0.0,,25.0,44.444,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,84.416,,,122.642,80.899,11.765,40.23,21.898000000000003,117.284,35.714,,37.5,133.333
340382,10.6534,,,22.9226,12.3916,8.2645,9.5628,6.4412,11.0497,0.0,,18.1818,7.2639,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.551,,,8.596,4.957,4.132,1.366,1.61,5.525,0.0,,12.121,2.421,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,492.898,,,621.7769999999998,634.4490000000002,677.686,345.6280000000001,529.7909999999998,609.116,542.373,,721.212,280.872,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.682,,,8.596,7.435,12.397,4.098,6.441,6.9060000000000015,0.0,,12.121,2.421,291.193,,,392.55,385.378,479.339,206.284,325.282,357.735,254.237,,436.364,135.593
340384,3.3113,,,4.7619,5.7803,4.4444,0.0,2.924,6.0976,0.0,,9.901,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.656,,,4.762,2.89,0.0,0.0,0.0,3.049,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.656,,,0.0,2.89,0.0,3.4360000000000004,2.924,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,26.49,,,52.381,46.243,13.333,10.309,14.62,39.634,0.0,,29.703000000000007,0.0
340385,51.9481,,,130.4348,21.7391,0.0,,90.9091,129.0323,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,64.935,,,217.391,36.232,0.0,,0.0,161.29,,,41.667,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,207.792,,,521.739,108.696,40.0,,181.818,290.323,,,41.667,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,2492.754,1720.0,,,,,,1833.333,
340390,4.644,,,6.1728,6.5646,3.5088,0.0,2.1142,8.7464,,,19.6078,35.7143,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.192,,,12.345999999999998,8.753,3.509,2.95,4.228,8.746,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.836,,,12.345999999999998,13.129,3.509,2.95,10.571,17.493,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,80.495,,,117.284,102.845,52.632,26.549,59.197,125.364,,,156.863,178.571
340392,8.794,,0.0,14.0187,19.8675,0.0,8.6207,12.2699,8.4388,34.4828,,0.0,2.8011,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,31.407,,0.0,46.729,69.536,111.111,20.115,67.485,37.975,0.0,,45.455,11.204,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,454.774,,129.63,1079.439,983.444,622.222,370.69,460.1230000000001,491.561,482.759,,681.818,89.63600000000002,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,87.94,,18.519,210.28,201.987,133.333,74.71300000000002,92.025,92.827,103.448,,250.0,16.807000000000002,531.4069999999998,,74.074,1247.664,1195.364,1155.556,350.575,576.687,635.021,517.241,,2045.455,120.448
340400,80.9129,,,81.9113,80.8625,95.8904,32.6531,112.069,116.9811,0.0,,250.0,26.3158,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.523,,,23.891,16.173,0.0,4.082,0.0,22.642,0.0,,25.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,70.539,,,98.976,72.77600000000002,13.699000000000002,20.408,17.241,109.434,41.667,,100.0,26.316,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,387.967,,,529.01,431.267,178.082,155.102,206.897,562.264,125.0,,612.5,65.789
340403,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.464,,0.0,12.121,5.495,0.0,7.968,0.0,3.3,37.037,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,114.754,,0.0,218.182,181.319,0.0,47.809,71.429,168.317,74.074,,206.897,88.71,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,52.823,,14.286,139.394,109.89,22.727,15.936,47.619,82.508,37.037,,155.172,8.065
340406,8.0128,,,3.8911,11.8203,0.0,8.3056,31.6742,7.6805,0.0,,7.4627,2.9762,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.019,,,31.128,21.277,0.0,6.645,9.05,16.897000000000002,0.0,,14.925,7.44,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,230.769,,,614.786,451.537,94.34,112.957,239.819,337.94199999999995,137.255,,388.06,104.167,0.8013,,,3.8911,0.0,0.0,1.6611,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,49.679,,,105.058,87.47,0.0,31.561,76.923,66.05199999999999,19.608,,82.09,25.298
