agency_code,ni_effect3,eff_effect3,he_effect3,ni_pct_effect3,eff_pct_effect3,he_pct_effect3
240388,6,37,6,0.1224489808,0.7551020384,0.1224489808
241304,11,14,4,0.3793103397,0.4827586114,0.137931034
241308,1,27,5,0.0303030312,0.8181818128,0.15151515599999998
241312,0,5,0,0.0,1.0,0.0
241316,10,21,14,0.2222222239,0.4666666687,0.3111111224
241320,4,21,13,0.1052631587,0.552631557,0.3421052694
24C000,0,1,1,0.0,0.5,0.5
24N000,2,16,16,0.0588235296,0.470588237,0.470588237
250304,2,21,8,0.0645161271,0.6774193645000001,0.2580645084
250306,5,19,3,0.1851851791,0.7037037015000001,0.1111111119
250308,4,16,8,0.1428571492,0.571428597,0.2857142985
250312,7,24,9,0.174999997,0.6000000238000001,0.224999994
250314,3,4,2,0.3333333433,0.4444444478,0.2222222239
250316,4,23,5,0.125,0.71875,0.15625
250320,5,25,6,0.1388888955,0.694444418,0.1666666716
250321,2,5,1,0.25,0.625,0.125
250324,13,13,8,0.3823529482,0.3823529482,0.2352941185
250328,6,10,4,0.30000001190000003,0.5,0.200000003
250332,16,30,3,0.3265306056,0.612244904,0.0612244904
250336,1,15,10,0.0384615399,0.5769230723,0.3846153915
250340,17,33,10,0.2833333313,0.5500000119,0.1666666716
250344,7,10,4,0.3333333433,0.4761904776,0.190476194
250348,6,19,1,0.2307692319,0.7307692170000001,0.0384615399
250350,5,16,7,0.1785714328,0.571428597,0.25
250356,21,52,22,0.22105263170000006,0.5473684072,0.2315789461
250360,4,22,2,0.1428571492,0.7857142687,0.0714285746
250362,1,18,1,0.050000000700000005,0.8999999762,0.050000000700000005
250364,4,22,4,0.1333333403,0.7333333492,0.1333333403
250368,8,17,2,0.2962962985,0.629629612,0.0740740746
250372,27,30,2,0.4576271176,0.5084745884,0.0338983051
250376,12,23,12,0.2553191483,0.4893617034,0.2553191483
250378,1,16,6,0.0434782617,0.6956521869,0.2608695626
250380,2,33,5,0.050000000700000005,0.8249999881,0.125
260302,2,12,5,0.1052631587,0.6315789223,0.2631579041
260306,0,26,6,0.0,0.8125,0.1875
260308,0,9,4,0.0,0.6923077106000001,0.3076923192
260310,3,21,11,0.08571428810000001,0.6000000238000001,0.3142857254
260312,0,3,5,0.0,0.375,0.625
260316,2,8,3,0.1538461596,0.6153846383,0.2307692319
260318,5,48,43,0.0520833321,0.5,0.4479166567
260320,3,28,8,0.0769230798,0.7179487348,0.2051282078
260321,19,13,10,0.4523809552000001,0.3095238209,0.2380952388
260322,14,45,21,0.174999997,0.5625,0.2624999881
260325,13,33,35,0.1604938209,0.407407403,0.4320987761
260326,3,28,14,0.06666667009999999,0.6222222447,0.3111111224
260332,4,13,9,0.1538461596,0.5,0.34615385530000004
260336,11,15,5,0.3548386991,0.4838709533,0.1612903178
260338,11,31,5,0.2340425551,0.6595744491,0.1063829809
260340,5,29,1,0.1428571492,0.8285714388,0.0285714287
260342,7,22,5,0.2058823556,0.6470588446,0.1470588297
260344,3,13,4,0.150000006,0.6499999761999999,0.200000003
260347,1,4,8,0.0769230798,0.3076923192,0.6153846383
260348,6,33,3,0.1428571492,0.7857142687,0.0714285746
260352,4,18,4,0.1538461596,0.6923077106000001,0.1538461596
260354,0,6,7,0.0,0.4615384638,0.5384615660000001
260356,0,7,14,0.0,0.3333333433,0.6666666864999999
260357,10,26,39,0.1333333403,0.3466666639,0.5199999809
260358,12,19,5,0.3333333433,0.527777791,0.1388888955
260359,6,35,13,0.1111111119,0.6481481194,0.2407407463
260361,5,15,2,0.227272734,0.6818181872,0.0909090936
260362,7,25,27,0.1186440662,0.4237288237,0.4576271176
260363,0,12,9,0.0,0.571428597,0.4285714328
260364,6,33,9,0.125,0.6875,0.1875
260365,7,25,13,0.1555555612,0.555555582,0.2888889015
260366,4,33,14,0.07843137530000001,0.6470588446,0.2745098174
260367,2,31,15,0.0416666679,0.6458333135000001,0.3125
260368,7,20,12,0.1794871837,0.5128205418999999,0.3076923192
260369,4,32,22,0.068965517,0.5517241359,0.3793103397
260370,10,28,10,0.2083333284,0.5833333135000001,0.2083333284
260371,1,15,9,0.0399999991,0.6000000238000001,0.3600000143
260372,10,24,7,0.2439024448,0.5853658319,0.1707317084
260373,5,35,18,0.0862068981,0.6034482718,0.3103448153
260374,2,7,0,0.2222222239,0.7777777909999999,0.0
260375,0,22,7,0.0,0.7586206794,0.2413793057
260380,4,20,2,0.1538461596,0.7692307829999999,0.0769230798
260382,4,17,10,0.1290322542,0.5483871102000001,0.3225806355
260383,25,21,17,0.396825403,0.3333333433,0.2698412836
260386,4,13,8,0.1599999964,0.5199999809,0.3199999928
260388,1,9,10,0.050000000700000005,0.4499999881,0.5
260396,6,19,9,0.1764705926,0.5588235259000001,0.26470589640000003
260397,9,34,14,0.1578947306,0.5964912176,0.24561403690000005
260398,1,27,13,0.024390243,0.658536613,0.3170731664
260400,3,17,13,0.0909090936,0.5151515007,0.3939394057
260401,4,27,6,0.1081081107,0.729729712,0.1621621549
260402,2,24,1,0.0740740746,0.8888888954999999,0.0370370373
260403,4,40,10,0.0740740746,0.7407407165000001,0.1851851791
260404,3,22,10,0.08571428810000001,0.6285714507,0.2857142985
260405,1,14,4,0.0526315793,0.7368420959,0.2105263174
260406,9,33,7,0.1836734712,0.6734693646,0.1428571492
260407,7,26,14,0.1489361674,0.553191483,0.2978723347
260408,15,35,37,0.1724137962,0.4022988379,0.4252873659000001
260410,3,23,4,0.1000000015,0.7666666508,0.1333333403
260411,1,12,13,0.0384615399,0.4615384638,0.5
260412,1,8,6,0.06666667009999999,0.5333333611,0.400000006
260413,2,9,5,0.125,0.5625,0.3125
260414,9,28,7,0.2045454532,0.6363636254999999,0.1590909064
260415,8,24,11,0.1860465109,0.5581395626,0.2558139563
260416,3,9,10,0.1363636404,0.4090909064,0.4545454681
260417,0,25,3,0.0,0.8928571343,0.1071428582
260418,3,18,9,0.1000000015,0.6000000238000001,0.30000001190000003
260419,1,6,5,0.0833333358,0.5,0.4166666567
260424,25,54,8,0.287356317,0.6206896304999999,0.0919540226
260425,5,29,8,0.1190476194,0.6904761790999999,0.190476194
260426,5,23,1,0.1724137962,0.7931034565,0.0344827585
260427,11,62,19,0.1195652187,0.6739130616,0.2065217346
260428,7,21,5,0.2121212184,0.6363636254999999,0.15151515599999998
260430,1,17,5,0.0434782617,0.7391304374,0.2173912972
260432,3,5,6,0.2142857164,0.3571428657,0.4285714328
260434,7,35,11,0.1320754737,0.6603773832000001,0.2075471729
260440,2,15,6,0.0869565234,0.6521739364,0.2608695626
260444,5,14,0,0.2631579041,0.7368420959,0.0
260446,24,22,15,0.3934426308,0.360655725,0.2459016442
260448,5,21,9,0.1428571492,0.6000000238000001,0.2571428716
260449,5,7,5,0.2941176593,0.4117647111,0.2941176593
260450,2,16,12,0.06666667009999999,0.5333333611,0.400000006
260452,8,21,9,0.2105263174,0.552631557,0.2368421108
260454,7,27,12,0.1521739066,0.586956501,0.2608695626
260455,14,46,12,0.1944444478,0.6388888954999999,0.1666666716
260459,3,16,12,0.0967741907,0.5161290169,0.3870967627
260700,0,3,10,0.0,0.2307692319,0.7692307829999999
26C000,7,24,2,0.2121212184,0.7272727489,0.0606060624
270304,1,13,1,0.06666667009999999,0.8666666745999999,0.06666667009999999
270306,7,35,11,0.1320754737,0.6603773832000001,0.2075471729
270308,5,18,3,0.1923076957,0.6923077106000001,0.115384616
270309,3,15,2,0.150000006,0.75,0.1000000015
270310,7,14,11,0.21875,0.4375,0.34375
270311,0,8,2,0.0,0.8000000119,0.200000003
270312,1,7,0,0.125,0.875,0.0
270316,4,19,8,0.1290322542,0.6129032373,0.2580645084
270318,4,19,13,0.1111111119,0.527777791,0.3611111045000001
270320,3,12,6,0.1428571492,0.571428597,0.2857142985
27A000,0,2,2,0.0,0.5,0.5
280302,0,18,5,0.0,0.7826086879,0.2173912972
280304,3,16,14,0.0909090936,0.4848484993,0.4242424369
280306,0,3,1,0.0,0.75,0.25
280308,1,19,11,0.0322580636,0.6129032373,0.3548386991
280310,2,24,16,0.0476190485,0.571428597,0.380952388
280312,0,28,23,0.0,0.5490196347,0.4509803951
280316,3,24,12,0.0769230798,0.6153846383,0.3076923192
280320,3,17,13,0.0909090936,0.5151515007,0.3939394057
280324,0,15,11,0.0,0.5769230723,0.4230769277000001
280328,15,24,6,0.3333333433,0.5333333611,0.1333333403
280330,2,28,28,0.0344827585,0.4827586114,0.4827586114
290302,1,14,4,0.0526315793,0.7368420959,0.2105263174
290306,1,19,6,0.0384615399,0.7307692170000001,0.2307692319
290307,5,10,6,0.2380952388,0.4761904776,0.2857142985
290308,4,49,4,0.0701754391,0.8596491218000001,0.0701754391
290309,6,34,7,0.1276595742,0.7234042287000001,0.1489361674
290310,0,3,7,0.0,0.30000001190000003,0.6999999881
290312,1,19,5,0.0399999991,0.7599999905,0.200000003
290314,2,6,2,0.200000003,0.6000000238000001,0.200000003
290315,0,4,0,0.0,1.0,0.0
290316,2,16,16,0.0588235296,0.470588237,0.470588237
290320,3,13,5,0.1428571492,0.6190476418,0.2380952388
290322,5,26,8,0.1282051355,0.6666666864999999,0.2051282078
290324,5,39,3,0.1063829809,0.8297872543000001,0.0638297871
290328,5,20,5,0.1666666716,0.6666666864999999,0.1666666716
290330,1,23,4,0.0357142873,0.821428597,0.1428571492
290332,1,19,12,0.03125,0.59375,0.375
290333,2,18,7,0.0740740746,0.6666666864999999,0.2592592537
290334,2,33,7,0.0476190485,0.7857142687,0.1666666716
290336,9,26,23,0.1551724076,0.4482758641,0.3965517282
290344,1,27,3,0.0322580636,0.8709677458,0.0967741907
290348,2,45,20,0.0298507456,0.671641767,0.298507452
290349,1,30,14,0.0222222228,0.6666666864999999,0.3111111224
290350,2,31,10,0.0465116277,0.7209302187000001,0.2325581461
290351,1,17,24,0.023809524300000003,0.4047619104,0.571428597
290352,1,25,3,0.0344827585,0.8620689511,0.1034482792
290356,4,10,8,0.1818181872,0.4545454681,0.3636363745
290364,0,13,6,0.0,0.6842105389,0.3157894611
290365,5,18,4,0.1851851791,0.6666666864999999,0.1481481493
290366,2,29,9,0.050000000700000005,0.7250000238,0.224999994
290367,1,12,9,0.0454545468,0.5454545617000001,0.4090909064
290375,1,19,6,0.0384615399,0.7307692170000001,0.2307692319
290376,0,32,5,0.0,0.8648648858,0.1351351291
290380,5,24,14,0.1162790731,0.5581395626,0.3255814016
290384,4,25,4,0.1212121248,0.7575757504,0.1212121248
290388,19,19,8,0.4130434692,0.4130434692,0.17391304670000002
290389,3,9,2,0.2142857164,0.6428571343,0.1428571492
291000,0,1,0,0.0,1.0,0.0
291308,2,20,6,0.0714285746,0.7142857313,0.2142857164
291332,5,28,9,0.1190476194,0.6666666864999999,0.2142857164
291336,10,31,13,0.1851851791,0.5740740895,0.2407407463
291340,1,16,7,0.0416666679,0.6666666864999999,0.2916666567
291348,0,19,7,0.0,0.7307692170000001,0.26923078300000003
291350,0,2,2,0.0,0.5,0.5
291352,8,17,7,0.25,0.53125,0.21875
292316,10,14,4,0.3571428657,0.5,0.1428571492
292318,2,49,5,0.0357142873,0.875,0.0892857164
292320,8,23,1,0.25,0.71875,0.03125
292324,11,26,3,0.275000006,0.6499999761999999,0.075000003
295000,0,1,0,0.0,1.0,0.0
298202,0,7,8,0.0,0.4666666687,0.5333333611
298203,0,1,6,0.0,0.1428571492,0.8571428657
299000,1,31,60,0.0108695654,0.3369565308,0.6521739364
300306,0,0,5,0.0,0.0,1.0
300308,3,20,8,0.0967741907,0.6451612711,0.2580645084
300310,1,17,5,0.0434782617,0.7391304374,0.2173912972
300312,12,67,24,0.1165048555,0.650485456,0.2330097109
300314,1,4,0,0.200000003,0.8000000119,0.0
300320,3,30,6,0.0769230798,0.7692307829999999,0.1538461596
300325,1,21,12,0.0294117648,0.6176470518,0.3529411852
300326,2,26,4,0.0625,0.8125,0.125
300328,2,21,7,0.06666667009999999,0.6999999881,0.2333333343
300330,4,31,5,0.1000000015,0.7749999762,0.125
300336,3,19,8,0.1000000015,0.6333333254,0.2666666806
300337,0,35,1,0.0,0.972222209,0.027777778
310304,8,42,6,0.1428571492,0.75,0.1071428582
310308,3,35,17,0.0545454547,0.6363636254999999,0.3090909123
310330,4,22,11,0.1081081107,0.5945945978,0.2972972989
310336,5,34,19,0.0862068981,0.5862069129999999,0.3275862038
310338,0,7,1,0.0,0.875,0.125
310344,8,32,14,0.1481481493,0.592592597,0.2592592537
310352,6,21,8,0.1714285761,0.6000000238000001,0.2285714298
310356,6,19,21,0.1304347813,0.4130434692,0.4565217495
310360,3,27,12,0.0714285746,0.6428571343,0.2857142985
310364,5,20,9,0.1470588297,0.5882353187,0.26470589640000003
310384,4,45,19,0.0588235296,0.6617646813,0.27941176300000004
310388,10,43,14,0.149253726,0.6417910457,0.2089552283
310392,8,23,6,0.2162162215,0.6216216086999999,0.1621621549
320304,15,30,0,0.3333333433,0.6666666864999999,0.0
320306,1,34,4,0.025641026,0.8717948794,0.1025641039
320308,1,17,12,0.0333333351,0.5666666627,0.400000006
320309,1,4,9,0.0714285746,0.2857142985,0.6428571343
320310,3,25,9,0.0810810775,0.6756756902,0.2432432473
320312,10,59,41,0.0909090936,0.5363636613,0.3727272749
320313,0,22,12,0.0,0.6470588446,0.3529411852
320314,1,30,5,0.027777778,0.8333333135,0.1388888955
320315,1,24,7,0.03125,0.75,0.21875
320316,7,36,11,0.1296296269,0.6666666864999999,0.2037037015
320317,0,9,15,0.0,0.375,0.625
320318,2,26,7,0.0571428575,0.7428571582,0.200000003
320319,12,40,7,0.2033898234,0.6779661179,0.1186440662
320320,16,25,2,0.3720930219,0.5813953279999999,0.0465116277
320322,6,11,1,0.3333333433,0.6111111045000001,0.055555556
320323,4,42,65,0.0360360369,0.3783783913,0.5855855942
320324,5,23,9,0.1351351291,0.6216216086999999,0.2432432473
320325,8,65,19,0.0869565234,0.7065217495,0.2065217346
320327,2,25,9,0.055555556,0.694444418,0.25
320328,6,37,8,0.1176470593,0.7254902124,0.15686275060000002
320329,0,1,1,0.0,0.5,0.5
320332,3,39,18,0.050000000700000005,0.6499999761999999,0.30000001190000003
320336,0,0,16,0.0,0.0,1.0
320338,6,20,4,0.200000003,0.6666666864999999,0.1333333403
320339,0,24,6,0.0,0.8000000119,0.200000003
320340,3,16,16,0.08571428810000001,0.4571428597,0.4571428597
320341,4,11,1,0.25,0.6875,0.0625
320342,1,13,11,0.0399999991,0.5199999809,0.4399999976
320343,5,23,4,0.15625,0.71875,0.125
320344,10,9,0,0.5263158083,0.4736842215,0.0
320346,8,30,4,0.190476194,0.7142857313,0.095238097
320347,1,8,6,0.06666667009999999,0.5333333611,0.400000006
320348,5,15,6,0.1923076957,0.5769230723,0.2307692319
320352,3,39,9,0.0588235296,0.7647058964,0.1764705926
320353,0,2,5,0.0,0.2857142985,0.7142857313
320354,1,14,5,0.050000000700000005,0.6999999881,0.25
320355,10,43,3,0.1785714328,0.7678571343,0.0535714291
320356,7,52,12,0.0985915512,0.7323943377,0.16901408140000002
320360,3,27,15,0.06666667009999999,0.6000000238000001,0.3333333433
320362,14,22,3,0.3589743674,0.5641025901,0.0769230798
320363,2,19,14,0.0571428575,0.5428571701,0.400000006
320364,3,33,14,0.0599999987,0.6600000262,0.2800000012
320365,15,57,35,0.1401869208,0.5327102542000001,0.32710281010000003
320366,6,34,11,0.1176470593,0.6666666864999999,0.2156862766
320367,1,6,7,0.0714285746,0.4285714328,0.5
320368,6,34,33,0.0821917802,0.4657534361,0.4520547986
320369,6,21,17,0.1363636404,0.4772727191,0.3863636255
320370,5,26,14,0.1111111119,0.5777778029,0.3111111224
320372,4,29,15,0.0833333358,0.6041666864999999,0.3125
320374,5,17,4,0.1923076957,0.6538461447,0.1538461596
320376,3,37,5,0.06666667009999999,0.8222222328000001,0.1111111119
320388,0,3,0,0.0,1.0,0.0
320400,4,26,0,0.1333333403,0.8666666745999999,0.0
320701,3,12,2,0.1764705926,0.7058823705,0.1176470593
32D000,2,6,0,0.25,0.75,0.0
32L000,12,37,51,0.1199999973,0.3700000048,0.5099999905
32P000,0,3,0,0.0,1.0,0.0
32R000,3,23,7,0.0909090936,0.6969696879,0.2121212184
330304,2,40,3,0.0444444455,0.8888888954999999,0.06666667009999999
330308,0,33,8,0.0,0.804878056,0.195121944
330312,1,15,4,0.050000000700000005,0.75,0.200000003
330326,0,2,8,0.0,0.200000003,0.8000000119
330328,4,9,9,0.1818181872,0.4090909064,0.4090909064
330332,3,4,3,0.30000001190000003,0.400000006,0.30000001190000003
330334,3,12,2,0.1764705926,0.7058823705,0.1176470593
330340,4,9,8,0.190476194,0.4285714328,0.380952388
330344,2,11,5,0.1111111119,0.6111111045000001,0.277777791
330348,1,12,9,0.0454545468,0.5454545617000001,0.4090909064
330350,19,22,4,0.4222222269,0.4888888896,0.088888891
330354,8,24,2,0.2352941185,0.7058823705,0.0588235296
330358,10,16,13,0.2564102709,0.4102564156,0.3333333433
330360,3,36,1,0.075000003,0.8999999762,0.0250000004
33A000,1,19,4,0.0416666679,0.7916666865,0.1666666716
340308,8,22,3,0.2424242496,0.6666666864999999,0.0909090936
340311,3,52,6,0.0491803288,0.8524590135,0.0983606577
340314,3,27,7,0.0810810775,0.729729712,0.1891891956
340320,6,26,1,0.1818181872,0.7878788114,0.0303030312
340326,3,33,8,0.06818182019999999,0.75,0.1818181872
340330,9,29,5,0.2093023211,0.6744186282,0.1162790731
340332,2,38,20,0.0333333351,0.6333333254,0.3333333433
340334,2,30,9,0.048780486,0.7317073345,0.21951219440000005
340336,0,10,18,0.0,0.3571428657,0.6428571343
340344,1,4,5,0.1000000015,0.400000006,0.5
340348,2,33,11,0.0434782617,0.7173913121,0.2391304374
340350,2,47,15,0.03125,0.734375,0.234375
340351,3,12,2,0.1764705926,0.7058823705,0.1176470593
340354,3,19,11,0.0909090936,0.5757575631,0.3333333433
340362,2,6,1,0.2222222239,0.6666666864999999,0.1111111119
340364,14,83,8,0.1333333403,0.790476203,0.0761904791
340366,4,40,3,0.08510638029999999,0.8510638475,0.0638297871
340368,4,33,6,0.0930232555,0.7674418688,0.1395348907
340372,4,38,10,0.0769230798,0.7307692170000001,0.1923076957
340376,4,34,0,0.1052631587,0.8947368264,0.0
340380,9,32,1,0.2142857164,0.7619047761,0.023809524300000003
340382,14,54,15,0.1686746925,0.6506024003,0.1807228923
340384,2,37,3,0.0476190485,0.8809523582,0.0714285746
340385,1,16,0,0.0588235296,0.9411764741,0.0
340390,3,37,0,0.075000003,0.9250000119,0.0
340392,7,29,10,0.1521739066,0.6304348111,0.2173912972
340400,9,27,0,0.25,0.75,0.0
340403,0,30,5,0.0,0.8571428657,0.1428571492
340406,3,43,29,0.0399999991,0.573333323,0.3866666555
340416,1,38,15,0.0185185187,0.7037037015000001,0.277777791
340420,2,26,14,0.0476190485,0.6190476418,0.3333333433
340424,1,19,1,0.0476190485,0.9047619104,0.0476190485
340426,4,48,2,0.0740740746,0.8888888954999999,0.0370370373
340427,0,14,5,0.0,0.7368420959,0.2631579041
340428,9,34,0,0.2093023211,0.7906976938,0.0
340430,8,28,3,0.2051282078,0.7179487348,0.0769230798
340432,4,18,11,0.1212121248,0.5454545617000001,0.3333333433
340436,2,14,4,0.1000000015,0.6999999881,0.200000003
340440,3,21,25,0.0612244904,0.4285714328,0.5102040768
340442,4,44,22,0.0571428575,0.6285714507,0.3142857254
340446,1,5,0,0.1666666716,0.8333333135,0.0
340448,3,43,0,0.0652173907,0.9347826242,0.0
340452,5,26,1,0.15625,0.8125,0.03125
340453,7,28,2,0.1891891956,0.7567567825,0.0540540554
340454,11,44,29,0.130952388,0.5238095522,0.3452380896
340457,1,45,3,0.0204081628,0.9183673263,0.0612244904
340460,20,40,3,0.3174603283,0.6349206567,0.0476190485
340462,1,32,2,0.0285714287,0.9142857194,0.0571428575
340464,8,44,7,0.1355932206,0.7457627058,0.1186440662
340472,0,26,5,0.0,0.8387096524,0.1612903178
340476,7,38,0,0.1555555612,0.8444444537000001,0.0
340480,9,27,12,0.1875,0.5625,0.25
340486,12,58,12,0.146341458,0.7073170543,0.146341458
340488,6,22,6,0.1764705926,0.6470588446,0.1764705926
340490,5,21,1,0.1851851791,0.7777777909999999,0.0370370373
340492,15,19,1,0.4285714328,0.5428571701,0.0285714287
340494,0,33,7,0.0,0.8249999881,0.174999997
340495,5,64,35,0.0480769239,0.6153846383,0.3365384638
340496,15,54,28,0.1546391696,0.5567010045,0.2886597812
340504,3,37,7,0.0638297871,0.7872340679000001,0.1489361674
340508,1,30,14,0.0222222228,0.6666666864999999,0.3111111224
340512,0,30,17,0.0,0.6382978559,0.3617021143
340514,6,38,1,0.1333333403,0.8444444537000001,0.0222222228
340516,3,56,2,0.0491803288,0.9180327654,0.0327868834
340520,2,31,8,0.048780486,0.7560975552,0.195121944
340528,4,36,0,0.1000000015,0.8999999762,0.0
340530,3,33,10,0.0652173907,0.7173913121,0.2173912972
340531,0,13,3,0.0,0.8125,0.1875
340532,4,36,0,0.1000000015,0.8999999762,0.0
340536,4,34,14,0.0769230798,0.6538461447,0.26923078300000003
340540,3,35,10,0.0625,0.7291666865,0.2083333284
340542,10,27,7,0.227272734,0.6136363745000001,0.1590909064
340544,3,41,4,0.0625,0.8541666865,0.0833333358
340548,6,38,8,0.115384616,0.7307692170000001,0.1538461596
340556,6,83,32,0.0495867766,0.6859503984,0.2644627988
340560,2,23,12,0.0540540554,0.6216216086999999,0.3243243098
340564,2,37,3,0.0476190485,0.8809523582,0.0714285746
340568,6,23,5,0.1764705926,0.6764705777,0.1470588297
34B000,3,20,9,0.09375,0.625,0.28125
34D000,0,4,0,0.0,1.0,0.0
34F000,0,1,0,0.0,1.0,0.0
34H000,1,24,17,0.023809524300000003,0.571428597,0.4047619104
350304,1,28,9,0.0263157897,0.7368420959,0.2368421108
350308,6,35,10,0.1176470593,0.6862745284999999,0.1960784346
350310,11,21,1,0.3333333433,0.6363636254999999,0.0303030312
350312,11,16,9,0.3055555522,0.4444444478,0.25
350316,4,24,5,0.1212121248,0.7272727489,0.15151515599999998
350317,2,3,1,0.3333333433,0.5,0.1666666716
350318,3,19,4,0.115384616,0.7307692170000001,0.1538461596
350321,14,25,12,0.2745098174,0.490196079,0.2352941185
350324,2,10,3,0.1333333403,0.6666666864999999,0.200000003
350330,2,17,2,0.095238097,0.8095238209000001,0.095238097
350331,0,17,12,0.0,0.5862069129999999,0.4137931168
350332,8,20,0,0.2857142985,0.7142857313,0.0
350336,9,23,9,0.21951219440000005,0.5609756112,0.21951219440000005
350338,6,20,4,0.200000003,0.6666666864999999,0.1333333403
350339,2,9,2,0.1538461596,0.6923077106000001,0.1538461596
350340,4,22,0,0.1538461596,0.8461538553,0.0
35A000,2,7,4,0.1538461596,0.5384615660000001,0.3076923192
360310,8,56,15,0.1012658253,0.708860755,0.1898734123
360320,2,23,13,0.0526315793,0.6052631736,0.3421052694
360324,8,21,8,0.2162162215,0.5675675869,0.2162162215
360332,3,19,2,0.125,0.7916666865,0.0833333358
360336,7,16,11,0.2058823556,0.470588237,0.3235294223
360337,0,4,6,0.0,0.400000006,0.6000000238000001
360338,3,19,9,0.0967741907,0.6129032373,0.290322572
360339,3,5,2,0.30000001190000003,0.5,0.200000003
360340,2,26,4,0.0625,0.8125,0.125
360344,4,30,9,0.0930232555,0.6976743937000001,0.2093023211
360348,0,17,7,0.0,0.7083333135,0.2916666567
360352,0,16,14,0.0,0.5333333611,0.4666666687
360360,1,17,17,0.0285714287,0.4857142866,0.4857142866
360364,2,14,8,0.0833333358,0.5833333135000001,0.3333333433
360372,9,11,1,0.4285714328,0.5238095522,0.0476190485
360376,2,17,9,0.0714285746,0.6071428657,0.3214285672
360378,7,21,32,0.1166666672,0.349999994,0.5333333611
360380,3,23,17,0.06976744530000001,0.5348837376,0.3953488469
360390,8,28,20,0.1428571492,0.5,0.3571428657
360392,0,19,6,0.0,0.7599999905,0.2399999946
360394,1,13,10,0.0416666679,0.5416666864999999,0.4166666567
360396,3,41,15,0.0508474559,0.694915235,0.2542372942
360400,2,25,12,0.051282052,0.6410256624,0.3076923192
360408,6,18,6,0.200000003,0.6000000238000001,0.200000003
360418,0,10,27,0.0,0.2702702582,0.729729712
360420,0,14,12,0.0,0.5384615660000001,0.4615384638
360426,5,26,12,0.1162790731,0.6046511531000001,0.2790697813
360428,11,52,8,0.1549295783,0.7323943377,0.1126760542
360430,0,13,6,0.0,0.6842105389,0.3157894611
360431,7,10,9,0.26923078300000003,0.3846153915,0.34615385530000004
360432,3,15,3,0.1428571492,0.7142857313,0.1428571492
360436,5,17,11,0.15151515599999998,0.5151515007,0.3333333433
360438,2,23,9,0.0588235296,0.6764705777,0.26470589640000003
360440,5,21,5,0.1612903178,0.6774193645000001,0.1612903178
360448,0,9,6,0.0,0.6000000238000001,0.400000006
360456,7,19,11,0.1891891956,0.5135135055,0.2972972989
360464,2,16,11,0.068965517,0.5517241359,0.3793103397
360468,1,19,10,0.0333333351,0.6333333254,0.3333333433
360470,16,37,12,0.2461538464,0.5692307949000001,0.1846153885
360478,2,26,2,0.06666667009999999,0.8666666745999999,0.06666667009999999
360480,11,34,12,0.1929824501,0.5964912176,0.2105263174
360482,3,25,10,0.0789473653,0.6578947306,0.2631579041
360484,0,0,1,0.0,0.0,1.0
360488,0,17,8,0.0,0.6800000072,0.3199999928
360490,3,28,7,0.0789473653,0.7368420959,0.184210524
360492,11,25,5,0.2682926953,0.6097561121,0.1219512224
360494,2,22,34,0.0344827585,0.3793103397,0.5862069129999999
360498,3,24,19,0.0652173907,0.5217391253,0.4130434692
360499,0,17,15,0.0,0.53125,0.46875
360500,3,23,11,0.0810810775,0.6216216086999999,0.2972972989
360504,2,20,8,0.06666667009999999,0.6666666864999999,0.2666666806
360510,2,22,9,0.0606060624,0.6666666864999999,0.2727272809
360514,4,23,12,0.1025641039,0.5897436142,0.3076923192
360520,12,25,0,0.3243243098,0.6756756902,0.0
360526,3,18,7,0.1071428582,0.6428571343,0.25
36B000,4,32,38,0.0540540554,0.4324324429,0.5135135055
36C000,6,29,46,0.0740740746,0.3580246866,0.5679012537
370304,0,9,10,0.0,0.4736842215,0.5263158083
370308,6,10,12,0.2142857164,0.3571428657,0.4285714328
370312,3,23,9,0.08571428810000001,0.6571428776,0.2571428716
370316,3,10,9,0.1363636404,0.4545454681,0.4090909064
370324,0,13,5,0.0,0.7222222090000001,0.277777791
380306,1,27,14,0.023809524300000003,0.6428571343,0.3333333433
380308,4,16,12,0.125,0.5,0.375
380310,2,7,4,0.1538461596,0.5384615660000001,0.3076923192
390309,8,16,3,0.2962962985,0.592592597,0.1111111119
390311,7,19,5,0.2258064449,0.6129032373,0.1612903178
390312,2,14,8,0.0833333358,0.5833333135000001,0.3333333433
390314,2,2,2,0.3333333433,0.3333333433,0.3333333433
390316,4,15,6,0.1599999964,0.6000000238000001,0.2399999946
390320,6,22,1,0.2068965584,0.7586206794,0.0344827585
390321,1,4,0,0.200000003,0.8000000119,0.0
390322,2,20,13,0.0571428575,0.571428597,0.3714285791
390323,0,1,7,0.0,0.125,0.875
390324,10,18,4,0.3125,0.5625,0.125
390331,6,7,2,0.400000006,0.4666666687,0.1333333403
390333,0,17,8,0.0,0.6800000072,0.3199999928
390334,6,16,0,0.2727272809,0.7272727489,0.0
390336,3,9,0,0.25,0.75,0.0
390352,10,22,8,0.25,0.5500000119,0.200000003
390360,4,16,3,0.17391304670000002,0.6956521869,0.1304347813
390362,3,22,1,0.115384616,0.8461538553,0.0384615399
390364,12,22,1,0.3428571522,0.6285714507,0.0285714287
390368,1,15,5,0.0476190485,0.7142857313,0.2380952388
390700,4,4,1,0.4444444478,0.4444444478,0.1111111119
39A000,3,58,7,0.044117648200000005,0.8529411554,0.1029411778
